ID;Geslacht;GestandaardiseerdInkomen;Herkomstgroepering;AanwezigheidOuders;Perioden;CitoscoreGemiddeldeTotaalscore_1;Taal_2;RekenenWiskunde_3;Studievaardigheden_4
260;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2007/'08;532.0;-34;-21;-29
261;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2008/'09;532.0;-37;-20;-34
262;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2009/'10;532.0;-34;-21;-31
263;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2010/'11;533.0;-33;-18;-29
264;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2005/'06;531.0;-24;-31;-36
265;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2006/'07;531.0;-35;-33;-37
266;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2007/'08;531.0;-36;-34;-37
267;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2008/'09;531.0;-36;-32;-40
268;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2009/'10;531.0;-35;-34;-39
269;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;2;2010/'11;532.0;-35;-34;-38
270;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2005/'06;531.0;-25;-28;-32
271;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2006/'07;531.0;-36;-24;-34
272;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2007/'08;531.0;-48;-30;-41
273;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2008/'09;531.0;-41;-31;-43
274;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2009/'10;533.0;-25;-27;-24
275;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;3;2010/'11;533.0;-31;-23;-30
276;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2005/'06;530.0;-34;-37;-43
277;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2006/'07;531.0;-33;-34;-36
278;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2007/'08;530.0;-40;-41;-40
279;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2008/'09;531.0;-37;-31;-40
280;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2009/'10;531.0;-37;-39;-40
281;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;4;2010/'11;532.0;-39;-36;-36
282;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2005/'06;529.0;-49;-41;-52
283;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2006/'07;528.0;-58;-55;-57
284;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2007/'08;530.0;-45;-45;-49
285;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2008/'09;530.0;-55;-24;-51
286;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2009/'10;531.0;-39;-35;-42
287;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;5;2010/'11;529.0;-63;-47;-62
288;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2005/'06;528.0;-56;-59;-69
289;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2006/'07;527.0;-67;-61;-71
290;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2007/'08;528.0;-56;-62;-61
291;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2008/'09;527.0;-72;-64;-78
292;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2009/'10;529.0;-60;-53;-64
293;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;6;2010/'11;529.0;-53;-70;-60
294;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2005/'06;533.0;-11;-19;-19
295;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2006/'07;533.0;-16;-20;-18
296;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2007/'08;533.0;-17;-21;-21
297;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2008/'09;533.0;-17;-19;-19
298;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2009/'10;533.0;-15;-20;-15
299;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;0;2010/'11;533.0;-18;-20;-20
300;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;1;2005/'06;533.0;-10;-15;-16
301;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;1;2006/'07;533.0;-13;-14;-13
302;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;1;2007/'08;533.0;-13;-16;-16
303;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;1;2008/'09;534.0;-14;-15;-14
304;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Autochtoon;1;2009/'10;534.0;-12;-15;-10
