ID;KenmerkenFinancien;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidFinancieleSituatie_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreZorgenOverFinancieleToekomst_13;GeenZorgen_14;WeinigZorgen_15;VeelZorgen_16
12;Totaal personen;Standaardfout;2016;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.5;0.5;0.0;0.6;0.5;0.5
13;Totaal personen;Standaardfout;2017;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.5;0.5;0.0;0.6;0.5;0.5
14;Totaal personen;Standaardfout;2018;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.5
15;Totaal personen;Standaardfout;2019;0.0;0.2;0.3;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.5
16;Totaal personen;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.5
17;Totaal personen;Standaardfout;2021;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.4;0.5;0.0;0.6;0.5;0.5
18;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2013;7.8;1.5;7.5;91.0;7.7;2.1;10.7;87.3;7.1;7.1;20.6;72.2;5.1;40.7;28.0;31.3
19;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2014;7.8;1.6;6.7;91.7;7.7;2.0;9.5;88.5;7.2;6.5;18.6;74.8;4.9;44.4;26.9;28.7
20;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2015;7.8;1.8;7.1;91.1;7.7;2.2;10.0;87.8;7.2;6.5;19.2;74.3;4.9;46.2;25.8;28.0
21;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2016;7.8;1.7;7.3;91.0;7.7;1.8;9.6;88.6;7.3;5.6;18.0;76.5;4.7;48.4;25.7;26.0
22;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2017;7.8;1.5;7.6;90.9;7.7;1.7;9.3;89.0;7.5;4.7;15.5;79.8;4.6;50.9;25.1;23.9
23;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2018;7.8;2.0;7.7;90.3;7.7;1.5;10.2;88.2;7.4;5.6;15.8;78.6;4.5;52.8;23.0;24.2
24;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2019;7.8;1.6;6.7;91.7;7.7;1.4;8.5;90.1;7.5;5.2;15.1;79.7;4.5;51.6;24.3;24.1
25;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2020;7.7;1.8;8.7;89.4;7.7;1.8;10.2;88.0;7.6;4.5;13.2;82.3;4.4;54.8;22.6;22.6
26;Arb.pos.: werkzame beroepsbevolking;Gemiddelde/Percentage;2021;7.7;2.6;9.1;88.4;7.6;2.3;11.8;85.9;7.8;3.8;11.3;84.9;4.2;58.9;19.5;21.5
27;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2013;0.0;0.2;0.4;0.4;0.0;0.2;0.5;0.5;0.0;0.4;0.6;0.7;0.0;0.7;0.7;0.7
28;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2014;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.4;0.6;0.6;0.0;0.7;0.7;0.7
29;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2015;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.4;0.6;0.6;0.0;0.7;0.7;0.7
30;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2016;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.6;0.6;0.0;0.7;0.7;0.7
31;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2017;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.7;0.6;0.6
32;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2018;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.7;0.6;0.6
33;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2019;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.4;0.0;0.3;0.5;0.6;0.0;0.7;0.6;0.6
34;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2020;0.0;0.2;0.4;0.4;0.0;0.2;0.4;0.5;0.0;0.3;0.5;0.6;0.0;0.7;0.6;0.6
35;Arb.pos.: werkzame beroepsbevolking;Standaardfout;2021;0.0;0.2;0.4;0.5;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.8;0.6;0.6
36;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2013;7.5;4.1;14.2;81.7;7.3;5.8;16.8;77.5;6.6;12.8;25.4;61.8;5.2;38.5;27.7;33.8
37;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2014;7.5;3.6;14.7;81.7;7.4;5.5;16.4;78.0;6.7;13.0;22.7;64.3;4.8;44.8;23.7;31.4
38;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2015;7.5;4.5;14.5;81.0;7.3;6.8;15.9;77.3;6.7;12.4;23.7;63.9;4.9;43.4;24.9;31.7
39;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2016;7.5;4.3;12.2;83.6;7.4;5.1;15.7;79.2;6.9;10.3;22.6;67.1;4.8;44.7;24.7;30.6
40;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2017;7.5;5.1;13.7;81.2;7.4;6.7;14.3;79.0;6.8;11.4;22.6;66.0;4.7;47.0;22.8;30.3
41;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2018;7.5;4.5;12.6;82.9;7.4;4.1;14.8;81.0;7.1;8.8;19.9;71.3;4.4;50.6;22.6;26.8
42;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2019;7.5;4.6;11.8;83.6;7.5;4.3;13.9;81.8;7.1;9.7;18.2;72.1;4.5;51.3;21.2;27.5
43;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2020;7.5;4.4;13.8;81.8;7.4;4.5;16.6;78.9;7.2;8.5;17.2;74.3;4.4;52.7;20.4;27.0
44;Arb.pos.: niet-werkzame bevolking;Gemiddelde/Percentage;2021;7.4;4.7;12.8;82.5;7.4;5.3;15.5;79.3;7.3;7.9;16.0;76.2;4.1;56.8;18.9;24.3
45;Arb.pos.: niet-werkzame bevolking;Standaardfout;2013;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.7;0.9;1.0;0.1;1.0;0.9;0.9
46;Arb.pos.: niet-werkzame bevolking;Standaardfout;2014;0.0;0.4;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.7;0.8;0.9;0.1;1.0;0.8;0.9
47;Arb.pos.: niet-werkzame bevolking;Standaardfout;2015;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.6;0.8;0.9;0.1;1.0;0.8;0.9
48;Arb.pos.: niet-werkzame bevolking;Standaardfout;2016;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;0.1;1.0;0.9;0.9
49;Arb.pos.: niet-werkzame bevolking;Standaardfout;2017;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.6;0.8;0.9;0.1;1.0;0.8;0.9
50;Arb.pos.: niet-werkzame bevolking;Standaardfout;2018;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;0.1;1.0;0.8;0.9
51;Arb.pos.: niet-werkzame bevolking;Standaardfout;2019;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.8;0.9;0.1;1.0;0.8;0.9
52;Arb.pos.: niet-werkzame bevolking;Standaardfout;2020;0.0;0.4;0.7;0.8;0.0;0.4;0.7;0.8;0.0;0.6;0.7;0.9;0.1;1.0;0.8;0.9
53;Arb.pos.: niet-werkzame bevolking;Standaardfout;2021;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.6;0.8;0.9;0.1;1.1;0.9;0.9
54;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2013;7.3;4.9;18.2;76.8;7.1;6.8;20.3;72.9;5.9;22.3;31.5;46.2;5.7;31.1;28.7;40.1
55;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2014;7.4;4.5;17.3;78.2;7.1;7.3;18.7;73.9;6.0;21.6;29.5;48.9;5.5;34.0;27.9;38.2
56;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2015;7.3;6.3;15.9;77.8;7.1;8.6;19.6;71.8;6.0;20.7;32.2;47.1;5.7;31.5;29.8;38.7
57;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2016;7.3;6.0;15.3;78.7;7.1;6.8;20.5;72.7;6.1;19.4;34.7;45.9;5.6;32.1;28.9;39.0
58;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2017;7.3;6.4;16.3;77.3;7.1;7.9;18.4;73.7;6.2;18.3;30.7;51.0;5.5;34.5;27.5;38.0
59;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2018;7.3;6.0;15.5;78.5;7.2;5.1;19.9;75.1;6.3;18.7;29.2;52.2;5.2;38.0;26.4;35.6
60;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2019;7.4;5.5;13.9;80.6;7.3;5.6;17.3;77.1;6.3;18.5;28.1;53.5;5.3;38.5;26.7;34.7
61;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2020;7.2;5.6;19.9;74.5;7.2;5.8;21.5;72.8;6.4;17.6;25.2;57.2;5.3;38.5;26.3;35.2
62;Gestandaardiseerd inkomen: 1e 25%-groep;Gemiddelde/Percentage;2021;7.2;6.1;18.1;75.8;7.2;6.9;19.6;73.5;6.7;14.7;24.1;61.3;4.9;44.3;23.1;32.6
63;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2013;0.0;0.6;1.1;1.2;0.0;0.7;1.1;1.3;0.1;1.2;1.3;1.4;0.1;1.3;1.3;1.4
64;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2014;0.0;0.6;1.0;1.1;0.0;0.7;1.1;1.2;0.1;1.1;1.3;1.4;0.1;1.3;1.2;1.3
65;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2015;0.0;0.7;1.0;1.1;0.0;0.8;1.1;1.2;0.1;1.1;1.3;1.4;0.1;1.3;1.3;1.3
66;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2016;0.0;0.7;1.0;1.2;0.0;0.7;1.2;1.3;0.1;1.1;1.4;1.4;0.1;1.3;1.3;1.4
67;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2017;0.0;0.7;1.0;1.1;0.0;0.7;1.0;1.2;0.1;1.0;1.3;1.4;0.1;1.3;1.2;1.3
68;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2018;0.0;0.7;1.0;1.1;0.0;0.6;1.1;1.2;0.1;1.1;1.3;1.4;0.1;1.3;1.2;1.3
69;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2019;0.0;0.6;1.0;1.1;0.0;0.7;1.1;1.2;0.1;1.1;1.3;1.4;0.1;1.4;1.3;1.3
70;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2020;0.0;0.6;1.1;1.2;0.0;0.7;1.2;1.3;0.1;1.1;1.2;1.4;0.1;1.4;1.2;1.3
71;Gestandaardiseerd inkomen: 1e 25%-groep;Standaardfout;2021;0.1;0.8;1.2;1.3;0.1;0.8;1.2;1.4;0.1;1.1;1.3;1.5;0.1;1.5;1.3;1.5
72;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2013;7.6;3.2;10.2;86.6;7.4;4.2;14.6;81.2;6.5;11.5;30.0;58.5;5.5;32.0;29.8;38.2
73;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2014;7.7;2.8;10.2;87.1;7.5;3.4;13.2;83.4;6.7;10.7;26.7;62.6;5.2;38.5;27.5;34.0
74;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2015;7.6;3.5;11.1;85.4;7.4;4.5;13.9;81.6;6.6;11.7;26.3;62.0;5.1;39.7;26.9;33.4
75;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2016;7.6;3.0;10.5;86.5;7.5;2.9;13.8;83.3;6.8;9.1;26.2;64.7;5.1;40.8;27.9;31.3
76;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2017;7.6;2.8;12.1;85.1;7.5;4.1;12.2;83.7;6.9;8.0;23.8;68.2;4.9;42.9;25.9;31.2
77;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2018;7.6;2.9;11.4;85.7;7.5;2.8;13.5;83.7;7.0;6.8;21.8;71.4;4.8;45.5;25.6;28.8
78;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2019;7.6;2.6;9.7;87.7;7.5;2.1;12.3;85.6;7.1;6.9;21.3;71.8;4.7;45.9;26.4;27.7
79;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2020;7.6;3.3;11.7;85.0;7.5;3.5;14.3;82.2;7.2;5.4;19.7;75.0;4.7;46.8;24.7;28.5
80;Gestandaardiseerd inkomen: 2e 25%-groep;Gemiddelde/Percentage;2021;7.5;4.0;10.9;85.1;7.4;4.2;14.7;81.2;7.3;5.9;16.7;77.3;4.4;52.1;23.2;24.7
81;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2013;0.0;0.4;0.8;0.8;0.0;0.5;0.9;1.0;0.0;0.8;1.1;1.2;0.1;1.2;1.1;1.2
82;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2014;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.8;1.1;1.2;0.1;1.2;1.1;1.2
83;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2015;0.0;0.4;0.8;0.9;0.0;0.5;0.8;0.9;0.0;0.8;1.1;1.2;0.1;1.2;1.1;1.2
84;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2016;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.7;1.1;1.2;0.1;1.2;1.1;1.2
85;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2017;0.0;0.4;0.8;0.9;0.0;0.5;0.8;0.9;0.0;0.7;1.1;1.2;0.1;1.2;1.1;1.1
86;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2018;0.0;0.4;0.8;0.9;0.0;0.4;0.8;0.9;0.0;0.6;1.0;1.1;0.1;1.2;1.1;1.1
87;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2019;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.6;1.0;1.1;0.1;1.2;1.1;1.1
88;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2020;0.0;0.4;0.8;0.9;0.0;0.4;0.8;0.9;0.0;0.5;1.0;1.0;0.1;1.2;1.0;1.1
89;Gestandaardiseerd inkomen: 2e 25%-groep;Standaardfout;2021;0.0;0.5;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.6;1.0;1.1;0.1;1.3;1.1;1.1
90;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2013;7.7;2.0;9.0;89.0;7.6;3.1;11.7;85.2;7.0;6.9;21.4;71.6;5.1;39.8;28.9;31.3
91;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2014;7.7;1.6;9.4;89.0;7.6;2.2;11.5;86.3;7.2;5.7;18.7;75.6;4.8;44.9;26.7;28.3
92;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2015;7.8;1.3;8.4;90.2;7.7;2.4;9.6;87.9;7.3;4.7;19.1;76.2;4.8;45.6;25.3;29.2
93;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2016;7.8;1.8;8.0;90.1;7.7;2.2;10.0;87.8;7.4;4.2;16.8;79.0;4.6;48.1;26.9;25.0
94;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2017;7.8;1.8;8.2;90.0;7.7;2.1;10.0;87.9;7.5;3.8;14.9;81.3;4.4;52.1;25.4;22.6
95;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2018;7.7;2.1;8.0;89.9;7.6;1.8;10.6;87.7;7.5;3.7;16.3;80.0;4.4;53.5;23.9;22.5
96;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2019;7.8;2.2;7.1;90.7;7.7;1.7;8.4;89.9;7.5;4.0;13.8;82.2;4.4;52.4;22.7;24.9
97;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2020;7.8;1.9;7.3;90.8;7.7;1.6;9.6;88.8;7.7;2.8;12.1;85.1;4.2;57.6;20.9;21.5
98;Gestandaardiseerd inkomen: 3e 25%-groep;Gemiddelde/Percentage;2021;7.7;2.5;8.1;89.4;7.6;2.2;11.5;86.3;7.8;2.4;10.4;87.2;4.0;61.5;18.6;19.9
99;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2013;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.8;0.0;0.6;0.9;1.0;0.1;1.1;1.0;1.0
100;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2014;0.0;0.3;0.7;0.7;0.0;0.3;0.7;0.8;0.0;0.5;0.9;1.0;0.1;1.1;1.0;1.0
101;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2015;0.0;0.3;0.6;0.7;0.0;0.4;0.7;0.7;0.0;0.5;0.9;1.0;0.1;1.1;1.0;1.0
102;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2016;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.4;0.8;0.9;0.1;1.1;1.0;1.0
103;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2017;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.4;0.8;0.9;0.1;1.1;1.0;0.9
104;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2018;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.4;0.8;0.9;0.1;1.1;1.0;0.9
105;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2019;0.0;0.3;0.6;0.7;0.0;0.3;0.6;0.7;0.0;0.4;0.8;0.9;0.1;1.1;0.9;1.0
106;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2020;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.4;0.7;0.8;0.1;1.1;0.9;0.9
107;Gestandaardiseerd inkomen: 3e 25%-groep;Standaardfout;2021;0.0;0.4;0.7;0.7;0.0;0.4;0.8;0.8;0.0;0.4;0.7;0.8;0.1;1.2;0.9;1.0
108;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2013;7.9;1.1;5.9;93.1;7.8;1.2;8.5;90.3;7.7;2.2;12.2;85.6;4.5;50.9;24.9;24.2
109;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2014;7.9;1.4;5.1;93.5;7.8;1.8;7.8;90.4;7.7;2.8;10.7;86.4;4.3;55.2;22.1;22.7
110;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2015;7.9;1.1;6.3;92.6;7.8;1.6;8.5;89.9;7.8;2.2;11.3;86.5;4.2;57.5;22.1;20.4
111;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2016;8.0;1.1;5.3;93.6;7.9;1.7;6.8;91.5;7.9;1.5;9.0;89.5;4.2;59.0;20.3;20.7
112;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2017;8.0;1.0;5.0;94.0;7.9;1.5;6.1;92.4;8.0;1.5;8.3;90.2;3.9;62.8;19.8;17.4
113;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2018;7.9;1.5;5.6;92.8;7.8;1.1;6.7;92.2;8.0;1.9;7.2;90.9;3.8;64.9;17.7;17.4
114;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2019;7.9;1.1;5.7;93.2;7.9;1.1;6.5;92.3;8.0;1.9;7.5;90.5;3.9;63.0;19.5;17.5
115;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2020;7.9;1.3;6.5;92.1;7.8;1.3;7.5;91.2;8.2;1.8;6.0;92.1;3.8;66.6;17.1;16.3
116;Gestandaardiseerd inkomen: 4e 25%-groep;Gemiddelde/Percentage;2021;7.8;1.5;7.6;90.9;7.8;1.2;9.7;89.2;8.3;1.4;5.2;93.4;3.6;68.8;15.0;16.1
117;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2013;0.0;0.2;0.5;0.5;0.0;0.2;0.6;0.6;0.0;0.3;0.7;0.8;0.1;1.1;0.9;0.9
118;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2014;0.0;0.2;0.5;0.5;0.0;0.3;0.6;0.6;0.0;0.4;0.7;0.7;0.1;1.1;0.9;0.9
119;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2015;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.6;0.0;0.3;0.7;0.7;0.1;1.1;0.9;0.9
120;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2016;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.7;0.1;1.1;0.9;0.9
121;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2017;0.0;0.2;0.5;0.5;0.0;0.3;0.5;0.6;0.0;0.3;0.6;0.6;0.0;1.0;0.9;0.8
122;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2018;0.0;0.3;0.5;0.5;0.0;0.2;0.5;0.6;0.0;0.3;0.5;0.6;0.0;1.0;0.8;0.8
123;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2019;0.0;0.2;0.5;0.5;0.0;0.2;0.5;0.6;0.0;0.3;0.6;0.6;0.1;1.0;0.9;0.8
124;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2020;0.0;0.2;0.5;0.6;0.0;0.2;0.6;0.6;0.0;0.3;0.5;0.6;0.0;1.0;0.8;0.8
125;Gestandaardiseerd inkomen: 4e 25%-groep;Standaardfout;2021;0.0;0.3;0.6;0.7;0.0;0.2;0.7;0.7;0.0;0.3;0.5;0.6;0.1;1.1;0.8;0.8
126;Positie: alleenstaande;Gemiddelde/Percentage;2013;7.2;5.3;16.3;78.4;7.1;6.0;19.7;74.3;6.6;12.8;26.9;60.3;5.2;38.8;27.1;34.0
127;Positie: alleenstaande;Gemiddelde/Percentage;2014;7.3;4.0;18.3;77.7;7.1;5.7;20.0;74.3;6.7;12.4;24.5;63.1;4.8;44.8;26.4;28.7
128;Positie: alleenstaande;Gemiddelde/Percentage;2015;7.2;6.1;15.2;78.7;7.1;7.4;18.5;74.1;6.5;13.8;27.0;59.2;5.0;43.2;25.6;31.1
129;Positie: alleenstaande;Gemiddelde/Percentage;2016;7.3;5.8;14.8;79.4;7.2;5.7;17.2;77.2;6.7;13.4;24.9;61.7;4.9;44.5;25.2;30.3
130;Positie: alleenstaande;Gemiddelde/Percentage;2017;7.2;6.0;17.2;76.8;7.1;7.7;17.6;74.8;6.7;12.4;24.0;63.6;4.8;46.8;24.4;28.7
131;Positie: alleenstaande;Gemiddelde/Percentage;2018;7.3;5.0;15.9;79.1;7.2;4.3;18.0;77.7;6.9;10.8;21.1;68.1;4.6;49.2;23.2;27.7
132;Positie: alleenstaande;Gemiddelde/Percentage;2019;7.3;4.8;12.4;82.8;7.3;4.3;16.3;79.4;6.9;11.3;20.0;68.8;4.5;50.7;24.0;25.3
133;Positie: alleenstaande;Gemiddelde/Percentage;2020;7.2;4.6;18.7;76.7;7.1;5.0;21.4;73.6;6.9;10.3;21.1;68.6;4.6;50.4;21.7;27.9
134;Positie: alleenstaande;Gemiddelde/Percentage;2021;7.2;6.4;15.5;78.1;7.1;6.0;19.6;74.5;7.1;9.5;19.1;71.4;4.4;52.7;21.4;25.9
