ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;SBI93BeginPeriode;SBI93EindePeriode;Perioden;WerknemersBlijvers_1
48;Totaal mannen en vrouwen;0;0;0;5;27 september 2002 tot 26 september 2003;103.2
49;Totaal mannen en vrouwen;0;0;0;5;26 september 2003 tot 24 september 2004;105.3
50;Totaal mannen en vrouwen;0;0;0;5;24 september 2004 tot 30 september 2005;104.7
51;Totaal mannen en vrouwen;0;0;0;5;30 september 2005 tot 29 september 2006;98.1
52;Totaal mannen en vrouwen;0;0;0;5;29 september 2006 tot 28 september 2007;98.9
53;Totaal mannen en vrouwen;0;0;0;5;28 september 2007 tot 26 september 2008;100.8
54;Totaal mannen en vrouwen;0;0;0;6;24 september 1999 tot 29 september 2000;819.3
55;Totaal mannen en vrouwen;0;0;0;6;29 september 2000 tot 28 september 2001;815.9
56;Totaal mannen en vrouwen;0;0;0;6;28 september 2001 tot 27 september 2002;789.7
57;Totaal mannen en vrouwen;0;0;0;6;27 september 2002 tot 26 september 2003;756.1
58;Totaal mannen en vrouwen;0;0;0;6;26 september 2003 tot 24 september 2004;728.9
59;Totaal mannen en vrouwen;0;0;0;6;24 september 2004 tot 30 september 2005;706.0
60;Totaal mannen en vrouwen;0;0;0;6;30 september 2005 tot 29 september 2006;677.7
61;Totaal mannen en vrouwen;0;0;0;6;29 september 2006 tot 28 september 2007;678.3
62;Totaal mannen en vrouwen;0;0;0;6;28 september 2007 tot 26 september 2008;681.8
63;Totaal mannen en vrouwen;0;0;0;7;24 september 1999 tot 29 september 2000;34.2
64;Totaal mannen en vrouwen;0;0;0;7;29 september 2000 tot 28 september 2001;31.4
65;Totaal mannen en vrouwen;0;0;0;7;28 september 2001 tot 27 september 2002;30.1
66;Totaal mannen en vrouwen;0;0;0;7;27 september 2002 tot 26 september 2003;30.4
67;Totaal mannen en vrouwen;0;0;0;7;26 september 2003 tot 24 september 2004;28.3
68;Totaal mannen en vrouwen;0;0;0;7;24 september 2004 tot 30 september 2005;26.7
69;Totaal mannen en vrouwen;0;0;0;7;30 september 2005 tot 29 september 2006;23.6
70;Totaal mannen en vrouwen;0;0;0;7;29 september 2006 tot 28 september 2007;24.4
71;Totaal mannen en vrouwen;0;0;0;7;28 september 2007 tot 26 september 2008;25.5
72;Totaal mannen en vrouwen;0;0;0;8;24 september 1999 tot 29 september 2000;395.5
73;Totaal mannen en vrouwen;0;0;0;8;29 september 2000 tot 28 september 2001;396.4
74;Totaal mannen en vrouwen;0;0;0;8;28 september 2001 tot 27 september 2002;392.1
75;Totaal mannen en vrouwen;0;0;0;8;27 september 2002 tot 26 september 2003;379.9
76;Totaal mannen en vrouwen;0;0;0;8;26 september 2003 tot 24 september 2004;361.7
77;Totaal mannen en vrouwen;0;0;0;8;24 september 2004 tot 30 september 2005;354.9
78;Totaal mannen en vrouwen;0;0;0;8;30 september 2005 tot 29 september 2006;347.5
79;Totaal mannen en vrouwen;0;0;0;8;29 september 2006 tot 28 september 2007;352.1
80;Totaal mannen en vrouwen;0;0;0;8;28 september 2007 tot 26 september 2008;355.4
81;Totaal mannen en vrouwen;0;0;0;9;24 september 1999 tot 29 september 2000;2841.4
82;Totaal mannen en vrouwen;0;0;0;9;29 september 2000 tot 28 september 2001;2901.6
83;Totaal mannen en vrouwen;0;0;0;9;28 september 2001 tot 27 september 2002;2937.3
84;Totaal mannen en vrouwen;0;0;0;9;27 september 2002 tot 26 september 2003;2918.5
85;Totaal mannen en vrouwen;0;0;0;9;26 september 2003 tot 24 september 2004;2895.2
86;Totaal mannen en vrouwen;0;0;0;9;24 september 2004 tot 30 september 2005;2879.2
87;Totaal mannen en vrouwen;0;0;0;9;30 september 2005 tot 29 september 2006;2998.7
88;Totaal mannen en vrouwen;0;0;0;9;29 september 2006 tot 28 september 2007;3111.1
89;Totaal mannen en vrouwen;0;0;0;9;28 september 2007 tot 26 september 2008;3215.6
90;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;24 september 1999 tot 29 september 2000;1012.3
91;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;29 september 2000 tot 28 september 2001;1038.4
92;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;28 september 2001 tot 27 september 2002;1054.8
93;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;27 september 2002 tot 26 september 2003;1069.8
94;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;26 september 2003 tot 24 september 2004;1055.9
95;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;24 september 2004 tot 30 september 2005;1031.8
96;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;30 september 2005 tot 29 september 2006;1018.3
97;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;29 september 2006 tot 28 september 2007;1039.7
98;Totaal mannen en vrouwen;0;0;0;50-52 Handel en reparatie;28 september 2007 tot 26 september 2008;1075.1
99;Totaal mannen en vrouwen;0;0;0;55 Horeca;24 september 1999 tot 29 september 2000;182.5
100;Totaal mannen en vrouwen;0;0;0;55 Horeca;29 september 2000 tot 28 september 2001;187.9
101;Totaal mannen en vrouwen;0;0;0;55 Horeca;28 september 2001 tot 27 september 2002;197.2
102;Totaal mannen en vrouwen;0;0;0;55 Horeca;27 september 2002 tot 26 september 2003;200.3
103;Totaal mannen en vrouwen;0;0;0;55 Horeca;26 september 2003 tot 24 september 2004;198.7
104;Totaal mannen en vrouwen;0;0;0;55 Horeca;24 september 2004 tot 30 september 2005;197.4
105;Totaal mannen en vrouwen;0;0;0;55 Horeca;30 september 2005 tot 29 september 2006;202.2
106;Totaal mannen en vrouwen;0;0;0;55 Horeca;29 september 2006 tot 28 september 2007;210.5
107;Totaal mannen en vrouwen;0;0;0;55 Horeca;28 september 2007 tot 26 september 2008;217.9
108;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;24 september 1999 tot 29 september 2000;414.1
109;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;29 september 2000 tot 28 september 2001;421.0
110;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;28 september 2001 tot 27 september 2002;424.3
111;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;27 september 2002 tot 26 september 2003;417.2
112;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;26 september 2003 tot 24 september 2004;408.9
113;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;24 september 2004 tot 30 september 2005;396.0
114;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;30 september 2005 tot 29 september 2006;384.7
115;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;29 september 2006 tot 28 september 2007;398.2
116;Totaal mannen en vrouwen;0;0;0;60-64 Vervoer, opslag en communicatie;28 september 2007 tot 26 september 2008;402.8
117;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;24 september 1999 tot 29 september 2000;259.7
118;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;29 september 2000 tot 28 september 2001;264.2
119;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;28 september 2001 tot 27 september 2002;259.2
120;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;27 september 2002 tot 26 september 2003;257.4
121;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;26 september 2003 tot 24 september 2004;251.5
122;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;24 september 2004 tot 30 september 2005;254.0
123;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;30 september 2005 tot 29 september 2006;297.8
124;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;29 september 2006 tot 28 september 2007;312.1
125;Totaal mannen en vrouwen;0;0;0;65-67 Financiële instellingen;28 september 2007 tot 26 september 2008;327.6
126;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;24 september 1999 tot 29 september 2000;972.8
127;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;29 september 2000 tot 28 september 2001;990.0
128;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;28 september 2001 tot 27 september 2002;1001.8
129;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;27 september 2002 tot 26 september 2003;973.7
130;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;26 september 2003 tot 24 september 2004;980.3
131;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;24 september 2004 tot 30 september 2005;1000.1
132;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;30 september 2005 tot 29 september 2006;1095.8
133;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;29 september 2006 tot 28 september 2007;1150.5
134;Totaal mannen en vrouwen;0;0;0;70-74 Onroer.goed, zakelijke dienstv.;28 september 2007 tot 26 september 2008;1192.1
135;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;24 september 1999 tot 29 september 2000;210.4
136;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;29 september 2000 tot 28 september 2001;197.5
137;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;28 september 2001 tot 27 september 2002;184.3
138;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;27 september 2002 tot 26 september 2003;171.6
139;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;26 september 2003 tot 24 september 2004;181.5
140;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;24 september 2004 tot 30 september 2005;194.6
141;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;30 september 2005 tot 29 september 2006;229.2
142;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;29 september 2006 tot 28 september 2007;246.0
143;Totaal mannen en vrouwen;0;0;0;74501 Uitzendbureaus;28 september 2007 tot 26 september 2008;251.3
144;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;24 september 1999 tot 29 september 2000;99.3
145;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;29 september 2000 tot 28 september 2001;102.7
146;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;28 september 2001 tot 27 september 2002;102.4
147;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;27 september 2002 tot 26 september 2003;105.9
148;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;26 september 2003 tot 24 september 2004;101.9
149;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;24 september 2004 tot 30 september 2005;101.0
150;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;30 september 2005 tot 29 september 2006;99.8
151;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;29 september 2006 tot 28 september 2007;100.5
152;Totaal mannen en vrouwen;0;0;0;747 Reiniging gebouwen,transportmiddelen;28 september 2007 tot 26 september 2008;99.6
153;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;24 september 1999 tot 29 september 2000;663.1
154;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;29 september 2000 tot 28 september 2001;689.7
155;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;28 september 2001 tot 27 september 2002;715.1
156;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;27 september 2002 tot 26 september 2003;696.3
157;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;26 september 2003 tot 24 september 2004;696.9
158;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;24 september 2004 tot 30 september 2005;704.5
159;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;30 september 2005 tot 29 september 2006;766.7
160;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;29 september 2006 tot 28 september 2007;804.0
161;Totaal mannen en vrouwen;0;0;0;Rest 70-74 onr.goed, zakelijke dienstv.;28 september 2007 tot 26 september 2008;841.3
162;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;24 september 1999 tot 29 september 2000;1893.9
163;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;29 september 2000 tot 28 september 2001;1981.9
164;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;28 september 2001 tot 27 september 2002;2084.3
165;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;27 september 2002 tot 26 september 2003;2178.7
166;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;26 september 2003 tot 24 september 2004;2176.2
167;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;24 september 2004 tot 30 september 2005;2180.0
168;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;30 september 2005 tot 29 september 2006;2163.0
169;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;29 september 2006 tot 28 september 2007;2231.7
170;Totaal mannen en vrouwen;0;0;0;75-99 Niet-commerciële dienstverlening;28 september 2007 tot 26 september 2008;2277.5
171;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;24 september 1999 tot 29 september 2000;467.7
172;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;29 september 2000 tot 28 september 2001;490.3
173;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;28 september 2001 tot 27 september 2002;506.2
174;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;27 september 2002 tot 26 september 2003;525.9
175;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;26 september 2003 tot 24 september 2004;503.9
176;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;24 september 2004 tot 30 september 2005;503.0
177;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;30 september 2005 tot 29 september 2006;474.3
178;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;29 september 2006 tot 28 september 2007;483.2
179;Totaal mannen en vrouwen;0;0;0;75 Openbaar bestuur, soc. verzekeringen;28 september 2007 tot 26 september 2008;481.8
180;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;24 september 1999 tot 29 september 2000;382.8
181;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;29 september 2000 tot 28 september 2001;392.1
182;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;28 september 2001 tot 27 september 2002;411.0
183;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;27 september 2002 tot 26 september 2003;430.1
184;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;26 september 2003 tot 24 september 2004;427.4
185;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;24 september 2004 tot 30 september 2005;435.9
186;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;30 september 2005 tot 29 september 2006;419.9
187;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;29 september 2006 tot 28 september 2007;433.4
188;Totaal mannen en vrouwen;0;0;0;80 Onderwijs;28 september 2007 tot 26 september 2008;448.9
189;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;24 september 1999 tot 29 september 2000;823.3
190;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;29 september 2000 tot 28 september 2001;870.1
191;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;28 september 2001 tot 27 september 2002;928.4
192;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;27 september 2002 tot 26 september 2003;981.4
193;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;26 september 2003 tot 24 september 2004;1003.0
194;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;24 september 2004 tot 30 september 2005;1003.2
195;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;30 september 2005 tot 29 september 2006;1006.0
196;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;29 september 2006 tot 28 september 2007;1044.1
197;Totaal mannen en vrouwen;0;0;0;85 Gezondheids- en welzijnszorg;28 september 2007 tot 26 september 2008;1072.1
198;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;24 september 1999 tot 29 september 2000;220.1
199;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;29 september 2000 tot 28 september 2001;229.4
200;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;28 september 2001 tot 27 september 2002;238.6
201;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;27 september 2002 tot 26 september 2003;241.3
202;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;26 september 2003 tot 24 september 2004;241.8
203;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;24 september 2004 tot 30 september 2005;237.9
204;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;30 september 2005 tot 29 september 2006;262.8
205;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;29 september 2006 tot 28 september 2007;271.0
206;Totaal mannen en vrouwen;0;0;0;90-99 Milieu, cultuur, recr, ov dienstv.;28 september 2007 tot 26 september 2008;274.7
207;Totaal mannen en vrouwen;0;0;0;Onbekend;24 september 1999 tot 29 september 2000;30.7
208;Totaal mannen en vrouwen;0;0;0;Onbekend;29 september 2000 tot 28 september 2001;33.4
209;Totaal mannen en vrouwen;0;0;0;Onbekend;28 september 2001 tot 27 september 2002;42.7
210;Totaal mannen en vrouwen;0;0;0;Onbekend;27 september 2002 tot 26 september 2003;44.2
211;Totaal mannen en vrouwen;0;0;0;Onbekend;26 september 2003 tot 24 september 2004;49.3
212;Totaal mannen en vrouwen;0;0;0;Onbekend;24 september 2004 tot 30 september 2005;54.6
213;Totaal mannen en vrouwen;0;0;0;Onbekend;30 september 2005 tot 29 september 2006;4.0
214;Totaal mannen en vrouwen;0;0;0;Onbekend;29 september 2006 tot 28 september 2007;1.2
215;Totaal mannen en vrouwen;0;0;0;Onbekend;28 september 2007 tot 26 september 2008;3.4
216;Totaal mannen en vrouwen;0;0;1;0;24 september 1999 tot 29 september 2000;114.8
217;Totaal mannen en vrouwen;0;0;1;0;29 september 2000 tot 28 september 2001;115.6
218;Totaal mannen en vrouwen;0;0;1;0;28 september 2001 tot 27 september 2002;110.7
219;Totaal mannen en vrouwen;0;0;1;0;27 september 2002 tot 26 september 2003;110.6
220;Totaal mannen en vrouwen;0;0;1;0;26 september 2003 tot 24 september 2004;109.8
221;Totaal mannen en vrouwen;0;0;1;0;24 september 2004 tot 30 september 2005;106.4
222;Totaal mannen en vrouwen;0;0;1;0;30 september 2005 tot 29 september 2006;104.0
223;Totaal mannen en vrouwen;0;0;1;0;29 september 2006 tot 28 september 2007;104.2
224;Totaal mannen en vrouwen;0;0;1;0;28 september 2007 tot 26 september 2008;102.3
225;Totaal mannen en vrouwen;0;0;1;1;24 september 1999 tot 29 september 2000;93.2
226;Totaal mannen en vrouwen;0;0;1;1;29 september 2000 tot 28 september 2001;92.1
227;Totaal mannen en vrouwen;0;0;1;1;28 september 2001 tot 27 september 2002;92.0
228;Totaal mannen en vrouwen;0;0;1;1;27 september 2002 tot 26 september 2003;93.5
229;Totaal mannen en vrouwen;0;0;1;1;26 september 2003 tot 24 september 2004;94.5
230;Totaal mannen en vrouwen;0;0;1;1;24 september 2004 tot 30 september 2005;90.6
231;Totaal mannen en vrouwen;0;0;1;1;30 september 2005 tot 29 september 2006;82.2
232;Totaal mannen en vrouwen;0;0;1;1;29 september 2006 tot 28 september 2007;85.8
233;Totaal mannen en vrouwen;0;0;1;1;28 september 2007 tot 26 september 2008;83.0
234;Totaal mannen en vrouwen;0;0;1;2;24 september 1999 tot 29 september 2000;4.0
235;Totaal mannen en vrouwen;0;0;1;2;29 september 2000 tot 28 september 2001;4.8
236;Totaal mannen en vrouwen;0;0;1;2;28 september 2001 tot 27 september 2002;3.3
237;Totaal mannen en vrouwen;0;0;1;2;27 september 2002 tot 26 september 2003;2.6
238;Totaal mannen en vrouwen;0;0;1;2;26 september 2003 tot 24 september 2004;2.3
239;Totaal mannen en vrouwen;0;0;1;2;24 september 2004 tot 30 september 2005;2.5
240;Totaal mannen en vrouwen;0;0;1;2;30 september 2005 tot 29 september 2006;3.2
241;Totaal mannen en vrouwen;0;0;1;2;29 september 2006 tot 28 september 2007;2.8
242;Totaal mannen en vrouwen;0;0;1;2;28 september 2007 tot 26 september 2008;3.3
243;Totaal mannen en vrouwen;0;0;1;3;24 september 1999 tot 29 september 2000;0.0
244;Totaal mannen en vrouwen;0;0;1;3;29 september 2000 tot 28 september 2001;0.0
245;Totaal mannen en vrouwen;0;0;1;3;28 september 2001 tot 27 september 2002;0.0
246;Totaal mannen en vrouwen;0;0;1;3;27 september 2002 tot 26 september 2003;0.0
247;Totaal mannen en vrouwen;0;0;1;3;26 september 2003 tot 24 september 2004;0.0
248;Totaal mannen en vrouwen;0;0;1;3;24 september 2004 tot 30 september 2005;0.0
249;Totaal mannen en vrouwen;0;0;1;3;30 september 2005 tot 29 september 2006;0.0
250;Totaal mannen en vrouwen;0;0;1;3;29 september 2006 tot 28 september 2007;0.0
251;Totaal mannen en vrouwen;0;0;1;3;28 september 2007 tot 26 september 2008;0.0
252;Totaal mannen en vrouwen;0;0;1;4;24 september 1999 tot 29 september 2000;2.0
253;Totaal mannen en vrouwen;0;0;1;4;29 september 2000 tot 28 september 2001;2.2
254;Totaal mannen en vrouwen;0;0;1;4;28 september 2001 tot 27 september 2002;1.8
255;Totaal mannen en vrouwen;0;0;1;4;27 september 2002 tot 26 september 2003;1.2
256;Totaal mannen en vrouwen;0;0;1;4;26 september 2003 tot 24 september 2004;1.2
257;Totaal mannen en vrouwen;0;0;1;4;24 september 2004 tot 30 september 2005;1.1
258;Totaal mannen en vrouwen;0;0;1;4;30 september 2005 tot 29 september 2006;1.5
259;Totaal mannen en vrouwen;0;0;1;4;29 september 2006 tot 28 september 2007;1.4
260;Totaal mannen en vrouwen;0;0;1;4;28 september 2007 tot 26 september 2008;1.5
261;Totaal mannen en vrouwen;0;0;1;5;24 september 1999 tot 29 september 2000;0.1
262;Totaal mannen en vrouwen;0;0;1;5;29 september 2000 tot 28 september 2001;0.1
263;Totaal mannen en vrouwen;0;0;1;5;28 september 2001 tot 27 september 2002;0.1
264;Totaal mannen en vrouwen;0;0;1;5;27 september 2002 tot 26 september 2003;0.1
