ID;Beroep;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
474;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2015;2.6;46.7;2.0;7.6;7.0;65.6;12.3;6.7;0.7;2.6;2.2;1.9;0.4;3.8;1.2;0.0;0.2;5.9;0.9;0.0;39.2;4.7;2.3;9.0;;;;;;;;;;;;;;;;;;3.6;16.8;55.6;6.7;;;;;;;;;;;;;;;;;;;;;
475;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2016;2.6;46.7;2.1;7.4;5.0;70.9;8.1;6.6;0.1;1.8;2.8;2.2;0.1;0.6;1.6;0.0;2.1;8.7;0.2;0.5;40.5;2.8;2.3;6.0;;;;;;;;;;;;;;;;;;2.9;14.2;63.4;3.3;;;;;;;;;;;;;;;;;;;;;
476;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2017;2.9;44.2;1.8;8.9;6.8;75.0;5.7;5.9;0.4;4.7;1.7;1.8;0.0;5.2;0.9;0.1;1.3;8.1;0.3;0.1;38.2;2.6;1.6;5.7;;;;;;;;;;;;;;;;;;10.6;14.9;52.2;3.8;;;;;;;;;;;;;;;;;;;;;
477;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2018;3.5;49.2;2.2;10.0;7.5;70.9;11.5;6.9;0.1;2.7;2.6;3.2;0.2;2.8;1.3;0.1;1.1;8.3;0.2;0.5;41.1;4.5;2.3;8.8;;;;;;;;;;;;;;;;;;4.9;19.0;57.9;4.5;20.7;0.5;8.6;0.1;0.0;2.7;0.4;0.0;0.0;0.1;36.8;;;;;;;;;;
478;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2019;3.6;52.8;2.3;9.7;6.3;67.3;14.3;7.0;0.1;3.1;1.5;1.5;0.3;5.0;1.1;0.2;2.4;7.4;0.3;0.5;38.4;5.0;3.4;9.1;;;;;;;;;;;;;;;;;;8.7;18.0;55.0;4.4;21.7;0.9;12.9;0.3;0.0;0.2;0.9;0.2;0.7;0.0;33.3;;;;;;;;;;
479;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2020;5.2;51.1;2.6;14.7;9.7;59.7;17.8;9.3;0.4;2.4;2.3;1.4;0.5;6.3;0.8;0.2;2.1;3.3;0.2;0.4;39.9;2.7;2.9;13.0;;;;;;;;;;;;;;;;;;5.5;20.1;55.5;5.0;16.8;1.7;5.3;1.2;0.0;3.0;0.6;0.1;0.0;0.0;41.0;;;;;;;;;;
480;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2021;5.8;53.8;2.7;15.5;11.4;60.3;16.0;10.5;0.3;1.3;1.4;2.9;0.0;6.9;1.0;0.1;2.2;4.4;0.2;0.1;35.4;3.2;3.3;16.7;;;;;;;;;;;;;;;;;;8.1;14.6;56.8;6.5;21.8;2.2;10.2;0.0;0.0;1.9;0.1;0.1;0.1;0.0;33.2;;;;;;;;;;
481;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2022;6.5;67.1;3.1;13.7;9.0;66.1;17.3;7.2;0.2;;;;;;;;;;;;;;;;55.6;1.4;6.9;1.8;1.4;1.0;1.6;0.1;5.1;0.7;0.0;0.2;7.6;2.4;0.9;1.3;2.5;10.1;21.5;50.3;6.1;;;;;;;;;;;;15.8;0.7;0.0;0.1;4.5;0.5;2.7;0.5;42.5;7.4
482;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2023;4.8;56.5;2.8;11.8;7.9;75.6;8.9;6.4;0.2;;;;;;;;;;;;;;;;55.8;1.2;6.7;1.8;1.3;1.1;1.9;0.2;4.0;0.7;0.1;0.3;7.1;2.8;3.6;1.4;5.6;9.9;19.4;50.4;7.2;;;;;;;;;;;;14.5;0.4;0.1;0.1;5.6;1.2;2.1;0.4;45.8;3.3
483;013 Leidsters kinderopvang en onderwi.;Ondergrens 95%-interval;2024;5.4;57.7;2.8;13.4;8.6;70.0;12.7;7.4;0.4;;;;;;;;;;;;;;;;48.2;2.8;6.7;1.0;1.9;2.2;2.0;0.2;3.9;1.1;0.2;0.5;10.6;0.8;4.9;1.0;6.6;12.2;21.7;46.8;6.4;;;;;;;;;;;;10.4;0.3;0.0;0.3;6.8;1.1;1.2;0.8;44.5;9.8
484;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2014;4.8;58.5;3.0;14.0;8.9;79.0;25.9;13.8;;11.5;10.5;7.6;4.6;11.0;4.1;4.9;5.1;12.8;;4.3;53.9;7.1;9.8;17.9;;;;;;;;;;;;;;;;;;14.2;31.1;71.3;6.9;;;;;;;;;;;;;;;;;;;;;
485;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2015;4.6;55.8;3.2;13.9;18.2;77.2;22.1;14.2;4.6;8.4;7.9;6.8;3.9;9.9;6.0;;2.7;13.2;5.1;2.2;53.0;12.0;7.8;18.1;;;;;;;;;;;;;;;;;;10.0;27.2;68.2;15.5;;;;;;;;;;;;;;;;;;;;;
486;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2016;5.0;56.3;3.5;12.9;13.6;82.6;17.3;15.3;3.6;7.3;9.3;8.1;2.5;4.4;6.9;2.3;7.8;17.8;3.7;5.1;54.8;8.6;8.6;14.5;;;;;;;;;;;;;;;;;;9.5;25.1;76.0;9.6;;;;;;;;;;;;;;;;;;;;;
487;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2017;5.2;53.5;2.9;16.1;18.5;85.7;13.8;13.6;3.6;12.2;6.5;6.5;;12.7;4.8;3.9;5.9;17.1;3.4;2.9;52.1;9.5;6.8;13.3;;;;;;;;;;;;;;;;;;20.4;25.8;65.4;10.6;;;;;;;;;;;;;;;;;;;;;
488;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2018;5.4;56.6;2.9;14.6;14.3;79.5;18.5;12.9;2.1;7.2;6.3;7.4;1.4;7.0;4.5;1.4;4.2;14.6;2.5;3.0;51.6;9.8;6.6;15.4;;;;;;;;;;;;;;;;;;10.1;27.9;67.8;9.9;37.8;7.8;22.0;6.8;1.9;10.8;6.4;;;6.6;55.7;;;;;;;;;;
489;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2019;5.4;60.1;3.1;14.2;11.7;76.5;22.3;13.0;1.9;7.6;5.4;4.7;1.8;9.9;4.5;1.9;6.8;13.6;2.7;3.3;48.9;10.4;8.4;15.4;;;;;;;;;;;;;;;;;;15.3;26.4;64.9;9.5;37.8;4.7;27.4;5.1;;4.8;6.9;3.8;7.6;;50.6;;;;;;;;;;
490;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2020;7.9;58.5;3.7;22.2;16.7;69.6;26.5;16.1;2.8;6.3;6.6;4.8;3.2;12.3;3.3;2.6;6.0;8.0;2.4;3.1;50.4;6.7;7.6;20.8;;;;;;;;;;;;;;;;;;11.1;28.9;65.5;10.5;32.3;10.8;16.9;7.9;1.4;11.5;7.9;1.7;1.3;;59.2;;;;;;;;;;
491;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2021;8.7;61.5;3.7;22.7;20.3;70.3;24.3;18.0;2.4;4.6;4.4;7.8;0.4;12.9;4.2;1.3;6.1;9.3;2.2;2.1;45.9;7.8;8.5;24.9;;;;;;;;;;;;;;;;;;14.6;22.6;66.7;12.3;39.4;9.6;24.6;2.4;;11.4;2.5;3.0;6.0;;51.8;;;;;;;;;;
492;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2022;9.2;73.2;4.1;19.7;14.7;73.4;23.7;11.8;1.5;;;;;;;;;;;;;;;;63.7;3.8;11.8;4.9;4.0;3.2;4.4;1.7;9.7;2.6;;1.1;12.4;7.6;5.6;5.2;8.1;15.7;28.8;58.5;10.5;;;;;;;;;;;;27.2;5.0;;1.0;12.0;6.3;11.0;4.9;56.5;16.3
493;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2023;6.8;63.1;3.8;16.5;13.5;82.8;14.8;11.1;1.6;;;;;;;;;;;;;;;;64.4;3.5;11.7;5.1;4.4;3.7;5.0;1.6;8.3;2.9;1.4;2.8;12.0;8.7;10.4;5.8;13.2;16.0;26.9;59.3;12.5;;;;;;;;;;;;26.4;6.0;1.1;4.8;14.6;7.1;9.8;4.6;60.9;11.7
494;013 Leidsters kinderopvang en onderwi.;Bovengrens 95%-interval;2024;7.6;64.0;3.9;18.4;15.3;77.5;18.8;12.4;2.5;;;;;;;;;;;;;;;;56.6;6.1;11.5;3.2;4.9;5.7;5.1;1.5;7.7;3.8;1.8;2.4;16.2;4.5;12.0;4.6;14.3;18.5;29.1;55.2;11.5;;;;;;;;;;;;20.5;3.8;;3.8;15.5;5.0;5.2;6.9;58.3;19.5
495;0131 Leidsters kinderopvang en onderw...;Waarde;2014;3.8;53.1;2.4;11.2;6.8;72.6;18.9;8.5;0.0;6.7;5.3;3.8;1.7;6.1;1.0;1.5;1.9;7.9;0.0;1.4;46.1;3.2;4.9;12.0;;;;;;;;;;;;;;;;;;8.6;24.1;64.4;2.9;;;;;;;;;;;;;;;;;;;;;
496;0131 Leidsters kinderopvang en onderw...;Waarde;2015;3.6;51.2;2.6;10.8;12.6;71.8;16.6;9.8;1.8;4.7;4.2;3.7;1.3;6.2;2.7;0.0;0.7;8.9;2.1;0.3;46.0;7.5;4.3;12.9;;;;;;;;;;;;;;;;;;6.0;21.6;62.1;10.3;;;;;;;;;;;;;;;;;;;;;
497;0131 Leidsters kinderopvang en onderw...;Waarde;2016;3.8;51.5;2.8;10.2;9.3;77.3;12.0;10.2;0.5;3.7;5.2;4.3;0.4;1.7;3.3;0.3;4.1;12.5;0.9;1.7;47.6;4.9;4.5;9.5;;;;;;;;;;;;;;;;;;5.3;19.0;70.1;5.6;;;;;;;;;;;;;;;;;;;;;
498;0131 Leidsters kinderopvang en onderw...;Waarde;2017;4.0;48.8;2.4;12.5;12.6;80.9;8.9;9.0;1.2;7.6;3.4;3.4;0.0;8.2;2.2;0.6;2.8;11.9;1.1;0.4;45.0;5.1;3.3;8.8;;;;;;;;;;;;;;;;;;14.8;19.8;59.0;6.4;;;;;;;;;;;;;;;;;;;;;
499;0131 Leidsters kinderopvang en onderw...;Waarde;2018;4.4;52.9;2.6;12.3;10.9;75.5;14.6;9.5;0.4;4.4;4.0;4.9;0.5;4.5;2.4;0.4;2.2;11.0;0.6;1.3;46.3;6.7;3.9;11.7;;;;;;;;;;;;;;;;;;7.1;23.1;63.0;6.7;28.5;2.1;14.0;1.0;0.3;5.5;1.5;0.0;0.0;1.0;46.1;;;;;;;;;;
500;0131 Leidsters kinderopvang en onderw...;Waarde;2019;4.5;56.4;2.7;11.9;9.0;72.1;17.9;9.6;0.4;4.9;2.9;2.7;0.8;7.0;2.3;0.6;4.1;10.1;0.9;1.3;43.5;7.3;5.4;11.9;;;;;;;;;;;;;;;;;;11.6;21.9;60.0;6.5;29.1;2.1;19.1;1.3;0.0;1.1;2.5;0.8;2.3;0.0;41.7;;;;;;;;;;
501;0131 Leidsters kinderopvang en onderw...;Waarde;2020;6.6;54.8;3.2;18.5;13.2;64.8;21.9;12.3;1.1;3.9;3.9;2.6;1.3;8.9;1.7;0.7;3.6;5.2;0.7;1.1;45.1;4.2;4.7;16.5;;;;;;;;;;;;;;;;;;7.9;24.2;60.6;7.3;23.7;4.4;9.6;3.2;0.2;6.0;2.3;0.4;0.2;0.0;50.1;;;;;;;;;;
502;0131 Leidsters kinderopvang en onderw...;Waarde;2021;7.3;57.7;3.2;19.1;15.9;65.5;19.8;13.9;0.9;2.4;2.5;4.8;0.1;9.5;2.1;0.3;3.7;6.5;0.6;0.5;40.5;5.0;5.3;20.5;;;;;;;;;;;;;;;;;;10.9;18.3;61.8;9.0;29.9;4.6;16.1;0.3;0.0;4.7;0.6;0.6;0.9;0.0;42.2;;;;;;;;;;
503;0131 Leidsters kinderopvang en onderw...;Waarde;2022;7.8;70.2;3.6;16.7;11.9;69.9;20.3;9.3;0.5;;;;;;;;;;;;;;;;59.7;2.3;9.0;3.0;2.4;1.8;2.7;0.5;7.1;1.3;0.0;0.4;9.7;4.3;2.3;2.6;4.5;12.6;25.0;54.4;8.0;;;;;;;;;;;;20.9;1.9;0.0;0.3;7.4;1.8;5.6;1.5;49.5;11.1
504;0131 Leidsters kinderopvang en onderw...;Waarde;2023;5.8;59.8;3.3;14.2;10.7;79.4;11.6;8.4;0.5;;;;;;;;;;;;;;;;60.2;2.1;8.9;3.0;2.4;2.0;3.1;0.5;5.8;1.4;0.3;1.0;9.3;5.0;6.2;2.9;8.7;12.6;23.0;54.9;9.5;;;;;;;;;;;;19.8;1.5;0.3;0.7;9.1;2.9;4.6;1.3;53.4;6.3
505;0131 Leidsters kinderopvang en onderw...;Waarde;2024;6.5;60.9;3.4;15.9;11.9;73.9;15.5;9.6;1.0;;;;;;;;;;;;;;;;52.4;4.2;8.8;1.8;3.0;3.6;3.2;0.6;5.5;2.0;0.6;1.1;13.2;2.0;7.7;2.2;9.8;15.1;25.3;51.0;8.6;;;;;;;;;;;;14.8;1.1;0.0;1.0;10.4;2.4;2.5;2.4;51.5;13.9
506;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2014;2.9;47.6;1.8;8.5;4.8;65.1;13.4;5.1;0.0;3.9;2.6;1.8;0.6;3.3;0.3;0.5;0.7;4.8;0.0;0.4;38.5;1.4;2.3;7.8;;;;;;;;;;;;;;;;;;5.1;18.3;56.9;1.2;;;;;;;;;;;;;;;;;;;;;
507;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2015;2.6;46.7;2.0;7.6;7.0;65.6;12.3;6.7;0.7;2.6;2.2;1.9;0.4;3.8;1.2;0.0;0.2;5.9;0.9;0.0;39.2;4.7;2.3;9.0;;;;;;;;;;;;;;;;;;3.6;16.8;55.6;6.7;;;;;;;;;;;;;;;;;;;;;
508;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2016;2.6;46.7;2.1;7.4;5.0;70.9;8.1;6.6;0.1;1.8;2.8;2.2;0.1;0.6;1.6;0.0;2.1;8.7;0.2;0.5;40.5;2.8;2.3;6.0;;;;;;;;;;;;;;;;;;2.9;14.2;63.4;3.3;;;;;;;;;;;;;;;;;;;;;
509;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2017;2.9;44.2;1.8;8.9;6.8;75.0;5.7;5.9;0.4;4.7;1.7;1.8;0.0;5.2;0.9;0.1;1.3;8.1;0.3;0.1;38.2;2.6;1.6;5.7;;;;;;;;;;;;;;;;;;10.6;14.9;52.2;3.8;;;;;;;;;;;;;;;;;;;;;
510;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2018;3.5;49.2;2.2;10.0;7.5;70.9;11.5;6.9;0.1;2.7;2.6;3.2;0.2;2.8;1.3;0.1;1.1;8.3;0.2;0.5;41.1;4.5;2.3;8.8;;;;;;;;;;;;;;;;;;4.9;19.0;57.9;4.5;20.7;0.5;8.6;0.1;0.0;2.7;0.4;0.0;0.0;0.1;36.8;;;;;;;;;;
511;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2019;3.6;52.8;2.3;9.7;6.3;67.3;14.3;7.0;0.1;3.1;1.5;1.5;0.3;5.0;1.1;0.2;2.4;7.4;0.3;0.5;38.4;5.0;3.4;9.1;;;;;;;;;;;;;;;;;;8.7;18.0;55.0;4.4;21.7;0.9;12.9;0.3;0.0;0.2;0.9;0.2;0.7;0.0;33.3;;;;;;;;;;
512;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2020;5.2;51.1;2.6;14.7;9.7;59.7;17.8;9.3;0.4;2.4;2.3;1.4;0.5;6.3;0.8;0.2;2.1;3.3;0.2;0.4;39.9;2.7;2.9;13.0;;;;;;;;;;;;;;;;;;5.5;20.1;55.5;5.0;16.8;1.7;5.3;1.2;0.0;3.0;0.6;0.1;0.0;0.0;41.0;;;;;;;;;;
513;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2021;5.8;53.8;2.7;15.5;11.4;60.3;16.0;10.5;0.3;1.3;1.4;2.9;0.0;6.9;1.0;0.1;2.2;4.4;0.2;0.1;35.4;3.2;3.3;16.7;;;;;;;;;;;;;;;;;;8.1;14.6;56.8;6.5;21.8;2.2;10.2;0.0;0.0;1.9;0.1;0.1;0.1;0.0;33.2;;;;;;;;;;
514;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2022;6.5;67.1;3.1;13.7;9.0;66.1;17.3;7.2;0.2;;;;;;;;;;;;;;;;55.6;1.4;6.9;1.8;1.4;1.0;1.6;0.1;5.1;0.7;0.0;0.2;7.6;2.4;0.9;1.3;2.5;10.1;21.5;50.3;6.1;;;;;;;;;;;;15.8;0.7;0.0;0.1;4.5;0.5;2.7;0.5;42.5;7.4
515;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2023;4.8;56.5;2.8;11.8;7.9;75.6;8.9;6.4;0.2;;;;;;;;;;;;;;;;55.8;1.2;6.7;1.8;1.3;1.1;1.9;0.2;4.0;0.7;0.1;0.3;7.1;2.8;3.6;1.4;5.6;9.9;19.4;50.4;7.2;;;;;;;;;;;;14.5;0.4;0.1;0.1;5.6;1.2;2.1;0.4;45.8;3.3
516;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2024;5.4;57.7;2.8;13.4;8.6;70.0;12.7;7.4;0.4;;;;;;;;;;;;;;;;48.2;2.8;6.7;1.0;1.9;2.2;2.0;0.2;3.9;1.1;0.2;0.5;10.6;0.8;4.9;1.0;6.6;12.2;21.7;46.8;6.4;;;;;;;;;;;;10.4;0.3;0.0;0.3;6.8;1.1;1.2;0.8;44.5;9.8
517;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2014;4.8;58.5;3.0;14.0;8.9;79.0;25.9;13.8;;11.5;10.5;7.6;4.6;11.0;4.1;4.9;5.1;12.8;;4.3;53.9;7.1;9.8;17.9;;;;;;;;;;;;;;;;;;14.2;31.1;71.3;6.9;;;;;;;;;;;;;;;;;;;;;
518;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2015;4.6;55.8;3.2;13.9;18.2;77.2;22.1;14.2;4.6;8.4;7.9;6.8;3.9;9.9;6.0;;2.7;13.2;5.1;2.2;53.0;12.0;7.8;18.1;;;;;;;;;;;;;;;;;;10.0;27.2;68.2;15.5;;;;;;;;;;;;;;;;;;;;;
519;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2016;5.0;56.3;3.5;12.9;13.6;82.6;17.3;15.3;3.6;7.3;9.3;8.1;2.5;4.4;6.9;2.3;7.8;17.8;3.7;5.1;54.8;8.6;8.6;14.5;;;;;;;;;;;;;;;;;;9.5;25.1;76.0;9.6;;;;;;;;;;;;;;;;;;;;;
520;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2017;5.2;53.5;2.9;16.1;18.5;85.7;13.8;13.6;3.6;12.2;6.5;6.5;;12.7;4.8;3.9;5.9;17.1;3.4;2.9;52.1;9.5;6.8;13.3;;;;;;;;;;;;;;;;;;20.4;25.8;65.4;10.6;;;;;;;;;;;;;;;;;;;;;
521;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2018;5.4;56.6;2.9;14.6;14.3;79.5;18.5;12.9;2.1;7.2;6.3;7.4;1.4;7.0;4.5;1.4;4.2;14.6;2.5;3.0;51.6;9.8;6.6;15.4;;;;;;;;;;;;;;;;;;10.1;27.9;67.8;9.9;37.8;7.8;22.0;6.8;1.9;10.8;6.4;;;6.6;55.7;;;;;;;;;;
522;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2019;5.4;60.1;3.1;14.2;11.7;76.5;22.3;13.0;1.9;7.6;5.4;4.7;1.8;9.9;4.5;1.9;6.8;13.6;2.7;3.3;48.9;10.4;8.4;15.4;;;;;;;;;;;;;;;;;;15.3;26.4;64.9;9.5;37.8;4.7;27.4;5.1;;4.8;6.9;3.8;7.6;;50.6;;;;;;;;;;
523;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2020;7.9;58.5;3.7;22.2;16.7;69.6;26.5;16.1;2.8;6.3;6.6;4.8;3.2;12.3;3.3;2.6;6.0;8.0;2.4;3.1;50.4;6.7;7.6;20.8;;;;;;;;;;;;;;;;;;11.1;28.9;65.5;10.5;32.3;10.8;16.9;7.9;1.4;11.5;7.9;1.7;1.3;;59.2;;;;;;;;;;
524;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2021;8.7;61.5;3.7;22.7;20.3;70.3;24.3;18.0;2.4;4.6;4.4;7.8;0.4;12.9;4.2;1.3;6.1;9.3;2.2;2.1;45.9;7.8;8.5;24.9;;;;;;;;;;;;;;;;;;14.6;22.6;66.7;12.3;39.4;9.6;24.6;2.4;;11.4;2.5;3.0;6.0;;51.8;;;;;;;;;;
525;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2022;9.2;73.2;4.1;19.7;14.7;73.4;23.7;11.8;1.5;;;;;;;;;;;;;;;;63.7;3.8;11.8;4.9;4.0;3.2;4.4;1.7;9.7;2.6;;1.1;12.4;7.6;5.6;5.2;8.1;15.7;28.8;58.5;10.5;;;;;;;;;;;;27.2;5.0;;1.0;12.0;6.3;11.0;4.9;56.5;16.3
526;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2023;6.8;63.1;3.8;16.5;13.5;82.8;14.8;11.1;1.6;;;;;;;;;;;;;;;;64.4;3.5;11.7;5.1;4.4;3.7;5.0;1.6;8.3;2.9;1.4;2.8;12.0;8.7;10.4;5.8;13.2;16.0;26.9;59.3;12.5;;;;;;;;;;;;26.4;6.0;1.1;4.8;14.6;7.1;9.8;4.6;60.9;11.7
527;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2024;7.6;64.0;3.9;18.4;15.3;77.5;18.8;12.4;2.5;;;;;;;;;;;;;;;;56.6;6.1;11.5;3.2;4.9;5.7;5.1;1.5;7.7;3.8;1.8;2.4;16.2;4.5;12.0;4.6;14.3;18.5;29.1;55.2;11.5;;;;;;;;;;;;20.5;3.8;;3.8;15.5;5.0;5.2;6.9;58.3;19.5
528;02 Creatieve en taalkundige beroepen;Waarde;2014;2.6;47.3;2.3;8.7;6.8;77.1;16.5;6.1;0.4;3.9;2.1;3.9;1.1;6.9;3.6;0.0;2.3;11.0;0.0;0.6;52.6;5.7;0.3;9.0;;;;;;;;;;;;;;;;;;4.3;13.9;78.8;3.0;;;;;;;;;;;;;;;;;;;;;
529;02 Creatieve en taalkundige beroepen;Waarde;2015;3.4;51.8;2.3;11.2;9.6;78.7;12.8;8.2;0.3;2.7;3.7;2.1;1.5;5.8;3.7;0.7;1.1;7.5;0.0;1.2;55.4;4.4;0.5;12.4;;;;;;;;;;;;;;;;;;6.1;15.9;75.1;2.9;;;;;;;;;;;;;;;;;;;;;
530;02 Creatieve en taalkundige beroepen;Waarde;2016;3.4;47.8;2.7;11.9;9.6;76.6;12.8;10.6;0.0;5.8;2.3;1.9;0.8;6.2;2.1;0.0;2.1;7.1;0.8;1.5;55.9;4.5;1.9;10.7;;;;;;;;;;;;;;;;;;5.8;16.6;72.2;5.4;;;;;;;;;;;;;;;;;;;;;
531;02 Creatieve en taalkundige beroepen;Waarde;2017;3.7;49.9;2.5;13.2;11.9;73.8;15.4;9.8;1.0;3.2;2.4;2.4;1.5;9.6;3.3;0.0;0.3;8.0;0.8;1.9;56.6;5.5;0.7;7.3;;;;;;;;;;;;;;;;;;7.4;18.2;69.9;4.5;;;;;;;;;;;;;;;;;;;;;
532;02 Creatieve en taalkundige beroepen;Waarde;2018;4.4;55.5;3.1;14.5;10.0;78.1;13.6;7.6;0.7;4.1;2.6;1.1;0.3;8.2;2.9;0.6;2.8;6.4;1.1;0.0;59.3;5.5;2.5;7.4;;;;;;;;;;;;;;;;;;4.6;17.8;72.5;5.1;;;;;;;;;;;;;;;;;;;;;
533;02 Creatieve en taalkundige beroepen;Waarde;2019;4.0;51.6;2.6;13.8;9.6;78.3;13.3;7.7;0.8;2.4;2.2;1.6;0.7;10.2;2.1;0.8;2.1;4.0;0.5;0.6;60.8;6.0;0.3;9.6;;;;;;;;;;;;;;;;;;7.3;16.2;73.2;3.3;;;;;;;;;;;;;;;;;;;;;
534;02 Creatieve en taalkundige beroepen;Waarde;2020;3.1;41.5;2.7;13.8;10.2;71.1;18.1;10.3;0.4;5.5;3.9;0.6;1.5;8.1;3.0;0.0;4.1;5.2;0.0;0.3;57.2;5.6;2.2;7.3;;;;;;;;;;;;;;;;;;6.9;18.2;71.7;3.1;;;;;;;;;;;;;;;;;;;;;
535;02 Creatieve en taalkundige beroepen;Waarde;2021;3.5;39.5;1.9;15.8;12.1;72.7;16.8;10.1;0.4;1.8;2.2;0.8;1.3;11.4;3.3;0.0;2.5;6.8;0.0;1.0;48.1;8.2;0.0;16.5;;;;;;;;;;;;;;;;;;6.7;14.2;74.7;4.4;;;;;;;;;;;;;;;;;;;;;
536;02 Creatieve en taalkundige beroepen;Waarde;2022;5.0;60.2;2.8;15.7;11.5;68.8;23.9;6.1;1.2;;;;;;;;;;;;;;;;69.8;2.4;7.3;2.5;2.7;1.0;0.9;0.9;3.9;0.5;0.3;0.2;7.5;3.4;6.8;0.0;6.8;5.7;10.8;77.9;5.5;;;;;;;;;;;;;;;;;;;;;
