ID;Leeftijd;Herkomstgroepering;Generatie;Verblijfsduur;AandeelAllochtonenInWoonbuurt;Woongemeente;Perioden;AantalPersonenTotaal_1;WerkzamePersonenTotaal_2;Werknemers_3;Zelfstandigen_4;Ondernemers_5;PersonenMetEenUitkeringTotaal_6;PersonenMetEenAOUitkering_7;PersonenMetEenWWUitkering_8;PersonenMetEenBijstandsuitkering_9;PersonenMetEenAndereUitkering_10;AantalPersonenTotaal_11;WerkzamePersonenTotaal_12;Werknemers_13;Zelfstandigen_14;Ondernemers_15;PersonenMetEenUitkeringTotaal_16;PersonenMetEenAOUitkering_17;PersonenMetEenWWUitkering_18;PersonenMetEenBijstandsuitkering_19;PersonenMetEenAndereUitkering_20;AantalPersonenTotaal_21;WerkzamePersonenTotaal_22;Werknemers_23;Zelfstandigen_24;Ondernemers_25;PersonenMetEenUitkeringTotaal_26;PersonenMetEenAOUitkering_27;PersonenMetEenWWUitkering_28;PersonenMetEenBijstandsuitkering_29;PersonenMetEenAndereUitkering_30
10;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2000, vrijdag 29 september;64.3;69.9;65.6;5.7;6.4;17.5;9.8;1.1;4.1;4.0;32.2;78.9;73.0;7.7;8.8;16.2;10.2;1.3;2.6;3.6;32.1;60.9;58.1;3.6;3.9;18.8;9.4;1.0;5.7;4.3
11;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2001, vrijdag 28 september;64.3;70.9;66.4;5.8;6.6;17.2;10.1;0.9;3.8;4.0;32.2;79.5;73.3;8.0;9.2;15.7;10.1;1.1;2.3;3.6;32.1;62.4;59.5;3.6;4.0;18.7;10.1;0.8;5.3;4.3
12;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2002, vrijdag 27 september;64.7;70.9;66.5;5.6;6.4;17.2;10.3;1.0;3.7;3.8;32.4;78.7;72.6;7.7;9.0;15.6;10.1;1.2;2.4;3.5;32.3;63.1;60.3;3.5;3.8;18.8;10.5;0.8;5.1;4.1
13;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2003, vrijdag 26 september;65.4;70.3;66.0;5.4;6.3;17.6;10.3;1.5;3.9;3.7;32.7;77.7;71.6;7.5;8.8;16.3;10.2;1.8;2.7;3.3;32.7;63.0;60.3;3.3;3.7;19.0;10.5;1.2;5.1;4.1
14;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2004, vrijdag 24 september;65.7;69.7;65.3;5.3;6.2;17.8;10.3;1.9;3.9;3.7;32.9;76.6;70.6;7.3;8.6;16.6;10.1;2.2;2.8;3.2;32.8;62.7;60.0;3.3;3.7;19.1;10.4;1.7;5.0;4.1
15;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2005, vrijdag 30 september;65.8;69.7;65.3;5.5;6.3;17.3;9.8;2.1;3.6;4.0;32.9;76.4;70.5;7.4;8.8;16.1;9.7;2.3;2.5;4.0;32.9;63.0;60.2;3.5;3.9;18.5;10.0;1.9;4.7;4.1
16;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2006, vrijdag 29 september;65.7;71.3;66.8;5.9;6.8;16.7;9.3;1.6;3.2;4.4;32.8;77.8;71.7;8.0;9.5;15.6;9.2;1.7;2.1;4.6;32.9;64.9;61.9;3.8;4.2;17.8;9.5;1.5;4.4;4.3
17;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alkmaar;2007, vrijdag 28 september;65.6;73.5;68.6;6.2;7.2;15.1;9.1;1.2;2.7;;32.7;79.6;73.0;8.4;10.0;14.0;8.9;1.3;1.7;;32.8;67.3;64.2;4.0;4.4;16.2;9.3;1.2;3.7;
18;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;1999, vrijdag 24 september;44.5;63.0;59.0;5.0;5.7;21.9;9.8;2.2;7.3;4.3;22.6;74.5;69.4;6.4;7.5;22.2;11.8;2.2;5.7;4.4;22.0;51.2;48.2;3.5;3.9;21.6;7.7;2.1;8.9;4.3
19;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2000, vrijdag 29 september;44.9;65.2;61.1;5.2;5.9;21.3;10.1;1.8;6.7;4.3;22.8;76.3;71.0;6.8;7.8;21.2;12.0;1.9;5.1;4.2;22.2;53.8;50.9;3.5;3.9;21.3;8.2;1.7;8.4;4.4
20;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2001, vrijdag 28 september;47.5;66.4;61.8;5.8;6.5;20.3;10.4;1.6;5.8;4.2;24.1;77.4;71.4;7.7;8.8;19.9;12.0;1.7;4.3;3.9;23.4;55.1;51.9;3.8;4.2;20.8;8.8;1.5;7.5;4.4
21;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2002, vrijdag 27 september;48.0;66.1;61.5;5.6;6.4;20.3;10.7;1.8;5.6;4.1;24.4;75.8;69.8;7.5;8.6;20.1;12.0;2.0;4.2;4.2;23.6;56.1;53.0;3.7;4.1;20.6;9.3;1.6;7.2;4.0
22;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2003, vrijdag 26 september;48.2;64.7;60.1;5.5;6.3;21.5;10.9;2.5;6.0;4.3;24.5;73.8;67.8;7.3;8.4;21.3;12.1;3.0;4.6;4.2;23.7;55.2;52.2;3.7;4.2;21.7;9.7;2.1;7.4;4.3
23;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2004, vrijdag 24 september;48.2;63.4;58.9;5.4;6.2;22.0;10.8;3.0;6.2;4.3;24.4;72.2;66.3;7.1;8.3;21.9;11.8;3.4;5.0;4.4;23.8;54.4;51.4;3.6;4.1;22.0;9.8;2.5;7.5;4.2
24;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2005, vrijdag 30 september;48.0;63.5;59.0;5.5;6.3;21.8;10.1;3.0;6.4;4.7;24.3;72.2;66.2;7.2;8.5;21.8;11.1;3.3;5.2;5.2;23.7;54.7;51.7;3.7;4.1;21.7;9.1;2.7;7.7;4.1
25;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2006, vrijdag 29 september;48.0;65.1;60.6;5.8;6.8;20.8;9.6;2.5;5.6;5.3;24.3;74.0;68.0;7.8;9.2;20.3;10.6;2.6;4.2;5.7;23.7;56.0;53.0;3.9;4.3;21.2;8.5;2.5;7.0;5.0
26;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almelo;2007, vrijdag 28 september;48.0;67.2;62.4;6.1;7.2;19.3;9.5;2.0;5.0;;24.3;76.0;69.5;8.2;9.8;18.9;10.5;2.0;3.7;;23.7;58.2;55.1;3.9;4.5;19.8;8.4;2.0;6.4;
27;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;1999, vrijdag 24 september;95.8;73.6;69.9;5.1;5.7;15.2;7.6;1.5;3.8;3.9;47.8;83.8;78.7;6.8;7.8;12.3;6.5;1.4;2.4;3.4;48.1;63.5;61.0;3.4;3.7;18.0;8.7;1.7;5.2;4.5
28;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2000, vrijdag 29 september;101.4;74.4;70.5;5.4;6.0;14.5;7.8;1.3;3.5;3.6;50.6;83.9;78.6;7.2;8.2;11.4;6.5;1.1;2.1;3.0;50.8;65.0;62.4;3.5;3.8;17.6;9.1;1.4;4.8;4.2
29;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2001, vrijdag 28 september;107.5;75.1;71.0;5.5;6.3;14.3;8.0;1.1;3.2;3.4;53.7;83.9;78.4;7.6;8.7;11.1;6.4;1.0;1.9;2.9;53.8;66.2;63.6;3.5;3.8;17.4;9.5;1.2;4.5;3.9
30;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2002, vrijdag 27 september;112.7;73.9;69.9;5.3;6.1;14.5;8.0;1.4;3.2;3.4;56.3;82.2;76.6;7.3;8.5;11.4;6.3;1.5;1.9;2.9;56.3;65.7;63.2;3.3;3.6;17.5;9.7;1.3;4.4;4.0
31;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2003, vrijdag 26 september;117.1;72.4;68.4;5.2;6.0;15.6;8.0;2.2;3.6;3.5;58.5;80.3;74.8;7.2;8.4;12.6;6.3;2.4;2.3;3.0;58.7;64.5;61.9;3.3;3.6;18.6;9.6;2.1;4.9;4.0
32;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2004, vrijdag 24 september;120.6;70.8;66.8;5.1;5.8;16.1;7.9;2.7;3.9;3.5;60.0;78.5;73.1;6.9;8.2;13.2;6.3;2.8;2.6;3.0;60.6;63.1;60.6;3.2;3.5;19.1;9.5;2.7;5.2;4.0
33;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2005, vrijdag 30 september;123.7;70.3;66.3;5.2;6.0;16.1;7.4;2.7;4.0;3.9;61.4;77.5;72.1;7.0;8.3;13.1;6.0;2.7;2.7;3.4;62.3;63.2;60.6;3.4;3.7;19.0;8.8;2.8;5.4;4.3
34;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2006, vrijdag 29 september;126.2;71.9;67.8;5.7;6.6;15.7;6.9;2.1;3.7;4.7;62.6;79.1;73.4;7.6;9.1;13.0;5.7;2.1;2.4;4.3;63.6;64.9;62.2;3.8;4.1;18.3;8.1;2.2;5.0;5.1
35;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Almere;2007, vrijdag 28 september;128.5;74.1;69.6;6.0;7.0;14.1;6.7;1.6;3.2;;63.7;80.9;74.9;8.0;9.6;11.6;5.7;1.5;2.1;;64.8;67.5;64.5;4.0;4.4;16.5;7.8;1.7;4.3;
36;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;1999, vrijdag 24 september;48.9;74.3;70.2;5.7;7.0;11.2;5.9;1.0;1.9;3.2;24.6;84.0;78.7;7.5;9.3;10.5;6.3;1.1;1.1;3.0;24.3;64.5;61.6;4.0;4.6;11.9;5.6;0.9;2.7;3.4
37;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2000, vrijdag 29 september;49.1;75.1;70.9;5.9;7.0;11.1;6.1;0.9;1.8;3.2;24.7;84.4;78.8;7.8;9.5;10.2;6.3;1.1;1.0;2.9;24.4;65.7;62.8;3.9;4.5;12.0;5.9;0.7;2.7;3.6
38;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2001, vrijdag 28 september;49.2;75.5;71.2;5.8;7.1;11.2;6.4;0.9;1.8;3.2;24.8;84.2;78.4;7.8;9.7;10.1;6.4;1.0;1.0;2.9;24.5;66.8;63.8;3.9;4.4;12.3;6.4;0.8;2.5;3.5
39;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2002, vrijdag 27 september;49.3;75.5;71.2;5.8;7.1;11.4;6.6;1.1;1.8;3.2;24.8;83.6;77.9;7.7;9.7;10.4;6.5;1.2;1.0;2.9;24.5;67.3;64.4;3.8;4.4;12.5;6.7;0.9;2.6;3.4
40;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2003, vrijdag 26 september;49.0;75.1;70.9;5.7;7.1;12.0;6.5;1.6;2.0;3.2;24.6;83.1;77.4;7.6;9.7;11.0;6.4;1.8;1.2;2.9;24.4;67.1;64.2;3.8;4.5;13.0;6.7;1.3;2.8;3.5
41;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2004, vrijdag 24 september;48.8;74.4;70.1;5.6;6.9;12.2;6.6;2.0;1.9;3.0;24.5;81.9;76.2;7.5;9.5;11.4;6.4;2.3;1.2;2.8;24.3;66.8;64.0;3.7;4.4;13.1;6.7;1.7;2.7;3.3
42;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2005, vrijdag 30 september;49.2;74.3;69.9;5.7;7.1;12.0;6.4;1.8;1.9;3.4;24.7;81.2;75.4;7.6;9.7;11.2;6.3;2.0;1.1;3.4;24.5;67.3;64.4;3.9;4.5;12.7;6.4;1.7;2.6;3.5
43;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2006, vrijdag 29 september;49.1;75.2;70.7;6.2;7.7;11.7;6.1;1.6;1.8;3.6;24.6;81.8;75.8;8.2;10.5;11.1;6.1;1.8;1.1;3.5;24.5;68.6;65.6;4.1;4.8;12.2;6.1;1.4;2.5;3.6
44;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Alphen aan den Rijn;2007, vrijdag 28 september;49.5;76.8;72.1;6.4;8.0;10.8;5.9;1.3;1.6;;24.8;82.9;76.6;8.5;11.0;10.2;6.0;1.4;1.0;;24.7;70.7;67.6;4.3;5.0;11.3;5.8;1.2;2.3;
45;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;1999, vrijdag 24 september;85.2;72.5;68.6;5.3;6.2;15.4;8.0;1.4;3.7;3.7;42.3;81.7;76.8;6.8;8.3;14.5;8.3;1.5;2.7;3.4;42.9;63.4;60.6;3.8;4.2;16.4;7.8;1.4;4.7;3.9
46;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2000, vrijdag 29 september;86.4;73.5;69.5;5.5;6.4;15.0;8.2;1.1;3.5;3.5;42.9;82.2;77.1;7.1;8.5;13.8;8.2;1.2;2.5;3.3;43.4;65.0;62.0;4.0;4.4;16.2;8.2;1.1;4.5;3.8
47;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2001, vrijdag 28 september;87.2;74.0;69.8;5.6;6.7;15.1;8.5;1.0;3.3;3.6;43.4;82.1;76.8;7.2;8.9;13.7;8.3;1.1;2.3;3.4;43.9;66.0;62.9;4.0;4.6;16.5;8.8;0.9;4.4;3.9
48;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2002, vrijdag 27 september;88.3;73.7;69.5;5.7;6.8;15.2;8.7;1.3;3.3;3.5;43.9;81.2;75.9;7.2;9.0;13.9;8.3;1.5;2.3;3.3;44.5;66.2;63.2;4.1;4.6;16.5;9.1;1.1;4.3;3.7
49;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2003, vrijdag 26 september;89.4;72.5;68.3;5.6;6.7;15.9;8.6;1.9;3.6;3.6;44.4;79.6;74.2;7.2;9.0;14.8;8.2;2.2;2.6;3.4;44.9;65.5;62.5;4.1;4.5;17.1;9.0;1.6;4.5;3.9
50;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2004, vrijdag 24 september;90.3;71.6;67.4;5.4;6.6;16.3;8.5;2.2;3.7;3.7;45.0;78.2;72.8;7.0;8.8;15.2;8.1;2.5;2.8;3.5;45.4;65.1;62.0;3.9;4.4;17.4;8.9;2.0;4.5;4.0
51;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2005, vrijdag 30 september;91.8;72.1;67.8;5.6;6.8;15.5;8.1;2.0;3.5;3.9;45.6;78.8;73.3;7.2;9.0;14.5;7.7;2.2;2.7;3.7;46.2;65.5;62.4;4.1;4.6;16.6;8.4;1.8;4.3;4.1
52;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2006, vrijdag 29 september;93.4;73.5;69.0;6.0;7.4;14.7;7.7;1.7;3.0;4.1;46.4;80.0;74.3;7.7;9.9;13.6;7.3;1.8;2.1;4.0;47.0;67.0;63.8;4.4;5.0;15.9;8.0;1.7;3.9;4.2
53;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amersfoort;2007, vrijdag 28 september;94.8;75.4;70.6;6.3;7.9;13.5;7.3;1.4;2.8;;47.1;81.6;75.5;8.0;10.5;12.3;7.0;1.4;1.9;;47.7;69.3;65.7;4.7;5.3;14.7;7.6;1.3;3.6;
54;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;1999, vrijdag 24 september;50.7;71.4;66.1;7.0;8.8;12.7;7.2;1.3;1.8;3.7;24.8;80.7;73.7;9.2;12.0;11.5;6.5;1.4;1.3;3.3;25.9;62.5;58.8;4.9;5.8;13.9;7.8;1.1;2.3;4.0
55;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2000, vrijdag 29 september;50.3;71.9;66.3;7.3;9.0;12.5;7.4;1.0;1.8;3.6;24.5;80.9;73.5;9.6;12.2;11.2;6.7;1.1;1.3;3.2;25.8;63.4;59.4;5.1;5.9;13.8;8.1;0.9;2.2;3.9
56;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2001, vrijdag 28 september;50.1;72.6;67.0;7.3;9.1;12.4;7.5;1.0;1.7;3.4;24.4;80.8;73.5;9.7;12.5;11.0;6.7;1.1;1.3;3.0;25.7;64.8;60.8;5.0;5.9;13.7;8.3;0.8;2.1;3.8
57;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2002, vrijdag 27 september;50.3;71.9;66.4;7.2;9.1;12.5;7.5;1.0;1.8;3.4;24.6;79.6;72.4;9.4;12.3;11.1;6.5;1.1;1.4;3.1;25.7;64.6;60.6;5.0;5.9;13.8;8.5;0.9;2.2;3.7
58;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2003, vrijdag 26 september;51.0;70.8;65.4;7.0;9.0;12.8;7.4;1.6;1.9;3.3;25.0;78.2;71.3;9.1;12.2;11.5;6.4;1.9;1.5;2.9;26.0;63.7;59.8;5.0;5.9;14.1;8.3;1.4;2.2;3.7
59;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2004, vrijdag 24 september;51.1;69.6;64.3;6.8;8.7;12.9;7.3;1.9;1.9;3.2;25.0;76.6;69.7;8.7;11.7;11.6;6.3;2.1;1.6;2.8;26.1;63.0;59.1;4.9;5.8;14.0;8.2;1.7;2.2;3.6
60;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2005, vrijdag 30 september;51.1;69.6;64.1;7.0;8.9;12.6;6.9;1.9;1.9;3.4;25.0;76.1;69.2;8.9;11.9;11.3;6.0;1.9;1.6;3.1;26.1;63.4;59.3;5.2;6.0;13.8;7.7;1.8;2.3;3.6
61;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2006, vrijdag 29 september;51.0;70.3;64.6;7.4;9.6;12.1;6.5;1.6;1.7;3.6;25.0;76.5;69.5;9.4;12.7;10.9;5.7;1.7;1.3;3.2;26.0;64.2;59.9;5.6;6.5;13.3;7.2;1.6;2.0;3.9
62;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amstelveen;2007, vrijdag 28 september;51.3;71.4;65.7;7.5;9.8;11.2;6.2;1.4;1.6;;25.1;77.5;70.4;9.4;12.9;10.1;5.5;1.3;1.3;;26.1;65.5;61.1;5.7;6.7;12.2;7.0;1.4;1.9;
63;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;1999, vrijdag 24 september;525.8;63.9;58.2;7.6;8.3;24.1;8.9;1.7;11.1;4.0;266.5;69.0;61.7;9.7;10.7;22.9;9.1;1.8;10.0;3.5;259.3;58.7;54.7;5.5;5.8;25.4;8.7;1.6;12.3;4.5
64;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2000, vrijdag 29 september;529.0;65.1;59.1;8.1;8.8;22.8;8.9;1.4;10.2;3.8;268.1;70.2;62.4;10.4;11.4;21.3;9.0;1.4;9.0;3.4;260.9;59.9;55.7;5.8;6.1;24.3;8.9;1.3;11.4;4.3
65;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2001, vrijdag 28 september;530.7;65.8;59.6;8.3;9.1;22.1;9.0;1.3;9.5;4.2;268.7;70.7;62.5;10.7;11.9;20.4;8.9;1.4;8.3;3.8;262.0;60.8;56.6;5.9;6.2;23.8;9.2;1.2;10.8;4.7
66;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2002, vrijdag 27 september;531.9;65.2;58.9;8.2;9.0;21.0;9.0;1.6;8.6;3.8;269.1;69.7;61.6;10.5;11.8;19.4;8.7;1.8;7.4;3.3;262.8;60.6;56.2;5.8;6.2;22.8;9.2;1.5;9.9;4.4
67;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2003, vrijdag 26 september;535.0;64.0;57.7;8.1;9.0;21.3;8.7;2.4;8.6;3.8;270.0;68.2;60.1;10.3;11.7;19.8;8.4;2.6;7.5;3.2;265.0;59.7;55.3;5.8;6.2;22.8;9.0;2.2;9.7;4.3
68;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2004, vrijdag 24 september;538.1;62.6;56.4;7.9;8.8;21.2;8.4;2.9;8.4;3.5;271.1;66.6;58.7;10.0;11.4;19.9;8.1;3.1;7.4;3.0;267.1;58.6;54.2;5.8;6.2;22.7;8.7;2.7;9.5;4.0
69;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2005, vrijdag 30 september;539.8;63.1;56.9;8.1;9.1;20.4;7.9;2.7;8.1;3.8;271.1;67.0;59.1;10.2;11.7;19.1;7.6;2.8;7.1;3.4;268.7;59.2;54.7;6.0;6.4;21.8;8.1;2.5;9.0;4.3
70;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2006, vrijdag 29 september;541.1;65.1;58.5;8.7;9.8;19.8;7.3;2.1;7.7;4.5;271.0;69.0;60.7;10.8;12.5;18.6;7.2;2.2;6.8;4.2;270.2;61.1;56.2;6.6;7.0;21.0;7.5;2.1;8.6;4.8
71;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Amsterdam;2007, vrijdag 28 september;549.1;67.4;60.4;9.2;10.4;18.0;7.0;1.6;7.1;;274.9;71.2;62.4;11.4;13.3;16.8;6.9;1.6;6.2;;274.2;63.6;58.3;7.0;7.5;19.2;7.2;1.6;7.9;
72;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Apeldoorn;1999, vrijdag 24 september;102.6;69.2;64.7;5.6;6.8;16.0;8.9;1.4;3.3;3.7;51.8;79.7;74.0;7.3;9.0;15.8;9.6;1.6;2.4;3.6;50.8;58.5;55.2;3.9;4.6;16.1;8.1;1.3;4.1;3.8
73;0;0;Totaal generaties;Totaal verblijfsduren;Totaal buurten;Apeldoorn;2000, vrijdag 29 september;102.6;70.4;65.9;5.7;6.9;15.5;9.1;1.1;3.0;3.5;51.8;80.5;74.8;7.5;9.1;15.1;9.7;1.3;2.1;3.3;50.8;60.1;56.9;4.0;4.5;15.9;8.6;1.0;3.9;3.7
