ID;Geslacht;Leeftijd;DiagnosenGGZ;GestandaardiseerdInkomen;Verblijf;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
21;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2014;155260.0;155285;9595.0;9597
22;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2015;130660.0;130700;7895.0;7898
23;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Totaal met en zonder verblijf;2016;132365.0;131555;7985.0;7936
24;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2011;164860.0;164860;10245.0;10245
25;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2012;157100.0;157100;9729.0;9729
26;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2013;160460.0;160460;9928.0;9928
27;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2014;141230.0;141225;8728.0;8728
28;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2015;116510.0;116550;7040.0;7042
29;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen zonder verblijf;2016;117805.0;117075;7107.0;7063
30;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2011;18280.0;18280;1136.0;1136
31;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2012;14020.0;14020;868.0;868
32;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2013;15780.0;15780;976.0;976
33;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2014;14015.0;14050;866.0;868
34;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2015;14145.0;14155;854.0;855
35;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;1e 10%-groep (personen) (laag inkomen);Personen met verblijf;2016;14555.0;14535;878.0;876
36;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2011;195360.0;195360;11787.0;11787
37;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2012;184990.0;184990;11117.0;11117
38;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2013;188885.0;188885;11323.0;11323
39;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2014;173595.0;173615;10359.0;10360
40;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2015;121675.0;121720;7239.0;7241
41;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Totaal met en zonder verblijf;2016;127220.0;126350;7523.0;7471
42;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2011;179055.0;179055;10803.0;10803
43;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2012;171940.0;171940;10332.0;10332
44;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2013;173690.0;173690;10412.0;10412
45;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2014;159550.0;159545;9521.0;9520
46;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2015;109825.0;109865;6534.0;6536
47;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen zonder verblijf;2016;114950.0;114175;6797.0;6751
48;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2011;16305.0;16305;984.0;984
49;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2012;13050.0;13050;785.0;785
50;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2013;15200.0;15200;911.0;911
51;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2014;14055.0;14075;838.0;839
52;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2015;11850.0;11855;705.0;705
53;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;2e 10%-groep (personen);Personen met verblijf;2016;12265.0;12240;725.0;723
54;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2011;139620.0;139620;8372.0;8372
55;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2012;129215.0;129215;7721.0;7721
56;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2013;130305.0;130305;7768.0;7768
57;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2014;114625.0;114630;6804.0;6804
58;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2015;76190.0;76220;4508.0;4509
59;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Totaal met en zonder verblijf;2016;75965.0;75510;4469.0;4442
60;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2011;130200.0;130200;7807.0;7807
61;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2012;121525.0;121525;7261.0;7261
62;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2013;121545.0;121545;7246.0;7246
63;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2014;106795.0;106790;6339.0;6338
64;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2015;69945.0;69970;4138.0;4140
65;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen zonder verblijf;2016;69940.0;69530;4115.0;4091
66;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2011;9420.0;9420;565.0;565
67;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2012;7690.0;7690;460.0;460
68;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2013;8760.0;8760;522.0;522
69;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2014;7825.0;7840;464.0;465
70;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2015;6240.0;6240;369.0;369
71;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;3e 10%-groep (personen);Personen met verblijf;2016;6035.0;6015;354.0;353
72;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2011;125845.0;125845;7524.0;7524
73;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2012;115620.0;115620;6885.0;6885
74;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2013;113910.0;113910;6763.0;6763
75;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2014;100220.0;100230;5927.0;5928
76;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2015;64375.0;64400;3795.0;3797
77;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Totaal met en zonder verblijf;2016;64470.0;64095;3776.0;3754
78;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2011;118170.0;118170;7065.0;7065
79;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2012;109765.0;109765;6536.0;6536
80;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2013;107220.0;107220;6366.0;6366
81;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2014;94155.0;94160;5569.0;5569
82;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2015;59450.0;59475;3505.0;3506
83;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen zonder verblijf;2016;59840.0;59490;3505.0;3485
84;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2011;7675.0;7675;459.0;459
85;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2012;5855.0;5855;349.0;349
86;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2013;6690.0;6690;397.0;397
87;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2014;6060.0;6070;358.0;358
88;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2015;4920.0;4925;290.0;290
89;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;4e 10%-groep (personen);Personen met verblijf;2016;4625.0;4620;270.0;270
90;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2011;116205.0;116205;6931.0;6931
91;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2012;107330.0;107330;6380.0;6380
92;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2013;106180.0;106180;6290.0;6290
93;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2014;93385.0;93390;5512.0;5512
94;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2015;58520.0;58550;3442.0;3444
95;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Totaal met en zonder verblijf;2016;58695.0;58355;3432.0;3412
96;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2011;109765.0;109765;6547.0;6547
97;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2012;102275.0;102275;6080.0;6080
98;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2013;100290.0;100290;5941.0;5941
99;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2014;88125.0;88130;5202.0;5202
100;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2015;54435.0;54455;3201.0;3203
101;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen zonder verblijf;2016;54810.0;54485;3205.0;3186
102;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2011;6445.0;6445;384.0;384
103;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2012;5055.0;5055;300.0;300
104;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2013;5890.0;5890;349.0;349
105;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2014;5255.0;5260;310.0;310
106;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2015;4085.0;4090;240.0;240
107;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;5e 10%-groep (personen);Personen met verblijf;2016;3890.0;3885;227.0;227
108;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2011;108405.0;108405;6460.0;6460
109;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2012;99300.0;99300;5891.0;5891
110;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2013;99140.0;99140;5866.0;5866
111;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2014;86780.0;86790;5112.0;5112
112;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2015;55630.0;55650;3271.0;3272
113;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Totaal met en zonder verblijf;2016;55100.0;54785;3220.0;3201
114;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2011;102730.0;102730;6122.0;6122
115;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2012;94915.0;94915;5631.0;5631
116;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2013;94175.0;94175;5572.0;5572
117;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2014;82330.0;82330;4850.0;4850
118;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2015;51825.0;51840;3047.0;3048
119;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen zonder verblijf;2016;51765.0;51470;3025.0;3008
120;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2011;5670.0;5670;338.0;338
121;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2012;4385.0;4385;260.0;260
122;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2013;4965.0;4965;294.0;294
123;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2014;4445.0;4455;261.0;262
124;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2015;3810.0;3810;223.0;224
125;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;6e 10%-groep (personen);Personen met verblijf;2016;3330.0;3330;194.0;194
126;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2011;100330.0;100330;5967.0;5967
127;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2012;92060.0;92060;5453.0;5453
128;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2013;91375.0;91375;5400.0;5400
129;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2014;80245.0;80260;4724.0;4725
130;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2015;52475.0;52505;3082.0;3084
131;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Totaal met en zonder verblijf;2016;51025.0;50740;2978.0;2961
132;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2011;95465.0;95465;5677.0;5677
133;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2012;88120.0;88120;5220.0;5220
134;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2013;86980.0;86980;5140.0;5140
135;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2014;76295.0;76295;4491.0;4492
136;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2015;49215.0;49245;2890.0;2892
137;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen zonder verblijf;2016;48125.0;47850;2809.0;2793
138;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2011;4865.0;4865;289.0;289
139;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2012;3935.0;3935;233.0;233
140;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2013;4395.0;4395;260.0;260
141;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2014;3955.0;3960;232.0;233
142;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2015;3260.0;3260;191.0;191
143;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;7e 10%-groep (personen);Personen met verblijf;2016;2895.0;2890;169.0;168
144;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2011;93465.0;93465;5554.0;5554
145;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2012;85725.0;85725;5074.0;5074
146;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2013;84870.0;84870;5009.0;5009
147;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2014;74455.0;74465;4377.0;4377
148;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2015;50560.0;50585;2969.0;2971
149;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Totaal met en zonder verblijf;2016;48930.0;48650;2856.0;2840
150;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2011;89165.0;89165;5299.0;5299
151;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2012;82370.0;82370;4875.0;4875
152;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2013;80780.0;80780;4768.0;4768
153;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2014;70790.0;70800;4161.0;4162
154;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2015;47615.0;47640;2796.0;2798
155;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen zonder verblijf;2016;46355.0;46100;2706.0;2691
156;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2011;4295.0;4295;255.0;255
157;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2012;3360.0;3360;199.0;199
158;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2013;4090.0;4090;241.0;241
159;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2014;3665.0;3665;215.0;215
160;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2015;2940.0;2940;172.0;172
161;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;8e 10%-groep (personen);Personen met verblijf;2016;2575.0;2560;150.0;149
162;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2011;86360.0;86360;5128.0;5128
163;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2012;79435.0;79435;4699.0;4699
164;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2013;78845.0;78845;4650.0;4650
165;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2014;68445.0;68445;4021.0;4021
166;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2015;48015.0;48045;2819.0;2821
167;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Totaal met en zonder verblijf;2016;46885.0;46640;2738.0;2724
168;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2011;82660.0;82660;4909.0;4909
169;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2012;76600.0;76600;4531.0;4531
170;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2013;75430.0;75430;4449.0;4449
171;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2014;65305.0;65305;3836.0;3836
172;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2015;45415.0;45440;2667.0;2668
173;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen zonder verblijf;2016;44610.0;44370;2605.0;2591
174;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2011;3700.0;3700;220.0;220
175;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2012;2830.0;2830;168.0;168
176;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2013;3415.0;3415;201.0;201
177;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2014;3135.0;3140;184.0;184
178;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2015;2600.0;2600;152.0;152
179;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;9e 10%-groep (personen);Personen met verblijf;2016;2275.0;2270;132.0;132
180;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2011;77560.0;77560;4611.0;4611
181;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2012;71965.0;71965;4262.0;4262
182;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2013;70860.0;70860;4185.0;4185
183;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2014;61705.0;61705;3629.0;3629
184;Totaal mannen en vrouwen;10000;Totaal alle diagnosen;10e 10%-groep (personen) (hoog inkomen);Totaal met en zonder verblijf;2015;43250.0;43275;2543.0;2544
