ID;Geslacht;Persoonskenmerken;Onderwijssoort;Arbeidskenmerken;Startkwalificatie;Peilmoment;Perioden;Schoolverlaters_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3
36;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2015/'16;100740.0;27440.0;73310.0
37;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2016/'17;103960.0;28360.0;75600.0
38;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2017/'18;105320.0;30260.0;75060.0
39;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2018/'19;109160.0;31470.0;77680.0
40;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2019/'20;;;
41;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2020/'21;;;
42;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2007/'08;113740.0;48450.0;65290.0
43;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2008/09;107180.0;43340.0;63840.0
44;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2009/'10;109620.0;42990.0;66640.0
45;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2010/'11;110260.0;41730.0;68530.0
46;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2011/'12;113080.0;40290.0;72790.0
47;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2012/'13;98290.0;31290.0;67000.0
48;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2013/'14;95050.0;29320.0;65730.0
49;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2014/'15;102950.0;28120.0;74840.0
50;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2015/'16;100740.0;27440.0;73310.0
51;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2016/'17;103960.0;28360.0;75600.0
52;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2017/'18;105320.0;30260.0;75060.0
53;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2018/'19;;;
54;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2019/'20;;;
55;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2020/'21;;;
56;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2007/'08;113740.0;48450.0;65290.0
57;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2008/09;107180.0;43340.0;63840.0
58;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2009/'10;109620.0;42990.0;66640.0
59;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2010/'11;110260.0;41730.0;68530.0
60;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2011/'12;113080.0;40290.0;72790.0
61;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2012/'13;98290.0;31290.0;67000.0
62;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2013/'14;95050.0;29320.0;65730.0
63;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2014/'15;102950.0;28120.0;74840.0
64;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2015/'16;100740.0;27440.0;73310.0
65;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2016/'17;103960.0;28360.0;75600.0
66;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2017/'18;;;
67;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2018/'19;;;
68;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2019/'20;;;
69;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2020/'21;;;
70;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2007/'08;113740.0;48450.0;65290.0
71;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2008/09;107180.0;43340.0;63840.0
72;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2009/'10;109620.0;42990.0;66640.0
73;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2010/'11;110260.0;41730.0;68530.0
74;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2011/'12;113080.0;40290.0;72790.0
75;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2012/'13;98290.0;31290.0;67000.0
76;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2013/'14;95050.0;29320.0;65730.0
77;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2014/'15;102950.0;28120.0;74840.0
78;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2015/'16;100740.0;27440.0;73310.0
79;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2016/'17;;;
80;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2017/'18;;;
81;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2018/'19;;;
82;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2019/'20;;;
83;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2020/'21;;;
84;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2007/'08;113740.0;48450.0;65290.0
85;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2008/09;107180.0;43340.0;63840.0
86;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2009/'10;109620.0;42990.0;66640.0
87;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2010/'11;110260.0;41730.0;68530.0
88;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2011/'12;;;
89;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2012/'13;;;
90;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2013/'14;;;
91;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2014/'15;;;
92;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2015/'16;;;
93;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2016/'17;;;
94;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2017/'18;;;
95;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2018/'19;;;
96;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2019/'20;;;
97;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2020/'21;;;
98;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2007/'08;65290.0;;65290.0
99;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2008/09;63840.0;;63840.0
100;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2009/'10;66640.0;;66640.0
101;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2010/'11;68530.0;;68530.0
102;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2011/'12;72790.0;;72790.0
103;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2012/'13;67000.0;;67000.0
104;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2013/'14;65730.0;;65730.0
105;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2014/'15;74840.0;;74840.0
106;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2015/'16;73310.0;;73310.0
107;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2016/'17;75600.0;;75600.0
108;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2017/'18;75060.0;;75060.0
109;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2018/'19;77680.0;;77680.0
110;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2019/'20;72200.0;;72200.0
111;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;Direct na verlaten onderwijs;2020/'21;75870.0;;75870.0
112;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;66680.0;1390.0;65290.0
113;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2008/09;65080.0;1240.0;63840.0
114;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;67830.0;1190.0;66640.0
115;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;69090.0;560.0;68530.0
116;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;73250.0;460.0;72790.0
117;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;67380.0;380.0;67000.0
118;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;66060.0;330.0;65730.0
119;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;75070.0;240.0;74840.0
120;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;73590.0;290.0;73310.0
121;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;75840.0;250.0;75600.0
122;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;75280.0;220.0;75060.0
123;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;77840.0;160.0;77680.0
124;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;72330.0;130.0;72200.0
125;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;;;
126;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;68290.0;3000.0;65290.0
127;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2008/09;66440.0;2590.0;63840.0
128;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;69280.0;2640.0;66640.0
129;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;70290.0;1760.0;68530.0
130;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;74430.0;1640.0;72790.0
131;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;68320.0;1320.0;67000.0
132;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2013/'14;66950.0;1220.0;65730.0
133;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2014/'15;75800.0;960.0;74840.0
134;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2015/'16;74190.0;890.0;73310.0
135;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2016/'17;76370.0;770.0;75600.0
136;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2017/'18;75900.0;840.0;75060.0
137;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2018/'19;78490.0;810.0;77680.0
138;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2019/'20;;;
139;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;2 jaar na verlaten onderwijs;2020/'21;;;
140;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2007/'08;70640.0;5350.0;65290.0
141;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2008/09;68580.0;4740.0;63840.0
142;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2009/'10;71490.0;4850.0;66640.0
143;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2010/'11;72480.0;3950.0;68530.0
144;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2011/'12;76560.0;3770.0;72790.0
145;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2012/'13;69950.0;2960.0;67000.0
146;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2013/'14;68350.0;2620.0;65730.0
147;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2014/'15;77140.0;2310.0;74840.0
148;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2015/'16;75410.0;2100.0;73310.0
149;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2016/'17;77530.0;1940.0;75600.0
150;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2017/'18;77080.0;2020.0;75060.0
151;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2018/'19;;;
152;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2019/'20;;;
153;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;3 jaar na verlaten onderwijs;2020/'21;;;
154;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2007/'08;72990.0;7700.0;65290.0
155;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2008/09;70820.0;6980.0;63840.0
156;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;73670.0;7030.0;66640.0
157;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;74770.0;6240.0;68530.0
158;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;78740.0;5950.0;72790.0
159;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;71640.0;4640.0;67000.0
160;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;69860.0;4130.0;65730.0
161;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;78690.0;3850.0;74840.0
162;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;76840.0;3530.0;73310.0
163;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;79010.0;3410.0;75600.0
164;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;;;
165;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
166;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
167;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
168;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2007/'08;75100.0;9800.0;65290.0
169;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2008/09;72650.0;8810.0;63840.0
170;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2009/'10;75680.0;9050.0;66640.0
171;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2010/'11;76580.0;8050.0;68530.0
172;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2011/'12;80650.0;7870.0;72790.0
173;Totaal schoolverlaters;10000;Totaal schoolverlaters;Totaal;Met startkwalificatie;5 jaar na verlaten onderwijs;2012/'13;72940.0;5940.0;67000.0
