ID;Bromfietssoort;Geslacht;Persoonskenmerken;Perioden;PersonenInBezitVanVoertuigen_1;PersonenInBezitVanVoertuigen_2
133;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2011;44200;3.1
134;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2012;48300;3.2
135;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2013;52400;3.3
136;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2014;55700;3.4
137;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2015;58300;3.4
138;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2010;18100;1.8
139;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2011;18500;1.8
140;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2012;18500;1.7
141;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2013;18700;1.7
142;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2014;18800;1.7
143;Snorfiets;Totaal mannen en vrouwen;Leeftijd: 75 jaar of ouder;2015;19100;1.6
144;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2010;324200;3.0
145;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2011;358900;3.4
146;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2012;385500;3.6
147;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2013;408300;3.8
148;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2014;426400;4.0
149;Snorfiets;Totaal mannen en vrouwen;Herkomst: autochtoon;2015;444200;4.1
150;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2010;31500;2.5
151;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2011;35100;2.7
152;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2012;38200;2.9
153;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2013;40800;3.1
154;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2014;43300;3.2
155;Snorfiets;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;2015;45700;3.3
156;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2010;22700;1.7
157;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2011;27400;2.0
158;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2012;32300;2.3
159;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2013;36600;2.5
160;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2014;40600;2.8
161;Snorfiets;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;2015;46400;3.1
162;Snorfiets;Totaal mannen en vrouwen;Werknemer;2010;196900;2.9
163;Snorfiets;Totaal mannen en vrouwen;Werknemer;2011;219500;3.2
164;Snorfiets;Totaal mannen en vrouwen;Werknemer;2012;238800;3.5
165;Snorfiets;Totaal mannen en vrouwen;Werknemer;2013;255500;3.8
166;Snorfiets;Totaal mannen en vrouwen;Werknemer;2014;266400;4.0
167;Snorfiets;Totaal mannen en vrouwen;Werknemer;2015;281200;4.3
168;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2010;27100;2.9
169;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2011;33000;3.5
170;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2012;39300;3.9
171;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2013;44600;4.3
172;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2014;49300;4.7
173;Snorfiets;Totaal mannen en vrouwen;Zelfstandige;2015;51400;5.0
174;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2010;48700;4.7
175;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2011;54700;5.0
176;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2012;57500;5.2
177;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2013;60900;5.3
178;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2014;67100;5.5
179;Snorfiets;Totaal mannen en vrouwen;Uitkeringsontvanger;2015;72000;5.6
180;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2010;70400;2.6
181;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2011;74200;2.7
182;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2012;76000;2.7
183;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2013;78200;2.7
184;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2014;79200;2.8
185;Snorfiets;Totaal mannen en vrouwen;Pensioenontvanger;2015;80200;2.7
186;Snorfiets;Totaal mannen en vrouwen;Student;2010;15200;1.8
187;Snorfiets;Totaal mannen en vrouwen;Student;2011;20100;2.3
188;Snorfiets;Totaal mannen en vrouwen;Student;2012;24800;2.7
189;Snorfiets;Totaal mannen en vrouwen;Student;2013;26800;2.9
190;Snorfiets;Totaal mannen en vrouwen;Student;2014;27600;2.9
191;Snorfiets;Totaal mannen en vrouwen;Student;2015;29700;3.0
192;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2010;20100;2.2
193;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2011;19800;2.3
194;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2012;19500;2.3
195;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2013;20000;2.4
196;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2014;20700;2.5
197;Snorfiets;Totaal mannen en vrouwen;Overig niet actief /zonder inkomen;2015;21700;2.6
198;Snorfiets;Mannen;Totaal persoonskenmerken;2010;230900;3.5
199;Snorfiets;Mannen;Totaal persoonskenmerken;2011;260300;4.0
200;Snorfiets;Mannen;Totaal persoonskenmerken;2012;285900;4.3
201;Snorfiets;Mannen;Totaal persoonskenmerken;2013;308500;4.6
202;Snorfiets;Mannen;Totaal persoonskenmerken;2014;327700;4.9
203;Snorfiets;Mannen;Totaal persoonskenmerken;2015;347800;5.2
204;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2010;7600;3.7
205;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2011;7400;3.6
206;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2012;4700;2.3
207;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2013;3800;1.9
208;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2014;3000;1.5
209;Snorfiets;Mannen;Leeftijd: 16 tot 18 jaar;2015;3200;1.6
210;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2010;8000;3.8
211;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2011;10000;4.8
212;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2012;11700;5.7
213;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2013;9900;4.8
214;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2014;7900;3.9
215;Snorfiets;Mannen;Leeftijd: 18 tot 20 jaar;2015;7600;3.7
216;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2010;16200;3.2
217;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2011;20300;3.9
218;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2012;24500;4.7
219;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2013;28100;5.3
220;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2014;31400;5.9
221;Snorfiets;Mannen;Leeftijd: 20 tot 25 jaar;2015;33200;6.2
222;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2010;13400;2.7
223;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2011;16600;3.3
224;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2012;20400;4.1
225;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2013;24100;4.7
226;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2014;27400;5.3
227;Snorfiets;Mannen;Leeftijd: 25 tot 30 jaar;2015;30700;5.9
228;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2010;13300;2.7
229;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2011;15900;3.2
230;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2012;18100;3.6
231;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2013;20400;4.1
232;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2014;22300;4.5
233;Snorfiets;Mannen;Leeftijd: 30 tot 35 jaar;2015;24500;4.9
234;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2010;16000;2.7
235;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2011;17500;3.2
236;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2012;19000;3.6
237;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2013;20500;4.0
238;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2014;21600;4.3
239;Snorfiets;Mannen;Leeftijd: 35 tot 40 jaar;2015;23200;4.7
240;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2010;20300;3.1
241;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2011;23000;3.5
242;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2012;25600;4.0
243;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2013;27800;4.4
244;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2014;29000;4.8
245;Snorfiets;Mannen;Leeftijd: 40 tot 45 jaar;2015;29600;5.1
246;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2010;24200;3.8
247;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2011;27900;4.3
248;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2012;30900;4.8
249;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2013;33500;5.2
250;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2014;35900;5.6
251;Snorfiets;Mannen;Leeftijd: 45 tot 50 jaar;2015;38100;6.0
252;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2010;23200;4.0
253;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2011;26500;4.5
254;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2012;29600;4.9
255;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2013;33000;5.4
256;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2014;36300;5.8
257;Snorfiets;Mannen;Leeftijd: 50 tot 55 jaar;2015;39900;6.3
258;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2010;22400;4.1
259;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2011;24500;4.5
260;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2012;26900;4.9
261;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2013;28900;5.2
262;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2014;30900;5.5
263;Snorfiets;Mannen;Leeftijd: 55 tot 60 jaar;2015;32800;5.8
264;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2010;23400;4.4
265;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2011;26100;4.8
266;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2012;26600;5.0
267;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2013;27400;5.3
268;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2014;28100;5.4
269;Snorfiets;Mannen;Leeftijd: 60 tot 65 jaar;2015;28900;5.6
270;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2010;16200;4.3
271;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2011;17400;4.5
272;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2012;20300;4.7
273;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2013;22900;5.0
274;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2014;25000;5.2
275;Snorfiets;Mannen;Leeftijd: 65 tot 70 jaar;2015;26300;5.3
276;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2010;12500;4.3
277;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2011;12900;4.3
278;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2012;13200;4.3
279;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2013;13700;4.3
280;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2014;14200;4.3
281;Snorfiets;Mannen;Leeftijd: 70 tot 75 jaar;2015;14900;4.4
282;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2010;8500;4.0
283;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2011;8600;4.0
284;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2012;8600;3.9
285;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2013;8700;3.9
286;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2014;8900;3.8
287;Snorfiets;Mannen;Leeftijd: 75 tot 80 jaar;2015;9000;3.7
288;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2010;4000;3.1
289;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2011;4100;3.1
290;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2012;4100;3.0
291;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2013;4200;3.0
