ID;Geslacht;Thuiswerker;PositieWerkkring;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1
34;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015;679
35;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2016;692
36;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2017;676
37;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2018;676
38;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2019;704
39;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 12 tot 20 uur per week;2020;661
40;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2013;2368
41;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2014;2351
42;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2015;2376
43;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2016;2453
44;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2017;2537
45;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2018;2673
46;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2019;2746
47;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: 20 tot 35 uur per week;2020;2830
48;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2013;4240
49;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2014;4223
50;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2015;4253
51;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2016;4313
52;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2017;4420
53;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2018;4484
54;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2019;4558
55;Totaal mannen en vrouwen;Totaal;Totaal;Arbeidsduur: voltijd;2020;4485
56;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2013;1797
57;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2014;1738
58;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2015;1750
59;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2016;1712
60;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2017;1683
61;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2018;1751
62;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2019;1705
63;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2020;1578
64;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2013;3478
65;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2014;3444
66;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2015;3405
67;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2016;3464
68;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2017;3522
69;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2018;3509
70;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2019;3596
71;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2020;3461
72;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2013;2883
73;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2014;2978
74;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2015;3076
75;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2016;3136
76;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2017;3284
77;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2018;3426
78;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2019;3547
79;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2020;3812
80;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013;109
81;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014;55
82;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015;62
83;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016;91
84;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017;91
85;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018;89
86;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019;104
87;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020;101
88;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2013;1225
89;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2014;1202
90;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2015;1245
91;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2016;1256
92;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2017;1300
93;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2018;1343
94;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2019;1381
95;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2020;1328
96;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2013;3570
97;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2014;3502
98;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2015;3469
99;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2016;3479
100;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2017;3510
101;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2018;3568
102;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2019;3617
103;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2020;3640
104;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013;1683
105;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014;1681
106;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015;1704
107;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016;1736
108;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017;1789
109;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018;1847
110;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019;1880
111;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020;1908
112;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013;1886
113;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014;1821
114;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015;1765
115;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016;1743
116;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017;1721
117;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018;1721
118;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019;1737
119;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020;1732
120;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013;2034
121;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014;2028
122;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015;2054
123;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016;2083
124;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017;2076
125;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018;2087
126;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019;2080
127;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020;2030
128;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2013;3471
129;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2014;3510
130;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2015;3580
131;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2016;3668
132;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2017;3769
133;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2018;3863
134;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2019;3955
135;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2020;3984
136;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2013;1275
137;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2014;1299
138;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2015;1356
139;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2016;1409
140;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2017;1484
141;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2018;1548
142;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2019;1611
143;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2020;1679
144;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2013;162
145;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2014;182
146;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2015;171
147;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2016;176
148;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2017;208
149;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2018;228
150;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2019;264
151;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2020;274
152;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2013;1238
153;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2014;1260
154;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2015;1220
155;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2016;1304
156;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2017;1323
157;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2018;1360
158;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2019;1408
159;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2020;1398
160;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2013;3665
161;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2014;3658
162;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2015;3663
163;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2016;3697
164;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2017;3730
165;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2018;3744
166;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2019;3794
167;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2020;3849
168;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2013;296
169;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2014;279
170;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2015;277
171;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2016;299
172;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2017;297
173;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2018;321
174;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2019;321
175;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2020;335
176;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2013;5557
177;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2014;5495
178;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2015;5564
179;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2016;5548
180;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2017;5647
181;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2018;5675
182;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2019;5775
183;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2020;5783
184;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2013;3369
185;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2014;3379
186;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2015;3386
187;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2016;3398
188;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2017;3433
189;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2018;3423
190;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2019;3473
191;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2020;3514
192;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2013;2188
193;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2014;2116
194;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2015;2178
195;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2016;2150
196;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2017;2214
197;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2018;2251
198;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2019;2302
199;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2020;2270
200;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2013;1018
201;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2014;1020
202;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2015;1064
203;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2016;1086
204;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2017;1127
205;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2018;1197
206;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2019;1221
207;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2020;1239
208;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2013;763
209;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2014;762
210;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2015;795
211;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2016;801
212;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2017;818
213;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2018;877
214;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2019;894
215;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2020;931
216;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2013;255
217;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2014;258
218;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2015;270
219;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2016;285
220;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2017;309
221;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2018;320
222;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2019;327
223;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind < 18 jaar;2020;309
224;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2013;157
225;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2014;160
226;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2015;169
227;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2016;166
228;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2017;185
229;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2018;222
230;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2019;227
231;Totaal mannen en vrouwen;Totaal;Totaal;Positie: overig lid;2020;195
232;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2013;6966
233;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2014;6908
234;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2015;6965
235;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2016;7056
236;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2017;7228
237;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2018;7383
238;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2019;7549
239;Totaal mannen en vrouwen;Totaal;Werknemer;Totaal personen;2020;7435
240;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2013;3525
241;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2014;3501
242;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2015;3529
243;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2016;3580
244;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2017;3651
245;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2018;3777
246;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2019;3878
247;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: deeltijd;2020;3837
248;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2013;810
249;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2014;814
250;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2015;814
251;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2016;797
252;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2017;807
253;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2018;787
254;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2019;793
255;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 12 uur per week;2020;769
256;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2013;1426
257;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2014;1410
258;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2015;1421
259;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2016;1418
260;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2017;1405
261;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2018;1397
262;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2019;1423
263;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: minder dan 20 uur per week;2020;1363
264;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2013;616
265;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2014;597
266;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2015;607
267;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2016;620
268;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2017;598
269;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2018;609
270;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2019;631
271;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2020;594
272;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2013;2099
273;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2014;2091
274;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2015;2108
275;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2016;2162
276;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2017;2246
277;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2018;2380
278;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2019;2455
279;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2020;2474
280;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2013;3442
281;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2014;3407
282;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2015;3436
283;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2016;3476
284;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2017;3578
285;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2018;3606
286;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2019;3671
