ID;Geslacht;Onderwijssoort;Herkomstland;GeboortelandOuders;Regiokenmerken;Perioden;LeerlingenInSpeciaalBasisonderwijs_1
36;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2019/'20;313170.0
37;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2020/'21;310740.0
38;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2021/'22;307080.0
39;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2022/'23;306700.0
40;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2023/'24;303960.0
41;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Oost-Nederland (LD);2024/'25;302520.0
42;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2011/'12;730800.0
43;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2012/'13;724910.0
44;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2013/'14;718390.0
45;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2014/'15;713190.0
46;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2015/'16;710180.0
47;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2016/'17;706390.0
48;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2017/'18;703140.0
49;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2018/'19;702800.0
50;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2019/'20;701110.0
51;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2020/'21;697850.0
52;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2021/'22;690780.0
53;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2022/'23;689640.0
54;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2023/'24;685170.0
55;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;West-Nederland (LD);2024/'25;681920.0
56;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2011/'12;311920.0
57;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2012/'13;305580.0
58;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2013/'14;298950.0
59;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2014/'15;293190.0
60;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2015/'16;289070.0
61;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2016/'17;284140.0
62;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2017/'18;280420.0
63;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2018/'19;278420.0
64;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2019/'20;276820.0
65;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2020/'21;274260.0
66;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2021/'22;271530.0
67;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2022/'23;271820.0
68;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2023/'24;270320.0
69;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Nederland (LD);2024/'25;269630.0
70;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2011/'12;3750.0
71;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2012/'13;3820.0
72;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2013/'14;3990.0
73;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2014/'15;3990.0
74;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2015/'16;3850.0
75;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2016/'17;3930.0
76;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2017/'18;3870.0
77;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2018/'19;3840.0
78;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2019/'20;3700.0
79;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2020/'21;3610.0
80;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2021/'22;3510.0
81;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2022/'23;3780.0
82;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2023/'24;3520.0
83;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Niet in te delen (LD);2024/'25;3810.0
84;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2011/'12;48540.0
85;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2012/'13;47660.0
86;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2013/'14;46810.0
87;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2014/'15;46240.0
88;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2015/'16;45460.0
89;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2016/'17;44760.0
90;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2017/'18;44180.0
91;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2018/'19;43640.0
92;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2019/'20;42990.0
93;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2020/'21;42560.0
94;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2021/'22;42060.0
95;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2022/'23;41750.0
96;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2023/'24;41040.0
97;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Groningen (PV);2024/'25;40610.0
98;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2011/'12;63160.0
99;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2012/'13;61860.0
100;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2013/'14;60580.0
101;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2014/'15;59530.0
102;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2015/'16;58300.0
103;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2016/'17;56950.0
104;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2017/'18;56070.0
105;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2018/'19;55490.0
106;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2019/'20;54690.0
107;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2020/'21;53770.0
108;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2021/'22;52800.0
109;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2022/'23;52150.0
110;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2023/'24;51560.0
111;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Fryslân (PV);2024/'25;50910.0
112;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2011/'12;47390.0
113;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2012/'13;46310.0
114;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2013/'14;45180.0
115;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2014/'15;43780.0
116;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2015/'16;42980.0
117;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2016/'17;41950.0
118;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2017/'18;41070.0
119;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2018/'19;40450.0
120;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2019/'20;39710.0
121;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2020/'21;39000.0
122;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2021/'22;38530.0
123;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2022/'23;38240.0
124;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2023/'24;37630.0
125;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Drenthe (PV);2024/'25;37300.0
126;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2011/'12;115280.0
127;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2012/'13;113710.0
128;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2013/'14;111700.0
129;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2014/'15;109810.0
130;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2015/'16;107260.0
131;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2016/'17;105320.0
132;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2017/'18;103560.0
133;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2018/'19;102200.0
134;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2019/'20;100660.0
135;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2020/'21;99260.0
136;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2021/'22;97730.0
137;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2022/'23;97300.0
138;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2023/'24;96060.0
139;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Overijssel (PV);2024/'25;95020.0
140;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2011/'12;44880.0
141;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2012/'13;44470.0
142;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2013/'14;43770.0
143;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2014/'15;43210.0
144;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2015/'16;42710.0
145;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2016/'17;42190.0
146;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2017/'18;41790.0
147;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2018/'19;41430.0
148;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2019/'20;41420.0
149;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2020/'21;41540.0
150;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2021/'22;41180.0
151;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2022/'23;41340.0
152;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2023/'24;41280.0
153;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Flevoland (PV);2024/'25;41370.0
154;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2011/'12;193560.0
155;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2012/'13;189610.0
156;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2013/'14;185490.0
157;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2014/'15;181470.0
158;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2015/'16;178050.0
159;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2016/'17;175530.0
160;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2017/'18;173880.0
161;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2018/'19;172150.0
162;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2019/'20;171090.0
163;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2020/'21;169940.0
164;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2021/'22;168170.0
165;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2022/'23;168050.0
166;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2023/'24;166620.0
167;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Gelderland (PV);2024/'25;166130.0
168;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2011/'12;124250.0
169;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2012/'13;123750.0
170;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2013/'14;122720.0
171;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2014/'15;121880.0
172;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2015/'16;121010.0
173;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2016/'17;120090.0
174;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2017/'18;119310.0
175;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2018/'19;118820.0
176;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2019/'20;121210.0
177;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2020/'21;120680.0
178;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2021/'22;119330.0
179;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2022/'23;119060.0
180;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2023/'24;118410.0
181;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Utrecht (PV);2024/'25;118180.0
182;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2011/'12;245630.0
183;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2012/'13;243640.0
184;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2013/'14;241320.0
185;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2014/'15;239470.0
186;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2015/'16;237850.0
187;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2016/'17;235770.0
188;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2017/'18;233620.0
189;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2018/'19;232920.0
190;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2019/'20;232270.0
191;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2020/'21;230640.0
192;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2021/'22;227810.0
193;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2022/'23;226610.0
194;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2023/'24;225190.0
195;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Noord-Holland (PV);2024/'25;223950.0
196;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2011/'12;326830.0
197;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2012/'13;324250.0
198;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2013/'14;321910.0
199;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2014/'15;320190.0
200;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2015/'16;320220.0
201;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2016/'17;319910.0
202;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2017/'18;319960.0
203;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2018/'19;320930.0
204;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2019/'20;317550.0
205;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2020/'21;316750.0
206;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2021/'22;314050.0
207;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2022/'23;314230.0
208;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2023/'24;312090.0
209;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zuid-Holland (PV);2024/'25;310610.0
210;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zeeland (PV);2011/'12;34090.0
211;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zeeland (PV);2012/'13;33280.0
212;Totaal mannen en vrouwen;Totaal (speciaal) basisonderwijs;Totaal;Totaal;Zeeland (PV);2013/'14;32440.0
