ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositieOpPeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
1749;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;14386.0;237.0;5247.0;3901.0;5001.0;;14.0;0.0;5.0;4.0;5.0;
1750;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;5380.0;121.0;3321.0;1770.0;168.0;;10.0;0.0;6.0;3.0;0.0;
1751;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;9006.0;116.0;1926.0;2131.0;4833.0;;20.0;0.0;4.0;5.0;11.0;
1752;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;21114.0;186.0;5084.0;5506.0;10338.0;;21.0;0.0;5.0;6.0;10.0;
1753;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;5074.0;56.0;2766.0;1838.0;414.0;;17.0;0.0;9.0;6.0;1.0;
1754;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;16040.0;130.0;2318.0;3668.0;9924.0;;23.0;0.0;3.0;5.0;14.0;
1755;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;23501.0;163.0;4226.0;6386.0;12726.0;;24.0;0.0;4.0;6.0;13.0;
1756;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;3692.0;29.0;1643.0;1497.0;523.0;;20.0;0.0;9.0;8.0;3.0;
1757;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;19809.0;134.0;2583.0;4889.0;12203.0;;24.0;0.0;3.0;6.0;15.0;
1758;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;24362.0;149.0;3680.0;6717.0;13816.0;;24.0;0.0;4.0;7.0;14.0;
1759;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;2747.0;22.0;1049.0;1184.0;492.0;;23.0;0.0;9.0;10.0;4.0;
1760;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;21615.0;127.0;2631.0;5533.0;13324.0;;25.0;0.0;3.0;6.0;15.0;
1761;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;24842.0;143.0;3386.0;6736.0;14577.0;;25.0;0.0;3.0;7.0;15.0;
1762;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;2072.0;15.0;739.0;907.0;411.0;;26.0;0.0;9.0;11.0;5.0;
1763;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector zorg en welzijn;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;22770.0;128.0;2647.0;5829.0;14166.0;;25.0;0.0;3.0;6.0;15.0;
1764;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;1581.0;1567.0;14.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1765;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;1225.0;1214.0;11.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
1766;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;356.0;353.0;3.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
1767;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;2365.0;2248.0;117.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1768;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;1451.0;1385.0;66.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1769;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;914.0;863.0;51.0;0.0;0.0;;4.0;4.0;0.0;0.0;0.0;
1770;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;2095.0;2005.0;90.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1771;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;899.0;864.0;35.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1772;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1196.0;1141.0;55.0;0.0;0.0;;3.0;3.0;0.0;0.0;0.0;
1773;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;1887.0;1805.0;82.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1774;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;559.0;539.0;20.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1775;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1328.0;1266.0;62.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1776;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;1720.0;1646.0;74.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1777;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;328.0;319.0;9.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1778;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1392.0;1327.0;65.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1779;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;1633.0;1563.0;70.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1780;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;211.0;207.0;4.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1781;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1422.0;1356.0;66.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1782;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;1586.0;1520.0;66.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1783;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;137.0;137.0;0.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1784;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2010;Sector combinatie;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1449.0;1383.0;66.0;0.0;0.0;;2.0;2.0;0.0;0.0;0.0;
1785;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;96544.0;6222.0;3289.0;2477.0;330.0;126.0;90322.0;6.0;3.0;3.0;0.0;0.0;94.0
1786;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;88744.0;4793.0;2642.0;1863.0;285.0;3.0;83951.0;5.0;3.0;2.0;0.0;0.0;95.0
1787;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;7800.0;1429.0;647.0;614.0;45.0;123.0;6371.0;18.0;8.0;8.0;1.0;2.0;82.0
1788;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;96544.0;26968.0;4263.0;17165.0;3938.0;1602.0;69576.0;28.0;4.0;18.0;4.0;2.0;72.0
1789;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;76380.0;16976.0;2791.0;11275.0;2865.0;45.0;59404.0;22.0;4.0;15.0;4.0;0.0;78.0
1790;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;20164.0;9992.0;1472.0;5890.0;1073.0;1557.0;10172.0;50.0;7.0;29.0;5.0;8.0;50.0
1791;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;96544.0;53347.0;3333.0;21684.0;11901.0;16429.0;43197.0;55.0;3.0;22.0;12.0;17.0;45.0
1792;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;51961.0;20164.0;1501.0;12439.0;5743.0;481.0;31797.0;39.0;3.0;24.0;11.0;1.0;61.0
1793;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;44583.0;33183.0;1832.0;9245.0;6158.0;15948.0;11400.0;74.0;4.0;21.0;14.0;36.0;26.0
1794;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;96544.0;72958.0;2818.0;20025.0;16687.0;33428.0;23586.0;76.0;3.0;21.0;17.0;35.0;24.0
1795;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;28640.0;16906.0;833.0;9126.0;6009.0;938.0;11734.0;59.0;3.0;32.0;21.0;3.0;41.0
1796;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;67904.0;56052.0;1985.0;10899.0;10678.0;32490.0;11852.0;83.0;3.0;16.0;16.0;48.0;17.0
1797;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;96544.0;79355.0;2526.0;17529.0;18822.0;40478.0;17189.0;82.0;3.0;18.0;19.0;42.0;18.0
1798;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;17433.0;12297.0;457.0;5605.0;5166.0;1069.0;5136.0;71.0;3.0;32.0;30.0;6.0;29.0
1799;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;79111.0;67058.0;2069.0;11924.0;13656.0;39409.0;12053.0;85.0;3.0;15.0;17.0;50.0;15.0
1800;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;96544.0;81754.0;2388.0;15842.0;19141.0;44383.0;14790.0;85.0;2.0;16.0;20.0;46.0;15.0
1801;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;10912.0;8242.0;264.0;3376.0;3588.0;1014.0;2670.0;76.0;2.0;31.0;33.0;9.0;24.0
1802;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;85632.0;73512.0;2124.0;12466.0;15553.0;43369.0;12120.0;86.0;2.0;15.0;18.0;51.0;14.0
1803;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1804;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1805;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1806;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;2.0;0.0;0.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
1807;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1808;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;0.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
1809;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;91.0;0.0;0.0;0.0;91.0;;0.0;0.0;0.0;0.0;0.0;
1810;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1811;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;90.0;0.0;0.0;0.0;90.0;;0.0;0.0;0.0;0.0;0.0;
1812;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1736.0;0.0;0.0;0.0;1736.0;;2.0;0.0;0.0;0.0;2.0;
1813;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;53.0;0.0;0.0;0.0;53.0;;0.0;0.0;0.0;0.0;0.0;
1814;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1683.0;0.0;0.0;0.0;1683.0;;4.0;0.0;0.0;0.0;4.0;
1815;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2134.0;0.0;0.0;0.0;2134.0;;2.0;0.0;0.0;0.0;2.0;
1816;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;114.0;0.0;0.0;0.0;114.0;;0.0;0.0;0.0;0.0;0.0;
1817;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2020.0;0.0;0.0;0.0;2020.0;;3.0;0.0;0.0;0.0;3.0;
1818;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;2278.0;0.0;0.0;0.0;2278.0;;2.0;0.0;0.0;0.0;2.0;
1819;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;114.0;0.0;0.0;0.0;114.0;;1.0;0.0;0.0;0.0;1.0;
1820;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2164.0;0.0;0.0;0.0;2164.0;;3.0;0.0;0.0;0.0;3.0;
1821;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;2340.0;0.0;0.0;0.0;2340.0;;2.0;0.0;0.0;0.0;2.0;
1822;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;89.0;0.0;0.0;0.0;89.0;;1.0;0.0;0.0;0.0;1.0;
1823;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2251.0;0.0;0.0;0.0;2251.0;;3.0;0.0;0.0;0.0;3.0;
1824;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1825;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1826;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1827;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;36.0;0.0;36.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1828;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;34.0;0.0;34.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1829;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
1830;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;392.0;0.0;317.0;41.0;34.0;;0.0;0.0;0.0;0.0;0.0;
1831;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;284.0;0.0;251.0;32.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1832;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;108.0;0.0;66.0;9.0;33.0;;1.0;0.0;0.0;0.0;0.0;
1833;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1340.0;0.0;327.0;329.0;684.0;;1.0;0.0;0.0;0.0;1.0;
1834;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;426.0;0.0;212.0;195.0;19.0;;1.0;0.0;0.0;0.0;0.0;
1835;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;914.0;0.0;115.0;134.0;665.0;;2.0;0.0;0.0;0.0;1.0;
1836;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;4126.0;0.0;308.0;424.0;3394.0;;4.0;0.0;0.0;0.0;4.0;
1837;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;433.0;0.0;166.0;200.0;67.0;;2.0;0.0;1.0;1.0;0.0;
1838;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3693.0;0.0;142.0;224.0;3327.0;;5.0;0.0;0.0;0.0;5.0;
1839;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;4881.0;0.0;263.0;450.0;4168.0;;5.0;0.0;0.0;0.0;4.0;
1840;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;350.0;0.0;108.0;155.0;87.0;;2.0;0.0;1.0;1.0;0.0;
1841;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4531.0;0.0;155.0;295.0;4081.0;;6.0;0.0;0.0;0.0;5.0;
1842;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;5172.0;0.0;216.0;441.0;4515.0;;5.0;0.0;0.0;0.0;5.0;
1843;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;250.0;0.0;56.0;100.0;94.0;;2.0;0.0;1.0;1.0;1.0;
1844;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4922.0;0.0;160.0;341.0;4421.0;;6.0;0.0;0.0;0.0;5.0;
1845;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
1846;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
1847;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
1848;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;2.0;0.0;0.0;0.0;2.0;;0.0;0.0;0.0;0.0;0.0;
1849;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1850;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1851;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;42.0;0.0;0.0;0.0;42.0;;0.0;0.0;0.0;0.0;0.0;
1852;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
1853;Totaal deelnemers startjaar;Totaal voortgezet onderwijs (vo);2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;41.0;0.0;0.0;0.0;41.0;;0.0;0.0;0.0;0.0;0.0;
