ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;MboStudenten_1
25;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Westerse migratieachtergrond;2019/'20;29752
26;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Westerse migratieachtergrond;2020/'21;30617
27;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Westerse migratieachtergrond;2021/'22;31080
28;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2015/'16;99268
29;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2016/'17;101466
30;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2017/'18;104995
31;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2018/'19;111760
32;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2019/'20;116444
33;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2020/'21;122215
34;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Niet-westerse migratieachtergrond;2021/'22;123289
35;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2015/'16;21029
36;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2016/'17;21118
37;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2017/'18;21165
38;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2018/'19;21225
39;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2019/'20;20981
40;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2020/'21;20820
41;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Turkije;2021/'22;20146
42;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2015/'16;19333
43;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2016/'17;19986
44;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2017/'18;20543
45;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2018/'19;21412
46;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2019/'20;21893
47;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2020/'21;23077
48;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Marokko;2021/'22;23313
49;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2015/'16;17106
50;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2016/'17;17129
51;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2017/'18;16895
52;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2018/'19;16804
53;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2019/'20;16487
54;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2020/'21;16656
55;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Suriname;2021/'22;16152
56;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2015/'16;10963
57;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2016/'17;11075
58;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2017/'18;10924
59;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2018/'19;11058
60;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2019/'20;11206
61;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2020/'21;11780
62;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;(voormalige) Nederlandse Antillen, Aruba;2021/'22;12144
63;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2015/'16;30837
64;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2016/'17;32158
65;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2017/'18;35468
66;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2018/'19;41261
67;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2019/'20;45877
68;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2020/'21;49882
69;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Overige niet-westerse migratieachterg...;2021/'22;51534
70;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2015/'16;557
71;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2016/'17;398
72;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2017/'18;362
73;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2018/'19;235
74;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2019/'20;241
75;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2020/'21;210
76;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Totaal;Onbekende migratieachtergrond;2021/'22;171
77;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2015/'16;9853
78;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2016/'17;9233
79;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2017/'18;9151
80;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2018/'19;9665
81;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2019/'20;11748
82;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2020/'21;13338
83;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Totaal;2021/'22;13635
84;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2015/'16;7902
85;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2016/'17;7509
86;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2017/'18;7358
87;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2018/'19;7785
88;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2019/'20;9409
89;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2020/'21;10536
90;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Nederlandse achtergrond;2021/'22;10791
91;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2015/'16;1944
92;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2016/'17;1720
93;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2017/'18;1789
94;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2018/'19;1878
95;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2019/'20;2336
96;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2020/'21;2802
97;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Met migratieachtergrond;2021/'22;2844
98;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2015/'16;464
99;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2016/'17;406
100;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2017/'18;396
101;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2018/'19;379
102;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2019/'20;512
103;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2020/'21;573
104;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Westerse migratieachtergrond;2021/'22;583
105;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2015/'16;1480
106;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2016/'17;1314
107;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2017/'18;1393
108;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2018/'19;1499
109;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2019/'20;1824
110;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2020/'21;2229
111;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet-westerse migratieachtergrond;2021/'22;2261
112;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2015/'16;491
113;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2016/'17;460
114;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2017/'18;478
115;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2018/'19;486
116;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2019/'20;547
117;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2020/'21;635
118;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Turkije;2021/'22;613
119;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2015/'16;415
120;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2016/'17;364
121;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2017/'18;418
122;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2018/'19;466
123;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2019/'20;559
124;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2020/'21;713
125;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Marokko;2021/'22;712
126;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2015/'16;201
127;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2016/'17;145
128;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2017/'18;148
129;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2018/'19;173
130;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2019/'20;216
131;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2020/'21;245
132;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Suriname;2021/'22;251
133;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2015/'16;91
134;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2016/'17;87
135;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2017/'18;86
136;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2018/'19;79
137;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2019/'20;100
138;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2020/'21;113
139;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;(voormalige) Nederlandse Antillen, Aruba;2021/'22;125
140;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2015/'16;282
141;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2016/'17;258
142;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2017/'18;263
143;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2018/'19;295
144;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2019/'20;402
145;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2020/'21;523
146;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Overige niet-westerse migratieachterg...;2021/'22;560
147;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2015/'16;7
148;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2016/'17;4
149;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2017/'18;4
150;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2018/'19;2
151;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2019/'20;3
152;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2020/'21;0
153;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Onbekende migratieachtergrond;2021/'22;0
154;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2015/'16;32526
155;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2016/'17;35417
156;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2017/'18;37260
157;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2018/'19;39107
158;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2019/'20;39220
159;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2020/'21;35813
160;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Totaal;2021/'22;32478
161;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2015/'16;26428
162;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2016/'17;28762
163;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2017/'18;30066
164;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2018/'19;31293
165;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2019/'20;30985
166;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2020/'21;28457
167;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Nederlandse achtergrond;2021/'22;25831
168;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2015/'16;6088
169;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2016/'17;6647
170;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2017/'18;7175
171;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2018/'19;7806
172;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2019/'20;8228
173;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2020/'21;7347
174;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Met migratieachtergrond;2021/'22;6637
175;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2015/'16;2344
176;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2016/'17;2453
177;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2017/'18;2581
178;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2018/'19;2731
179;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2019/'20;2825
180;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2020/'21;2614
181;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Westerse migratieachtergrond;2021/'22;2371
182;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2015/'16;3744
183;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2016/'17;4194
184;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2017/'18;4594
185;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2018/'19;5075
186;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2019/'20;5403
187;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2020/'21;4733
188;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Niet-westerse migratieachtergrond;2021/'22;4266
189;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2015/'16;520
190;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2016/'17;625
191;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2017/'18;679
192;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2018/'19;780
193;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2019/'20;791
194;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2020/'21;636
195;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Turkije;2021/'22;541
196;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2015/'16;316
197;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2016/'17;380
198;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2017/'18;436
199;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2018/'19;545
200;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2019/'20;617
201;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2020/'21;503
202;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Marokko;2021/'22;385
203;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2015/'16;916
204;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2016/'17;996
205;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2017/'18;1050
206;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2018/'19;1069
207;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2019/'20;1073
208;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2020/'21;949
209;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);02 Vormgeving, kunst, talen gesch...;Suriname;2021/'22;852
