ID;LeeftijdMoederOp31December;Geboortegeneratie;WaarnemingEnPrognoseTotaal_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5
160;15 jaar of jonger;2009;0.00031;0.00031;0.0;0.0;0.0
161;15 jaar of jonger;2010;0.00031;0.00031;0.0;0.0;0.0
162;15 jaar of jonger;2011;0.00031;0.00031;0.0;0.0;0.0
163;15 jaar of jonger;2012;0.00031;0.00031;0.0;0.0;0.0
164;15 jaar of jonger;2013;0.00031;0.00031;0.0;0.0;0.0
165;15 jaar of jonger;2014;0.00031;0.00031;0.0;0.0;0.0
166;15 jaar of jonger;2015;0.00031;0.00031;0.0;0.0;0.0
167;15 jaar of jonger;2016;0.00031;0.00031;0.0;0.0;0.0
168;15 jaar of jonger;2017;0.00031;0.00031;0.0;0.0;0.0
169;15 jaar of jonger;2018;0.00031;0.00031;0.0;0.0;0.0
170;15 jaar of jonger;2019;0.00031;0.00031;0.0;0.0;0.0
171;15 jaar of jonger;2020;0.00031;0.00031;0.0;0.0;0.0
172;16 jaar;1935;0.00112;0.00111;1e-05;0.0;0.0
173;16 jaar;1936;0.00103;0.00102;1e-05;0.0;0.0
174;16 jaar;1937;0.00114;0.00113;1e-05;0.0;0.0
175;16 jaar;1938;0.00111;0.00111;0.0;0.0;0.0
176;16 jaar;1939;0.0013;0.00129;1e-05;0.0;0.0
177;16 jaar;1940;0.00129;0.00127;2e-05;0.0;0.0
178;16 jaar;1941;0.00168;0.00167;1e-05;0.0;0.0
179;16 jaar;1942;0.00188;0.00186;2e-05;0.0;0.0
180;16 jaar;1943;0.00196;0.00191;5e-05;0.0;0.0
181;16 jaar;1944;0.00191;0.00189;2e-05;0.0;0.0
182;16 jaar;1945;0.00236;0.00234;2e-05;0.0;0.0
183;16 jaar;1946;0.00242;0.00239;3e-05;0.0;0.0
184;16 jaar;1947;0.00237;0.00233;4e-05;0.0;0.0
185;16 jaar;1948;0.00257;0.00254;3e-05;0.0;0.0
186;16 jaar;1949;0.00233;0.0023;3e-05;0.0;0.0
187;16 jaar;1950;0.00256;0.00252;4e-05;0.0;0.0
188;16 jaar;1951;0.00293;0.00289;4e-05;0.0;0.0
189;16 jaar;1952;0.00312;0.00308;4e-05;0.0;0.0
190;16 jaar;1953;0.00375;0.00369;6e-05;0.0;0.0
191;16 jaar;1954;0.00355;0.00353;2e-05;0.0;0.0
192;16 jaar;1955;0.00344;0.00333;0.00011;0.0;0.0
193;16 jaar;1956;0.0035;0.00345;5e-05;0.0;0.0
194;16 jaar;1957;0.0027;0.00263;7e-05;0.0;0.0
195;16 jaar;1958;0.00229;0.00226;3e-05;0.0;0.0
196;16 jaar;1959;0.00216;0.00213;3e-05;0.0;0.0
197;16 jaar;1960;0.00169;0.00166;3e-05;0.0;0.0
198;16 jaar;1961;0.00143;0.00142;1e-05;0.0;0.0
199;16 jaar;1962;0.00173;0.00173;0.0;0.0;0.0
200;16 jaar;1963;0.00135;0.00134;1e-05;0.0;0.0
201;16 jaar;1964;0.00155;0.00154;1e-05;0.0;0.0
202;16 jaar;1965;0.00152;0.00151;1e-05;0.0;0.0
203;16 jaar;1966;0.00142;0.00141;1e-05;0.0;0.0
204;16 jaar;1967;0.00115;0.00113;2e-05;0.0;0.0
205;16 jaar;1968;0.00105;0.00103;2e-05;0.0;0.0
206;16 jaar;1969;0.00124;0.00122;2e-05;0.0;0.0
207;16 jaar;1970;0.00151;0.0015;1e-05;0.0;0.0
208;16 jaar;1971;0.00139;0.00136;3e-05;0.0;0.0
209;16 jaar;1972;0.00134;0.00131;3e-05;0.0;0.0
210;16 jaar;1973;0.00161;0.00159;2e-05;0.0;0.0
211;16 jaar;1974;0.00154;0.00152;2e-05;0.0;0.0
212;16 jaar;1975;0.00141;0.00139;2e-05;0.0;0.0
213;16 jaar;1976;0.00127;0.00123;4e-05;0.0;0.0
214;16 jaar;1977;0.00127;0.00126;1e-05;0.0;0.0
215;16 jaar;1978;0.00122;0.00119;3e-05;0.0;0.0
216;16 jaar;1979;0.00097;0.00095;2e-05;0.0;0.0
217;16 jaar;1980;0.00102;0.001;2e-05;0.0;0.0
218;16 jaar;1981;0.00122;0.00116;6e-05;0.0;0.0
219;16 jaar;1982;0.00129;0.00126;3e-05;0.0;0.0
220;16 jaar;1983;0.00148;0.00147;1e-05;0.0;0.0
221;16 jaar;1984;0.00158;0.00157;1e-05;0.0;0.0
222;16 jaar;1985;0.00163;0.00161;1e-05;1e-05;0.0
223;16 jaar;1986;0.00144;0.00142;2e-05;0.0;0.0
224;16 jaar;1987;0.00123;0.00123;1e-05;0.0;0.0
225;16 jaar;1988;0.0011;0.00107;2e-05;1e-05;0.0
226;16 jaar;1989;0.00103;0.00102;1e-05;0.0;0.0
227;16 jaar;1990;0.00087;0.00084;3e-05;0.0;0.0
228;16 jaar;1991;0.00097;0.00093;4e-05;0.0;0.0
229;16 jaar;1992;0.00093;0.00092;1e-05;0.0;0.0
230;16 jaar;1993;0.00082;0.00081;1e-05;0.0;0.0
231;16 jaar;1994;0.0007;0.00069;1e-05;0.0;0.0
232;16 jaar;1995;0.00083;0.00083;0.0;0.0;0.0
233;16 jaar;1996;0.00076;0.00076;0.0;0.0;0.0
234;16 jaar;1997;0.00059;0.00058;1e-05;0.0;0.0
235;16 jaar;1998;0.00069;0.00068;1e-05;0.0;0.0
236;16 jaar;1999;0.00071;0.00071;0.0;0.0;0.0
237;16 jaar;2000;0.00072;0.00072;0.0;0.0;0.0
238;16 jaar;2001;0.0007;0.0007;0.0;0.0;0.0
239;16 jaar;2002;0.00069;0.00068;1e-05;0.0;0.0
240;16 jaar;2003;0.00071;0.0007;1e-05;0.0;0.0
241;16 jaar;2004;0.00071;0.0007;0.0;0.0;0.0
242;16 jaar;2005;0.00071;0.0007;0.0;0.0;0.0
243;16 jaar;2006;0.0007;0.0007;1e-05;0.0;0.0
244;16 jaar;2007;0.0007;0.0007;1e-05;0.0;0.0
245;16 jaar;2008;0.0007;0.0007;1e-05;0.0;0.0
246;16 jaar;2009;0.0007;0.0007;1e-05;0.0;0.0
247;16 jaar;2010;0.0007;0.0007;1e-05;0.0;0.0
248;16 jaar;2011;0.0007;0.0007;1e-05;0.0;0.0
249;16 jaar;2012;0.0007;0.0007;1e-05;0.0;0.0
250;16 jaar;2013;0.0007;0.0007;1e-05;0.0;0.0
251;16 jaar;2014;0.0007;0.0007;1e-05;0.0;0.0
252;16 jaar;2015;0.0007;0.0007;1e-05;0.0;0.0
253;16 jaar;2016;0.0007;0.0007;1e-05;0.0;0.0
254;16 jaar;2017;0.0007;0.0007;1e-05;0.0;0.0
255;16 jaar;2018;0.0007;0.0007;1e-05;0.0;0.0
256;16 jaar;2019;0.0007;0.0007;1e-05;0.0;0.0
257;16 jaar;2020;0.0007;0.0007;1e-05;0.0;0.0
258;17 jaar;1935;0.00481;0.00468;0.00013;0.0;0.0
259;17 jaar;1936;0.00482;0.00469;0.00013;0.0;0.0
260;17 jaar;1937;0.00488;0.00469;0.00019;0.0;0.0
261;17 jaar;1938;0.00517;0.00499;0.00018;0.0;0.0
262;17 jaar;1939;0.0056;0.00538;0.00022;0.0;0.0
263;17 jaar;1940;0.00582;0.00554;0.00026;1e-05;1e-05
264;17 jaar;1941;0.00689;0.00654;0.00034;1e-05;0.0
265;17 jaar;1942;0.00768;0.00735;0.00033;0.0;0.0
266;17 jaar;1943;0.00737;0.00702;0.00035;0.0;0.0
267;17 jaar;1944;0.00846;0.00804;0.00041;1e-05;0.0
268;17 jaar;1945;0.00882;0.00844;0.00038;0.0;0.0
269;17 jaar;1946;0.00861;0.0082;0.00041;0.0;0.0
270;17 jaar;1947;0.0097;0.00925;0.00044;1e-05;0.0
271;17 jaar;1948;0.00933;0.00891;0.00041;1e-05;0.0
272;17 jaar;1949;0.00987;0.00944;0.00043;0.0;0.0
273;17 jaar;1950;0.00961;0.00922;0.00038;1e-05;0.0
274;17 jaar;1951;0.01075;0.01033;0.00042;0.0;0.0
275;17 jaar;1952;0.0113;0.01089;0.0004;1e-05;0.0
276;17 jaar;1953;0.01151;0.01107;0.00042;2e-05;0.0
277;17 jaar;1954;0.01235;0.01188;0.00044;2e-05;1e-05
278;17 jaar;1955;0.01111;0.01066;0.00043;1e-05;1e-05
279;17 jaar;1956;0.00902;0.00862;0.0004;0.0;0.0
280;17 jaar;1957;0.00798;0.00778;0.00019;1e-05;0.0
281;17 jaar;1958;0.0059;0.00572;0.00017;1e-05;0.0
282;17 jaar;1959;0.00543;0.00522;0.0002;1e-05;0.0
283;17 jaar;1960;0.00561;0.00549;0.00012;0.0;0.0
284;17 jaar;1961;0.00451;0.00444;6e-05;1e-05;0.0
285;17 jaar;1962;0.00477;0.00466;9e-05;2e-05;0.0
286;17 jaar;1963;0.00468;0.00448;0.0002;0.0;0.0
287;17 jaar;1964;0.00462;0.00446;0.00016;0.0;0.0
288;17 jaar;1965;0.00415;0.00398;0.00017;0.0;0.0
289;17 jaar;1966;0.00354;0.0034;0.00013;1e-05;0.0
290;17 jaar;1967;0.00361;0.00343;0.00018;0.0;0.0
291;17 jaar;1968;0.00323;0.00308;0.00013;2e-05;0.0
292;17 jaar;1969;0.00332;0.00322;0.0001;0.0;0.0
293;17 jaar;1970;0.00347;0.0033;0.00017;0.0;0.0
294;17 jaar;1971;0.00398;0.00378;0.00019;1e-05;0.0
295;17 jaar;1972;0.004;0.00382;0.00017;1e-05;0.0
296;17 jaar;1973;0.00431;0.00406;0.00024;1e-05;0.0
297;17 jaar;1974;0.00456;0.00434;0.0002;2e-05;0.0
298;17 jaar;1975;0.00371;0.0036;0.0001;1e-05;0.0
299;17 jaar;1976;0.00316;0.00307;9e-05;0.0;0.0
300;17 jaar;1977;0.00349;0.00334;0.00014;1e-05;0.0
301;17 jaar;1978;0.00261;0.00242;0.00017;2e-05;0.0
302;17 jaar;1979;0.0025;0.00243;7e-05;0.0;0.0
303;17 jaar;1980;0.00264;0.00254;0.0001;0.0;0.0
304;17 jaar;1981;0.00295;0.00287;6e-05;2e-05;0.0
305;17 jaar;1982;0.00354;0.0034;0.00014;0.0;0.0
306;17 jaar;1983;0.0037;0.00354;0.00015;0.0;1e-05
307;17 jaar;1984;0.00466;0.00448;0.00018;0.0;0.0
308;17 jaar;1985;0.00398;0.00382;0.00014;2e-05;0.0
309;17 jaar;1986;0.00347;0.00343;4e-05;0.0;0.0
310;17 jaar;1987;0.00292;0.00279;0.00012;1e-05;0.0
311;17 jaar;1988;0.00273;0.00265;7e-05;0.0;0.0
312;17 jaar;1989;0.00261;0.00253;8e-05;0.0;0.0
313;17 jaar;1990;0.00248;0.00242;5e-05;1e-05;0.0
314;17 jaar;1991;0.00233;0.0023;3e-05;0.0;0.0
315;17 jaar;1992;0.00232;0.00222;9e-05;1e-05;0.0
316;17 jaar;1993;0.00224;0.00221;3e-05;0.0;0.0
317;17 jaar;1994;0.00194;0.00189;5e-05;0.0;0.0
318;17 jaar;1995;0.00203;0.002;2e-05;0.0;0.0
319;17 jaar;1996;0.00167;0.00165;2e-05;0.0;0.0
320;17 jaar;1997;0.00197;0.00192;5e-05;0.0;0.0
321;17 jaar;1998;0.00196;0.00193;3e-05;0.0;0.0
322;17 jaar;1999;0.00193;0.0019;4e-05;0.0;0.0
323;17 jaar;2000;0.00193;0.00189;3e-05;0.0;0.0
324;17 jaar;2001;0.0019;0.00186;3e-05;0.0;0.0
325;17 jaar;2002;0.00194;0.0019;4e-05;0.0;0.0
326;17 jaar;2003;0.00193;0.0019;3e-05;0.0;0.0
327;17 jaar;2004;0.00192;0.00189;3e-05;0.0;0.0
328;17 jaar;2005;0.00192;0.00189;3e-05;0.0;0.0
329;17 jaar;2006;0.00192;0.00189;3e-05;0.0;0.0
330;17 jaar;2007;0.00193;0.00189;3e-05;0.0;0.0
331;17 jaar;2008;0.00193;0.00189;3e-05;0.0;0.0
332;17 jaar;2009;0.00193;0.00189;3e-05;0.0;0.0
333;17 jaar;2010;0.00193;0.00189;3e-05;0.0;0.0
334;17 jaar;2011;0.00193;0.00189;3e-05;0.0;0.0
335;17 jaar;2012;0.00193;0.00189;3e-05;0.0;0.0
336;17 jaar;2013;0.00193;0.00189;3e-05;0.0;0.0
337;17 jaar;2014;0.00193;0.00189;3e-05;0.0;0.0
338;17 jaar;2015;0.00193;0.00189;3e-05;0.0;0.0
339;17 jaar;2016;0.00193;0.00189;3e-05;0.0;0.0
340;17 jaar;2017;0.00193;0.00189;3e-05;0.0;0.0
341;17 jaar;2018;0.00193;0.00189;3e-05;0.0;0.0
342;17 jaar;2019;0.00193;0.00189;3e-05;0.0;0.0
343;17 jaar;2020;0.00193;0.00189;3e-05;0.0;0.0
344;18 jaar;1935;0.01415;0.0132;0.00091;4e-05;0.0
345;18 jaar;1936;0.01352;0.0123;0.00119;3e-05;0.0
346;18 jaar;1937;0.01463;0.01345;0.00113;5e-05;0.0
347;18 jaar;1938;0.01458;0.01347;0.00109;2e-05;0.0
348;18 jaar;1939;0.01515;0.01389;0.00121;5e-05;0.0
349;18 jaar;1940;0.01568;0.01435;0.00127;6e-05;0.0
350;18 jaar;1941;0.01841;0.01677;0.00153;0.00011;0.0
351;18 jaar;1942;0.01902;0.01717;0.00175;0.0001;0.0
352;18 jaar;1943;0.02056;0.01848;0.00202;5e-05;1e-05
353;18 jaar;1944;0.02117;0.01908;0.002;9e-05;0.0
354;18 jaar;1945;0.02303;0.02059;0.00235;9e-05;0.0
355;18 jaar;1946;0.02259;0.02026;0.00223;9e-05;1e-05
356;18 jaar;1947;0.02351;0.02121;0.00223;7e-05;0.0
357;18 jaar;1948;0.02308;0.02092;0.00209;6e-05;1e-05
358;18 jaar;1949;0.02327;0.02122;0.00199;6e-05;0.0
359;18 jaar;1950;0.02393;0.02181;0.00206;6e-05;0.0
360;18 jaar;1951;0.02596;0.02379;0.00212;4e-05;1e-05
361;18 jaar;1952;0.02602;0.02406;0.00187;9e-05;0.0
362;18 jaar;1953;0.02479;0.02282;0.00188;7e-05;2e-05
363;18 jaar;1954;0.02266;0.0211;0.00151;5e-05;0.0
364;18 jaar;1955;0.0202;0.01883;0.00134;3e-05;0.0
365;18 jaar;1956;0.0163;0.01508;0.00117;5e-05;0.0
366;18 jaar;1957;0.01369;0.01272;0.00093;4e-05;0.0
367;18 jaar;1958;0.01191;0.01094;0.00094;3e-05;0.0
368;18 jaar;1959;0.0113;0.01025;0.00102;3e-05;0.0
369;18 jaar;1960;0.01108;0.01004;0.00099;5e-05;0.0
370;18 jaar;1961;0.00923;0.00842;0.00079;2e-05;0.0
371;18 jaar;1962;0.01009;0.00923;0.00083;2e-05;1e-05
372;18 jaar;1963;0.01024;0.00951;0.00071;2e-05;0.0
373;18 jaar;1964;0.00873;0.00795;0.00077;1e-05;0.0
374;18 jaar;1965;0.00782;0.00709;0.00071;2e-05;0.0
375;18 jaar;1966;0.00785;0.00706;0.00076;3e-05;0.0
376;18 jaar;1967;0.00683;0.00624;0.00056;3e-05;0.0
377;18 jaar;1968;0.00742;0.00687;0.00052;3e-05;0.0
378;18 jaar;1969;0.00697;0.00632;0.00063;2e-05;0.0
379;18 jaar;1970;0.00753;0.00691;0.00061;0.0;1e-05
