ID;Geslacht;Leeftijd;Herkomstgroepering;Migratiereden;SociaaleconomischeCategorie;Verblijfsduur;JaarVanImmigratie;Immigranten_1
51;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;1999 ;120935.0
52;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2000 ;135595.0
53;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2001;135780.0
54;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2002 ;124580.0
55;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2003;107215.0
56;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2004 ;97110.0
57;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2005 ;96220.0
58;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2006;104985.0
59;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2007 ;121115.0
60;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2008;147870.0
61;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2009;150760.0
62;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2010 ;154305.0
63;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2011;163400.0
64;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2012 ;
65;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2013 ;
66;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2014 ;
67;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;4 jaar;2015 ;
68;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;1999 ;120935.0
69;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2000 ;135595.0
70;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2001;135780.0
71;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2002 ;124580.0
72;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2003;107215.0
73;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2004 ;97110.0
74;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2005 ;96220.0
75;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2006;104985.0
76;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2007 ;121115.0
77;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2008;147870.0
78;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2009;150760.0
79;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2010 ;154305.0
80;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2011;
81;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2012 ;
82;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2013 ;
83;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2014 ;
84;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;5 jaar;2015 ;
85;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;1999 ;120935.0
86;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2000 ;135595.0
87;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2001;135780.0
88;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2002 ;124580.0
89;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2003;107215.0
90;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2004 ;97110.0
91;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2005 ;96220.0
92;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2006;104985.0
93;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2007 ;121115.0
94;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2008;147870.0
95;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2009;150760.0
96;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2010 ;
97;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2011;
98;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2012 ;
99;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2013 ;
100;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2014 ;
101;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;6 jaar;2015 ;
102;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;1999 ;120935.0
103;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2000 ;135595.0
104;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2001;135780.0
105;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2002 ;124580.0
106;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2003;107215.0
107;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2004 ;97110.0
108;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2005 ;96220.0
109;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2006;104985.0
110;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2007 ;121115.0
111;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2008;147870.0
112;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2009;
113;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2010 ;
114;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2011;
115;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2012 ;
116;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2013 ;
117;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2014 ;
118;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;7 jaar;2015 ;
119;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;1999 ;120935.0
120;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2000 ;135595.0
121;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2001;135780.0
122;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2002 ;124580.0
123;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2003;107215.0
124;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2004 ;97110.0
125;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2005 ;96220.0
126;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2006;104985.0
127;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2007 ;121115.0
128;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2008;
129;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2009;
130;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2010 ;
131;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2011;
132;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2012 ;
133;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2013 ;
134;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2014 ;
135;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;8 jaar;2015 ;
136;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;1999 ;120935.0
137;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2000 ;135595.0
138;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2001;135780.0
139;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2002 ;124580.0
140;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2003;107215.0
141;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2004 ;97110.0
142;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2005 ;96220.0
143;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2006;104985.0
144;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2007 ;
145;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2008;
146;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2009;
147;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2010 ;
148;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2011;
149;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2012 ;
150;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2013 ;
151;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2014 ;
152;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;9 jaar;2015 ;
153;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;1999 ;120935.0
154;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2000 ;135595.0
155;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2001;135780.0
156;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2002 ;124580.0
157;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2003;107215.0
158;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2004 ;97110.0
159;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2005 ;96220.0
160;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2006;
161;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2007 ;
162;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2008;
163;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2009;
164;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2010 ;
165;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2011;
166;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2012 ;
167;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2013 ;
168;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2014 ;
169;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Totaal;10 jaar;2015 ;
170;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;1999 ;33845.0
171;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2000 ;37790.0
172;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2001;37385.0
173;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2002 ;33305.0
174;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2003;27740.0
175;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2004 ;25800.0
176;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2005 ;27125.0
177;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2006;32780.0
178;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2007 ;39620.0
179;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2008;46530.0
180;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2009;42955.0
181;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2010 ;44475.0
182;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2011;47210.0
183;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2012 ;44205.0
184;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2013 ;45715.0
185;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2014 ;51500.0
186;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;1 jaar;2015 ;
187;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;1999 ;34710.0
188;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2000 ;36255.0
189;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2001;35125.0
190;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2002 ;30805.0
191;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2003;27360.0
192;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2004 ;26240.0
193;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2005 ;27660.0
194;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2006;32185.0
195;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2007 ;37260.0
196;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2008;43230.0
197;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2009;41570.0
198;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2010 ;41300.0
199;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2011;43220.0
200;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2012 ;41685.0
201;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2013 ;43190.0
202;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2014 ;
203;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;2 jaar;2015 ;
204;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;1999 ;34095.0
205;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2000 ;34835.0
206;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2001;32820.0
207;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2002 ;30080.0
208;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2003;27530.0
209;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2004 ;27385.0
210;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2005 ;28110.0
211;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2006;31055.0
212;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2007 ;35920.0
213;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2008;42435.0
214;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2009;40045.0
215;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2010 ;38855.0
216;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2011;41760.0
217;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2012 ;40815.0
218;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2013 ;
219;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2014 ;
220;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;3 jaar;2015 ;
221;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;1999 ;33005.0
222;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2000 ;33200.0
223;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2001;32420.0
224;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2002 ;30445.0
225;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2003;28490.0
226;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2004 ;28010.0
227;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2005 ;27415.0
228;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Totaal;Werknemer en zelfstandige;4 jaar;2006;29965.0
