ID;Geslacht;Leeftijd;IndicatieZMVGrondslagEnZzp;GebruikZMV;Persoonskenmerken;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4;OpnamedagenInJaar_5
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Nederlandse Antillen of Aruba;2012;3625.0;2.39;3090.0;2.12;
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Nederlandse Antillen of Aruba;2013;3670.0;2.4;3255.0;2.22;
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Nederlandse Antillen of Aruba;2014;3815.0;2.47;3395.0;2.28;
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2009;2090.0;0.54;1700.0;0.44;
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2010;2535.0;0.64;2050.0;0.53;
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2011;2815.0;0.7;2225.0;0.57;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2012;3160.0;0.78;2595.0;0.66;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2013;3075.0;0.76;2685.0;0.68;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Turkije;2014;3285.0;0.81;2860.0;0.72;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2009;2110.0;0.6;1795.0;0.52;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2010;2700.0;0.75;2175.0;0.61;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2011;3050.0;0.83;2490.0;0.69;
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2012;3435.0;0.92;2845.0;0.77;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2013;3415.0;0.9;3015.0;0.81;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: Marokko;2014;3655.0;0.95;3190.0;0.84;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2009;4435.0;0.66;3735.0;0.58;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2010;5310.0;0.76;4345.0;0.65;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2011;5995.0;0.83;5015.0;0.73;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2012;6675.0;0.9;5635.0;0.8;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2013;6740.0;0.88;5870.0;0.81;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Herkomst: overig niet-westers allochtoon;2014;7090.0;0.89;6205.0;0.82;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2009;92465.0;5.49;79935.0;4.95;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2010;96445.0;5.7;85045.0;5.24;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2011;96055.0;5.64;85790.0;5.28;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2012;93970.0;5.5;84440.0;5.19;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2013;89390.0;5.22;81430.0;4.99;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 1e 10%-groep;2014;79575.0;4.63;72880.0;4.44;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2009;114915.0;6.82;91470.0;5.57;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2010;110175.0;6.51;85865.0;5.2;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2011;113555.0;6.67;89735.0;5.41;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2012;116115.0;6.8;92325.0;5.55;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2013;111545.0;6.51;92550.0;5.55;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 2e 10%-groep;2014;116245.0;6.76;98020.0;5.85;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2009;58015.0;3.44;41515.0;2.51;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2010;70660.0;4.17;50245.0;3.03;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2011;74340.0;4.37;53755.0;3.22;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2012;78245.0;4.58;56610.0;3.39;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2013;68390.0;3.99;52785.0;3.15;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 3e 10%-groep;2014;66800.0;3.88;51735.0;3.08;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2009;37205.0;2.21;26625.0;1.6;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2010;43370.0;2.56;29830.0;1.79;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2011;47230.0;2.78;33070.0;1.97;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2012;50640.0;2.96;35210.0;2.1;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2013;42455.0;2.48;31925.0;1.89;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 4e 10%-groep;2014;41995.0;2.44;31705.0;1.88;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2009;27495.0;1.63;19310.0;1.16;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2010;29600.0;1.75;20485.0;1.22;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2011;30760.0;1.81;21415.0;1.27;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2012;32875.0;1.93;22680.0;1.35;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2013;27160.0;1.59;20520.0;1.21;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 5e 10%-groep;2014;26085.0;1.52;19695.0;1.16;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2009;21685.0;1.29;15205.0;0.91;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2010;23085.0;1.36;15760.0;0.94;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2011;23635.0;1.39;16460.0;0.98;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2012;25445.0;1.49;17580.0;1.04;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2013;20850.0;1.22;15650.0;0.92;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 6e 10%-groep;2014;19620.0;1.14;14655.0;0.86;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2009;18875.0;1.12;13005.0;0.78;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2010;19800.0;1.17;13475.0;0.8;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2011;20575.0;1.21;14110.0;0.84;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2012;21760.0;1.27;14875.0;0.88;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2013;18105.0;1.06;13355.0;0.79;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 7e 10%-groep;2014;16880.0;0.98;12640.0;0.74;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2009;15880.0;0.94;10975.0;0.66;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2010;16655.0;0.98;11190.0;0.67;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2011;16805.0;0.99;11595.0;0.69;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2012;18155.0;1.06;12410.0;0.73;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2013;14825.0;0.87;11000.0;0.65;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 8e 10%-groep;2014;13690.0;0.8;10305.0;0.6;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2009;14455.0;0.86;9880.0;0.59;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2010;14600.0;0.86;9910.0;0.59;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2011;14650.0;0.86;10170.0;0.6;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2012;15670.0;0.92;10955.0;0.65;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2013;12995.0;0.76;9775.0;0.58;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 9e 10%-groep;2014;11765.0;0.68;8875.0;0.52;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 10e 10%-groep;2009;13190.0;0.78;8835.0;0.53;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 10e 10%-groep;2010;13535.0;0.8;9080.0;0.54;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 10e 10%-groep;2011;12720.0;0.75;8710.0;0.52;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 10e 10%-groep;2012;13880.0;0.81;9530.0;0.56;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Inkomen: 10e 10%-groep;2013;10835.0;0.63;8150.0;0.48;
