ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;GemiddeldAardgasverbruik_5;GemiddeldElektriciteitsverbruik_6;Stadsverwarming_7
57;Totaal woningen;Wittewierum;Ten Boer                                ;Buurt     ;BU00090104;1;2260.0;3760.0;
58;Totaal woningen;Lellens;Ten Boer                                ;Buurt     ;BU00090106;1;1790.0;3430.0;
59;Totaal woningen;Verspr.h. ten noorden van het Eemskanaal;Ten Boer                                ;Buurt     ;BU00090109;1;1970.0;3510.0;
60;Totaal woningen;Delfzijl;Delfzijl                                ;Gemeente  ;GM0010    ;.;1550.0;2820.0;
61;Totaal woningen;Wijk 00 Stad;Delfzijl                                ;Wijk      ;WK001000  ;1;1420.0;2650.0;
62;Totaal woningen;Delfzijl-Centrum;Delfzijl                                ;Buurt     ;BU00100000;1;1120.0;1890.0;
63;Totaal woningen;Farmsum;Delfzijl                                ;Buurt     ;BU00100001;1;1510.0;2780.0;
64;Totaal woningen;Delfzijl-Noord;Delfzijl                                ;Buurt     ;BU00100002;1;1380.0;2580.0;
65;Totaal woningen;Delfzijl-West;Delfzijl                                ;Buurt     ;BU00100003;1;1530.0;2520.0;
66;Totaal woningen;Fivelzigt;Delfzijl                                ;Buurt     ;BU00100004;1;1550.0;3270.0;
67;Totaal woningen;Tuikwerd;Delfzijl                                ;Buurt     ;BU00100005;1;1360.0;2970.0;
68;Totaal woningen;Wijk 01 Land;Delfzijl                                ;Wijk      ;WK001001  ;1;2120.0;3690.0;
69;Totaal woningen;Meedhuizen;Delfzijl                                ;Buurt     ;BU00100103;1;2120.0;3660.0;
70;Totaal woningen;Uitwierde;Delfzijl                                ;Buurt     ;BU00100104;1;2260.0;3250.0;
71;Totaal woningen;Verspr.h. Eemskanaal (ten zuiden);Delfzijl                                ;Buurt     ;BU00100107;1;2040.0;3980.0;
72;Totaal woningen;Industrieterrein;Delfzijl                                ;Buurt     ;BU00100108;1;;;
73;Totaal woningen;Verspreide huizen in het noorden;Delfzijl                                ;Buurt     ;BU00100109;1;;;
74;Totaal woningen;Wijk 02;Delfzijl                                ;Wijk      ;WK001002  ;1;1830.0;3170.0;
75;Totaal woningen;Woldendorp;Delfzijl                                ;Buurt     ;BU00100200;1;1820.0;3240.0;
76;Totaal woningen;Termunten;Delfzijl                                ;Buurt     ;BU00100201;1;1880.0;3490.0;
77;Totaal woningen;Termunterzijl;Delfzijl                                ;Buurt     ;BU00100202;1;1780.0;2800.0;
78;Totaal woningen;Borgsweer;Delfzijl                                ;Buurt     ;BU00100203;1;1880.0;3380.0;
79;Totaal woningen;Wagenborgen;Delfzijl                                ;Buurt     ;BU00100205;1;1810.0;3020.0;
80;Totaal woningen;Verspreide huizen Wagenborgen;Delfzijl                                ;Buurt     ;BU00100207;1;1990.0;3980.0;
81;Totaal woningen;Verspreide huizen Termunten;Delfzijl                                ;Buurt     ;BU00100209;1;1940.0;3560.0;
82;Totaal woningen;Wijk 03;Delfzijl                                ;Wijk      ;WK001003  ;1;1890.0;3140.0;
83;Totaal woningen;Bierum;Delfzijl                                ;Buurt     ;BU00100300;1;1900.0;3060.0;
84;Totaal woningen;Spijk;Delfzijl                                ;Buurt     ;BU00100301;1;1840.0;3050.0;
85;Totaal woningen;Holwierde;Delfzijl                                ;Buurt     ;BU00100302;1;1830.0;3170.0;
86;Totaal woningen;Godlinze;Delfzijl                                ;Buurt     ;BU00100303;1;1880.0;3120.0;
87;Totaal woningen;Losdorp;Delfzijl                                ;Buurt     ;BU00100304;1;1860.0;3210.0;
88;Totaal woningen;Krewerd;Delfzijl                                ;Buurt     ;BU00100305;1;2050.0;3300.0;
89;Totaal woningen;Verspreide huizen Bierum;Delfzijl                                ;Buurt     ;BU00100309;1;2110.0;3380.0;
90;Totaal woningen;Groningen;Groningen                               ;Gemeente  ;GM0014    ;.;1220.0;2390.0;
91;Totaal woningen;Centrum;Groningen                               ;Wijk      ;WK001400  ;3;1150.0;2310.0;
92;Totaal woningen;Binnenstad-Noord;Groningen                               ;Buurt     ;BU00140000;3;1300.0;2440.0;
93;Totaal woningen;Binnenstad-Zuid;Groningen                               ;Buurt     ;BU00140001;3;1220.0;2390.0;
94;Totaal woningen;Binnenstad-Oost;Groningen                               ;Buurt     ;BU00140002;3;1110.0;2230.0;
95;Totaal woningen;Binnenstad-West;Groningen                               ;Buurt     ;BU00140003;3;1220.0;2190.0;
96;Totaal woningen;Noorderplantsoen;Groningen                               ;Buurt     ;BU00140004;3;;;
97;Totaal woningen;Hortusbuurt;Groningen                               ;Buurt     ;BU00140005;3;1380.0;2210.0;
98;Totaal woningen;Ebbingekwartier;Groningen                               ;Buurt     ;BU00140006;3;360.0;2100.0;56.3
99;Totaal woningen;UMCG;Groningen                               ;Buurt     ;BU00140007;3;;;
100;Totaal woningen;Stationsgebied;Groningen                               ;Buurt     ;BU00140008;3;910.0;2640.0;
101;Totaal woningen;Oud-Zuid;Groningen                               ;Wijk      ;WK001401  ;3;1240.0;2100.0;
102;Totaal woningen;De Meeuwen;Groningen                               ;Buurt     ;BU00140100;3;970.0;2470.0;
103;Totaal woningen;Oosterpoort;Groningen                               ;Buurt     ;BU00140101;3;1180.0;2030.0;
104;Totaal woningen;Herewegbuurt;Groningen                               ;Buurt     ;BU00140102;3;1470.0;2380.0;
105;Totaal woningen;Rivierenbuurt;Groningen                               ;Buurt     ;BU00140103;3;1260.0;2080.0;
106;Totaal woningen;Grunobuurt;Groningen                               ;Buurt     ;BU00140104;3;1110.0;1900.0;7.7
107;Totaal woningen;Badstratenbuurt;Groningen                               ;Buurt     ;BU00140105;3;1030.0;1890.0;
108;Totaal woningen;Zeeheldenbuurt;Groningen                               ;Buurt     ;BU00140106;3;1450.0;2250.0;
109;Totaal woningen;Laanhuizen;Groningen                               ;Buurt     ;BU00140107;3;1240.0;2100.0;
110;Totaal woningen;Stadspark;Groningen                               ;Buurt     ;BU00140108;3;;;
111;Totaal woningen;Martini Trade Park;Groningen                               ;Buurt     ;BU00140109;3;;;
112;Totaal woningen;Oud-West;Groningen                               ;Wijk      ;WK001402  ;3;1330.0;2250.0;
113;Totaal woningen;Oranjebuurt;Groningen                               ;Buurt     ;BU00140200;3;1290.0;2140.0;
114;Totaal woningen;Noorderplantsoenbuurt;Groningen                               ;Buurt     ;BU00140201;3;1330.0;2080.0;
115;Totaal woningen;Schildersbuurt;Groningen                               ;Buurt     ;BU00140202;3;1490.0;2700.0;
116;Totaal woningen;Kostverloren;Groningen                               ;Buurt     ;BU00140203;3;1120.0;1920.0;
117;Totaal woningen;Oud-Noord;Groningen                               ;Wijk      ;WK001403  ;3;1120.0;2040.0;
118;Totaal woningen;De Hoogte;Groningen                               ;Buurt     ;BU00140300;3;960.0;1960.0;
119;Totaal woningen;Indische buurt;Groningen                               ;Buurt     ;BU00140301;3;1090.0;2000.0;
120;Totaal woningen;Professorenbuurt;Groningen                               ;Buurt     ;BU00140302;3;1290.0;2250.0;5.3
121;Totaal woningen;Oosterparkwijk;Groningen                               ;Wijk      ;WK001404  ;3;1210.0;2020.0;
122;Totaal woningen;Gorechtbuurt;Groningen                               ;Buurt     ;BU00140400;3;1390.0;2080.0;
123;Totaal woningen;Vogelbuurt;Groningen                               ;Buurt     ;BU00140401;3;940.0;2160.0;
124;Totaal woningen;Bloemenbuurt;Groningen                               ;Buurt     ;BU00140402;3;1040.0;1940.0;
125;Totaal woningen;Florabuurt;Groningen                               ;Buurt     ;BU00140403;3;1040.0;1870.0;
126;Totaal woningen;Damsterbuurt;Groningen                               ;Buurt     ;BU00140404;3;1170.0;1840.0;
127;Totaal woningen;Zuidoost;Groningen                               ;Wijk      ;WK001405  ;3;1010.0;2540.0;
128;Totaal woningen;De Linie;Groningen                               ;Buurt     ;BU00140500;3;1020.0;2890.0;
129;Totaal woningen;Europapark;Groningen                               ;Buurt     ;BU00140501;3;;2930.0;
130;Totaal woningen;Eemskanaal;Groningen                               ;Buurt     ;BU00140502;3;;;
131;Totaal woningen;Kop van Oost;Groningen                               ;Buurt     ;BU00140503;3;1040.0;2430.0;
132;Totaal woningen;Woonschepenhaven;Groningen                               ;Buurt     ;BU00140504;3;;;
133;Totaal woningen;Driebond;Groningen                               ;Buurt     ;BU00140505;3;;;
134;Totaal woningen;Eemspoort;Groningen                               ;Buurt     ;BU00140506;3;;;
135;Totaal woningen;Euvelgunne;Groningen                               ;Buurt     ;BU00140507;3;;;
136;Totaal woningen;Winschoterdiep;Groningen                               ;Buurt     ;BU00140508;3;;;
137;Totaal woningen;Stainkoel'n;Groningen                               ;Buurt     ;BU00140509;3;;;
138;Totaal woningen;Roodehaan;Groningen                               ;Buurt     ;BU00140510;3;3390.0;5930.0;
139;Totaal woningen;Waterhuizen;Groningen                               ;Buurt     ;BU00140511;3;;;
140;Totaal woningen;Helpman e.o.;Groningen                               ;Wijk      ;WK001406  ;3;1450.0;2450.0;
141;Totaal woningen;Sterrebosbuurt;Groningen                               ;Buurt     ;BU00140600;3;1510.0;3350.0;
142;Totaal woningen;Coendersborg;Groningen                               ;Buurt     ;BU00140601;3;1420.0;2540.0;
143;Totaal woningen;Klein Martijn;Groningen                               ;Buurt     ;BU00140602;3;1770.0;3610.0;
144;Totaal woningen;Villabuurt;Groningen                               ;Buurt     ;BU00140603;3;2900.0;4160.0;
145;Totaal woningen;Helpman;Groningen                               ;Buurt     ;BU00140604;3;1440.0;2190.0;
146;Totaal woningen;De Wijert;Groningen                               ;Buurt     ;BU00140605;3;1060.0;2020.0;
147;Totaal woningen;De Wijert-Zuid;Groningen                               ;Buurt     ;BU00140606;3;1660.0;2870.0;
148;Totaal woningen;Zuidwest;Groningen                               ;Wijk      ;WK001407  ;3;1130.0;2350.0;
149;Totaal woningen;Corpus den Hoorn;Groningen                               ;Buurt     ;BU00140700;3;980.0;1980.0;
150;Totaal woningen;Hoornse Meer;Groningen                               ;Buurt     ;BU00140701;3;1050.0;2290.0;
151;Totaal woningen;Hoornse Park;Groningen                               ;Buurt     ;BU00140702;3;1970.0;3650.0;
152;Totaal woningen;Van Swieten;Groningen                               ;Buurt     ;BU00140703;3;;;
153;Totaal woningen;Piccardthof;Groningen                               ;Buurt     ;BU00140704;3;1770.0;4220.0;
154;Totaal woningen;Bruilweering;Groningen                               ;Buurt     ;BU00140705;3;;;
155;Totaal woningen;Hoogkerk e.o.;Groningen                               ;Wijk      ;WK001408  ;3;1380.0;3080.0;
156;Totaal woningen;Hoogkerk Dorp;Groningen                               ;Buurt     ;BU00140800;3;1460.0;2740.0;
157;Totaal woningen;Hoogkerk-Zuid;Groningen                               ;Buurt     ;BU00140801;3;1300.0;2790.0;
158;Totaal woningen;Westpoort;Groningen                               ;Buurt     ;BU00140802;3;;;
159;Totaal woningen;Vierverlaten;Groningen                               ;Buurt     ;BU00140803;3;2060.0;3690.0;
160;Totaal woningen;Zuidwending;Groningen                               ;Buurt     ;BU00140804;3;2330.0;3860.0;
161;Totaal woningen;Leegkerk;Groningen                               ;Buurt     ;BU00140805;3;2460.0;3590.0;
162;Totaal woningen;Gravenburg;Groningen                               ;Buurt     ;BU00140806;3;1320.0;3870.0;
163;Totaal woningen;Suikerfabriekterrein;Groningen                               ;Buurt     ;BU00140807;3;;;
164;Totaal woningen;Peizerweg;Groningen                               ;Buurt     ;BU00140808;3;;;
165;Totaal woningen;Bangeweer;Groningen                               ;Buurt     ;BU00140809;3;1900.0;3500.0;
166;Totaal woningen;De Buitenhof;Groningen                               ;Buurt     ;BU00140810;3;1440.0;3610.0;
167;Totaal woningen;Kranenburg;Groningen                               ;Buurt     ;BU00140811;3;;;
168;Totaal woningen;De Kring;Groningen                               ;Buurt     ;BU00140812;3;1280.0;3790.0;
169;Totaal woningen;Nieuw-West;Groningen                               ;Wijk      ;WK001409  ;3;1110.0;2660.0;5.4
170;Totaal woningen;Vinkhuizen-Noord;Groningen                               ;Buurt     ;BU00140900;3;1140.0;2380.0;
171;Totaal woningen;Vinkhuizen-Zuid;Groningen                               ;Buurt     ;BU00140901;3;990.0;2440.0;16.9
172;Totaal woningen;Hoendiep;Groningen                               ;Buurt     ;BU00140902;3;1600.0;3000.0;
173;Totaal woningen;Friesestraatweg;Groningen                               ;Buurt     ;BU00140903;3;2200.0;3340.0;
174;Totaal woningen;Reitdiep;Groningen                               ;Buurt     ;BU00140904;3;1160.0;3310.0;
175;Totaal woningen;Dorkwerd;Groningen                               ;Buurt     ;BU00140905;3;2160.0;3150.0;
176;Totaal woningen;De Held;Groningen                               ;Buurt     ;BU00140906;3;1170.0;3290.0;
177;Totaal woningen;Westpark;Groningen                               ;Buurt     ;BU00140907;3;;;
178;Totaal woningen;Noordwest;Groningen                               ;Wijk      ;WK001410  ;3;1350.0;2340.0;
179;Totaal woningen;Selwerd;Groningen                               ;Buurt     ;BU00141000;3;1160.0;2030.0;
180;Totaal woningen;Paddepoel-Zuid;Groningen                               ;Buurt     ;BU00141001;3;1250.0;2250.0;
181;Totaal woningen;Paddepoel-Noord;Groningen                               ;Buurt     ;BU00141002;3;1660.0;1990.0;
182;Totaal woningen;Zernike Campus;Groningen                               ;Buurt     ;BU00141003;3;;;
183;Totaal woningen;Selwerderhof;Groningen                               ;Buurt     ;BU00141004;3;;;
184;Totaal woningen;Tuinwijk;Groningen                               ;Buurt     ;BU00141005;3;1120.0;1860.0;
185;Totaal woningen;Noordoost;Groningen                               ;Wijk      ;WK001411  ;3;1170.0;2720.0;
186;Totaal woningen;Beijum-West;Groningen                               ;Buurt     ;BU00141100;3;1210.0;2570.0;
187;Totaal woningen;Beijum-Oost;Groningen                               ;Buurt     ;BU00141101;3;1040.0;2550.0;
188;Totaal woningen;De Hunze;Groningen                               ;Buurt     ;BU00141102;3;1350.0;3180.0;
189;Totaal woningen;Van Starkenborgh;Groningen                               ;Buurt     ;BU00141103;3;1180.0;4140.0;
190;Totaal woningen;Noorderhoogebrug;Groningen                               ;Buurt     ;BU00141104;3;2290.0;3810.0;
191;Totaal woningen;Het Witte Lam;Groningen                               ;Buurt     ;BU00141105;3;1860.0;;
192;Totaal woningen;Koningslaagte;Groningen                               ;Buurt     ;BU00141106;3;2500.0;5270.0;
193;Totaal woningen;Hunzeboord;Groningen                               ;Buurt     ;BU00141107;3;;;
194;Totaal woningen;Noorddijk e.o.;Groningen                               ;Wijk      ;WK001412  ;3;1240.0;2870.0;
195;Totaal woningen;Lewenborg-Noord;Groningen                               ;Buurt     ;BU00141200;3;1130.0;2560.0;5.6
196;Totaal woningen;Lewenborg-Zuid;Groningen                               ;Buurt     ;BU00141201;3;1250.0;2750.0;
197;Totaal woningen;Lewenborg-West;Groningen                               ;Buurt     ;BU00141202;3;1390.0;3000.0;
198;Totaal woningen;Oosterhoogebrug;Groningen                               ;Buurt     ;BU00141203;3;1270.0;2800.0;18.4
199;Totaal woningen;Ulgersmaborg;Groningen                               ;Buurt     ;BU00141204;3;1300.0;3170.0;
200;Totaal woningen;Hunzepark;Groningen                               ;Buurt     ;BU00141205;3;;;
201;Totaal woningen;Zilvermeer;Groningen                               ;Buurt     ;BU00141206;3;1440.0;3880.0;
202;Totaal woningen;Kardinge;Groningen                               ;Buurt     ;BU00141207;3;;;
203;Totaal woningen;Drielanden;Groningen                               ;Buurt     ;BU00141208;3;1070.0;2940.0;
204;Totaal woningen;Noorddijk;Groningen                               ;Buurt     ;BU00141209;3;2160.0;3580.0;
205;Totaal woningen;Ruischerbrug;Groningen                               ;Buurt     ;BU00141210;3;1540.0;2860.0;
206;Totaal woningen;Ruischerwaard;Groningen                               ;Buurt     ;BU00141211;3;1110.0;3200.0;
207;Totaal woningen;Meerdorpen;Groningen                               ;Wijk      ;WK001413  ;3;1740.0;3500.0;
208;Totaal woningen;Middelbert;Groningen                               ;Buurt     ;BU00141300;3;2420.0;3880.0;
209;Totaal woningen;Engelbert;Groningen                               ;Buurt     ;BU00141301;3;1650.0;3440.0;
210;Totaal woningen;Klein Harkstede;Groningen                               ;Buurt     ;BU00141302;3;2100.0;3740.0;
211;Totaal woningen;Grootegast;Grootegast                              ;Gemeente  ;GM0015    ;.;1760.0;3290.0;
212;Totaal woningen;Wijk 00 Grootegast;Grootegast                              ;Wijk      ;WK001500  ;1;1730.0;3150.0;
213;Totaal woningen;Grootegast;Grootegast                              ;Buurt     ;BU00150000;1;1630.0;2930.0;
214;Totaal woningen;Doezum;Grootegast                              ;Buurt     ;BU00150001;1;1830.0;3250.0;
215;Totaal woningen;Sebaldeburen;Grootegast                              ;Buurt     ;BU00150002;1;1870.0;3330.0;
216;Totaal woningen;Het Peebos;Grootegast                              ;Buurt     ;BU00150006;1;2220.0;3880.0;
217;Totaal woningen;Verspr.h. ten zuiden van Sebaldeburen;Grootegast                              ;Buurt     ;BU00150007;1;1790.0;3450.0;
218;Totaal woningen;Verspr.h. ten zuiden van Grootegast;Grootegast                              ;Buurt     ;BU00150008;1;2150.0;4170.0;
219;Totaal woningen;Overige verspreide huizen;Grootegast                              ;Buurt     ;BU00150009;1;1980.0;4280.0;
220;Totaal woningen;Wijk 01 Lutjegast;Grootegast                              ;Wijk      ;WK001501  ;1;1910.0;3610.0;
221;Totaal woningen;Lutjegast;Grootegast                              ;Buurt     ;BU00150100;1;1870.0;3380.0;
222;Totaal woningen;Verspreide huizen Lutjegast;Grootegast                              ;Buurt     ;BU00150109;1;2020.0;4200.0;
223;Totaal woningen;Wijk 02 Opende;Grootegast                              ;Wijk      ;WK001502  ;1;1800.0;3450.0;
224;Totaal woningen;Opende-West;Grootegast                              ;Buurt     ;BU00150200;1;1640.0;3080.0;
225;Totaal woningen;Opende-Oost;Grootegast                              ;Buurt     ;BU00150201;1;2070.0;3350.0;
226;Totaal woningen;Kornhorn;Grootegast                              ;Buurt     ;BU00150202;1;1880.0;3110.0;
227;Totaal woningen;Verspreide huizen ten zuiden van Opende;Grootegast                              ;Buurt     ;BU00150209;1;1920.0;4200.0;
228;Totaal woningen;Wijk 03 Oldekerk;Grootegast                              ;Wijk      ;WK001503  ;1;1750.0;3230.0;
229;Totaal woningen;Niekerk;Grootegast                              ;Buurt     ;BU00150300;1;1750.0;3020.0;
230;Totaal woningen;Oldekerk;Grootegast                              ;Buurt     ;BU00150301;1;1610.0;3240.0;
231;Totaal woningen;Verspreide huizen Oldekerk;Grootegast                              ;Buurt     ;BU00150309;1;2040.0;3970.0;
232;Totaal woningen;Haren;Haren                                   ;Gemeente  ;GM0017    ;.;1830.0;3060.0;
233;Totaal woningen;Wijk 00 Centrum;Haren                                   ;Wijk      ;WK001700  ;1;1820.0;2980.0;
234;Totaal woningen;Haren;Haren                                   ;Buurt     ;BU00170000;1;1870.0;2870.0;
235;Totaal woningen;Oosterhaar;Haren                                   ;Buurt     ;BU00170001;1;1500.0;2900.0;
236;Totaal woningen;Voorveld;Haren                                   ;Buurt     ;BU00170002;1;3510.0;5300.0;
237;Totaal woningen;Harenermolen;Haren                                   ;Buurt     ;BU00170003;1;2830.0;3800.0;
238;Totaal woningen;Glimmen;Haren                                   ;Buurt     ;BU00170004;1;2430.0;3770.0;
239;Totaal woningen;Hemmen;Haren                                   ;Buurt     ;BU00170005;1;1700.0;3170.0;
240;Totaal woningen;Wijk 01 Land;Haren                                   ;Wijk      ;WK001701  ;1;2300.0;3970.0;
241;Totaal woningen;Noordlaren;Haren                                   ;Buurt     ;BU00170100;1;2100.0;3570.0;
242;Totaal woningen;Onnen;Haren                                   ;Buurt     ;BU00170101;1;2030.0;3720.0;
243;Totaal woningen;Paterswolde (gedeeltelijk);Haren                                   ;Buurt     ;BU00170102;1;1630.0;3750.0;
244;Totaal woningen;Essen;Haren                                   ;Buurt     ;BU00170103;1;2900.0;4390.0;
245;Totaal woningen;Verspr.h. ten W. van Noord-Willemskanaal;Haren                                   ;Buurt     ;BU00170106;1;2240.0;4200.0;
246;Totaal woningen;Verspreide huizen op de Hondsrug;Haren                                   ;Buurt     ;BU00170107;1;2730.0;4270.0;
247;Totaal woningen;Verspreide huizen Onner Esch;Haren                                   ;Buurt     ;BU00170108;1;2880.0;4760.0;
248;Totaal woningen;Verspr.h. ten oosten van de Hondsrug;Haren                                   ;Buurt     ;BU00170109;1;2120.0;;
249;Totaal woningen;Hoogezand-Sappemeer;Hoogezand-Sappemeer                     ;Gemeente  ;GM0018    ;.;1490.0;2830.0;
250;Totaal woningen;Wijk 01 Foxham en Hoogezand-Noord;Hoogezand-Sappemeer                     ;Wijk      ;WK001801  ;1;1330.0;2470.0;
251;Totaal woningen;Noorderpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180101;1;1160.0;2190.0;
252;Totaal woningen;Westerpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180102;1;1490.0;2760.0;
253;Totaal woningen;Beukemabuurt;Hoogezand-Sappemeer                     ;Buurt     ;BU00180103;1;1230.0;2130.0;
254;Totaal woningen;Oosterpark;Hoogezand-Sappemeer                     ;Buurt     ;BU00180104;1;2180.0;3380.0;
