ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
2235;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2020;12
2236;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2021;9
2237;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2022;4
2238;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2023;4
2239;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2024;3
2240;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2011;44
2241;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2012;34
2242;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2013;43
2243;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2014;55
2244;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2015;64
2245;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2016;74
2246;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2017;80
2247;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2018;94
2248;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2019;90
2249;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2020;86
2250;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2021;91
2251;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2022;102
2252;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2023;139
2253;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2024;166
2254;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2011;35
2255;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2012;29
2256;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2013;38
2257;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2014;47
2258;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2015;53
2259;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2016;59
2260;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2017;67
2261;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2018;80
2262;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2019;75
2263;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2020;68
2264;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2021;70
2265;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2022;75
2266;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2023;103
2267;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2024;130
2268;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2011;2
2269;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2012;2
2270;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2013;2
2271;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2014;5
2272;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2015;8
2273;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2016;9
2274;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2017;9
2275;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2018;9
2276;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2019;11
2277;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2020;13
2278;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2021;16
2279;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2022;20
2280;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2023;25
2281;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2024;23
2282;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2011;7
2283;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2012;3
2284;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2013;3
2285;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2014;3
2286;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2015;3
2287;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2016;6
2288;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2017;4
2289;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2018;5
2290;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2019;4
2291;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2020;5
2292;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2021;5
2293;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2022;7
2294;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2023;11
2295;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2024;13
2296;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2011;4
2297;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2012;5
2298;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2013;6
2299;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2014;7
2300;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2015;3
2301;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2016;4
2302;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2017;4
2303;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2018;10
2304;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2019;12
2305;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2020;8
2306;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2021;7
2307;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2022;7
2308;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2023;9
2309;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Caribisch Nederland;2024;8
2310;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2011;3
2311;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2012;4
2312;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2013;6
2313;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2014;6
2314;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2015;2
2315;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2016;2
2316;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2017;2
2317;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2018;5
2318;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2019;5
2319;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2020;4
2320;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2021;4
2321;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2022;6
2322;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2023;9
2323;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Bonaire;2024;8
2324;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2011;1
2325;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2012;1
2326;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2013;0
2327;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2014;1
2328;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2015;1
2329;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2016;2
2330;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2017;2
2331;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2018;3
2332;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2019;4
2333;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2020;3
2334;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2021;2
2335;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2022;0
2336;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2023;0
2337;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Sint Eustatius;2024;0
2338;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2011;0
2339;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2012;0
2340;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2013;0
2341;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2014;0
2342;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2015;0
2343;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2016;0
2344;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2017;0
2345;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2018;2
2346;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2019;3
2347;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2020;1
2348;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2021;1
2349;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2022;1
2350;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2023;0
2351;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (exclusief Nederlands);Saba;2024;0
2352;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2011;1192
2353;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2012;1208
2354;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2013;1230
2355;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2014;1281
2356;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2015;1243
2357;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2016;1214
2358;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2017;1194
2359;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2018;1179
2360;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2019;1172
2361;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2020;1161
2362;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2021;1261
2363;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2022;1288
2364;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2023;1307
2365;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Caribisch Nederland;2024;1313
2366;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2011;923
2367;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2012;945
2368;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2013;980
2369;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2014;1016
2370;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2015;999
2371;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2016;978
2372;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2017;953
2373;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2018;936
2374;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2019;931
2375;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2020;931
2376;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2021;1019
2377;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2022;1057
2378;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2023;1082
2379;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Bonaire;2024;1085
2380;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2011;192
2381;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2012;194
2382;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2013;174
2383;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2014;192
2384;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2015;174
2385;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2016;163
2386;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2017;164
2387;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2018;163
2388;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2019;155
2389;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2020;149
2390;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2021;169
2391;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2022;168
2392;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2023;169
2393;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Sint Eustatius;2024;163
2394;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2011;77
2395;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2012;69
2396;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2013;76
2397;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2014;73
2398;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2015;70
2399;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2016;73
2400;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2017;77
2401;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2018;80
2402;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2019;86
2403;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2020;81
2404;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2021;73
2405;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2022;63
2406;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2023;56
2407;Totaal mannen en vrouwen;0 tot 5 jaar;Europese Unie (inclusief Nederlands);Saba;2024;65
2408;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2011;8
2409;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2012;13
2410;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2013;9
2411;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2014;8
2412;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2015;6
2413;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2016;8
2414;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2017;8
2415;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2018;11
2416;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2019;12
2417;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2020;10
2418;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2021;7
2419;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2022;6
2420;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2023;9
2421;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Caribisch Nederland;2024;4
2422;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2011;3
2423;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2012;5
2424;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2013;2
2425;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2014;5
2426;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2015;4
2427;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2016;5
2428;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2017;5
2429;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2018;5
2430;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2019;2
2431;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2020;3
2432;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2021;2
2433;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2022;2
2434;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2023;3
2435;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Bonaire;2024;1
2436;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2011;2
2437;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2012;3
2438;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2013;3
2439;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2014;2
2440;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2015;1
2441;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2016;0
2442;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2017;0
2443;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2018;0
2444;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2019;0
2445;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2020;0
2446;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2021;0
2447;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2022;0
2448;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2023;4
2449;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Sint Eustatius;2024;0
2450;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2011;3
2451;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2012;5
2452;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2013;4
2453;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2014;1
2454;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2015;1
2455;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2016;3
2456;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2017;3
2457;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2018;6
2458;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2019;10
2459;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2020;7
2460;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2021;5
2461;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2022;4
2462;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2023;2
2463;Totaal mannen en vrouwen;0 tot 5 jaar;Amerikaans;Saba;2024;3
2464;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2011;0
2465;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2012;1
2466;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2013;4
2467;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2014;5
2468;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2015;6
2469;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2016;4
2470;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2017;3
2471;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2018;3
2472;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2019;6
2473;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2020;6
2474;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2021;5
2475;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2022;1
2476;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2023;2
2477;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Caribisch Nederland;2024;0
2478;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2011;0
2479;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2012;0
2480;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2013;0
2481;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2014;0
2482;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2015;0
2483;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2016;0
2484;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2017;0
2485;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2018;0
2486;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2019;0
2487;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2020;0
2488;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2021;0
2489;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2022;0
2490;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2023;0
2491;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Bonaire;2024;0
2492;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Sint Eustatius;2011;0
2493;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Sint Eustatius;2012;0
2494;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Sint Eustatius;2013;1
2495;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Sint Eustatius;2014;3
2496;Totaal mannen en vrouwen;0 tot 5 jaar;Canadees;Sint Eustatius;2015;2
