ID;Geslacht;Leeftijd;Migratieachtergrond;SamenstellingHuishouden;Perioden;PersonenMetUitgesprokenSchuldsanering_1
49;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2000;1335.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2001;1435.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2002;1800.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2003;1975.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2004;2540.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2005;2505.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2006;2680.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2007;2860.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2008;1670.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2009;1710.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2010;2100.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2011;2845.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2012;2415.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2013;2275.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2014;2180.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2015;2135.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2016;1855.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2017;1735.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2018;1200.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2019;910.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2020;555.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2021;385.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2022;310.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;1999;865.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2000;1040.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2001;1015.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2002;1105.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2003;1205.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2004;1640.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2005;1780.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2006;1950.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2007;1960.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2008;1225.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2009;1140.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2010;1450.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2011;1940.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2012;1940.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2013;1805.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2014;1870.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2015;1780.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2016;1455.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2017;1270.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2018;825.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2019;650.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2020;440.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2021;355.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2022;280.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);1999;2650.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2000;3340.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2001;3140.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2002;3365.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2003;3855.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2004;4880.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2005;5015.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2006;5040.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2007;4825.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2008;3130.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2009;3085.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2010;4020.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2011;5005.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2012;4690.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2013;4120.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2014;4070.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2015;3965.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2016;3235.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2017;2645.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2018;1840.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2019;1425.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2020;950.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2021;665.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2022;510.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;1999;70.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2000;115.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2001;165.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2002;190.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2003;200.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2004;285.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2005;305.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2006;345.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2007;375.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2008;215.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2009;155.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2010;155.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2011;245.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2012;270.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2013;155.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2014;145.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2015;140.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2016;125.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2017;100.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2018;95.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2019;85.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2020;50.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2021;40.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2022;50.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;1999;775.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2000;920.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2001;950.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2002;910.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2003;975.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2004;1365.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2005;1375.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2006;915.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2007;915.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2008;470.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2009;450.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2010;520.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2011;455.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2012;350.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2013;365.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2014;310.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2015;170.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2016;100.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2017;45.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2018;30.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2019;30.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2020;10.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2021;15.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2022;15.0
168;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1999;3990.0
169;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2000;5210.0
170;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2001;5195.0
171;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2002;5510.0
172;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2003;6160.0
173;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2004;7990.0
174;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2005;8420.0
175;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2006;8725.0
176;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2007;8830.0
177;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2008;5640.0
178;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2009;5530.0
179;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2010;7090.0
180;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2011;9140.0
181;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2012;8890.0
182;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2013;8055.0
183;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2014;8165.0
184;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2015;7710.0
185;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2016;6375.0
186;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2017;5455.0
187;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2018;3770.0
188;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2019;2935.0
189;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2020;1830.0
190;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2021;1445.0
191;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2022;1230.0
192;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;1999;835.0
193;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2000;1285.0
194;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2001;1300.0
195;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2002;1385.0
196;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2003;1560.0
197;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2004;2130.0
198;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2005;2370.0
199;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2006;2535.0
200;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2007;2580.0
201;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2008;1640.0
202;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2009;1620.0
203;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2010;2010.0
204;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2011;2630.0
205;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2012;2650.0
206;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2013;2390.0
207;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2014;2485.0
208;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2015;2360.0
209;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2016;2030.0
210;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2017;1700.0
211;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2018;1240.0
212;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2019;1005.0
213;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2020;615.0
214;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2021;545.0
215;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2022;475.0
216;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;1999;485.0
217;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2000;765.0
218;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2001;850.0
219;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2002;945.0
220;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2003;1065.0
221;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2004;1430.0
222;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2005;1375.0
223;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2006;1435.0
224;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2007;1580.0
225;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2008;945.0
226;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2009;950.0
227;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2010;1190.0
228;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2011;1605.0
229;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2012;1425.0
230;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2013;1325.0
231;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2014;1330.0
232;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2015;1230.0
233;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2016;1015.0
234;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2017;990.0
235;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2018;635.0
236;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2019;470.0
237;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2020;280.0
238;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2021;205.0
239;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2022;195.0
240;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;1999;655.0
241;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2000;790.0
242;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2001;760.0
243;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2002;785.0
244;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2003;840.0
245;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2004;1125.0
246;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2005;1305.0
247;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2006;1405.0
248;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2007;1460.0
249;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2008;865.0
250;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2009;865.0
251;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2010;1105.0
252;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2011;1490.0
253;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2012;1485.0
254;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2013;1390.0
255;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2014;1465.0
256;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2015;1380.0
257;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2016;1115.0
258;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2017;960.0
259;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2018;630.0
260;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2019;495.0
261;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2020;325.0
262;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2021;270.0
263;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2022;200.0
264;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);1999;1965.0
265;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2000;2280.0
266;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2001;2170.0
267;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2002;2280.0
268;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2003;2555.0
269;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2004;3125.0
270;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2005;3145.0
271;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2006;3115.0
272;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2007;2945.0
273;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2008;2035.0
274;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2009;1985.0
275;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2010;2675.0
276;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2011;3265.0
277;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2012;3155.0
278;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2013;2840.0
279;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2014;2795.0
280;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2015;2650.0
281;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2016;2145.0
282;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2017;1740.0
283;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2018;1195.0
284;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2019;920.0
285;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2020;585.0
286;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2021;400.0
287;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2022;330.0
288;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;1999;45.0
289;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;2000;85.0
290;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;2001;115.0
291;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;2002;120.0
