ID;Geslacht;Leeftijd;MateVanArbeidsongeschiktheid;KenmerkenUitkeringsontvangers;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
27;Totaal mannen en vrouwen;Totaal leeftijd;0;4;2013;78920.0;33090.0;2300.0;22490.0;11040.0;10010.0
28;Totaal mannen en vrouwen;Totaal leeftijd;0;4;2014;79930.0;30900.0;2070.0;23100.0;12940.0;10930.0
29;Totaal mannen en vrouwen;Totaal leeftijd;0;4;2015;80120.0;28850.0;1850.0;22770.0;14980.0;11660.0
30;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2010;44340.0;27620.0;2890.0;1790.0;5610.0;6440.0
31;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2011;42010.0;23880.0;2400.0;1860.0;6630.0;7240.0
32;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2012;40730.0;20980.0;2030.0;1920.0;7640.0;8160.0
33;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2013;39940.0;18460.0;1680.0;2020.0;8800.0;8980.0
34;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2014;39270.0;16280.0;1420.0;2130.0;9920.0;9520.0
35;Totaal mannen en vrouwen;Totaal leeftijd;0;5;2015;38480.0;14410.0;1220.0;2080.0;11060.0;9690.0
36;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2010;14500.0;9460.0;670.0;820.0;1840.0;1720.0
37;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2011;14410.0;8410.0;560.0;830.0;2320.0;2290.0
38;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2012;14080.0;7470.0;450.0;840.0;2680.0;2630.0
39;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2013;14000.0;6640.0;380.0;870.0;3150.0;2960.0
40;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2014;13950.0;5920.0;320.0;890.0;3660.0;3160.0
41;Totaal mannen en vrouwen;Totaal leeftijd;0;6;2015;13920.0;5270.0;270.0;860.0;4190.0;3330.0
42;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2010;17180.0;11550.0;790.0;1240.0;920.0;2680.0
43;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2011;17210.0;10560.0;670.0;1340.0;1180.0;3460.0
44;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2012;17200.0;9690.0;570.0;1450.0;1450.0;4030.0
45;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2013;17330.0;8930.0;500.0;1580.0;1710.0;4590.0
46;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2014;17410.0;8250.0;440.0;1720.0;2030.0;4970.0
47;Totaal mannen en vrouwen;Totaal leeftijd;0;7;2015;17490.0;7620.0;400.0;1720.0;2410.0;5340.0
48;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2010;3970.0;2880.0;200.0;360.0;110.0;420.0
49;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2011;3760.0;2600.0;160.0;370.0;160.0;470.0
50;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2012;3640.0;2390.0;130.0;390.0;190.0;540.0
51;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2013;3520.0;2190.0;110.0;410.0;230.0;590.0
52;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2014;3500.0;2000.0;100.0;440.0;310.0;650.0
53;Totaal mannen en vrouwen;Totaal leeftijd;0;8;2015;3430.0;1860.0;100.0;440.0;360.0;680.0
54;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2010;16250.0;10030.0;740.0;670.0;1410.0;3410.0
55;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2011;16260.0;8910.0;610.0;700.0;1750.0;4280.0
56;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2012;16110.0;7980.0;520.0;710.0;2030.0;4870.0
57;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2013;16170.0;7110.0;460.0;730.0;2470.0;5400.0
58;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2014;16180.0;6390.0;400.0;760.0;2840.0;5800.0
59;Totaal mannen en vrouwen;Totaal leeftijd;0;9;2015;16390.0;5690.0;350.0;740.0;3420.0;6200.0
60;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2010;1770.0;1380.0;40.0;40.0;10.0;300.0
61;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2011;1830.0;1350.0;40.0;40.0;10.0;390.0
62;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2012;1870.0;1320.0;40.0;40.0;10.0;450.0
63;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2013;1920.0;1300.0;40.0;40.0;20.0;530.0
64;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2014;1950.0;1280.0;30.0;40.0;20.0;570.0
65;Totaal mannen en vrouwen;Totaal leeftijd;0;Ziekte bij zwangerschap en bevalling;2015;1970.0;1250.0;30.0;40.0;30.0;610.0
66;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2010;5800.0;1610.0;90.0;1350.0;1060.0;1700.0
67;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2011;6450.0;1610.0;100.0;1490.0;1300.0;1950.0
68;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2012;6970.0;1590.0;120.0;1740.0;1360.0;2160.0
69;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2013;7560.0;1560.0;130.0;1940.0;1610.0;2330.0
70;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2014;8860.0;1530.0;110.0;2380.0;2030.0;2830.0
71;Totaal mannen en vrouwen;Totaal leeftijd;0;Medische oorzaak onbekend;2015;8380.0;1470.0;110.0;2310.0;2080.0;2410.0
72;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2010;785510.0;476130.0;30280.0;171090.0;27360.0;80650.0
73;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2011;764330.0;434200.0;25890.0;168480.0;34930.0;100830.0
74;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2012;744610.0;397630.0;22440.0;165930.0;41640.0;116970.0
75;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2013;731310.0;365400.0;19510.0;163680.0;50070.0;132660.0
76;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2014;719510.0;335840.0;17100.0;161210.0;59610.0;145760.0
77;Totaal mannen en vrouwen;Totaal leeftijd;0;Geen WSW-dienstverband;2015;707390.0;308850.0;15050.0;158540.0;70090.0;154850.0
78;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2010;35900.0;9490.0;90.0;24240.0;820.0;1260.0
79;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2011;35560.0;8980.0;90.0;23920.0;1050.0;1530.0
80;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2012;35410.0;8530.0;70.0;23680.0;1250.0;1870.0
81;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2013;34740.0;7700.0;70.0;23250.0;1480.0;2240.0
82;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2014;34150.0;7130.0;60.0;22710.0;1760.0;2490.0
83;Totaal mannen en vrouwen;Totaal leeftijd;0;Wel WSW-dienstverband;2015;33010.0;6230.0;50.0;22060.0;2010.0;2660.0
84;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2010;10540.0;700.0;30.0;9810.0;0.0;0.0
85;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2011;24650.0;760.0;50.0;23840.0;0.0;0.0
86;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2012;36870.0;0.0;0.0;36870.0;0.0;0.0
87;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2013;51780.0;0.0;0.0;51780.0;0.0;0.0
88;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2014;66680.0;0.0;0.0;66680.0;0.0;0.0
89;Totaal mannen en vrouwen;Totaal leeftijd;0;Dienstverband onbekend;2015;66950.0;0.0;0.0;66950.0;0.0;0.0
90;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2010;35670.0;30460.0;1880.0;0.0;950.0;2400.0
91;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2011;33070.0;27200.0;1630.0;0.0;1220.0;3020.0
92;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2012;30670.0;24270.0;1440.0;0.0;1430.0;3530.0
93;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2013;28670.0;21620.0;1290.0;0.0;1710.0;4070.0
94;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2014;26910.0;19200.0;1150.0;0.0;2020.0;4550.0
95;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector bouwbedrijf;2015;25240.0;17030.0;1030.0;0.0;2350.0;4840.0
96;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2010;33170.0;25340.0;2160.0;0.0;1530.0;4140.0
97;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2011;31840.0;22820.0;1860.0;0.0;1920.0;5250.0
98;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2012;30650.0;20670.0;1610.0;0.0;2250.0;6120.0
99;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2013;29820.0;18820.0;1400.0;0.0;2640.0;6970.0
100;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2014;29120.0;17030.0;1230.0;0.0;3130.0;7730.0
101;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector metaalnijverheid;2015;28470.0;15460.0;1080.0;0.0;3680.0;8250.0
102;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2010;30340.0;19580.0;5500.0;0.0;1220.0;4040.0
103;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2011;28900.0;17760.0;4570.0;0.0;1540.0;5040.0
104;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2012;28500.0;16940.0;4000.0;0.0;1790.0;5770.0
105;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2013;27780.0;15700.0;3460.0;0.0;2070.0;6560.0
106;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2014;27020.0;14530.0;2980.0;0.0;2380.0;7120.0
107;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector detailhandel en ambachten;2015;26320.0;13430.0;2570.0;0.0;2790.0;7540.0
108;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2010;27270.0;21270.0;720.0;0.0;1400.0;3880.0
109;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2011;26460.0;19260.0;600.0;0.0;1790.0;4800.0
110;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2012;25720.0;17510.0;540.0;0.0;2110.0;5560.0
111;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2013;25190.0;15910.0;470.0;0.0;2540.0;6260.0
112;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2014;24820.0;14500.0;420.0;0.0;3130.0;6770.0
113;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector vervoer;2015;24290.0;13220.0;360.0;0.0;3580.0;7140.0
114;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2010;87850.0;68920.0;2520.0;0.0;4290.0;12120.0
115;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2011;86530.0;63410.0;2170.0;0.0;5660.0;15300.0
116;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2012;87180.0;60290.0;1970.0;0.0;7060.0;17870.0
117;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2013;86700.0;55750.0;1720.0;0.0;8850.0;20390.0
118;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2014;86180.0;51500.0;1520.0;0.0;11000.0;22150.0
119;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector gezondheid;2015;86100.0;47520.0;1340.0;0.0;13460.0;23780.0
120;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2010;30050.0;22910.0;1000.0;0.0;1510.0;4630.0
121;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2011;29280.0;20790.0;850.0;0.0;1890.0;5750.0
122;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2012;28730.0;19180.0;730.0;0.0;2210.0;6610.0
123;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2013;28270.0;17660.0;620.0;0.0;2550.0;7440.0
124;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2014;28020.0;16320.0;540.0;0.0;3000.0;8170.0
125;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector groothandel;2015;27630.0;15130.0;460.0;0.0;3510.0;8530.0
126;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2010;38590.0;27750.0;2080.0;0.0;1980.0;6780.0
127;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2011;38610.0;25530.0;1800.0;0.0;2480.0;8800.0
128;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2012;38710.0;23730.0;1590.0;0.0;2920.0;10480.0
129;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2013;39250.0;22150.0;1400.0;0.0;3590.0;12120.0
130;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2014;39900.0;20640.0;1210.0;0.0;4300.0;13760.0
131;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector zakelijke dienstverlening;2015;40480.0;19200.0;1080.0;0.0;5120.0;15090.0
132;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2010;39320.0;28330.0;500.0;0.0;1780.0;8700.0
133;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2011;40220.0;26970.0;450.0;0.0;2240.0;10570.0
134;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2012;40640.0;25670.0;400.0;0.0;2640.0;11940.0
135;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2013;41350.0;24410.0;350.0;0.0;3140.0;13450.0
136;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2014;42220.0;23280.0;300.0;0.0;3650.0;14980.0
137;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector uitzendbedrijven;2015;42240.0;22070.0;260.0;0.0;4290.0;15610.0
138;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2010;32130.0;26880.0;10.0;0.0;1390.0;3860.0
139;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2011;30310.0;23760.0;10.0;0.0;1750.0;4790.0
140;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2012;28620.0;20880.0;50.0;0.0;2090.0;5600.0
141;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2013;27470.0;18630.0;50.0;0.0;2470.0;6320.0
142;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2014;26340.0;16480.0;40.0;0.0;2900.0;6920.0
143;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: onderwijs en wetenschap;2015;25110.0;14530.0;40.0;0.0;3290.0;7260.0
144;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2010;57570.0;48210.0;50.0;0.0;2680.0;6630.0
145;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2011;55610.0;43800.0;50.0;0.0;3470.0;8300.0
146;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2012;54300.0;40330.0;80.0;0.0;4190.0;9700.0
147;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2013;52900.0;36680.0;70.0;0.0;5050.0;11100.0
148;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2014;51560.0;33420.0;60.0;0.0;5940.0;12150.0
149;Totaal mannen en vrouwen;Totaal leeftijd;0;Sector overheid: overig;2015;50200.0;30460.0;60.0;0.0;6890.0;12780.0
150;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2010;403700.0;151740.0;12660.0;205140.0;9460.0;24710.0
151;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2011;407760.0;137910.0;10840.0;216240.0;12020.0;30760.0
152;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2012;413910.0;127970.0;9580.0;226480.0;14210.0;35680.0
153;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2013;421340.0;117200.0;8260.0;238710.0;16950.0;40220.0
154;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2014;429520.0;107820.0;7240.0;250600.0;19920.0;43930.0
155;Totaal mannen en vrouwen;Totaal leeftijd;0;Overige sectoren;2015;422940.0;99170.0;6390.0;247540.0;23140.0;46680.0
156;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2010;16280.0;14930.0;1340.0;0.0;0.0;0.0
157;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2011;15960.0;14750.0;1210.0;0.0;0.0;0.0
158;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2012;9260.0;8710.0;550.0;0.0;0.0;0.0
159;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2013;9090.0;8580.0;500.0;0.0;10.0;10.0
160;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2014;8730.0;8240.0;470.0;0.0;10.0;10.0
161;Totaal mannen en vrouwen;Totaal leeftijd;0;Bedrijfssector onbekend;2015;8320.0;7870.0;440.0;0.0;10.0;10.0
162;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2010;189650.0;149620.0;11220.0;7290.0;0.0;21520.0
163;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2011;184710.0;133990.0;9430.0;12670.0;0.0;28630.0
164;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2012;171250.0;120230.0;8020.0;15730.0;0.0;27270.0
165;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2013;173650.0;108310.0;6880.0;18880.0;0.0;39580.0
166;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2014;169050.0;97210.0;6000.0;21950.0;0.0;43890.0
167;Totaal mannen en vrouwen;Totaal leeftijd;1;0;2015;159400.0;87300.0;5260.0;19460.0;0.0;47370.0
168;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2010;16670.0;14080.0;880.0;540.0;0.0;1180.0
169;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2011;15150.0;12370.0;700.0;660.0;0.0;1420.0
170;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2012;13400.0;10830.0;580.0;720.0;0.0;1280.0
171;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2013;12610.0;9460.0;490.0;780.0;0.0;1870.0
172;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2014;11460.0;8150.0;400.0;880.0;0.0;2020.0
173;Totaal mannen en vrouwen;Totaal leeftijd;1;1;2015;10180.0;7000.0;340.0;790.0;0.0;2060.0
174;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2010;55600.0;42400.0;1820.0;4460.0;0.0;6930.0
175;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2011;58540.0;38210.0;1550.0;8960.0;0.0;9820.0
176;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2012;56810.0;34520.0;1330.0;11450.0;0.0;9510.0
177;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2013;60770.0;31510.0;1170.0;14010.0;0.0;14080.0
178;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2014;62120.0;28690.0;1030.0;16440.0;0.0;15960.0
179;Totaal mannen en vrouwen;Totaal leeftijd;1;2;2015;59310.0;26100.0;890.0;14540.0;0.0;17770.0
180;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2010;74730.0;62150.0;5910.0;540.0;0.0;6120.0
181;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2011;69680.0;55990.0;5010.0;660.0;0.0;8020.0
182;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2012;63570.0;50510.0;4270.0;780.0;0.0;8010.0
183;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2013;61490.0;45700.0;3660.0;880.0;0.0;11240.0
184;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2014;57690.0;41040.0;3220.0;1010.0;0.0;12430.0
185;Totaal mannen en vrouwen;Totaal leeftijd;1;3;2015;53930.0;36920.0;2850.0;930.0;0.0;13220.0
186;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2010;13800.0;9910.0;780.0;1050.0;0.0;2070.0
187;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2011;13800.0;8970.0;670.0;1480.0;0.0;2680.0
188;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2012;12900.0;8100.0;580.0;1750.0;0.0;2470.0
189;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2013;13490.0;7310.0;510.0;2090.0;0.0;3580.0
190;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2014;13370.0;6660.0;460.0;2290.0;0.0;3950.0
191;Totaal mannen en vrouwen;Totaal leeftijd;1;4;2015;12820.0;6070.0;410.0;2050.0;0.0;4290.0
192;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2010;12760.0;9100.0;970.0;210.0;0.0;2490.0
193;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2011;11680.0;7660.0;770.0;250.0;0.0;3000.0
194;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2012;10140.0;6550.0;650.0;300.0;0.0;2640.0
195;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2013;10310.0;5550.0;520.0;320.0;0.0;3910.0
196;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2014;9720.0;4720.0;430.0;370.0;0.0;4200.0
197;Totaal mannen en vrouwen;Totaal leeftijd;1;5;2015;9120.0;4070.0;360.0;340.0;0.0;4360.0
198;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2010;3690.0;2790.0;230.0;70.0;0.0;610.0
199;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2011;3560.0;2450.0;190.0;80.0;0.0;850.0
200;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2012;3170.0;2150.0;160.0;90.0;0.0;780.0
201;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2013;3310.0;1900.0;140.0;100.0;0.0;1170.0
202;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2014;3150.0;1670.0;120.0;110.0;0.0;1260.0
203;Totaal mannen en vrouwen;Totaal leeftijd;1;6;2015;2960.0;1470.0;100.0;100.0;0.0;1300.0
204;Totaal mannen en vrouwen;Totaal leeftijd;1;7;2010;5290.0;3900.0;280.0;270.0;0.0;840.0
205;Totaal mannen en vrouwen;Totaal leeftijd;1;7;2011;5220.0;3530.0;230.0;300.0;0.0;1160.0
