ID;KenmerkenWerknemers;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
13;Totaal ;Ondergrens 95%-interval;2018;19.8;7.3;8.4;;15.2;1.8;5.5;1.7;5.1;4.4;2.1;2.4;2.4;0.4;2.4;15.3;8.8;7.9;6.1;;;;;;;;;10.4;32.7;4.0
14;Totaal ;Ondergrens 95%-interval;2019;19.7;7.6;8.3;;15.3;1.9;5.6;1.7;5.0;4.4;2.1;2.5;2.5;0.4;2.3;15.1;8.8;8.1;6.2;;;;;;;;;10.4;32.0;4.0
15;Totaal ;Ondergrens 95%-interval;2020;17.3;6.5;7.8;;12.5;1.6;4.3;1.5;3.8;3.5;1.6;1.9;1.9;0.3;2.3;13.1;7.7;6.8;9.6;;;;;;;;;8.9;29.4;4.4
16;Totaal ;Ondergrens 95%-interval;2021;17.8;6.4;7.9;;13.0;1.6;4.8;1.5;4.0;3.8;1.8;1.9;1.9;0.4;2.2;13.6;7.7;6.9;9.5;;;;;;;;;9.4;29.1;4.4
17;Totaal ;Ondergrens 95%-interval;2022;19.8;6.3;7.2;;13.2;1.6;4.7;1.4;4.1;3.7;1.8;2.0;2.1;0.3;2.1;;;;;6.1;51.8;13.4;40.9;1.4;1.7;0.8;2.7;9.1;28.3;4.3
18;Totaal ;Bovengrens 95%-interval;2014;20.9;7.0;9.0;4.1;;;;;;;;;;;;16.7;9.0;7.5;5.4;;;;;;;;;10.4;34.8;3.9
19;Totaal ;Bovengrens 95%-interval;2015;20.8;7.3;9.2;4.5;;;;;;;;;;;;16.1;8.9;7.5;5.4;;;;;;;;;10.6;35.0;3.9
20;Totaal ;Bovengrens 95%-interval;2016;20.7;7.5;9.3;4.3;;;;;;;;;;;;16.1;9.3;8.1;5.9;;;;;;;;;10.4;34.4;4.0
21;Totaal ;Bovengrens 95%-interval;2017;21.4;7.8;9.8;4.5;;;;;;;;;;;;16.2;9.5;8.3;6.0;;;;;;;;;11.1;34.7;4.0
22;Totaal ;Bovengrens 95%-interval;2018;20.5;7.8;8.9;;15.8;2.1;5.9;2.0;5.4;4.7;2.3;2.7;2.7;0.5;2.7;15.9;9.3;8.4;6.5;;;;;;;;;11.0;33.5;4.0
23;Totaal ;Bovengrens 95%-interval;2019;20.4;8.1;8.8;;16.0;2.2;6.0;2.0;5.4;4.7;2.4;2.8;2.8;0.5;2.6;15.7;9.3;8.6;6.7;;;;;;;;;10.9;32.8;4.1
24;Totaal ;Bovengrens 95%-interval;2020;18.0;6.9;8.3;;13.1;1.8;4.7;1.7;4.2;3.8;1.8;2.2;2.2;0.4;2.5;13.7;8.2;7.2;10.2;;;;;;;;;9.5;30.2;4.4
25;Totaal ;Bovengrens 95%-interval;2021;18.6;6.9;8.5;;13.7;1.9;5.3;1.8;4.4;4.2;2.1;2.2;2.2;0.5;2.5;14.2;8.2;7.5;10.1;;;;;;;;;10.0;29.9;4.5
26;Totaal ;Bovengrens 95%-interval;2022;20.5;6.7;7.7;;13.8;1.8;5.1;1.6;4.5;4.1;2.1;2.2;2.3;0.5;2.4;;;;;6.6;52.6;13.8;41.7;1.6;1.9;0.9;3.0;9.6;29.1;4.4
27;Migratieachtergrond: Nederland;Waarde;2014;20.7;6.4;8.6;3.9;;;;;;;;;;;;16.1;8.3;6.9;5.0;;;;;;;;;10.1;33.6;3.8
28;Migratieachtergrond: Nederland;Waarde;2015;20.6;6.7;9.0;4.3;;;;;;;;;;;;15.4;8.1;6.8;5.0;;;;;;;;;10.4;34.2;3.9
29;Migratieachtergrond: Nederland;Waarde;2016;20.6;7.0;9.2;4.1;;;;;;;;;;;;15.6;8.5;7.6;5.5;;;;;;;;;10.2;33.7;3.9
30;Migratieachtergrond: Nederland;Waarde;2017;21.1;7.2;9.4;4.2;;;;;;;;;;;;15.5;8.7;7.7;5.6;;;;;;;;;10.9;33.8;3.9
31;Migratieachtergrond: Nederland;Waarde;2018;20.6;7.2;8.7;;15.8;2.0;6.0;1.9;5.3;4.7;2.2;2.6;2.6;0.4;2.5;15.5;8.5;7.7;6.1;;;;;;;;;10.9;32.9;3.9
32;Migratieachtergrond: Nederland;Waarde;2019;20.5;7.5;8.5;;16.2;2.2;6.1;2.0;5.3;4.9;2.2;2.8;2.6;0.5;2.5;15.2;8.5;8.0;6.2;;;;;;;;;10.8;32.1;4.0
33;Migratieachtergrond: Nederland;Waarde;2020;18.2;6.5;8.2;;13.2;1.8;4.7;1.7;4.1;3.9;1.7;2.1;2.1;0.4;2.4;13.2;7.6;6.6;9.8;;;;;;;;;9.4;29.6;4.3
34;Migratieachtergrond: Nederland;Waarde;2021;18.6;6.4;8.2;;13.6;1.9;5.2;1.7;4.3;4.1;1.9;2.1;2.1;0.4;2.3;13.6;7.4;6.5;9.6;;;;;;;;;9.9;29.2;4.3
35;Migratieachtergrond: Nederland;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2014;20.2;6.1;8.3;3.7;;;;;;;;;;;;15.7;7.9;6.6;4.7;;;;;;;;;9.7;33.0;3.8
37;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2015;20.2;6.5;8.7;4.1;;;;;;;;;;;;15.0;7.8;6.6;4.8;;;;;;;;;10.1;33.7;3.8
38;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2016;20.2;6.7;8.9;3.9;;;;;;;;;;;;15.2;8.2;7.3;5.3;;;;;;;;;9.9;33.2;3.8
39;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2017;20.6;6.9;9.1;4.0;;;;;;;;;;;;15.1;8.4;7.4;5.4;;;;;;;;;10.6;33.3;3.9
40;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018;20.2;7.0;8.4;;15.5;1.9;5.7;1.8;5.1;4.5;2.0;2.5;2.4;0.4;2.4;15.2;8.2;7.5;5.9;;;;;;;;;10.6;32.5;3.9
41;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;20.2;7.2;8.3;;15.8;2.0;5.9;1.8;5.1;4.7;2.1;2.6;2.5;0.4;2.3;14.9;8.2;7.7;6.0;;;;;;;;;10.5;31.6;3.9
42;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020;17.8;6.2;7.9;;12.9;1.6;4.5;1.5;3.9;3.7;1.6;1.9;1.9;0.3;2.2;12.8;7.3;6.4;9.5;;;;;;;;;9.1;29.2;4.3
43;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2021;18.2;6.1;7.9;;13.3;1.7;5.0;1.5;4.1;3.9;1.8;1.9;1.9;0.4;2.2;13.3;7.1;6.3;9.3;;;;;;;;;9.6;28.7;4.3
44;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014;21.1;6.7;9.0;4.2;;;;;;;;;;;;16.6;8.6;7.2;5.2;;;;;;;;;10.4;34.2;3.9
46;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2015;21.1;7.0;9.3;4.5;;;;;;;;;;;;15.8;8.4;7.1;5.2;;;;;;;;;10.7;34.8;3.9
47;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016;21.0;7.3;9.5;4.3;;;;;;;;;;;;16.0;8.9;8.0;5.8;;;;;;;;;10.6;34.2;3.9
48;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2017;21.5;7.5;9.7;4.4;;;;;;;;;;;;15.9;9.0;8.0;5.9;;;;;;;;;11.3;34.3;4.0
49;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;21.0;7.5;8.9;;16.2;2.2;6.2;2.0;5.6;4.9;2.3;2.8;2.7;0.5;2.7;15.8;8.7;8.0;6.3;;;;;;;;;11.2;33.3;4.0
50;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;20.9;7.7;8.8;;16.5;2.3;6.3;2.1;5.5;5.1;2.4;2.9;2.8;0.5;2.6;15.6;8.8;8.3;6.5;;;;;;;;;11.2;32.5;4.0
51;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020;18.6;6.7;8.5;;13.6;1.9;4.9;1.8;4.3;4.1;1.9;2.3;2.2;0.4;2.5;13.5;7.8;6.9;10.1;;;;;;;;;9.7;30.1;4.3
52;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2021;19.0;6.6;8.5;;14.0;2.0;5.5;1.8;4.5;4.4;2.1;2.3;2.2;0.5;2.5;14.0;7.6;6.8;9.9;;;;;;;;;10.2;29.7;4.3
53;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Migratieachtergrond: westers;Waarde;2014;16.7;7.1;7.6;3.0;;;;;;;;;;;;15.0;9.8;7.9;5.3;;;;;;;;;8.9;35.3;4.3
55;Migratieachtergrond: westers;Waarde;2015;18.0;7.4;7.7;4.4;;;;;;;;;;;;16.1;9.1;7.8;5.9;;;;;;;;;9.3;33.4;4.3
56;Migratieachtergrond: westers;Waarde;2016;16.7;7.9;6.8;3.8;;;;;;;;;;;;14.0;9.2;7.2;5.8;;;;;;;;;8.7;31.6;4.4
57;Migratieachtergrond: westers;Waarde;2017;19.2;8.8;8.5;4.7;;;;;;;;;;;;15.5;10.2;8.7;6.2;;;;;;;;;9.8;33.4;4.5
58;Migratieachtergrond: westers;Waarde;2018;18.2;9.0;7.7;;14.6;1.5;5.6;1.6;5.2;4.1;2.3;2.3;2.5;0.4;2.8;14.7;10.9;9.2;7.1;;;;;;;;;10.1;32.2;4.4
59;Migratieachtergrond: westers;Waarde;2019;16.8;9.2;7.9;;13.8;1.8;4.6;1.5;5.2;3.5;2.1;2.2;2.6;0.3;2.4;14.4;10.2;8.3;6.6;;;;;;;;;9.8;30.9;4.6
60;Migratieachtergrond: westers;Waarde;2020;15.0;7.6;7.0;;11.8;1.7;4.3;1.4;4.6;3.2;1.8;1.6;2.0;0.3;2.3;13.2;8.9;7.9;9.6;;;;;;;;;8.7;28.9;5.0
61;Migratieachtergrond: westers;Waarde;2021;16.0;8.1;7.4;;13.3;1.7;5.2;1.8;4.6;3.5;2.1;1.4;2.5;0.6;2.9;13.8;9.8;8.9;9.8;;;;;;;;;9.3;29.5;5.1
62;Migratieachtergrond: westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Migratieachtergrond: westers;Ondergrens 95%-interval;2014;15.2;6.2;6.6;2.4;;;;;;;;;;;;13.5;8.5;6.8;4.4;;;;;;;;;7.8;33.4;4.1
64;Migratieachtergrond: westers;Ondergrens 95%-interval;2015;16.6;6.4;6.8;3.7;;;;;;;;;;;;14.8;8.1;6.9;5.1;;;;;;;;;8.2;31.7;4.2
65;Migratieachtergrond: westers;Ondergrens 95%-interval;2016;15.4;7.0;5.9;3.1;;;;;;;;;;;;12.8;8.2;6.3;5.0;;;;;;;;;7.7;29.9;4.3
66;Migratieachtergrond: westers;Ondergrens 95%-interval;2017;17.8;7.8;7.5;4.0;;;;;;;;;;;;14.2;9.1;7.7;5.4;;;;;;;;;8.7;31.7;4.4
67;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;17.0;8.1;6.8;;13.4;1.2;4.9;1.2;4.5;3.5;1.8;1.9;2.1;0.2;2.3;13.6;9.8;8.2;6.3;;;;;;;;;9.2;30.7;4.3
68;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;15.6;8.2;7.0;;12.7;1.4;4.0;1.1;4.5;3.0;1.6;1.8;2.2;0.2;1.9;13.3;9.2;7.4;5.8;;;;;;;;;8.9;29.5;4.5
69;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;13.8;6.7;6.2;;10.8;1.3;3.7;1.0;3.9;2.7;1.4;1.2;1.6;0.2;1.9;12.1;8.0;7.1;8.7;;;;;;;;;7.8;27.5;4.9
70;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;14.8;7.2;6.5;;12.2;1.3;4.4;1.4;3.9;2.9;1.6;1.1;2.0;0.4;2.3;12.6;8.8;8.0;8.8;;;;;;;;;8.3;28.0;5.0
71;Migratieachtergrond: westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Migratieachtergrond: westers;Bovengrens 95%-interval;2014;18.2;8.3;8.8;3.7;;;;;;;;;;;;16.5;11.2;9.1;6.3;;;;;;;;;10.2;37.3;4.4
73;Migratieachtergrond: westers;Bovengrens 95%-interval;2015;19.5;8.4;8.8;5.2;;;;;;;;;;;;17.5;10.2;8.9;6.8;;;;;;;;;10.4;35.2;4.4
74;Migratieachtergrond: westers;Bovengrens 95%-interval;2016;18.1;9.0;7.8;4.5;;;;;;;;;;;;15.3;10.3;8.2;6.7;;;;;;;;;9.8;33.3;4.5
75;Migratieachtergrond: westers;Bovengrens 95%-interval;2017;20.7;9.9;9.7;5.6;;;;;;;;;;;;16.8;11.4;9.8;7.2;;;;;;;;;11.0;35.2;4.6
76;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;19.5;10.0;8.6;;15.8;1.9;6.4;2.0;6.0;4.8;2.8;2.8;3.1;0.6;3.4;15.9;11.9;10.2;8.0;;;;;;;;;11.1;33.7;4.5
77;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;18.0;10.2;8.9;;15.0;2.3;5.4;2.0;6.0;4.2;2.6;2.7;3.2;0.5;3.0;15.6;11.3;9.3;7.4;;;;;;;;;10.9;32.4;4.7
78;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;16.2;8.5;8.0;;12.9;2.2;5.1;1.8;5.3;3.9;2.3;2.0;2.5;0.6;2.9;14.3;9.9;8.9;10.6;;;;;;;;;9.6;30.4;5.1
79;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;17.3;9.1;8.4;;14.6;2.2;6.0;2.3;5.4;4.3;2.6;1.9;3.1;1.0;3.6;15.1;10.9;10.0;10.9;;;;;;;;;10.3;31.1;5.2
80;Migratieachtergrond: westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Migratieachtergrond: 1e gen westers;Waarde;2014;17.0;9.6;8.2;3.2;;;;;;;;;;;;17.2;13.3;10.2;5.8;;;;;;;;;8.7;34.4;4.2
82;Migratieachtergrond: 1e gen westers;Waarde;2015;17.1;8.3;6.6;4.3;;;;;;;;;;;;17.1;11.0;8.4;7.1;;;;;;;;;10.6;30.9;4.5
83;Migratieachtergrond: 1e gen westers;Waarde;2016;16.3;8.6;6.0;3.7;;;;;;;;;;;;14.5;10.6;7.9;6.2;;;;;;;;;8.7;29.4;4.5
84;Migratieachtergrond: 1e gen westers;Waarde;2017;19.6;10.8;9.6;4.8;;;;;;;;;;;;16.4;13.0;9.6;6.7;;;;;;;;;11.0;33.1;4.6
85;Migratieachtergrond: 1e gen westers;Waarde;2018;18.8;10.8;8.2;;14.5;1.6;5.7;1.2;5.8;3.7;2.7;1.7;2.8;0.5;3.1;15.6;13.2;11.3;7.6;;;;;;;;;10.2;31.8;4.6
86;Migratieachtergrond: 1e gen westers;Waarde;2019;17.6;10.9;8.9;;13.4;1.8;4.6;1.6;5.8;3.0;2.0;1.4;2.7;0.1;2.7;14.9;12.1;9.6;6.8;;;;;;;;;10.7;29.9;4.8
87;Migratieachtergrond: 1e gen westers;Waarde;2020;15.5;8.9;7.8;;11.9;2.0;4.9;1.1;5.0;2.7;1.8;1.3;2.1;0.4;2.5;14.8;10.2;9.0;10.0;;;;;;;;;8.8;27.6;5.2
88;Migratieachtergrond: 1e gen westers;Waarde;2021;16.1;9.6;7.6;;14.4;1.8;5.6;1.9;5.2;3.7;2.0;1.1;2.0;0.9;3.2;14.9;11.0;10.5;9.6;;;;;;;;;9.1;27.7;5.3
89;Migratieachtergrond: 1e gen westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2014;14.7;7.9;6.6;2.2;;;;;;;;;;;;14.9;11.2;8.3;4.4;;;;;;;;;7.1;31.4;4.0
91;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2015;15.0;6.8;5.3;3.2;;;;;;;;;;;;15.1;9.3;6.9;5.7;;;;;;;;;9.0;28.2;4.3
92;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2016;14.3;7.1;4.7;2.7;;;;;;;;;;;;12.6;9.0;6.5;5.0;;;;;;;;;7.2;26.9;4.4
93;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2017;17.4;9.1;8.0;3.7;;;;;;;;;;;;14.4;11.2;8.1;5.5;;;;;;;;;9.3;30.5;4.4
94;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2018;17.0;9.4;6.9;;12.8;1.1;4.6;0.8;4.7;2.9;2.0;1.1;2.1;0.3;2.3;13.9;11.6;9.8;6.3;;;;;;;;;8.8;29.6;4.4
95;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2019;15.7;9.5;7.5;;11.8;1.3;3.6;1.1;4.7;2.2;1.4;0.9;2.0;0.0;2.0;13.2;10.6;8.2;5.6;;;;;;;;;9.2;27.7;4.6
96;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2020;13.8;7.6;6.6;;10.4;1.4;3.9;0.7;4.0;2.0;1.2;0.8;1.5;0.2;1.9;13.2;8.8;7.7;8.6;;;;;;;;;7.5;25.6;5.0
97;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2021;14.4;8.2;6.3;;12.6;1.2;4.5;1.3;4.1;2.8;1.4;0.6;1.4;0.5;2.4;13.1;9.5;9.0;8.2;;;;;;;;;7.8;25.5;5.2
98;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2014;19.5;11.7;10.2;4.5;;;;;;;;;;;;19.8;15.7;12.4;7.5;;;;;;;;;10.7;37.4;4.4
100;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2015;19.5;10.1;8.2;5.7;;;;;;;;;;;;19.4;12.9;10.2;8.7;;;;;;;;;12.6;33.6;4.6
101;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2016;18.6;10.4;7.6;4.9;;;;;;;;;;;;16.6;12.4;9.6;7.6;;;;;;;;;10.4;32.0;4.7
102;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2017;22.0;12.7;11.6;6.2;;;;;;;;;;;;18.6;15.0;11.4;8.3;;;;;;;;;12.9;35.9;4.8
103;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2018;20.8;12.4;9.6;;16.3;2.2;6.9;1.9;7.0;4.7;3.6;2.4;3.8;1.1;4.1;17.5;15.0;13.0;9.0;;;;;;;;;11.8;34.2;4.7
104;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2019;19.5;12.6;10.5;;15.2;2.7;5.8;2.4;7.1;4.0;2.9;2.1;3.7;0.4;3.7;16.8;13.8;11.2;8.2;;;;;;;;;12.3;32.2;4.9
105;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2020;17.4;10.4;9.3;;13.6;2.8;6.1;1.8;6.2;3.7;2.6;2.0;2.9;0.8;3.4;16.6;11.7;10.5;11.5;;;;;;;;;10.3;29.8;5.3
106;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2021;18.0;11.2;9.1;;16.3;2.6;6.9;2.7;6.4;4.8;2.9;1.7;2.9;1.6;4.4;16.8;12.8;12.3;11.3;;;;;;;;;10.7;30.0;5.5
107;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Migratieachtergrond: 2e gen westers;Waarde;2014;16.4;5.1;7.1;2.8;;;;;;;;;;;;13.1;6.9;5.9;4.9;;;;;;;;;9.1;36.1;4.3
109;Migratieachtergrond: 2e gen westers;Waarde;2015;18.7;6.5;8.7;4.5;;;;;;;;;;;;15.2;7.4;7.4;4.8;;;;;;;;;8.1;35.6;4.2
110;Migratieachtergrond: 2e gen westers;Waarde;2016;17.0;7.3;7.5;3.9;;;;;;;;;;;;13.6;7.9;6.5;5.5;;;;;;;;;8.7;33.6;4.2
111;Migratieachtergrond: 2e gen westers;Waarde;2017;18.9;6.8;7.5;4.7;;;;;;;;;;;;14.5;7.5;7.8;5.7;;;;;;;;;8.7;33.7;4.4
112;Migratieachtergrond: 2e gen westers;Waarde;2018;17.6;7.1;7.1;;14.6;1.4;5.5;1.9;4.6;4.6;1.8;3.0;2.2;0.2;2.5;13.7;8.4;6.9;6.6;;;;;;;;;10.0;32.6;4.3
113;Migratieachtergrond: 2e gen westers;Waarde;2019;15.9;7.2;6.8;;14.2;1.7;4.6;1.4;4.5;4.1;2.1;3.1;2.6;0.5;2.0;13.8;8.1;6.9;6.3;;;;;;;;;8.9;32.1;4.4
114;Migratieachtergrond: 2e gen westers;Waarde;2020;14.3;6.0;6.1;;11.8;1.4;3.7;1.7;4.0;3.8;1.9;1.9;1.9;0.3;2.1;11.2;7.4;6.6;9.2;;;;;;;;;8.5;30.4;4.8
115;Migratieachtergrond: 2e gen westers;Waarde;2021;15.9;6.3;7.2;;12.1;1.5;4.6;1.6;4.0;3.4;2.1;1.9;3.0;0.3;2.5;12.5;8.3;7.0;10.0;;;;;;;;;9.4;31.8;4.8
116;Migratieachtergrond: 2e gen westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2014;14.6;4.1;5.9;2.1;;;;;;;;;;;;11.5;5.6;4.8;3.9;;;;;;;;;7.6;33.6;4.1
118;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2015;17.0;5.5;7.5;3.6;;;;;;;;;;;;13.6;6.3;6.2;4.0;;;;;;;;;6.9;33.5;4.1
119;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2016;15.3;6.2;6.4;3.1;;;;;;;;;;;;12.1;6.8;5.5;4.6;;;;;;;;;7.5;31.5;4.1
120;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2017;17.0;5.7;6.3;3.8;;;;;;;;;;;;13.0;6.4;6.6;4.7;;;;;;;;;7.4;31.5;4.2
121;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2018;16.1;6.1;6.1;;13.2;1.0;4.6;1.4;3.8;3.8;1.3;2.3;1.7;0.1;1.9;12.3;7.3;5.9;5.6;;;;;;;;;8.8;30.7;4.2
122;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2019;14.4;6.2;5.8;;12.8;1.2;3.8;1.0;3.7;3.4;1.6;2.4;1.9;0.3;1.5;12.5;7.0;5.9;5.4;;;;;;;;;7.8;30.2;4.3
123;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2020;12.8;5.1;5.2;;10.4;1.0;3.0;1.2;3.3;3.0;1.4;1.4;1.3;0.1;1.6;10.0;6.4;5.6;8.0;;;;;;;;;7.4;28.5;4.6
124;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2021;14.3;5.3;6.1;;10.7;1.0;3.8;1.1;3.2;2.6;1.6;1.4;2.3;0.1;1.9;11.1;7.1;5.9;8.7;;;;;;;;;8.2;29.7;4.7
125;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
