ID;SoortVerhuur;Inkomensklasse;Perioden;HuurverhogingInclusiefHuurharmonisatie_1;HuurverhogingExclusiefHuurharmonisatie_2
51;Totaal;Inkomen niet opgevraagd;2016;;
52;Totaal;Inkomen niet opgevraagd;2017;0.9;0.8
53;Totaal;Inkomen niet opgevraagd;2018;1.8;1.5
54;Totaal;Inkomen niet opgevraagd;2019;2.3;1.8
55;Totaal;Inkomen niet opgevraagd;2020;2.8;2.2
56;Totaal;Inkomen niet opgevraagd;2021;;
57;Totaal;Inkomen niet opgevraagd;2022;;
58;Totaal;Inkomen niet opgevraagd;2023;2.4;1.6
59;Totaal;Inkomen niet opgevraagd;2024;5.3;4.5
60;Totaal;Inkomen onbekend;2015;2.9;1.6
61;Totaal;Inkomen onbekend;2016;2.0;1.4
62;Totaal;Inkomen onbekend;2017;3.0;1.3
63;Totaal;Inkomen onbekend;2018;2.4;1.7
64;Totaal;Inkomen onbekend;2019;2.7;2.2
65;Totaal;Inkomen onbekend;2020;3.4;2.9
66;Totaal;Inkomen onbekend;2021;;
67;Totaal;Inkomen onbekend;2022;;
68;Totaal;Inkomen onbekend;2023;1.1;0.9
69;Totaal;Inkomen onbekend;2024;5.8;4.8
70;Geliberaliseerd verhuur;Totaal;2015;1.8;1.6
71;Geliberaliseerd verhuur;Totaal;2016;2.2;1.6
72;Geliberaliseerd verhuur;Totaal;2017;2.3;1.7
73;Geliberaliseerd verhuur;Totaal;2018;3.1;2.0
74;Geliberaliseerd verhuur;Totaal;2019;3.3;2.6
75;Geliberaliseerd verhuur;Totaal;2020;3.0;2.1
76;Geliberaliseerd verhuur;Totaal;2021;2.2;1.3
77;Geliberaliseerd verhuur;Totaal;2022;3.8;2.8
78;Geliberaliseerd verhuur;Totaal;2023;4.5;3.4
79;Geliberaliseerd verhuur;Totaal;2024;5.0;4.1
80;Geliberaliseerd verhuur;Hoog inkomen;2015;1.7;1.6
81;Geliberaliseerd verhuur;Hoog inkomen;2016;2.1;1.7
82;Geliberaliseerd verhuur;Hoog inkomen;2017;2.4;1.9
83;Geliberaliseerd verhuur;Hoog inkomen;2018;3.9;3.9
84;Geliberaliseerd verhuur;Hoog inkomen;2019;5.6;5.3
85;Geliberaliseerd verhuur;Hoog inkomen;2020;4.5;4.5
86;Geliberaliseerd verhuur;Hoog inkomen;2021;;
87;Geliberaliseerd verhuur;Hoog inkomen;2022;;
88;Geliberaliseerd verhuur;Hoog inkomen;2023;6.7;6.2
89;Geliberaliseerd verhuur;Hoog inkomen;2024;11.4;10.5
90;Geliberaliseerd verhuur;Middeninkomen;2015;;
91;Geliberaliseerd verhuur;Middeninkomen;2016;;
92;Geliberaliseerd verhuur;Middeninkomen;2017;;
93;Geliberaliseerd verhuur;Middeninkomen;2018;;
94;Geliberaliseerd verhuur;Middeninkomen;2019;;
95;Geliberaliseerd verhuur;Middeninkomen;2020;;
96;Geliberaliseerd verhuur;Middeninkomen;2021;;
97;Geliberaliseerd verhuur;Middeninkomen;2022;;
98;Geliberaliseerd verhuur;Middeninkomen;2023;4.5;4.5
99;Geliberaliseerd verhuur;Middeninkomen;2024;5.8;5.8
100;Geliberaliseerd verhuur;Laag inkomen;2015;1.6;1.5
101;Geliberaliseerd verhuur;Laag inkomen;2016;2.4;1.6
102;Geliberaliseerd verhuur;Laag inkomen;2017;2.5;1.7
103;Geliberaliseerd verhuur;Laag inkomen;2018;3.7;3.3
104;Geliberaliseerd verhuur;Laag inkomen;2019;5.2;2.4
105;Geliberaliseerd verhuur;Laag inkomen;2020;3.8;3.2
106;Geliberaliseerd verhuur;Laag inkomen;2021;;
107;Geliberaliseerd verhuur;Laag inkomen;2022;;
108;Geliberaliseerd verhuur;Laag inkomen;2023;3.6;2.9
109;Geliberaliseerd verhuur;Laag inkomen;2024;5.4;3.0
110;Geliberaliseerd verhuur;Uitzonderingsgroep;2015;1.6;1.8
111;Geliberaliseerd verhuur;Uitzonderingsgroep;2016;2.3;1.6
112;Geliberaliseerd verhuur;Uitzonderingsgroep;2017;1.8;1.6
113;Geliberaliseerd verhuur;Uitzonderingsgroep;2018;4.4;2.3
114;Geliberaliseerd verhuur;Uitzonderingsgroep;2019;3.1;2.1
115;Geliberaliseerd verhuur;Uitzonderingsgroep;2020;3.1;2.9
116;Geliberaliseerd verhuur;Uitzonderingsgroep;2021;;
117;Geliberaliseerd verhuur;Uitzonderingsgroep;2022;;
118;Geliberaliseerd verhuur;Uitzonderingsgroep;2023;;
119;Geliberaliseerd verhuur;Uitzonderingsgroep;2024;;
120;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2015;;
121;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2016;;
122;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2017;1.4;1.2
123;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2018;2.7;2.1
124;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2019;3.2;2.3
125;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2020;3.0;2.1
126;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2021;;
127;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2022;;
128;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2023;4.5;3.4
129;Geliberaliseerd verhuur;Inkomen niet opgevraagd;2024;5.0;4.1
130;Geliberaliseerd verhuur;Inkomen onbekend;2015;2.1;1.4
131;Geliberaliseerd verhuur;Inkomen onbekend;2016;2.1;1.4
132;Geliberaliseerd verhuur;Inkomen onbekend;2017;3.1;1.4
133;Geliberaliseerd verhuur;Inkomen onbekend;2018;3.1;1.9
134;Geliberaliseerd verhuur;Inkomen onbekend;2019;3.3;2.6
135;Geliberaliseerd verhuur;Inkomen onbekend;2020;5.2;3.4
136;Geliberaliseerd verhuur;Inkomen onbekend;2021;;
137;Geliberaliseerd verhuur;Inkomen onbekend;2022;;
138;Geliberaliseerd verhuur;Inkomen onbekend;2023;1.5;2.8
139;Geliberaliseerd verhuur;Inkomen onbekend;2024;1.0;0.7
140;"Totaal; gereguleerd";Totaal;2015;2.6;2.0
141;"Totaal; gereguleerd";Totaal;2016;1.8;1.3
142;"Totaal; gereguleerd";Totaal;2017;1.4;1.0
143;"Totaal; gereguleerd";Totaal;2018;2.1;1.8
144;"Totaal; gereguleerd";Totaal;2019;2.3;2.0
145;"Totaal; gereguleerd";Totaal;2020;2.8;2.4
146;"Totaal; gereguleerd";Totaal;2021;0.3;-0.1
147;"Totaal; gereguleerd";Totaal;2022;2.6;2.2
148;"Totaal; gereguleerd";Totaal;2023;1.0;0.5
149;"Totaal; gereguleerd";Totaal;2024;5.6;5.0
150;"Totaal; gereguleerd";Hoog inkomen;2015;3.6;3.5
151;"Totaal; gereguleerd";Hoog inkomen;2016;2.8;2.4
152;"Totaal; gereguleerd";Hoog inkomen;2017;2.3;2.2
153;"Totaal; gereguleerd";Hoog inkomen;2018;4.2;4.2
154;"Totaal; gereguleerd";Hoog inkomen;2019;4.4;4.5
155;"Totaal; gereguleerd";Hoog inkomen;2020;5.5;5.2
156;"Totaal; gereguleerd";Hoog inkomen;2021;;
157;"Totaal; gereguleerd";Hoog inkomen;2022;;
158;"Totaal; gereguleerd";Hoog inkomen;2023;9.4;9.4
159;"Totaal; gereguleerd";Hoog inkomen;2024;10.1;10.1
160;"Totaal; gereguleerd";Middeninkomen;2015;;
161;"Totaal; gereguleerd";Middeninkomen;2016;;
162;"Totaal; gereguleerd";Middeninkomen;2017;;
163;"Totaal; gereguleerd";Middeninkomen;2018;;
164;"Totaal; gereguleerd";Middeninkomen;2019;;
165;"Totaal; gereguleerd";Middeninkomen;2020;;
166;"Totaal; gereguleerd";Middeninkomen;2021;;
167;"Totaal; gereguleerd";Middeninkomen;2022;;
168;"Totaal; gereguleerd";Middeninkomen;2023;5.1;4.9
169;"Totaal; gereguleerd";Middeninkomen;2024;6.3;6.2
170;"Totaal; gereguleerd";Laag inkomen;2015;2.2;1.7
171;"Totaal; gereguleerd";Laag inkomen;2016;1.5;1.0
172;"Totaal; gereguleerd";Laag inkomen;2017;1.2;0.8
173;"Totaal; gereguleerd";Laag inkomen;2018;2.0;1.7
174;"Totaal; gereguleerd";Laag inkomen;2019;2.1;1.8
175;"Totaal; gereguleerd";Laag inkomen;2020;2.8;2.4
176;"Totaal; gereguleerd";Laag inkomen;2021;;
177;"Totaal; gereguleerd";Laag inkomen;2022;;
178;"Totaal; gereguleerd";Laag inkomen;2023;0.1;-0.2
179;"Totaal; gereguleerd";Laag inkomen;2024;5.5;5.0
180;"Totaal; gereguleerd";Uitzonderingsgroep;2015;2.4;2.1
181;"Totaal; gereguleerd";Uitzonderingsgroep;2016;1.9;1.5
182;"Totaal; gereguleerd";Uitzonderingsgroep;2017;1.1;0.9
183;"Totaal; gereguleerd";Uitzonderingsgroep;2018;2.1;1.9
184;"Totaal; gereguleerd";Uitzonderingsgroep;2019;2.0;2.0
185;"Totaal; gereguleerd";Uitzonderingsgroep;2020;2.8;2.6
186;"Totaal; gereguleerd";Uitzonderingsgroep;2021;;
187;"Totaal; gereguleerd";Uitzonderingsgroep;2022;;
188;"Totaal; gereguleerd";Uitzonderingsgroep;2023;;
189;"Totaal; gereguleerd";Uitzonderingsgroep;2024;;
190;"Totaal; gereguleerd";Inkomen niet opgevraagd;2015;;
191;"Totaal; gereguleerd";Inkomen niet opgevraagd;2016;;
192;"Totaal; gereguleerd";Inkomen niet opgevraagd;2017;0.8;0.7
193;"Totaal; gereguleerd";Inkomen niet opgevraagd;2018;1.5;1.3
194;"Totaal; gereguleerd";Inkomen niet opgevraagd;2019;1.9;1.6
195;"Totaal; gereguleerd";Inkomen niet opgevraagd;2020;2.7;2.3
196;"Totaal; gereguleerd";Inkomen niet opgevraagd;2021;;
197;"Totaal; gereguleerd";Inkomen niet opgevraagd;2022;;
198;"Totaal; gereguleerd";Inkomen niet opgevraagd;2023;1.1;0.4
199;"Totaal; gereguleerd";Inkomen niet opgevraagd;2024;5.5;4.7
200;"Totaal; gereguleerd";Inkomen onbekend;2015;3.4;1.7
201;"Totaal; gereguleerd";Inkomen onbekend;2016;1.9;1.4
202;"Totaal; gereguleerd";Inkomen onbekend;2017;2.9;1.3
203;"Totaal; gereguleerd";Inkomen onbekend;2018;2.1;1.6
204;"Totaal; gereguleerd";Inkomen onbekend;2019;2.4;1.9
205;"Totaal; gereguleerd";Inkomen onbekend;2020;3.4;2.9
206;"Totaal; gereguleerd";Inkomen onbekend;2021;;
207;"Totaal; gereguleerd";Inkomen onbekend;2022;;
208;"Totaal; gereguleerd";Inkomen onbekend;2023;1.1;0.9
209;"Totaal; gereguleerd";Inkomen onbekend;2024;5.9;4.9
210;"Sociale verhuurders; gereguleerd";Totaal;2015;2.6;1.9
211;"Sociale verhuurders; gereguleerd";Totaal;2016;1.6;1.0
212;"Sociale verhuurders; gereguleerd";Totaal;2017;1.1;0.6
213;"Sociale verhuurders; gereguleerd";Totaal;2018;1.7;1.4
214;"Sociale verhuurders; gereguleerd";Totaal;2019;2.0;1.7
215;"Sociale verhuurders; gereguleerd";Totaal;2020;2.7;2.3
216;"Sociale verhuurders; gereguleerd";Totaal;2021;0.3;-0.1
217;"Sociale verhuurders; gereguleerd";Totaal;2022;2.6;2.2
218;"Sociale verhuurders; gereguleerd";Totaal;2023;0.1;-0.3
219;"Sociale verhuurders; gereguleerd";Totaal;2024;5.6;4.9
220;"Sociale verhuurders; gereguleerd";Hoog inkomen;2015;3.8;3.6
221;"Sociale verhuurders; gereguleerd";Hoog inkomen;2016;2.5;2.2
222;"Sociale verhuurders; gereguleerd";Hoog inkomen;2017;2.2;2.0
223;"Sociale verhuurders; gereguleerd";Hoog inkomen;2018;4.1;4.3
224;"Sociale verhuurders; gereguleerd";Hoog inkomen;2019;4.2;4.4
225;"Sociale verhuurders; gereguleerd";Hoog inkomen;2020;5.6;5.2
226;"Sociale verhuurders; gereguleerd";Hoog inkomen;2021;;
227;"Sociale verhuurders; gereguleerd";Hoog inkomen;2022;;
228;"Sociale verhuurders; gereguleerd";Hoog inkomen;2023;8.9;8.8
229;"Sociale verhuurders; gereguleerd";Hoog inkomen;2024;9.7;9.7
230;"Sociale verhuurders; gereguleerd";Middeninkomen;2015;;
231;"Sociale verhuurders; gereguleerd";Middeninkomen;2016;;
232;"Sociale verhuurders; gereguleerd";Middeninkomen;2017;;
233;"Sociale verhuurders; gereguleerd";Middeninkomen;2018;;
234;"Sociale verhuurders; gereguleerd";Middeninkomen;2019;;
235;"Sociale verhuurders; gereguleerd";Middeninkomen;2020;;
236;"Sociale verhuurders; gereguleerd";Middeninkomen;2021;;
237;"Sociale verhuurders; gereguleerd";Middeninkomen;2022;;
238;"Sociale verhuurders; gereguleerd";Middeninkomen;2023;4.8;4.6
239;"Sociale verhuurders; gereguleerd";Middeninkomen;2024;6.3;6.1
240;"Sociale verhuurders; gereguleerd";Laag inkomen;2015;2.2;1.6
241;"Sociale verhuurders; gereguleerd";Laag inkomen;2016;1.4;0.8
242;"Sociale verhuurders; gereguleerd";Laag inkomen;2017;0.9;0.4
243;"Sociale verhuurders; gereguleerd";Laag inkomen;2018;1.7;1.4
244;"Sociale verhuurders; gereguleerd";Laag inkomen;2019;1.9;1.7
245;"Sociale verhuurders; gereguleerd";Laag inkomen;2020;2.7;2.3
246;"Sociale verhuurders; gereguleerd";Laag inkomen;2021;;
247;"Sociale verhuurders; gereguleerd";Laag inkomen;2022;;
248;"Sociale verhuurders; gereguleerd";Laag inkomen;2023;-0.6;-0.9
249;"Sociale verhuurders; gereguleerd";Laag inkomen;2024;5.4;4.9
250;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2015;2.4;2.0
251;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2016;1.8;1.4
252;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2017;0.7;0.5
253;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2018;1.7;1.5
254;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2019;1.9;1.8
255;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2020;2.7;2.5
256;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2021;;
257;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2022;;
258;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2023;;
259;"Sociale verhuurders; gereguleerd";Uitzonderingsgroep;2024;;
260;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2015;;
261;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2016;;
262;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2017;0.6;0.5
263;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2018;1.5;1.2
264;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2019;1.8;1.5
265;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2020;2.5;2.0
266;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2021;;
267;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2022;;
268;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2023;0.1;-0.6
269;"Sociale verhuurders; gereguleerd";Inkomen niet opgevraagd;2024;5.5;4.6
270;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2015;3.8;1.6
271;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2016;1.6;1.0
272;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2017;3.0;0.6
273;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2018;1.6;1.2
274;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2019;1.9;1.4
275;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2020;3.1;2.4
276;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2021;;
277;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2022;;
278;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2023;0.4;0.1
279;"Sociale verhuurders; gereguleerd";Inkomen onbekend;2024;5.9;4.6
280;"Overige verhuurders; gereguleerd";Totaal;2015;2.6;2.4
281;"Overige verhuurders; gereguleerd";Totaal;2016;2.3;2.0
282;"Overige verhuurders; gereguleerd";Totaal;2017;2.5;2.3
283;"Overige verhuurders; gereguleerd";Totaal;2018;3.3;2.9
284;"Overige verhuurders; gereguleerd";Totaal;2019;3.3;3.0
285;"Overige verhuurders; gereguleerd";Totaal;2020;3.4;3.0
286;"Overige verhuurders; gereguleerd";Totaal;2021;0.3;0.2
287;"Overige verhuurders; gereguleerd";Totaal;2022;2.8;2.4
288;"Overige verhuurders; gereguleerd";Totaal;2023;3.7;3.0
289;"Overige verhuurders; gereguleerd";Totaal;2024;5.7;5.2
290;"Overige verhuurders; gereguleerd";Hoog inkomen;2015;3.3;3.3
291;"Overige verhuurders; gereguleerd";Hoog inkomen;2016;3.0;2.8
292;"Overige verhuurders; gereguleerd";Hoog inkomen;2017;2.7;2.7
293;"Overige verhuurders; gereguleerd";Hoog inkomen;2018;4.4;4.2
294;"Overige verhuurders; gereguleerd";Hoog inkomen;2019;4.9;4.9
295;"Overige verhuurders; gereguleerd";Hoog inkomen;2020;5.4;5.3
296;"Overige verhuurders; gereguleerd";Hoog inkomen;2021;;
297;"Overige verhuurders; gereguleerd";Hoog inkomen;2022;;
298;"Overige verhuurders; gereguleerd";Hoog inkomen;2023;12.1;12.1
299;"Overige verhuurders; gereguleerd";Hoog inkomen;2024;12.4;12.4
300;"Overige verhuurders; gereguleerd";Middeninkomen;2015;;
301;"Overige verhuurders; gereguleerd";Middeninkomen;2016;;
302;"Overige verhuurders; gereguleerd";Middeninkomen;2017;;
303;"Overige verhuurders; gereguleerd";Middeninkomen;2018;;
304;"Overige verhuurders; gereguleerd";Middeninkomen;2019;;
305;"Overige verhuurders; gereguleerd";Middeninkomen;2020;;
306;"Overige verhuurders; gereguleerd";Middeninkomen;2021;;
307;"Overige verhuurders; gereguleerd";Middeninkomen;2022;;
308;"Overige verhuurders; gereguleerd";Middeninkomen;2023;6.3;6.2
309;"Overige verhuurders; gereguleerd";Middeninkomen;2024;6.4;6.4
310;"Overige verhuurders; gereguleerd";Laag inkomen;2015;2.4;2.1
311;"Overige verhuurders; gereguleerd";Laag inkomen;2016;1.9;1.8
312;"Overige verhuurders; gereguleerd";Laag inkomen;2017;2.3;2.1
313;"Overige verhuurders; gereguleerd";Laag inkomen;2018;3.6;3.1
314;"Overige verhuurders; gereguleerd";Laag inkomen;2019;3.7;3.6
315;"Overige verhuurders; gereguleerd";Laag inkomen;2020;3.6;3.9
316;"Overige verhuurders; gereguleerd";Laag inkomen;2021;;
317;"Overige verhuurders; gereguleerd";Laag inkomen;2022;;
318;"Overige verhuurders; gereguleerd";Laag inkomen;2023;3.2;2.9
319;"Overige verhuurders; gereguleerd";Laag inkomen;2024;5.8;5.6
320;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2015;2.4;2.4
321;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2016;2.2;1.8
322;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2017;2.4;2.4
323;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2018;3.5;3.5
324;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2019;3.9;3.9
325;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2020;4.4;4.4
326;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2021;;
327;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2022;;
328;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2023;;
329;"Overige verhuurders; gereguleerd";Uitzonderingsgroep;2024;;
330;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2015;;
331;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2016;;
332;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2017;2.2;1.9
333;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2018;2.1;2.0
334;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2019;2.5;2.3
335;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2020;3.2;2.8
336;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2021;;
337;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2022;;
338;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2023;3.7;2.7
339;"Overige verhuurders; gereguleerd";Inkomen niet opgevraagd;2024;5.6;4.9
340;"Overige verhuurders; gereguleerd";Inkomen onbekend;2015;2.5;2.0
341;"Overige verhuurders; gereguleerd";Inkomen onbekend;2016;2.4;1.9
342;"Overige verhuurders; gereguleerd";Inkomen onbekend;2017;2.9;2.3
343;"Overige verhuurders; gereguleerd";Inkomen onbekend;2018;3.1;2.6
344;"Overige verhuurders; gereguleerd";Inkomen onbekend;2019;3.2;2.9
345;"Overige verhuurders; gereguleerd";Inkomen onbekend;2020;4.5;4.4
346;"Overige verhuurders; gereguleerd";Inkomen onbekend;2021;;
347;"Overige verhuurders; gereguleerd";Inkomen onbekend;2022;;
348;"Overige verhuurders; gereguleerd";Inkomen onbekend;2023;3.7;3.7
349;"Overige verhuurders; gereguleerd";Inkomen onbekend;2024;5.8;5.8
