ID;RegioS;Herkomst;Kenmerken;ParticuliereHuishoudensMetInkomen_1;BesteedbaarInkomen_2;GestandaardiseerdInkomen_3;AantalHuishoudensMet52WekenInkomen_4;BesteedbaarInkomen_5;GestandaardiseerdInkomen_6;MetLaagInkomen_7;MetLangdurigLaagInkomen_8;OnderOfRondSociaalMinimum_9
28;Nederland;12;Leeftijd hoofdkostwinner: 45-65 jaar;351.0;26.4;17.9;339.5;26.8;18.1;70.5;35.3;52.7
29;Nederland;12;Leeftijd hoofdkostwinner: 65 jr en ouder;136.7;20.0;16.4;136.0;20.0;16.5;29.9;19.0;27.4
30;Nederland;13;Totaal Kenmerken;5.1;19.4;15.0;3.9;23.5;18.0;0.8;0.1;0.7
31;Nederland;13;Sociaal-economische categorie: actief;3.4;22.7;17.4;3.0;25.4;19.4;0.4;;0.3
32;Nederland;13;Sociaal economische categorie: pensioen;0.3;17.7;14.3;0.3;18.6;15.0;0.2;;0.2
33;Nederland;13;Soc. econ. categorie:overige uitkeringen;1.3;11.5;9.1;0.6;16.2;12.0;0.3;;0.2
34;Nederland;13;Eenpersoonshuishoudens;3.1;12.4;12.4;2.1;15.6;15.6;0.6;;0.5
35;Nederland;13;Meerpersoonshuishoudens zonder kinderen;1.2;30.6;21.0;1.1;32.6;22.4;0.1;;0.1
36;Nederland;13;Meerpersoonshuishoudens met kinderen;0.8;29.7;16.0;0.6;33.5;18.0;0.1;;0.1
37;Nederland;13;Leeftijd hoofdkostwinner: tot 45 jaar;3.7;17.9;14.0;2.7;22.1;17.0;0.6;;0.4
38;Nederland;13;Leeftijd hoofdkostwinner: 45-65 jaar;1.1;24.3;18.2;0.9;27.8;20.6;0.2;;0.2
39;Nederland;13;Leeftijd hoofdkostwinner: 65 jr en ouder;0.3;21.1;16.8;0.3;23.5;18.6;0.1;;0.1
40;Nederland;14;Totaal Kenmerken;618.6;25.4;18.2;590.1;26.0;18.6;84.6;37.0;64.6
41;Nederland;14;Sociaal-economische categorie: actief;387.4;29.0;19.9;376.2;29.7;20.4;26.5;4.9;18.1
42;Nederland;14;Sociaal economische categorie: pensioen;134.2;20.8;17.0;134.0;20.8;17.1;18.9;11.7;16.0
43;Nederland;14;Soc. econ. categorie:overige uitkeringen;96.9;17.6;13.1;79.9;17.4;12.9;39.2;20.4;30.4
44;Nederland;14;Eenpersoonshuishoudens;231.3;15.8;15.8;214.6;16.5;16.5;49.4;24.5;37.1
45;Nederland;14;Meerpersoonshuishoudens zonder kinderen;234.8;31.5;21.4;229.3;31.7;21.6;13.6;4.7;12.8
46;Nederland;14;Meerpersoonshuishoudens met kinderen;152.5;30.7;16.8;146.3;31.2;17.1;21.7;7.8;14.7
47;Nederland;14;Leeftijd hoofdkostwinner: tot 45 jaar;269.0;24.7;17.4;249.3;25.8;18.1;37.2;10.8;26.4
48;Nederland;14;Leeftijd hoofdkostwinner: 45-65 jaar;232.6;28.6;19.7;224.3;29.0;19.9;29.7;14.8;22.6
49;Nederland;14;Leeftijd hoofdkostwinner: 65 jr en ouder;117.0;20.8;17.2;116.5;20.8;17.2;17.7;11.4;15.6
50;Nederland;15;Totaal Kenmerken;494.5;20.5;13.5;461.3;21.5;14.1;154.2;63.1;111.0
51;Nederland;15;Sociaal-economische categorie: actief;324.9;23.7;15.4;307.2;24.8;16.1;45.7;11.3;25.8
52;Nederland;15;Sociaal economische categorie: pensioen;22.6;16.6;12.7;22.5;16.7;12.7;11.9;7.1;10.9
53;Nederland;15;Soc. econ. categorie:overige uitkeringen;147.0;13.9;9.4;131.6;14.6;9.8;96.6;44.7;74.4
54;Nederland;15;Eenpersoonshuishoudens;167.3;12.2;12.2;145.7;13.4;13.4;55.9;21.1;41.6
55;Nederland;15;Meerpersoonshuishoudens zonder kinderen;99.5;26.0;17.2;96.0;26.6;17.6;18.6;6.6;16.9
56;Nederland;15;Meerpersoonshuishoudens met kinderen;227.6;24.1;12.8;219.5;24.7;13.1;79.7;35.3;52.5
57;Nederland;15;Leeftijd hoofdkostwinner: tot 45 jaar;356.3;20.2;13.3;326.7;21.6;14.1;101.3;35.0;69.1
58;Nederland;15;Leeftijd hoofdkostwinner: 45-65 jaar;118.5;22.1;14.3;115.2;22.4;14.6;40.8;20.5;30.1
59;Nederland;15;Leeftijd hoofdkostwinner: 65 jr en ouder;19.7;15.2;12.1;19.4;15.3;12.2;12.1;7.5;11.8
60;Nederland;16;Totaal Kenmerken;269.6;24.3;17.7;249.4;25.2;18.3;42.0;18.4;32.8
61;Nederland;16;Sociaal-economische categorie: actief;153.6;28.0;19.4;145.4;29.3;20.3;12.6;2.2;8.7
62;Nederland;16;Sociaal economische categorie: pensioen;66.3;20.5;17.1;66.2;20.5;17.1;10.1;6.5;8.7
63;Nederland;16;Soc. econ. categorie:overige uitkeringen;49.7;18.1;13.3;37.8;17.5;12.8;19.3;9.8;15.4
64;Nederland;16;Eenpersoonshuishoudens;112.7;15.6;15.6;101.1;16.5;16.5;24.5;12.4;18.9
65;Nederland;16;Meerpersoonshuishoudens zonder kinderen;94.7;31.2;21.2;90.5;31.5;21.4;6.6;2.3;6.5
66;Nederland;16;Meerpersoonshuishoudens met kinderen;62.2;29.7;16.3;57.8;30.5;16.7;10.8;3.8;7.5
67;Nederland;16;Leeftijd hoofdkostwinner: tot 45 jaar;104.8;23.1;16.4;90.7;25.0;17.7;16.9;4.5;12.2
68;Nederland;16;Leeftijd hoofdkostwinner: 45-65 jaar;105.4;27.8;19.3;99.7;28.2;19.5;15.0;7.4;11.6
69;Nederland;16;Leeftijd hoofdkostwinner: 65 jr en ouder;59.4;20.4;17.1;59.0;20.4;17.2;10.1;6.5;9.0
70;Nederland;17;Totaal Kenmerken;349.0;26.3;18.6;340.7;26.7;18.8;42.6;18.6;31.8
71;Nederland;17;Sociaal-economische categorie: actief;233.8;29.7;20.2;230.8;30.0;20.4;13.9;2.7;9.4
72;Nederland;17;Sociaal economische categorie: pensioen;67.9;21.1;17.0;67.8;21.1;17.0;8.8;5.3;7.3
73;Nederland;17;Soc. econ. categorie:overige uitkeringen;47.3;17.0;12.8;42.1;17.3;13.0;19.9;10.6;15.0
74;Nederland;17;Eenpersoonshuishoudens;118.6;16.1;16.1;113.5;16.5;16.5;24.8;12.2;18.2
75;Nederland;17;Meerpersoonshuishoudens zonder kinderen;140.2;31.6;21.6;138.8;31.8;21.7;6.9;2.4;6.3
76;Nederland;17;Meerpersoonshuishoudens met kinderen;90.2;31.4;17.2;88.5;31.7;17.4;10.9;4.0;7.2
77;Nederland;17;Leeftijd hoofdkostwinner: tot 45 jaar;164.3;25.7;18.0;158.6;26.3;18.4;20.3;6.3;14.2
78;Nederland;17;Leeftijd hoofdkostwinner: 45-65 jaar;127.1;29.4;20.0;124.6;29.6;20.2;14.7;7.3;10.9
79;Nederland;17;Leeftijd hoofdkostwinner: 65 jr en ouder;57.6;21.2;17.2;57.5;21.2;17.2;7.7;4.9;6.6
80;Nederland;18;Totaal Kenmerken;449.0;20.4;13.4;420.5;21.4;14.0;143.9;60.7;104.6
81;Nederland;18;Sociaal-economische categorie: actief;287.7;23.9;15.4;273.1;24.9;16.0;39.9;10.5;22.7
82;Nederland;18;Sociaal economische categorie: pensioen;21.4;16.3;12.3;21.2;16.4;12.4;11.6;6.9;10.7
83;Nederland;18;Soc. econ. categorie:overige uitkeringen;140.0;14.0;9.4;126.1;14.7;9.8;92.4;43.3;71.2
84;Nederland;18;Eenpersoonshuishoudens;147.5;12.3;12.3;129.3;13.4;13.4;49.9;19.8;38.2
85;Nederland;18;Meerpersoonshuishoudens zonder kinderen;86.8;25.4;16.9;83.9;26.0;17.2;17.6;6.5;16.2
86;Nederland;18;Meerpersoonshuishoudens met kinderen;214.7;24.0;12.7;207.3;24.5;13.0;76.4;34.4;50.2
87;Nederland;18;Leeftijd hoofdkostwinner: tot 45 jaar;314.6;20.3;13.2;289.4;21.5;13.9;91.5;33.0;63.0
88;Nederland;18;Leeftijd hoofdkostwinner: 45-65 jaar;115.7;21.9;14.2;112.6;22.2;14.4;40.4;20.2;29.8
89;Nederland;18;Leeftijd hoofdkostwinner: 65 jr en ouder;18.7;14.7;11.6;18.5;14.8;11.7;12.0;7.4;11.7
90;Nederland;19;Totaal Kenmerken;45.4;20.9;14.8;40.8;22.6;16.0;10.3;2.4;6.5
91;Nederland;19;Sociaal-economische categorie: actief;37.2;22.5;15.8;34.1;24.1;16.9;5.8;0.8;3.1
92;Nederland;19;Sociaal economische categorie: pensioen;1.3;22.3;18.1;1.2;22.7;18.5;0.3;0.1;0.2
93;Nederland;19;Soc. econ. categorie:overige uitkeringen;6.9;11.8;9.0;5.5;12.9;9.8;4.2;1.4;3.1
94;Nederland;19;Eenpersoonshuishoudens;19.8;11.7;11.7;16.5;13.3;13.3;6.0;1.3;3.4
95;Nederland;19;Meerpersoonshuishoudens zonder kinderen;12.7;29.6;19.9;12.1;30.5;20.5;1.0;0.1;0.8
96;Nederland;19;Meerpersoonshuishoudens met kinderen;12.9;26.3;14.6;12.2;27.2;15.0;3.2;0.9;2.3
97;Nederland;19;Leeftijd hoofdkostwinner: tot 45 jaar;41.7;20.1;14.2;37.2;21.9;15.4;9.8;2.0;6.1
98;Nederland;19;Leeftijd hoofdkostwinner: 45-65 jaar;2.8;30.9;21.0;2.7;31.7;21.6;0.4;0.2;0.3
99;Nederland;19;Leeftijd hoofdkostwinner: 65 jr en ouder;1.0;25.8;21.0;1.0;25.8;21.0;0.2;0.1;0.1
100;Nederland;20;Totaal Kenmerken;98.6;23.2;13.6;94.6;23.8;13.9;28.1;12.0;19.8
101;Nederland;20;Sociaal-economische categorie: actief;64.6;26.7;15.2;62.6;27.3;15.6;8.3;2.3;4.0
102;Nederland;20;Sociaal economische categorie: pensioen;4.3;16.4;11.5;4.3;16.5;11.5;2.2;1.0;2.0
103;Nederland;20;Soc. econ. categorie:overige uitkeringen;29.6;16.6;10.2;27.7;17.0;10.4;17.5;8.6;13.7
104;Nederland;20;Eenpersoonshuishoudens;17.8;11.9;11.9;15.6;13.0;13.0;6.1;1.8;4.3
105;Nederland;20;Meerpersoonshuishoudens zonder kinderen;20.6;24.1;15.4;20.1;24.4;15.6;5.1;2.1;4.4
106;Nederland;20;Meerpersoonshuishoudens met kinderen;60.2;26.2;13.4;58.9;26.5;13.6;16.9;8.1;11.1
107;Nederland;20;Leeftijd hoofdkostwinner: tot 45 jaar;76.3;23.9;13.8;72.6;24.7;14.2;19.1;7.6;12.5
108;Nederland;20;Leeftijd hoofdkostwinner: 45-65 jaar;19.7;21.7;13.3;19.4;21.8;13.4;7.2;3.5;5.6
109;Nederland;20;Leeftijd hoofdkostwinner: 65 jr en ouder;2.6;13.9;10.4;2.6;13.9;10.4;1.7;0.8;1.7
110;Nederland;21;Totaal Kenmerken;79.4;21.0;12.6;75.6;21.7;12.9;29.0;13.2;19.2
111;Nederland;21;Sociaal-economische categorie: actief;48.2;24.3;14.5;46.1;25.1;14.9;7.7;2.4;3.5
112;Nederland;21;Sociaal economische categorie: pensioen;3.7;17.2;10.9;3.7;17.3;10.9;2.1;1.0;1.9
113;Nederland;21;Soc. econ. categorie:overige uitkeringen;27.5;15.7;9.4;25.8;16.2;9.6;19.1;9.8;13.8
114;Nederland;21;Eenpersoonshuishoudens;19.9;11.6;11.6;17.4;12.6;12.6;6.8;2.1;4.7
115;Nederland;21;Meerpersoonshuishoudens zonder kinderen;15.3;23.8;15.5;14.9;24.1;15.7;3.7;1.5;3.3
116;Nederland;21;Meerpersoonshuishoudens met kinderen;44.2;24.2;12.0;43.3;24.5;12.1;18.4;9.6;11.2
117;Nederland;21;Leeftijd hoofdkostwinner: tot 45 jaar;55.9;20.8;12.8;52.5;21.8;13.3;17.7;7.1;11.4
118;Nederland;21;Leeftijd hoofdkostwinner: 45-65 jaar;20.4;22.1;12.2;20.1;22.3;12.2;9.3;5.0;6.0
119;Nederland;21;Leeftijd hoofdkostwinner: 65 jr en ouder;3.0;15.5;10.2;3.0;15.6;10.3;2.0;1.0;1.8
120;Nederland;22;Totaal Kenmerken;127.2;21.5;15.1;122.0;22.1;15.5;33.2;15.9;25.0
121;Nederland;22;Sociaal-economische categorie: actief;87.6;25.0;17.0;84.9;25.6;17.4;8.4;1.7;4.9
122;Nederland;22;Sociaal economische categorie: pensioen;8.9;15.8;13.1;8.9;15.8;13.2;4.8;3.4;4.5
123;Nederland;22;Soc. econ. categorie:overige uitkeringen;30.7;13.2;10.1;28.2;13.7;10.4;20.1;10.7;15.6
124;Nederland;22;Eenpersoonshuishoudens;50.5;13.2;13.2;46.8;13.9;13.9;17.7;9.1;13.7
125;Nederland;22;Meerpersoonshuishoudens zonder kinderen;27.9;29.6;19.7;27.5;29.9;19.9;2.9;1.2;2.7
126;Nederland;22;Meerpersoonshuishoudens met kinderen;48.9;25.4;14.3;47.7;25.8;14.5;12.6;5.6;8.7
127;Nederland;22;Leeftijd hoofdkostwinner: tot 45 jaar;82.9;21.5;14.8;78.3;22.3;15.4;18.6;6.9;13.0
128;Nederland;22;Leeftijd hoofdkostwinner: 45-65 jaar;36.2;23.1;16.2;35.6;23.4;16.3;9.7;5.4;7.1
129;Nederland;22;Leeftijd hoofdkostwinner: 65 jr en ouder;8.1;14.7;12.6;8.1;14.8;12.6;5.0;3.6;4.9
130;Nederland;23;Totaal Kenmerken;45.8;18.4;13.4;40.6;20.2;14.6;13.1;4.0;9.7
131;Nederland;23;Sociaal-economische categorie: actief;30.4;21.7;15.5;27.6;23.4;16.7;3.7;0.5;2.3
132;Nederland;23;Sociaal economische categorie: pensioen;1.5;17.7;14.4;1.5;17.8;14.6;0.7;0.4;0.6
133;Nederland;23;Soc. econ. categorie:overige uitkeringen;14.0;11.6;8.8;11.5;12.7;9.6;8.8;3.1;6.8
134;Nederland;23;Eenpersoonshuishoudens;20.5;11.9;11.9;17.1;13.6;13.6;6.3;2.0;4.9
135;Nederland;23;Meerpersoonshuishoudens zonder kinderen;8.9;27.1;18.6;8.4;28.3;19.4;1.0;0.2;0.9
136;Nederland;23;Meerpersoonshuishoudens met kinderen;16.4;21.9;12.4;15.1;23.2;13.1;5.8;1.8;3.8
137;Nederland;23;Leeftijd hoofdkostwinner: tot 45 jaar;32.8;17.5;12.7;28.2;19.6;14.1;9.2;2.3;6.5
138;Nederland;23;Leeftijd hoofdkostwinner: 45-65 jaar;11.3;21.7;15.6;10.8;22.4;16.0;3.0;1.2;2.3
139;Nederland;23;Leeftijd hoofdkostwinner: 65 jr en ouder;1.6;15.4;12.9;1.6;15.7;13.2;0.9;0.5;0.9
140;Nederland;24;Totaal Kenmerken;143.5;18.1;12.6;128.5;19.6;13.6;50.8;18.1;37.3
141;Nederland;24;Sociaal-economische categorie: actief;94.2;21.0;14.6;86.0;22.6;15.6;17.6;4.3;11.0
142;Nederland;24;Sociaal economische categorie: pensioen;4.2;17.9;13.8;4.2;18.0;13.9;2.1;1.3;1.9
143;Nederland;24;Soc. econ. categorie:overige uitkeringen;45.1;12.1;8.5;38.3;13.0;9.1;31.1;12.5;24.3
144;Nederland;24;Eenpersoonshuishoudens;58.7;11.8;11.8;48.9;13.4;13.4;19.0;6.0;14.0
145;Nederland;24;Meerpersoonshuishoudens zonder kinderen;26.8;24.6;16.6;25.1;25.7;17.4;5.9;1.7;5.5
146;Nederland;24;Meerpersoonshuishoudens met kinderen;58.0;21.5;11.6;54.5;22.3;12.1;26.0;10.4;17.7
147;Nederland;24;Leeftijd hoofdkostwinner: tot 45 jaar;108.3;17.3;12.3;95.0;19.0;13.4;36.7;11.1;25.7
148;Nederland;24;Leeftijd hoofdkostwinner: 45-65 jaar;30.8;21.2;13.9;29.3;21.9;14.3;11.5;5.4;9.1
149;Nederland;24;Leeftijd hoofdkostwinner: 65 jr en ouder;4.3;16.5;13.1;4.2;16.9;13.4;2.5;1.5;2.5
150;Noord-Nederland;10;Totaal Kenmerken;688.9;23.7;16.5;675.8;24.0;16.7;99.0;45.6;71.4
151;Noord-Nederland;10;Sociaal-economische categorie: actief;427.3;27.3;18.0;422.4;27.6;18.1;32.4;7.8;19.7
152;Noord-Nederland;10;Sociaal economische categorie: pensioen;175.8;18.6;15.2;175.3;18.6;15.3;28.2;18.1;22.3
153;Noord-Nederland;10;Soc. econ. categorie:overige uitkeringen;85.9;16.0;11.8;78.1;16.3;12.1;38.3;19.7;29.4
154;Noord-Nederland;10;Eenpersoonshuishoudens;214.4;14.3;14.3;206.5;14.7;14.7;52.2;28.5;38.0
155;Noord-Nederland;10;Meerpersoonshuishoudens zonder kinderen;287.0;27.9;19.1;284.5;28.0;19.2;17.5;6.1;15.9
156;Noord-Nederland;10;Meerpersoonshuishoudens met kinderen;187.5;28.0;15.0;184.8;28.2;15.1;29.4;11.0;17.5
157;Noord-Nederland;10;Leeftijd hoofdkostwinner: tot 45 jaar;297.5;23.6;15.8;288.3;24.1;16.1;44.4;14.6;28.8
158;Noord-Nederland;10;Leeftijd hoofdkostwinner: 45-65 jaar;233.7;27.2;18.2;230.0;27.4;18.4;28.6;13.7;21.4
159;Noord-Nederland;10;Leeftijd hoofdkostwinner: 65 jr en ouder;157.7;18.6;15.3;157.5;18.7;15.3;26.0;17.3;21.3
160;Noord-Nederland;11;Totaal Kenmerken;632.9;23.9;16.6;623.2;24.1;16.8;85.4;40.1;61.4
161;Noord-Nederland;11;Sociaal-economische categorie: actief;392.5;27.6;18.1;389.2;27.8;18.2;28.1;6.8;17.1
162;Noord-Nederland;11;Sociaal economische categorie: pensioen;167.7;18.6;15.2;167.3;18.6;15.2;26.6;17.1;21.0
163;Noord-Nederland;11;Soc. econ. categorie:overige uitkeringen;72.7;16.4;12.2;66.7;16.6;12.3;30.7;16.2;23.3
164;Noord-Nederland;11;Eenpersoonshuishoudens;194.4;14.5;14.5;188.6;14.7;14.7;45.8;25.7;33.3
165;Noord-Nederland;11;Meerpersoonshuishoudens zonder kinderen;268.9;27.9;19.1;266.9;28.0;19.2;15.6;5.5;14.3
166;Noord-Nederland;11;Meerpersoonshuishoudens met kinderen;169.7;28.3;15.2;167.7;28.5;15.3;24.0;8.9;13.9
167;Noord-Nederland;11;Leeftijd hoofdkostwinner: tot 45 jaar;267.5;24.0;16.0;261.1;24.4;16.3;36.4;12.1;23.3
168;Noord-Nederland;11;Leeftijd hoofdkostwinner: 45-65 jaar;214.6;27.4;18.4;211.4;27.6;18.5;24.4;11.6;18.2
169;Noord-Nederland;11;Leeftijd hoofdkostwinner: 65 jr en ouder;150.8;18.6;15.3;150.7;18.6;15.3;24.5;16.4;19.9
170;Noord-Nederland;12;Totaal Kenmerken;55.8;21.4;15.0;52.4;22.3;15.6;13.6;5.5;9.9
171;Noord-Nederland;12;Sociaal-economische categorie: actief;34.7;24.7;16.7;33.1;25.7;17.3;4.4;1.1;2.6
172;Noord-Nederland;12;Sociaal economische categorie: pensioen;8.1;19.2;15.5;8.0;19.2;15.6;1.6;1.0;1.3
173;Noord-Nederland;12;Soc. econ. categorie:overige uitkeringen;13.0;13.8;10.1;11.3;14.5;10.5;7.6;3.5;6.1
174;Noord-Nederland;12;Eenpersoonshuishoudens;19.9;12.9;12.9;17.9;13.9;13.9;6.4;2.7;4.7
175;Noord-Nederland;12;Meerpersoonshuishoudens zonder kinderen;18.1;27.4;18.8;17.5;27.9;19.1;1.9;0.6;1.7
176;Noord-Nederland;12;Meerpersoonshuishoudens met kinderen;17.8;24.8;13.4;17.0;25.4;13.7;5.3;2.2;3.6
177;Noord-Nederland;12;Leeftijd hoofdkostwinner: tot 45 jaar;29.9;19.8;13.6;27.1;21.2;14.5;7.9;2.5;5.4
178;Noord-Nederland;12;Leeftijd hoofdkostwinner: 45-65 jaar;19.1;24.7;16.9;18.5;25.2;17.2;4.1;2.1;3.2
179;Noord-Nederland;12;Leeftijd hoofdkostwinner: 65 jr en ouder;6.8;18.8;15.4;6.8;18.9;15.4;1.5;1.0;1.3
180;Noord-Nederland;13;Totaal Kenmerken;0.3;17.3;13.2;0.2;20.7;15.4;0.1;;0.1
181;Noord-Nederland;13;Sociaal-economische categorie: actief;0.1;23.7;16.9;0.1;25.3;18.0;;;
182;Noord-Nederland;13;Sociaal economische categorie: pensioen;;;;;;;;;
183;Noord-Nederland;13;Soc. econ. categorie:overige uitkeringen;0.1;9.5;7.6;0.1;13.2;9.6;;;
184;Noord-Nederland;13;Eenpersoonshuishoudens;0.1;11.3;11.3;0.1;15.2;15.2;;;
185;Noord-Nederland;13;Meerpersoonshuishoudens zonder kinderen;0.1;26.5;17.7;0.1;26.9;17.9;;;
186;Noord-Nederland;13;Meerpersoonshuishoudens met kinderen;0.0;20.0;10.4;0.0;20.0;10.4;;;
187;Noord-Nederland;13;Leeftijd hoofdkostwinner: tot 45 jaar;0.2;14.6;11.0;0.1;18.5;13.6;;;
188;Noord-Nederland;13;Leeftijd hoofdkostwinner: 45-65 jaar;0.0;24.1;15.8;0.0;29.0;18.8;;;
189;Noord-Nederland;13;Leeftijd hoofdkostwinner: 65 jr en ouder;0.1;18.2;16.4;0.1;18.8;16.7;;;
190;Noord-Nederland;14;Totaal Kenmerken;38.3;23.1;16.4;36.8;23.7;16.8;6.7;2.9;4.9
191;Noord-Nederland;14;Sociaal-economische categorie: actief;24.3;26.4;18.0;23.5;27.1;18.4;2.2;0.5;1.3
192;Noord-Nederland;14;Sociaal economische categorie: pensioen;7.4;19.3;15.7;7.4;19.4;15.8;1.2;0.8;1.0
193;Noord-Nederland;14;Soc. econ. categorie:overige uitkeringen;6.6;15.2;11.4;5.9;15.6;11.7;3.3;1.7;2.6
194;Noord-Nederland;14;Eenpersoonshuishoudens;13.5;14.1;14.1;12.6;14.7;14.7;3.6;1.7;2.6
195;Noord-Nederland;14;Meerpersoonshuishoudens zonder kinderen;14.6;28.5;19.6;14.3;28.8;19.8;1.0;0.4;1.0
196;Noord-Nederland;14;Meerpersoonshuishoudens met kinderen;10.2;27.2;14.8;10.0;27.6;15.0;2.1;0.8;1.3
197;Noord-Nederland;14;Leeftijd hoofdkostwinner: tot 45 jaar;17.1;21.9;15.2;16.0;22.9;15.9;3.1;0.9;2.0
198;Noord-Nederland;14;Leeftijd hoofdkostwinner: 45-65 jaar;15.0;26.2;18.1;14.6;26.5;18.3;2.5;1.3;1.9
199;Noord-Nederland;14;Leeftijd hoofdkostwinner: 65 jr en ouder;6.3;19.1;15.6;6.2;19.1;15.6;1.1;0.7;1.0
200;Noord-Nederland;15;Totaal Kenmerken;17.4;17.6;11.8;15.6;19.0;12.7;6.8;2.6;5.1
201;Noord-Nederland;15;Sociaal-economische categorie: actief;10.4;20.8;13.7;9.6;22.4;14.7;2.1;0.5;1.3
202;Noord-Nederland;15;Sociaal economische categorie: pensioen;0.6;17.3;13.2;0.6;17.4;13.3;0.3;0.2;0.3
203;Noord-Nederland;15;Soc. econ. categorie:overige uitkeringen;6.4;12.4;8.7;5.4;13.3;9.3;4.4;1.8;3.5
204;Noord-Nederland;15;Eenpersoonshuishoudens;6.5;10.4;10.4;5.3;11.9;11.9;2.7;1.0;2.1
205;Noord-Nederland;15;Meerpersoonshuishoudens zonder kinderen;3.4;22.6;15.3;3.2;23.7;16.0;0.8;0.2;0.7
206;Noord-Nederland;15;Meerpersoonshuishoudens met kinderen;7.5;21.5;11.5;7.1;22.3;11.9;3.3;1.3;2.3
207;Noord-Nederland;15;Leeftijd hoofdkostwinner: tot 45 jaar;12.7;17.1;11.5;11.1;18.8;12.5;4.8;1.5;3.4
208;Noord-Nederland;15;Leeftijd hoofdkostwinner: 45-65 jaar;4.1;19.4;12.9;3.9;20.0;13.2;1.7;0.8;1.3
209;Noord-Nederland;15;Leeftijd hoofdkostwinner: 65 jr en ouder;0.6;16.3;12.9;0.6;16.3;12.9;0.4;0.2;0.4
