ID;Geslacht;LeeftijdBeginPeriode;ArbeidsmarktpositieEindePeriode;Perioden;TotaleBevolkingBeginPeriode_1;WerkzaamBeginPeriode_2;NietWerkzaamBeginPeriode_3;ImmigratieGeboorteTijdensPeriode_4
15;Totaal mannen en vrouwen;0;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;7736.8;7081.4;655.3;37.4
16;Totaal mannen en vrouwen;0;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;7994.9;7309.8;685.2;44.8
17;Totaal mannen en vrouwen;0;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;8086.0;7498.1;587.9;55.8
18;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;8097.8;477.3;7620.5;302.1
19;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;8071.9;483.5;7588.4;303.2
20;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;8130.5;511.6;7618.9;293.1
21;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;8251.2;529.3;7721.9;281.6
22;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;8402.2;562.8;7839.3;269.5
23;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;8413.0;504.7;7908.3;265.7
24;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;8319.6;516.3;7803.3;260.0
25;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;8097.5;408.7;7688.8;261.8
26;Totaal mannen en vrouwen;0;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;8051.4;483.0;7568.4;274.4
27;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;219.2;38.3;180.9;0.0
28;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;218.3;40.0;178.3;0.0
29;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;231.4;43.3;188.1;0.0
30;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;243.6;46.8;196.7;0.0
31;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;251.3;47.7;203.6;0.0
32;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;262.1;50.1;211.9;0.0
33;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;274.1;54.1;220.0;0.0
34;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;260.6;55.5;205.1;0.0
35;Totaal mannen en vrouwen;0;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;262.1;58.6;203.6;0.0
36;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;198.6;0.0;198.6;211.2
37;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;205.2;0.0;205.2;207.3
38;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;204.2;0.0;204.2;204.3
39;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;201.0;0.0;201.0;203.8
40;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;200.1;0.0;200.1;196.1
41;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;191.8;0.0;191.8;194.2
42;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;189.4;0.0;189.4;183.5
43;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;183.5;0.0;183.5;181.2
44;Totaal mannen en vrouwen;1;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;181.2;0.0;181.2;181.7
45;Totaal mannen en vrouwen;1;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0
46;Totaal mannen en vrouwen;1;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0
47;Totaal mannen en vrouwen;1;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0
48;Totaal mannen en vrouwen;1;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0
49;Totaal mannen en vrouwen;1;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0
50;Totaal mannen en vrouwen;1;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;1;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0
52;Totaal mannen en vrouwen;1;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0
53;Totaal mannen en vrouwen;1;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0
54;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;197.3;0.0;197.3;211.2
55;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;203.8;0.0;203.8;207.3
56;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;202.9;0.0;202.9;204.3
57;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;199.5;0.0;199.5;203.8
58;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;198.5;0.0;198.5;196.1
59;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;190.5;0.0;190.5;194.2
60;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;187.4;0.0;187.4;183.5
61;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;181.8;0.0;181.8;181.2
62;Totaal mannen en vrouwen;1;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;179.6;0.0;179.6;181.7
63;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;1.4;0.0;1.4;0.0
64;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;1.4;0.0;1.4;0.0
65;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;1.3;0.0;1.3;0.0
66;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;1.5;0.0;1.5;0.0
67;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;1.6;0.0;1.6;0.0
68;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.4;0.0;1.4;0.0
69;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;2.0;0.0;2.0;0.0
70;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;1.6;0.0;1.6;0.0
71;Totaal mannen en vrouwen;1;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;1.6;0.0;1.6;0.0
72;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;198.0;0.0;198.0;2.1
73;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;203.2;0.0;203.2;2.0
74;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;207.0;0.0;207.0;1.8
75;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;206.2;0.0;206.2;1.4
76;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;203.2;0.0;203.2;1.4
77;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;202.7;0.0;202.7;1.5
78;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;195.2;0.0;195.2;2.0
79;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;189.3;0.0;189.3;2.4
80;Totaal mannen en vrouwen;2;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;184.3;0.0;184.3;3.0
81;Totaal mannen en vrouwen;2;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0
82;Totaal mannen en vrouwen;2;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0
83;Totaal mannen en vrouwen;2;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0
84;Totaal mannen en vrouwen;2;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0
85;Totaal mannen en vrouwen;2;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0
86;Totaal mannen en vrouwen;2;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0
87;Totaal mannen en vrouwen;2;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0
88;Totaal mannen en vrouwen;2;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0
89;Totaal mannen en vrouwen;2;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0
90;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;196.7;0.0;196.7;2.1
91;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;202.0;0.0;202.0;2.0
92;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;205.5;0.0;205.5;1.8
93;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;204.6;0.0;204.6;1.4
94;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;201.5;0.0;201.5;1.4
95;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;200.9;0.0;200.9;1.5
96;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;193.3;0.0;193.3;2.0
97;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;187.6;0.0;187.6;2.4
98;Totaal mannen en vrouwen;2;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;182.7;0.0;182.7;3.0
99;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;1.3;0.0;1.3;0.0
100;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;1.2;0.0;1.2;0.0
101;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;1.4;0.0;1.4;0.0
102;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;1.5;0.0;1.5;0.0
103;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;1.7;0.0;1.7;0.0
104;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.8;0.0;1.8;0.0
105;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;1.9;0.0;1.9;0.0
106;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;1.7;0.0;1.7;0.0
107;Totaal mannen en vrouwen;2;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;1.5;0.0;1.5;0.0
108;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;195.7;0.0;195.7;2.0
109;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;198.8;0.0;198.8;2.0
110;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;204.0;0.0;204.0;1.6
111;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;207.3;0.0;207.3;1.4
112;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;206.1;0.0;206.1;1.2
113;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;202.9;0.0;202.9;1.2
114;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;202.4;0.0;202.4;1.8
115;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;195.1;0.0;195.1;1.6
116;Totaal mannen en vrouwen;3;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;189.2;0.0;189.2;1.8
117;Totaal mannen en vrouwen;3;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;3;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0
119;Totaal mannen en vrouwen;3;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;3;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0
121;Totaal mannen en vrouwen;3;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0
122;Totaal mannen en vrouwen;3;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0
123;Totaal mannen en vrouwen;3;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0
124;Totaal mannen en vrouwen;3;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;3;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0
126;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;194.5;0.0;194.5;2.0
127;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;197.5;0.0;197.5;2.0
128;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;202.6;0.0;202.6;1.6
129;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;205.7;0.0;205.7;1.4
130;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;204.4;0.0;204.4;1.2
131;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;201.1;0.0;201.1;1.2
132;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;200.4;0.0;200.4;1.8
133;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;193.3;0.0;193.3;1.6
134;Totaal mannen en vrouwen;3;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;187.5;0.0;187.5;1.8
135;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;1.2;0.0;1.2;0.0
136;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;1.3;0.0;1.3;0.0
137;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;1.4;0.0;1.4;0.0
138;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;1.6;0.0;1.6;0.0
139;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;1.7;0.0;1.7;0.0
140;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.8;0.0;1.8;0.0
141;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;2.0;0.0;2.0;0.0
142;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;1.7;0.0;1.7;0.0
143;Totaal mannen en vrouwen;3;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;1.7;0.0;1.7;0.0
144;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;191.7;0.0;191.7;1.9
145;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;196.5;0.0;196.5;2.0
146;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;199.5;0.0;199.5;1.5
147;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;204.2;0.0;204.2;1.3
148;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;207.1;0.0;207.1;1.2
149;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;205.6;0.0;205.6;1.1
150;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;202.3;0.0;202.3;1.3
151;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;201.7;0.0;201.7;1.3
152;Totaal mannen en vrouwen;4;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;194.7;0.0;194.7;1.6
153;Totaal mannen en vrouwen;4;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0
154;Totaal mannen en vrouwen;4;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0
155;Totaal mannen en vrouwen;4;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;4;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0
157;Totaal mannen en vrouwen;4;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0
158;Totaal mannen en vrouwen;4;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0
159;Totaal mannen en vrouwen;4;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0
160;Totaal mannen en vrouwen;4;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0
161;Totaal mannen en vrouwen;4;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0
162;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;190.5;0.0;190.5;1.9
163;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;195.2;0.0;195.2;2.0
164;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;198.1;0.0;198.1;1.5
165;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;202.7;0.0;202.7;1.3
166;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;205.4;0.0;205.4;1.2
167;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;203.8;0.0;203.8;1.1
168;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;200.4;0.0;200.4;1.3
169;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;199.9;0.0;199.9;1.3
170;Totaal mannen en vrouwen;4;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;193.0;0.0;193.0;1.6
171;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;1.1;0.0;1.1;0.0
172;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;1.3;0.0;1.3;0.0
173;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;1.4;0.0;1.4;0.0
174;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;1.5;0.0;1.5;0.0
175;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;1.7;0.0;1.7;0.0
176;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.8;0.0;1.8;0.0
177;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;1.9;0.0;1.9;0.0
178;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;1.8;0.0;1.8;0.0
179;Totaal mannen en vrouwen;4;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;1.6;0.0;1.6;0.0
180;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;194.9;0.0;194.9;1.8
181;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;192.4;0.0;192.4;1.8
182;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;197.2;0.0;197.2;1.5
183;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;199.6;0.0;199.6;1.2
184;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;204.1;0.0;204.1;1.1
185;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;206.6;0.0;206.6;1.0
186;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;204.9;0.0;204.9;1.1
187;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;201.5;0.0;201.5;1.3
188;Totaal mannen en vrouwen;5;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;201.2;0.0;201.2;1.6
189;Totaal mannen en vrouwen;5;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0
190;Totaal mannen en vrouwen;5;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0
191;Totaal mannen en vrouwen;5;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0
192;Totaal mannen en vrouwen;5;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0
193;Totaal mannen en vrouwen;5;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0
194;Totaal mannen en vrouwen;5;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0
195;Totaal mannen en vrouwen;5;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0
196;Totaal mannen en vrouwen;5;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0
197;Totaal mannen en vrouwen;5;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0
198;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;193.8;0.0;193.8;1.8
199;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;191.3;0.0;191.3;1.8
200;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;195.9;0.0;195.9;1.5
201;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;198.2;0.0;198.2;1.2
202;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;202.4;0.0;202.4;1.1
203;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;204.8;0.0;204.8;1.0
204;Totaal mannen en vrouwen;5;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;202.9;0.0;202.9;1.1
