ID;Geslacht;Leeftijd;TypeReIntegratieParticipatievoorz;StatusPersoon;Herkomstland;GeboortelandOuders;Perioden;PersonenMetVoorziening_1
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2023 september;70600.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2023 oktober;70630.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2023 november;71170.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2023 december;68740.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 januari;71130.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 februari;71620.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 maart;71780.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 april;72080.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 mei;72430.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 juni;72100.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 juli;72560.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 augustus;72450.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouders in NL;2024 september;73040.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 januari;16660.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 februari;16710.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 maart;16920.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 april;17030.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 mei;17220.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 juni;17150.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 juli;17180.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 augustus;17200.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 september;17260.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 oktober;17330.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 november;17510.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2023 december;17230.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 januari;17570.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 februari;17720.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 maart;17840.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 april;17880.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 mei;17990.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 juni;17960.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 juli;17990.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 augustus;17890.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren in NL, ouder(s) buiten NL;2024 september;17970.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 januari;76790.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 februari;76860.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 maart;77750.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 april;78120.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 mei;78910.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 juni;79140.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 juli;78890.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 augustus;79610.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 september;80800.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 oktober;81270.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 november;82380.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2023 december;81640.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 januari;83010.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 februari;83480.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 maart;83790.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 april;83670.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 mei;83950.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 juni;83630.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 juli;83390.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 augustus;83540.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Geboren buiten Nederland;2024 september;84620.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 januari;20.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 februari;20.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 maart;20.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 april;30.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 mei;20.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 juni;20.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 juli;20.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 augustus;20.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 september;20.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 oktober;20.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 november;20.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2023 december;20.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 januari;20.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 februari;20.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 maart;20.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 april;20.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 mei;20.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 juni;20.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 juli;20.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 augustus;20.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Totaal;Onbekend;2024 september;20.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 januari;69070.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 februari;69120.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 maart;69540.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 april;69770.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 mei;69830.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 juni;69380.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 juli;69940.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 augustus;69910.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 september;70600.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 oktober;70630.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 november;71170.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2023 december;68740.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 januari;71130.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 februari;71620.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 maart;71780.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 april;72080.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 mei;72430.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 juni;72100.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 juli;72560.0
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 augustus;72450.0
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Totaal;2024 september;73040.0
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 januari;69070.0
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 februari;69120.0
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 maart;69540.0
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 april;69770.0
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 mei;69830.0
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 juni;69380.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 juli;69940.0
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 augustus;69910.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 september;70600.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 oktober;70630.0
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 november;71170.0
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2023 december;68740.0
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2024 januari;71130.0
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2024 februari;71620.0
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2024 maart;71780.0
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2024 april;72080.0
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Nederland;Geboren in Nederland;2024 mei;72430.0
