ID;Geslacht;Persoonskenmerken;GeregistreerdWerkzoekendeBijUWV;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;Deeltijd_7;MinderDan20UurPerWeek_8;MinderDan12UurPerWeek_9;k_12Tot20UurPerWeek_10;k_20Tot35UurPerWeek_11;Voltijd_12;Onbekend_13;NietBeroepsbevolking_14;BeschikbaarNietGezocht_15;NietGezochtVanwegeOntmoediging_16;NietGezochtVanwegeAndereReden_17;GezochtNietBeschikbaar_18;NietGezochtNietBeschikbaar_19;WilWerken_20;WilOfKanNietWerken_21;VanwegeZorgGezinHuishouden_22;VanwegeOpleidingStudie_23;VanwegeVutPensioenHogeLeeftijd_24;VanwegeZiekteArbeidsongeschiktheid_25;VanwegeAndereRedenen_26
34;Totaal mannen en vrouwen;Totaal personen;Totaal;2019;13015.0;9117.0;579.0;8537.0;3899.0;423.0;269.0;121.0;74.0;47.0;148.0;134.0;20.0;3475.0;213.0;71.0;142.0;145.0;3117.0;171.0;2947.0;189.0;307.0;1557.0;704.0;188.0
35;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 1e kwartaal;13075.0;9174.0;562.0;8612.0;3901.0;410.0;275.0;125.0;74.0;51.0;150.0;116.0;19.0;3491.0;231.0;65.0;166.0;128.0;3131.0;169.0;2963.0;190.0;330.0;1547.0;704.0;191.0
36;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 2e kwartaal;13088.0;9051.0;662.0;8390.0;4037.0;460.0;288.0;120.0;71.0;49.0;168.0;152.0;21.0;3576.0;298.0;106.0;191.0;130.0;3148.0;165.0;2983.0;177.0;315.0;1565.0;723.0;203.0
37;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 3e kwartaal;13101.0;9100.0;627.0;8473.0;4000.0;508.0;319.0;154.0;88.0;66.0;166.0;172.0;16.0;3492.0;242.0;84.0;159.0;118.0;3132.0;155.0;2977.0;181.0;320.0;1585.0;714.0;178.0
38;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 4e kwartaal;13113.0;9138.0;625.0;8513.0;3975.0;481.0;309.0;149.0;99.0;49.0;161.0;153.0;18.0;3494.0;248.0;97.0;151.0;109.0;3138.0;156.0;2982.0;168.0;335.0;1596.0;706.0;177.0
39;Totaal mannen en vrouwen;Totaal personen;Totaal;2020;13094.0;9116.0;619.0;8497.0;3978.0;465.0;298.0;137.0;83.0;54.0;161.0;148.0;19.0;3513.0;255.0;88.0;167.0;121.0;3137.0;161.0;2976.0;179.0;325.0;1573.0;712.0;187.0
40;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 1e kwartaal;13148.0;9135.0;632.0;8504.0;4013.0;464.0;274.0;119.0;69.0;49.0;155.0;159.0;31.0;3549.0;291.0;42.0;249.0;97.0;3161.0;;;275.0;365.0;1648.0;733.0;140.0
41;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 2e kwartaal;13139.0;9207.0;596.0;8611.0;3932.0;416.0;262.0;106.0;51.0;55.0;156.0;119.0;35.0;3516.0;231.0;40.0;192.0;127.0;3158.0;;;277.0;362.0;1659.0;759.0;101.0
42;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 3e kwartaal;13128.0;9309.0;509.0;8799.0;3820.0;389.0;248.0;117.0;61.0;55.0;132.0;110.0;30.0;3431.0;220.0;25.0;195.0;121.0;3090.0;;;257.0;324.0;1628.0;781.0;100.0
43;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 4e kwartaal;13170.0;9370.0;506.0;8865.0;3800.0;364.0;248.0;113.0;59.0;54.0;135.0;93.0;22.0;3437.0;211.0;24.0;186.0;112.0;3114.0;;;256.0;384.0;1619.0;765.0;90.0
44;Totaal mannen en vrouwen;Totaal personen;Totaal;2021;13147.0;9255.0;561.0;8695.0;3891.0;408.0;258.0;114.0;60.0;54.0;144.0;120.0;30.0;3483.0;238.0;33.0;205.0;114.0;3131.0;;;266.0;359.0;1638.0;759.0;108.0
45;Totaal mannen en vrouwen;Totaal personen;Totaal;2022 1e kwartaal;13175.0;9412.0;505.0;8907.0;3763.0;356.0;245.0;116.0;65.0;51.0;129.0;86.0;25.0;3407.0;196.0;27.0;170.0;104.0;3107.0;;;280.0;356.0;1598.0;791.0;81.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;2022 2e kwartaal;13212.0;9544.0;501.0;9043.0;3668.0;329.0;222.0;93.0;45.0;48.0;129.0;81.0;27.0;3339.0;172.0;22.0;150.0;123.0;3044.0;;;282.0;323.0;1567.0;783.0;90.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;2022 3e kwartaal;13232.0;9573.0;505.0;9067.0;3660.0;366.0;248.0;116.0;58.0;58.0;132.0;91.0;27.0;3293.0;188.0;17.0;171.0;115.0;2990.0;;;277.0;287.0;1552.0;790.0;85.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;2022 4e kwartaal;13291.0;9663.0;522.0;9141.0;3628.0;350.0;247.0;110.0;53.0;57.0;136.0;80.0;24.0;3279.0;201.0;23.0;178.0;105.0;2973.0;;;274.0;328.0;1519.0;776.0;75.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;2022;13228.0;9548.0;508.0;9040.0;3680.0;350.0;240.0;109.0;55.0;54.0;132.0;84.0;26.0;3330.0;189.0;22.0;167.0;112.0;3029.0;;;279.0;324.0;1559.0;785.0;83.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;2023 1e kwartaal;13307.0;9668.0;556.0;9113.0;3639.0;371.0;259.0;121.0;68.0;53.0;138.0;88.0;24.0;3267.0;204.0;32.0;172.0;101.0;2962.0;;;260.0;342.0;1491.0;781.0;90.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;2023 2e kwartaal;13310.0;9731.0;532.0;9199.0;3579.0;348.0;225.0;106.0;57.0;49.0;120.0;100.0;23.0;3231.0;172.0;24.0;148.0;118.0;2941.0;;;272.0;297.0;1486.0;800.0;88.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;2023 3e kwartaal;13317.0;9752.0;503.0;9249.0;3565.0;366.0;234.0;108.0;54.0;54.0;127.0;104.0;28.0;3199.0;190.0;18.0;172.0;112.0;2897.0;;;262.0;266.0;1467.0;810.0;92.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;2023 4e kwartaal;13368.0;9796.0;519.0;9277.0;3572.0;349.0;229.0;101.0;52.0;49.0;128.0;90.0;30.0;3223.0;187.0;22.0;165.0;102.0;2934.0;;;260.0;306.0;1441.0;836.0;92.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;2023;13326.0;9737.0;528.0;9209.0;3589.0;359.0;237.0;109.0;58.0;51.0;128.0;96.0;26.0;3230.0;188.0;24.0;164.0;108.0;2934.0;;;263.0;303.0;1471.0;807.0;90.0
55;Totaal mannen en vrouwen;Totaal personen;Totaal;2024 1e kwartaal;13375.0;9767.0;533.0;9234.0;3608.0;386.0;255.0;115.0;59.0;56.0;140.0;100.0;31.0;3222.0;181.0;15.0;166.0;101.0;2940.0;;;259.0;312.0;1439.0;851.0;79.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;2024 2e kwartaal;13377.0;9822.0;517.0;9305.0;3555.0;365.0;229.0;99.0;48.0;51.0;130.0;104.0;32.0;3190.0;165.0;15.0;149.0;113.0;2913.0;;;266.0;279.0;1436.0;848.0;84.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;2024 3e kwartaal;13379.0;9792.0;487.0;9305.0;3587.0;377.0;248.0;111.0;58.0;53.0;136.0;100.0;30.0;3210.0;186.0;15.0;171.0;109.0;2916.0;;;258.0;268.0;1452.0;850.0;88.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;2024 4e kwartaal;13418.0;9809.0;501.0;9308.0;3609.0;362.0;245.0;114.0;63.0;51.0;130.0;98.0;19.0;3247.0;184.0;23.0;161.0;99.0;2964.0;;;261.0;297.0;1466.0;860.0;79.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;2024;13387.0;9798.0;510.0;9288.0;3590.0;372.0;244.0;110.0;57.0;53.0;134.0;101.0;28.0;3217.0;179.0;17.0;162.0;105.0;2933.0;;;261.0;289.0;1448.0;852.0;82.0
60;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2013 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2013 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2013 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2013 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2014 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2014 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2014 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2014 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
69;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2015 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2015 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2015 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2015 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
74;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2015 ;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2016 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2016 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2016 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2016 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2017 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2017 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2017 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2017 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2018 1e kwartaal;1206.0;506.0;110.0;395.0;700.0;228.0;116.0;17.0;4.0;14.0;98.0;106.0;7.0;472.0;57.0;19.0;38.0;68.0;347.0;60.0;287.0;23.0;19.0;18.0;200.0;27.0
86;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2018 2e kwartaal;1209.0;518.0;103.0;415.0;691.0;202.0;105.0;16.0;4.0;12.0;89.0;88.0;10.0;488.0;47.0;19.0;29.0;72.0;368.0;60.0;308.0;27.0;18.0;22.0;211.0;31.0
87;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2018 3e kwartaal;1157.0;496.0;95.0;401.0;661.0;178.0;91.0;9.0;2.0;7.0;81.0;76.0;11.0;483.0;56.0;24.0;32.0;74.0;354.0;58.0;295.0;25.0;20.0;21.0;203.0;26.0
88;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2018 4e kwartaal;1128.0;491.0;91.0;400.0;637.0;178.0;94.0;13.0;4.0;8.0;81.0;75.0;10.0;458.0;42.0;19.0;23.0;64.0;352.0;49.0;304.0;24.0;16.0;21.0;218.0;25.0
89;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2018;1175.0;503.0;100.0;403.0;672.0;197.0;101.0;14.0;4.0;10.0;87.0;86.0;9.0;475.0;50.0;20.0;30.0;70.0;355.0;57.0;298.0;25.0;18.0;20.0;208.0;27.0
90;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2019 1e kwartaal;1123.0;476.0;92.0;384.0;647.0;190.0;100.0;15.0;3.0;12.0;85.0;79.0;10.0;458.0;42.0;19.0;23.0;64.0;352.0;46.0;306.0;23.0;17.0;23.0;216.0;27.0
91;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2019 2e kwartaal;1095.0;461.0;85.0;376.0;634.0;173.0;87.0;11.0;4.0;7.0;76.0;78.0;8.0;461.0;45.0;16.0;29.0;65.0;351.0;55.0;296.0;23.0;19.0;28.0;197.0;30.0
92;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2019 3e kwartaal;1089.0;464.0;79.0;386.0;625.0;168.0;92.0;13.0;5.0;8.0;80.0;68.0;8.0;456.0;37.0;9.0;29.0;66.0;353.0;54.0;299.0;24.0;16.0;26.0;210.0;23.0
93;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2019 4e kwartaal;1027.0;419.0;78.0;341.0;609.0;153.0;79.0;12.0;3.0;9.0;67.0;65.0;9.0;455.0;44.0;19.0;25.0;58.0;354.0;68.0;286.0;20.0;17.0;18.0;206.0;25.0
94;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2019;1084.0;455.0;83.0;372.0;629.0;171.0;90.0;13.0;4.0;9.0;77.0;73.0;9.0;458.0;42.0;16.0;26.0;63.0;353.0;56.0;297.0;22.0;17.0;24.0;207.0;26.0
95;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2020 1e kwartaal;1017.0;404.0;69.0;335.0;613.0;147.0;80.0;12.0;4.0;7.0;69.0;60.0;7.0;466.0;54.0;17.0;37.0;55.0;357.0;61.0;296.0;23.0;17.0;14.0;213.0;29.0
96;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2020 2e kwartaal;1094.0;411.0;70.0;342.0;683.0;183.0;88.0;10.0;4.0;6.0;78.0;86.0;9.0;500.0;65.0;24.0;41.0;59.0;376.0;52.0;323.0;23.0;21.0;20.0;225.0;34.0
97;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2020 3e kwartaal;1093.0;416.0;79.0;337.0;678.0;202.0;99.0;12.0;2.0;10.0;87.0;96.0;7.0;475.0;61.0;27.0;34.0;48.0;367.0;52.0;315.0;23.0;22.0;15.0;226.0;29.0
98;Totaal mannen en vrouwen;Totaal personen;Geregistreerd werkzoekende bij UWV;2020 4e kwartaal;1080.0;418.0;88.0;331.0;661.0;205.0;100.0;12.0;3.0;10.0;88.0;97.0;8.0;456.0;53.0;27.0;25.0;48.0;356.0;49.0;307.0;24.0;19.0;20.0;215.0;28.0
