ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2;Kinderen_3;KinderenRelatief_4
62;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;1157.0;7.0;235.7;7.4
63;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;1122.2;6.7;218.1;6.9
64;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;1163.9;6.9;230.3;7.3
65;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;486.9;3.2;108.6;3.3
66;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;532.5;3.5;118.7;3.6
67;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;567.8;3.7;126.0;3.9
68;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;567.5;3.7;124.4;3.9
69;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;575.4;3.7;123.9;3.9
70;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;594.3;3.9;124.8;4.0
71;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;604.4;3.9;123.1;3.9
72;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;608.0;3.9;119.6;3.9
73;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;615.5;3.9;119.8;3.9
74;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;631.0;4.0;123.0;4.0
75;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;619.0;3.9;118.6;3.9
76;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;600.5;3.8;109.1;3.6
77;Particuliere huishoudens;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;592.8;3.7;105.6;3.5
78;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;1614.2;10.2;361.6;10.7
79;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;1666.7;10.5;374.4;11.2
80;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;1717.5;10.8;377.7;11.3
81;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;1718.5;10.8;379.9;11.5
82;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;1670.0;10.4;357.0;10.9
83;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;1653.6;10.3;348.5;10.6
84;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;1630.1;10.0;336.4;10.3
85;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;1588.6;9.7;326.0;10.0
86;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;1544.8;9.4;315.1;9.8
87;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;1553.1;9.4;311.9;9.7
88;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;1480.3;8.9;293.4;9.2
89;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;1424.3;8.5;270.8;8.6
90;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;1474.8;8.7;285.6;9.0
91;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;768.0;5.0;163.5;5.0
92;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;821.6;5.4;173.0;5.3
93;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;855.6;5.6;179.1;5.5
94;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;830.6;5.4;172.5;5.4
95;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;833.0;5.4;171.6;5.4
96;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;854.2;5.5;171.4;5.4
97;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;862.1;5.6;169.0;5.4
98;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;860.7;5.5;164.2;5.3
99;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;863.8;5.5;163.2;5.3
100;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;876.1;5.6;166.3;5.4
101;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;854.3;5.4;160.4;5.3
102;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;822.2;5.2;147.7;4.9
103;Particuliere huishoudens;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;810.1;5.1;143.0;4.7
104;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;277.4;11.8;;
105;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;324.2;13.6;;
106;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;365.3;15.1;;
107;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;354.9;14.7;;
108;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;349.0;14.2;;
109;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;349.7;13.9;;
110;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;367.3;14.3;;
111;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;363.9;13.9;;
112;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;354.7;13.4;;
113;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;322.9;12.0;;
114;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;307.8;11.3;;
115;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;186.3;6.7;;
116;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;167.6;5.9;;
117;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;89.2;4.2;;
118;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;99.0;4.6;;
119;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;111.7;5.1;;
120;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;116.2;5.3;;
121;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;134.0;6.0;;
122;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;145.7;6.4;;
123;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;152.4;6.6;;
124;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;160.0;6.9;;
125;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;165.6;7.0;;
126;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;153.9;6.4;;
127;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;150.8;6.2;;
128;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;78.2;3.1;;
129;Type: Eenpersoonshuishouden;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;32.3;1.3;;
130;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;279.5;11.9;;
131;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;297.4;12.4;;
132;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;311.5;12.9;;
133;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;320.2;13.2;;
134;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;332.4;13.5;;
135;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;343.5;13.7;;
136;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;353.6;13.8;;
137;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;350.3;13.4;;
138;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;346.4;13.1;;
139;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;351.9;13.1;;
140;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;340.0;12.5;;
141;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;339.2;12.2;;
142;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;356.4;12.5;;
143;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;87.0;4.1;;
144;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;98.0;4.5;;
145;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;106.5;4.8;;
146;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;114.9;5.2;;
147;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;126.2;5.6;;
148;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;136.9;6.0;;
149;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;147.0;6.4;;
150;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;156.1;6.7;;
151;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;165.8;7.0;;
152;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;174.6;7.2;;
153;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;175.9;7.2;;
154;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;177.6;7.1;;
155;Type: Eenpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;177.7;7.0;;
156;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;450.1;19.2;;
157;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;464.9;19.5;;
158;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;490.9;20.3;;
159;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;496.2;20.5;;
160;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;513.2;20.9;;
161;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;520.6;20.8;;
162;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;532.5;20.7;;
163;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;524.0;20.1;;
164;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;515.0;19.4;;
165;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;522.8;19.4;;
166;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;507.2;18.6;;
167;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;509.8;18.3;;
168;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;525.9;18.4;;
169;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;206.8;9.8;;
170;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;225.6;10.4;;
171;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;242.5;11.0;;
172;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;243.8;11.0;;
173;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;255.0;11.4;;
174;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;271.7;12.0;;
175;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;285.2;12.4;;
176;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;294.1;12.6;;
177;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;299.6;12.6;;
178;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;309.1;12.8;;
179;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;307.3;12.6;;
180;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;308.0;12.3;;
181;Type: Eenpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;307.3;12.2;;
182;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;582.9;24.9;;
183;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;598.7;25.1;;
184;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;628.8;26.0;;
185;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;628.2;25.9;;
186;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;644.4;26.2;;
187;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;654.3;26.1;;
188;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;668.0;26.0;;
189;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;659.2;25.3;;
190;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;648.7;24.4;;
191;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;659.1;24.4;;
192;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;636.0;23.3;;
193;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;633.2;22.7;;
194;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;653.8;22.8;;
195;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;312.9;14.8;;
196;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;338.4;15.6;;
197;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;356.0;16.1;;
198;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;344.3;15.6;;
199;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;355.4;15.9;;
200;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;375.2;16.6;;
201;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;389.8;17.0;;
202;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;400.0;17.2;;
203;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;405.8;17.1;;
204;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;414.6;17.2;;
205;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;409.8;16.7;;
206;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;407.4;16.3;;
207;Type: Eenpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;406.6;16.1;;
208;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;252.6;16.4;;
209;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;287.4;18.5;;
210;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;322.1;20.6;;
211;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;316.5;20.4;;
212;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;319.8;20.4;;
213;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;319.7;20.0;;
214;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;334.5;20.4;;
215;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;330.2;19.7;;
216;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;321.9;18.9;;
217;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;290.5;16.7;;
218;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;280.9;16.1;;
219;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;165.1;9.2;;
220;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;142.7;7.7;;
221;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;83.3;6.3;;
222;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;92.6;6.9;;
223;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;104.3;7.7;;
224;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;108.4;8.0;;
225;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;125.2;9.2;;
226;Type: Alleenstaande onder AOW-lft;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;136.7;10.0;;
