ID;Geslacht;Leeftijd;PositieInHuishouden;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
15;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2006 1e kwartaal;12210.0;8328.0;7845.0;6767.0;5615.0;1152.0;1077.0;701.0;329.0;48.0;0.0;3513.0;1578.0;877.0;700.0;1935.0;962.0;973.0;4332.0;483.0;5.8;3882.0;68.2;64.3
16;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2006 2e kwartaal;12217.0;8330.0;7905.0;6816.0;5621.0;1196.0;1089.0;713.0;331.0;44.0;0.0;3521.0;1581.0;876.0;706.0;1940.0;965.0;975.0;4384.0;425.0;5.1;3887.0;68.2;64.7
17;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2006 3e kwartaal;12224.0;8360.0;7977.0;6890.0;5602.0;1288.0;1087.0;703.0;339.0;45.0;1.0;3520.0;1550.0;834.0;716.0;1970.0;972.0;997.0;4458.0;383.0;4.6;3864.0;68.4;65.3
18;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2006 4e kwartaal;12231.0;8412.0;8027.0;6913.0;5626.0;1288.0;1112.0;727.0;337.0;48.0;1.0;3572.0;1596.0;888.0;708.0;1975.0;986.0;989.0;4455.0;386.0;4.6;3819.0;68.8;65.6
19;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2006;12221.0;8357.0;7938.0;6847.0;5616.0;1231.0;1091.0;711.0;334.0;46.0;1.0;3531.0;1576.0;869.0;707.0;1955.0;971.0;984.0;4407.0;419.0;5.0;3863.0;68.4;65.0
20;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2007 1e kwartaal;12240.0;8460.0;8052.0;6909.0;5614.0;1295.0;1142.0;750.0;342.0;50.0;1.0;3590.0;1604.0;897.0;706.0;1986.0;996.0;991.0;4462.0;408.0;4.8;3780.0;69.1;65.8
21;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2007 2e kwartaal;12251.0;8509.0;8156.0;7004.0;5624.0;1380.0;1152.0;756.0;346.0;50.0;1.0;3651.0;1626.0;886.0;740.0;2025.0;1019.0;1006.0;4505.0;352.0;4.1;3743.0;69.4;66.6
22;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2007 3e kwartaal;12263.0;8556.0;8227.0;7076.0;5629.0;1447.0;1150.0;756.0;345.0;48.0;1.0;3684.0;1598.0;846.0;752.0;2086.0;1061.0;1025.0;4543.0;329.0;3.8;3707.0;69.8;67.1
23;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2007 4e kwartaal;12274.0;8571.0;8241.0;7090.0;5672.0;1418.0;1150.0;766.0;339.0;45.0;1.0;3734.0;1638.0;894.0;744.0;2096.0;1044.0;1053.0;4507.0;330.0;3.8;3703.0;69.8;67.1
24;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2007;12257.0;8524.0;8169.0;7020.0;5635.0;1385.0;1149.0;757.0;343.0;48.0;1.0;3665.0;1616.0;881.0;736.0;2048.0;1030.0;1019.0;4504.0;355.0;4.2;3733.0;69.5;66.6
25;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2008 1e kwartaal;12288.0;8620.0;8269.0;7091.0;5679.0;1411.0;1177.0;789.0;347.0;42.0;1.0;3766.0;1624.0;893.0;731.0;2142.0;1083.0;1059.0;4503.0;351.0;4.1;3669.0;70.1;67.3
26;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2008 2e kwartaal;12306.0;8679.0;8359.0;7166.0;5717.0;1449.0;1192.0;804.0;347.0;41.0;1.0;3780.0;1639.0;883.0;756.0;2141.0;1076.0;1065.0;4579.0;320.0;3.7;3628.0;70.5;67.9
27;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2008 3e kwartaal;12324.0;8692.0;8400.0;7204.0;5742.0;1462.0;1195.0;814.0;339.0;42.0;1.0;3775.0;1584.0;835.0;749.0;2191.0;1101.0;1089.0;4625.0;292.0;3.4;3633.0;70.5;68.2
28;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2008 4e kwartaal;12342.0;8715.0;8406.0;7195.0;5744.0;1451.0;1210.0;834.0;337.0;39.0;1.0;3801.0;1602.0;880.0;722.0;2199.0;1105.0;1094.0;4604.0;309.0;3.5;3628.0;70.6;68.1
29;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2008;12315.0;8676.0;8358.0;7164.0;5720.0;1444.0;1194.0;810.0;343.0;41.0;1.0;3780.0;1612.0;873.0;740.0;2168.0;1091.0;1077.0;4578.0;318.0;3.7;3639.0;70.5;67.9
30;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2009 1e kwartaal;12356.0;8763.0;8399.0;7171.0;5744.0;1427.0;1227.0;841.0;345.0;41.0;1.0;3852.0;1630.0;901.0;730.0;2222.0;1112.0;1109.0;4547.0;364.0;4.2;3593.0;70.9;68.0
31;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2009 2e kwartaal;12366.0;8758.0;8390.0;7169.0;5735.0;1434.0;1220.0;844.0;333.0;42.0;1.0;3878.0;1639.0;892.0;746.0;2239.0;1113.0;1126.0;4512.0;368.0;4.2;3609.0;70.8;67.8
32;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2009 3e kwartaal;12377.0;8737.0;8360.0;7136.0;5688.0;1448.0;1223.0;839.0;341.0;43.0;0.0;3858.0;1578.0;860.0;718.0;2280.0;1143.0;1137.0;4502.0;378.0;4.3;3639.0;70.6;67.5
33;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2009 4e kwartaal;12387.0;8710.0;8296.0;7060.0;5645.0;1415.0;1236.0;849.0;344.0;42.0;0.0;3857.0;1619.0;912.0;707.0;2238.0;1111.0;1127.0;4439.0;414.0;4.8;3677.0;70.3;67.0
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2009;12372.0;8742.0;8361.0;7134.0;5703.0;1431.0;1226.0;843.0;341.0;42.0;1.0;3861.0;1617.0;891.0;725.0;2245.0;1120.0;1125.0;4500.0;381.0;4.4;3630.0;70.7;67.6
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2010 1e kwartaal;12397.0;8698.0;8228.0;6988.0;5595.0;1393.0;1239.0;859.0;336.0;44.0;1.0;3843.0;1637.0;917.0;720.0;2206.0;1101.0;1105.0;4385.0;471.0;5.4;3699.0;70.2;66.4
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2010 2e kwartaal;12407.0;8713.0;8279.0;7037.0;5579.0;1458.0;1241.0;874.0;328.0;39.0;1.0;3885.0;1628.0;906.0;722.0;2257.0;1134.0;1123.0;4394.0;434.0;5.0;3694.0;70.2;66.7
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2010 3e kwartaal;12417.0;8720.0;8305.0;7063.0;5570.0;1493.0;1241.0;862.0;330.0;49.0;1.0;3898.0;1555.0;851.0;705.0;2343.0;1176.0;1166.0;4407.0;415.0;4.8;3697.0;70.2;66.9
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2010 4e kwartaal;12428.0;8720.0;8299.0;7050.0;5595.0;1455.0;1249.0;866.0;329.0;53.0;1.0;3903.0;1594.0;878.0;716.0;2309.0;1164.0;1145.0;4396.0;421.0;4.8;3707.0;70.2;66.8
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2010;12412.0;8713.0;8278.0;7035.0;5585.0;1450.0;1242.0;865.0;331.0;47.0;1.0;3882.0;1604.0;888.0;716.0;2279.0;1144.0;1135.0;4396.0;435.0;5.0;3699.0;70.2;66.7
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2011 1e kwartaal;12438.0;8684.0;8232.0;6987.0;5585.0;1402.0;1245.0;864.0;325.0;55.0;1.0;3892.0;1579.0;880.0;699.0;2312.0;1148.0;1165.0;4341.0;451.0;5.2;3754.0;69.8;66.2
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2011 2e kwartaal;12447.0;8671.0;8259.0;7027.0;5565.0;1462.0;1232.0;859.0;321.0;52.0;0.0;3900.0;1599.0;890.0;709.0;2301.0;1154.0;1148.0;4359.0;412.0;4.8;3776.0;69.7;66.3
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2011 3e kwartaal;12457.0;8714.0;8301.0;7050.0;5549.0;1501.0;1250.0;881.0;321.0;49.0;0.0;3904.0;1592.0;870.0;722.0;2312.0;1149.0;1163.0;4397.0;414.0;4.7;3743.0;70.0;66.6
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2011 4e kwartaal;12467.0;8787.0;8327.0;7058.0;5540.0;1518.0;1269.0;897.0;321.0;51.0;0.0;3955.0;1636.0;928.0;708.0;2319.0;1152.0;1167.0;4372.0;460.0;5.2;3680.0;70.5;66.8
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2011;12452.0;8714.0;8280.0;7031.0;5560.0;1471.0;1249.0;875.0;322.0;52.0;0.0;3913.0;1602.0;892.0;709.0;2311.0;1151.0;1160.0;4367.0;434.0;5.0;3738.0;70.0;66.5
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2012 1e kwartaal;12489.0;8795.0;8283.0;7010.0;5530.0;1480.0;1273.0;905.0;321.0;47.0;0.0;3956.0;1625.0;920.0;705.0;2331.0;1156.0;1175.0;4327.0;512.0;5.8;3693.0;70.4;66.3
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2012 2e kwartaal;12523.0;8827.0;8327.0;7059.0;5527.0;1531.0;1268.0;895.0;322.0;50.0;0.0;3982.0;1624.0;915.0;710.0;2358.0;1166.0;1192.0;4345.0;500.0;5.7;3696.0;70.5;66.5
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2012 3e kwartaal;12558.0;8872.0;8368.0;7100.0;5508.0;1592.0;1268.0;907.0;316.0;44.0;0.0;4015.0;1620.0;906.0;715.0;2394.0;1191.0;1203.0;4354.0;504.0;5.7;3686.0;70.6;66.6
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2012 4e kwartaal;12592.0;8889.0;8341.0;7057.0;5437.0;1620.0;1284.0;917.0;324.0;43.0;0.0;4041.0;1651.0;961.0;690.0;2390.0;1191.0;1199.0;4300.0;547.0;6.2;3704.0;70.6;66.2
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2012;12541.0;8846.0;8330.0;7057.0;5501.0;1556.0;1273.0;906.0;321.0;46.0;0.0;3998.0;1630.0;925.0;705.0;2368.0;1176.0;1192.0;4332.0;516.0;5.8;3695.0;70.5;66.4
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2013 1e kwartaal;12617.0;8890.0;8259.0;6959.0;5369.0;1590.0;1299.0;946.0;313.0;40.0;0.0;4038.0;1665.0;969.0;695.0;2373.0;1177.0;1196.0;4221.0;631.0;7.1;3727.0;70.5;65.5
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2013 2e kwartaal;12631.0;8906.0;8273.0;6961.0;5334.0;1627.0;1312.0;948.0;322.0;42.0;0.0;4051.0;1670.0;976.0;694.0;2381.0;1183.0;1197.0;4222.0;633.0;7.1;3724.0;70.5;65.5
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2013 3e kwartaal;12645.0;8932.0;8280.0;6949.0;5289.0;1659.0;1332.0;968.0;319.0;44.0;0.0;4022.0;1619.0;949.0;670.0;2403.0;1197.0;1206.0;4259.0;651.0;7.3;3713.0;70.6;65.5
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2013 4e kwartaal;12659.0;8926.0;8254.0;6921.0;5243.0;1678.0;1333.0;968.0;324.0;40.0;0.0;4038.0;1665.0;987.0;678.0;2373.0;1164.0;1209.0;4215.0;672.0;7.5;3733.0;70.5;65.2
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2013;12638.0;8913.0;8266.0;6947.0;5309.0;1639.0;1319.0;957.0;320.0;42.0;0.0;4037.0;1655.0;970.0;684.0;2383.0;1180.0;1202.0;4229.0;647.0;7.3;3724.0;70.5;65.4
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2014 1e kwartaal;12665.0;8867.0;8146.0;6815.0;5198.0;1617.0;1331.0;962.0;329.0;40.0;0.0;3963.0;1616.0;980.0;635.0;2347.0;1163.0;1185.0;4183.0;721.0;8.1;3798.0;70.0;64.3
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2014 2e kwartaal;12665.0;8858.0;8190.0;6836.0;5167.0;1669.0;1353.0;986.0;329.0;38.0;0.0;3997.0;1627.0;972.0;655.0;2370.0;1177.0;1193.0;4192.0;668.0;7.5;3807.0;69.9;64.7
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2014 3e kwartaal;12664.0;8870.0;8251.0;6893.0;5151.0;1742.0;1357.0;988.0;327.0;43.0;0.0;3981.0;1597.0;937.0;659.0;2385.0;1167.0;1217.0;4269.0;620.0;7.0;3794.0;70.0;65.1
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2014 4e kwartaal;12664.0;8900.0;8270.0;6895.0;5172.0;1723.0;1375.0;1016.0;316.0;43.0;0.0;4043.0;1653.0;994.0;658.0;2390.0;1172.0;1219.0;4227.0;630.0;7.1;3764.0;70.3;65.3
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2014;12665.0;8874.0;8214.0;6860.0;5172.0;1688.0;1354.0;988.0;325.0;41.0;0.0;3996.0;1623.0;971.0;652.0;2373.0;1170.0;1204.0;4218.0;660.0;7.4;3791.0;70.1;64.9
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2015 1e kwartaal;12669.0;8899.0;8235.0;6867.0;5168.0;1699.0;1368.0;1008.0;312.0;48.0;0.0;4044.0;1667.0;1011.0;656.0;2378.0;1152.0;1225.0;4191.0;664.0;7.5;3770.0;70.2;65.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2015 2e kwartaal;12680.0;8911.0;8296.0;6912.0;5148.0;1764.0;1385.0;1020.0;317.0;47.0;0.0;4062.0;1675.0;1010.0;665.0;2387.0;1173.0;1214.0;4235.0;615.0;6.9;3769.0;70.3;65.4
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2015 3e kwartaal;12691.0;8918.0;8332.0;6941.0;5121.0;1820.0;1391.0;1034.0;311.0;46.0;0.0;4045.0;1624.0;946.0;678.0;2421.0;1192.0;1229.0;4287.0;586.0;6.6;3773.0;70.3;65.7
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2015 4e kwartaal;12701.0;8902.0;8311.0;6917.0;5134.0;1783.0;1395.0;1026.0;325.0;44.0;0.0;4034.0;1623.0;957.0;666.0;2411.0;1176.0;1234.0;4278.0;591.0;6.6;3799.0;70.1;65.4
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2015;12685.0;8907.0;8294.0;6909.0;5143.0;1767.0;1384.0;1022.0;316.0;46.0;0.0;4046.0;1647.0;981.0;666.0;2399.0;1173.0;1226.0;4248.0;614.0;6.9;3778.0;70.2;65.4
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2016 1e kwartaal;12722.0;8892.0;8287.0;6894.0;5146.0;1748.0;1394.0;1024.0;328.0;42.0;0.0;4043.0;1613.0;963.0;650.0;2430.0;1163.0;1266.0;4244.0;604.0;6.8;3830.0;69.9;65.1
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2016 2e kwartaal;12753.0;8943.0;8386.0;7000.0;5163.0;1836.0;1386.0;1015.0;331.0;40.0;0.0;4076.0;1625.0;958.0;666.0;2451.0;1187.0;1264.0;4310.0;557.0;6.2;3810.0;70.1;65.8
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2016 3e kwartaal;12783.0;8966.0;8461.0;7058.0;5169.0;1889.0;1403.0;1028.0;341.0;33.0;0.0;4088.0;1584.0;915.0;669.0;2504.0;1193.0;1311.0;4373.0;505.0;5.6;3817.0;70.1;66.2
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2016 4e kwartaal;12814.0;8965.0;8478.0;7047.0;5155.0;1892.0;1431.0;1046.0;351.0;35.0;0.0;4098.0;1608.0;945.0;663.0;2490.0;1162.0;1327.0;4380.0;487.0;5.4;3849.0;70.0;66.2
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2016;12768.0;8942.0;8403.0;7000.0;5158.0;1841.0;1403.0;1028.0;338.0;37.0;0.0;4076.0;1608.0;946.0;662.0;2469.0;1177.0;1292.0;4327.0;538.0;6.0;3826.0;70.0;65.8
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2017 1e kwartaal;12840.0;8975.0;8474.0;7050.0;5159.0;1891.0;1424.0;1049.0;343.0;32.0;0.0;4131.0;1617.0;963.0;654.0;2514.0;1181.0;1333.0;4343.0;500.0;5.6;3865.0;69.9;66.0
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2017 2e kwartaal;12860.0;9004.0;8553.0;7132.0;5174.0;1959.0;1421.0;1060.0;334.0;28.0;0.0;4149.0;1628.0;961.0;667.0;2521.0;1198.0;1324.0;4404.0;451.0;5.0;3856.0;70.0;66.5
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2017 3e kwartaal;12880.0;9047.0;8638.0;7213.0;5226.0;1987.0;1426.0;1055.0;345.0;26.0;0.0;4182.0;1605.0;932.0;673.0;2577.0;1215.0;1361.0;4457.0;408.0;4.5;3834.0;70.2;67.1
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2017 4e kwartaal;12901.0;9042.0;8651.0;7222.0;5267.0;1955.0;1429.0;1055.0;346.0;28.0;0.0;4219.0;1622.0;963.0;659.0;2597.0;1201.0;1397.0;4432.0;391.0;4.3;3859.0;70.1;67.1
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2017;12870.0;9017.0;8579.0;7154.0;5206.0;1948.0;1425.0;1055.0;342.0;29.0;0.0;4170.0;1618.0;955.0;663.0;2552.0;1199.0;1354.0;4409.0;438.0;4.9;3853.0;70.1;66.7
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2018 1e kwartaal;12917.0;9051.0;8654.0;7212.0;5283.0;1929.0;1442.0;1063.0;349.0;30.0;0.0;4227.0;1619.0;967.0;652.0;2608.0;1214.0;1394.0;4427.0;396.0;4.4;3867.0;70.1;67.0
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2018 2e kwartaal;12930.0;9101.0;8747.0;7295.0;5333.0;1962.0;1452.0;1066.0;354.0;32.0;0.0;4300.0;1621.0;949.0;672.0;2680.0;1263.0;1417.0;4447.0;354.0;3.9;3829.0;70.4;67.7
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2018 3e kwartaal;12943.0;9163.0;8835.0;7375.0;5367.0;2008.0;1460.0;1081.0;347.0;31.0;0.0;4294.0;1573.0;899.0;674.0;2721.0;1271.0;1449.0;4541.0;329.0;3.6;3779.0;70.8;68.3
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2018 4e kwartaal;12956.0;9184.0;8862.0;7406.0;5425.0;1981.0;1455.0;1084.0;346.0;26.0;0.0;4336.0;1618.0;944.0;674.0;2717.0;1256.0;1461.0;4526.0;323.0;3.5;3771.0;70.9;68.4
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2018;12936.0;9125.0;8774.0;7322.0;5352.0;1970.0;1452.0;1074.0;349.0;30.0;0.0;4289.0;1608.0;940.0;668.0;2681.0;1251.0;1430.0;4485.0;350.0;3.8;3812.0;70.5;67.8
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2019 1e kwartaal;12975.0;9209.0;8866.0;7394.0;5472.0;1922.0;1472.0;1105.0;337.0;30.0;0.0;4368.0;1629.0;958.0;671.0;2739.0;1269.0;1470.0;4498.0;343.0;3.7;3767.0;71.0;68.3
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2019 2e kwartaal;13002.0;9246.0;8941.0;7470.0;5526.0;1944.0;1471.0;1093.0;346.0;32.0;0.0;4388.0;1640.0;962.0;678.0;2749.0;1228.0;1521.0;4552.0;305.0;3.3;3756.0;71.1;68.8
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2019 3e kwartaal;13029.0;9293.0;8992.0;7528.0;5580.0;1948.0;1464.0;1092.0;338.0;33.0;0.0;4416.0;1585.0;912.0;673.0;2831.0;1270.0;1561.0;4576.0;301.0;3.2;3736.0;71.3;69.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2019 4e kwartaal;13055.0;9320.0;9012.0;7509.0;5630.0;1879.0;1503.0;1113.0;354.0;36.0;0.0;4409.0;1622.0;949.0;673.0;2787.0;1243.0;1544.0;4603.0;308.0;3.3;3736.0;71.4;69.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal personen;2019;13015.0;9267.0;8953.0;7475.0;5552.0;1923.0;1477.0;1101.0;344.0;33.0;0.0;4395.0;1619.0;945.0;674.0;2777.0;1252.0;1524.0;4557.0;314.0;3.4;3749.0;71.2;68.8
