ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTwoonplaatsnaam_7;Gemeentenaam_8
3113;Lagekant;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
3114;285;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3115;Lagenheuvel;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3116;Lagenwaard (ged.);484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3117;Lagenwaard (ged.);1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3118;Lageweide;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3119;Lakemond;251;Heteren                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3120;Lakerveld;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
3121;78;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3122;Lambertschaag;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
3123;Lammerenburg;720;Valkenisse                 ;96;Overige gemeenten Walcheren                       ;29;Z.  ;nee;nee
3124;329;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3125;Lamswaarde;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;ja ;nee
3126;Land van Kleef;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3127;Landerd;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;ja 
3128;838;93;Terschelling               ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
3129;Landgraaf;882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;ja 
3130;Landhorst;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3131;Landsmeer;415;Landsmeer                  ;57;Waterland                                         ;27;NH. ;ja ;ja 
3132;Landsrade;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3133;Langbroek;352;Wijk bij Duurstede         ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;ja ;nee
3134;Langdonk;838;Roosendaal en Nispen       ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3135;Lange Heide;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3136;Lange Linschoten;589;Oudewater                  ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3137;Lange Weide;595;Reeuwijk                   ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
3138;553;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3139;Langeberg;899;Brunssum                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3140;Langedam;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
3141;Langedijk;416;Langedijk                  ;53;Westelijk West-Friesland                          ;27;NH. ;nee;ja 
3142;Langedijk, De;441;Schagen                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3143;760;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3144;Langeheit;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3145;Langel;835;Ravenstein                 ;111;Maaskant                                          ;30;NB. ;nee;nee
3146;855;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3147;Langelo;120;Norg                       ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3148;Langelo;158;Haaksbergen                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3149;Langen;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3150;Langenboom;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3151;Langendijk;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3152;Langenholte;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3153;Langenoord;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3154;Langeraar;480;Ter Aar                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
3155;Langerak;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3156;Langerak;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3157;Langerak;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
3158;Langereis (ged.);432;Opmeer                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
3159;Langereis (ged.);412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3160;Langeveen;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3161;Langeweegje;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
3162;Langeweg (ged.);878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
3163;Langeweg (ged.);853;Terheijden                 ;104;Gebied om Breda                                   ;30;NB. ;ja ;nee
3164;790;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3165;Langstraat, De;580;Oostflakkee                ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
3166;374;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3167;Lankes;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3168;Lankhorst;180;Staphorst                  ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3169;Lapstreek;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3170;Laren;417;Laren                      ;67;Overige gemeenten in het Gooi                     ;27;NH. ;ja ;ja 
3171;Laren;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
3172;Laren, De;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3173;4;3;Appingedam                 ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3174;Lathum;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;ja ;nee
3175;Lattrop;149;Denekamp                   ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3176;330;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3177;331;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3178;332;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3179;Lauradorp;882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3180;Lauwerecht;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3181;Lauwersoog;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3182;488;56;Zuidhorn                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3183;Lede;258;Kesteren                   ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3184;Ledeacker;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3185;Leegheide;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3186;107;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
3187;182;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;ja 
3188;333;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3189;Leemhorst;976;Tegelen                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
3190;Leende;805;Leende                     ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;ja 
3191;Leenderstrijp;805;Leende                     ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3192;Leenhof (ged.);882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3193;Leenhof (ged.);917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3194;Leens;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3195;Leensel;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3196;Leerbroek;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
3197;Leerdam;545;Leerdam                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;ja 
3198;201;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3199;Leersum;326;Leersum                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
3200;Leesten;291;Warnsveld                  ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3201;Leeuw;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3202;695;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;ja 
3203;711;81;Leeuwarderadeel            ;12;Friese bouwstreek                                 ;21;F.  ;nee;ja 
3204;Leeuwen;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
3205;Leeuwen;889;Beesel                     ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
3206;Leeuwte;127;Ruinen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3207;761;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3208;375;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3209;Legert;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3210;994;112;Dwingeloo                  ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3211;Legh;760;Chaam                      ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
3212;Leiden;546;Leiden                     ;70;Leiden                                            ;28;ZH. ;ja ;ja 
3213;Leiderdorp;547;Leiderdorp                 ;71;Randgebied Leiden                                 ;28;ZH. ;ja ;ja 
3214;Leidschendam;548;Leidschendam               ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;ja ;ja 
3215;Leijen;180;Staphorst                  ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3216;Leijenbroek;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3217;Leijenburg;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
3218;Leimuiden;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;ja ;nee
3219;Leimuiderbrug;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3220;Lekdijk;306;Amerongen                  ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
3221;Lekkerkerk;643;Nederlek                   ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
3222;452;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3223;696;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
3224;52;9;Ten Boer                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
3225;Lelystad;995;Lelystad                   ;129;Zuidelijke IJsselmeerpolders                      ;24;Fle.;ja ;ja 
3226;Lemel;800;Hoogeloon c.a.             ;116;Kempenland                                        ;30;NB. ;nee;nee
3227;Lemele;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3228;Lemelerveld (ged.);148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3229;Lemelerveld (ged.);162;Heino                      ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3230;Lemelerveld (ged.);175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3231;Lemiers;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3232;724;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3233;Lemmerveld;177;Raalte                     ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3234;Lemselo;188;Weerselo                   ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3235;725;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
3236;Lengel;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
3237;Lennisheuvel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3238;Lent;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
3239;Lenthe;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3240;Lepelstraat;789;Halsteren                  ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
3241;Lerop;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
3242;30;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3243;183;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3244;Lettele;152;Diepenveen                 ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3245;Leuken;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3246;Leuken (ged.);988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3247;Leuken (ged.);946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3248;Leunen;984;Venray                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3249;Leur;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
3250;Leur;777;Etten-Leur                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
3251;Leurke;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3252;Leusbroek;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3253;Leusden;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;ja ;ja 
3254;Leutes;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3255;Leuth;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
3256;Leutingewolde;125;Roden                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
3257;Leuvenheim;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
3258;Leuvenum;233;Ermelo                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3259;Leveroij;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
3260;Lewedorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
3261;Lexmond;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
3262;607;68;Ferwerderadeel             ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
3263;Leyen, De;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3264;995;112;Dwingeloo                  ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3265;996;112;Dwingeloo                  ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3266;Libeek;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3267;608;68;Ferwerderadeel             ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3268;Lichtenberg;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;nee;nee
3269;Lichtenberg;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3270;Lichtenvoorde;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;ja 
3271;Liemeer;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;ja 
3272;Liempde;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
3273;Lienden;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
3274;Lier, De;552;De Lier                    ;81;Westland                                          ;28;ZH. ;ja ;ja 
3275;Lierderholthuis;162;Heino                      ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3276;Lieren;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;ja ;nee
3277;Lierop;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
3278;Lies;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
3279;839;93;Terschelling               ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
3280;Lieseind;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3281;Lieshout;807;Lieshout                   ;115;Industriegebied Helmond                           ;30;NB. ;ja ;ja 
3282;Liessel;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
3283;Liesveld;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;ja 
3284;Lievelde;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;nee
3285;Lievendaal;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
3286;Lieveren;125;Roden                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
3287;936;107;Beilen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3288;Lijnden;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3289;Lijnden;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3290;Lijndonk;817;Nieuw-Ginneken             ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
3291;Limbricht;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
3292;Limmel;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
3293;Limmen;418;Limmen                     ;55;Noord-Kennemerland                                ;27;NH. ;ja ;ja 
3294;Linde;152;Diepenveen                 ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3295;Linde;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3296;856;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3297;Linde;137;Zuidwolde                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
3298;Linde;159;Den Ham                    ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
3299;Linden;1684;Cuijk                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3300;Lindenheuvel;906;Geleen                     ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3301;Lingewaal;733;Lingewaal                  ;38;Westelijke Betuwe                                 ;25;Gld.;nee;ja 
3302;Lingewijk;512;Gorinchem                  ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;nee;nee
3303;Lingsfort;885;Arcen en Velden            ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3304;Linne;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
3305;Linschoten;335;Montfoort                  ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
3306;Lintelo;197;Aalten                     ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3307;Lintvelde;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3308;520;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3309;Lions;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3310;791;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3311;Lisse;553;Lisse                      ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;ja ;ja 
3312;Lisserbroek;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3313;Lith;808;Lith                       ;111;Maaskant                                          ;30;NB. ;ja ;ja 
3314;Lithoijen;808;Lith                       ;111;Maaskant                                          ;30;NB. ;ja ;nee
3315;Littenseradiel;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
3316;Lobben, De;321;Houten                     ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;nee;nee
3317;Lobith;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;ja ;nee
3318;Lobrink;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3319;Lochem;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;ja 
3320;Locht (ged.);928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3321;Locht (ged.);917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3322;Locht, De;782;Gemert                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3323;Lochtenburg;804;Klundert                   ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
3324;Lochuizen;266;Neede                      ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3325;Loenen;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;ja ;nee
3326;Loenen;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;ja 
3327;Loenen aan de Vecht;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;nee
3328;Loenersloot;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;nee
3329;829;91;Sneek                      ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3330;Loerbeek;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
3331;Loeswijk;814;Mierlo                     ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
3332;Loete;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3333;Logt;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3334;Logt, De;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3335;Loil;218;Didam                      ;26;De Lijmers                                        ;25;Gld.;nee;nee
3336;Lollum;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3337;Lombok;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3338;Lomm;885;Arcen en Velden            ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3339;Longerhouw;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3340;Lonneker;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
3341;Loo;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3342;Loo;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;ja ;nee
3343;Loo;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3344;Loo;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;nee;nee
3345;962;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3346;Loo;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
3347;Loo;144;Bathmen                    ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3348;Loo, 't;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;ja ;nee
3349;Loo, Het;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;nee;nee
3350;Loofaert, De;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3351;Looieind;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3352;Looierheide;907;Gennep                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3353;Look;165;Holten                     ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
3354;Look, 't;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3355;Loon;866;Waalre                     ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3356;915;106;Assen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
3357;Loon op Zand;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;ja 
3358;Loons Hoekje;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3359;Loopers Kapelle;656;Brouwershaven              ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
3360;Loosbroek;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;ja ;nee
3361;Loosdorp;545;Leerdam                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
3362;Loosdrecht;330;Loosdrecht                 ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;ja 
3363;Loosdrechtse Bos;402;Hilversum                  ;66;Hilversum                                         ;27;NH. ;nee;nee
3364;Loosduinen;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
3365;Looveer;255;Huissen                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3366;Loozen;157;Gramsbergen                ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3367;Lopik;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;ja ;ja 
3368;Lopikerkapel;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
3369;202;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;ja 
3370;79;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
3371;Losser;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
3372;Lottum;912;Grubbenvorst               ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3373;Loven;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
3374;Lovendaal;912;Grubbenvorst               ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3375;Loveren;871;Westerhoven                ;116;Kempenland                                        ;30;NB. ;nee;nee
3376;Loveren;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3377;Lubbinge;137;Zuidwolde                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3378;220;25;Marum                      ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
3379;Lucht, Ter;555;Maasland                   ;81;Westland                                          ;28;ZH. ;nee;nee
