ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
5737;Total countries;66351 Slag-wool, rock-wool and simila...;2019 October;6.0;22.0
5738;Total countries;66351 Slag-wool, rock-wool and simila...;2019 November;6.0;23.0
5739;Total countries;66351 Slag-wool, rock-wool and simila...;2019 December;5.0;17.0
5740;Total countries;66351 Slag-wool, rock-wool and simila...;2019;56.0;220.0
5741;Total countries;66351 Slag-wool, rock-wool and simila...;2020 January;5.0;19.0
5742;Total countries;66351 Slag-wool, rock-wool and simila...;2020 February;5.0;16.0
5743;Total countries;66351 Slag-wool, rock-wool and simila...;2020 March;5.0;17.0
5744;Total countries;66351 Slag-wool, rock-wool and simila...;2020 April;4.0;14.0
5745;Total countries;66351 Slag-wool, rock-wool and simila...;2020 May;4.0;13.0
5746;Total countries;66351 Slag-wool, rock-wool and simila...;2020 June;5.0;16.0
5747;Total countries;66351 Slag-wool, rock-wool and simila...;2020 July;5.0;14.0
5748;Total countries;66351 Slag-wool, rock-wool and simila...;2020 August;4.0;16.0
5749;Total countries;66351 Slag-wool, rock-wool and simila...;2020 September;5.0;20.0
5750;Total countries;66351 Slag-wool, rock-wool and simila...;2020 October;6.0;22.0
5751;Total countries;66351 Slag-wool, rock-wool and simila...;2020 November;6.0;22.0
5752;Total countries;66351 Slag-wool, rock-wool and simila...;2020 December;5.0;17.0
5753;Total countries;66351 Slag-wool, rock-wool and simila...;2020;59.0;208.0
5754;Total countries;66351 Slag-wool, rock-wool and simila...;2021 January;;
5755;Total countries;66351 Slag-wool, rock-wool and simila...;2021 February;;
5756;Total countries;66351 Slag-wool, rock-wool and simila...;2021 March;;
5757;Total countries;66351 Slag-wool, rock-wool and simila...;2021 April;;
5758;Total countries;66351 Slag-wool, rock-wool and simila...;2021 May;;
5759;Total countries;66351 Slag-wool, rock-wool and simila...;2021 June;;
5760;Total countries;66351 Slag-wool, rock-wool and simila...;2021 July;;
5761;Total countries;66351 Slag-wool, rock-wool and simila...;2021 August;;
5762;Total countries;66351 Slag-wool, rock-wool and simila...;2021 September;;
5763;Total countries;66351 Slag-wool, rock-wool and simila...;2021 October;;
5764;Total countries;66351 Slag-wool, rock-wool and simila...;2021 November;;
5765;Total countries;66351 Slag-wool, rock-wool and simila...;2021 December;;
5766;Total countries;66351 Slag-wool, rock-wool and simila...;2021;;
5767;Total countries;66351 Slag-wool, rock-wool and simila...;2022 January;6.0;20.0
5768;Total countries;66351 Slag-wool, rock-wool and simila...;2022 February;6.0;22.0
5769;Total countries;66351 Slag-wool, rock-wool and simila...;2022 March;7.0;23.0
5770;Total countries;66351 Slag-wool, rock-wool and simila...;2022 April;9.0;21.0
5771;Total countries;66351 Slag-wool, rock-wool and simila...;2022 May;8.0;27.0
5772;Total countries;66351 Slag-wool, rock-wool and simila...;2022 June;8.0;24.0
5773;Total countries;66351 Slag-wool, rock-wool and simila...;2022 July;8.0;22.0
5774;Total countries;66351 Slag-wool, rock-wool and simila...;2022 August;7.0;24.0
5775;Total countries;66351 Slag-wool, rock-wool and simila...;2022 September;8.0;25.0
5776;Total countries;66351 Slag-wool, rock-wool and simila...;2022 October;9.0;26.0
5777;Total countries;66351 Slag-wool, rock-wool and simila...;2022 November;9.0;27.0
5778;Total countries;66351 Slag-wool, rock-wool and simila...;2022 December;17.0;22.0
5779;Total countries;66351 Slag-wool, rock-wool and simila...;2022;103.0;282.0
5780;Total countries;66351 Slag-wool, rock-wool and simila...;2023 January;11.0;23.0
5781;Total countries;66351 Slag-wool, rock-wool and simila...;2023 February;9.0;20.0
5782;Total countries;66351 Slag-wool, rock-wool and simila...;2023 March;11.0;20.0
5783;Total countries;66351 Slag-wool, rock-wool and simila...;2023 April;10.0;16.0
5784;Total countries;66351 Slag-wool, rock-wool and simila...;2023 May;12.0;19.0
5785;Total countries;66351 Slag-wool, rock-wool and simila...;2023 June;10.0;19.0
5786;Total countries;66351 Slag-wool, rock-wool and simila...;2023 July;9.0;18.0
5787;Total countries;66351 Slag-wool, rock-wool and simila...;2023 August;10.0;18.0
5788;Total countries;66351 Slag-wool, rock-wool and simila...;2023 September;10.0;23.0
5789;Total countries;66351 Slag-wool, rock-wool and simila...;2023 October;11.0;26.0
5790;Total countries;66351 Slag-wool, rock-wool and simila...;2023 November;12.0;27.0
5791;Total countries;66351 Slag-wool, rock-wool and simila...;2023 December;10.0;20.0
5792;Total countries;66351 Slag-wool, rock-wool and simila...;2023;125.0;250.0
5793;Total countries;66351 Slag-wool, rock-wool and simila...;2024 January;9.0;21.0
5794;Total countries;66351 Slag-wool, rock-wool and simila...;2024 February;9.0;19.0
5795;Total countries;66351 Slag-wool, rock-wool and simila...;2024 March;10.0;21.0
5796;Total countries;66351 Slag-wool, rock-wool and simila...;2024 April;9.0;21.0
5797;Total countries;66351 Slag-wool, rock-wool and simila...;2024 May;11.0;21.0
5798;Total countries;66351 Slag-wool, rock-wool and simila...;2024 June;11.0;22.0
5799;Total countries;66351 Slag-wool, rock-wool and simila...;2024 July;12.0;19.0
5800;Total countries;66351 Slag-wool, rock-wool and simila...;2024 August;11.0;20.0
5801;Total countries;66351 Slag-wool, rock-wool and simila...;2024 September;14.0;23.0
5802;Total countries;66351 Slag-wool, rock-wool and simila...;2024 October;17.0;28.0
5803;Total countries;66351 Slag-wool, rock-wool and simila...;2024 November;14.0;28.0
5804;Total countries;66351 Slag-wool, rock-wool and simila...;2024 January-November;128.0;244.0
5805;Total countries;66352 Exfoliated vermiculite, expande...;2015 January;1.0;1.0
5806;Total countries;66352 Exfoliated vermiculite, expande...;2015 February;1.0;1.0
5807;Total countries;66352 Exfoliated vermiculite, expande...;2015 March;1.0;1.0
5808;Total countries;66352 Exfoliated vermiculite, expande...;2015 April;1.0;1.0
5809;Total countries;66352 Exfoliated vermiculite, expande...;2015 May;1.0;1.0
5810;Total countries;66352 Exfoliated vermiculite, expande...;2015 June;1.0;2.0
5811;Total countries;66352 Exfoliated vermiculite, expande...;2015 July;1.0;1.0
5812;Total countries;66352 Exfoliated vermiculite, expande...;2015 August;1.0;1.0
5813;Total countries;66352 Exfoliated vermiculite, expande...;2015 September;1.0;1.0
5814;Total countries;66352 Exfoliated vermiculite, expande...;2015 October;1.0;1.0
5815;Total countries;66352 Exfoliated vermiculite, expande...;2015 November;1.0;1.0
5816;Total countries;66352 Exfoliated vermiculite, expande...;2015 December;1.0;1.0
5817;Total countries;66352 Exfoliated vermiculite, expande...;2015;9.0;13.0
5818;Total countries;66352 Exfoliated vermiculite, expande...;2016 January;1.0;1.0
5819;Total countries;66352 Exfoliated vermiculite, expande...;2016 February;1.0;1.0
5820;Total countries;66352 Exfoliated vermiculite, expande...;2016 March;1.0;2.0
5821;Total countries;66352 Exfoliated vermiculite, expande...;2016 April;1.0;1.0
5822;Total countries;66352 Exfoliated vermiculite, expande...;2016 May;1.0;1.0
5823;Total countries;66352 Exfoliated vermiculite, expande...;2016 June;1.0;2.0
5824;Total countries;66352 Exfoliated vermiculite, expande...;2016 July;1.0;1.0
5825;Total countries;66352 Exfoliated vermiculite, expande...;2016 August;1.0;1.0
5826;Total countries;66352 Exfoliated vermiculite, expande...;2016 September;1.0;1.0
5827;Total countries;66352 Exfoliated vermiculite, expande...;2016 October;1.0;1.0
5828;Total countries;66352 Exfoliated vermiculite, expande...;2016 November;1.0;1.0
5829;Total countries;66352 Exfoliated vermiculite, expande...;2016 December;1.0;1.0
5830;Total countries;66352 Exfoliated vermiculite, expande...;2016;12.0;15.0
5831;Total countries;66352 Exfoliated vermiculite, expande...;2017 January;1.0;1.0
5832;Total countries;66352 Exfoliated vermiculite, expande...;2017 February;1.0;1.0
5833;Total countries;66352 Exfoliated vermiculite, expande...;2017 March;1.0;2.0
5834;Total countries;66352 Exfoliated vermiculite, expande...;2017 April;1.0;1.0
5835;Total countries;66352 Exfoliated vermiculite, expande...;2017 May;1.0;2.0
5836;Total countries;66352 Exfoliated vermiculite, expande...;2017 June;1.0;1.0
5837;Total countries;66352 Exfoliated vermiculite, expande...;2017 July;1.0;1.0
5838;Total countries;66352 Exfoliated vermiculite, expande...;2017 August;1.0;1.0
5839;Total countries;66352 Exfoliated vermiculite, expande...;2017 September;1.0;2.0
5840;Total countries;66352 Exfoliated vermiculite, expande...;2017 October;1.0;1.0
5841;Total countries;66352 Exfoliated vermiculite, expande...;2017 November;1.0;2.0
5842;Total countries;66352 Exfoliated vermiculite, expande...;2017 December;1.0;2.0
5843;Total countries;66352 Exfoliated vermiculite, expande...;2017;12.0;16.0
5844;Total countries;66352 Exfoliated vermiculite, expande...;2018 January;1.0;1.0
5845;Total countries;66352 Exfoliated vermiculite, expande...;2018 February;1.0;1.0
5846;Total countries;66352 Exfoliated vermiculite, expande...;2018 March;1.0;1.0
5847;Total countries;66352 Exfoliated vermiculite, expande...;2018 April;1.0;2.0
5848;Total countries;66352 Exfoliated vermiculite, expande...;2018 May;1.0;1.0
5849;Total countries;66352 Exfoliated vermiculite, expande...;2018 June;1.0;1.0
5850;Total countries;66352 Exfoliated vermiculite, expande...;2018 July;1.0;1.0
5851;Total countries;66352 Exfoliated vermiculite, expande...;2018 August;2.0;2.0
5852;Total countries;66352 Exfoliated vermiculite, expande...;2018 September;1.0;1.0
5853;Total countries;66352 Exfoliated vermiculite, expande...;2018 October;1.0;1.0
5854;Total countries;66352 Exfoliated vermiculite, expande...;2018 November;1.0;1.0
5855;Total countries;66352 Exfoliated vermiculite, expande...;2018 December;1.0;1.0
5856;Total countries;66352 Exfoliated vermiculite, expande...;2018;12.0;16.0
5857;Total countries;66352 Exfoliated vermiculite, expande...;2019 January;1.0;2.0
5858;Total countries;66352 Exfoliated vermiculite, expande...;2019 February;1.0;1.0
5859;Total countries;66352 Exfoliated vermiculite, expande...;2019 March;1.0;1.0
5860;Total countries;66352 Exfoliated vermiculite, expande...;2019 April;1.0;1.0
5861;Total countries;66352 Exfoliated vermiculite, expande...;2019 May;2.0;1.0
5862;Total countries;66352 Exfoliated vermiculite, expande...;2019 June;1.0;2.0
5863;Total countries;66352 Exfoliated vermiculite, expande...;2019 July;1.0;1.0
5864;Total countries;66352 Exfoliated vermiculite, expande...;2019 August;1.0;1.0
5865;Total countries;66352 Exfoliated vermiculite, expande...;2019 September;1.0;1.0
5866;Total countries;66352 Exfoliated vermiculite, expande...;2019 October;2.0;2.0
5867;Total countries;66352 Exfoliated vermiculite, expande...;2019 November;1.0;2.0
5868;Total countries;66352 Exfoliated vermiculite, expande...;2019 December;1.0;2.0
5869;Total countries;66352 Exfoliated vermiculite, expande...;2019;14.0;18.0
5870;Total countries;66352 Exfoliated vermiculite, expande...;2020 January;1.0;2.0
5871;Total countries;66352 Exfoliated vermiculite, expande...;2020 February;1.0;2.0
5872;Total countries;66352 Exfoliated vermiculite, expande...;2020 March;2.0;2.0
5873;Total countries;66352 Exfoliated vermiculite, expande...;2020 April;1.0;2.0
5874;Total countries;66352 Exfoliated vermiculite, expande...;2020 May;1.0;1.0
5875;Total countries;66352 Exfoliated vermiculite, expande...;2020 June;1.0;2.0
5876;Total countries;66352 Exfoliated vermiculite, expande...;2020 July;1.0;2.0
5877;Total countries;66352 Exfoliated vermiculite, expande...;2020 August;1.0;2.0
5878;Total countries;66352 Exfoliated vermiculite, expande...;2020 September;5.0;5.0
5879;Total countries;66352 Exfoliated vermiculite, expande...;2020 October;2.0;7.0
5880;Total countries;66352 Exfoliated vermiculite, expande...;2020 November;2.0;7.0
5881;Total countries;66352 Exfoliated vermiculite, expande...;2020 December;2.0;5.0
5882;Total countries;66352 Exfoliated vermiculite, expande...;2020;21.0;37.0
5883;Total countries;66352 Exfoliated vermiculite, expande...;2021 January;;
5884;Total countries;66352 Exfoliated vermiculite, expande...;2021 February;;
5885;Total countries;66352 Exfoliated vermiculite, expande...;2021 March;;
5886;Total countries;66352 Exfoliated vermiculite, expande...;2021 April;;
5887;Total countries;66352 Exfoliated vermiculite, expande...;2021 May;;
5888;Total countries;66352 Exfoliated vermiculite, expande...;2021 June;;
5889;Total countries;66352 Exfoliated vermiculite, expande...;2021 July;;
5890;Total countries;66352 Exfoliated vermiculite, expande...;2021 August;;
5891;Total countries;66352 Exfoliated vermiculite, expande...;2021 September;;
5892;Total countries;66352 Exfoliated vermiculite, expande...;2021 October;;
5893;Total countries;66352 Exfoliated vermiculite, expande...;2021 November;;
5894;Total countries;66352 Exfoliated vermiculite, expande...;2021 December;;
5895;Total countries;66352 Exfoliated vermiculite, expande...;2021;;
5896;Total countries;66352 Exfoliated vermiculite, expande...;2022 January;2.0;6.0
5897;Total countries;66352 Exfoliated vermiculite, expande...;2022 February;2.0;7.0
5898;Total countries;66352 Exfoliated vermiculite, expande...;2022 March;3.0;7.0
5899;Total countries;66352 Exfoliated vermiculite, expande...;2022 April;3.0;7.0
5900;Total countries;66352 Exfoliated vermiculite, expande...;2022 May;5.0;7.0
5901;Total countries;66352 Exfoliated vermiculite, expande...;2022 June;3.0;7.0
5902;Total countries;66352 Exfoliated vermiculite, expande...;2022 July;4.0;6.0
5903;Total countries;66352 Exfoliated vermiculite, expande...;2022 August;4.0;7.0
5904;Total countries;66352 Exfoliated vermiculite, expande...;2022 September;3.0;6.0
5905;Total countries;66352 Exfoliated vermiculite, expande...;2022 October;3.0;7.0
5906;Total countries;66352 Exfoliated vermiculite, expande...;2022 November;4.0;6.0
5907;Total countries;66352 Exfoliated vermiculite, expande...;2022 December;2.0;4.0
5908;Total countries;66352 Exfoliated vermiculite, expande...;2022;39.0;78.0
5909;Total countries;66352 Exfoliated vermiculite, expande...;2023 January;2.0;8.0
5910;Total countries;66352 Exfoliated vermiculite, expande...;2023 February;3.0;7.0
5911;Total countries;66352 Exfoliated vermiculite, expande...;2023 March;2.0;6.0
5912;Total countries;66352 Exfoliated vermiculite, expande...;2023 April;2.0;5.0
5913;Total countries;66352 Exfoliated vermiculite, expande...;2023 May;3.0;5.0
5914;Total countries;66352 Exfoliated vermiculite, expande...;2023 June;3.0;8.0
5915;Total countries;66352 Exfoliated vermiculite, expande...;2023 July;2.0;5.0
5916;Total countries;66352 Exfoliated vermiculite, expande...;2023 August;3.0;7.0
5917;Total countries;66352 Exfoliated vermiculite, expande...;2023 September;2.0;7.0
5918;Total countries;66352 Exfoliated vermiculite, expande...;2023 October;2.0;6.0
5919;Total countries;66352 Exfoliated vermiculite, expande...;2023 November;2.0;7.0
5920;Total countries;66352 Exfoliated vermiculite, expande...;2023 December;2.0;4.0
5921;Total countries;66352 Exfoliated vermiculite, expande...;2023;29.0;75.0
5922;Total countries;66352 Exfoliated vermiculite, expande...;2024 January;3.0;8.0
5923;Total countries;66352 Exfoliated vermiculite, expande...;2024 February;3.0;7.0
5924;Total countries;66352 Exfoliated vermiculite, expande...;2024 March;2.0;7.0
5925;Total countries;66352 Exfoliated vermiculite, expande...;2024 April;4.0;6.0
5926;Total countries;66352 Exfoliated vermiculite, expande...;2024 May;4.0;8.0
5927;Total countries;66352 Exfoliated vermiculite, expande...;2024 June;2.0;8.0
5928;Total countries;66352 Exfoliated vermiculite, expande...;2024 July;4.0;7.0
5929;Total countries;66352 Exfoliated vermiculite, expande...;2024 August;3.0;6.0
5930;Total countries;66352 Exfoliated vermiculite, expande...;2024 September;3.0;6.0
5931;Total countries;66352 Exfoliated vermiculite, expande...;2024 October;3.0;7.0
5932;Total countries;66352 Exfoliated vermiculite, expande...;2024 November;3.0;6.0
5933;Total countries;66352 Exfoliated vermiculite, expande...;2024 January-November;33.0;76.0
5934;Total countries;66353 Mixtures and articles of heat-i...;2015 January;4.0;1.0
5935;Total countries;66353 Mixtures and articles of heat-i...;2015 February;3.0;1.0
5936;Total countries;66353 Mixtures and articles of heat-i...;2015 March;3.0;1.0
5937;Total countries;66353 Mixtures and articles of heat-i...;2015 April;3.0;1.0
5938;Total countries;66353 Mixtures and articles of heat-i...;2015 May;3.0;1.0
5939;Total countries;66353 Mixtures and articles of heat-i...;2015 June;4.0;1.0
5940;Total countries;66353 Mixtures and articles of heat-i...;2015 July;4.0;1.0
5941;Total countries;66353 Mixtures and articles of heat-i...;2015 August;4.0;1.0
5942;Total countries;66353 Mixtures and articles of heat-i...;2015 September;4.0;2.0
5943;Total countries;66353 Mixtures and articles of heat-i...;2015 October;4.0;2.0
5944;Total countries;66353 Mixtures and articles of heat-i...;2015 November;3.0;1.0
5945;Total countries;66353 Mixtures and articles of heat-i...;2015 December;3.0;2.0
5946;Total countries;66353 Mixtures and articles of heat-i...;2015;42.0;15.0
5947;Total countries;66353 Mixtures and articles of heat-i...;2016 January;4.0;2.0
5948;Total countries;66353 Mixtures and articles of heat-i...;2016 February;3.0;2.0
5949;Total countries;66353 Mixtures and articles of heat-i...;2016 March;4.0;1.0
5950;Total countries;66353 Mixtures and articles of heat-i...;2016 April;3.0;2.0
5951;Total countries;66353 Mixtures and articles of heat-i...;2016 May;5.0;2.0
5952;Total countries;66353 Mixtures and articles of heat-i...;2016 June;4.0;2.0
5953;Total countries;66353 Mixtures and articles of heat-i...;2016 July;4.0;2.0
5954;Total countries;66353 Mixtures and articles of heat-i...;2016 August;3.0;1.0
5955;Total countries;66353 Mixtures and articles of heat-i...;2016 September;3.0;2.0
5956;Total countries;66353 Mixtures and articles of heat-i...;2016 October;4.0;2.0
5957;Total countries;66353 Mixtures and articles of heat-i...;2016 November;4.0;2.0
5958;Total countries;66353 Mixtures and articles of heat-i...;2016 December;3.0;1.0
5959;Total countries;66353 Mixtures and articles of heat-i...;2016;43.0;20.0
5960;Total countries;66353 Mixtures and articles of heat-i...;2017 January;3.0;1.0
5961;Total countries;66353 Mixtures and articles of heat-i...;2017 February;3.0;1.0
5962;Total countries;66353 Mixtures and articles of heat-i...;2017 March;4.0;1.0
5963;Total countries;66353 Mixtures and articles of heat-i...;2017 April;3.0;1.0
5964;Total countries;66353 Mixtures and articles of heat-i...;2017 May;4.0;1.0
5965;Total countries;66353 Mixtures and articles of heat-i...;2017 June;3.0;1.0
5966;Total countries;66353 Mixtures and articles of heat-i...;2017 July;3.0;1.0
5967;Total countries;66353 Mixtures and articles of heat-i...;2017 August;3.0;1.0
5968;Total countries;66353 Mixtures and articles of heat-i...;2017 September;4.0;1.0
5969;Total countries;66353 Mixtures and articles of heat-i...;2017 October;4.0;2.0
5970;Total countries;66353 Mixtures and articles of heat-i...;2017 November;4.0;1.0
5971;Total countries;66353 Mixtures and articles of heat-i...;2017 December;3.0;1.0
5972;Total countries;66353 Mixtures and articles of heat-i...;2017;41.0;14.0
5973;Total countries;66353 Mixtures and articles of heat-i...;2018 January;4.0;1.0
5974;Total countries;66353 Mixtures and articles of heat-i...;2018 February;4.0;1.0
5975;Total countries;66353 Mixtures and articles of heat-i...;2018 March;4.0;1.0
5976;Total countries;66353 Mixtures and articles of heat-i...;2018 April;4.0;2.0
5977;Total countries;66353 Mixtures and articles of heat-i...;2018 May;5.0;1.0
5978;Total countries;66353 Mixtures and articles of heat-i...;2018 June;5.0;1.0
5979;Total countries;66353 Mixtures and articles of heat-i...;2018 July;5.0;1.0
5980;Total countries;66353 Mixtures and articles of heat-i...;2018 August;5.0;1.0
5981;Total countries;66353 Mixtures and articles of heat-i...;2018 September;4.0;1.0
5982;Total countries;66353 Mixtures and articles of heat-i...;2018 October;5.0;2.0
5983;Total countries;66353 Mixtures and articles of heat-i...;2018 November;6.0;1.0
5984;Total countries;66353 Mixtures and articles of heat-i...;2018 December;4.0;2.0
5985;Total countries;66353 Mixtures and articles of heat-i...;2018;56.0;16.0
5986;Total countries;66353 Mixtures and articles of heat-i...;2019 January;5.0;1.0
5987;Total countries;66353 Mixtures and articles of heat-i...;2019 February;5.0;1.0
5988;Total countries;66353 Mixtures and articles of heat-i...;2019 March;5.0;1.0
5989;Total countries;66353 Mixtures and articles of heat-i...;2019 April;6.0;1.0
5990;Total countries;66353 Mixtures and articles of heat-i...;2019 May;6.0;1.0
5991;Total countries;66353 Mixtures and articles of heat-i...;2019 June;5.0;1.0
5992;Total countries;66353 Mixtures and articles of heat-i...;2019 July;4.0;1.0
5993;Total countries;66353 Mixtures and articles of heat-i...;2019 August;5.0;2.0
5994;Total countries;66353 Mixtures and articles of heat-i...;2019 September;4.0;1.0
5995;Total countries;66353 Mixtures and articles of heat-i...;2019 October;5.0;2.0
5996;Total countries;66353 Mixtures and articles of heat-i...;2019 November;4.0;2.0
5997;Total countries;66353 Mixtures and articles of heat-i...;2019 December;3.0;1.0
5998;Total countries;66353 Mixtures and articles of heat-i...;2019;57.0;16.0
5999;Total countries;66353 Mixtures and articles of heat-i...;2020 January;5.0;1.0
6000;Total countries;66353 Mixtures and articles of heat-i...;2020 February;3.0;1.0
6001;Total countries;66353 Mixtures and articles of heat-i...;2020 March;4.0;1.0
6002;Total countries;66353 Mixtures and articles of heat-i...;2020 April;3.0;1.0
6003;Total countries;66353 Mixtures and articles of heat-i...;2020 May;4.0;1.0
6004;Total countries;66353 Mixtures and articles of heat-i...;2020 June;3.0;1.0
6005;Total countries;66353 Mixtures and articles of heat-i...;2020 July;3.0;1.0
6006;Total countries;66353 Mixtures and articles of heat-i...;2020 August;3.0;2.0
6007;Total countries;66353 Mixtures and articles of heat-i...;2020 September;4.0;1.0
6008;Total countries;66353 Mixtures and articles of heat-i...;2020 October;3.0;2.0
6009;Total countries;66353 Mixtures and articles of heat-i...;2020 November;3.0;1.0
6010;Total countries;66353 Mixtures and articles of heat-i...;2020 December;3.0;0.0
6011;Total countries;66353 Mixtures and articles of heat-i...;2020;42.0;14.0
6012;Total countries;66353 Mixtures and articles of heat-i...;2021 January;;
6013;Total countries;66353 Mixtures and articles of heat-i...;2021 February;;
6014;Total countries;66353 Mixtures and articles of heat-i...;2021 March;;
6015;Total countries;66353 Mixtures and articles of heat-i...;2021 April;;
6016;Total countries;66353 Mixtures and articles of heat-i...;2021 May;;
6017;Total countries;66353 Mixtures and articles of heat-i...;2021 June;;
6018;Total countries;66353 Mixtures and articles of heat-i...;2021 July;;
6019;Total countries;66353 Mixtures and articles of heat-i...;2021 August;;
6020;Total countries;66353 Mixtures and articles of heat-i...;2021 September;;
6021;Total countries;66353 Mixtures and articles of heat-i...;2021 October;;
6022;Total countries;66353 Mixtures and articles of heat-i...;2021 November;;
6023;Total countries;66353 Mixtures and articles of heat-i...;2021 December;;
6024;Total countries;66353 Mixtures and articles of heat-i...;2021;;
6025;Total countries;66353 Mixtures and articles of heat-i...;2022 January;2.0;1.0
6026;Total countries;66353 Mixtures and articles of heat-i...;2022 February;4.0;1.0
6027;Total countries;66353 Mixtures and articles of heat-i...;2022 March;3.0;3.0
6028;Total countries;66353 Mixtures and articles of heat-i...;2022 April;3.0;1.0
6029;Total countries;66353 Mixtures and articles of heat-i...;2022 May;4.0;2.0
6030;Total countries;66353 Mixtures and articles of heat-i...;2022 June;3.0;1.0
6031;Total countries;66353 Mixtures and articles of heat-i...;2022 July;3.0;1.0
6032;Total countries;66353 Mixtures and articles of heat-i...;2022 August;3.0;2.0
6033;Total countries;66353 Mixtures and articles of heat-i...;2022 September;3.0;2.0
6034;Total countries;66353 Mixtures and articles of heat-i...;2022 October;4.0;2.0
6035;Total countries;66353 Mixtures and articles of heat-i...;2022 November;4.0;2.0
6036;Total countries;66353 Mixtures and articles of heat-i...;2022 December;2.0;2.0
6037;Total countries;66353 Mixtures and articles of heat-i...;2022;37.0;21.0
6038;Total countries;66353 Mixtures and articles of heat-i...;2023 January;3.0;1.0
6039;Total countries;66353 Mixtures and articles of heat-i...;2023 February;2.0;2.0
6040;Total countries;66353 Mixtures and articles of heat-i...;2023 March;2.0;2.0
6041;Total countries;66353 Mixtures and articles of heat-i...;2023 April;3.0;2.0
6042;Total countries;66353 Mixtures and articles of heat-i...;2023 May;3.0;2.0
6043;Total countries;66353 Mixtures and articles of heat-i...;2023 June;3.0;2.0
6044;Total countries;66353 Mixtures and articles of heat-i...;2023 July;2.0;2.0
6045;Total countries;66353 Mixtures and articles of heat-i...;2023 August;2.0;2.0
6046;Total countries;66353 Mixtures and articles of heat-i...;2023 September;3.0;3.0
6047;Total countries;66353 Mixtures and articles of heat-i...;2023 October;2.0;2.0
6048;Total countries;66353 Mixtures and articles of heat-i...;2023 November;4.0;2.0
6049;Total countries;66353 Mixtures and articles of heat-i...;2023 December;3.0;2.0
6050;Total countries;66353 Mixtures and articles of heat-i...;2023;30.0;23.0
6051;Total countries;66353 Mixtures and articles of heat-i...;2024 January;4.0;1.0
6052;Total countries;66353 Mixtures and articles of heat-i...;2024 February;4.0;2.0
6053;Total countries;66353 Mixtures and articles of heat-i...;2024 March;5.0;3.0
6054;Total countries;66353 Mixtures and articles of heat-i...;2024 April;5.0;2.0
6055;Total countries;66353 Mixtures and articles of heat-i...;2024 May;5.0;2.0
6056;Total countries;66353 Mixtures and articles of heat-i...;2024 June;4.0;3.0
6057;Total countries;66353 Mixtures and articles of heat-i...;2024 July;4.0;3.0
6058;Total countries;66353 Mixtures and articles of heat-i...;2024 August;3.0;2.0
6059;Total countries;66353 Mixtures and articles of heat-i...;2024 September;3.0;3.0
6060;Total countries;66353 Mixtures and articles of heat-i...;2024 October;4.0;2.0
6061;Total countries;66353 Mixtures and articles of heat-i...;2024 November;4.0;2.0
6062;Total countries;66353 Mixtures and articles of heat-i...;2024 January-November;46.0;24.0
6063;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 January;2.0;2.0
6064;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 February;2.0;2.0
6065;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 March;3.0;2.0
6066;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 April;3.0;3.0
6067;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 May;2.0;2.0
6068;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 June;3.0;2.0
6069;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 July;2.0;2.0
6070;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 August;3.0;2.0
6071;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 September;2.0;2.0
6072;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 October;4.0;3.0
6073;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 November;2.0;1.0
6074;Total countries;66370 Refractory ceramic goods (e.g.,...;2015 December;2.0;2.0
6075;Total countries;66370 Refractory ceramic goods (e.g.,...;2015;31.0;24.0
6076;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 January;3.0;3.0
6077;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 February;2.0;2.0
6078;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 March;3.0;3.0
6079;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 April;3.0;2.0
6080;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 May;3.0;2.0
6081;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 June;2.0;2.0
6082;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 July;3.0;2.0
6083;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 August;2.0;2.0
6084;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 September;3.0;2.0
6085;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 October;3.0;2.0
6086;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 November;2.0;2.0
6087;Total countries;66370 Refractory ceramic goods (e.g.,...;2016 December;3.0;2.0
6088;Total countries;66370 Refractory ceramic goods (e.g.,...;2016;31.0;25.0
6089;Total countries;66370 Refractory ceramic goods (e.g.,...;2017 January;2.0;2.0
6090;Total countries;66370 Refractory ceramic goods (e.g.,...;2017 February;3.0;2.0
6091;Total countries;66370 Refractory ceramic goods (e.g.,...;2017 March;3.0;2.0
6092;Total countries;66370 Refractory ceramic goods (e.g.,...;2017 April;3.0;2.0
