ID;VormenVanJeugdzorg;RegioS;Perioden;JongerenMetJeugdzorg_1;JongerenMetJeugdzorgRelatief_2;Jeugdzorgtrajecten_3
86;JZ Totaal jeugdzorg;Zuid-Nederland (LD);2019;89525.0;10.1;
87;JZ Totaal jeugdzorg;Zuid-Nederland (LD);1e halfjaar 2020;73885.0;8.4;
88;JZ Totaal jeugdzorg;Zuid-Nederland (LD);2e halfjaar 2020;75765.0;8.6;
89;JZ Totaal jeugdzorg;Zuid-Nederland (LD);2020;88160.0;10.0;
90;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2015;13830.0;8.8;
91;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2015;14260.0;9.1;
92;JZ Totaal jeugdzorg;Groningen (PV);2015;15635.0;10.0;
93;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2016;13055.0;8.4;
94;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2016;13430.0;8.7;
95;JZ Totaal jeugdzorg;Groningen (PV);2016;14915.0;9.6;
96;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2017;14175.0;9.2;
97;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2017;14875.0;9.7;
98;JZ Totaal jeugdzorg;Groningen (PV);2017;16280.0;10.6;
99;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2018;13450.0;8.8;
100;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2018;13540.0;8.9;
101;JZ Totaal jeugdzorg;Groningen (PV);2018;15340.0;10.1;
102;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2019;13390.0;8.9;
103;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2019;13205.0;8.7;
104;JZ Totaal jeugdzorg;Groningen (PV);2019;15215.0;10.1;
105;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2020;12685.0;8.4;
106;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2020;12965.0;8.6;
107;JZ Totaal jeugdzorg;Groningen (PV);2020;14695.0;9.8;
108;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2015;13495.0;7.8;
109;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2015;13970.0;8.1;
110;JZ Totaal jeugdzorg;Fryslân (PV);2015;15645.0;9.0;
111;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2016;12830.0;7.5;
112;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2016;12965.0;7.5;
113;JZ Totaal jeugdzorg;Fryslân (PV);2016;14840.0;8.6;
114;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2017;14990.0;8.8;
115;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2017;15095.0;8.8;
116;JZ Totaal jeugdzorg;Fryslân (PV);2017;17120.0;10.0;
117;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2018;13420.0;7.9;
118;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2018;14070.0;8.3;
119;JZ Totaal jeugdzorg;Fryslân (PV);2018;15640.0;9.2;
120;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2019;13995.0;8.3;
121;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2019;13825.0;8.2;
122;JZ Totaal jeugdzorg;Fryslân (PV);2019;16150.0;9.6;
123;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2020;13585.0;8.1;
124;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2020;13535.0;8.1;
125;JZ Totaal jeugdzorg;Fryslân (PV);2020;15850.0;9.5;
126;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2015;11415.0;9.2;
127;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2015;12055.0;9.8;
128;JZ Totaal jeugdzorg;Drenthe (PV);2015;13070.0;10.6;
129;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2016;11155.0;9.1;
130;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2016;11045.0;9.0;
131;JZ Totaal jeugdzorg;Drenthe (PV);2016;12490.0;10.2;
132;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2017;12470.0;10.1;
133;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2017;13125.0;10.6;
134;JZ Totaal jeugdzorg;Drenthe (PV);2017;14140.0;11.5;
135;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2018;12485.0;10.2;
136;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2018;12785.0;10.4;
137;JZ Totaal jeugdzorg;Drenthe (PV);2018;14405.0;11.8;
138;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2019;12665.0;10.4;
139;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2019;12380.0;10.2;
140;JZ Totaal jeugdzorg;Drenthe (PV);2019;14340.0;11.8;
141;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2020;11870.0;9.8;
142;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2020;12015.0;10.0;
143;JZ Totaal jeugdzorg;Drenthe (PV);2020;13555.0;11.2;
144;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2015;21365.0;6.8;
145;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2015;22955.0;7.3;
146;JZ Totaal jeugdzorg;Overijssel (PV);2015;25015.0;7.9;
147;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2016;22565.0;7.1;
148;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2016;23270.0;7.4;
149;JZ Totaal jeugdzorg;Overijssel (PV);2016;25710.0;8.1;
150;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2017;23395.0;7.4;
151;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2017;24295.0;7.7;
152;JZ Totaal jeugdzorg;Overijssel (PV);2017;27080.0;8.6;
153;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2018;22690.0;7.2;
154;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2018;23710.0;7.6;
155;JZ Totaal jeugdzorg;Overijssel (PV);2018;26615.0;8.5;
156;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2019;23990.0;7.7;
157;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2019;24445.0;7.8;
158;JZ Totaal jeugdzorg;Overijssel (PV);2019;27865.0;8.9;
159;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2020;23755.0;7.6;
160;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2020;24685.0;7.9;
161;JZ Totaal jeugdzorg;Overijssel (PV);2020;28295.0;9.0;
162;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2015;9255.0;7.5;
163;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2015;9630.0;7.8;
164;JZ Totaal jeugdzorg;Flevoland (PV);2015;10905.0;8.9;
165;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2016;9210.0;7.5;
166;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2016;9705.0;7.9;
167;JZ Totaal jeugdzorg;Flevoland (PV);2016;11160.0;9.1;
168;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2017;9550.0;7.8;
169;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2017;9790.0;8.0;
170;JZ Totaal jeugdzorg;Flevoland (PV);2017;11235.0;9.2;
171;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2018;9620.0;7.9;
172;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2018;10195.0;8.3;
173;JZ Totaal jeugdzorg;Flevoland (PV);2018;11575.0;9.5;
174;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2019;9945.0;8.1;
175;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2019;10085.0;8.2;
176;JZ Totaal jeugdzorg;Flevoland (PV);2019;11705.0;9.5;
177;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2020;9640.0;7.8;
178;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2020;10245.0;8.3;
179;JZ Totaal jeugdzorg;Flevoland (PV);2020;11845.0;9.6;
180;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2015;37675.0;6.9;
181;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2015;40120.0;7.4;
182;JZ Totaal jeugdzorg;Gelderland (PV);2015;45160.0;8.3;
183;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2016;40030.0;7.4;
184;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2016;42090.0;7.8;
185;JZ Totaal jeugdzorg;Gelderland (PV);2016;47835.0;8.8;
186;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2017;41765.0;7.7;
187;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2017;43270.0;8.0;
188;JZ Totaal jeugdzorg;Gelderland (PV);2017;49305.0;9.1;
189;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2018;43295.0;8.0;
190;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2018;45960.0;8.5;
191;JZ Totaal jeugdzorg;Gelderland (PV);2018;51390.0;9.5;
192;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2019;45590.0;8.5;
193;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2019;46420.0;8.6;
194;JZ Totaal jeugdzorg;Gelderland (PV);2019;53170.0;9.9;
195;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2020;43705.0;8.1;
196;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2020;44725.0;8.3;
197;JZ Totaal jeugdzorg;Gelderland (PV);2020;51855.0;9.6;
198;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2015;21635.0;6.1;
199;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2015;22735.0;6.4;
200;JZ Totaal jeugdzorg;Utrecht (PV);2015;26285.0;7.4;
201;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2016;26495.0;7.4;
202;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2016;28720.0;8.1;
203;JZ Totaal jeugdzorg;Utrecht (PV);2016;32375.0;9.1;
204;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2017;28430.0;8.0;
205;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2017;29300.0;8.2;
206;JZ Totaal jeugdzorg;Utrecht (PV);2017;34365.0;9.7;
207;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2018;29920.0;8.4;
208;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2018;31170.0;8.8;
209;JZ Totaal jeugdzorg;Utrecht (PV);2018;35670.0;10.0;
210;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2019;31290.0;8.5;
211;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2019;31960.0;8.7;
212;JZ Totaal jeugdzorg;Utrecht (PV);2019;37445.0;10.2;
213;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2020;31275.0;8.5;
214;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2020;31000.0;8.4;
215;JZ Totaal jeugdzorg;Utrecht (PV);2020;37360.0;10.2;
216;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2015;45145.0;6.4;
217;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2015;46835.0;6.6;
218;JZ Totaal jeugdzorg;Noord-Holland (PV);2015;53365.0;7.5;
219;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2016;51475.0;7.2;
220;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2016;53050.0;7.5;
221;JZ Totaal jeugdzorg;Noord-Holland (PV);2016;61370.0;8.6;
222;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2017;51335.0;7.2;
223;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2017;52005.0;7.3;
224;JZ Totaal jeugdzorg;Noord-Holland (PV);2017;60460.0;8.5;
225;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2018;53070.0;7.5;
226;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2018;56680.0;8.0;
227;JZ Totaal jeugdzorg;Noord-Holland (PV);2018;63635.0;8.9;
228;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2019;58240.0;8.2;
229;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2019;59795.0;8.4;
230;JZ Totaal jeugdzorg;Noord-Holland (PV);2019;68635.0;9.6;
231;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2020;57805.0;8.1;
232;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2020;58575.0;8.2;
233;JZ Totaal jeugdzorg;Noord-Holland (PV);2020;68895.0;9.6;
234;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2015;71520.0;7.4;
235;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2015;78105.0;8.1;
236;JZ Totaal jeugdzorg;Zuid-Holland (PV);2015;87355.0;9.1;
237;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2016;76800.0;8.0;
238;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2016;81735.0;8.5;
239;JZ Totaal jeugdzorg;Zuid-Holland (PV);2016;93205.0;9.7;
240;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2017;82595.0;8.5;
241;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2017;84430.0;8.7;
242;JZ Totaal jeugdzorg;Zuid-Holland (PV);2017;97785.0;10.1;
243;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2018;82135.0;8.5;
244;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2018;87650.0;9.0;
245;JZ Totaal jeugdzorg;Zuid-Holland (PV);2018;99930.0;10.3;
246;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2019;84710.0;8.8;
247;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2019;85845.0;8.9;
248;JZ Totaal jeugdzorg;Zuid-Holland (PV);2019;99910.0;10.4;
249;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2020;79910.0;8.3;
250;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2020;81280.0;8.4;
251;JZ Totaal jeugdzorg;Zuid-Holland (PV);2020;95445.0;9.9;
252;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2015;6990.0;7.4;
253;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2015;7435.0;7.8;
254;JZ Totaal jeugdzorg;Zeeland (PV);2015;8265.0;8.7;
255;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2016;7280.0;7.7;
256;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2016;7455.0;7.9;
257;JZ Totaal jeugdzorg;Zeeland (PV);2016;8625.0;9.1;
258;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2017;7355.0;7.8;
259;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2017;7645.0;8.1;
260;JZ Totaal jeugdzorg;Zeeland (PV);2017;8800.0;9.4;
261;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2018;7730.0;8.3;
262;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2018;8350.0;8.9;
263;JZ Totaal jeugdzorg;Zeeland (PV);2018;9240.0;9.9;
264;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2019;8215.0;8.8;
265;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2019;8375.0;9.0;
266;JZ Totaal jeugdzorg;Zeeland (PV);2019;9620.0;10.3;
267;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2020;8130.0;8.8;
268;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2020;8400.0;9.1;
269;JZ Totaal jeugdzorg;Zeeland (PV);2020;9805.0;10.6;
270;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2015;44895.0;7.0;
271;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2015;47360.0;7.4;
272;JZ Totaal jeugdzorg;Noord-Brabant (PV);2015;53930.0;8.4;
273;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2016;46095.0;7.2;
274;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2016;47555.0;7.5;
275;JZ Totaal jeugdzorg;Noord-Brabant (PV);2016;55240.0;8.7;
276;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2017;45945.0;7.2;
277;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2017;49005.0;7.7;
278;JZ Totaal jeugdzorg;Noord-Brabant (PV);2017;56010.0;8.8;
279;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2018;49700.0;7.8;
280;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2018;52965.0;8.3;
281;JZ Totaal jeugdzorg;Noord-Brabant (PV);2018;59675.0;9.4;
282;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2019;51955.0;8.2;
283;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2019;51775.0;8.1;
284;JZ Totaal jeugdzorg;Noord-Brabant (PV);2019;61050.0;9.6;
285;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2020;49795.0;7.8;
286;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2020;51675.0;8.1;
287;JZ Totaal jeugdzorg;Noord-Brabant (PV);2020;60150.0;9.5;
288;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2015;21385.0;8.3;
289;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2015;22660.0;8.8;
290;JZ Totaal jeugdzorg;Limburg (PV);2015;25470.0;9.9;
291;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2016;22380.0;8.8;
292;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2016;22995.0;9.1;
293;JZ Totaal jeugdzorg;Limburg (PV);2016;26305.0;10.4;
294;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2017;23295.0;9.2;
295;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2017;24015.0;9.5;
296;JZ Totaal jeugdzorg;Limburg (PV);2017;27005.0;10.7;
297;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2018;23220.0;9.3;
298;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2018;24290.0;9.7;
299;JZ Totaal jeugdzorg;Limburg (PV);2018;27060.0;10.8;
300;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2019;24510.0;9.9;
301;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2019;25060.0;10.1;
302;JZ Totaal jeugdzorg;Limburg (PV);2019;28475.0;11.5;
303;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2020;24090.0;9.8;
304;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2020;24090.0;9.8;
305;JZ Totaal jeugdzorg;Limburg (PV);2020;28010.0;11.4;
