ID;Geslacht;Arbeidspositie;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;BeroepsEnNietBeroepsbevMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkOverdrachtsinkomen_4;GemiddeldPersoonlijkInkomen_5;GemiddeldGestandaardiseerdInkomen_6;BeroepsNietBeroepsbevInkomenOnb_7
18;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2019;3489.0;3315.0;14.4;7.0;19.0;29.9;174.0
19;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2020;3407.0;3193.0;15.0;7.5;19.9;30.3;214.0
20;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2021;3392.0;3376.0;16.3;7.9;21.6;32.7;16.0
21;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2022;3364.0;3349.0;17.7;8.1;22.9;34.6;15.0
22;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2023;3467.0;3446.0;19.7;8.5;24.9;37.1;21.0
23;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;2024;3440.0;;;;;;
24;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2013;5087.0;4963.0;24.5;6.1;26.3;26.4;124.0
25;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2014;5056.0;4890.0;25.0;6.3;26.8;27.8;165.0
26;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2015;5005.0;4870.0;24.9;6.1;26.9;27.6;135.0
27;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2016;5030.0;4851.0;25.4;6.1;27.3;28.8;179.0
28;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2017;5055.0;4778.0;26.3;6.2;28.1;29.9;277.0
29;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2018;5015.0;4778.0;27.0;6.0;28.6;30.1;237.0
30;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2019;4997.0;4764.0;28.1;5.9;29.2;32.3;233.0
31;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2020;5018.0;4734.0;29.0;6.3;30.2;33.4;284.0
32;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2021;4979.0;4964.0;30.2;6.3;31.5;36.0;14.0
33;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2022;4925.0;4911.0;32.5;6.1;33.0;38.2;13.0
34;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2023;4935.0;4920.0;34.9;6.4;35.2;41.0;15.0
35;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;2024;4913.0;;;;;;
36;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2013;3572.0;3470.0;46.8;7.5;45.3;33.8;103.0
37;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2014;3707.0;3567.0;46.5;7.7;45.5;35.7;140.0
38;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2015;3827.0;3706.0;46.3;7.3;46.1;35.5;121.0
39;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2016;3903.0;3737.0;47.3;7.3;47.1;36.7;167.0
40;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2017;4047.0;3806.0;47.9;7.8;47.8;37.6;241.0
41;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2018;4199.0;3971.0;49.0;7.1;48.0;37.6;228.0
42;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2019;4342.0;4110.0;51.4;7.2;49.7;41.7;232.0
43;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2020;4471.0;4183.0;52.8;7.2;50.8;41.4;288.0
44;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2021;4672.0;4650.0;54.8;7.0;52.4;44.0;22.0
45;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2022;4846.0;4825.0;59.3;6.3;55.1;46.9;22.0
46;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2023;4848.0;4823.0;62.7;6.5;57.7;49.7;26.0
47;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;3 Hbo, wo;2024;4957.0;;;;;;
48;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2013;261.0;216.0;19.5;5.2;21.5;23.9;45.0
49;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2014;155.0;132.0;18.8;6.8;22.4;24.4;23.0
50;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2015;136.0;124.0;17.0;7.1;21.5;22.7;12.0
51;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2016;171.0;150.0;19.4;6.8;23.2;24.5;22.0
52;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2017;180.0;151.0;21.1;6.7;24.5;24.8;29.0
53;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2018;176.0;152.0;24.0;6.6;26.9;27.5;24.0
54;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2019;188.0;155.0;25.5;6.2;27.5;29.0;33.0
55;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2020;198.0;164.0;25.1;6.5;27.4;28.6;34.0
56;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2021;104.0;100.0;22.6;6.7;25.3;27.4;4.0
57;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2022;93.0;90.0;24.7;7.8;28.7;29.5;3.0
58;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2023;76.0;74.0;22.9;8.3;27.2;29.2;2.0
59;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: weet niet of onbekend;2024;77.0;;;;;;
60;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013;2040.0;1952.0;8.1;1.4;8.4;25.4;88.0
61;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014;2045.0;1932.0;8.3;1.5;8.7;27.4;113.0
62;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2015;2048.0;1955.0;8.1;1.3;8.4;26.8;93.0
63;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2016;2065.0;1950.0;8.2;1.2;8.3;28.2;116.0
64;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2017;2088.0;1909.0;8.8;1.1;8.7;29.0;179.0
65;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2018;2101.0;1945.0;9.6;0.9;9.2;29.8;156.0
66;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2019;2115.0;1952.0;10.1;0.9;9.6;32.4;162.0
67;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2020;2125.0;1936.0;10.5;1.0;9.9;33.7;189.0
68;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2021;2120.0;2105.0;10.6;0.9;9.9;37.1;15.0
69;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2022;2147.0;2135.0;12.0;0.9;11.1;39.5;12.0
70;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2023;2169.0;2155.0;13.4;1.1;12.4;42.2;14.0
71;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2024;2175.0;;;;;;
72;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013;4305.0;4169.0;36.4;2.7;32.5;26.4;136.0
73;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014;4241.0;4066.0;37.0;2.7;32.9;27.6;175.0
74;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2015;4176.0;4033.0;37.0;2.4;33.3;27.8;143.0
75;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2016;4165.0;3980.0;38.2;2.4;34.3;29.4;185.0
76;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2017;4177.0;3920.0;39.6;2.5;35.5;30.6;258.0
77;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2018;4188.0;3961.0;40.5;2.2;35.8;30.9;226.0
78;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2019;4219.0;3991.0;42.5;2.3;37.3;33.4;228.0
79;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2020;4259.0;3969.0;44.4;2.6;39.0;34.3;290.0
80;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2021;4316.0;4290.0;47.3;2.3;41.4;37.0;26.0
81;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2022;4400.0;4372.0;51.2;2.3;44.2;39.4;28.0
82;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2023;4489.0;4458.0;53.4;2.4;45.9;41.2;31.0
83;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2024;4556.0;;;;;;
84;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2013;2039.0;1969.0;31.8;2.3;28.4;25.5;71.0
85;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2014;2043.0;1952.0;32.4;2.3;28.8;26.7;91.0
86;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2015;2047.0;1974.0;32.2;2.1;28.9;26.9;73.0
87;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2016;2079.0;1983.0;33.3;2.0;29.7;28.6;96.0
88;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2017;2123.0;1988.0;34.5;2.0;30.6;29.5;134.0
89;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2018;2157.0;2036.0;36.0;1.8;31.6;29.9;122.0
90;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2019;2189.0;2077.0;37.6;2.0;32.9;32.7;113.0
91;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2020;2215.0;2070.0;40.1;2.2;34.8;33.8;145.0
92;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2021;2238.0;2222.0;43.0;1.9;37.1;36.2;16.0
93;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2022;2280.0;2263.0;46.0;2.0;39.3;38.3;18.0
94;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2023;2325.0;2306.0;48.6;2.0;41.4;40.7;20.0
95;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2024;2356.0;;;;;;
96;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2013;2265.0;2200.0;40.5;3.0;36.2;27.2;65.0
97;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2014;2198.0;2114.0;41.2;3.0;36.6;28.5;83.0
98;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2015;2130.0;2060.0;41.6;2.8;37.6;28.7;70.0
99;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2016;2086.0;1997.0;43.1;2.8;38.9;30.3;89.0
100;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2017;2055.0;1931.0;44.8;3.0;40.5;31.6;123.0
101;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2018;2031.0;1926.0;45.3;2.6;40.3;31.9;105.0
102;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2019;2030.0;1914.0;47.7;2.7;42.1;34.1;115.0
103;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2020;2044.0;1899.0;49.1;3.1;43.6;34.8;145.0
104;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2021;2077.0;2068.0;52.0;2.6;45.9;37.8;10.0
105;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2022;2119.0;2109.0;56.7;2.6;49.4;40.5;10.0
106;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2023;2163.0;2153.0;58.7;2.8;50.8;41.7;11.0
107;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2024;2200.0;;;;;;
108;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2013;2516.0;2448.0;41.7;3.9;37.9;30.1;67.0
109;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2014;2527.0;2446.0;42.3;4.1;38.6;31.9;81.0
110;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2015;2536.0;2467.0;42.3;3.9;39.3;31.6;69.0
111;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2016;2539.0;2439.0;43.8;3.7;40.4;32.9;99.0
112;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2017;2528.0;2386.0;44.5;4.1;41.2;33.8;142.0
113;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2018;2498.0;2379.0;46.9;3.8;43.1;34.8;119.0
114;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2019;2459.0;2340.0;49.3;3.7;44.7;38.5;120.0
115;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2020;2416.0;2268.0;51.3;3.7;46.2;38.4;148.0
116;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2021;2373.0;2364.0;54.6;3.9;49.6;41.3;9.0
117;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2022;2333.0;2327.0;59.7;3.5;53.2;44.3;6.0
118;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2023;2295.0;2288.0;62.5;3.7;55.2;46.9;7.0
119;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2024;2248.0;;;;;;
120;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2013;6293.0;6155.0;27.0;10.9;32.9;29.5;138.0
121;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2014;6378.0;6205.0;27.4;11.2;33.6;31.1;174.0
122;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2015;6461.0;6309.0;27.7;11.0;34.1;31.0;152.0
123;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2016;6538.0;6325.0;28.5;11.0;34.9;31.9;213.0
124;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2017;6605.0;6291.0;29.2;11.4;35.7;32.9;314.0
125;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2018;6648.0;6365.0;30.6;11.1;36.7;33.1;283.0
126;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2019;6682.0;6401.0;32.4;11.1;38.0;36.3;281.0
127;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2020;6710.0;6369.0;33.5;11.4;39.2;36.3;341.0
128;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2021;6710.0;6694.0;35.4;11.9;41.4;38.9;17.0
129;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2022;6681.0;6668.0;38.7;11.4;43.5;41.3;14.0
130;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2023;6667.0;6648.0;41.6;11.9;46.3;44.6;19.0
131;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2024;6657.0;;;;;;
132;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2013;2153.0;2109.0;29.2;10.2;33.7;30.8;44.0
133;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2014;2167.0;2106.0;30.0;10.1;34.2;32.0;61.0
134;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2015;2189.0;2134.0;31.0;9.3;34.9;32.1;56.0
135;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2016;2219.0;2147.0;32.1;9.0;35.6;33.1;72.0
136;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2017;2251.0;2148.0;33.8;9.1;37.0;34.4;103.0
137;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2018;2283.0;2182.0;35.3;8.2;37.4;34.3;102.0
138;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2019;2323.0;2224.0;38.2;7.8;39.3;37.5;99.0
139;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2020;2361.0;2237.0;39.9;7.8;40.7;38.4;124.0
140;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2021;2390.0;2384.0;41.6;8.3;42.6;40.6;6.0
141;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2022;2414.0;2408.0;44.8;7.3;44.2;43.3;6.0
142;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2023;2434.0;2426.0;49.2;7.3;47.7;46.7;9.0
143;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2024;2453.0;;;;;;
144;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2013;1624.0;1598.0;1.7;22.5;24.2;27.1;27.0
145;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2014;1684.0;1652.0;2.1;23.2;25.3;28.7;32.0
146;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2015;1735.0;1708.0;2.4;23.4;25.7;28.7;27.0
147;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2016;1780.0;1739.0;2.4;23.8;26.1;28.8;42.0
148;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2017;1827.0;1758.0;2.7;24.2;26.7;29.8;69.0
149;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2018;1867.0;1804.0;3.3;24.4;27.5;29.6;63.0
150;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2019;1899.0;1837.0;4.1;24.4;28.0;32.2;62.0
151;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2020;1934.0;1864.0;4.2;25.0;28.7;31.4;70.0
152;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2021;1947.0;1946.0;4.5;25.9;30.0;33.8;1.0
153;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2022;1934.0;1932.0;5.7;26.1;31.1;35.4;2.0
154;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2023;1938.0;1934.0;7.2;27.5;34.0;39.2;4.0
155;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2024;1955.0;;;;;;
156;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2013;2177.0;2118.0;23.3;10.4;29.4;21.9;58.0
157;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2014;2234.0;2157.0;23.1;11.0;29.7;22.9;77.0
158;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2015;2225.0;2161.0;22.8;10.7;29.6;22.7;64.0
159;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2016;2294.0;2207.0;23.2;10.6;29.8;23.3;87.0
160;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2017;2355.0;2240.0;23.8;10.3;30.1;23.5;115.0
161;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2018;2375.0;2266.0;24.7;10.3;30.8;24.1;109.0
162;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2019;2418.0;2309.0;26.0;10.4;31.7;25.4;109.0
163;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2020;2400.0;2278.0;27.6;10.7;33.2;26.5;121.0
164;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Positie: alleenstaande;2021;2885.0;2869.0;30.7;9.9;35.0;30.6;17.0
