ID;MigratieachtergrondMoeder;GeneratieMoeder;Perioden;LevendGeborenKinderen_1;LevendGeborenKinderenRelatief_2;GemiddeldeLeeftijdMoederBijGeboorte_3;GemiddeldKindertalPerVrouw_4
83;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2015;118657.0;43.29;31.1;1.662
84;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2016;118787.0;43.76;31.3;1.662
85;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2017;116236.0;43.24;31.3;1.622
86;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2018;113915.0;42.79;31.4;1.583
87;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2019;113721.0;43.25;31.5;1.573
88;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2020;113404.0;43.65;31.6;1.559
89;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2021;121283.0;47.18;31.7;1.66
90;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2022;111104.0;43.66;31.7;1.515
91;Nederlandse achtergrond;Moeder: met migratieachtergrond;2010;;;;
92;Nederlandse achtergrond;Moeder: met migratieachtergrond;2011;;;;
93;Nederlandse achtergrond;Moeder: met migratieachtergrond;2012;;;;
94;Nederlandse achtergrond;Moeder: met migratieachtergrond;2013;;;;
95;Nederlandse achtergrond;Moeder: met migratieachtergrond;2014;;;;
96;Nederlandse achtergrond;Moeder: met migratieachtergrond;2015;;;;
97;Nederlandse achtergrond;Moeder: met migratieachtergrond;2016;;;;
98;Nederlandse achtergrond;Moeder: met migratieachtergrond;2017;;;;
99;Nederlandse achtergrond;Moeder: met migratieachtergrond;2018;;;;
100;Nederlandse achtergrond;Moeder: met migratieachtergrond;2019;;;;
101;Nederlandse achtergrond;Moeder: met migratieachtergrond;2020;;;;
102;Nederlandse achtergrond;Moeder: met migratieachtergrond;2021;;;;
103;Nederlandse achtergrond;Moeder: met migratieachtergrond;2022;;;;
104;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2010;;;;
105;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2011;;;;
106;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2012;;;;
107;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2013;;;;
108;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2014;;;;
109;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2015;;;;
110;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2016;;;;
111;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2017;;;;
112;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2018;;;;
113;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2019;;;;
114;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2020;;;;
115;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2021;;;;
116;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2022;;;;
117;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2010;;;;
118;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2011;;;;
119;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2012;;;;
120;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2013;;;;
121;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2014;;;;
122;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2015;;;;
123;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2016;;;;
124;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2017;;;;
125;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2018;;;;
126;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2019;;;;
127;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2020;;;;
128;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2021;;;;
129;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2022;;;;
130;Met migratieachtergrond;Totaal;2010;50658.0;53.73;30.9;1.772
131;Met migratieachtergrond;Totaal;2011;50258.0;52.32;30.9;1.725
132;Met migratieachtergrond;Totaal;2012;50587.0;51.95;30.8;1.709
133;Met migratieachtergrond;Totaal;2013;49617.0;50.42;30.8;1.658
134;Met migratieachtergrond;Totaal;2014;51836.0;52.03;31.0;1.706
135;Met migratieachtergrond;Totaal;2015;51853.0;51.1;31.1;1.672
136;Met migratieachtergrond;Totaal;2016;53733.0;51.7;31.1;1.687
137;Met migratieachtergrond;Totaal;2017;53600.0;50.1;31.2;1.633
138;Met migratieachtergrond;Totaal;2018;54610.0;49.59;31.3;1.61
139;Met migratieachtergrond;Totaal;2019;55959.0;49.25;31.4;1.592
140;Met migratieachtergrond;Totaal;2020;55277.0;47.52;31.6;1.528
141;Met migratieachtergrond;Totaal;2021;58158.0;48.8;31.7;1.566
142;Met migratieachtergrond;Totaal;2022;56400.0;44.92;31.7;1.441
143;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2010;;;;
144;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2011;;;;
145;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2012;;;;
146;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2013;;;;
147;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2014;;;;
148;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2015;;;;
149;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2016;;;;
150;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2017;;;;
151;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2018;;;;
152;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2019;;;;
153;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2020;;;;
154;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2021;;;;
155;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2022;;;;
156;Met migratieachtergrond;Moeder: met migratieachtergrond;2010;50658.0;53.73;30.9;1.772
157;Met migratieachtergrond;Moeder: met migratieachtergrond;2011;50258.0;52.32;30.9;1.725
158;Met migratieachtergrond;Moeder: met migratieachtergrond;2012;50587.0;51.95;30.8;1.709
159;Met migratieachtergrond;Moeder: met migratieachtergrond;2013;49617.0;50.42;30.8;1.658
160;Met migratieachtergrond;Moeder: met migratieachtergrond;2014;51836.0;52.03;31.0;1.706
161;Met migratieachtergrond;Moeder: met migratieachtergrond;2015;51853.0;51.1;31.1;1.672
162;Met migratieachtergrond;Moeder: met migratieachtergrond;2016;53733.0;51.7;31.1;1.687
163;Met migratieachtergrond;Moeder: met migratieachtergrond;2017;53600.0;50.1;31.2;1.633
164;Met migratieachtergrond;Moeder: met migratieachtergrond;2018;54610.0;49.59;31.3;1.61
165;Met migratieachtergrond;Moeder: met migratieachtergrond;2019;55959.0;49.25;31.4;1.592
166;Met migratieachtergrond;Moeder: met migratieachtergrond;2020;55277.0;47.52;31.6;1.528
167;Met migratieachtergrond;Moeder: met migratieachtergrond;2021;58158.0;48.8;31.7;1.566
168;Met migratieachtergrond;Moeder: met migratieachtergrond;2022;56400.0;44.92;31.7;1.441
169;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2010;32843.0;58.11;30.5;1.856
170;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2011;32618.0;56.8;30.4;1.823
171;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2012;32195.0;55.62;30.5;1.781
172;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2013;31053.0;53.55;30.5;1.723
173;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2014;32152.0;55.19;30.7;1.761
174;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2015;31954.0;54.06;30.7;1.726
175;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2016;32990.0;54.52;30.7;1.743
176;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2017;32830.0;52.56;30.8;1.675
177;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2018;33567.0;52.05;30.9;1.652
178;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2019;34396.0;51.42;31.1;1.617
179;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2020;33636.0;49.13;31.3;1.536
180;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2021;34303.0;48.87;31.6;1.516
181;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2022;33646.0;44.59;31.5;1.389
182;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2010;17815.0;47.18;31.1;1.715
183;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2011;17640.0;45.66;31.0;1.637
184;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2012;18392.0;46.57;31.0;1.654
185;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2013;18564.0;45.93;30.9;1.615
186;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2014;19684.0;47.59;31.0;1.666
187;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2015;19899.0;46.96;31.2;1.643
188;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2016;20743.0;47.78;31.2;1.664
189;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2017;20770.0;46.66;31.3;1.623
190;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2018;21043.0;46.12;31.4;1.6
191;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2019;21563.0;46.15;31.5;1.596
192;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2020;21641.0;45.22;31.6;1.559
193;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2021;23855.0;48.69;31.7;1.672
194;Met migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2022;22754.0;45.42;31.8;1.554
195;Westerse migratieachtergrond;Totaal;2010;17958.0;46.34;31.5;1.546
196;Westerse migratieachtergrond;Totaal;2011;17551.0;44.51;31.5;1.483
197;Westerse migratieachtergrond;Totaal;2012;17644.0;44.2;31.4;1.466
198;Westerse migratieachtergrond;Totaal;2013;17635.0;43.82;31.4;1.448
199;Westerse migratieachtergrond;Totaal;2014;18414.0;45.25;31.5;1.48
200;Westerse migratieachtergrond;Totaal;2015;18589.0;44.95;31.6;1.461
201;Westerse migratieachtergrond;Totaal;2016;18723.0;44.42;31.7;1.432
202;Westerse migratieachtergrond;Totaal;2017;18914.0;43.85;31.9;1.404
203;Westerse migratieachtergrond;Totaal;2018;18923.0;42.69;31.9;1.361
204;Westerse migratieachtergrond;Totaal;2019;19343.0;42.33;32.0;1.343
205;Westerse migratieachtergrond;Totaal;2020;19071.0;40.8;32.2;1.285
206;Westerse migratieachtergrond;Totaal;2021;20416.0;42.66;32.3;1.34
207;Westerse migratieachtergrond;Totaal;2022;19025.0;36.96;32.3;1.17
208;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2010;;;;
209;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2011;;;;
210;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2012;;;;
211;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2013;;;;
212;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2014;;;;
213;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2015;;;;
214;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2016;;;;
215;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2017;;;;
216;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2018;;;;
217;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2019;;;;
218;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2020;;;;
219;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2021;;;;
220;Westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2022;;;;
221;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2010;17958.0;46.34;31.5;1.546
222;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2011;17551.0;44.51;31.5;1.483
223;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2012;17644.0;44.2;31.4;1.466
224;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2013;17635.0;43.82;31.4;1.448
225;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2014;18414.0;45.25;31.5;1.48
226;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2015;18589.0;44.95;31.6;1.461
227;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2016;18723.0;44.42;31.7;1.432
228;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2017;18914.0;43.85;31.9;1.404
229;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2018;18923.0;42.69;31.9;1.361
230;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2019;19343.0;42.33;32.0;1.343
231;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2020;19071.0;40.8;32.2;1.285
232;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2021;20416.0;42.66;32.3;1.34
233;Westerse migratieachtergrond;Moeder: met migratieachtergrond;2022;19025.0;36.96;32.3;1.17
234;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2010;9752.0;49.51;31.3;1.501
235;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2011;9974.0;48.39;31.3;1.468
236;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2012;10226.0;47.81;31.2;1.444
237;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2013;10406.0;47.34;31.3;1.425
238;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2014;11116.0;48.98;31.3;1.461
239;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2015;11466.0;48.58;31.4;1.446
240;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2016;11748.0;47.72;31.6;1.408
241;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2017;12120.0;46.97;31.8;1.382
242;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2018;12293.0;45.24;31.8;1.336
243;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2019;12772.0;44.41;32.0;1.312
244;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2020;12788.0;42.68;32.1;1.258
245;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2021;13508.0;43.27;32.3;1.277
246;Westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2022;12801.0;36.62;32.2;1.103
247;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2010;8206.0;43.06;31.6;1.644
248;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2011;7577.0;40.27;31.5;1.546
249;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2012;7418.0;40.03;31.6;1.538
250;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2013;7229.0;39.58;31.4;1.52
251;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2014;7298.0;40.55;31.5;1.551
252;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2015;7123.0;40.12;31.7;1.531
253;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2016;6975.0;39.79;31.7;1.511
254;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2017;6794.0;39.2;31.9;1.482
255;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2018;6630.0;38.66;31.9;1.453
256;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2019;6571.0;38.79;32.0;1.445
257;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2020;6283.0;37.46;32.2;1.385
258;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2021;6908.0;41.52;32.2;1.527
259;Westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2022;6224.0;37.68;32.3;1.379
260;Niet-westerse migratieachtergrond;Totaal;2010;32700.0;58.89;30.6;1.916
261;Niet-westerse migratieachtergrond;Totaal;2011;32707.0;57.76;30.6;1.884
262;Niet-westerse migratieachtergrond;Totaal;2012;32943.0;57.34;30.6;1.87
263;Niet-westerse migratieachtergrond;Totaal;2013;31982.0;54.98;30.6;1.8
264;Niet-westerse migratieachtergrond;Totaal;2014;33422.0;56.72;30.8;1.861
265;Niet-westerse migratieachtergrond;Totaal;2015;33264.0;55.32;30.8;1.817
266;Niet-westerse migratieachtergrond;Totaal;2016;35010.0;56.67;30.8;1.863
267;Niet-westerse migratieachtergrond;Totaal;2017;34686.0;54.33;30.9;1.79
268;Niet-westerse migratieachtergrond;Totaal;2018;35687.0;54.24;31.0;1.783
269;Niet-westerse migratieachtergrond;Totaal;2019;36616.0;53.91;31.1;1.766
270;Niet-westerse migratieachtergrond;Totaal;2020;36206.0;52.04;31.2;1.698
271;Niet-westerse migratieachtergrond;Totaal;2021;37742.0;52.91;31.4;1.723
272;Niet-westerse migratieachtergrond;Totaal;2022;37375.0;50.45;31.4;1.636
273;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2010;;;;
274;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2011;;;;
275;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2012;;;;
276;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2013;;;;
277;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2014;;;;
278;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2015;;;;
279;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2016;;;;
280;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2017;;;;
281;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2018;;;;
282;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2019;;;;
283;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2020;;;;
284;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2021;;;;
285;Niet-westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2022;;;;
286;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2010;32700.0;58.89;30.6;1.916
287;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2011;32707.0;57.76;30.6;1.884
288;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2012;32943.0;57.34;30.6;1.87
289;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2013;31982.0;54.98;30.6;1.8
290;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2014;33422.0;56.72;30.8;1.861
291;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2015;33264.0;55.32;30.8;1.817
292;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2016;35010.0;56.67;30.8;1.863
293;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2017;34686.0;54.33;30.9;1.79
294;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2018;35687.0;54.24;31.0;1.783
295;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2019;36616.0;53.91;31.1;1.766
296;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2020;36206.0;52.04;31.2;1.698
297;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2021;37742.0;52.91;31.4;1.723
298;Niet-westerse migratieachtergrond;Moeder: met migratieachtergrond;2022;37375.0;50.45;31.4;1.636
299;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2010;23091.0;62.71;30.0;2.089
300;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2011;22644.0;61.51;29.9;2.075
301;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2012;21969.0;60.2;30.0;2.037
302;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2013;20647.0;57.33;29.9;1.967
303;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2014;21036.0;59.14;30.2;2.016
304;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2015;20488.0;57.71;30.1;1.982
305;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2016;21242.0;59.18;30.0;2.054
