ID;Inkomensbegrippen;Inkomensklassen;Geslacht;KenmerkenVanPersonen;Perioden;PersonenMetInkomen_1;GemiddeldInkomen_2;MediaanInkomen_3
59;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2018;776.2;45.6;39.7
60;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2019;790.4;47.3;41.1
61;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2020;791.9;48.5;42.5
62;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2021;800.1;50.3;43.6
63;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2022;807.6;53.6;46.6
64;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Burgerlijke staat: gescheiden;2023;803.0;56.7;49.4
65;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2011;81.9;0.6;0.4
66;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2012;76.6;0.6;0.4
67;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2013;72.1;0.6;0.4
68;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2014;71.7;0.6;0.4
69;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2015;78.5;0.6;0.4
70;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2016;83.5;0.6;0.4
71;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2017;94.2;0.7;0.4
72;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2018;108.8;0.7;0.5
73;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2019;115.8;0.7;0.5
74;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2020;99.4;0.8;0.5
75;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2021;122.9;0.8;0.5
76;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2022;155.5;0.9;0.6
77;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 0 tot 15 jaar;2023;168.0;1.0;0.7
78;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011;1673.8;11.3;5.4
79;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012;1650.0;11.1;5.4
80;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013;1616.3;10.9;5.3
81;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014;1615.3;10.8;5.2
82;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015;1641.4;10.9;5.3
83;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016;1672.8;11.1;5.4
84;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017;1712.9;11.6;5.8
85;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018;1758.7;12.4;6.3
86;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019;1791.1;13.2;6.8
87;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020;1761.9;14.0;7.5
88;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;1802.6;14.7;8.0
89;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;1861.1;16.3;9.2
90;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;1879.8;17.8;10.5
91;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2011;3847.2;41.7;37.6
92;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2012;3790.2;42.2;37.7
93;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013;3716.3;42.3;37.9
94;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014;3663.6;43.0;38.4
95;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015;3626.4;42.9;38.4
96;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016;3613.8;43.7;39.0
97;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017;3632.5;44.6;39.9
98;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2018;3671.5;45.8;41.1
99;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2019;3723.3;47.6;42.7
100;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2020;3753.1;49.1;44.4
101;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;3802.2;51.2;45.9
102;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;3881.5;54.7;49.1
103;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;3961.7;58.1;52.3
104;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2011;3339.1;45.6;38.9
105;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2012;3382.1;46.6;39.5
106;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2013;3408.1;47.5;40.2
107;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2014;3450.8;48.8;41.2
108;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2015;3515.4;49.0;41.6
109;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2016;3578.2;50.1;42.6
110;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2017;3654.6;51.3;43.7
111;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2018;3721.3;52.7;44.8
112;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2019;3770.8;54.5;46.0
113;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2020;3774.8;55.9;47.4
114;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2021;3785.1;58.0;48.7
115;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2022;3806.3;61.4;51.7
116;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 65 jaar;2023;3812.9;65.0;54.7
117;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2011;226.3;12.2;4.9
118;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2012;253.4;12.2;4.8
119;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2013;262.1;12.8;5.2
120;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2014;275.2;13.0;5.2
121;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2015;279.9;13.5;5.6
122;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2016;292.7;14.7;6.4
123;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2017;318.4;16.5;6.9
124;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2018;348.3;16.9;7.8
125;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2019;379.7;19.4;9.0
126;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2020;393.4;20.3;9.6
127;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2021;420.6;21.3;10.3
128;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2022;454.7;23.5;11.7
129;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar of ouder;2023;499.2;26.0;13.3
130;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2011;1756.5;36.9;35.6
131;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2012;1757.7;37.1;35.4
132;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013;1751.2;37.0;35.3
133;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014;1753.8;37.3;35.5
134;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015;1770.9;37.3;35.4
135;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016;1796.3;38.0;35.9
136;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017;1837.1;38.9;36.8
137;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018;1887.8;40.3;38.2
138;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019;1937.4;42.2;39.9
139;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020;1966.0;43.8;41.9
140;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;1993.3;45.8;43.3
141;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;2033.1;49.4;46.7
142;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;2071.9;52.6;49.9
143;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2011;2090.7;45.8;40.0
144;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2012;2032.6;46.6;40.5
145;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013;1965.1;47.1;41.0
146;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014;1909.8;48.1;41.9
147;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2015;1855.5;48.2;42.1
148;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2016;1817.4;49.3;43.1
149;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2017;1795.5;50.4;44.1
150;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2018;1783.7;51.7;45.1
151;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2019;1785.9;53.5;46.5
152;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2020;1787.1;54.9;48.1
153;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;1808.9;57.1;49.5
154;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;1848.4;60.6;52.7
155;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;1889.7;64.1;55.8
156;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2011;2066.6;47.9;40.9
157;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2012;2080.1;48.7;41.3
158;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2013;2078.3;49.4;41.7
159;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2014;2080.9;50.6;42.6
160;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2015;2098.5;50.6;42.8
161;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2016;2117.4;51.7;43.8
162;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2017;2131.7;53.1;44.9
163;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2018;2138.1;54.6;46.0
164;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2019;2121.8;56.7;47.5
165;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2020;2080.2;58.2;49.0
166;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;2045.0;60.7;50.6
167;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;2019.4;64.5;53.9
168;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;1987.0;68.2;57.1
169;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2011;1272.5;41.9;35.0
170;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2012;1302.1;43.1;36.1
171;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2013;1329.7;44.5;37.4
172;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2014;1369.9;46.1;38.9
173;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2015;1416.9;46.5;39.6
174;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2016;1460.7;47.7;40.8
175;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2017;1522.9;48.9;41.9
176;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2018;1583.2;50.1;43.0
177;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2019;1649.1;51.8;44.2
178;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2020;1694.6;53.1;45.5
179;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;1740.1;54.9;46.6
180;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;1786.9;58.0;49.2
181;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;1825.9;61.5;52.1
182;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2011;192.7;12.9;5.4
183;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2012;216.2;13.0;5.3
184;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2013;226.2;13.5;5.7
185;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2014;238.4;13.7;5.7
186;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2015;243.1;14.2;6.0
187;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2016;256.4;15.4;6.9
188;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2017;279.9;17.2;7.4
189;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2018;306.7;17.8;8.5
190;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2019;333.7;20.5;10.0
191;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2020;346.4;21.5;10.7
192;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;370.1;22.5;11.5
193;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;395.4;25.1;13.2
194;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;430.2;28.1;15.4
195;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2011;29.2;8.0;2.8
196;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2012;32.4;7.7;2.3
197;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2013;31.5;8.5;2.9
198;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2014;32.7;8.9;2.8
199;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2015;33.2;9.3;3.2
200;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2016;33.2;9.9;3.8
201;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2017;35.4;11.1;3.8
202;Persoonlijk primair inkomen;Totaal;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;2018;38.4;10.7;3.8
