ID;Landen;Perioden;EMUSaldo_1;EMUSchuld_2
191;Nederland;2006;0.6;48.7
192;Oostenrijk;1995;;
193;Oostenrijk;1996;-3.8;69.1
194;Oostenrijk;1997;-1.9;64.7
195;Oostenrijk;1998;-2.4;63.7
196;Oostenrijk;1999;-2.3;67.5
197;Oostenrijk;2000;-1.5;67.0
198;Oostenrijk;2001;0.1;67.0
199;Oostenrijk;2002;-0.5;65.8
200;Oostenrijk;2003;-1.6;64.6
201;Oostenrijk;2004;-1.2;63.8
202;Oostenrijk;2005;-1.5;63.4
203;Oostenrijk;2006;;
204;Polen;1995;;
205;Polen;1996;;
206;Polen;1997;-4.0;44.0
207;Polen;1998;-2.1;39.1
208;Polen;1999;-1.4;40.3
209;Polen;2000;-0.7;36.6
210;Polen;2001;-3.7;36.7
211;Polen;2002;-3.2;39.8
212;Polen;2003;-4.7;43.9
213;Polen;2004;-3.9;41.9
214;Polen;2005;-2.5;42.0
215;Polen;2006;;
216;Portugal;1995;;
217;Portugal;1996;-4.0;62.9
218;Portugal;1997;-3.0;59.1
219;Portugal;1998;-2.6;55.0
220;Portugal;1999;-2.8;54.3
221;Portugal;2000;-2.8;53.3
222;Portugal;2001;-4.2;53.6
223;Portugal;2002;-2.9;55.5
224;Portugal;2003;-2.9;57.0
225;Portugal;2004;-3.2;58.6
226;Portugal;2005;-6.0;64.0
227;Portugal;2006;;
228;Slovenië;1995;;
229;Slovenië;1996;;
230;Slovenië;1997;;
231;Slovenië;1998;-2.2;23.6
232;Slovenië;1999;-2.1;24.9
233;Slovenië;2000;-3.5;27.4
234;Slovenië;2001;-3.9;28.4
235;Slovenië;2002;-2.5;29.1
236;Slovenië;2003;-2.8;28.5
237;Slovenië;2004;-2.3;28.7
238;Slovenië;2005;-1.4;28.0
239;Slovenië;2006;;
240;Slowakije;1995;;
241;Slowakije;1996;;
242;Slowakije;1997;-5.5;28.6
243;Slowakije;1998;-4.7;28.6
244;Slowakije;1999;-6.4;43.8
245;Slowakije;2000;-12.3;49.9
246;Slowakije;2001;-6.6;49.2
247;Slowakije;2002;-7.7;43.3
248;Slowakije;2003;-3.7;42.7
249;Slowakije;2004;-3.0;41.6
250;Slowakije;2005;-3.1;34.5
251;Slowakije;2006;;
252;Spanje;1995;;
253;Spanje;1996;-4.9;68.1
254;Spanje;1997;-3.2;66.6
255;Spanje;1998;-2.7;64.6
256;Spanje;1999;-1.2;63.1
257;Spanje;2000;-0.9;61.1
258;Spanje;2001;-0.5;56.3
259;Spanje;2002;-0.3;52.5
260;Spanje;2003;0.0;48.7
261;Spanje;2004;-0.2;46.2
262;Spanje;2005;1.1;43.1
263;Spanje;2006;;
264;Tsjechië;1995;;
265;Tsjechië;1996;;
266;Tsjechië;1997;-2.5;12.2
267;Tsjechië;1998;-4.2;12.9
268;Tsjechië;1999;-0.7;13.4
269;Tsjechië;2000;-3.7;18.2
270;Tsjechië;2001;-5.9;26.3
271;Tsjechië;2002;-6.8;28.5
272;Tsjechië;2003;-6.6;30.1
273;Tsjechië;2004;-2.9;30.7
274;Tsjechië;2005;-3.6;30.4
275;Tsjechië;2006;;
276;Verenigd Koninkrijk;1995;;
277;Verenigd Koninkrijk;1996;-4.3;52.2
278;Verenigd Koninkrijk;1997;-2.0;50.8
279;Verenigd Koninkrijk;1998;0.2;47.6
280;Verenigd Koninkrijk;1999;1.0;45.0
281;Verenigd Koninkrijk;2000;3.8;42.0
282;Verenigd Koninkrijk;2001;0.7;38.7
283;Verenigd Koninkrijk;2002;-1.7;37.5
284;Verenigd Koninkrijk;2003;-3.3;38.9
285;Verenigd Koninkrijk;2004;-3.2;40.4
286;Verenigd Koninkrijk;2005;-3.3;42.4
287;Verenigd Koninkrijk;2006;;
288;Zweden;1995;;
289;Zweden;1996;-2.7;73.5
290;Zweden;1997;-0.9;70.6
291;Zweden;1998;1.8;68.1
292;Zweden;1999;2.5;62.7
293;Zweden;2000;5.1;52.8
294;Zweden;2001;2.5;54.3
295;Zweden;2002;-0.2;52.0
296;Zweden;2003;0.1;51.8
297;Zweden;2004;1.8;50.5
298;Zweden;2005;3.0;50.4
299;Zweden;2006;;
300;Euro-zone;1995;;
301;Euro-zone;1996;-4.2;74.6
302;Euro-zone;1997;-2.6;74.3
303;Euro-zone;1998;-2.2;73.6
304;Euro-zone;1999;-1.3;72.2
305;Euro-zone;2000;0.2;69.6
306;Euro-zone;2001;-1.9;69.3
307;Euro-zone;2002;-2.5;68.2
308;Euro-zone;2003;-3.1;69.3
309;Euro-zone;2004;-2.8;69.8
310;Euro-zone;2005;-2.4;70.8
311;Euro-zone;2006;;
312;Europese Unie 15;1995;;
313;Europese Unie 15;1996;-4.2;72.6
314;Europese Unie 15;1997;-2.4;71.0
315;Europese Unie 15;1998;-1.6;68.8
316;Europese Unie 15;1999;-0.7;67.9
317;Europese Unie 15;2000;1.0;64.1
318;Europese Unie 15;2001;-1.1;63.3
319;Europese Unie 15;2002;-2.1;62.7
320;Europese Unie 15;2003;-2.7;64.3
321;Europese Unie 15;2004;-2.6;64.7
322;Europese Unie 15;2005;;
323;Europese Unie 15;2006;;
324;Europese Unie 25;1995;;
325;Europese Unie 25;1996;;
326;Europese Unie 25;1997;;
327;Europese Unie 25;1998;-1.7;67.4
328;Europese Unie 25;1999;-0.8;66.7
329;Europese Unie 25;2000;0.8;62.9
330;Europese Unie 25;2001;-1.3;62.0
331;Europese Unie 25;2002;-2.3;60.4
332;Europese Unie 25;2003;-3.0;62.0
333;Europese Unie 25;2004;-2.7;62.4
334;Europese Unie 25;2005;-2.3;63.2
335;Europese Unie 25;2006;;
336;Japan;1995;;
337;Japan;1996;-2.9;
338;Japan;1997;-2.7;
339;Japan;1998;-10.7;
340;Japan;1999;-7.2;118.2
341;Japan;2000;-7.5;126.9
342;Japan;2001;-6.1;134.7
343;Japan;2002;-8.4;143.9
344;Japan;2003;-7.8;151.3
345;Japan;2004;-5.6;157.9
346;Japan;2005;;
347;Japan;2006;;
348;Verenigde Staten;1995;;
349;Verenigde Staten;1996;-2.2;58.8
350;Verenigde Staten;1997;-0.9;56.4
351;Verenigde Staten;1998;0.3;53.4
352;Verenigde Staten;1999;0.7;49.6
353;Verenigde Staten;2000;1.6;43.7
354;Verenigde Staten;2001;-0.4;43.0
355;Verenigde Staten;2002;-3.8;45.2
356;Verenigde Staten;2003;-5.0;47.9
357;Verenigde Staten;2004;-4.7;48.6
358;Verenigde Staten;2005;-3.8;49.0
359;Verenigde Staten;2006;;
