ID;TypeMisdrijf;Geslacht;WelGeenWoonadresInNederland;Nationaliteit;Perioden;RegistratiesVanVerdachten_1
99;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2019;20
100;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2020;20
101;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2021;10
102;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2022;20
103;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2023;20
104;Totaal;Totaal mannen en vrouwen;Totaal;Argentijns;2024;30
105;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2010;90
106;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2011;130
107;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2012;100
108;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2013;70
109;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2014;90
110;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2015;80
111;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2016;70
112;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2017;70
113;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2018;60
114;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2019;80
115;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2020;60
116;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2021;50
117;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2022;60
118;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2023;50
119;Totaal;Totaal mannen en vrouwen;Totaal;Armeens;2024;40
120;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2010;60
121;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2011;50
122;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2012;40
123;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2013;40
124;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2014;40
125;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2015;80
126;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2016;50
127;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2017;40
128;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2018;40
129;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2019;30
130;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2020;10
131;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2021;20
132;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2022;20
133;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2023;30
134;Totaal;Totaal mannen en vrouwen;Totaal;Australisch;2024;30
135;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2010;20
136;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2011;20
137;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2012;20
138;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2013;20
139;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2014;40
140;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2015;30
141;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2016;20
142;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2017;20
143;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2018;30
144;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2019;50
145;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2020;30
146;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2021;30
147;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2022;40
148;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2023;60
149;Totaal;Totaal mannen en vrouwen;Totaal;Azerbeidzjaans;2024;60
150;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2010;70
151;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2011;190
152;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2012;80
153;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2013;70
154;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2014;60
155;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2015;90
156;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2016;70
157;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2017;70
158;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2018;130
159;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2019;140
160;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2020;90
161;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2021;150
162;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2022;140
163;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2023;250
164;Totaal;Totaal mannen en vrouwen;Totaal;Wit-Russisch;2024;180
165;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2010;2840
166;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2011;2660
167;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2012;2310
168;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2013;2180
169;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2014;1990
170;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2015;1720
171;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2016;1470
172;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2017;1390
173;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2018;1360
174;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2019;1480
175;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2020;1350
176;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2021;1100
177;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2022;1300
178;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2023;1350
179;Totaal;Totaal mannen en vrouwen;Totaal;Belgisch;2024;1210
180;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2010;10
181;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2011;10
182;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2012;10
183;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2013;10
184;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2014;10
185;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2015;10
186;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2016;10
187;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2017;10
188;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2018;10
189;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2019;10
190;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2020;10
191;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2021;10
192;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2022;10
193;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2023;20
194;Totaal;Totaal mannen en vrouwen;Totaal;Bengalees;2024;10
195;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2010;210
196;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2011;240
197;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2012;220
198;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2013;200
199;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2014;200
200;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2015;160
201;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2016;160
202;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2017;190
203;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2018;160
204;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2019;220
205;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2020;160
206;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2021;200
207;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2022;250
208;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2023;270
209;Totaal;Totaal mannen en vrouwen;Totaal;Braziliaans;2024;220
210;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2010;1450
211;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2011;1540
212;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2012;1320
213;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2013;1200
214;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2014;990
215;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2015;980
216;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2016;930
217;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2017;770
218;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2018;780
219;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2019;830
220;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2020;600
221;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2021;470
222;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2022;510
223;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2023;640
224;Totaal;Totaal mannen en vrouwen;Totaal;Brits;2024;540
225;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2010;1500
226;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2011;1630
227;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2012;1640
228;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2013;1890
229;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2014;1540
230;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2015;1310
231;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2016;1220
232;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2017;1150
233;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2018;1290
234;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2019;1500
235;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2020;1630
236;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2021;1580
237;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2022;2080
238;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2023;2240
239;Totaal;Totaal mannen en vrouwen;Totaal;Bulgaars;2024;2220
240;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2010;2880
241;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2011;2440
242;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2012;2410
243;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2013;1940
244;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2014;1860
245;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2015;1770
246;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2016;1630
247;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2017;1500
248;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2018;1410
249;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2019;1480
250;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2020;1300
251;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2021;1410
252;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2022;1420
253;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2023;1400
254;Totaal;Totaal mannen en vrouwen;Totaal;Duits;2024;1300
255;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2010;260
256;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2011;240
257;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2012;240
258;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2013;240
259;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2014;320
260;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2015;230
261;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2016;250
262;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2017;200
263;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2018;170
264;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2019;150
265;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2020;150
266;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2021;130
267;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2022;80
268;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2023;120
269;Totaal;Totaal mannen en vrouwen;Totaal;Bosnisch;2024;110
270;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2010;150
271;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2011;130
272;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2012;170
273;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2013;160
274;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2014;110
275;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2015;100
276;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2016;80
277;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2017;70
278;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2018;80
279;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2019;100
280;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2020;110
281;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2021;80
282;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2022;70
283;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2023;70
284;Totaal;Totaal mannen en vrouwen;Totaal;Congolees (D.R.);2024;60
285;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2010;90
286;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2011;120
287;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2012;90
288;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2013;80
289;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2014;90
290;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2015;40
291;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2016;80
292;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2017;50
293;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2018;80
294;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2019;20
295;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2020;30
296;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2021;30
297;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2022;20
298;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2023;30
299;Totaal;Totaal mannen en vrouwen;Totaal;Burger van Republiek Noord-Macedonië;2024;30
300;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2010;60
301;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2011;60
302;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2012;50
303;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2013;50
304;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2014;40
305;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2015;40
306;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2016;40
307;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2017;30
308;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2018;30
309;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2019;50
310;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2020;10
311;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2021;20
312;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2022;30
313;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2023;30
314;Totaal;Totaal mannen en vrouwen;Totaal;Canadees;2024;10
315;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2010;40
316;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2011;60
317;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2012;50
318;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2013;70
319;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2014;50
320;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2015;140
321;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2016;40
322;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2017;40
323;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2018;100
324;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2019;60
325;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2020;50
326;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2021;10
327;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2022;50
328;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2023;40
329;Totaal;Totaal mannen en vrouwen;Totaal;Chileens;2024;30
330;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2010;240
331;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2011;200
332;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2012;200
333;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2013;200
334;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2014;210
335;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2015;240
336;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2016;220
337;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2017;260
338;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2018;220
339;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2019;260
340;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2020;270
341;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2021;180
342;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2022;210
343;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2023;220
344;Totaal;Totaal mannen en vrouwen;Totaal;Chinees;2024;280
345;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2010;90
346;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2011;110
347;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2012;140
348;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2013;120
349;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2014;90
350;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2015;90
351;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2016;110
352;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2017;120
353;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2018;160
354;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2019;140
355;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2020;100
356;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2021;120
357;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2022;220
358;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2023;230
359;Totaal;Totaal mannen en vrouwen;Totaal;Colombiaans;2024;210
360;Totaal;Totaal mannen en vrouwen;Totaal;Cyprisch;2010;10
361;Totaal;Totaal mannen en vrouwen;Totaal;Cyprisch;2011;20
362;Totaal;Totaal mannen en vrouwen;Totaal;Cyprisch;2012;0
363;Totaal;Totaal mannen en vrouwen;Totaal;Cyprisch;2013;0
364;Totaal;Totaal mannen en vrouwen;Totaal;Cyprisch;2014;10
