ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
43;Overijssel (PV);Paar met kinderen;143.7;40.2;21.3
44;Overijssel (PV);Eenoudergezin;22.4;25.4;17.2
45;Flevoland (PV);Totaal particulier huishouden;143.5;31.6;21.0
46;Flevoland (PV);Eenpersoonshuishouden;37.1;18.0;18.0
47;Flevoland (PV);Paar zonder kinderen;37.5;33.6;24.5
48;Flevoland (PV);Paar met kinderen;51.5;40.5;21.6
49;Flevoland (PV);Eenoudergezin;11.3;24.1;16.3
50;Gelderland (PV);Totaal particulier huishouden;788.5;31.7;21.5
51;Gelderland (PV);Eenpersoonshuishouden;230.3;18.2;18.2
52;Gelderland (PV);Paar zonder kinderen;237.4;33.3;24.3
53;Gelderland (PV);Paar met kinderen;251.2;41.9;22.3
54;Gelderland (PV);Eenoudergezin;41.0;26.1;17.8
55;Utrecht (PV);Totaal particulier huishouden;482.5;34.2;23.6
56;Utrecht (PV);Eenpersoonshuishouden;157.8;20.0;20.0
57;Utrecht (PV);Paar zonder kinderen;135.1;37.6;27.4
58;Utrecht (PV);Paar met kinderen;147.0;46.4;24.8
59;Utrecht (PV);Eenoudergezin;26.5;27.0;18.4
60;Noord-Holland (PV);Totaal particulier huishouden;1147.7;31.6;22.5
61;Noord-Holland (PV);Eenpersoonshuishouden;434.4;19.6;19.6
62;Noord-Holland (PV);Paar zonder kinderen;299.2;36.3;26.5
63;Noord-Holland (PV);Paar met kinderen;293.2;45.0;24.2
64;Noord-Holland (PV);Eenoudergezin;81.9;25.4;17.4
65;Zuid-Holland (PV);Totaal particulier huishouden;1460.3;31.4;22.0
66;Zuid-Holland (PV);Eenpersoonshuishouden;502.5;18.9;18.9
67;Zuid-Holland (PV);Paar zonder kinderen;397.6;35.1;25.6
68;Zuid-Holland (PV);Paar met kinderen;402.7;43.8;23.5
69;Zuid-Holland (PV);Eenoudergezin;102.2;24.9;17.0
70;Zeeland (PV);Totaal particulier huishouden;160.4;30.2;20.9
71;Zeeland (PV);Eenpersoonshuishouden;48.9;17.8;17.8
72;Zeeland (PV);Paar zonder kinderen;52.9;32.0;23.4
73;Zeeland (PV);Paar met kinderen;46.3;41.1;22.0
74;Zeeland (PV);Eenoudergezin;8.1;25.1;17.2
75;Noord-Brabant (PV);Totaal particulier huishouden;982.8;32.0;21.8
76;Noord-Brabant (PV);Eenpersoonshuishouden;282.4;18.4;18.4
77;Noord-Brabant (PV);Paar zonder kinderen;307.8;33.4;24.4
78;Noord-Brabant (PV);Paar met kinderen;307.5;42.9;23.0
79;Noord-Brabant (PV);Eenoudergezin;51.5;26.2;17.9
80;Limburg (PV);Totaal particulier huishouden;475.5;29.5;20.4
81;Limburg (PV);Eenpersoonshuishouden;143.1;17.3;17.3
82;Limburg (PV);Paar zonder kinderen;152.0;31.0;22.6
83;Limburg (PV);Paar met kinderen;137.6;40.0;21.6
84;Limburg (PV);Eenoudergezin;27.0;25.0;17.2
85;Oost-Groningen (CR);Totaal particulier huishouden;65.1;27.0;18.6
86;Oost-Groningen (CR);Eenpersoonshuishouden;18.7;15.9;15.9
87;Oost-Groningen (CR);Paar zonder kinderen;21.7;27.7;20.2
88;Oost-Groningen (CR);Paar met kinderen;19.1;36.5;19.7
89;Oost-Groningen (CR);Eenoudergezin;3.7;23.7;16.2
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;21.3;28.2;19.6
91;Delfzijl en omgeving (CR);Eenpersoonshuishouden;6.1;16.8;16.8
92;Delfzijl en omgeving (CR);Paar zonder kinderen;7.3;30.1;22.0
93;Delfzijl en omgeving (CR);Paar met kinderen;6.0;37.6;20.1
94;Delfzijl en omgeving (CR);Eenoudergezin;1.3;23.6;16.0
95;Overig Groningen (CR);Totaal particulier huishouden;153.3;28.0;20.1
96;Overig Groningen (CR);Eenpersoonshuishouden;57.7;17.5;17.5
97;Overig Groningen (CR);Paar zonder kinderen;43.9;32.1;23.4
98;Overig Groningen (CR);Paar met kinderen;38.6;39.4;21.1
99;Overig Groningen (CR);Eenoudergezin;9.3;22.9;15.8
100;Noord-Friesland (CR);Totaal particulier huishouden;136.0;28.4;19.6
101;Noord-Friesland (CR);Eenpersoonshuishouden;42.5;16.9;16.9
102;Noord-Friesland (CR);Paar zonder kinderen;41.6;30.4;22.2
103;Noord-Friesland (CR);Paar met kinderen;40.9;38.4;20.4
104;Noord-Friesland (CR);Eenoudergezin;7.7;23.6;16.1
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;43.3;29.5;20.3
106;Zuidwest-Friesland (CR);Eenpersoonshuishouden;13.0;17.5;17.5
107;Zuidwest-Friesland (CR);Paar zonder kinderen;13.6;31.1;22.7
108;Zuidwest-Friesland (CR);Paar met kinderen;13.6;39.3;20.8
109;Zuidwest-Friesland (CR);Eenoudergezin;2.2;24.2;16.4
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;85.0;29.4;20.2
111;Zuidoost-Friesland (CR);Eenpersoonshuishouden;24.5;16.9;16.9
112;Zuidoost-Friesland (CR);Paar zonder kinderen;27.7;31.3;22.9
113;Zuidoost-Friesland (CR);Paar met kinderen;26.2;39.1;20.8
114;Zuidoost-Friesland (CR);Eenoudergezin;4.5;24.8;16.9
115;Noord-Drenthe (CR);Totaal particulier huishouden;76.7;31.1;21.4
116;Noord-Drenthe (CR);Eenpersoonshuishouden;21.5;18.4;18.4
117;Noord-Drenthe (CR);Paar zonder kinderen;25.8;33.4;24.4
118;Noord-Drenthe (CR);Paar met kinderen;23.4;40.4;21.7
119;Noord-Drenthe (CR);Eenoudergezin;4.0;24.6;16.9
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.7;28.7;19.6
121;Zuidoost-Drenthe (CR);Eenpersoonshuishouden;19.2;16.5;16.5
122;Zuidoost-Drenthe (CR);Paar zonder kinderen;24.1;29.6;21.6
123;Zuidoost-Drenthe (CR);Paar met kinderen;21.6;37.9;20.4
124;Zuidoost-Drenthe (CR);Eenoudergezin;3.6;24.7;16.8
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;52.5;30.0;20.6
126;Zuidwest-Drenthe (CR);Eenpersoonshuishouden;15.1;18.0;18.0
127;Zuidwest-Drenthe (CR);Paar zonder kinderen;17.0;31.3;22.9
128;Zuidwest-Drenthe (CR);Paar met kinderen;16.3;39.6;21.1
129;Zuidwest-Drenthe (CR);Eenoudergezin;2.6;24.5;16.6
130;Noord-Overijssel (CR);Totaal particulier huishouden;134.8;31.1;20.9
131;Noord-Overijssel (CR);Eenpersoonshuishouden;38.3;17.8;17.8
132;Noord-Overijssel (CR);Paar zonder kinderen;39.7;32.1;23.4
133;Noord-Overijssel (CR);Paar met kinderen;46.2;41.1;21.6
134;Noord-Overijssel (CR);Eenoudergezin;6.5;25.4;17.1
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;60.8;30.5;20.8
136;Zuidwest-Overijssel (CR);Eenpersoonshuishouden;18.0;17.8;17.8
137;Zuidwest-Overijssel (CR);Paar zonder kinderen;18.4;32.4;23.6
138;Zuidwest-Overijssel (CR);Paar met kinderen;19.1;40.3;21.5
139;Zuidwest-Overijssel (CR);Eenoudergezin;3.2;25.1;17.1
140;Twente (CR);Totaal particulier huishouden;244.5;30.0;20.3
141;Twente (CR);Eenpersoonshuishouden;70.0;17.3;17.3
142;Twente (CR);Paar zonder kinderen;73.7;30.8;22.5
143;Twente (CR);Paar met kinderen;78.5;39.7;21.1
144;Twente (CR);Eenoudergezin;12.6;25.4;17.3
145;Veluwe (CR);Totaal particulier huishouden;248.7;32.9;22.0
146;Veluwe (CR);Eenpersoonshuishouden;69.7;18.7;18.7
147;Veluwe (CR);Paar zonder kinderen;74.3;34.1;24.9
148;Veluwe (CR);Paar met kinderen;83.3;42.8;22.6
149;Veluwe (CR);Eenoudergezin;11.7;27.3;18.4
150;Achterhoek (CR);Totaal particulier huishouden;160.3;31.3;21.1
151;Achterhoek (CR);Eenpersoonshuishouden;42.7;17.8;17.8
152;Achterhoek (CR);Paar zonder kinderen;51.8;32.3;23.6
153;Achterhoek (CR);Paar met kinderen;52.4;40.4;21.6
154;Achterhoek (CR);Eenoudergezin;7.5;26.5;18.0
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;291.0;30.1;21.1
156;Arnhem/Nijmegen (CR);Eenpersoonshuishouden;97.0;17.9;17.9
157;Arnhem/Nijmegen (CR);Paar zonder kinderen;84.7;33.3;24.3
158;Arnhem/Nijmegen (CR);Paar met kinderen;82.6;41.2;22.2
159;Arnhem/Nijmegen (CR);Eenoudergezin;17.5;24.5;16.8
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;88.4;33.9;22.2
161;Zuidwest-Gelderland (CR);Eenpersoonshuishouden;20.9;18.2;18.2
162;Zuidwest-Gelderland (CR);Paar zonder kinderen;26.6;33.6;24.5
163;Zuidwest-Gelderland (CR);Paar met kinderen;32.9;43.5;23.1
164;Zuidwest-Gelderland (CR);Eenoudergezin;4.4;28.9;19.4
165;Utrecht (CR);Totaal particulier huishouden;482.5;34.2;23.6
166;Utrecht (CR);Eenpersoonshuishouden;157.8;20.0;20.0
167;Utrecht (CR);Paar zonder kinderen;135.1;37.6;27.4
168;Utrecht (CR);Paar met kinderen;147.0;46.4;24.8
169;Utrecht (CR);Eenoudergezin;26.5;27.0;18.4
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;149.8;31.4;21.4
171;Kop van Noord-Holland (CR);Eenpersoonshuishouden;43.3;17.9;17.9
172;Kop van Noord-Holland (CR);Paar zonder kinderen;46.4;33.0;24.1
173;Kop van Noord-Holland (CR);Paar met kinderen;47.5;42.3;22.5
174;Kop van Noord-Holland (CR);Eenoudergezin;8.6;25.9;17.6
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;95.9;32.2;22.3
176;Alkmaar en omgeving (CR);Eenpersoonshuishouden;30.5;18.9;18.9
177;Alkmaar en omgeving (CR);Paar zonder kinderen;28.6;35.3;25.8
178;Alkmaar en omgeving (CR);Paar met kinderen;28.5;43.7;23.4
179;Alkmaar en omgeving (CR);Eenoudergezin;5.8;25.5;17.3
180;IJmond (CR);Totaal particulier huishouden;80.0;32.5;22.5
181;IJmond (CR);Eenpersoonshuishouden;25.1;19.3;19.3
182;IJmond (CR);Paar zonder kinderen;24.0;35.1;25.6
183;IJmond (CR);Paar met kinderen;24.0;44.3;23.7
184;IJmond (CR);Eenoudergezin;4.8;25.2;17.3
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;97.1;33.5;24.0
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;38.0;20.4;20.4
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;26.3;38.9;28.4
188;Agglomeratie Haarlem (CR);Paar met kinderen;23.9;49.0;26.4
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.9;26.8;18.4
190;Zaanstreek (CR);Totaal particulier huishouden;66.6;30.6;21.1
191;Zaanstreek (CR);Eenpersoonshuishouden;20.7;18.0;18.0
192;Zaanstreek (CR);Paar zonder kinderen;19.3;32.7;23.9
193;Zaanstreek (CR);Paar met kinderen;19.7;41.7;22.5
194;Zaanstreek (CR);Eenoudergezin;4.6;25.2;17.1
195;Groot-Amsterdam (CR);Totaal particulier huishouden;553.6;30.2;22.1
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;239.9;19.7;19.7
197;Groot-Amsterdam (CR);Paar zonder kinderen;125.1;36.9;26.9
198;Groot-Amsterdam (CR);Paar met kinderen;120.4;44.5;24.1
199;Groot-Amsterdam (CR);Eenoudergezin;46.2;24.8;17.0
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.7;36.5;25.5
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;37.0;21.4;21.4
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;29.5;40.5;29.6
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.2;52.2;28.0
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.1;28.2;19.3
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;157.9;33.9;23.4
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;51.6;19.8;19.8
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.8;36.7;26.8
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;48.7;46.7;24.9
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.6;26.9;18.2
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;345.0;31.1;22.4
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;136.4;19.7;19.7
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;84.4;36.9;26.9
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;81.6;44.6;24.1
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;27.1;24.4;16.7
215;Delft en Westland (CR);Totaal particulier huishouden;85.0;32.4;22.3
216;Delft en Westland (CR);Eenpersoonshuishouden;27.4;19.0;19.0
217;Delft en Westland (CR);Paar zonder kinderen;25.0;34.3;25.1
218;Delft en Westland (CR);Paar met kinderen;25.3;45.0;23.9
219;Delft en Westland (CR);Eenoudergezin;4.8;26.6;18.0
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;126.9;34.4;23.2
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;34.7;19.4;19.4
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.6;36.1;26.3
223;Oost-Zuid-Holland (CR);Paar met kinderen;43.1;45.1;23.9
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.4;28.0;19.0
225;Groot-Rijnmond (CR);Totaal particulier huishouden;586.7;30.1;21.1
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;205.2;18.1;18.1
227;Groot-Rijnmond (CR);Paar zonder kinderen;158.5;34.0;24.8
228;Groot-Rijnmond (CR);Paar met kinderen;153.2;42.4;22.8
229;Groot-Rijnmond (CR);Eenoudergezin;46.1;24.0;16.4
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;158.7;31.7;21.5
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;47.2;18.1;18.1
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;46.4;33.2;24.2
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;50.9;42.7;22.7
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.1;25.8;17.5
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.7;29.8;20.8
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;14.1;17.4;17.4
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;16.1;31.6;23.0
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;12.8;41.5;22.5
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.4;24.4;17.0
240;Overig Zeeland (CR);Totaal particulier huishouden;113.7;30.3;20.9
241;Overig Zeeland (CR);Eenpersoonshuishouden;34.8;17.9;17.9
242;Overig Zeeland (CR);Paar zonder kinderen;36.8;32.2;23.5
243;Overig Zeeland (CR);Paar met kinderen;33.5;41.0;21.8
244;Overig Zeeland (CR);Eenoudergezin;5.7;25.4;17.3
245;West-Noord-Brabant (CR);Totaal particulier huishouden;251.9;31.6;21.7
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;72.8;18.2;18.2
247;West-Noord-Brabant (CR);Paar zonder kinderen;81.3;33.0;24.1
248;West-Noord-Brabant (CR);Paar met kinderen;76.0;42.8;23.0
249;West-Noord-Brabant (CR);Eenoudergezin;13.1;25.9;17.7
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;181.5;31.4;21.4
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;52.7;17.7;17.7
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;55.7;32.7;23.8
253;Midden-Noord-Brabant (CR);Paar met kinderen;57.1;42.7;22.8
254;Midden-Noord-Brabant (CR);Eenoudergezin;10.0;26.1;17.6
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;249.6;33.0;22.2
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;67.7;18.7;18.7
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;76.9;34.2;25.0
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;83.3;43.2;23.0
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.8;26.6;18.1
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;299.8;31.9;21.9
261;Zuidoost-Noord-Brabant (CR);Eenpersoonshuishouden;89.3;18.8;18.8
262;Zuidoost-Noord-Brabant (CR);Paar zonder kinderen;93.9;33.5;24.5
263;Zuidoost-Noord-Brabant (CR);Paar met kinderen;91.1;42.9;22.9
264;Zuidoost-Noord-Brabant (CR);Eenoudergezin;15.5;26.2;17.9
265;Noord-Limburg (CR);Totaal particulier huishouden;111.9;30.9;20.9
266;Noord-Limburg (CR);Eenpersoonshuishouden;29.7;17.7;17.7
267;Noord-Limburg (CR);Paar zonder kinderen;36.1;31.7;23.1
268;Noord-Limburg (CR);Paar met kinderen;36.8;40.2;21.5
269;Noord-Limburg (CR);Eenoudergezin;5.6;26.6;18.2
270;Midden-Limburg (CR);Totaal particulier huishouden;96.0;30.8;20.9
271;Midden-Limburg (CR);Eenpersoonshuishouden;26.0;17.6;17.6
272;Midden-Limburg (CR);Paar zonder kinderen;31.3;31.4;22.9
273;Midden-Limburg (CR);Paar met kinderen;30.2;40.9;22.1
274;Midden-Limburg (CR);Eenoudergezin;4.9;26.0;17.8
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.7;28.4;20.0
276;Zuid-Limburg (CR);Eenpersoonshuishouden;87.5;17.1;17.1
277;Zuid-Limburg (CR);Paar zonder kinderen;84.6;30.5;22.3
278;Zuid-Limburg (CR);Paar met kinderen;70.6;39.6;21.5
279;Zuid-Limburg (CR);Eenoudergezin;16.5;24.1;16.7
280;Flevoland (CR);Totaal particulier huishouden;143.5;31.6;21.0
281;Flevoland (CR);Eenpersoonshuishouden;37.1;18.0;18.0
282;Flevoland (CR);Paar zonder kinderen;37.5;33.6;24.5
283;Flevoland (CR);Paar met kinderen;51.5;40.5;21.6
284;Flevoland (CR);Eenoudergezin;11.3;24.1;16.3
285;Groningen (GA);Totaal particulier huishouden;86.0;26.8;20.1
286;Groningen (GA);Eenpersoonshuishouden;39.5;17.6;17.6
287;Groningen (GA);Paar zonder kinderen;22.4;33.3;24.3
288;Groningen (GA);Paar met kinderen;16.2;40.7;22.1
289;Groningen (GA);Eenoudergezin;5.8;22.3;15.5
290;Leeuwarden (GA);Totaal particulier huishouden;41.0;26.1;19.2
291;Leeuwarden (GA);Eenpersoonshuishouden;16.8;17.0;17.0
292;Leeuwarden (GA);Paar zonder kinderen;11.4;31.0;22.7
293;Leeuwarden (GA);Paar met kinderen;8.8;37.8;20.4
294;Leeuwarden (GA);Eenoudergezin;3.0;21.7;14.9
295;Zwolle (GA);Totaal particulier huishouden;48.1;30.0;21.1
296;Zwolle (GA);Eenpersoonshuishouden;16.8;18.4;18.4
297;Zwolle (GA);Paar zonder kinderen;13.6;33.7;24.6
298;Zwolle (GA);Paar met kinderen;13.5;41.4;22.2
299;Zwolle (GA);Eenoudergezin;2.7;22.4;15.3
300;Enschede (GA);Totaal particulier huishouden;63.6;26.7;18.9
301;Enschede (GA);Eenpersoonshuishouden;22.2;16.6;16.6
302;Enschede (GA);Paar zonder kinderen;18.3;29.7;21.7
303;Enschede (GA);Paar met kinderen;16.9;36.3;19.6
304;Enschede (GA);Eenoudergezin;3.9;21.8;15.0
305;Apeldoorn (GA);Totaal particulier huishouden;64.6;31.5;21.8
306;Apeldoorn (GA);Eenpersoonshuishouden;20.5;18.7;18.7
307;Apeldoorn (GA);Paar zonder kinderen;19.6;34.1;24.9
308;Apeldoorn (GA);Paar met kinderen;18.9;42.3;22.6
309;Apeldoorn (GA);Eenoudergezin;3.4;24.7;16.8
310;Arnhem (GA);Totaal particulier huishouden;64.6;27.5;20.0
311;Arnhem (GA);Eenpersoonshuishouden;26.4;17.4;17.4
312;Arnhem (GA);Paar zonder kinderen;16.7;33.2;24.2
313;Arnhem (GA);Paar met kinderen;14.6;38.8;21.1
314;Arnhem (GA);Eenoudergezin;4.6;23.1;16.0
315;Nijmegen (GA);Totaal particulier huishouden;68.9;27.5;20.1
316;Nijmegen (GA);Eenpersoonshuishouden;29.2;17.5;17.5
317;Nijmegen (GA);Paar zonder kinderen;17.6;32.6;23.8
318;Nijmegen (GA);Paar met kinderen;15.1;40.6;22.0
319;Nijmegen (GA);Eenoudergezin;4.7;23.6;16.2
320;Amersfoort (GA);Totaal particulier huishouden;68.0;34.1;23.4
321;Amersfoort (GA);Eenpersoonshuishouden;21.4;19.8;19.8
322;Amersfoort (GA);Paar zonder kinderen;18.8;37.5;27.4
323;Amersfoort (GA);Paar met kinderen;21.8;45.6;24.5
324;Amersfoort (GA);Eenoudergezin;4.0;26.8;18.3
325;Utrecht (GA);Totaal particulier huishouden;177.4;31.4;22.4
326;Utrecht (GA);Eenpersoonshuishouden;68.8;19.4;19.4
327;Utrecht (GA);Paar zonder kinderen;45.9;36.6;26.7
328;Utrecht (GA);Paar met kinderen;45.4;44.1;23.9
329;Utrecht (GA);Eenoudergezin;10.5;25.5;17.5
330;Amsterdam (GA);Totaal particulier huishouden;479.9;28.9;21.6
331;Amsterdam (GA);Eenpersoonshuishouden;222.5;19.5;19.5
332;Amsterdam (GA);Paar zonder kinderen;103.2;36.3;26.5
333;Amsterdam (GA);Paar met kinderen;91.7;43.0;23.4
334;Amsterdam (GA);Eenoudergezin;42.2;24.3;16.7
335;Haarlem (GA);Totaal particulier huishouden;85.0;33.5;24.0
336;Haarlem (GA);Eenpersoonshuishouden;33.6;20.3;20.3
337;Haarlem (GA);Paar zonder kinderen;22.7;38.8;28.3
338;Haarlem (GA);Paar met kinderen;20.9;49.4;26.6
339;Haarlem (GA);Eenoudergezin;5.2;26.8;18.5
340;Leiden (GA);Totaal particulier huishouden;102.2;33.2;23.2
341;Leiden (GA);Eenpersoonshuishouden;35.8;19.8;19.8
342;Leiden (GA);Paar zonder kinderen;28.0;36.9;27.0
343;Leiden (GA);Paar met kinderen;29.8;46.3;24.7
344;Leiden (GA);Eenoudergezin;5.8;26.1;17.8
345;'s-Gravenhage (GA);Totaal particulier huishouden;280.6;30.3;22.2
346;'s-Gravenhage (GA);Eenpersoonshuishouden;118.8;19.7;19.7
347;'s-Gravenhage (GA);Paar zonder kinderen;66.2;37.0;27.0
348;'s-Gravenhage (GA);Paar met kinderen;59.9;44.2;23.9
349;'s-Gravenhage (GA);Eenoudergezin;22.2;24.1;16.5
350;Rotterdam (GA);Totaal particulier huishouden;437.3;28.4;20.4
351;Rotterdam (GA);Eenpersoonshuishouden;168.4;17.8;17.8
352;Rotterdam (GA);Paar zonder kinderen;109.4;33.2;24.2
353;Rotterdam (GA);Paar met kinderen;101.4;40.9;22.1
354;Rotterdam (GA);Eenoudergezin;38.5;23.2;15.8
355;Dordrecht (GA);Totaal particulier huishouden;99.2;30.7;21.2
356;Dordrecht (GA);Eenpersoonshuishouden;31.8;18.2;18.2
357;Dordrecht (GA);Paar zonder kinderen;28.6;33.1;24.2
358;Dordrecht (GA);Paar met kinderen;29.1;42.0;22.5
359;Dordrecht (GA);Eenoudergezin;6.3;24.8;16.9
360;Breda (GA);Totaal particulier huishouden;72.6;31.2;22.0
361;Breda (GA);Eenpersoonshuishouden;25.4;18.6;18.6
362;Breda (GA);Paar zonder kinderen;21.5;34.6;25.2
363;Breda (GA);Paar met kinderen;19.1;44.2;23.8
364;Breda (GA);Eenoudergezin;4.2;24.7;16.9
365;Tilburg (GA);Totaal particulier huishouden;92.3;29.3;20.5
366;Tilburg (GA);Eenpersoonshuishouden;31.2;17.4;17.4
367;Tilburg (GA);Paar zonder kinderen;26.9;32.1;23.4
368;Tilburg (GA);Paar met kinderen;25.2;41.1;22.1
369;Tilburg (GA);Eenoudergezin;5.8;23.8;16.1
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;68.6;32.1;22.6
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;23.5;19.3;19.3
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.8;36.4;26.6
373;'s-Hertogenbosch (GA);Paar met kinderen;18.9;43.9;23.6
