ID;Geslacht;Leeftijd;ZorgvormenBureauJeugdzorg;ZorgvormenJeugdEnOpvoedhulp;Perioden;JongerenInJeugdzorg_1;TotaalZorgduur_2;ZorgduurBureauJeugdzorg_3;ZorgduurJeugdEnOpvoedhulp_4
15;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg;2014;2360.0;866870.0;415760.0;451110.0
16;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Pleegzorg;2011;9195.0;5136690.0;2237000.0;2899690.0
17;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Pleegzorg;2012;9150.0;5014660.0;2136050.0;2878610.0
18;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Pleegzorg;2013;9620.0;5252990.0;2186270.0;3066720.0
19;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Pleegzorg;2014;9615.0;5203770.0;2122420.0;3081350.0
20;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en dagbehandeling;2011;5250.0;2357500.0;225890.0;2131610.0
21;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en dagbehandeling;2012;5340.0;2348560.0;209160.0;2139400.0
22;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en dagbehandeling;2013;5230.0;2281200.0;191810.0;2089390.0
23;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en dagbehandeling;2014;4755.0;2059250.0;135960.0;1923300.0
24;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante en residentiële jeugdzorg;2011;6735.0;3784330.0;1150560.0;2633770.0
25;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante en residentiële jeugdzorg;2012;6775.0;3863340.0;1129380.0;2733960.0
26;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante en residentiële jeugdzorg;2013;6770.0;3824970.0;1092210.0;2732760.0
27;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante en residentiële jeugdzorg;2014;6335.0;3582500.0;1006560.0;2575940.0
28;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en pleegzorg;2011;8320.0;6557760.0;1996990.0;4560770.0
29;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en pleegzorg;2012;8855.0;7048070.0;2099400.0;4948670.0
30;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en pleegzorg;2013;9105.0;7219720.0;2107440.0;5112270.0
31;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulante jeugdzorg en pleegzorg;2014;9240.0;7400450.0;2129840.0;5270610.0
32;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en dagbehandeling;2011;50.0;26040.0;10250.0;15790.0
33;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en dagbehandeling;2012;55.0;27400.0;9520.0;17880.0
34;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en dagbehandeling;2013;50.0;18640.0;3780.0;14860.0
35;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en dagbehandeling;2014;25.0;12440.0;4000.0;8430.0
36;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en pleegzorg;2011;445.0;314370.0;127270.0;187100.0
37;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en pleegzorg;2012;425.0;307830.0;123250.0;184580.0
38;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en pleegzorg;2013;355.0;261380.0;97060.0;164320.0
39;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Residentiële jeugdzorg en pleegzorg;2014;375.0;271400.0;101170.0;170230.0
40;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehandeling en pleegzorg;2011;95.0;73220.0;24920.0;48300.0
41;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehandeling en pleegzorg;2012;95.0;69110.0;22740.0;46370.0
42;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehandeling en pleegzorg;2013;90.0;61660.0;22170.0;39490.0
43;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehandeling en pleegzorg;2014;80.0;53430.0;16480.0;36950.0
44;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en dagbehand.;2011;460.0;349440.0;90410.0;259030.0
45;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en dagbehand.;2012;405.0;312990.0;76370.0;236620.0
46;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en dagbehand.;2013;345.0;272190.0;61960.0;210230.0
47;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en dagbehand.;2014;275.0;212960.0;45720.0;167240.0
48;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbehandeling en pleegzorg;2011;475.0;470660.0;115880.0;354780.0
49;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbehandeling en pleegzorg;2012;545.0;537470.0;133000.0;404470.0
50;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbehandeling en pleegzorg;2013;525.0;532430.0;127390.0;405040.0
51;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbehandeling en pleegzorg;2014;420.0;414520.0;101850.0;312680.0
52;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en pleegzorg;2011;1310.0;1129280.0;348420.0;780860.0
53;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en pleegzorg;2012;1380.0;1248460.0;371700.0;876760.0
54;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en pleegzorg;2013;1420.0;1267680.0;373430.0;894250.0
55;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, residentieel en pleegzorg;2014;1330.0;1189010.0;342400.0;846610.0
56;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehand., residentieel en pleegzorg;2011;15.0;11950.0;4790.0;7160.0
57;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehand., residentieel en pleegzorg;2012;5.0;3430.0;1270.0;2160.0
58;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehand., residentieel en pleegzorg;2013;10.0;7410.0;2830.0;4580.0
59;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Dagbehand., residentieel en pleegzorg;2014;5.0;5310.0;1630.0;3680.0
60;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbeh., resid. en pleegzorg;2011;85.0;83850.0;21080.0;62760.0
61;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbeh., resid. en pleegzorg;2012;80.0;88390.0;22850.0;65540.0
62;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbeh., resid. en pleegzorg;2013;90.0;97980.0;24570.0;73410.0
63;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Ambulant, dagbeh., resid. en pleegzorg;2014;55.0;60490.0;14820.0;45670.0
64;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Geen zorg door Jeugd en Opvoedhulp;2011;34420.0;9287720.0;9287720.0;0.0
65;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Geen zorg door Jeugd en Opvoedhulp;2012;33000.0;9088860.0;9088860.0;0.0
66;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Geen zorg door Jeugd en Opvoedhulp;2013;31795.0;8539090.0;8539090.0;0.0
67;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Totaal ;Geen zorg door Jeugd en Opvoedhulp;2014;29490.0;7811710.0;7811710.0;0.0
68;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Totaal ;2011;37785.0;17118380.0;10691300.0;6427090.0
69;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Totaal ;2012;36935.0;17118870.0;10506080.0;6612790.0
70;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Totaal ;2013;35785.0;16235220.0;9961140.0;6274080.0
71;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Totaal ;2014;33425.0;14882850.0;9205890.0;5676960.0
72;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg;2011;5625.0;2543730.0;1575720.0;968010.0
73;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg;2012;5630.0;2562390.0;1566300.0;996090.0
74;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg;2013;5975.0;2701760.0;1648570.0;1053190.0
75;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg;2014;5685.0;2576310.0;1567650.0;1008660.0
76;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling;2011;125.0;60710.0;37350.0;23360.0
77;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling;2012;110.0;48470.0;30660.0;17810.0
78;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling;2013;70.0;31600.0;20340.0;11260.0
79;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling;2014;70.0;31900.0;20650.0;11250.0
80;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg;2011;1010.0;530440.0;313810.0;216630.0
81;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg;2012;1005.0;513240.0;300400.0;212840.0
82;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg;2013;765.0;392410.0;228140.0;164270.0
83;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg;2014;630.0;327680.0;186170.0;141510.0
84;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Pleegzorg;2011;3230.0;2044780.0;1059680.0;985100.0
85;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Pleegzorg;2012;3205.0;2022520.0;1039220.0;983310.0
86;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Pleegzorg;2013;2880.0;1816050.0;923820.0;892230.0
87;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Pleegzorg;2014;2615.0;1627300.0;822850.0;804460.0
88;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en dagbehandeling;2011;630.0;457650.0;191740.0;265910.0
89;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en dagbehandeling;2012;590.0;427160.0;176690.0;250460.0
90;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en dagbehandeling;2013;515.0;373960.0;157180.0;216780.0
91;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en dagbehandeling;2014;385.0;280330.0;114370.0;165960.0
92;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante en residentiële jeugdzorg;2011;2460.0;1754840.0;717020.0;1037820.0
93;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante en residentiële jeugdzorg;2012;2385.0;1757170.0;692280.0;1064890.0
94;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante en residentiële jeugdzorg;2013;2255.0;1660750.0;653770.0;1006980.0
95;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante en residentiële jeugdzorg;2014;2000.0;1458540.0;577160.0;881370.0
96;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en pleegzorg;2011;3945.0;3322080.0;1258280.0;2063800.0
97;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en pleegzorg;2012;4030.0;3457360.0;1279620.0;2177740.0
98;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en pleegzorg;2013;3860.0;3296520.0;1209400.0;2087110.0
99;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulante jeugdzorg en pleegzorg;2014;3695.0;3142800.0;1160810.0;1981990.0
100;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en dagbehandeling;2011;15.0;11390.0;5060.0;6330.0
101;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en dagbehandeling;2012;20.0;12450.0;6160.0;6290.0
102;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en dagbehandeling;2013;10.0;6070.0;2470.0;3600.0
103;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en dagbehandeling;2014;10.0;6620.0;3300.0;3320.0
104;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en pleegzorg;2011;210.0;150950.0;68100.0;82850.0
105;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en pleegzorg;2012;215.0;157660.0;69990.0;87670.0
106;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en pleegzorg;2013;155.0;119800.0;51460.0;68340.0
107;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Residentiële jeugdzorg en pleegzorg;2014;140.0;107330.0;46020.0;61310.0
108;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling en pleegzorg;2011;55.0;45740.0;17760.0;27970.0
109;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling en pleegzorg;2012;55.0;45220.0;17870.0;27360.0
110;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling en pleegzorg;2013;45.0;35080.0;15420.0;19670.0
111;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehandeling en pleegzorg;2014;30.0;23710.0;10050.0;13660.0
112;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en dagbehand.;2011;200.0;174310.0;60090.0;114220.0
113;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en dagbehand.;2012;160.0;143680.0;49710.0;93980.0
114;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en dagbehand.;2013;120.0;114220.0;36850.0;77370.0
115;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en dagbehand.;2014;90.0;78580.0;25220.0;53350.0
116;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbehandeling en pleegzorg;2011;275.0;292390.0;89740.0;202650.0
117;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbehandeling en pleegzorg;2012;295.0;316150.0;97620.0;218530.0
118;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbehandeling en pleegzorg;2013;270.0;297980.0;91330.0;206640.0
119;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbehandeling en pleegzorg;2014;215.0;226670.0;68800.0;157870.0
120;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en pleegzorg;2011;700.0;605630.0;217110.0;388520.0
121;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en pleegzorg;2012;725.0;667480.0;229740.0;437740.0
122;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en pleegzorg;2013;685.0;638790.0;219050.0;419740.0
123;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, residentieel en pleegzorg;2014;600.0;557370.0;190480.0;366900.0
124;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehand., residentieel en pleegzorg;2011;10.0;8090.0;3760.0;4330.0
125;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehand., residentieel en pleegzorg;2012;5.0;3290.0;1270.0;2020.0
126;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehand., residentieel en pleegzorg;2013;5.0;4350.0;1730.0;2620.0
127;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Dagbehand., residentieel en pleegzorg;2014;5.0;1810.0;730.0;1080.0
128;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbeh., resid. en pleegzorg;2011;50.0;56080.0;16480.0;39600.0
129;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbeh., resid. en pleegzorg;2012;45.0;50600.0;14540.0;36060.0
130;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbeh., resid. en pleegzorg;2013;55.0;62940.0;18660.0;44280.0
131;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Ambulant, dagbeh., resid. en pleegzorg;2014;30.0;34430.0;10170.0;24260.0
132;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Geen zorg door Jeugd en Opvoedhulp;2011;19240.0;5059590.0;5059590.0;0.0
133;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Geen zorg door Jeugd en Opvoedhulp;2012;18450.0;4934020.0;4934020.0;0.0
134;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Geen zorg door Jeugd en Opvoedhulp;2013;18125.0;4682960.0;4682960.0;0.0
135;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Ondertoezichtstelling (OTS);Geen zorg door Jeugd en Opvoedhulp;2014;17230.0;4401480.0;4401480.0;0.0
136;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Totaal ;2011;7190.0;5089940.0;2394810.0;2695140.0
137;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Totaal ;2012;7140.0;5163230.0;2387840.0;2775390.0
138;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Totaal ;2013;8225.0;6013490.0;2766670.0;3246820.0
139;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Totaal ;2014;8690.0;6348740.0;2916320.0;3432430.0
140;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg;2011;185.0;95660.0;54290.0;41370.0
141;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg;2012;195.0;101900.0;59330.0;42570.0
142;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg;2013;205.0;103350.0;62520.0;40830.0
143;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg;2014;140.0;71590.0;44380.0;27210.0
144;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Dagbehandeling;2011;0.0;0.0;0.0;0.0
145;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Dagbehandeling;2012;5.0;1640.0;1100.0;550.0
146;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Dagbehandeling;2013;5.0;1460.0;1100.0;360.0
147;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Dagbehandeling;2014;0.0;0.0;0.0;0.0
148;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Residentiële jeugdzorg;2011;220.0;135950.0;72680.0;63270.0
149;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Residentiële jeugdzorg;2012;240.0;146810.0;77600.0;69210.0
150;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Residentiële jeugdzorg;2013;275.0;169550.0;89480.0;80070.0
151;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Residentiële jeugdzorg;2014;300.0;188360.0;99390.0;88970.0
152;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Pleegzorg;2011;2825.0;1963440.0;976220.0;987210.0
153;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Pleegzorg;2012;2610.0;1812100.0;897770.0;914330.0
154;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Pleegzorg;2013;3095.0;2162890.0;1072520.0;1090370.0
155;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Pleegzorg;2014;3210.0;2234220.0;1100000.0;1134220.0
156;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en dagbehandeling;2011;10.0;7250.0;3430.0;3830.0
157;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en dagbehandeling;2012;5.0;5360.0;2500.0;2860.0
158;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en dagbehandeling;2013;5.0;4340.0;1990.0;2350.0
159;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en dagbehandeling;2014;5.0;2520.0;1190.0;1330.0
160;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante en residentiële jeugdzorg;2011;305.0;266640.0;96570.0;170070.0
161;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante en residentiële jeugdzorg;2012;330.0;290170.0;104890.0;185280.0
162;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante en residentiële jeugdzorg;2013;410.0;359930.0;131230.0;228700.0
163;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante en residentiële jeugdzorg;2014;435.0;393100.0;143180.0;249920.0
164;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en pleegzorg;2011;1675.0;1671830.0;578940.0;1092890.0
165;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en pleegzorg;2012;1810.0;1810360.0;622970.0;1187390.0
166;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en pleegzorg;2013;2105.0;2125500.0;728930.0;1396560.0
167;Totaal mannen en vrouwen;Totaal 0 tot 23 jaar;Voogdij;Ambulante jeugdzorg en pleegzorg;2014;2270.0;2304640.0;784170.0;1520470.0
