ID;Geslacht;Leeftijd;Generatie;Perioden;AllochtonenBevolking_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;k_26EULanden_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
23;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2032;4320211;2540794;331041;566296;153538;446426;211130;383229;449140;1779423;1127288;241490;308947;101718
24;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2033;4360931;2569100;336351;577545;157229;448729;214450;383823;450978;1791843;1138592;245446;304801;102992
25;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2034;4401210;2596958;341603;588732;160925;450921;217747;384298;452728;1804257;1150074;249357;300543;104279
26;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2035;4441033;2624385;346830;599846;164642;452994;221022;384670;454403;1816654;1161723;253211;296152;105567
27;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2036;4480413;2651392;352017;610911;168339;454955;224278;384923;455981;1829025;1173531;256996;291612;106882
28;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2037;4519327;2677940;357149;621915;172048;456794;227504;385064;457467;1841380;1185507;260747;286945;108194
29;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2038;4557773;2704040;362256;632830;175762;458536;230718;385085;458862;1853730;1197646;264439;282129;109519
30;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2039;4595734;2729697;367311;643690;179458;460169;233905;385003;460176;1866045;1209916;268098;277183;110864
31;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2040;4633193;2754884;372301;654477;183158;461688;237073;384796;461374;1878319;1222332;271704;272094;112208
32;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2041;4670135;2779568;377265;665170;186854;463107;240229;384476;462483;1890570;1234876;275253;266878;113558
33;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2042;4706548;2803781;382166;675790;190543;464400;243362;384035;463485;1902773;1247518;278779;261556;114919
34;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2043;4742444;2827494;387023;686323;194227;465595;246459;383480;464379;1914956;1260268;282248;256150;116286
35;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2044;4777754;2850675;391831;696773;197892;466658;249547;382815;465166;1927089;1273096;285686;250654;117655
36;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2045;4812548;2873349;396605;707111;201559;467621;252608;382037;465833;1939201;1285987;289074;245099;119040
37;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2046;4846748;2895497;401319;717373;205202;468455;255638;381155;466366;1951248;1298919;292420;239510;120416
38;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2047;4880294;2917095;406008;727506;208837;469167;258647;380156;466780;1963211;1311842;295725;233887;121752
39;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2048;4913220;2938144;410636;737528;212470;469763;261617;379068;467051;1975072;1324747;298977;228291;123056
40;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2049;4945479;2958657;415252;747465;216073;470220;264578;377890;467191;1986827;1337601;302202;222705;124315
41;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 1e en 2e generatie allochtonen;2050;4977035;2978585;419813;757260;219675;470561;267483;376611;467190;1998460;1350365;305354;217189;125550
42;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2009;1658608;1030646;122834;233138;48703;166348;79787;184927;194912;627964;371610;96825;121251;38277
43;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2010;1679839;1037493;124893;236755;49529;166034;80703;184781;194803;642335;386980;98338;118819;38198
44;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2011;1696742;1042720;126952;237541;50356;166292;81778;184886;194920;654028;399574;99945;116416;38084
45;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2012;1713225;1049188;129054;238249;51258;167090;83072;185261;195224;664031;409815;101741;114072;38403
46;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2013;1730122;1057274;131225;239506;52286;168197;84553;185847;195651;672852;418183;103760;111783;39122
47;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2014;1747733;1066987;133486;241681;53455;169425;86163;186601;196179;680747;425294;105984;109514;39956
48;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2015;1766203;1078152;135842;244885;54762;170710;87810;187393;196758;688052;431769;108311;107245;40732
49;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2016;1785766;1090354;138280;249034;56166;171989;89408;188133;197343;695411;438292;110688;104991;41434
50;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2017;1806392;1103295;140773;253982;57615;173224;90969;188814;197914;703102;445114;113125;102762;42094
51;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2018;1827743;1116773;143293;259612;59063;174417;92505;189432;198460;710969;452069;115634;100558;42708
52;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2019;1849608;1130628;145813;265753;60507;175564;93998;189992;198994;718982;459126;118199;98380;43288
53;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2020;1871689;1144593;148352;272187;61954;176660;95459;190487;199497;727100;466250;120783;96231;43839
54;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2021;1893660;1158377;150889;278618;63400;177700;96888;190913;199970;735289;473462;123355;94104;44367
55;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2022;1915327;1171825;153417;284892;64842;178691;98294;191271;200422;743508;480732;125894;92004;44877
56;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2023;1936682;1184934;155946;291039;66279;179624;99677;191547;200828;751752;488055;128402;89920;45386
57;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2024;1957711;1197695;158455;297055;67711;180501;101026;191752;201209;760009;495420;130864;87847;45878
58;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2025;1978375;1210109;160944;302951;69135;181319;102352;191885;201537;768264;502816;133307;85777;46366
59;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2026;1998659;1222155;163422;308716;70559;182078;103644;191925;201826;776502;510230;135715;83712;46853
60;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2027;2018578;1233845;165865;314367;71968;182777;104913;191882;202063;784742;517661;138090;81664;47332
61;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2028;2038122;1245151;168285;319928;73373;183412;106163;191743;202250;792961;525104;140423;79618;47821
62;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2029;2057258;1256078;170666;325372;74775;183987;107393;191527;202376;801181;532553;142718;77599;48304
63;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2030;2076009;1266609;173010;330692;76161;184499;108595;191211;202451;809393;540027;144976;75596;48794
64;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2031;2094361;1276746;175312;335917;77534;184951;109777;190797;202458;817612;547503;147195;73615;49299
65;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2032;2112297;1286481;177579;341031;78905;185348;110932;190284;202405;825820;554997;149372;71659;49801
66;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2033;2129825;1295805;179803;346051;80255;185675;112073;189678;202283;834026;562488;151500;69717;50313
67;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2034;2146919;1304703;181970;350968;81592;185938;113182;188957;202091;842220;569982;153597;67816;50826
68;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2035;2163563;1313178;184105;355781;82921;186135;114274;188148;201831;850389;577471;155642;65936;51341
69;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2036;2179757;1321234;186194;360490;84221;186269;115342;187238;201492;858530;584944;157641;64082;51860
70;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2037;2195485;1328840;188219;365102;85517;186332;116380;186219;201076;866642;592396;159600;62266;52390
71;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2038;2210743;1336003;190206;369606;86792;186324;117404;185107;200574;874736;599820;161509;60488;52918
72;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2039;2225517;1342734;192145;374013;88046;186251;118397;183897;200003;882780;607194;163380;58755;53457
73;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2040;2239796;1349012;194022;378310;89283;186097;119368;182580;199341;890785;614532;165204;57073;53993
74;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2041;2253576;1354825;195857;382496;90509;185877;120327;181175;198600;898749;621806;166971;55440;54527
75;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2042;2266848;1360194;197630;386585;91709;185564;121257;179675;197768;906657;628997;168713;53874;55068
76;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2043;2279624;1365114;199359;390567;92895;185187;122164;178085;196852;914517;636119;170399;52385;55603
77;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2044;2291869;1369573;201032;394449;94058;184717;123058;176419;195847;922306;643141;172042;50983;56145
78;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2045;2303633;1373590;202659;398223;95207;184164;123928;174669;194746;930042;650042;173639;49667;56692
79;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2046;2314873;1377172;204229;401902;96335;183525;124785;172855;193545;937697;656826;175190;48458;57231
80;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2047;2325543;1380313;205766;405466;97444;182795;125620;170972;192255;945238;663459;176701;47349;57724
81;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2048;2335671;1383035;207257;408925;98546;181981;126432;169032;190861;952636;669929;178162;46360;58187
82;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2049;2345260;1385363;208719;412299;99623;181075;127241;167045;189371;959901;676227;179579;45482;58605
83;Mannen en vrouwen;Totaal over alle leeftijden;Allochtonen 1e generatie;2050;2354280;1387287;210135;415559;100693;180090;128013;165017;187786;966993;682328;180942;44726;58997
84;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2009;1622597;772127;78445;99743;30097;173777;54578;153281;182241;850479;505979;45730;262577;36194
85;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2010;1649598;795789;82221;104388;31460;179384;56346;155789;186198;853811;507518;47850;261679;36770
86;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2011;1677464;819662;85831;109224;32902;185083;58178;158282;190161;857795;509595;49908;260920;37379
87;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2012;1706023;843852;89448;114112;34455;190841;59974;160811;194215;862171;512006;52013;260181;37968
88;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2013;1733613;867009;92762;118797;35971;196548;61672;163136;198120;866615;514555;54038;259461;38567
89;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2014;1761200;889849;95966;123517;37600;202155;63442;165320;201867;871349;517358;56061;258734;39197
90;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2015;1788510;912325;99237;128335;39301;207463;65244;167383;205367;876191;520237;58090;258012;39844
91;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2016;1815444;934379;102558;133251;41078;212426;67079;169335;208654;881068;523158;60146;257274;40493
92;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2017;1842013;956039;105887;138287;42912;217059;68947;171193;211751;885974;526101;62208;256519;41151
93;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2018;1868227;977331;109190;143462;44788;221371;70865;172978;214685;890888;529035;64299;255741;41808
94;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2019;1894087;998321;112474;148769;46699;225393;72814;174701;217488;895773;531967;66391;254945;42481
95;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2020;1919660;1019043;115723;154191;48645;229156;74793;176362;220171;900611;534879;68485;254093;43168
96;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2021;1944937;1039556;118948;159750;50625;232699;76804;177972;222758;905386;537774;70563;253196;43862
97;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2022;1969975;1059871;122154;165396;52647;236037;78850;179536;225261;910098;540663;72637;252241;44564
98;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2023;1994775;1080034;125352;171144;54714;239188;80917;181050;227677;914736;543557;74694;251213;45283
99;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2024;2019309;1100016;128540;176973;56811;242150;83009;182523;230010;919297;546470;76724;250096;45998
100;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2025;2043586;1119815;131713;182866;58948;244955;85114;183953;232277;923776;549419;78730;248892;46723
101;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2026;2067594;1139423;134880;188795;61099;247595;87252;185328;234476;928165;552405;80717;247597;47462
102;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2027;2091343;1158846;138018;194770;63294;250101;89389;186658;236623;932486;555438;82673;246194;48180
103;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2028;2114867;1178113;141125;200783;65513;252479;91544;187967;238711;936752;558560;84604;244672;48915
104;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2029;2138235;1197261;144229;206839;67754;254748;93698;189237;240758;940979;561790;86515;243028;49658
105;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2030;2161512;1216324;147309;212943;70020;256939;95860;190494;242773;945190;565141;88404;241252;50405
106;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2031;2184725;1235332;150381;219079;72314;259039;98031;191727;244764;949392;568649;90264;239335;51157
107;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2032;2207914;1254313;153462;225265;74633;261078;100198;192945;246735;953603;572291;92118;237288;51917
108;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2033;2231106;1273295;156548;231494;76974;263054;102377;194145;248695;957817;576104;93946;235084;52679
109;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2034;2254291;1292255;159633;237764;79333;264983;104565;195341;250637;962037;580092;95760;232727;53453
110;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2035;2277470;1311207;162725;244065;81721;266859;106748;196522;252572;966265;584252;97569;230216;54226
111;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2036;2300656;1330158;165823;250421;84118;268686;108936;197685;254489;970495;588587;99355;227530;55022
112;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2037;2323842;1349100;168930;256813;86531;270462;111124;198845;256391;974738;593111;101147;224679;55804
113;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2038;2347030;1368037;172050;263224;88970;272212;113314;199978;258288;978994;597826;102930;221641;56601
114;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2039;2370217;1386963;175166;269677;91412;273918;115508;201106;260173;983265;602722;104718;218428;57407
115;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2040;2393397;1405872;178279;276167;93875;275591;117705;202216;262033;987534;607800;106500;215021;58215
116;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2041;2416559;1424743;181408;282674;96345;277230;119902;203301;263883;991821;613070;108282;211438;59031
117;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2042;2439700;1443587;184536;289205;98834;278836;122105;204360;265717;996116;618521;110066;207682;59851
118;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2043;2462820;1462380;187664;295756;101332;280408;124295;205395;267527;1000439;624149;111849;203765;60683
119;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2044;2485885;1481102;190799;302324;103834;281941;126489;206396;269319;1004783;629955;113644;199671;61510
120;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2045;2508915;1499759;193946;308888;106352;283457;128680;207368;271087;1009159;635945;115435;195432;62348
121;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2046;2531875;1518325;197090;315471;108867;284930;130853;208300;272821;1013551;642093;117230;191052;63185
122;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2047;2554751;1536782;200242;322040;111393;286372;133027;209184;274525;1017973;648383;119024;186538;64028
123;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2048;2577549;1555109;203379;328603;113924;287782;135185;210036;276190;1022436;654818;120815;181931;64869
124;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2049;2600219;1573294;206533;335166;116450;289145;137337;210845;277820;1026926;661374;122623;177223;65710
125;Mannen en vrouwen;Totaal over alle leeftijden;Totaal 2e generatie;2050;2622755;1591298;209678;341701;118982;290471;139470;211594;279404;1031467;668037;124412;172463;66553
126;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2009;934803;229745;35890;33311;22243;22799;30676;53611;31241;705053;454375;24903;192594;33178
127;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2010;945345;239486;37192;35012;23227;24471;31428;54948;33222;705867;454493;25887;191914;33563
128;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2011;956544;249291;38428;36812;24273;26144;32218;56264;35154;707248;455036;26868;191348;34002
129;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2012;968127;259194;39716;38633;25403;27816;33003;57571;37044;708933;455848;27863;190799;34427
130;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2013;979358;268679;40868;40414;26510;29478;33748;58815;38858;710680;456743;28818;190257;34868
131;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2014;990812;278125;41972;42224;27708;31101;34527;59985;40600;712690;457848;29768;189723;35353
132;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2015;1002359;287575;43136;44093;28957;32671;35340;61124;42260;714782;459012;30735;189193;35844
133;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2016;1013874;296961;44334;45999;30271;34158;36170;62205;43837;716909;460202;31721;188650;36342
134;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2017;1025337;306292;45535;47971;31623;35553;37036;63243;45342;719043;461386;32724;188094;36850
135;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2018;1036762;315584;46742;50003;33015;36879;37923;64242;46790;721173;462550;33739;187533;37360
136;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2019;1048108;324823;47951;52104;34442;38121;38836;65202;48170;723290;463694;34779;186940;37881
137;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2020;1059401;334030;49165;54250;35904;39293;39773;66144;49512;725376;464804;35824;186331;38414
138;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2021;1070598;343197;50379;56467;37396;40388;40732;67037;50809;727400;465889;36879;185688;38954
139;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2022;1081731;352349;51597;58722;38916;41424;41709;67916;52057;729381;466935;37929;185005;39510
140;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2023;1092791;361475;52822;61022;40486;42404;42712;68766;53275;731318;467983;38984;184289;40064
141;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2024;1103773;370576;54054;63360;42083;43326;43730;69590;54440;733198;469021;40030;183511;40633
142;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2025;1114685;379666;55284;65741;43708;44190;44757;70400;55584;735027;470069;41076;182682;41202
143;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2026;1125496;388707;56524;68139;45359;45011;45801;71175;56697;736795;471119;42117;181781;41778
144;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2027;1136213;397697;57751;70557;47040;45792;46857;71929;57784;738514;472207;43141;180816;42348
145;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2028;1146863;406658;58979;72994;48740;46531;47915;72654;58853;740195;473351;44159;179770;42931
146;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2029;1157468;415589;60197;75440;50461;47239;48994;73363;59896;741877;474566;45168;178641;43505
147;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2030;1168063;424499;61423;77917;52212;47912;50057;74067;60926;743557;475886;46157;177428;44090
148;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2031;1178644;433382;62642;80393;53970;48566;51134;74759;61928;745257;477312;47139;176136;44684
149;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2032;1189254;442266;63877;82900;55748;49193;52199;75438;62921;746992;478862;48111;174736;45274
150;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2033;1199909;451169;65113;85408;57545;49805;53288;76112;63910;748739;480548;49064;173248;45878
151;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2034;1210608;460060;66349;87938;59360;50385;54372;76771;64883;750543;482372;50015;171666;46496
152;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2035;1221328;468943;67602;90466;61183;50950;55457;77443;65854;752386;484345;50954;169969;47105
153;Mannen en vrouwen;Totaal over alle leeftijden;2e Generatie met 1 allochtone ouder;2036;1232097;477831;68856;93013;63027;51506;56542;78089;66814;754261;486471;51891;168176;47730
