ID;Nationaliteit;Perioden;DerdelandersVerplichtingTotVertrek_1;DerdelandersAantoonbaarVertrek_2
151;Ecuadoraans ;2019;35.0;55.0
152;Ecuadoraans ;2020;50.0;50.0
153;Ecuadoraans ;2021;35.0;10.0
154;Egyptisch ;2015;245.0;100.0
155;Egyptisch ;2016;260.0;75.0
156;Egyptisch ;2017;235.0;80.0
157;Egyptisch ;2018;215.0;120.0
158;Egyptisch ;2019;220.0;90.0
159;Egyptisch ;2020;205.0;75.0
160;Egyptisch ;2021;205.0;25.0
161;Eritrees ;2015;120.0;90.0
162;Eritrees ;2016;155.0;140.0
163;Eritrees ;2017;130.0;140.0
164;Eritrees ;2018;230.0;150.0
165;Eritrees ;2019;215.0;135.0
166;Eritrees ;2020;145.0;55.0
167;Eritrees ;2021;140.0;5.0
168;Ethiopisch ;2015;125.0;20.0
169;Ethiopisch ;2016;105.0;30.0
170;Ethiopisch ;2017;110.0;55.0
171;Ethiopisch ;2018;70.0;60.0
172;Ethiopisch ;2019;50.0;40.0
173;Ethiopisch ;2020;55.0;25.0
174;Ethiopisch ;2021;55.0;5.0
175;Filippijns ;2015;240.0;130.0
176;Filippijns ;2016;225.0;115.0
177;Filippijns ;2017;145.0;70.0
178;Filippijns ;2018;125.0;120.0
179;Filippijns ;2019;210.0;140.0
180;Filippijns ;2020;230.0;130.0
181;Filippijns ;2021;190.0;40.0
182;Gambiaans ;2015;40.0;10.0
183;Gambiaans ;2016;40.0;30.0
184;Gambiaans ;2017;65.0;65.0
185;Gambiaans ;2018;50.0;60.0
186;Gambiaans ;2019;70.0;155.0
187;Gambiaans ;2020;70.0;70.0
188;Gambiaans ;2021;185.0;5.0
189;Georgisch ;2015;130.0;130.0
190;Georgisch ;2016;220.0;165.0
191;Georgisch ;2017;345.0;270.0
192;Georgisch ;2018;440.0;175.0
193;Georgisch ;2019;505.0;335.0
194;Georgisch ;2020;410.0;495.0
195;Georgisch ;2021;305.0;175.0
196;Ghanees ;2015;275.0;110.0
197;Ghanees ;2016;265.0;125.0
198;Ghanees ;2017;200.0;75.0
199;Ghanees ;2018;170.0;130.0
200;Ghanees ;2019;230.0;150.0
201;Ghanees ;2020;200.0;85.0
202;Ghanees ;2021;180.0;45.0
203;Guinees ;2015;100.0;25.0
204;Guinees ;2016;135.0;30.0
205;Guinees ;2017;120.0;65.0
206;Guinees ;2018;90.0;60.0
207;Guinees ;2019;110.0;60.0
208;Guinees ;2020;85.0;45.0
209;Guinees ;2021;115.0;5.0
210;Hondurees ;2015;115.0;170.0
211;Hondurees ;2016;120.0;180.0
212;Hondurees ;2017;20.0;140.0
213;Hondurees ;2018;60.0;140.0
214;Hondurees ;2019;40.0;65.0
215;Hondurees ;2020;55.0;75.0
216;Hondurees ;2021;105.0;90.0
217;Indiaas ;2015;1370.0;95.0
218;Indiaas ;2016;2060.0;230.0
219;Indiaas ;2017;1590.0;125.0
220;Indiaas ;2018;1665.0;130.0
221;Indiaas ;2019;4185.0;170.0
222;Indiaas ;2020;1880.0;105.0
223;Indiaas ;2021;1105.0;60.0
224;Indonesisch ;2015;365.0;165.0
225;Indonesisch ;2016;385.0;185.0
226;Indonesisch ;2017;275.0;135.0
227;Indonesisch ;2018;300.0;115.0
228;Indonesisch ;2019;470.0;165.0
229;Indonesisch ;2020;460.0;220.0
230;Indonesisch ;2021;260.0;55.0
231;Iraaks ;2015;360.0;345.0
232;Iraaks ;2016;1165.0;780.0
233;Iraaks ;2017;1065.0;520.0
234;Iraaks ;2018;370.0;325.0
235;Iraaks ;2019;390.0;245.0
236;Iraaks ;2020;280.0;160.0
237;Iraaks ;2021;255.0;45.0
238;Iraans ;2015;270.0;140.0
239;Iraans ;2016;560.0;530.0
240;Iraans ;2017;925.0;195.0
241;Iraans ;2018;405.0;165.0
242;Iraans ;2019;585.0;255.0
243;Iraans ;2020;560.0;160.0
244;Iraans ;2021;725.0;30.0
245;Israëlisch ;2015;50.0;25.0
246;Israëlisch ;2016;95.0;30.0
247;Israëlisch ;2017;70.0;25.0
248;Israëlisch ;2018;75.0;20.0
249;Israëlisch ;2019;110.0;35.0
250;Israëlisch ;2020;95.0;25.0
251;Israëlisch ;2021;50.0;5.0
252;Ivoriaans ;2015;65.0;20.0
253;Ivoriaans ;2016;60.0;15.0
254;Ivoriaans ;2017;40.0;10.0
255;Ivoriaans ;2018;35.0;10.0
256;Ivoriaans ;2019;30.0;20.0
257;Ivoriaans ;2020;20.0;5.0
258;Ivoriaans ;2021;25.0;0.0
259;Japans ;2015;275.0;10.0
260;Japans ;2016;525.0;10.0
261;Japans ;2017;460.0;5.0
262;Japans ;2018;360.0;5.0
263;Japans ;2019;705.0;10.0
264;Japans ;2020;635.0;15.0
265;Japans ;2021;310.0;5.0
266;Kaapverdisch ;2015;55.0;15.0
267;Kaapverdisch ;2016;45.0;5.0
268;Kaapverdisch ;2017;30.0;10.0
269;Kaapverdisch ;2018;25.0;5.0
270;Kaapverdisch ;2019;25.0;15.0
271;Kaapverdisch ;2020;30.0;5.0
272;Kaapverdisch ;2021;15.0;0.0
273;Kameroens ;2015;70.0;30.0
274;Kameroens ;2016;65.0;15.0
275;Kameroens ;2017;45.0;15.0
276;Kameroens ;2018;55.0;15.0
277;Kameroens ;2019;45.0;15.0
278;Kameroens ;2020;40.0;15.0
279;Kameroens ;2021;45.0;0.0
280;Kazaks ;2015;25.0;50.0
281;Kazaks ;2016;35.0;20.0
282;Kazaks ;2017;35.0;20.0
283;Kazaks ;2018;35.0;15.0
284;Kazaks ;2019;40.0;15.0
285;Kazaks ;2020;60.0;35.0
286;Kazaks ;2021;40.0;5.0
287;Kosovaars ;2015;90.0;215.0
288;Kosovaars ;2016;260.0;285.0
289;Kosovaars ;2017;100.0;45.0
290;Kosovaars ;2018;60.0;25.0
291;Kosovaars ;2019;70.0;25.0
292;Kosovaars ;2020;65.0;15.0
293;Kosovaars ;2021;35.0;15.0
294;Libanees ;2015;45.0;35.0
295;Libanees ;2016;55.0;55.0
296;Libanees ;2017;60.0;30.0
297;Libanees ;2018;35.0;40.0
298;Libanees ;2019;45.0;35.0
299;Libanees ;2020;40.0;25.0
300;Libanees ;2021;80.0;5.0
301;Libisch ;2015;100.0;50.0
302;Libisch ;2016;105.0;45.0
303;Libisch ;2017;140.0;115.0
304;Libisch ;2018;105.0;125.0
305;Libisch ;2019;120.0;140.0
306;Libisch ;2020;100.0;50.0
307;Libisch ;2021;80.0;10.0
308;Macedonisch ;2015;85.0;60.0
309;Macedonisch ;2016;315.0;235.0
310;Macedonisch ;2017;170.0;85.0
311;Macedonisch ;2018;130.0;90.0
312;Macedonisch ;2019;210.0;95.0
313;Macedonisch ;2020;130.0;130.0
314;Macedonisch ;2021;55.0;45.0
315;Maleisisch ;2015;50.0;15.0
316;Maleisisch ;2016;90.0;15.0
317;Maleisisch ;2017;60.0;5.0
318;Maleisisch ;2018;35.0;10.0
319;Maleisisch ;2019;95.0;20.0
320;Maleisisch ;2020;75.0;20.0
321;Maleisisch ;2021;45.0;10.0
322;Marokkaans ;2015;825.0;150.0
323;Marokkaans ;2016;1010.0;280.0
324;Marokkaans ;2017;855.0;445.0
325;Marokkaans ;2018;870.0;365.0
326;Marokkaans ;2019;1235.0;380.0
327;Marokkaans ;2020;1095.0;270.0
328;Marokkaans ;2021;960.0;60.0
329;Mexicaans ;2015;115.0;45.0
330;Mexicaans ;2016;110.0;30.0
331;Mexicaans ;2017;90.0;35.0
332;Mexicaans ;2018;80.0;30.0
333;Mexicaans ;2019;150.0;45.0
334;Mexicaans ;2020;165.0;105.0
335;Mexicaans ;2021;95.0;35.0
336;Moldavisch ;2015;25.0;15.0
337;Moldavisch ;2016;30.0;25.0
338;Moldavisch ;2017;175.0;140.0
339;Moldavisch ;2018;245.0;415.0
340;Moldavisch ;2019;570.0;680.0
341;Moldavisch ;2020;145.0;295.0
342;Moldavisch ;2021;120.0;35.0
343;Mongools ;2015;330.0;560.0
344;Mongools ;2016;455.0;425.0
345;Mongools ;2017;45.0;65.0
346;Mongools ;2018;30.0;30.0
347;Mongools ;2019;40.0;25.0
348;Mongools ;2020;20.0;15.0
349;Mongools ;2021;20.0;5.0
350;Nepalees ;2015;145.0;45.0
351;Nepalees ;2016;150.0;20.0
352;Nepalees ;2017;50.0;15.0
353;Nepalees ;2018;50.0;15.0
354;Nepalees ;2019;40.0;15.0
355;Nepalees ;2020;40.0;15.0
356;Nepalees ;2021;30.0;0.0
357;Nicaraguaans ;2015;85.0;110.0
358;Nicaraguaans ;2016;95.0;105.0
359;Nicaraguaans ;2017;5.0;110.0
360;Nicaraguaans ;2018;30.0;110.0
361;Nicaraguaans ;2019;75.0;125.0
362;Nicaraguaans ;2020;40.0;45.0
363;Nicaraguaans ;2021;180.0;160.0
364;Nieuw-Zeelands ;2015;30.0;5.0
365;Nieuw-Zeelands ;2016;85.0;0.0
366;Nieuw-Zeelands ;2017;105.0;0.0
367;Nieuw-Zeelands ;2018;80.0;0.0
368;Nieuw-Zeelands ;2019;115.0;5.0
369;Nieuw-Zeelands ;2020;110.0;5.0
370;Nieuw-Zeelands ;2021;75.0;5.0
371;Nigeriaans ;2015;465.0;240.0
372;Nigeriaans ;2016;525.0;220.0
373;Nigeriaans ;2017;325.0;155.0
374;Nigeriaans ;2018;230.0;110.0
375;Nigeriaans ;2019;390.0;380.0
376;Nigeriaans ;2020;360.0;250.0
377;Nigeriaans ;2021;730.0;30.0
378;Oekraïens ;2015;680.0;530.0
379;Oekraïens ;2016;570.0;650.0
380;Oekraïens ;2017;315.0;190.0
381;Oekraïens ;2018;495.0;255.0
382;Oekraïens ;2019;445.0;290.0
383;Oekraïens ;2020;380.0;275.0
384;Oekraïens ;2021;345.0;85.0
385;Oezbeeks ;2015;20.0;10.0
386;Oezbeeks ;2016;20.0;5.0
387;Oezbeeks ;2017;25.0;10.0
388;Oezbeeks ;2018;20.0;10.0
389;Oezbeeks ;2019;35.0;25.0
390;Oezbeeks ;2020;65.0;35.0
391;Oezbeeks ;2021;50.0;25.0
392;Pakistaans ;2015;255.0;100.0
393;Pakistaans ;2016;240.0;60.0
394;Pakistaans ;2017;205.0;100.0
395;Pakistaans ;2018;150.0;75.0
396;Pakistaans ;2019;215.0;150.0
397;Pakistaans ;2020;200.0;90.0
398;Pakistaans ;2021;210.0;15.0
399;Paraguayaans ;2015;5.0;55.0
400;Paraguayaans ;2016;10.0;75.0
401;Paraguayaans ;2017;15.0;45.0
402;Paraguayaans ;2018;5.0;50.0
403;Paraguayaans ;2019;10.0;135.0
404;Paraguayaans ;2020;5.0;45.0
405;Paraguayaans ;2021;0.0;0.0
406;Peruaans ;2015;70.0;60.0
407;Peruaans ;2016;60.0;100.0
408;Peruaans ;2017;45.0;130.0
409;Peruaans ;2018;55.0;200.0
410;Peruaans ;2019;95.0;305.0
411;Peruaans ;2020;190.0;340.0
412;Peruaans ;2021;300.0;230.0
413;Russisch ;2015;365.0;145.0
414;Russisch ;2016;395.0;140.0
415;Russisch ;2017;345.0;200.0
416;Russisch ;2018;325.0;155.0
417;Russisch ;2019;500.0;225.0
418;Russisch ;2020;460.0;120.0
419;Russisch ;2021;310.0;30.0
420;Salvadoraans ;2015;65.0;100.0
421;Salvadoraans ;2016;85.0;105.0
422;Salvadoraans ;2017;20.0;25.0
423;Salvadoraans ;2018;25.0;25.0
424;Salvadoraans ;2019;45.0;50.0
425;Salvadoraans ;2020;25.0;20.0
426;Salvadoraans ;2021;55.0;30.0
427;Saoedi-Arabisch ;2015;45.0;20.0
428;Saoedi-Arabisch ;2016;65.0;20.0
429;Saoedi-Arabisch ;2017;60.0;10.0
430;Saoedi-Arabisch ;2018;80.0;15.0
431;Saoedi-Arabisch ;2019;95.0;35.0
432;Saoedi-Arabisch ;2020;65.0;10.0
433;Saoedi-Arabisch ;2021;30.0;5.0
434;Burger Servië ;2015;220.0;245.0
435;Burger Servië ;2016;755.0;610.0
436;Burger Servië ;2017;295.0;170.0
437;Burger Servië ;2018;215.0;130.0
438;Burger Servië ;2019;440.0;225.0
439;Burger Servië ;2020;170.0;110.0
440;Burger Servië ;2021;125.0;40.0
441;Sierra Leoons ;2015;95.0;5.0
442;Sierra Leoons ;2016;100.0;20.0
443;Sierra Leoons ;2017;80.0;20.0
444;Sierra Leoons ;2018;60.0;25.0
445;Sierra Leoons ;2019;50.0;30.0
446;Sierra Leoons ;2020;45.0;10.0
447;Sierra Leoons ;2021;70.0;0.0
448;Singaporees ;2015;40.0;5.0
449;Singaporees ;2016;65.0;5.0
450;Singaporees ;2017;50.0;0.0
451;Singaporees ;2018;30.0;5.0
452;Singaporees ;2019;65.0;5.0
453;Singaporees ;2020;50.0;5.0
454;Singaporees ;2021;25.0;0.0
455;Soedanees ;2015;105.0;45.0
456;Soedanees ;2016;110.0;50.0
457;Soedanees ;2017;110.0;65.0
458;Soedanees ;2018;80.0;70.0
459;Soedanees ;2019;95.0;105.0
460;Soedanees ;2020;75.0;70.0
461;Soedanees ;2021;60.0;5.0
462;Somalisch ;2015;250.0;55.0
463;Somalisch ;2016;245.0;70.0
464;Somalisch ;2017;180.0;50.0
465;Somalisch ;2018;90.0;45.0
466;Somalisch ;2019;70.0;65.0
467;Somalisch ;2020;55.0;35.0
468;Somalisch ;2021;85.0;5.0
469;Sri Lankaans ;2015;85.0;5.0
470;Sri Lankaans ;2016;65.0;5.0
471;Sri Lankaans ;2017;75.0;15.0
472;Sri Lankaans ;2018;35.0;15.0
473;Sri Lankaans ;2019;65.0;20.0
474;Sri Lankaans ;2020;35.0;10.0
475;Sri Lankaans ;2021;35.0;5.0
476;Surinaams ;2015;370.0;310.0
477;Surinaams ;2016;385.0;250.0
478;Surinaams ;2017;250.0;210.0
479;Surinaams ;2018;280.0;225.0
480;Surinaams ;2019;370.0;210.0
481;Surinaams ;2020;340.0;200.0
482;Surinaams ;2021;255.0;65.0
483;Syrisch ;2015;250.0;220.0
484;Syrisch ;2016;460.0;570.0
485;Syrisch ;2017;350.0;230.0
486;Syrisch ;2018;240.0;240.0
487;Syrisch ;2019;240.0;180.0
488;Syrisch ;2020;160.0;110.0
489;Syrisch ;2021;155.0;10.0
490;Tadzjikistaans ;2015;5.0;0.0
491;Tadzjikistaans ;2016;5.0;25.0
492;Tadzjikistaans ;2017;10.0;20.0
493;Tadzjikistaans ;2018;15.0;110.0
494;Tadzjikistaans ;2019;25.0;100.0
495;Tadzjikistaans ;2020;5.0;30.0
496;Tadzjikistaans ;2021;30.0;15.0
497;Taiwanees ;2015;50.0;5.0
498;Taiwanees ;2016;85.0;20.0
499;Taiwanees ;2017;80.0;20.0
500;Taiwanees ;2018;80.0;20.0
501;Taiwanees ;2019;145.0;5.0
502;Taiwanees ;2020;140.0;15.0
503;Taiwanees ;2021;75.0;0.0
504;Thais ;2015;140.0;55.0
505;Thais ;2016;135.0;35.0
506;Thais ;2017;115.0;15.0
507;Thais ;2018;90.0;35.0
508;Thais ;2019;135.0;70.0
509;Thais ;2020;160.0;65.0
510;Thais ;2021;110.0;25.0
511;Tunesisch ;2015;60.0;30.0
512;Tunesisch ;2016;100.0;40.0
513;Tunesisch ;2017;90.0;85.0
514;Tunesisch ;2018;110.0;100.0
515;Tunesisch ;2019;155.0;90.0
516;Tunesisch ;2020;145.0;35.0
517;Tunesisch ;2021;100.0;5.0
518;Turks ;2015;1615.0;300.0
519;Turks ;2016;1360.0;290.0
520;Turks ;2017;1150.0;215.0
521;Turks ;2018;1095.0;235.0
522;Turks ;2019;1220.0;320.0
523;Turks ;2020;1155.0;290.0
524;Turks ;2021;820.0;105.0
525;Ugandees ;2015;60.0;35.0
526;Ugandees ;2016;75.0;15.0
527;Ugandees ;2017;95.0;25.0
528;Ugandees ;2018;90.0;30.0
529;Ugandees ;2019;90.0;25.0
530;Ugandees ;2020;125.0;30.0
531;Ugandees ;2021;135.0;10.0
532;Venezolaans ;2015;60.0;55.0
533;Venezolaans ;2016;80.0;80.0
534;Venezolaans ;2017;95.0;70.0
535;Venezolaans ;2018;120.0;105.0
536;Venezolaans ;2019;140.0;115.0
537;Venezolaans ;2020;145.0;65.0
538;Venezolaans ;2021;180.0;30.0
539;Vietnamees ;2015;140.0;35.0
540;Vietnamees ;2016;190.0;40.0
541;Vietnamees ;2017;165.0;30.0
542;Vietnamees ;2018;185.0;15.0
543;Vietnamees ;2019;270.0;35.0
544;Vietnamees ;2020;270.0;20.0
545;Vietnamees ;2021;200.0;5.0
546;Wit-Russisch ;2015;60.0;30.0
547;Wit-Russisch ;2016;55.0;45.0
548;Wit-Russisch ;2017;40.0;50.0
549;Wit-Russisch ;2018;50.0;90.0
550;Wit-Russisch ;2019;60.0;135.0
551;Wit-Russisch ;2020;60.0;95.0
552;Wit-Russisch ;2021;55.0;10.0
553;Zuid-Afrikaans ;2015;145.0;40.0
554;Zuid-Afrikaans ;2016;170.0;35.0
555;Zuid-Afrikaans ;2017;135.0;25.0
556;Zuid-Afrikaans ;2018;100.0;5.0
557;Zuid-Afrikaans ;2019;185.0;25.0
558;Zuid-Afrikaans ;2020;155.0;35.0
559;Zuid-Afrikaans ;2021;145.0;0.0
560;Zuid-Koreaans ;2015;210.0;15.0
561;Zuid-Koreaans ;2016;240.0;5.0
562;Zuid-Koreaans ;2017;275.0;10.0
563;Zuid-Koreaans ;2018;125.0;10.0
564;Zuid-Koreaans ;2019;390.0;20.0
565;Zuid-Koreaans ;2020;485.0;50.0
566;Zuid-Koreaans ;2021;275.0;10.0
567;Onbekend;2015;465.0;120.0
568;Onbekend;2016;370.0;145.0
569;Onbekend;2017;300.0;110.0
570;Onbekend;2018;225.0;90.0
571;Onbekend;2019;395.0;190.0
572;Onbekend;2020;150.0;65.0
573;Onbekend;2021;10.0;0.0
574;Staatloos;2015;150.0;45.0
575;Staatloos;2016;100.0;95.0
576;Staatloos;2017;105.0;15.0
577;Staatloos;2018;35.0;30.0
578;Staatloos;2019;60.0;25.0
579;Staatloos;2020;55.0;15.0
580;Staatloos;2021;50.0;0.0
