ID;Inkomensbestanddelen;KenmerkenVanHuishoudens;Perioden;AantalHuishoudens_1;Percentage_2;Bedrag_3;GemiddeldBedrag_4;AandeelInBrutoInkomen_5
68;Primair inkomen;Drie of meer volwassenen met kind;1992;286;98.9;12237.0;42.9;84.6
69;Primair inkomen;Drie of meer volwassenen met kind;1993;275;98.3;11844.0;43.0;84.4
70;Primair inkomen;Drie of meer volwassenen met kind;1994;271;98.6;11788.0;43.5;85.0
71;Primair inkomen;Drie of meer volwassenen met kind;1995;264;98.6;11847.0;44.9;85.6
72;Primair inkomen;Drie of meer volwassenen met kind;1996;262;99.0;12099.0;46.2;86.1
73;Primair inkomen;Drie of meer volwassenen met kind;1997;259;99.3;12467.0;48.1;87.1
74;Primair inkomen;Drie of meer volwassenen met kind;1998;256;99.4;12723.0;49.7;87.2
75;Primair inkomen;Drie of meer volwassenen met kind;1999;255;99.6;13379.0;52.5;88.4
76;Primair inkomen;Drie of meer volwassenen met kind;2000;256;99.4;14505.0;56.6;88.0
77;Primair inkomen;Zonder minderjarige kinderen;1990;2095;88.5;62553.0;29.9;72.5
78;Primair inkomen;Zonder minderjarige kinderen;1991;2157;88.2;67525.0;31.3;72.9
79;Primair inkomen;Zonder minderjarige kinderen;1992;2194;88.4;71770.0;32.7;72.6
80;Primair inkomen;Zonder minderjarige kinderen;1993;2215;88.4;72067.0;32.5;71.8
81;Primair inkomen;Zonder minderjarige kinderen;1994;2239;88.4;72763.0;32.5;71.9
82;Primair inkomen;Zonder minderjarige kinderen;1995;2278;88.9;75736.0;33.2;72.6
83;Primair inkomen;Zonder minderjarige kinderen;1996;2305;89.0;77899.0;33.8;72.7
84;Primair inkomen;Zonder minderjarige kinderen;1997;2345;89.8;80519.0;34.3;73.3
85;Primair inkomen;Zonder minderjarige kinderen;1998;2365;90.0;84402.0;35.7;74.1
86;Primair inkomen;Zonder minderjarige kinderen;1999;2378;89.9;89974.0;37.8;75.1
87;Primair inkomen;Zonder minderjarige kinderen;2000;2378;90.0;93136.0;39.2;74.4
88;Primair inkomen;Twee volwassenen zonder kind;1990;1500;85.1;38643.0;25.8;68.1
89;Primair inkomen;Twee volwassenen zonder kind;1991;1571;84.9;43058.0;27.4;68.8
90;Primair inkomen;Twee volwassenen zonder kind;1992;1610;85.2;46008.0;28.6;68.5
91;Primair inkomen;Twee volwassenen zonder kind;1993;1648;85.4;47091.0;28.6;67.8
92;Primair inkomen;Twee volwassenen zonder kind;1994;1687;85.5;48583.0;28.8;68.1
93;Primair inkomen;Twee volwassenen zonder kind;1995;1744;86.3;51796.0;29.7;69.0
94;Primair inkomen;Twee volwassenen zonder kind;1996;1793;86.5;54194.0;30.2;69.1
95;Primair inkomen;Twee volwassenen zonder kind;1997;1852;87.6;56673.0;30.6;69.5
96;Primair inkomen;Twee volwassenen zonder kind;1998;1886;88.0;60395.0;32.0;70.5
97;Primair inkomen;Twee volwassenen zonder kind;1999;1903;87.9;64746.0;34.0;71.6
98;Primair inkomen;Twee volwassenen zonder kind;2000;1910;88.0;66831.0;35.0;70.6
99;Primair inkomen;Drie of meer volwassenen zonder kind;1990;595;98.5;23910.0;40.2;80.8
100;Primair inkomen;Drie of meer volwassenen zonder kind;1991;586;98.5;24468.0;41.8;81.2
101;Primair inkomen;Drie of meer volwassenen zonder kind;1992;584;98.7;25762.0;44.1;81.3
102;Primair inkomen;Drie of meer volwassenen zonder kind;1993;567;98.6;24976.0;44.1;81.1
103;Primair inkomen;Drie of meer volwassenen zonder kind;1994;553;98.6;24180.0;43.8;81.0
104;Primair inkomen;Drie of meer volwassenen zonder kind;1995;534;98.6;23940.0;44.8;81.7
105;Primair inkomen;Drie of meer volwassenen zonder kind;1996;512;98.9;23706.0;46.3;82.6
106;Primair inkomen;Drie of meer volwassenen zonder kind;1997;493;99.1;23846.0;48.3;84.1
107;Primair inkomen;Drie of meer volwassenen zonder kind;1998;479;99.0;24007.0;50.2;84.9
108;Primair inkomen;Drie of meer volwassenen zonder kind;1999;475;99.2;25229.0;53.1;86.1
109;Primair inkomen;Drie of meer volwassenen zonder kind;2000;468;99.2;26305.0;56.2;86.1
110;Primair inkomen;Winst;1990;323;100.0;14371.0;44.5;92.9
111;Primair inkomen;Winst;1991;312;100.0;14015.0;44.9;93.2
112;Primair inkomen;Winst;1992;315;100.0;14065.0;44.6;92.9
113;Primair inkomen;Winst;1993;310;100.0;12850.0;41.5;92.4
114;Primair inkomen;Winst;1994;313;100.0;13183.0;42.2;92.6
115;Primair inkomen;Winst;1995;338;100.0;15021.0;44.4;93.1
116;Primair inkomen;Winst;1996;322;100.0;14475.0;45.0;93.2
117;Primair inkomen;Winst;1997;327;100.0;15099.0;46.1;93.6
118;Primair inkomen;Winst;1998;335;100.0;15779.0;47.1;93.7
119;Primair inkomen;Winst;1999;331;100.0;16389.0;49.6;93.9
120;Primair inkomen;Winst;2000;336;100.0;16939.0;50.5;93.7
121;Primair inkomen;Loon;1990;3355;99.9;111008.0;33.1;91.7
122;Primair inkomen;Loon;1991;3416;99.9;118232.0;34.6;91.9
123;Primair inkomen;Loon;1992;3462;99.9;125931.0;36.4;91.8
124;Primair inkomen;Loon;1993;3481;99.9;127825.0;36.7;91.6
125;Primair inkomen;Loon;1994;3466;99.9;128534.0;37.1;92.0
126;Primair inkomen;Loon;1995;3514;100.0;131981.0;37.6;92.5
127;Primair inkomen;Loon;1996;3621;99.9;136703.0;37.8;92.7
128;Primair inkomen;Loon;1997;3715;100.0;141932.0;38.2;93.3
129;Primair inkomen;Loon;1998;3842;100.0;151100.0;39.3;93.5
130;Primair inkomen;Loon;1999;3942;100.0;162320.0;41.2;94.1
131;Primair inkomen;Loon;2000;4023;100.0;172506.0;42.9;93.8
132;Primair inkomen;Pensioen;1990;898;62.5;5120.0;5.7;18.4
133;Primair inkomen;Pensioen;1991;893;60.9;5493.0;6.2;18.5
134;Primair inkomen;Pensioen;1992;911;61.0;5918.0;6.5;18.6
135;Primair inkomen;Pensioen;1993;923;60.8;5831.0;6.3;17.7
136;Primair inkomen;Pensioen;1994;943;60.8;5744.0;6.1;17.1
137;Primair inkomen;Pensioen;1995;957;61.0;5685.0;5.9;16.6
138;Primair inkomen;Pensioen;1996;970;61.0;5708.0;5.9;16.0
139;Primair inkomen;Pensioen;1997;1015;62.7;5824.0;5.7;15.6
140;Primair inkomen;Pensioen;1998;1029;63.3;6083.0;5.9;15.8
141;Primair inkomen;Pensioen;1999;997;61.0;6674.0;6.7;16.6
142;Primair inkomen;Pensioen;2000;1039;62.4;6892.0;6.6;16.0
143;Primair inkomen;Uitkering;1990;530;58.3;2087.0;3.9;15.3
144;Primair inkomen;Uitkering;1991;531;57.4;2175.0;4.1;15.0
145;Primair inkomen;Uitkering;1992;558;59.1;2375.0;4.3;15.0
146;Primair inkomen;Uitkering;1993;574;58.3;2337.0;4.1;14.3
147;Primair inkomen;Uitkering;1994;601;59.1;2425.0;4.0;14.3
148;Primair inkomen;Uitkering;1995;601;60.3;2468.0;4.1;14.7
149;Primair inkomen;Uitkering;1996;567;60.2;2273.0;4.0;13.9
150;Primair inkomen;Uitkering;1997;554;62.2;2175.0;3.9;13.8
151;Primair inkomen;Uitkering;1998;518;61.8;1808.0;3.5;12.5
152;Primair inkomen;Uitkering;1999;496;62.8;1743.0;3.5;12.5
153;Primair inkomen;Uitkering;2000;465;61.1;1993.0;4.3;13.8
154;Primair inkomen;Overige inkomsten;1990;101;99.5;4485.0;44.5;94.7
155;Primair inkomen;Overige inkomsten;1991;89;99.5;4364.0;49.3;94.3
156;Primair inkomen;Overige inkomsten;1992;92;99.6;4629.0;50.4;94.0
157;Primair inkomen;Overige inkomsten;1993;102;98.7;5027.0;49.2;93.8
158;Primair inkomen;Overige inkomsten;1994;104;100.0;5222.0;50.4;93.5
159;Primair inkomen;Overige inkomsten;1995;128;99.8;6470.0;50.4;93.4
160;Primair inkomen;Overige inkomsten;1996;139;99.1;6863.0;49.4;93.1
161;Primair inkomen;Overige inkomsten;1997;151;99.9;7380.0;49.0;93.7
162;Primair inkomen;Overige inkomsten;1998;142;99.6;7115.0;50.3;93.5
163;Primair inkomen;Overige inkomsten;1999;156;99.5;8131.0;52.0;94.1
164;Primair inkomen;Overige inkomsten;2000;154;99.7;8613.0;56.1;94.2
165;Primair inkomen;Leeftijd tot 25 jaar;1990;344;84.3;3929.0;11.4;77.2
166;Primair inkomen;Leeftijd tot 25 jaar;1991;355;85.1;4237.0;11.9;77.9
167;Primair inkomen;Leeftijd tot 25 jaar;1992;350;84.9;4408.0;12.6;77.9
168;Primair inkomen;Leeftijd tot 25 jaar;1993;345;84.4;4229.0;12.3;76.5
169;Primair inkomen;Leeftijd tot 25 jaar;1994;316;83.0;3667.0;11.6;74.7
170;Primair inkomen;Leeftijd tot 25 jaar;1995;303;84.3;3487.0;11.5;77.1
171;Primair inkomen;Leeftijd tot 25 jaar;1996;303;86.9;3504.0;11.6;79.2
172;Primair inkomen;Leeftijd tot 25 jaar;1997;305;89.5;3360.0;11.0;79.7
173;Primair inkomen;Leeftijd tot 25 jaar;1998;306;90.1;3510.0;11.5;80.2
174;Primair inkomen;Leeftijd tot 25 jaar;1999;317;91.1;3937.0;12.4;81.3
175;Primair inkomen;Leeftijd tot 25 jaar;2000;321;92.0;4343.0;13.5;82.4
176;Primair inkomen;Leeftijd 25 tot 35 jaar;1990;1229;92.3;33481.0;27.2;89.6
177;Primair inkomen;Leeftijd 25 tot 35 jaar;1991;1231;92.1;35595.0;28.9;89.6
178;Primair inkomen;Leeftijd 25 tot 35 jaar;1992;1250;92.4;37335.0;29.9;89.3
179;Primair inkomen;Leeftijd 25 tot 35 jaar;1993;1254;91.8;37471.0;29.9;89.0
180;Primair inkomen;Leeftijd 25 tot 35 jaar;1994;1260;91.8;37731.0;30.0;88.9
181;Primair inkomen;Leeftijd 25 tot 35 jaar;1995;1281;92.3;38883.0;30.4;89.7
182;Primair inkomen;Leeftijd 25 tot 35 jaar;1996;1293;93.4;39921.0;30.9;90.4
183;Primair inkomen;Leeftijd 25 tot 35 jaar;1997;1309;94.3;40970.0;31.3;91.6
184;Primair inkomen;Leeftijd 25 tot 35 jaar;1998;1312;94.7;42671.0;32.5;92.2
185;Primair inkomen;Leeftijd 25 tot 35 jaar;1999;1318;95.5;44678.0;33.9;93.2
186;Primair inkomen;Leeftijd 25 tot 35 jaar;2000;1296;95.3;46252.0;35.7;93.4
187;Primair inkomen;Leeftijd 35 tot 45 jaar;1990;1241;94.2;41092.0;33.1;87.9
188;Primair inkomen;Leeftijd 35 tot 45 jaar;1991;1218;93.9;41596.0;34.2;87.7
189;Primair inkomen;Leeftijd 35 tot 45 jaar;1992;1223;94.4;43387.0;35.5;87.6
190;Primair inkomen;Leeftijd 35 tot 45 jaar;1993;1217;93.7;43128.0;35.4;87.0
191;Primair inkomen;Leeftijd 35 tot 45 jaar;1994;1229;93.7;43757.0;35.6;87.3
192;Primair inkomen;Leeftijd 35 tot 45 jaar;1995;1260;94.1;45408.0;36.0;88.0
193;Primair inkomen;Leeftijd 35 tot 45 jaar;1996;1279;94.0;46479.0;36.3;88.2
194;Primair inkomen;Leeftijd 35 tot 45 jaar;1997;1307;94.7;48435.0;37.1;89.1
195;Primair inkomen;Leeftijd 35 tot 45 jaar;1998;1333;95.1;51113.0;38.3;90.0
196;Primair inkomen;Leeftijd 35 tot 45 jaar;1999;1354;95.7;54568.0;40.3;90.7
197;Primair inkomen;Leeftijd 35 tot 45 jaar;2000;1380;95.8;57898.0;42.0;90.7
198;Primair inkomen;Leeftijd 45 tot 55 jaar;1990;913;93.9;34354.0;37.6;85.4
199;Primair inkomen;Leeftijd 45 tot 55 jaar;1991;970;93.7;37956.0;39.1;86.0
200;Primair inkomen;Leeftijd 45 tot 55 jaar;1992;1030;94.2;42000.0;40.8;86.1
201;Primair inkomen;Leeftijd 45 tot 55 jaar;1993;1070;94.4;43543.0;40.7;85.9
202;Primair inkomen;Leeftijd 45 tot 55 jaar;1994;1099;94.1;44600.0;40.6;85.9
203;Primair inkomen;Leeftijd 45 tot 55 jaar;1995;1134;94.1;47200.0;41.6;86.6
204;Primair inkomen;Leeftijd 45 tot 55 jaar;1996;1171;94.7;49163.0;42.0;86.9
205;Primair inkomen;Leeftijd 45 tot 55 jaar;1997;1211;95.1;51978.0;42.9;87.7
206;Primair inkomen;Leeftijd 45 tot 55 jaar;1998;1235;95.1;54185.0;43.9;88.4
207;Primair inkomen;Leeftijd 45 tot 55 jaar;1999;1252;95.1;58311.0;46.6;89.4
208;Primair inkomen;Leeftijd 45 tot 55 jaar;2000;1287;95.3;62655.0;48.7;89.3
209;Primair inkomen;Leeftijd 55 tot 65 jaar;1990;699;84.1;17128.0;24.5;60.3
210;Primair inkomen;Leeftijd 55 tot 65 jaar;1991;697;83.3;17549.0;25.2;59.6
211;Primair inkomen;Leeftijd 55 tot 65 jaar;1992;697;83.0;17882.0;25.7;58.3
212;Primair inkomen;Leeftijd 55 tot 65 jaar;1993;708;82.8;18012.0;25.5;57.6
213;Primair inkomen;Leeftijd 55 tot 65 jaar;1994;718;83.0;18112.0;25.2;57.3
214;Primair inkomen;Leeftijd 55 tot 65 jaar;1995;740;84.6;19318.0;26.1;59.1
215;Primair inkomen;Leeftijd 55 tot 65 jaar;1996;741;84.1;19870.0;26.8;59.6
216;Primair inkomen;Leeftijd 55 tot 65 jaar;1997;762;85.4;20567.0;27.0;60.5
217;Primair inkomen;Leeftijd 55 tot 65 jaar;1998;784;86.1;22746.0;29.0;63.5
218;Primair inkomen;Leeftijd 55 tot 65 jaar;1999;809;87.1;25427.0;31.4;66.5
219;Primair inkomen;Leeftijd 55 tot 65 jaar;2000;834;87.2;27324.0;32.8;65.9
220;Primair inkomen;Leeftijd 65 jaar en ouder;1990;781;61.6;7087.0;9.1;28.4
221;Primair inkomen;Leeftijd 65 jaar en ouder;1991;769;59.7;7346.0;9.6;27.8
222;Primair inkomen;Leeftijd 65 jaar en ouder;1992;788;59.9;7906.0;10.0;27.9
223;Primair inkomen;Leeftijd 65 jaar en ouder;1993;797;59.5;7485.0;9.4;25.9
224;Primair inkomen;Leeftijd 65 jaar en ouder;1994;804;59.3;7241.0;9.0;24.9
225;Primair inkomen;Leeftijd 65 jaar en ouder;1995;821;59.3;7331.0;8.9;24.4
226;Primair inkomen;Leeftijd 65 jaar en ouder;1996;832;59.1;7085.0;8.5;22.7
227;Primair inkomen;Leeftijd 65 jaar en ouder;1997;868;60.8;7100.0;8.2;21.8
228;Primair inkomen;Leeftijd 65 jaar en ouder;1998;895;61.8;7660.0;8.6;22.3
229;Primair inkomen;Leeftijd 65 jaar en ouder;1999;873;59.4;8337.0;9.6;23.0
230;Primair inkomen;Leeftijd 65 jaar en ouder;2000;899;60.5;8472.0;9.4;22.2
231;Primair inkomen;Laagste 10%-groep van bruto inkomens;1990;314;51.3;346.0;1.1;9.8
232;Primair inkomen;Laagste 10%-groep van bruto inkomens;1991;326;52.5;486.0;1.5;13.1
233;Primair inkomen;Laagste 10%-groep van bruto inkomens;1992;332;52.7;379.0;1.1;9.9
234;Primair inkomen;Laagste 10%-groep van bruto inkomens;1993;341;53.3;273.0;0.8;7.4
235;Primair inkomen;Laagste 10%-groep van bruto inkomens;1994;345;53.5;505.0;1.5;12.5
236;Primair inkomen;Laagste 10%-groep van bruto inkomens;1995;343;52.4;670.0;2.0;15.3
237;Primair inkomen;Laagste 10%-groep van bruto inkomens;1996;373;56.4;563.0;1.5;13.3
238;Primair inkomen;Laagste 10%-groep van bruto inkomens;1997;395;58.9;862.0;2.2;18.7
239;Primair inkomen;Laagste 10%-groep van bruto inkomens;1998;407;60.0;382.0;0.9;8.6
240;Primair inkomen;Laagste 10%-groep van bruto inkomens;1999;415;60.6;550.0;1.3;11.8
241;Primair inkomen;Laagste 10%-groep van bruto inkomens;2000;418;60.3;713.0;1.7;13.6
242;Primair inkomen;2e 10%-groep van bruto inkomens;1990;304;49.6;1197.0;3.9;17.6
243;Primair inkomen;2e 10%-groep van bruto inkomens;1991;281;45.2;1153.0;4.1;16.1
244;Primair inkomen;2e 10%-groep van bruto inkomens;1992;299;47.4;1322.0;4.4;17.3
245;Primair inkomen;2e 10%-groep van bruto inkomens;1993;298;46.5;1328.0;4.5;17.2
246;Primair inkomen;2e 10%-groep van bruto inkomens;1994;295;45.7;1359.0;4.6;17.3
247;Primair inkomen;2e 10%-groep van bruto inkomens;1995;311;47.5;1370.0;4.4;17.0
248;Primair inkomen;2e 10%-groep van bruto inkomens;1996;311;46.9;1452.0;4.7;17.2
249;Primair inkomen;2e 10%-groep van bruto inkomens;1997;338;50.5;1768.0;5.2;20.0
250;Primair inkomen;2e 10%-groep van bruto inkomens;1998;346;50.9;1839.0;5.3;19.9
251;Primair inkomen;2e 10%-groep van bruto inkomens;1999;334;48.7;2000.0;6.0;20.6
252;Primair inkomen;2e 10%-groep van bruto inkomens;2000;354;51.0;2200.0;6.2;21.3
253;Primair inkomen;3e 10%-groep van bruto inkomens;1990;420;68.5;2744.0;6.5;30.0
254;Primair inkomen;3e 10%-groep van bruto inkomens;1991;408;65.8;2790.0;6.8;28.9
255;Primair inkomen;3e 10%-groep van bruto inkomens;1992;416;66.0;2975.0;7.2;29.1
256;Primair inkomen;3e 10%-groep van bruto inkomens;1993;414;64.7;2859.0;6.9;27.6
257;Primair inkomen;3e 10%-groep van bruto inkomens;1994;420;65.0;2760.0;6.6;26.7
258;Primair inkomen;3e 10%-groep van bruto inkomens;1995;442;67.5;3124.0;7.1;29.4
259;Primair inkomen;3e 10%-groep van bruto inkomens;1996;444;67.1;3269.0;7.4;29.6
260;Primair inkomen;3e 10%-groep van bruto inkomens;1997;465;69.4;3604.0;7.7;31.5
261;Primair inkomen;3e 10%-groep van bruto inkomens;1998;485;71.5;4177.0;8.6;34.8
262;Primair inkomen;3e 10%-groep van bruto inkomens;1999;490;71.5;4619.0;9.4;36.6
263;Primair inkomen;3e 10%-groep van bruto inkomens;2000;505;72.8;5174.0;10.2;38.5
264;Primair inkomen;4e 10%-groep van bruto inkomens;1990;538;87.8;6391.0;11.9;54.0
265;Primair inkomen;4e 10%-groep van bruto inkomens;1991;545;87.8;6749.0;12.4;53.9
266;Primair inkomen;4e 10%-groep van bruto inkomens;1992;551;87.3;7045.0;12.8;53.3
267;Primair inkomen;4e 10%-groep van bruto inkomens;1993;550;85.9;6869.0;12.5;51.3
268;Primair inkomen;4e 10%-groep van bruto inkomens;1994;546;84.7;6550.0;12.0;49.1
269;Primair inkomen;4e 10%-groep van bruto inkomens;1995;562;85.9;6924.0;12.3;50.7
270;Primair inkomen;4e 10%-groep van bruto inkomens;1996;571;86.2;7212.0;12.6;51.0
271;Primair inkomen;4e 10%-groep van bruto inkomens;1997;586;87.4;7529.0;12.8;51.8
272;Primair inkomen;4e 10%-groep van bruto inkomens;1998;601;88.5;8202.0;13.7;54.0
273;Primair inkomen;4e 10%-groep van bruto inkomens;1999;610;89.0;9078.0;14.9;56.9
274;Primair inkomen;4e 10%-groep van bruto inkomens;2000;616;88.7;9639.0;15.7;56.9
275;Primair inkomen;5e 10%-groep van bruto inkomens;1990;585;95.4;10055.0;17.2;68.7
276;Primair inkomen;5e 10%-groep van bruto inkomens;1991;592;95.3;10664.0;18.0;68.7
277;Primair inkomen;5e 10%-groep van bruto inkomens;1992;601;95.3;11130.0;18.5;67.7
278;Primair inkomen;5e 10%-groep van bruto inkomens;1993;606;94.6;11158.0;18.4;66.7
279;Primair inkomen;5e 10%-groep van bruto inkomens;1994;609;94.4;11021.0;18.1;65.9
280;Primair inkomen;5e 10%-groep van bruto inkomens;1995;621;94.8;11366.0;18.3;66.3
281;Primair inkomen;5e 10%-groep van bruto inkomens;1996;627;94.8;11731.0;18.7;66.4
282;Primair inkomen;5e 10%-groep van bruto inkomens;1997;641;95.6;12033.0;18.8;66.6
283;Primair inkomen;5e 10%-groep van bruto inkomens;1998;650;95.9;12630.0;19.4;67.1
284;Primair inkomen;5e 10%-groep van bruto inkomens;1999;658;95.9;13684.0;20.8;69.1
285;Primair inkomen;5e 10%-groep van bruto inkomens;2000;666;96.0;14255.0;21.4;68.1
286;Primair inkomen;6e 10%-groep van bruto inkomens;1990;601;98.1;13248.0;22.0;76.1
287;Primair inkomen;6e 10%-groep van bruto inkomens;1991;610;98.2;13993.0;22.9;75.7
288;Primair inkomen;6e 10%-groep van bruto inkomens;1992;620;98.3;14808.0;23.9;75.1
289;Primair inkomen;6e 10%-groep van bruto inkomens;1993;627;98.0;14755.0;23.5;73.6
290;Primair inkomen;6e 10%-groep van bruto inkomens;1994;635;98.4;14820.0;23.3;73.6
291;Primair inkomen;6e 10%-groep van bruto inkomens;1995;645;98.5;15405.0;23.9;74.5
292;Primair inkomen;6e 10%-groep van bruto inkomens;1996;651;98.4;15864.0;24.4;74.6
293;Primair inkomen;6e 10%-groep van bruto inkomens;1997;660;98.5;16193.0;24.5;74.4
294;Primair inkomen;6e 10%-groep van bruto inkomens;1998;669;98.6;17150.0;25.6;75.6
295;Primair inkomen;6e 10%-groep van bruto inkomens;1999;676;98.6;18258.0;27.0;76.4
296;Primair inkomen;6e 10%-groep van bruto inkomens;2000;684;98.5;19140.0;28.0;75.8
297;Primair inkomen;7e 10%-groep van bruto inkomens;1990;609;99.4;16372.0;26.9;79.9
298;Primair inkomen;7e 10%-groep van bruto inkomens;1991;617;99.4;17359.0;28.1;80.0
299;Primair inkomen;7e 10%-groep van bruto inkomens;1992;628;99.5;18443.0;29.4;79.6
