ID;RegioS;Perioden;InGebruikGenomenWindmolens_1;UitGebruikGenomenWindmolens_2;OpgesteldeWindmolensEindeVanJaar_3;InGebruikGenomenRotoroppervlak_4;UitGebruikGenomenRotoroppervlak_5;OpgesteldRotoroppervlakEindeJaar_6;InGebruikGenomenVermogen_7;UitGebruikGenomenVermogen_8;OpgesteldVermogenEindeJaar_9;GenormaliseerdeProductie_10;NietGenormaliseerdeProductie_11;Productiefactor_12;ProductiePerRotoroppervlak_13;AantalVollasturen_14
248;Utrecht (PV);2000;;;;;;;;;;;;;;
249;Utrecht (PV);2001;;;;;;;;;;;;;;
250;Utrecht (PV);2002;;1.0;1.0;;0.0;0.0;;0.0;0.0;;;;;
251;Utrecht (PV);2003;;;1.0;;;0.0;;;0.0;;;;;
252;Utrecht (PV);2004;1.0;;2.0;0.0;;0.0;0.0;;0.0;;;;;
253;Utrecht (PV);2005;;;2.0;;;0.0;;;0.0;;;;;
254;Utrecht (PV);2006;;;2.0;;;0.0;;;0.0;;;;;
255;Utrecht (PV);2007;3.0;;5.0;15.0;;15.0;6.0;;6.0;;;;;
256;Utrecht (PV);2008;;1.0;4.0;;0.0;15.0;;0.0;6.0;;;;;
257;Utrecht (PV);2009;1.0;;5.0;6.0;;22.0;3.0;;9.0;;;;;
258;Utrecht (PV);2010;;;5.0;;;22.0;;;9.0;;;;;
259;Utrecht (PV);2011;;;5.0;;;22.0;;;9.0;;;;;
260;Utrecht (PV);2012;;;5.0;;;22.0;;;9.0;18.0;19.0;23.2;854.0;2039.0
261;Utrecht (PV);2013;;;8.0;;;41.0;;;15.0;23.0;25.0;25.3;877.0;2220.0
262;Utrecht (PV);2014;;;8.0;;;41.0;;;15.0;28.0;28.0;21.3;691.0;1868.0
263;Utrecht (PV);2015;;;13.0;;;73.0;;;25.0;54.0;59.0;26.9;815.0;2357.0
264;Utrecht (PV);2016;;;13.0;;;73.0;;;25.0;51.0;50.0;22.8;694.0;2007.0
265;Utrecht (PV);2017;;;16.0;;;113.0;;;34.0;49.0;54.0;23.8;709.0;2085.0
266;Utrecht (PV);2018;;0.0;16.0;;0.0;113.0;;0.0;34.0;74.0;78.0;26.1;689.0;2284.0
267;Utrecht (PV);2019;0.0;0.0;16.0;0.0;0.0;113.0;0.0;0.0;34.0;78.0;83.0;27.8;736.0;2439.0
268;Utrecht (PV);2020;1.0;1.0;16.0;0.0;0.0;113.0;0.0;0.0;34.0;88.0;96.0;32.0;849.0;2814.0
269;Utrecht (PV);2021;0.0;0.0;16.0;0.0;0.0;113.0;0.0;0.0;34.0;76.0;73.0;24.3;642.0;2132.0
270;Utrecht (PV);2022;0.0;0.0;16.0;0.0;0.0;113.0;0.0;0.0;34.0;76.0;78.0;26.3;693.0;2301.0
271;Utrecht (PV);2023;0.0;0.0;16.0;0.0;0.0;113.0;0.0;0.0;34.0;83.0;94.0;31.3;827.0;2745.0
272;Noord-Holland (PV);1990;2.0;;68.0;1.0;;21.0;0.0;;10.0;;;;;
273;Noord-Holland (PV);1991;5.0;1.0;72.0;2.0;0.0;23.0;1.0;0.0;11.0;;;;;
274;Noord-Holland (PV);1992;17.0;3.0;86.0;11.0;0.0;34.0;6.0;0.0;17.0;;;;;
275;Noord-Holland (PV);1993;5.0;;91.0;2.0;;36.0;1.0;;18.0;;;;;
276;Noord-Holland (PV);1994;24.0;10.0;105.0;12.0;3.0;44.0;4.0;1.0;21.0;;;;;
277;Noord-Holland (PV);1995;49.0;17.0;137.0;22.0;7.0;60.0;8.0;4.0;25.0;;;;;
278;Noord-Holland (PV);1996;31.0;7.0;161.0;23.0;2.0;81.0;8.0;1.0;33.0;;;;;
279;Noord-Holland (PV);1997;21.0;1.0;181.0;17.0;0.0;97.0;6.0;0.0;39.0;;;;;
280;Noord-Holland (PV);1998;14.0;;195.0;17.0;;114.0;7.0;;45.0;;;;;
281;Noord-Holland (PV);1999;22.0;1.0;216.0;29.0;0.0;143.0;12.0;0.0;57.0;;;;;
282;Noord-Holland (PV);2000;11.0;;227.0;16.0;;160.0;6.0;;63.0;;;;;
283;Noord-Holland (PV);2001;19.0;1.0;245.0;31.0;0.0;191.0;12.0;0.0;75.0;;;;;
284;Noord-Holland (PV);2002;20.0;15.0;250.0;51.0;11.0;231.0;24.0;5.0;93.0;174.0;162.0;22.7;785.0;1987.0
285;Noord-Holland (PV);2003;48.0;19.0;279.0;130.0;7.0;354.0;58.0;2.0;150.0;241.0;234.0;20.5;751.0;1798.0
286;Noord-Holland (PV);2004;30.0;22.0;287.0;84.0;8.0;430.0;37.0;3.0;183.0;338.0;359.0;23.7;887.0;2084.0
287;Noord-Holland (PV);2005;14.0;23.0;278.0;57.0;5.0;481.0;25.0;2.0;206.0;356.0;362.0;21.5;807.0;1886.0
288;Noord-Holland (PV);2006;16.0;4.0;290.0;40.0;3.0;519.0;18.0;1.0;223.0;412.0;444.0;23.5;885.0;2061.0
289;Noord-Holland (PV);2007;19.0;6.0;303.0;71.0;17.0;574.0;31.0;6.0;249.0;467.0;508.0;24.4;921.0;2135.0
290;Noord-Holland (PV);2008;22.0;20.0;305.0;84.0;19.0;639.0;37.0;8.0;278.0;528.0;578.0;25.8;982.0;2263.0
291;Noord-Holland (PV);2009;11.0;1.0;315.0;23.0;0.0;662.0;9.0;0.0;287.0;549.0;563.0;22.7;863.0;1987.0
292;Noord-Holland (PV);2010;10.0;3.0;322.0;34.0;2.0;693.0;20.0;1.0;306.0;559.0;496.0;19.3;738.0;1691.0
293;Noord-Holland (PV);2011;9.0;12.0;319.0;48.0;10.0;732.0;23.0;4.0;326.0;636.0;685.0;25.1;973.0;2202.0
294;Noord-Holland (PV);2012;10.0;;329.0;38.0;;770.0;21.0;;347.0;689.0;696.0;23.3;918.0;2049.0
295;Noord-Holland (PV);2013;3.0;4.0;328.0;20.0;2.0;787.0;7.0;1.0;353.0;732.0;768.0;25.1;990.0;2199.0
296;Noord-Holland (PV);2014;1.0;;329.0;2.0;;789.0;1.0;;354.0;759.0;757.0;24.5;962.0;2144.0
297;Noord-Holland (PV);2015;28.0;30.0;327.0;74.0;54.0;809.0;28.0;22.0;360.0;764.0;834.0;26.8;1052.0;2344.0
298;Noord-Holland (PV);2016;7.0;28.0;306.0;61.0;54.0;816.0;21.0;23.0;357.0;667.0;652.0;21.0;811.0;1847.0
299;Noord-Holland (PV);2017;10.0;41.0;275.0;32.0;122.0;727.0;11.0;58.0;310.0;611.0;670.0;22.8;863.0;2004.0
300;Noord-Holland (PV);2018;;1.0;274.0;;1.0;726.0;;1.0;310.0;549.0;577.0;21.2;795.0;1861.0
301;Noord-Holland (PV);2019;15.0;29.0;260.0;145.0;108.0;763.0;47.0;44.0;313.0;635.0;678.0;24.0;876.0;2106.0
302;Noord-Holland (PV);2020;95.0;14.0;341.0;999.0;21.0;1741.0;336.0;8.0;641.0;1267.0;1385.0;30.7;1012.0;2696.0
303;Noord-Holland (PV);2021;12.0;37.0;316.0;94.0;39.0;1796.0;26.0;15.0;652.0;1695.0;1631.0;28.6;911.0;2505.0
304;Noord-Holland (PV);2022;20.0;6.0;330.0;146.0;9.0;1932.0;52.0;4.0;700.0;1788.0;1855.0;30.7;974.0;2691.0
305;Noord-Holland (PV);2023;0.0;1.0;329.0;0.0;0.0;1932.0;0.0;0.0;700.0;1834.0;2072.0;33.8;1072.0;2961.0
306;Zuid-Holland (PV);1990;7.0;;40.0;3.0;;16.0;1.0;;8.0;;;;;
307;Zuid-Holland (PV);1991;15.0;2.0;53.0;10.0;0.0;26.0;6.0;0.0;13.0;;;;;
308;Zuid-Holland (PV);1992;13.0;7.0;59.0;13.0;7.0;32.0;7.0;4.0;16.0;;;;;
309;Zuid-Holland (PV);1993;11.0;2.0;68.0;10.0;0.0;41.0;5.0;0.0;21.0;;;;;
310;Zuid-Holland (PV);1994;14.0;;82.0;16.0;;57.0;6.0;;27.0;;;;;
311;Zuid-Holland (PV);1995;9.0;6.0;85.0;11.0;2.0;66.0;4.0;1.0;31.0;;;;;
312;Zuid-Holland (PV);1996;16.0;6.0;95.0;18.0;1.0;82.0;7.0;0.0;37.0;;;;;
313;Zuid-Holland (PV);1997;6.0;1.0;100.0;9.0;0.0;91.0;4.0;0.0;41.0;;;;;
314;Zuid-Holland (PV);1998;;1.0;99.0;;0.0;91.0;;0.0;41.0;;;;;
315;Zuid-Holland (PV);1999;;1.0;98.0;;0.0;91.0;;0.0;41.0;;;;;
316;Zuid-Holland (PV);2000;4.0;;102.0;8.0;;99.0;3.0;;44.0;;;;;
317;Zuid-Holland (PV);2001;1.0;;103.0;1.0;;100.0;0.0;;45.0;;;;;
318;Zuid-Holland (PV);2002;24.0;13.0;114.0;91.0;13.0;179.0;40.0;6.0;79.0;84.0;78.0;18.6;723.0;1632.0
319;Zuid-Holland (PV);2003;28.0;4.0;138.0;101.0;1.0;279.0;47.0;0.0;126.0;183.0;178.0;19.9;777.0;1743.0
320;Zuid-Holland (PV);2004;15.0;28.0;125.0;70.0;22.0;326.0;35.0;12.0;150.0;244.0;259.0;23.9;944.0;2097.0
321;Zuid-Holland (PV);2005;14.0;15.0;124.0;71.0;16.0;381.0;32.0;7.0;175.0;335.0;341.0;23.9;971.0;2095.0
322;Zuid-Holland (PV);2006;14.0;1.0;137.0;80.0;0.0;461.0;35.0;0.0;210.0;428.0;461.0;26.4;1055.0;2313.0
323;Zuid-Holland (PV);2007;18.0;;155.0;73.0;;534.0;34.0;;244.0;485.0;528.0;26.3;1052.0;2304.0
324;Zuid-Holland (PV);2008;1.0;7.0;149.0;6.0;11.0;529.0;3.0;5.0;243.0;524.0;568.0;26.5;1067.0;2330.0
325;Zuid-Holland (PV);2009;1.0;;150.0;6.0;;536.0;3.0;;246.0;491.0;503.0;23.6;946.0;2065.0
326;Zuid-Holland (PV);2010;;2.0;148.0;;4.0;532.0;;1.0;244.0;482.0;427.0;19.9;801.0;1744.0
327;Zuid-Holland (PV);2011;7.0;;155.0;45.0;;576.0;19.0;;263.0;509.0;549.0;24.9;1001.0;2179.0
328;Zuid-Holland (PV);2012;;10.0;145.0;;34.0;543.0;;15.0;249.0;506.0;511.0;23.2;933.0;2037.0
329;Zuid-Holland (PV);2013;10.0;5.0;150.0;56.0;25.0;574.0;30.0;10.0;269.0;478.0;501.0;22.1;901.0;1938.0
330;Zuid-Holland (PV);2014;15.0;8.0;157.0;109.0;30.0;653.0;45.0;15.0;299.0;535.0;534.0;21.9;885.0;1918.0
331;Zuid-Holland (PV);2015;15.0;5.0;167.0;131.0;4.0;779.0;44.0;2.0;341.0;674.0;736.0;26.2;1021.0;2294.0
332;Zuid-Holland (PV);2016;14.0;9.0;172.0;90.0;16.0;854.0;36.0;8.0;369.0;687.0;671.0;21.2;805.0;1861.0
333;Zuid-Holland (PV);2017;1.0;32.0;141.0;10.0;132.0;731.0;3.0;60.0;313.0;613.0;672.0;22.8;856.0;2003.0
334;Zuid-Holland (PV);2018;18.0;1.0;158.0;177.0;5.0;904.0;64.0;2.0;375.0;638.0;671.0;23.4;868.0;2047.0
335;Zuid-Holland (PV);2019;15.0;2.0;171.0;200.0;3.0;1101.0;64.0;1.0;437.0;956.0;1021.0;27.7;971.0;2425.0
336;Zuid-Holland (PV);2020;8.0;7.0;172.0;75.0;9.0;1167.0;26.0;4.0;460.0;1117.0;1220.0;31.7;1103.0;2785.0
337;Zuid-Holland (PV);2021;22.0;9.0;185.0;266.0;44.0;1389.0;83.0;23.0;520.0;1103.0;1061.0;24.0;795.0;2098.0
338;Zuid-Holland (PV);2022;62.0;23.0;224.0;845.0;73.0;2161.0;282.0;35.0;767.0;1314.0;1363.0;26.4;848.0;2312.0
339;Zuid-Holland (PV);2023;2.0;0.0;226.0;21.0;0.0;2183.0;7.0;0.0;775.0;1955.0;2208.0;32.8;1018.0;2871.0
340;Zeeland (PV);1990;17.0;;52.0;8.0;;22.0;4.0;;11.0;;;;;
341;Zeeland (PV);1991;9.0;;61.0;4.0;;26.0;2.0;;13.0;;;;;
342;Zeeland (PV);1992;30.0;1.0;90.0;17.0;0.0;43.0;8.0;0.0;21.0;;;;;
343;Zeeland (PV);1993;11.0;1.0;100.0;6.0;0.0;49.0;3.0;0.0;23.0;;;;;
344;Zeeland (PV);1994;4.0;;104.0;2.0;;51.0;1.0;;24.0;;;;;
345;Zeeland (PV);1995;30.0;5.0;129.0;36.0;2.0;85.0;14.0;1.0;37.0;;;;;
346;Zeeland (PV);1996;5.0;2.0;132.0;4.0;1.0;88.0;1.0;1.0;38.0;;;;;
347;Zeeland (PV);1997;17.0;14.0;135.0;13.0;7.0;94.0;5.0;4.0;39.0;;;;;
348;Zeeland (PV);1998;;13.0;122.0;;4.0;90.0;;2.0;37.0;;;;;
349;Zeeland (PV);1999;12.0;;134.0;17.0;;107.0;7.0;;44.0;;;;;
350;Zeeland (PV);2000;4.0;3.0;135.0;7.0;1.0;113.0;3.0;0.0;46.0;;;;;
351;Zeeland (PV);2001;3.0;;138.0;5.0;;118.0;2.0;;48.0;;;;;
352;Zeeland (PV);2002;10.0;;148.0;21.0;;140.0;9.0;;57.0;99.0;92.0;21.4;764.0;1871.0
353;Zeeland (PV);2003;;1.0;147.0;;0.0;139.0;;0.0;57.0;93.0;91.0;18.1;651.0;1586.0
354;Zeeland (PV);2004;10.0;;157.0;52.0;;191.0;22.0;;79.0;107.0;113.0;21.2;765.0;1859.0
355;Zeeland (PV);2005;2.0;;159.0;4.0;;195.0;4.0;;83.0;142.0;144.0;19.9;738.0;1747.0
356;Zeeland (PV);2006;8.0;13.0;154.0;51.0;7.0;239.0;24.0;3.0;103.0;168.0;181.0;22.8;851.0;1994.0
357;Zeeland (PV);2007;54.0;7.0;201.0;234.0;6.0;468.0;97.0;2.0;198.0;222.0;242.0;23.2;878.0;2036.0
358;Zeeland (PV);2008;13.0;8.0;206.0;29.0;4.0;493.0;12.0;2.0;208.0;383.0;414.0;22.8;845.0;2003.0
359;Zeeland (PV);2009;;;206.0;;;493.0;;;208.0;406.0;416.0;22.9;843.0;2003.0
360;Zeeland (PV);2010;1.0;1.0;206.0;0.0;0.0;493.0;0.0;0.0;208.0;410.0;364.0;20.0;738.0;1753.0
361;Zeeland (PV);2011;9.0;16.0;199.0;48.0;13.0;528.0;21.0;6.0;223.0;452.0;488.0;24.8;916.0;2174.0
362;Zeeland (PV);2012;10.0;34.0;175.0;67.0;37.0;557.0;33.0;15.0;241.0;493.0;498.0;24.4;920.0;2141.0
363;Zeeland (PV);2013;35.0;;210.0;275.0;;832.0;90.0;;330.0;628.0;658.0;25.5;913.0;2234.0
364;Zeeland (PV);2014;4.0;1.0;213.0;29.0;2.0;860.0;13.0;1.0;342.0;737.0;736.0;25.2;880.0;2211.0
365;Zeeland (PV);2015;4.0;1.0;216.0;17.0;0.0;877.0;9.0;0.0;351.0;797.0;870.0;28.6;1000.0;2506.0
366;Zeeland (PV);2016;2.0;7.0;211.0;13.0;8.0;882.0;5.0;3.0;354.0;761.0;746.0;24.2;853.0;2129.0
367;Zeeland (PV);2017;13.0;23.0;201.0;114.0;12.0;984.0;43.0;5.0;391.0;722.0;792.0;25.1;882.0;2198.0
368;Zeeland (PV);2018;40.0;2.0;239.0;367.0;4.0;1347.0;116.0;2.0;505.0;951.0;999.0;24.7;827.0;2164.0
369;Zeeland (PV);2019;6.0;0.0;245.0;23.0;0.0;1370.0;14.0;0.0;519.0;1189.0;1270.0;28.3;935.0;2479.0
370;Zeeland (PV);2020;2.0;1.0;246.0;15.0;36.0;1350.0;8.0;0.0;527.0;1339.0;1463.0;31.8;1089.0;2795.0
371;Zeeland (PV);2021;13.0;16.0;243.0;166.0;72.0;1444.0;53.0;31.0;549.0;1220.0;1174.0;25.8;877.0;2263.0
372;Zeeland (PV);2022;5.0;0.0;248.0;54.0;0.0;1498.0;17.0;0.0;566.0;1248.0;1295.0;26.2;868.0;2299.0
373;Zeeland (PV);2023;10.0;0.0;258.0;131.0;0.0;1630.0;45.0;0.0;611.0;1466.0;1656.0;31.5;1035.0;2759.0
374;Noord-Brabant (PV);1990;1.0;;9.0;0.0;;1.0;0.0;;0.0;;;;;
375;Noord-Brabant (PV);1991;8.0;1.0;16.0;7.0;0.0;7.0;4.0;0.0;4.0;;;;;
376;Noord-Brabant (PV);1992;;1.0;15.0;;0.0;7.0;;0.0;4.0;;;;;
377;Noord-Brabant (PV);1993;11.0;1.0;25.0;11.0;0.0;18.0;6.0;0.0;9.0;;;;;
378;Noord-Brabant (PV);1994;6.0;1.0;30.0;8.0;0.0;25.0;3.0;0.0;12.0;;;;;
379;Noord-Brabant (PV);1995;10.0;;40.0;12.0;;37.0;6.0;;19.0;;;;;
380;Noord-Brabant (PV);1996;5.0;1.0;44.0;10.0;0.0;47.0;4.0;0.0;23.0;;;;;
381;Noord-Brabant (PV);1997;;;44.0;;;47.0;;;23.0;;;;;
382;Noord-Brabant (PV);1998;4.0;;48.0;6.0;;53.0;2.0;;25.0;;;;;
383;Noord-Brabant (PV);1999;2.0;;50.0;4.0;;57.0;2.0;;27.0;;;;;
384;Noord-Brabant (PV);2000;;1.0;49.0;;0.0;57.0;;0.0;27.0;;;;;
385;Noord-Brabant (PV);2001;;1.0;48.0;;0.0;57.0;;0.0;27.0;;;;;
386;Noord-Brabant (PV);2002;4.0;1.0;51.0;9.0;0.0;66.0;4.0;0.0;31.0;33.0;31.0;12.6;514.0;1102.0
387;Noord-Brabant (PV);2003;5.0;;56.0;15.0;;81.0;7.0;;37.0;42.0;41.0;12.4;505.0;1090.0
388;Noord-Brabant (PV);2004;8.0;27.0;37.0;17.0;26.0;72.0;7.0;13.0;31.0;43.0;45.0;14.5;577.0;1269.0
389;Noord-Brabant (PV);2005;16.0;7.0;46.0;47.0;10.0;108.0;17.0;5.0;43.0;56.0;57.0;16.7;609.0;1466.0
390;Noord-Brabant (PV);2006;;4.0;42.0;;9.0;99.0;;4.0;39.0;70.0;75.0;22.1;760.0;1936.0
391;Noord-Brabant (PV);2007;;1.0;41.0;;0.0;98.0;;0.0;39.0;70.0;76.0;22.5;775.0;1973.0
392;Noord-Brabant (PV);2008;5.0;;46.0;25.0;;124.0;10.0;;49.0;72.0;80.0;23.1;798.0;2031.0
393;Noord-Brabant (PV);2009;6.0;;52.0;38.0;;162.0;15.0;;64.0;102.0;104.0;20.5;706.0;1792.0
394;Noord-Brabant (PV);2010;7.0;;59.0;15.0;;177.0;6.0;;70.0;123.0;110.0;18.1;624.0;1582.0
395;Noord-Brabant (PV);2011;6.0;;65.0;37.0;;214.0;12.0;;82.0;138.0;149.0;22.6;776.0;1984.0
396;Noord-Brabant (PV);2012;5.0;;70.0;26.0;;240.0;12.0;;93.0;155.0;156.0;21.5;724.0;1886.0
397;Noord-Brabant (PV);2013;11.0;;81.0;66.0;;306.0;26.0;;119.0;216.0;226.0;22.4;767.0;1960.0
398;Noord-Brabant (PV);2014;10.0;0.0;91.0;51.0;0.0;357.0;19.0;0.0;138.0;253.0;253.0;23.3;793.0;2045.0
399;Noord-Brabant (PV);2015;12.0;9.0;94.0;89.0;16.0;430.0;32.0;7.0;164.0;321.0;350.0;27.0;900.0;2363.0
400;Noord-Brabant (PV);2016;17.0;0.0;111.0;148.0;0.0;578.0;49.0;0.0;212.0;401.0;394.0;22.7;745.0;1991.0
401;Noord-Brabant (PV);2017;0.0;0.0;111.0;0.0;0.0;578.0;0.0;0.0;212.0;413.0;453.0;24.3;784.0;2133.0
402;Noord-Brabant (PV);2018;0.0;0.0;111.0;0.0;0.0;578.0;0.0;0.0;212.0;418.0;439.0;23.6;760.0;2067.0
403;Noord-Brabant (PV);2019;3.0;0.0;114.0;44.0;0.0;621.0;13.0;0.0;225.0;442.0;472.0;25.3;812.0;2213.0
404;Noord-Brabant (PV);2020;10.0;0.0;124.0;84.0;0.0;705.0;34.0;0.0;259.0;541.0;591.0;27.8;898.0;2441.0
405;Noord-Brabant (PV);2021;11.0;0.0;135.0;137.0;0.0;842.0;42.0;0.0;301.0;563.0;541.0;22.9;730.0;2008.0
406;Noord-Brabant (PV);2022;10.0;1.0;144.0;175.0;1.0;1016.0;53.0;1.0;353.0;594.0;616.0;23.1;719.0;2025.0
407;Noord-Brabant (PV);2023;16.0;0.0;160.0;280.0;0.0;1296.0;76.0;0.0;428.0;934.0;1055.0;28.9;842.0;2534.0
408;Limburg (PV);1990;;;;;;;;;;;;;;
409;Limburg (PV);1991;;;;;;;;;;;;;;
410;Limburg (PV);1992;;;;;;;;;;;;;;
411;Limburg (PV);1993;;;;;;;;;;;;;;
412;Limburg (PV);1994;;;;;;;;;;;;;;
413;Limburg (PV);1995;;;;;;;;;;;;;;
414;Limburg (PV);1996;;;;;;;;;;;;;;
415;Limburg (PV);1997;;;;;;;;;;;;;;
416;Limburg (PV);1998;;;;;;;;;;;;;;
417;Limburg (PV);1999;;;;;;;;;;;;;;
418;Limburg (PV);2000;;;;;;;;;;;;;;
419;Limburg (PV);2001;;;;;;;;;;;;;;
420;Limburg (PV);2002;;1.0;1.0;;2.0;2.0;;1.0;1.0;;;;;
421;Limburg (PV);2003;;;1.0;;;2.0;;;1.0;;;;;
422;Limburg (PV);2004;;;1.0;;;2.0;;;1.0;;;;;
423;Limburg (PV);2005;;;1.0;;;2.0;;;1.0;;;;;
424;Limburg (PV);2006;2.0;;3.0;13.0;;15.0;5.0;;6.0;;;;;
425;Limburg (PV);2007;;;3.0;;;15.0;;;6.0;;;;;
426;Limburg (PV);2008;;;3.0;;;15.0;;;6.0;;;;;
427;Limburg (PV);2009;;;3.0;;;15.0;;;6.0;;;;;
428;Limburg (PV);2010;;;3.0;;;15.0;;;6.0;;;;;
429;Limburg (PV);2011;;;3.0;;;15.0;;;6.0;;;;;
430;Limburg (PV);2012;4.0;;7.0;21.0;;36.0;9.0;;15.0;;;;;
431;Limburg (PV);2013;;;7.0;;;36.0;;;15.0;;;;;
432;Limburg (PV);2014;;;7.0;;;36.0;;;15.0;;;;;
433;Limburg (PV);2015;1.0;;8.0;4.0;;40.0;3.0;;18.0;;;;;
434;Limburg (PV);2016;;2.0;6.0;;13.0;27.0;;5.0;13.0;;;;;
435;Limburg (PV);2017;;;6.0;;;27.0;;;13.0;;;;;
436;Limburg (PV);2018;;0.0;6.0;;0.0;27.0;;0.0;13.0;;;;;
437;Limburg (PV);2019;0.0;0.0;6.0;0.0;0.0;27.0;0.0;0.0;13.0;;;;;
438;Limburg (PV);2020;2.0;1.0;7.0;25.0;2.0;50.0;9.0;1.0;21.0;;;;;
439;Limburg (PV);2021;12.0;0.0;19.0;189.0;0.0;239.0;52.0;1.0;72.0;83.0;80.0;21.6;622.0;1894.0
440;Limburg (PV);2022;9.0;0.0;28.0;128.0;0.0;367.0;41.0;0.0;114.0;207.0;215.0;27.2;721.0;2381.0
441;Limburg (PV);2023;3.0;0.0;31.0;32.0;0.0;399.0;11.0;0.0;125.0;293.0;331.0;30.5;833.0;2672.0
