ID;WerkzameStoffen;Perioden;GrootteOppervlakteMetGebruik_1;OppervlakteInVanTotaalAreaal_2;OppervlakteInVanToepassingsgroep_3;GebruikPerJaar_4;GebruikInVanTotaalWerkzameStoffen_5;GebruikInVanToepassingsgroep_6
41;"Aldicarb; tegen insecten";2012;0.0;0.0;0.0;0;0.0;0.0
42;Amitraz;1995;4422.0;0.6;1.2;1859;0.0;0.7
43;Amitraz;1998;5598.0;0.7;1.6;2795;0.0;1.6
44;Amitraz;2000;5089.0;0.6;1.5;2137;0.0;1.6
45;Amitraz;2004;5142.0;0.6;1.4;1487;0.0;1.3
46;Amitraz;2008;0.0;0.0;0.0;0;0.0;0.0
47;Amitraz;2012;0.0;0.0;0.0;0;0.0;0.0
48;Azadirachtin;1995;0.0;0.0;0.0;0;0.0;0.0
49;Azadirachtin;1998;0.0;0.0;0.0;0;0.0;0.0
50;Azadirachtin;2000;0.0;0.0;0.0;0;0.0;0.0
51;Azadirachtin;2004;481.0;0.1;0.1;107;0.0;0.1
52;Azadirachtin;2008;0.0;0.0;0.0;0;0.0;0.0
53;Azadirachtin;2012;2647.0;0.3;0.9;470;0.0;0.6
54;Bacillus thuringiensis subsp. aizawai;1995;2040.0;0.3;0.5;10872;0.2;4.3
55;Bacillus thuringiensis subsp. aizawai;1998;4325.0;0.5;1.2;10565;0.2;6.2
56;Bacillus thuringiensis subsp. aizawai;2000;4390.0;0.6;1.3;9535;0.2;7.1
57;Bacillus thuringiensis subsp. aizawai;2004;2791.0;0.3;0.8;9693;0.2;8.4
58;Bacillus thuringiensis subsp. aizawai;2008;2197.0;0.3;0.6;4364;0.1;4.9
59;Bacillus thuringiensis subsp. aizawai;2012;3481.0;0.4;1.2;4263;0.1;5.4
60;Beauveria bassiana stam GHA;1995;0.0;0.0;0.0;0;0.0;0.0
61;Beauveria bassiana stam GHA;1998;0.0;0.0;0.0;0;0.0;0.0
62;Beauveria bassiana stam GHA;2000;0.0;0.0;0.0;0;0.0;0.0
63;Beauveria bassiana stam GHA;2004;0.0;0.0;0.0;0;0.0;0.0
64;Beauveria bassiana stam GHA;2008;564.0;0.1;0.1;3561;0.1;4.0
65;Beauveria bassiana stam GHA;2012;1127.0;0.1;0.4;1163;0.0;1.5
66;Bifenazaat;1995;0.0;0.0;0.0;0;0.0;0.0
67;Bifenazaat;1998;0.0;0.0;0.0;0;0.0;0.0
68;Bifenazaat;2000;0.0;0.0;0.0;0;0.0;0.0
69;Bifenazaat;2004;1997.0;0.2;0.5;1302;0.0;1.1
70;Bifenazaat;2008;4631.0;0.6;1.2;1324;0.0;1.5
71;Bifenazaat;2012;3800.0;0.5;1.3;856;0.0;1.1
72;Broompropylaat;1995;3291.0;0.4;0.9;1921;0.0;0.8
73;Broompropylaat;1998;1140.0;0.1;0.3;290;0.0;0.2
74;Broompropylaat;2000;0.0;0.0;0.0;0;0.0;0.0
75;Broompropylaat;2004;0.0;0.0;0.0;0;0.0;0.0
76;Broompropylaat;2008;0.0;0.0;0.0;0;0.0;0.0
77;Broompropylaat;2012;0.0;0.0;0.0;0;0.0;0.0
78;Buprofezin;1995;0.0;0.0;0.0;0;0.0;0.0
79;Buprofezin;1998;0.0;0.0;0.0;0;0.0;0.0
80;Buprofezin;2000;0.0;0.0;0.0;0;0.0;0.0
81;Buprofezin;2004;796.0;0.1;0.2;105;0.0;0.1
82;Buprofezin;2008;0.0;0.0;0.0;0;0.0;0.0
83;Buprofezin;2012;0.0;0.0;0.0;0;0.0;0.0
84;"Carbaryl; tegen insecten";1995;2850.0;0.4;0.8;1327;0.0;0.5
85;"Carbaryl; tegen insecten";1998;1062.0;0.1;0.3;367;0.0;0.2
86;"Carbaryl; tegen insecten";2000;4054.0;0.5;1.2;1401;0.0;1.0
87;"Carbaryl; tegen insecten";2004;1429.0;0.2;0.4;656;0.0;0.6
88;"Carbaryl; tegen insecten";2008;0.0;0.0;0.0;0;0.0;0.0
89;"Carbaryl; tegen insecten";2012;0.0;0.0;0.0;0;0.0;0.0
90;Carbofuran;1995;2995.0;0.4;0.8;1943;0.0;0.8
91;Carbofuran;1998;3455.0;0.4;1.0;1913;0.0;1.1
92;Carbofuran;2000;1615.0;0.2;0.5;1414;0.0;1.1
93;Carbofuran;2004;1745.0;0.2;0.5;1454;0.0;1.3
94;Carbofuran;2008;400.0;0.0;0.1;125;0.0;0.1
95;Carbofuran;2012;0.0;0.0;0.0;0;0.0;0.0
96;Chlofentezin;1995;1790.0;0.2;0.5;307;0.0;0.1
97;Chlofentezin;1998;1479.0;0.2;0.4;193;0.0;0.1
98;Chlofentezin;2000;768.0;0.1;0.2;162;0.0;0.1
99;Chlofentezin;2004;586.0;0.1;0.2;333;0.0;0.3
100;Chlofentezin;2008;449.0;0.1;0.1;247;0.0;0.3
101;Chlofentezin;2012;0.0;0.0;0.0;0;0.0;0.0
102;Chloorfenvinfos;1995;5416.0;0.7;1.4;5849;0.1;2.3
103;Chloorfenvinfos;1998;3435.0;0.4;1.0;2131;0.0;1.3
104;Chloorfenvinfos;2000;664.0;0.1;0.2;925;0.0;0.7
105;Chloorfenvinfos;2004;1346.0;0.2;0.4;572;0.0;0.5
106;Chloorfenvinfos;2008;0.0;0.0;0.0;0;0.0;0.0
107;Chloorfenvinfos;2012;0.0;0.0;0.0;0;0.0;0.0
108;Chloorpyrifos;1995;1919.0;0.2;0.5;3474;0.1;1.4
109;Chloorpyrifos;1998;4245.0;0.5;1.2;2391;0.0;1.4
110;Chloorpyrifos;2000;3738.0;0.5;1.1;5582;0.1;4.2
111;Chloorpyrifos;2004;771.0;0.1;0.2;290;0.0;0.3
112;Chloorpyrifos;2008;0.0;0.0;0.0;0;0.0;0.0
113;Chloorpyrifos;2012;0.0;0.0;0.0;0;0.0;0.0
114;Chlorantraniliprole;1995;0.0;0.0;0.0;0;0.0;0.0
115;Chlorantraniliprole;1998;0.0;0.0;0.0;0;0.0;0.0
116;Chlorantraniliprole;2000;0.0;0.0;0.0;0;0.0;0.0
117;Chlorantraniliprole;2004;0.0;0.0;0.0;0;0.0;0.0
118;Chlorantraniliprole;2008;0.0;0.0;0.0;0;0.0;0.0
119;Chlorantraniliprole;2012;8930.0;1.1;3.0;704;0.0;0.9
120;Codlemon;1995;0.0;0.0;0.0;0;0.0;0.0
121;Codlemon;1998;0.0;0.0;0.0;0;0.0;0.0
122;Codlemon;2000;0.0;0.0;0.0;0;0.0;0.0
123;Codlemon;2004;3506.0;0.4;0.9;157;0.0;0.1
124;Codlemon;2008;266.0;0.0;0.1;132;0.0;0.1
125;Codlemon;2012;0.0;0.0;0.0;0;0.0;0.0
126;Cydia pomonella granulose virus;1995;0.0;0.0;0.0;0;0.0;0.0
127;Cydia pomonella granulose virus;1998;4793.0;0.6;1.4;108;0.0;0.1
128;Cydia pomonella granulose virus;2000;8737.0;1.1;2.5;216;0.0;0.2
129;Cydia pomonella granulose virus;2004;9985.0;1.2;2.7;911;0.0;0.8
130;Cydia pomonella granulose virus;2008;12521.0;1.5;3.3;111;0.0;0.1
131;Cydia pomonella granulose virus;2012;0.0;0.0;0.0;0;0.0;0.0
132;Cyflumetofen;1995;0.0;0.0;0.0;0;0.0;0.0
133;Cyflumetofen;1998;0.0;0.0;0.0;0;0.0;0.0
134;Cyflumetofen;2000;0.0;0.0;0.0;0;0.0;0.0
135;Cyflumetofen;2004;0.0;0.0;0.0;0;0.0;0.0
136;Cyflumetofen;2008;0.0;0.0;0.0;0;0.0;0.0
137;Cyflumetofen;2012;1518.0;0.2;0.5;963;0.0;1.2
138;Cyhexatin;1995;2141.0;0.3;0.6;1004;0.0;0.4
139;Cyhexatin;1998;3065.0;0.4;0.9;1134;0.0;0.7
140;Cyhexatin;2000;366.0;0.0;0.1;69;0.0;0.1
141;Cyhexatin;2004;832.0;0.1;0.2;218;0.0;0.2
142;Cyhexatin;2008;0.0;0.0;0.0;0;0.0;0.0
143;Cyhexatin;2012;0.0;0.0;0.0;0;0.0;0.0
144;Cyromazin;1995;980.0;0.1;0.3;288;0.0;0.1
145;Cyromazin;1998;763.0;0.1;0.2;403;0.0;0.2
146;Cyromazin;2000;1043.0;0.1;0.3;504;0.0;0.4
147;Cyromazin;2004;1332.0;0.2;0.4;686;0.0;0.6
148;Cyromazin;2008;1069.0;0.1;0.3;372;0.0;0.4
149;Cyromazin;2012;1182.0;0.2;0.4;224;0.0;0.3
150;Deltamethrin;1995;71883.0;9.0;19.2;1314;0.0;0.5
151;Deltamethrin;1998;111493.0;13.6;31.5;2253;0.0;1.3
152;Deltamethrin;2000;102363.0;12.9;29.4;1660;0.0;1.2
153;Deltamethrin;2004;78714.0;9.5;21.2;1554;0.0;1.4
154;Deltamethrin;2008;94167.0;11.5;25.0;1392;0.0;1.6
155;Deltamethrin;2012;68054.0;8.8;23.0;1296;0.0;1.7
156;Diazinon;1995;1910.0;0.2;0.5;1202;0.0;0.5
157;Diazinon;1998;5361.0;0.7;1.5;1604;0.0;0.9
158;Diazinon;2000;351.0;0.0;0.1;111;0.0;0.1
159;Diazinon;2004;0.0;0.0;0.0;0;0.0;0.0
160;Diazinon;2008;0.0;0.0;0.0;0;0.0;0.0
161;Diazinon;2012;0.0;0.0;0.0;0;0.0;0.0
162;Dichloorvos;1995;4216.0;0.5;1.1;20339;0.3;8.0
163;Dichloorvos;1998;1497.0;0.2;0.4;2417;0.0;1.4
164;Dichloorvos;2000;0.0;0.0;0.0;0;0.0;0.0
165;Dichloorvos;2004;0.0;0.0;0.0;0;0.0;0.0
166;Dichloorvos;2008;0.0;0.0;0.0;0;0.0;0.0
167;Dichloorvos;2012;0.0;0.0;0.0;0;0.0;0.0
168;Dienochloor;1995;1407.0;0.2;0.4;2934;0.0;1.2
169;Dienochloor;1998;1744.0;0.2;0.5;4278;0.1;2.5
170;Dienochloor;2000;2367.0;0.3;0.7;6135;0.1;4.6
171;Dienochloor;2004;0.0;0.0;0.0;0;0.0;0.0
172;Dienochloor;2008;0.0;0.0;0.0;0;0.0;0.0
173;Dienochloor;2012;0.0;0.0;0.0;0;0.0;0.0
174;Diflubenzuron;1995;9362.0;1.2;2.5;1826;0.0;0.7
175;Diflubenzuron;1998;6093.0;0.7;1.7;1150;0.0;0.7
176;Diflubenzuron;2000;3832.0;0.5;1.1;1055;0.0;0.8
177;Diflubenzuron;2004;233.0;0.0;0.1;331;0.0;0.3
178;Diflubenzuron;2008;74.0;0.0;0.0;158;0.0;0.2
179;Diflubenzuron;2012;0.0;0.0;0.0;0;0.0;0.0
180;Dimethoaat;1995;111490.0;14.3;30.7;53043;0.9;20.9
181;Dimethoaat;1998;100459.0;12.3;28.4;37514;0.6;22.1
182;Dimethoaat;2000;60850.0;7.6;17.5;27150;0.5;20.3
183;Dimethoaat;2004;94437.0;11.4;25.4;34287;0.6;29.8
184;Dimethoaat;2008;73563.0;9.0;19.5;23852;0.4;26.7
185;Dimethoaat;2012;7860.0;1.0;2.7;3257;0.1;4.2
186;Esfenvaleraat;1995;54393.0;6.8;14.5;1417;0.0;0.6
187;Esfenvaleraat;1998;69733.0;8.5;19.7;1367;0.0;0.8
188;Esfenvaleraat;2000;69164.0;8.7;19.9;1941;0.0;1.5
189;Esfenvaleraat;2004;50505.0;6.1;13.6;1386;0.0;1.2
190;Esfenvaleraat;2008;74996.0;9.2;19.9;2079;0.0;2.3
191;Esfenvaleraat;2012;85251.0;11.0;28.8;3153;0.1;4.0
192;Emamectin benzoaat;1995;0.0;0.0;0.0;0;0.0;0.0
193;Emamectin benzoaat;1998;0.0;0.0;0.0;0;0.0;0.0
194;Emamectin benzoaat;2000;0.0;0.0;0.0;0;0.0;0.0
195;Emamectin benzoaat;2004;0.0;0.0;0.0;0;0.0;0.0
196;Emamectin benzoaat;2008;0.0;0.0;0.0;0;0.0;0.0
197;Emamectin benzoaat;2012;3424.0;0.4;1.2;148;0.0;0.2
198;"Ethoprofos; tegen insecten";1995;0.0;0.0;0.0;0;0.0;0.0
199;"Ethoprofos; tegen insecten";1998;2270.0;0.3;0.6;4623;0.1;2.7
200;"Ethoprofos; tegen insecten";2000;0.0;0.0;0.0;0;0.0;0.0
201;"Ethoprofos; tegen insecten";2004;0.0;0.0;0.0;0;0.0;0.0
202;"Ethoprofos; tegen insecten";2008;0.0;0.0;0.0;0;0.0;0.0
203;"Ethoprofos; tegen insecten";2012;0.0;0.0;0.0;0;0.0;0.0
204;Fenbutatinoxide;1995;5681.0;0.7;1.5;1670;0.0;0.7
205;Fenbutatinoxide;1998;5243.0;0.6;1.5;1099;0.0;0.6
206;Fenbutatinoxide;2000;7475.0;0.9;2.1;1482;0.0;1.1
207;Fenbutatinoxide;2004;2268.0;0.3;0.6;483;0.0;0.4
208;Fenbutatinoxide;2008;1273.0;0.2;0.3;285;0.0;0.3
209;Fenbutatinoxide;2012;0.0;0.0;0.0;0;0.0;0.0
210;Etoxazool;1995;0.0;0.0;0.0;0;0.0;0.0
211;Etoxazool;1998;0.0;0.0;0.0;0;0.0;0.0
212;Etoxazool;2000;0.0;0.0;0.0;0;0.0;0.0
213;Etoxazool;2004;0.0;0.0;0.0;0;0.0;0.0
214;Etoxazool;2008;0.0;0.0;0.0;0;0.0;0.0
215;Etoxazool;2012;486.0;0.1;0.2;115;0.0;0.1
216;Fenolen;1995;0.0;0.0;0.0;0;0.0;0.0
217;Fenolen;1998;772.0;0.1;0.2;67;0.0;0.0
218;Fenolen;2000;331.0;0.0;0.1;115;0.0;0.1
219;Fenolen;2004;0.0;0.0;0.0;0;0.0;0.0
220;Fenolen;2008;0.0;0.0;0.0;0;0.0;0.0
221;Fenolen;2012;0.0;0.0;0.0;0;0.0;0.0
222;Fenoxycarb;1995;17413.0;2.2;4.6;1809;0.0;0.7
223;Fenoxycarb;1998;15893.0;1.9;4.5;1890;0.0;1.1
224;Fenoxycarb;2000;17091.0;2.1;4.9;2380;0.0;1.8
225;Fenoxycarb;2004;14979.0;1.8;4.0;1725;0.0;1.5
226;Fenoxycarb;2008;16152.0;2.0;4.3;3596;0.1;4.0
227;Fenoxycarb;2012;4809.0;0.6;1.6;468;0.0;0.6
228;Fenvaleraat;1995;10473.0;1.3;2.8;1443;0.0;0.6
229;Fenvaleraat;1998;3649.0;0.4;1.0;665;0.0;0.4
230;Fenvaleraat;2000;2214.0;0.3;0.6;347;0.0;0.3
231;Fenvaleraat;2004;2754.0;0.3;0.7;513;0.0;0.4
232;Fenvaleraat;2008;0.0;0.0;0.0;0;0.0;0.0
233;Fenvaleraat;2012;0.0;0.0;0.0;0;0.0;0.0
234;Flonicamid;1995;0.0;0.0;0.0;0;0.0;0.0
235;Flonicamid;1998;0.0;0.0;0.0;0;0.0;0.0
236;Flonicamid;2000;0.0;0.0;0.0;0;0.0;0.0
237;Flonicamid;2004;0.0;0.0;0.0;0;0.0;0.0
238;Flonicamid;2008;17583.0;2.2;4.7;2866;0.1;3.2
239;Flonicamid;2012;42395.0;5.5;14.3;5072;0.1;6.5
240;Flubendiamide;1995;0.0;0.0;0.0;0;0.0;0.0
241;Flubendiamide;1998;0.0;0.0;0.0;0;0.0;0.0
242;Flubendiamide;2000;0.0;0.0;0.0;0;0.0;0.0
243;Flubendiamide;2004;0.0;0.0;0.0;0;0.0;0.0
244;Flubendiamide;2008;0.0;0.0;0.0;0;0.0;0.0
245;Flubendiamide;2012;1954.0;0.3;0.7;492;0.0;0.6
246;Flucycloxuron;1995;1070.0;0.1;0.3;397;0.0;0.2
247;Flucycloxuron;1998;795.0;0.1;0.2;268;0.0;0.2
248;Flucycloxuron;2000;875.0;0.1;0.3;307;0.0;0.2
249;Flucycloxuron;2004;0.0;0.0;0.0;0;0.0;0.0
250;Flucycloxuron;2008;0.0;0.0;0.0;0;0.0;0.0
251;Flucycloxuron;2012;0.0;0.0;0.0;0;0.0;0.0
252;Fosalon;1995;8915.0;1.1;2.4;5902;0.1;2.3
253;Fosalon;1998;6255.0;0.8;1.8;3424;0.1;2.0
254;Fosalon;2000;0.0;0.0;0.0;0;0.0;0.0
255;Fosalon;2004;0.0;0.0;0.0;0;0.0;0.0
256;Fosalon;2008;0.0;0.0;0.0;0;0.0;0.0
257;Fosalon;2012;0.0;0.0;0.0;0;0.0;0.0
258;Fosfamidon;1995;9629.0;1.2;2.6;2381;0.0;0.9
259;Fosfamidon;1998;6428.0;0.8;1.8;2582;0.0;1.5
260;Fosfamidon;2000;0.0;0.0;0.0;0;0.0;0.0
261;Fosfamidon;2004;0.0;0.0;0.0;0;0.0;0.0
262;Fosfamidon;2008;0.0;0.0;0.0;0;0.0;0.0
263;Fosfamidon;2012;0.0;0.0;0.0;0;0.0;0.0
264;Heptenofos;1995;2090.0;0.3;0.6;1121;0.0;0.4
265;Heptenofos;1998;1673.0;0.2;0.5;634;0.0;0.4
266;Heptenofos;2000;866.0;0.1;0.2;208;0.0;0.2
267;Heptenofos;2004;0.0;0.0;0.0;0;0.0;0.0
268;Heptenofos;2008;0.0;0.0;0.0;0;0.0;0.0
269;Heptenofos;2012;0.0;0.0;0.0;0;0.0;0.0
270;Hexythiazox;1995;4259.0;0.5;1.1;389;0.0;0.2
271;Hexythiazox;1998;4342.0;0.5;1.2;562;0.0;0.3
272;Hexythiazox;2000;5834.0;0.7;1.7;1787;0.0;1.3
273;Hexythiazox;2004;5808.0;0.7;1.6;444;0.0;0.4
274;Hexythiazox;2008;3330.0;0.4;0.9;237;0.0;0.3
275;Hexythiazox;2012;2927.0;0.4;1.0;190;0.0;0.2
276;"Imidacloprid; tegen insecten";1995;5335.0;0.7;1.4;668;0.0;0.3
277;"Imidacloprid; tegen insecten";1998;22631.0;2.8;6.4;4047;0.1;2.4
278;"Imidacloprid; tegen insecten";2000;28976.0;3.6;8.3;5473;0.1;4.1
279;"Imidacloprid; tegen insecten";2004;39691.0;4.8;10.7;6332;0.1;5.5
280;"Imidacloprid; tegen insecten";2008;34583.0;4.2;9.2;6027;0.1;6.7
281;"Imidacloprid; tegen insecten";2012;12849.0;1.7;4.3;2986;0.1;3.8
282;Indoxacarb;1995;0.0;0.0;0.0;0;0.0;0.0
283;Indoxacarb;1998;0.0;0.0;0.0;0;0.0;0.0
284;Indoxacarb;2000;0.0;0.0;0.0;0;0.0;0.0
285;Indoxacarb;2004;13763.0;1.7;3.7;1448;0.0;1.3
286;Indoxacarb;2008;12289.0;1.5;3.3;1104;0.0;1.2
287;Indoxacarb;2012;11868.0;1.5;4.0;1230;0.0;1.6
288;"Koolzaadolie; tegen insecten";1995;0.0;0.0;0.0;0;0.0;0.0
289;"Koolzaadolie; tegen insecten";1998;0.0;0.0;0.0;0;0.0;0.0
290;"Koolzaadolie; tegen insecten";2000;0.0;0.0;0.0;0;0.0;0.0
291;"Koolzaadolie; tegen insecten";2004;0.0;0.0;0.0;0;0.0;0.0
292;"Koolzaadolie; tegen insecten";2008;0.0;0.0;0.0;0;0.0;0.0
293;"Koolzaadolie; tegen insecten";2012;219.0;0.0;0.1;1433;0.0;1.8
294;Kresol;1995;0.0;0.0;0.0;0;0.0;0.0
295;Kresol;1998;772.0;0.1;0.2;170;0.0;0.1
296;Kresol;2000;331.0;0.0;0.1;294;0.0;0.2
297;Kresol;2004;1860.0;0.2;0.5;1001;0.0;0.9
298;Kresol;2008;0.0;0.0;0.0;0;0.0;0.0
299;Kresol;2012;0.0;0.0;0.0;0;0.0;0.0
300;Lambda-cyhalothrin;1995;19109.0;2.4;5.1;805;0.0;0.3
301;Lambda-cyhalothrin;1998;55691.0;6.8;15.7;1956;0.0;1.2
302;Lambda-cyhalothrin;2000;106282.0;13.4;30.5;2481;0.0;1.9
303;Lambda-cyhalothrin;2004;162341.0;19.6;43.7;3483;0.1;3.0
304;Lambda-cyhalothrin;2008;151777.0;18.6;40.3;2161;0.0;2.4
305;Lambda-cyhalothrin;2012;95347.0;12.3;32.2;1944;0.0;2.5
306;Lecanicillium muscarium stam Ve6;1995;0.0;0.0;0.0;0;0.0;0.0
307;Lecanicillium muscarium stam Ve6;1998;0.0;0.0;0.0;0;0.0;0.0
308;Lecanicillium muscarium stam Ve6;2000;0.0;0.0;0.0;0;0.0;0.0
309;Lecanicillium muscarium stam Ve6;2004;332.0;0.0;0.1;134;0.0;0.1
310;Lecanicillium muscarium stam Ve6;2008;333.0;0.0;0.1;495;0.0;0.6
311;Lecanicillium muscarium stam Ve6;2012;268.0;0.0;0.1;152;0.0;0.2
312;Lindaan;1995;29699.0;3.7;7.9;13450;0.2;5.3
313;Lindaan;1998;9032.0;1.1;2.6;5340;0.1;3.2
314;Lindaan;2000;8033.0;1.0;2.3;3906;0.1;2.9
315;Lindaan;2004;0.0;0.0;0.0;0;0.0;0.0
316;Lindaan;2008;0.0;0.0;0.0;0;0.0;0.0
317;Lindaan;2012;0.0;0.0;0.0;0;0.0;0.0
318;Lufenuron;1995;0.0;0.0;0.0;0;0.0;0.0
319;Lufenuron;1998;0.0;0.0;0.0;0;0.0;0.0
320;Lufenuron;2000;0.0;0.0;0.0;0;0.0;0.0
321;Lufenuron;2004;0.0;0.0;0.0;0;0.0;0.0
322;Lufenuron;2008;792.0;0.1;0.2;283;0.0;0.3
323;Lufenuron;2012;927.0;0.1;0.3;318;0.0;0.4
324;Malathion;1995;117.0;0.0;0.0;647;0.0;0.3
325;Malathion;1998;52.0;0.0;0.0;320;0.0;0.2
326;Malathion;2000;342.0;0.0;0.1;548;0.0;0.4
327;Malathion;2004;437.0;0.1;0.1;1003;0.0;0.9
328;Malathion;2008;80.0;0.0;0.0;229;0.0;0.3
329;Malathion;2012;0.0;0.0;0.0;0;0.0;0.0
330;Metarhizium anisopliae stam FS2;1995;0.0;0.0;0.0;0;0.0;0.0
331;Metarhizium anisopliae stam FS2;1998;0.0;0.0;0.0;0;0.0;0.0
332;Metarhizium anisopliae stam FS2;2000;0.0;0.0;0.0;0;0.0;0.0
333;Metarhizium anisopliae stam FS2;2004;0.0;0.0;0.0;0;0.0;0.0
334;Metarhizium anisopliae stam FS2;2008;46.0;0.0;0.0;402;0.0;0.4
335;Metarhizium anisopliae stam FS2;2012;782.0;0.1;0.3;164;0.0;0.2
336;Methamidofos;1995;0.0;0.0;0.0;0;0.0;0.0
337;Methamidofos;1998;115.0;0.0;0.0;343;0.0;0.2
338;Methamidofos;2000;139.0;0.0;0.0;264;0.0;0.2
339;Methamidofos;2004;0.0;0.0;0.0;0;0.0;0.0
340;Methamidofos;2008;0.0;0.0;0.0;0;0.0;0.0
341;Methamidofos;2012;0.0;0.0;0.0;0;0.0;0.0
342;"Methiocarb; tegen insecten";1995;2527.0;0.3;0.7;7923;0.1;3.1
343;"Methiocarb; tegen insecten";1998;6677.0;0.8;1.9;11180;0.2;6.6
344;"Methiocarb; tegen insecten";2000;6413.0;0.8;1.8;10015;0.2;7.5
345;"Methiocarb; tegen insecten";2004;4503.0;0.5;1.2;5234;0.1;4.6
346;"Methiocarb; tegen insecten";2008;2218.0;0.3;0.6;2622;0.0;2.9
347;"Methiocarb; tegen insecten";2012;6598.0;0.8;2.2;8660;0.2;11.1
348;Methomyl;1995;2550.0;0.3;0.7;2690;0.0;1.1
349;Methomyl;1998;4038.0;0.5;1.1;3185;0.1;1.9
350;Methomyl;2000;2715.0;0.3;0.8;2487;0.0;1.9
351;Methomyl;2004;2978.0;0.4;0.8;2448;0.0;2.1
352;Methomyl;2008;1742.0;0.2;0.5;1484;0.0;1.7
353;Methomyl;2012;0.0;0.0;0.0;0;0.0;0.0
354;Methoxyfenozide;1995;0.0;0.0;0.0;0;0.0;0.0
355;Methoxyfenozide;1998;0.0;0.0;0.0;0;0.0;0.0
356;Methoxyfenozide;2000;0.0;0.0;0.0;0;0.0;0.0
357;Methoxyfenozide;2004;0.0;0.0;0.0;0;0.0;0.0
358;Methoxyfenozide;2008;13047.0;1.6;3.5;2320;0.0;2.6
359;Methoxyfenozide;2012;9786.0;1.3;3.3;1191;0.0;1.5
360;Mevinfos;1995;10083.0;1.3;2.7;1658;0.0;0.7
361;Mevinfos;1998;9053.0;1.1;2.6;2171;0.0;1.3
362;Mevinfos;2000;248.0;0.0;0.1;62;0.0;0.0
363;Mevinfos;2004;0.0;0.0;0.0;0;0.0;0.0
364;Mevinfos;2008;0.0;0.0;0.0;0;0.0;0.0
365;Mevinfos;2012;0.0;0.0;0.0;0;0.0;0.0
