ID;Afstudeerrichting;LeeftijdEnHerkomst;Geslacht;Peilmoment;Perioden;TotaalGeslaagden_1;GeslaagdenMetWerk_2;Werknemers_3;k_0105ABLandbouwEnVisserij_4;k_1045CFNijverheid_5;k_5052GHandel_6;k_55HHoreca_7;k_6064IVervoerEnCommunicatie_8;k_6567JFinancieleInstellingen_9;k_7074K1ZakDienstExclUitzendbranch_10;k_745K2Uitzendbranche_11;k_75LOpenbaarBestuur_12;k_80KOnderwijs_13;k_85NGezondheidsEnWelzijnszorg_14;k_90OCultuurEnOvDienstenIncl99_15;k_95PParticuliereHuishoudens_16;BedrijfstakSBIOnbekend_17;GemiddeldDagloonVanWerknemers_18;k_0105ABLandbouwEnVisserij_19;k_1045CFNijverheid_20;k_5052GHandel_21;k_55HHoreca_22;k_6064IVervoerEnCommunicatie_23;k_6567JFinancieleInstellingen_24;k_7074K1ZakDienstExclUitzendbranch_25;k_745K2Uitzendbranche_26;k_75LOpenbaarBestuur_27;k_80KOnderwijs_28;k_85NGezondheidsEnWelzijnszorg_29;k_90OCultuurEnOvDienstenIncl99_30;k_95PParticuliereHuishoudens_31;BedrijfstakSBIOnbekend_32;Zelfstandigen_33;k_0105ABLandbouwEnVisserij_34;k_1045CFNijverheid_35;k_5052GHandel_36;k_55HHoreca_37;k_6064IVervoerEnCommunicatie_38;k_6567JFinancieleInstellingen_39;k_7074K1ZakDienstExclUitzendbranch_40;k_745K2Uitzendbranche_41;k_75LOpenbaarBestuur_42;k_80KOnderwijs_43;k_85NGezondheidsEnWelzijnszorg_44;k_90OCultuurEnOvDienstenIncl99_45;k_95PParticuliereHuishoudens_46;BedrijfstakSBIOnbekend_47;GeslaagdenMetEenUitkering_48;Arbeidsongeschiktheidsuitkering_49;Bijstandsuitkering_50;Werkloosheidsuitkering_51;GeslaagdenDieVerderStuderen_52;VoltijdHogerOnderwijs_53;DeeltijdHogerOnderwijs_54;GeslaagdenMetAndereArbeidsmarktpos_55
27;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1997/'98;530.0;290.0;290.0;10.0;0.0;10.0;10.0;10.0;0.0;30.0;20.0;10.0;120.0;60.0;10.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;170.0;170.0;0.0;70.0
28;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1998/'99;600.0;350.0;350.0;0.0;10.0;20.0;10.0;20.0;10.0;40.0;40.0;10.0;110.0;70.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;170.0;0.0;70.0
29;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1999/'00;740.0;440.0;440.0;0.0;20.0;30.0;10.0;20.0;10.0;60.0;30.0;10.0;150.0;90.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;190.0;0.0;100.0
30;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1997/'98;530.0;350.0;350.0;0.0;10.0;20.0;0.0;10.0;10.0;30.0;20.0;10.0;150.0;80.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;130.0;0.0;40.0
31;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1998/'99;600.0;410.0;400.0;0.0;10.0;10.0;10.0;30.0;10.0;50.0;20.0;10.0;130.0;100.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;140.0;0.0;50.0
32;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1997/'98;530.0;370.0;360.0;0.0;20.0;10.0;0.0;20.0;10.0;40.0;20.0;10.0;150.0;80.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;60.0
34;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totaal hoger onderwijs;20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1997/'98;120.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;40.0;0.0;30.0
37;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1998/'99;140.0;70.0;70.0;0.0;10.0;0.0;0.0;0.0;0.0;30.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;20.0
38;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1999/'00;180.0;90.0;90.0;0.0;10.0;10.0;0.0;0.0;0.0;30.0;10.0;0.0;10.0;0.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;60.0;0.0;30.0
39;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1997/'98;120.0;60.0;60.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;40.0;0.0;10.0
40;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1998/'99;140.0;80.0;80.0;0.0;10.0;0.0;0.0;0.0;0.0;30.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;40.0;0.0;10.0
41;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1997/'98;120.0;70.0;70.0;0.0;10.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;10.0
43;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Totaal hoger onderwijs;20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1997/'98;410.0;240.0;240.0;0.0;0.0;10.0;0.0;10.0;0.0;10.0;20.0;10.0;110.0;60.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;120.0;120.0;0.0;40.0
46;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1998/'99;460.0;280.0;280.0;0.0;0.0;20.0;0.0;20.0;10.0;20.0;30.0;10.0;100.0;70.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;120.0;0.0;60.0
47;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1999/'00;560.0;350.0;350.0;0.0;10.0;20.0;10.0;10.0;10.0;30.0;20.0;10.0;140.0;80.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;130.0;0.0;70.0
48;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1997/'98;410.0;290.0;290.0;0.0;10.0;20.0;0.0;10.0;10.0;10.0;10.0;0.0;140.0;70.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;90.0;0.0;30.0
49;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1998/'99;460.0;330.0;330.0;0.0;10.0;10.0;0.0;20.0;10.0;30.0;10.0;10.0;120.0;100.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;90.0;0.0;40.0
50;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1997/'98;410.0;300.0;290.0;0.0;10.0;10.0;0.0;10.0;10.0;20.0;10.0;10.0;140.0;70.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;60.0;0.0;40.0
52;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Totaal hoger onderwijs;20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Totaal hoger onderwijs;21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1997/'98;3730.0;2090.0;2080.0;20.0;90.0;150.0;40.0;40.0;60.0;280.0;270.0;50.0;610.0;440.0;40.0;0.0;;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;60.0;0.0;0.0;1010.0;1000.0;10.0;570.0
55;Totaal hoger onderwijs;21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1998/'99;4120.0;2370.0;2350.0;30.0;110.0;160.0;40.0;60.0;70.0;340.0;300.0;50.0;640.0;480.0;50.0;0.0;10.0;;;;;;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;1140.0;1130.0;20.0;580.0
56;Totaal hoger onderwijs;21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1999/'00;4660.0;2810.0;2790.0;20.0;150.0;210.0;60.0;80.0;90.0;460.0;310.0;50.0;650.0;620.0;60.0;0.0;30.0;;;;;;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;30.0;30.0;0.0;0.0;1080.0;1060.0;20.0;740.0
57;Totaal hoger onderwijs;21 jaar;Totaal geslacht;Na 1 1/2 jaar;Cohort 1997/'98;3730.0;2570.0;2540.0;20.0;150.0;120.0;30.0;80.0;110.0;390.0;160.0;80.0;800.0;550.0;60.0;0.0;10.0;;;;;;;;;;;;;;;;30.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;30.0;20.0;0.0;10.0;760.0;750.0;10.0;360.0
