ID;Misdrijven;Geslacht;Leeftijd;Verblijfstitel;Strafduur;Perioden;GedetineerdenOp30September_1
113;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2023;1710.0
114;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2005;6770.0
115;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2006;6330.0
116;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2007;6300.0
117;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2008;5870.0
118;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2009;5910.0
119;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2010;6030.0
120;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2011;6050.0
121;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2012;5780.0
122;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2013;5240.0
123;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2014;4600.0
124;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2015;4160.0
125;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2016;4140.0
126;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2017;4250.0
127;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2018;4500.0
128;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2019;4780.0
129;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2020;4630.0
130;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2021;4140.0
131;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2022;4410.0
132;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Overig en onbekend;2023;4800.0
133;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2005;6190.0
134;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2006;5860.0
135;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2007;5750.0
136;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2008;5440.0
137;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2009;5490.0
138;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2010;5620.0
139;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2011;5640.0
140;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2012;5450.0
141;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2013;4910.0
142;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2014;4250.0
143;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2015;3870.0
144;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2016;3840.0
145;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2017;3870.0
146;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2018;4050.0
147;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2019;4390.0
148;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2020;4320.0
149;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2021;3820.0
150;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2022;4050.0
151;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Totaal;2023;4380.0
152;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2005;
153;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2006;
154;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2007;
155;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2008;
156;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2009;
157;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2010;
158;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2011;
159;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2012;
160;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2013;
161;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2014;
162;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2015;
163;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2016;
164;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2017;
165;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2018;
166;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2019;
167;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2020;
168;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2021;
169;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2022;
170;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;Minder dan 1 maand;2023;
171;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2005;
172;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2006;
173;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2007;
174;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2008;
175;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2009;
176;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2010;
177;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2011;
178;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2012;
179;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2013;
180;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2014;
181;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2015;
182;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2016;
183;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2017;
184;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2018;
185;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2019;
186;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2020;
187;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2021;
188;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2022;
189;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 6 maanden;2023;
190;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2005;
191;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2006;
192;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2007;
193;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2008;
194;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2009;
195;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2010;
196;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2011;
197;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2012;
198;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2013;
199;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2014;
200;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2015;
201;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2016;
202;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2017;
203;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2018;
204;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2019;
205;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2020;
206;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2021;
207;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2022;
208;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;6 maanden tot 1 jaar;2023;
209;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2005;
210;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2006;
211;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2007;
212;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2008;
213;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2009;
214;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2010;
215;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2011;
216;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2012;
217;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2013;
218;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2014;
219;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2015;
220;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2016;
221;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2017;
222;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2018;
223;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2019;
224;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Voorlopige hechtenis;1 tot 3 jaren;2020;
