ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
219;Leeftijd: 25 tot 35 jaar;Waarde;2015;92.1;79.3;9.4;3.4;4.0;26.3;6.8;64.7;13.7;25.1;40.9;28.3;31.7;43.2;61.1;12.0;51.9;47.4;10.8;11.3;16.2;12.6;84.6;30.9;22.8;1.9;31.6;31.2;9.8;6.6;;10.5;22.7;31.4;9.2;3.7;1.7
220;Leeftijd: 25 tot 35 jaar;Waarde;2016;92.4;77.3;10.8;4.2;4.2;30.0;8.0;71.2;14.2;25.0;40.3;28.3;40.0;46.6;63.3;;54.6;46.5;11.8;12.9;15.1;17.2;84.5;34.0;25.7;3.2;23.7;29.2;14.1;10.0;;9.2;16.2;32.8;9.2;6.3;3.6
221;Leeftijd: 25 tot 35 jaar;Waarde;2017;94.4;83.5;8.5;2.4;3.5;39.6;8.8;70.7;14.6;24.1;39.0;26.0;37.4;53.4;68.5;55.4;65.4;45.3;12.4;12.2;12.0;25.6;88.3;33.4;32.9;3.2;23.3;31.8;15.8;12.5;;9.3;16.5;36.0;11.7;7.4;2.5
222;Leeftijd: 25 tot 35 jaar;Waarde;2018;96.5;86.1;7.7;2.7;1.4;30.1;12.2;78.2;20.6;24.1;40.6;32.7;31.4;56.7;69.0;60.3;67.1;51.7;;;;;89.8;45.1;38.1;5.6;18.2;36.7;14.5;16.6;;8.1;17.1;36.9;12.9;7.7;3.4
223;Leeftijd: 25 tot 35 jaar;Waarde;2019;93.8;81.9;10.6;1.4;2.6;52.2;10.4;75.4;19.5;25.3;40.5;36.0;42.9;61.4;71.1;57.0;68.2;55.3;;;;;87.0;44.1;38.5;7.0;17.3;28.6;15.3;20.6;;6.9;14.2;34.5;12.5;9.8;4.0
224;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2012;81.2;60.2;10.6;3.0;5.4;8.0;0.9;39.4;2.1;19.2;25.5;11.8;16.5;23.3;40.5;4.4;33.1;23.5;4.0;4.6;4.4;10.6;70.7;13.5;7.4;;;;;;;6.9;11.6;22.8;3.2;2.2;
225;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2013;87.2;65.0;12.1;2.1;1.7;9.1;2.2;52.3;10.7;22.3;36.5;16.8;19.7;27.8;55.6;11.6;42.7;33.4;4.9;7.4;6.6;12.7;79.7;19.1;10.8;;;;;;;4.7;10.0;24.9;6.3;4.2;
226;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2014;86.9;70.9;8.2;1.5;3.5;16.5;2.4;55.7;11.5;23.5;37.1;23.4;24.2;36.1;56.6;9.0;48.5;38.5;11.0;11.4;11.6;13.0;77.7;25.8;18.6;0.8;;;;;;;;;;;
227;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2015;89.3;75.1;6.4;1.6;2.0;21.8;4.3;59.9;10.2;20.8;36.0;23.7;26.9;38.2;56.2;8.7;46.8;42.4;7.7;8.1;12.4;9.1;80.9;26.1;18.5;0.3;26.9;26.6;6.8;4.1;;7.6;18.5;26.7;6.3;1.8;0.3
228;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2016;89.6;73.3;7.9;2.2;2.0;25.7;5.5;66.8;10.9;21.0;35.8;24.1;35.4;42.0;58.7;;50.0;41.9;8.7;9.7;11.8;13.7;80.8;29.6;21.6;1.5;19.8;25.0;11.1;7.3;;6.5;12.9;28.5;6.5;4.2;2.0
229;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2017;92.1;80.1;6.0;0.9;1.7;35.4;6.4;66.7;11.5;20.4;34.8;22.2;33.3;49.1;64.4;51.1;61.2;41.0;9.6;9.4;9.1;21.8;85.3;29.3;28.8;1.7;19.7;27.9;12.7;9.8;;6.8;13.3;31.9;9.0;5.2;1.2
230;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2018;94.9;83.0;5.3;1.2;0.3;26.2;9.4;74.5;17.1;20.5;36.4;28.6;27.4;52.4;65.0;56.1;63.0;47.4;;;;;87.1;40.8;33.9;3.6;14.8;32.6;11.6;13.5;;5.7;13.8;32.7;10.0;5.5;1.9
231;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2019;91.7;78.6;8.0;0.4;1.3;48.1;7.9;71.7;16.2;21.7;36.4;32.1;38.7;57.3;67.3;52.9;64.2;51.2;;;;;84.1;39.9;34.5;4.9;14.2;24.9;12.3;17.3;;4.7;11.3;30.5;9.9;7.4;2.3
232;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2012;88.3;70.0;17.9;7.7;11.0;14.6;4.0;49.5;6.6;28.1;35.1;19.5;25.1;32.4;50.7;9.9;43.2;32.9;9.4;10.3;9.9;18.1;79.4;21.6;13.9;;;;;;;13.2;19.1;31.9;7.7;6.3;
233;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2013;93.4;74.9;20.2;6.4;5.6;16.3;6.8;62.8;18.2;31.9;47.1;25.6;28.9;37.9;65.9;19.6;53.4;43.8;10.7;14.3;13.4;20.9;87.5;28.4;18.3;;;;;;;10.3;17.4;34.6;12.2;9.5;
234;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2014;93.6;80.0;14.7;5.1;8.9;24.7;6.8;65.7;18.8;32.6;47.2;32.7;33.4;46.1;66.7;15.5;58.7;48.6;18.3;18.6;18.9;20.6;86.0;35.1;27.1;3.7;;;;;;;;;;;
235;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2015;94.9;83.4;12.4;5.3;6.1;30.8;9.3;69.6;17.2;29.4;45.9;32.9;36.4;48.2;66.0;15.2;56.9;52.5;13.9;14.4;20.0;16.0;88.3;35.7;27.2;3.5;36.4;35.9;12.8;9.1;;13.5;27.0;36.0;12.2;5.6;3.1
236;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2016;95.1;81.4;13.7;6.2;6.4;34.2;10.6;75.5;17.4;29.0;44.9;32.5;44.5;51.2;67.8;;59.3;51.2;14.8;16.1;18.5;20.8;88.1;38.4;29.8;4.8;27.6;33.4;17.2;12.8;;11.8;19.6;37.1;12.0;8.5;5.3
237;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2017;96.6;86.9;10.9;3.9;5.2;43.9;11.1;74.8;17.6;27.7;43.2;29.8;41.6;57.7;72.6;59.7;69.6;49.6;15.2;15.0;14.8;29.3;91.3;37.4;37.0;4.6;27.0;35.8;18.9;15.2;;11.8;19.8;40.1;14.4;9.6;3.8
238;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2018;98.2;89.3;10.1;4.3;2.5;34.0;15.0;81.9;24.2;27.8;44.8;36.8;35.4;61.0;73.1;64.5;71.2;56.0;;;;;92.6;49.3;42.2;7.6;21.6;40.9;17.5;19.7;;10.5;20.4;41.0;15.8;9.9;4.9
239;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2019;96.0;85.2;13.1;2.4;4.0;56.4;12.9;79.0;22.8;28.9;44.6;40.0;47.0;65.5;75.0;61.1;72.1;59.5;;;;;89.9;48.2;42.5;9.1;20.5;32.3;18.3;24.0;;9.0;17.1;38.4;15.2;12.2;5.7
240;Leeftijd: 35 tot 45 jaar;Waarde;2012;81.9;64.9;11.8;5.2;10.8;9.3;2.2;52.4;4.2;17.5;32.2;15.6;16.8;27.0;51.1;5.8;35.1;23.6;4.0;5.9;6.9;11.5;72.0;16.5;9.1;;;;;;;7.6;13.8;29.6;5.0;4.7;1.4
241;Leeftijd: 35 tot 45 jaar;Waarde;2013;83.2;66.4;10.9;5.9;9.7;13.1;3.4;53.6;8.0;22.8;35.9;23.3;22.4;31.2;51.6;7.7;40.1;33.8;4.6;9.2;8.9;16.7;75.2;16.6;9.7;;;;;;;4.5;12.3;34.3;6.9;5.9;0.7
242;Leeftijd: 35 tot 45 jaar;Waarde;2014;85.5;70.7;7.7;7.0;9.9;20.3;6.2;57.7;10.1;30.4;37.3;29.6;23.4;38.7;54.3;7.8;44.6;37.4;11.2;13.8;13.6;13.6;75.2;25.9;15.1;2.5;;;;;;;;;;;
243;Leeftijd: 35 tot 45 jaar;Waarde;2015;84.6;70.6;9.5;4.6;8.5;17.7;5.5;57.9;8.7;20.4;31.4;24.4;31.8;40.3;54.3;7.9;46.6;35.4;10.4;12.8;12.3;13.7;75.3;25.2;16.3;1.9;26.8;26.4;10.0;6.7;;8.0;16.4;31.3;8.2;4.9;1.9
244;Leeftijd: 35 tot 45 jaar;Waarde;2016;87.2;74.4;9.7;3.2;7.4;27.5;7.2;66.5;8.7;23.1;38.1;24.4;31.7;44.4;57.9;;53.1;39.7;9.6;11.4;13.4;16.0;80.7;32.7;23.2;2.1;24.4;26.1;14.5;9.3;;7.6;14.9;35.0;8.4;6.6;1.8
245;Leeftijd: 35 tot 45 jaar;Waarde;2017;93.0;81.4;9.3;2.4;4.3;37.0;10.2;75.0;11.1;22.6;37.4;32.7;40.5;55.5;64.1;39.5;62.3;45.7;10.5;12.4;14.4;26.8;85.0;32.1;27.3;2.6;24.3;29.9;15.1;11.9;;6.9;18.5;33.9;10.3;9.1;2.8
246;Leeftijd: 35 tot 45 jaar;Waarde;2018;91.0;81.3;6.6;3.1;3.5;26.9;12.0;74.1;17.6;22.8;41.2;32.5;29.9;57.7;65.2;43.3;60.4;45.4;;;;;83.0;37.6;33.3;4.7;20.8;29.4;14.2;16.9;;8.8;13.4;34.0;9.3;11.0;4.8
247;Leeftijd: 35 tot 45 jaar;Waarde;2019;90.0;78.9;7.9;3.2;5.1;45.2;12.7;72.4;14.9;25.1;39.4;31.8;40.1;57.2;69.2;46.3;61.4;47.0;;;;;84.3;39.5;34.1;5.8;18.0;28.7;16.0;16.1;;6.2;14.4;31.7;12.8;9.8;3.9
248;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2012;78.8;61.0;9.2;3.3;8.2;7.0;1.2;48.3;2.7;14.4;28.4;12.7;13.7;23.5;47.0;3.9;31.3;20.2;2.5;4.0;4.9;8.9;68.3;13.5;6.8;;;;;;;5.3;11.2;26.0;3.4;3.0;0.3
249;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2013;79.9;62.3;8.2;3.9;7.0;10.2;1.8;49.3;5.7;19.2;31.8;19.7;18.8;27.2;47.3;5.3;35.9;29.8;2.8;6.6;6.4;13.4;71.4;13.3;7.0;;;;;;;2.7;9.5;30.2;4.9;3.9;0.0
250;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2014;81.9;66.4;5.4;4.5;6.9;16.9;4.1;53.3;7.5;26.4;33.1;25.6;19.9;34.5;49.9;5.6;40.2;33.2;8.6;10.9;10.8;10.8;71.0;22.1;12.0;1.1;;;;;;;;;;;
251;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2015;81.5;66.7;7.1;2.7;6.1;14.6;3.7;53.7;6.5;17.2;27.7;21.0;28.0;36.3;50.2;5.7;42.4;31.5;8.0;10.2;9.8;11.0;71.6;21.7;13.3;0.8;23.1;22.8;7.7;4.7;;5.7;13.3;27.5;6.1;3.1;0.6
252;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2016;84.3;70.6;7.2;1.5;5.0;23.8;5.0;62.5;6.4;19.6;34.2;20.9;27.9;40.4;53.8;;49.0;35.7;7.2;8.8;10.7;13.0;77.3;28.8;19.6;0.9;20.8;22.5;11.7;7.0;;5.4;12.0;31.2;6.1;4.6;0.8
253;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2017;90.7;78.0;6.8;1.0;2.4;33.1;7.8;71.3;8.6;19.3;33.5;28.9;36.6;51.4;60.2;35.5;58.3;41.7;8.0;9.7;11.6;23.2;81.9;28.4;23.7;1.2;20.8;26.3;12.4;9.3;;4.9;15.3;30.1;7.9;6.8;1.5
254;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2018;88.4;78.0;4.5;1.6;1.8;23.5;9.5;70.4;14.5;19.5;37.3;28.7;26.3;53.6;61.2;39.3;56.4;41.4;;;;;79.7;33.8;29.5;3.0;17.4;25.8;11.6;14.0;;6.3;10.6;30.2;7.2;8.6;3.2
255;Leeftijd: 35 tot 45 jaar;Ondergrens 95%-interval;2019;87.4;75.5;5.8;1.6;3.2;41.3;10.1;68.8;12.2;21.8;35.7;28.2;36.3;53.4;65.5;42.5;57.6;43.2;;;;;81.3;35.8;30.5;4.0;15.1;25.3;13.3;13.4;;4.3;11.8;28.2;10.3;7.6;2.5
256;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2012;85.0;68.8;14.5;7.0;13.3;11.7;3.3;56.4;5.7;20.5;36.0;18.5;19.8;30.5;55.1;7.7;38.9;27.0;5.6;7.8;9.0;14.1;75.6;19.6;11.4;;;;;;;9.8;16.5;33.3;6.7;6.5;2.4
257;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2013;86.5;70.5;13.5;7.9;12.4;16.0;5.0;57.9;10.2;26.4;40.1;27.0;26.0;35.2;55.9;10.1;44.3;37.9;6.3;11.7;11.5;20.0;79.0;19.9;12.4;;;;;;;6.2;15.1;38.4;9.0;8.0;1.5
258;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2014;89.0;75.0;10.0;9.6;12.9;23.8;8.2;62.2;12.7;34.4;41.4;33.5;27.0;42.9;58.7;10.1;48.9;41.6;13.8;16.7;16.4;16.5;79.3;29.7;18.2;3.9;;;;;;;;;;;
259;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2015;87.8;74.5;11.9;6.4;10.9;20.8;7.3;62.0;10.9;23.6;35.2;27.9;35.6;44.3;58.5;10.1;50.7;39.3;12.8;15.4;14.9;16.4;79.0;28.7;19.2;2.9;30.4;30.0;12.4;8.6;;10.2;19.4;35.1;10.3;6.7;3.2
260;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2016;90.2;78.1;12.1;4.9;9.7;31.2;9.3;70.5;11.1;26.5;42.1;27.8;35.5;48.5;62.1;;57.2;43.7;12.0;14.1;16.2;19.0;84.2;36.5;26.7;3.3;28.0;29.6;17.4;11.5;;9.8;17.8;38.9;10.6;8.7;2.8
261;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2017;95.4;84.8;11.7;3.7;6.2;40.9;12.7;78.7;13.7;26.0;41.2;36.5;44.5;59.5;68.1;43.4;66.3;49.8;12.9;15.0;17.2;30.3;88.2;35.8;30.8;3.9;27.8;33.6;17.9;14.4;;8.9;21.6;37.7;12.6;11.3;4.1
262;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2018;93.5;84.6;8.6;4.6;5.1;30.4;14.5;77.8;20.6;26.2;45.1;36.2;33.6;61.7;69.1;47.3;64.4;49.4;;;;;86.3;41.5;37.1;6.5;24.1;33.1;16.9;19.8;;11.2;16.1;37.7;11.5;13.5;6.5
263;Leeftijd: 35 tot 45 jaar;Bovengrens 95%-interval;2019;92.6;82.3;10.1;4.8;7.0;49.0;15.2;75.9;17.6;28.4;43.1;35.4;43.9;61.1;72.9;50.2;65.3;50.9;;;;;87.4;43.3;37.8;7.6;20.9;32.1;18.8;18.9;;8.1;17.1;35.3;15.2;12.0;5.3
264;Leeftijd: 45 tot 55 jaar;Waarde;2012;72.5;54.7;12.4;5.4;16.5;9.2;4.1;31.8;4.4;17.3;26.5;14.3;14.2;17.3;44.1;3.6;30.7;21.9;2.9;4.6;7.2;9.9;64.2;14.6;9.2;;;;;;;6.5;14.3;22.0;5.7;3.2;0.5
265;Leeftijd: 45 tot 55 jaar;Waarde;2013;78.0;58.7;14.2;5.2;12.7;10.9;6.7;41.3;7.3;20.5;30.4;20.6;18.9;18.9;48.7;6.0;38.9;30.4;4.7;6.4;10.1;16.3;69.5;16.9;10.7;;;;;;;6.5;15.8;23.1;6.7;3.4;1.5
266;Leeftijd: 45 tot 55 jaar;Waarde;2014;77.4;60.5;11.6;5.3;14.6;14.2;6.4;43.6;8.5;18.5;35.1;22.5;20.0;25.3;50.4;4.8;39.9;26.9;5.3;8.4;11.6;10.6;68.0;19.5;13.4;0.7;;;;;;;;;;;
267;Leeftijd: 45 tot 55 jaar;Waarde;2015;75.9;58.9;11.7;5.3;11.9;17.0;7.7;48.6;10.8;17.3;32.7;24.7;27.6;26.7;48.1;6.9;37.7;30.5;6.4;8.7;14.9;13.0;66.5;20.2;11.9;2.2;24.2;18.8;10.1;5.7;;7.6;11.0;25.1;7.2;5.7;2.2
268;Leeftijd: 45 tot 55 jaar;Waarde;2016;82.2;65.4;10.5;6.3;9.9;22.6;8.3;51.5;10.4;15.4;33.4;23.8;26.5;33.8;55.9;;44.4;34.0;6.2;7.3;11.1;12.7;72.3;25.0;16.1;1.1;21.9;24.3;11.8;7.2;;7.3;14.6;26.1;7.7;6.2;3.2
269;Leeftijd: 45 tot 55 jaar;Waarde;2017;85.3;70.4;10.1;4.8;9.6;30.5;10.1;58.8;13.2;19.3;37.5;28.9;32.1;38.7;58.6;37.3;51.4;38.2;7.1;8.7;13.6;21.0;76.9;28.5;22.6;1.4;24.0;25.8;12.8;7.6;;6.9;15.0;31.5;7.9;6.3;2.9
270;Leeftijd: 45 tot 55 jaar;Waarde;2018;87.9;73.4;10.9;3.6;5.6;17.6;11.8;64.5;17.2;18.7;35.8;28.0;26.8;47.4;62.3;35.6;55.6;39.0;;;;;79.2;33.6;26.2;4.0;21.1;27.8;13.4;11.1;;7.6;14.5;27.8;10.5;8.2;4.7
271;Leeftijd: 45 tot 55 jaar;Waarde;2019;89.1;73.6;11.2;4.3;6.5;37.1;10.7;65.2;14.2;21.9;38.0;29.2;32.9;44.5;64.6;42.6;55.3;38.7;;;;;81.6;33.8;30.2;4.8;20.9;28.8;14.2;9.8;;8.2;15.2;30.5;8.3;6.2;5.1
272;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2012;69.4;51.3;10.0;3.7;13.9;7.0;2.6;28.6;3.1;14.6;23.3;11.9;11.8;14.7;40.6;2.4;27.5;19.0;1.6;3.1;5.4;7.8;60.9;11.9;7.1;;;;;;;4.7;11.8;19.2;4.1;2.0;0.1
273;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2013;75.1;55.1;11.6;3.6;10.3;8.8;4.9;37.8;5.5;17.6;27.1;17.7;16.1;16.1;45.1;4.2;35.4;27.1;3.2;4.7;7.9;13.5;66.2;14.2;8.4;;;;;;;4.7;13.1;20.1;4.9;2.1;0.6
274;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2014;74.1;56.9;9.3;3.6;11.8;11.8;4.7;40.1;6.7;15.8;31.7;19.6;17.2;22.2;46.7;3.3;36.4;23.8;3.7;6.5;9.4;8.5;64.4;16.7;10.9;0.2;;;;;;;;;;;
275;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2015;72.8;55.4;9.4;3.7;9.5;14.4;5.9;45.1;8.7;14.7;29.5;21.8;24.6;23.7;44.7;5.2;34.4;27.3;4.8;6.7;12.5;10.7;63.1;17.5;9.7;1.2;21.2;16.1;8.1;4.2;;5.7;8.9;22.2;5.5;4.1;1.2
276;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2016;79.5;62.1;8.5;4.4;7.7;19.9;6.5;48.1;8.4;13.1;30.3;21.1;23.6;30.7;52.5;;41.1;30.9;4.7;5.6;9.1;10.5;69.2;22.1;13.7;0.5;19.1;21.5;9.7;5.6;;5.5;12.3;23.3;6.0;4.6;2.0
277;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2017;82.6;67.1;7.9;3.1;7.2;27.3;8.1;55.4;10.9;16.6;34.2;25.8;28.9;35.4;55.1;34.0;47.9;34.9;5.4;6.9;11.3;18.3;73.8;25.5;19.7;0.6;21.1;22.9;10.6;6.0;;5.2;12.6;28.4;6.1;4.7;1.8
278;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2018;85.5;70.3;8.7;2.3;4.0;15.1;9.7;61.2;14.8;16.2;32.7;25.0;23.9;44.1;59.0;32.4;52.2;35.7;;;;;76.3;30.5;23.3;2.6;18.4;24.9;11.2;9.0;;5.8;12.2;24.8;8.5;6.5;3.3
279;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2019;86.9;70.5;9.2;2.8;4.7;33.9;8.6;61.9;12.0;19.1;34.8;26.2;29.8;41.2;61.4;39.3;52.0;35.5;;;;;78.9;30.6;27.2;3.4;18.1;25.8;11.9;7.9;;6.3;12.9;27.5;6.6;4.6;3.6
280;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2012;75.6;58.2;14.7;7.1;19.1;11.3;5.5;35.0;5.6;20.1;29.6;16.7;16.6;19.9;47.5;4.9;33.9;24.8;4.2;6.2;9.0;12.1;67.6;17.2;11.3;;;;;;;8.3;16.7;24.9;7.2;4.4;0.9
281;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2013;81.0;62.2;16.7;6.8;15.1;13.0;8.5;44.8;9.1;23.5;33.7;23.4;21.8;21.7;52.2;7.8;42.4;33.7;6.3;8.2;12.3;19.1;72.8;19.6;13.0;;;;;;;8.2;18.5;26.1;8.4;4.7;2.4
282;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2014;80.6;64.1;13.9;6.9;17.5;16.7;8.1;47.2;10.4;21.1;38.5;25.4;22.7;28.3;54.0;6.3;43.4;30.0;6.8;10.3;13.9;12.7;71.5;22.3;15.8;1.2;;;;;;;;;;;
283;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2015;79.0;62.4;14.0;7.0;14.3;19.6;9.5;52.1;13.0;19.9;36.0;27.7;30.7;29.8;51.6;8.6;41.0;33.7;8.1;10.6;17.4;15.3;69.9;22.9;14.1;3.2;27.2;21.5;12.1;7.3;;9.6;13.2;28.0;9.0;7.2;3.3
284;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2016;84.8;68.6;12.5;8.1;12.0;25.4;10.0;54.8;12.4;17.7;36.4;26.6;29.4;36.9;59.2;;47.7;37.2;7.7;8.9;13.1;14.8;75.5;27.8;18.5;1.7;24.6;27.1;13.9;8.9;;9.1;17.0;28.9;9.4;7.8;4.3
285;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2017;88.1;73.8;12.2;6.4;11.9;33.6;12.2;62.3;15.5;21.9;40.8;31.9;35.3;42.0;62.0;40.6;54.8;41.5;8.8;10.6;15.9;23.8;80.1;31.6;25.4;2.2;27.0;28.7;15.0;9.3;;8.6;17.4;34.6;9.6;7.9;4.0
286;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2018;90.2;76.5;13.1;4.8;7.2;20.1;13.9;67.8;19.7;21.2;39.0;30.9;29.7;50.8;65.7;38.7;58.9;42.2;;;;;82.1;36.7;29.1;5.3;23.8;30.8;15.6;13.2;;9.5;16.9;30.7;12.4;10.0;6.1
287;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2019;91.3;76.6;13.3;5.7;8.2;40.3;12.7;68.4;16.4;24.6;41.2;32.2;36.0;47.8;67.8;45.9;58.7;42.0;;;;;84.3;36.9;33.2;6.2;23.6;31.7;16.4;11.7;;10.1;17.6;33.6;10.0;7.8;6.6
288;Leeftijd: 55 tot 65 jaar;Waarde;2012;55.1;40.2;8.7;6.2;28.7;5.0;3.6;15.2;3.0;11.2;21.1;8.3;10.4;14.4;31.5;2.7;20.4;10.9;1.1;2.4;3.7;5.7;44.9;10.0;5.0;;;;;;;5.9;11.8;14.4;3.3;2.4;0.4
289;Leeftijd: 55 tot 65 jaar;Waarde;2013;59.8;40.2;13.6;6.0;24.2;8.1;4.7;20.7;3.5;12.4;26.5;13.1;15.6;15.2;35.0;4.3;24.5;17.3;2.9;3.9;7.9;9.9;51.4;10.8;6.8;0.7;;;;;;5.5;11.4;14.8;3.9;3.0;0.6
290;Leeftijd: 55 tot 65 jaar;Waarde;2014;65.2;47.4;13.6;4.1;19.9;11.4;5.9;29.8;4.4;11.7;28.9;17.7;15.0;21.0;41.2;4.9;27.9;15.6;3.5;5.7;10.2;7.2;57.6;13.7;7.8;;;;;;;;;;;;
291;Leeftijd: 55 tot 65 jaar;Waarde;2015;68.0;50.3;13.4;4.3;16.5;13.4;6.2;31.3;5.2;11.3;28.5;18.0;22.3;22.5;40.4;6.2;29.8;21.3;3.5;6.4;11.2;10.8;58.9;15.4;8.5;0.8;23.7;18.7;5.5;2.3;;8.9;14.1;17.1;5.9;3.2;1.1
292;Leeftijd: 55 tot 65 jaar;Waarde;2016;72.2;51.6;13.7;6.9;16.2;14.3;8.6;36.1;5.1;10.4;27.2;17.3;21.3;27.2;45.1;;33.0;20.2;3.6;4.9;8.9;9.9;61.4;14.9;9.5;0.4;24.1;18.7;5.4;3.2;;6.8;14.4;18.2;5.6;4.8;1.9
293;Leeftijd: 55 tot 65 jaar;Waarde;2017;74.5;57.8;12.2;4.4;15.2;21.9;10.5;40.5;7.2;14.7;27.1;19.5;23.6;35.0;47.2;31.3;36.6;24.8;4.8;6.2;11.7;14.7;66.5;19.5;12.7;0.9;25.1;22.0;7.5;3.2;;5.7;15.8;23.2;6.1;4.7;2.3
294;Leeftijd: 55 tot 65 jaar;Waarde;2018;76.9;58.2;12.7;6.0;13.0;8.8;11.2;44.1;8.5;12.5;29.6;20.2;19.1;37.4;50.7;27.8;38.3;23.2;;;;;66.7;23.9;14.9;2.6;23.4;22.4;7.4;5.0;;7.6;13.8;23.1;6.0;4.9;2.6
295;Leeftijd: 55 tot 65 jaar;Waarde;2019;80.6;62.5;11.9;6.2;12.3;25.1;11.1;44.1;4.9;11.3;29.7;18.3;20.9;33.7;51.1;31.3;39.3;21.4;;;;;70.0;23.3;15.6;2.5;27.1;23.9;7.4;4.2;;8.7;16.1;23.4;5.4;4.8;4.1
296;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2012;51.5;36.6;6.8;4.4;25.5;3.4;2.3;12.5;1.6;8.8;18.1;6.3;8.2;11.8;28.2;1.6;17.5;8.7;0.3;1.2;2.4;4.0;41.3;7.7;3.5;;;;;;;4.2;9.4;11.8;1.9;1.2;0.0
297;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2013;56.4;36.8;11.2;4.3;21.2;6.2;3.1;17.9;2.2;10.1;23.4;10.7;13.1;12.7;31.7;2.9;21.5;14.7;1.7;2.6;6.0;7.9;48.0;8.7;5.0;0.2;;;;;;4.0;9.2;12.3;2.5;1.9;0.0
