ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
72;Gelderland (PV);Werknemer;735.2;19.2
73;Gelderland (PV);Zelfstandige;100.0;16.7
74;Gelderland (PV);Totaal niet-actief;473.4;14.2
75;Gelderland (PV);Werkloosheids- en bijstandsuitk. ontv.;42.0;12.0
76;Gelderland (PV);Pensioenontvanger;310.7;16.0
77;Utrecht (PV);Totaal sociaal-economische categorie;774.6;19.0
78;Utrecht (PV);Totaal actief;509.9;21.2
79;Utrecht (PV);Werknemer;454.5;21.4
80;Utrecht (PV);Zelfstandige;54.6;19.0
81;Utrecht (PV);Totaal niet-actief;264.6;14.9
82;Utrecht (PV);Werkloosheids- en bijstandsuitk. ontv.;24.3;12.1
83;Utrecht (PV);Pensioenontvanger;164.4;17.5
84;Noord-Holland (PV);Totaal sociaal-economische categorie;1738.7;18.6
85;Noord-Holland (PV);Totaal actief;1100.6;20.9
86;Noord-Holland (PV);Werknemer;961.9;21.4
87;Noord-Holland (PV);Zelfstandige;137.1;17.7
88;Noord-Holland (PV);Totaal niet-actief;637.8;14.7
89;Noord-Holland (PV);Werkloosheids- en bijstandsuitk. ontv.;75.5;12.2
90;Noord-Holland (PV);Pensioenontvanger;393.1;16.9
91;Zuid-Holland (PV);Totaal sociaal-economische categorie;2274.9;18.3
92;Zuid-Holland (PV);Totaal actief;1436.4;20.5
93;Zuid-Holland (PV);Werknemer;1289.0;20.7
94;Zuid-Holland (PV);Zelfstandige;145.6;18.7
95;Zuid-Holland (PV);Totaal niet-actief;838.1;14.4
96;Zuid-Holland (PV);Werkloosheids- en bijstandsuitk. ontv.;114.5;11.9
97;Zuid-Holland (PV);Pensioenontvanger;534.9;16.4
98;Zeeland (PV);Totaal sociaal-economische categorie;251.6;17.3
99;Zeeland (PV);Totaal actief;156.1;19.0
100;Zeeland (PV);Werknemer;133.9;19.1
101;Zeeland (PV);Zelfstandige;21.8;19.0
102;Zeeland (PV);Totaal niet-actief;95.5;14.5
103;Zeeland (PV);Werkloosheids- en bijstandsuitk. ontv.;6.7;12.4
104;Zeeland (PV);Pensioenontvanger;70.9;15.7
105;Noord-Brabant (PV);Totaal sociaal-economische categorie;1620.5;17.5
106;Noord-Brabant (PV);Totaal actief;1040.8;19.4
107;Noord-Brabant (PV);Werknemer;919.1;19.7
108;Noord-Brabant (PV);Zelfstandige;120.0;16.7
109;Noord-Brabant (PV);Totaal niet-actief;579.4;14.1
110;Noord-Brabant (PV);Werkloosheids- en bijstandsuitk. ontv.;52.0;12.0
111;Noord-Brabant (PV);Pensioenontvanger;372.6;16.0
112;Limburg (PV);Totaal sociaal-economische categorie;768.7;16.6
113;Limburg (PV);Totaal actief;454.7;18.7
114;Limburg (PV);Werknemer;402.5;19.1
115;Limburg (PV);Zelfstandige;50.7;15.6
116;Limburg (PV);Totaal niet-actief;313.9;13.7
117;Limburg (PV);Werkloosheids- en bijstandsuitk. ontv.;31.8;11.9
118;Limburg (PV);Pensioenontvanger;198.6;15.4
119;Oost-Groningen (CR);Totaal sociaal-economische categorie;103.6;15.4
120;Oost-Groningen (CR);Totaal actief;59.3;17.3
121;Oost-Groningen (CR);Werknemer;52.3;17.8
122;Oost-Groningen (CR);Zelfstandige;6.9;13.8
123;Oost-Groningen (CR);Totaal niet-actief;44.3;12.9
124;Oost-Groningen (CR);Werkloosheids- en bijstandsuitk. ontv.;4.4;11.7
125;Oost-Groningen (CR);Pensioenontvanger;29.0;13.8
126;Delfzijl en omgeving (CR);Totaal sociaal-economische categorie;34.5;16.2
127;Delfzijl en omgeving (CR);Totaal actief;19.6;18.2
128;Delfzijl en omgeving (CR);Werknemer;17.1;18.7
129;Delfzijl en omgeving (CR);Zelfstandige;2.5;15.5
130;Delfzijl en omgeving (CR);Totaal niet-actief;14.9;13.6
131;Delfzijl en omgeving (CR);Werkloosheids- en bijstandsuitk. ontv.;1.8;11.5
132;Delfzijl en omgeving (CR);Pensioenontvanger;10.1;14.9
133;Overig Groningen (CR);Totaal sociaal-economische categorie;243.8;16.4
134;Overig Groningen (CR);Totaal actief;144.9;18.8
135;Overig Groningen (CR);Werknemer;126.5;19.2
136;Overig Groningen (CR);Zelfstandige;18.1;16.0
137;Overig Groningen (CR);Totaal niet-actief;98.9;13.0
138;Overig Groningen (CR);Werkloosheids- en bijstandsuitk. ontv.;13.3;11.5
139;Overig Groningen (CR);Pensioenontvanger;54.6;15.3
140;Noord-Friesland (CR);Totaal sociaal-economische categorie;216.1;16.1
141;Noord-Friesland (CR);Totaal actief;132.7;17.9
142;Noord-Friesland (CR);Werknemer;113.3;18.1
143;Noord-Friesland (CR);Zelfstandige;19.1;16.4
144;Noord-Friesland (CR);Totaal niet-actief;83.3;13.4
145;Noord-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;9.3;11.7
146;Noord-Friesland (CR);Pensioenontvanger;52.8;15.0
147;Zuidwest-Friesland (CR);Totaal sociaal-economische categorie;68.5;16.5
148;Zuidwest-Friesland (CR);Totaal actief;43.5;17.9
149;Zuidwest-Friesland (CR);Werknemer;35.6;18.4
150;Zuidwest-Friesland (CR);Zelfstandige;7.8;16.0
151;Zuidwest-Friesland (CR);Totaal niet-actief;25.0;14.0
152;Zuidwest-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;2.2;12.2
153;Zuidwest-Friesland (CR);Pensioenontvanger;17.6;15.3
154;Zuidoost-Friesland (CR);Totaal sociaal-economische categorie;136.6;16.5
155;Zuidoost-Friesland (CR);Totaal actief;83.9;18.1
156;Zuidoost-Friesland (CR);Werknemer;71.6;18.3
157;Zuidoost-Friesland (CR);Zelfstandige;12.1;17.0
158;Zuidoost-Friesland (CR);Totaal niet-actief;52.7;13.8
159;Zuidoost-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.7;12.1
160;Zuidoost-Friesland (CR);Pensioenontvanger;36.1;15.2
161;Noord-Drenthe (CR);Totaal sociaal-economische categorie;124.1;17.5
162;Noord-Drenthe (CR);Totaal actief;76.7;19.2
163;Noord-Drenthe (CR);Werknemer;66.8;19.7
164;Noord-Drenthe (CR);Zelfstandige;9.7;16.2
165;Noord-Drenthe (CR);Totaal niet-actief;47.4;14.6
166;Noord-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;3.8;12.7
167;Noord-Drenthe (CR);Pensioenontvanger;33.0;16.2
168;Zuidoost-Drenthe (CR);Totaal sociaal-economische categorie;114.7;15.7
169;Zuidoost-Drenthe (CR);Totaal actief;68.6;17.3
170;Zuidoost-Drenthe (CR);Werknemer;59.3;17.8
171;Zuidoost-Drenthe (CR);Zelfstandige;9.2;13.9
172;Zuidoost-Drenthe (CR);Totaal niet-actief;46.1;13.3
173;Zuidoost-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;4.8;11.7
174;Zuidoost-Drenthe (CR);Pensioenontvanger;30.6;14.6
175;Zuidwest-Drenthe (CR);Totaal sociaal-economische categorie;85.2;16.9
176;Zuidwest-Drenthe (CR);Totaal actief;52.2;18.5
177;Zuidwest-Drenthe (CR);Werknemer;44.7;18.7
178;Zuidwest-Drenthe (CR);Zelfstandige;7.4;17.2
179;Zuidwest-Drenthe (CR);Totaal niet-actief;33.0;14.4
180;Zuidwest-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;2.5;12.6
181;Zuidwest-Drenthe (CR);Pensioenontvanger;22.7;15.7
182;Noord-Overijssel (CR);Totaal sociaal-economische categorie;223.1;16.6
183;Noord-Overijssel (CR);Totaal actief;145.5;18.2
184;Noord-Overijssel (CR);Werknemer;127.1;18.5
185;Noord-Overijssel (CR);Zelfstandige;18.2;16.4
186;Noord-Overijssel (CR);Totaal niet-actief;77.6;13.7
187;Noord-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;6.4;12.1
188;Noord-Overijssel (CR);Pensioenontvanger;50.7;15.3
189;Zuidwest-Overijssel (CR);Totaal sociaal-economische categorie;99.0;16.6
190;Zuidwest-Overijssel (CR);Totaal actief;62.9;18.3
191;Zuidwest-Overijssel (CR);Werknemer;56.3;18.7
192;Zuidwest-Overijssel (CR);Zelfstandige;6.5;15.9
193;Zuidwest-Overijssel (CR);Totaal niet-actief;36.1;13.7
194;Zuidwest-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;3.1;11.8
195;Zuidwest-Overijssel (CR);Pensioenontvanger;23.4;15.4
196;Twente (CR);Totaal sociaal-economische categorie;404.4;16.3
197;Twente (CR);Totaal actief;247.7;18.1
198;Twente (CR);Werknemer;218.9;18.4
199;Twente (CR);Zelfstandige;28.3;15.9
200;Twente (CR);Totaal niet-actief;156.6;13.4
201;Twente (CR);Werkloosheids- en bijstandsuitk. ontv.;15.9;11.4
202;Twente (CR);Pensioenontvanger;98.9;15.1
203;Veluwe (CR);Totaal sociaal-economische categorie;420.8;17.5
204;Veluwe (CR);Totaal actief;269.1;19.1
205;Veluwe (CR);Werknemer;237.2;19.3
206;Veluwe (CR);Zelfstandige;31.4;17.4
207;Veluwe (CR);Totaal niet-actief;151.6;14.6
208;Veluwe (CR);Werkloosheids- en bijstandsuitk. ontv.;10.0;12.5
209;Veluwe (CR);Pensioenontvanger;102.3;16.5
210;Achterhoek (CR);Totaal sociaal-economische categorie;260.6;16.6
211;Achterhoek (CR);Totaal actief;165.3;18.1
212;Achterhoek (CR);Werknemer;142.2;18.4
213;Achterhoek (CR);Zelfstandige;22.7;16.0
214;Achterhoek (CR);Totaal niet-actief;95.3;14.0
215;Achterhoek (CR);Werkloosheids- en bijstandsuitk. ontv.;6.4;12.4
216;Achterhoek (CR);Pensioenontvanger;67.0;15.4
217;Arnhem/Nijmegen (CR);Totaal sociaal-economische categorie;480.0;17.2
218;Arnhem/Nijmegen (CR);Totaal actief;299.4;19.1
219;Arnhem/Nijmegen (CR);Werknemer;267.8;19.4
220;Arnhem/Nijmegen (CR);Zelfstandige;31.1;16.7
221;Arnhem/Nijmegen (CR);Totaal niet-actief;180.6;14.0
222;Arnhem/Nijmegen (CR);Werkloosheids- en bijstandsuitk. ontv.;22.2;11.7
223;Arnhem/Nijmegen (CR);Pensioenontvanger;110.0;16.2
224;Zuidwest-Gelderland (CR);Totaal sociaal-economische categorie;148.9;17.6
225;Zuidwest-Gelderland (CR);Totaal actief;102.9;19.4
226;Zuidwest-Gelderland (CR);Werknemer;88.0;19.9
227;Zuidwest-Gelderland (CR);Zelfstandige;14.7;16.3
228;Zuidwest-Gelderland (CR);Totaal niet-actief;46.0;13.8
229;Zuidwest-Gelderland (CR);Werkloosheids- en bijstandsuitk. ontv.;3.4;12.0
230;Zuidwest-Gelderland (CR);Pensioenontvanger;31.4;15.1
231;Utrecht (CR);Totaal sociaal-economische categorie;774.6;19.0
232;Utrecht (CR);Totaal actief;509.9;21.2
233;Utrecht (CR);Werknemer;454.5;21.4
234;Utrecht (CR);Zelfstandige;54.6;19.0
235;Utrecht (CR);Totaal niet-actief;264.6;14.9
236;Utrecht (CR);Werkloosheids- en bijstandsuitk. ontv.;24.3;12.1
237;Utrecht (CR);Pensioenontvanger;164.4;17.5
238;Kop van Noord-Holland (CR);Totaal sociaal-economische categorie;243.1;17.0
239;Kop van Noord-Holland (CR);Totaal actief;161.2;18.5
240;Kop van Noord-Holland (CR);Werknemer;138.0;18.9
241;Kop van Noord-Holland (CR);Zelfstandige;22.9;16.1
242;Kop van Noord-Holland (CR);Totaal niet-actief;81.9;14.1
243;Kop van Noord-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;6.3;13.0
244;Kop van Noord-Holland (CR);Pensioenontvanger;53.3;15.7
245;Alkmaar en omgeving (CR);Totaal sociaal-economische categorie;152.8;18.1
246;Alkmaar en omgeving (CR);Totaal actief;98.2;19.9
247;Alkmaar en omgeving (CR);Werknemer;87.1;20.1
248;Alkmaar en omgeving (CR);Zelfstandige;11.0;18.2
249;Alkmaar en omgeving (CR);Totaal niet-actief;54.5;14.9
250;Alkmaar en omgeving (CR);Werkloosheids- en bijstandsuitk. ontv.;4.3;12.7
251;Alkmaar en omgeving (CR);Pensioenontvanger;34.8;17.0
252;IJmond (CR);Totaal sociaal-economische categorie;129.3;18.2
253;IJmond (CR);Totaal actief;80.4;20.1
254;IJmond (CR);Werknemer;72.5;20.2
255;IJmond (CR);Zelfstandige;7.7;18.9
256;IJmond (CR);Totaal niet-actief;48.9;15.2
257;IJmond (CR);Werkloosheids- en bijstandsuitk. ontv.;3.3;13.0
258;IJmond (CR);Pensioenontvanger;34.0;17.1
259;Agglomeratie Haarlem (CR);Totaal sociaal-economische categorie;151.1;19.6
260;Agglomeratie Haarlem (CR);Totaal actief;91.5;22.0
261;Agglomeratie Haarlem (CR);Werknemer;80.6;22.4
262;Agglomeratie Haarlem (CR);Zelfstandige;10.8;19.2
263;Agglomeratie Haarlem (CR);Totaal niet-actief;59.7;15.9
264;Agglomeratie Haarlem (CR);Werkloosheids- en bijstandsuitk. ontv.;4.8;12.3
265;Agglomeratie Haarlem (CR);Pensioenontvanger;40.3;18.1
266;Zaanstreek (CR);Totaal sociaal-economische categorie;106.7;17.5
267;Zaanstreek (CR);Totaal actief;67.8;19.6
268;Zaanstreek (CR);Werknemer;61.7;19.7
269;Zaanstreek (CR);Zelfstandige;6.0;17.9
270;Zaanstreek (CR);Totaal niet-actief;38.9;14.0
271;Zaanstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;3.4;12.5
272;Zaanstreek (CR);Pensioenontvanger;24.7;15.5
273;Groot-Amsterdam (CR);Totaal sociaal-economische categorie;790.8;18.8
274;Groot-Amsterdam (CR);Totaal actief;499.4;21.5
275;Groot-Amsterdam (CR);Werknemer;433.8;22.1
276;Groot-Amsterdam (CR);Zelfstandige;65.0;17.1
277;Groot-Amsterdam (CR);Totaal niet-actief;291.2;14.2
278;Groot-Amsterdam (CR);Werkloosheids- en bijstandsuitk. ontv.;49.5;11.9
279;Groot-Amsterdam (CR);Pensioenontvanger;160.5;16.5
280;Het Gooi en Vechtstreek (CR);Totaal sociaal-economische categorie;164.9;20.9
281;Het Gooi en Vechtstreek (CR);Totaal actief;102.1;23.5
282;Het Gooi en Vechtstreek (CR);Werknemer;88.2;24.0
283;Het Gooi en Vechtstreek (CR);Zelfstandige;13.8;20.5
284;Het Gooi en Vechtstreek (CR);Totaal niet-actief;62.8;16.8
285;Het Gooi en Vechtstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;3.9;12.8
286;Het Gooi en Vechtstreek (CR);Pensioenontvanger;45.4;18.9
287;Agglomeratie Leiden en Bollenstreek (CR);Totaal sociaal-economische categorie;258.1;19.0
288;Agglomeratie Leiden en Bollenstreek (CR);Totaal actief;170.7;21.1
289;Agglomeratie Leiden en Bollenstreek (CR);Werknemer;153.1;21.1
290;Agglomeratie Leiden en Bollenstreek (CR);Zelfstandige;17.4;20.3
291;Agglomeratie Leiden en Bollenstreek (CR);Totaal niet-actief;87.3;14.9
292;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;6.0;12.4
293;Agglomeratie Leiden en Bollenstreek (CR);Pensioenontvanger;58.2;17.1
294;Agglomeratie 's-Gravenhage (CR);Totaal sociaal-economische categorie;505.1;19.0
295;Agglomeratie 's-Gravenhage (CR);Totaal actief;310.2;21.3
296;Agglomeratie 's-Gravenhage (CR);Werknemer;278.8;21.6
297;Agglomeratie 's-Gravenhage (CR);Zelfstandige;31.1;17.9
298;Agglomeratie 's-Gravenhage (CR);Totaal niet-actief;194.7;15.4
299;Agglomeratie 's-Gravenhage (CR);Werkloosheids- en bijstandsuitk. ontv.;29.3;11.9
300;Agglomeratie 's-Gravenhage (CR);Pensioenontvanger;123.7;17.8
301;Delft en Westland (CR);Totaal sociaal-economische categorie;140.9;17.6
302;Delft en Westland (CR);Totaal actief;92.1;19.7
303;Delft en Westland (CR);Werknemer;80.2;19.7
304;Delft en Westland (CR);Zelfstandige;11.8;19.3
305;Delft en Westland (CR);Totaal niet-actief;48.7;13.7
306;Delft en Westland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.5;12.8
307;Delft en Westland (CR);Pensioenontvanger;30.4;15.9
308;Oost-Zuid-Holland (CR);Totaal sociaal-economische categorie;211.7;18.7
309;Oost-Zuid-Holland (CR);Totaal actief;145.9;20.5
310;Oost-Zuid-Holland (CR);Werknemer;128.8;20.7
311;Oost-Zuid-Holland (CR);Zelfstandige;16.8;19.5
312;Oost-Zuid-Holland (CR);Totaal niet-actief;65.8;14.6
313;Oost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.9;12.9
314;Oost-Zuid-Holland (CR);Pensioenontvanger;44.9;16.5
315;Groot-Rijnmond (CR);Totaal sociaal-economische categorie;897.5;17.8
316;Groot-Rijnmond (CR);Totaal actief;547.9;20.3
317;Groot-Rijnmond (CR);Werknemer;495.4;20.5
318;Groot-Rijnmond (CR);Zelfstandige;52.0;18.2
319;Groot-Rijnmond (CR);Totaal niet-actief;349.4;13.9
320;Groot-Rijnmond (CR);Werkloosheids- en bijstandsuitk. ontv.;60.9;11.6
321;Groot-Rijnmond (CR);Pensioenontvanger;214.6;15.7
322;Zuidoost-Zuid-Holland (CR);Totaal sociaal-economische categorie;261.7;17.8
323;Zuidoost-Zuid-Holland (CR);Totaal actief;169.5;19.8
324;Zuidoost-Zuid-Holland (CR);Werknemer;152.7;19.9
325;Zuidoost-Zuid-Holland (CR);Zelfstandige;16.5;19.3
326;Zuidoost-Zuid-Holland (CR);Totaal niet-actief;92.2;14.2
327;Zuidoost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;8.9;11.7
328;Zuidoost-Zuid-Holland (CR);Pensioenontvanger;63.1;15.8
329;Zeeuwsch-Vlaanderen (CR);Totaal sociaal-economische categorie;72.0;17.2
330;Zeeuwsch-Vlaanderen (CR);Totaal actief;43.8;19.2
331;Zeeuwsch-Vlaanderen (CR);Werknemer;37.1;19.4
332;Zeeuwsch-Vlaanderen (CR);Zelfstandige;6.6;18.2
333;Zeeuwsch-Vlaanderen (CR);Totaal niet-actief;28.3;14.0
334;Zeeuwsch-Vlaanderen (CR);Werkloosheids- en bijstandsuitk. ontv.;1.8;11.9
335;Zeeuwsch-Vlaanderen (CR);Pensioenontvanger;21.5;14.9
336;Overig Zeeland (CR);Totaal sociaal-economische categorie;179.6;17.4
337;Overig Zeeland (CR);Totaal actief;112.3;19.0
338;Overig Zeeland (CR);Werknemer;96.8;18.9
339;Overig Zeeland (CR);Zelfstandige;15.2;19.3
340;Overig Zeeland (CR);Totaal niet-actief;67.3;14.7
341;Overig Zeeland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.9;12.5
342;Overig Zeeland (CR);Pensioenontvanger;49.4;16.1
343;West-Noord-Brabant (CR);Totaal sociaal-economische categorie;407.6;17.7
344;West-Noord-Brabant (CR);Totaal actief;260.0;19.7
345;West-Noord-Brabant (CR);Werknemer;231.0;20.0
346;West-Noord-Brabant (CR);Zelfstandige;28.6;17.5
347;West-Noord-Brabant (CR);Totaal niet-actief;147.6;14.1
348;West-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;14.1;12.1
349;West-Noord-Brabant (CR);Pensioenontvanger;98.2;15.8
350;Midden-Noord-Brabant (CR);Totaal sociaal-economische categorie;303.2;17.1
351;Midden-Noord-Brabant (CR);Totaal actief;195.3;19.0
352;Midden-Noord-Brabant (CR);Werknemer;173.8;19.4
353;Midden-Noord-Brabant (CR);Zelfstandige;21.1;16.6
354;Midden-Noord-Brabant (CR);Totaal niet-actief;107.9;13.5
355;Midden-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;9.7;11.7
356;Midden-Noord-Brabant (CR);Pensioenontvanger;66.9;15.4
357;Noordoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;422.4;17.5
358;Noordoost-Noord-Brabant (CR);Totaal actief;276.2;19.3
359;Noordoost-Noord-Brabant (CR);Werknemer;241.2;19.7
360;Noordoost-Noord-Brabant (CR);Zelfstandige;34.5;16.5
361;Noordoost-Noord-Brabant (CR);Totaal niet-actief;146.1;14.1
362;Noordoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;11.5;12.2
363;Noordoost-Noord-Brabant (CR);Pensioenontvanger;93.5;15.9
364;Zuidoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;487.2;17.5
365;Zuidoost-Noord-Brabant (CR);Totaal actief;309.4;19.3
366;Zuidoost-Noord-Brabant (CR);Werknemer;273.2;19.8
367;Zuidoost-Noord-Brabant (CR);Zelfstandige;35.7;16.2
368;Zuidoost-Noord-Brabant (CR);Totaal niet-actief;177.8;14.4
369;Zuidoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;16.8;12.0
370;Zuidoost-Noord-Brabant (CR);Pensioenontvanger;114.1;16.5
371;Noord-Limburg (CR);Totaal sociaal-economische categorie;188.9;16.4
372;Noord-Limburg (CR);Totaal actief;121.9;18.0
373;Noord-Limburg (CR);Werknemer;107.4;18.3
374;Noord-Limburg (CR);Zelfstandige;14.3;15.5
375;Noord-Limburg (CR);Totaal niet-actief;67.0;13.5
376;Noord-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;5.8;12.5
377;Noord-Limburg (CR);Pensioenontvanger;43.1;15.1
378;Midden-Limburg (CR);Totaal sociaal-economische categorie;159.2;16.8
379;Midden-Limburg (CR);Totaal actief;99.0;18.7
380;Midden-Limburg (CR);Werknemer;86.5;19.2
381;Midden-Limburg (CR);Zelfstandige;11.7;15.6
382;Midden-Limburg (CR);Totaal niet-actief;60.2;13.9
383;Midden-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;5.7;12.3
384;Midden-Limburg (CR);Pensioenontvanger;39.3;15.4
385;Zuid-Limburg (CR);Totaal sociaal-economische categorie;420.6;16.7
386;Zuid-Limburg (CR);Totaal actief;233.9;19.0
387;Zuid-Limburg (CR);Werknemer;208.7;19.4
388;Zuid-Limburg (CR);Zelfstandige;24.7;15.6
389;Zuid-Limburg (CR);Totaal niet-actief;186.7;13.8
390;Zuid-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;20.3;11.6
391;Zuid-Limburg (CR);Pensioenontvanger;116.2;15.6
392;Flevoland (CR);Totaal sociaal-economische categorie;224.1;17.2
393;Flevoland (CR);Totaal actief;158.0;18.8
394;Flevoland (CR);Werknemer;140.7;19.3
395;Flevoland (CR);Zelfstandige;17.1;15.1
396;Flevoland (CR);Totaal niet-actief;66.1;13.2
397;Flevoland (CR);Werkloosheids- en bijstandsuitk. ontv.;8.5;12.4
398;Flevoland (CR);Pensioenontvanger;36.7;15.2
399;Groningen (GA);Totaal sociaal-economische categorie;134.9;16.6
400;Groningen (GA);Totaal actief;75.5;19.5
401;Groningen (GA);Werknemer;67.7;19.7
402;Groningen (GA);Zelfstandige;7.8;17.4
403;Groningen (GA);Totaal niet-actief;59.3;12.8
404;Groningen (GA);Werkloosheids- en bijstandsuitk. ontv.;9.8;11.3
405;Groningen (GA);Pensioenontvanger;28.2;16.2
406;Leeuwarden (GA);Totaal sociaal-economische categorie;61.8;16.2
