ID;Geslacht;Leeftijd;DiagnoseIndelingBeldozo;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
26;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2007;41498.0;25.3;483980.0;295.5;11.7
27;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2008;41700.0;25.4;474551.0;288.5;11.4
28;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2009;41144.0;24.9;454210.0;274.8;11.0
29;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2010;39541.0;23.8;420812.0;253.3;10.6
30;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2011;37531.0;22.5;383324.0;229.7;10.2
31;Totaal mannen en vrouwen;Totaal alle leeftijden;1;2012;36052.0;21.5;348908.0;208.3;9.7
32;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1981;430.0;0.3;9843.0;6.9;22.9
33;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1982;407.0;0.3;8070.0;5.6;19.8
34;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1983;412.0;0.3;8992.0;6.3;21.8
35;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1984;455.0;0.3;9509.0;6.6;20.9
36;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1985;500.0;0.3;10151.0;7.0;20.3
37;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1986;524.0;0.4;9555.0;6.6;18.2
38;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1987;553.0;0.4;11781.0;8.0;21.3
39;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1988;601.0;0.4;10382.0;7.0;17.3
40;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1989;722.0;0.5;14807.0;10.0;20.5
41;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1990;684.0;0.5;12134.0;8.1;17.7
42;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1991;786.0;0.5;14738.0;9.8;18.8
43;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1992;794.0;0.5;15017.0;9.9;18.9
44;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1993;923.0;0.6;15411.0;10.1;16.7
45;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1994;923.0;0.6;15897.0;10.3;17.2
46;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1995;970.0;0.6;15315.0;9.9;15.8
47;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1996;1009.0;0.6;16101.0;10.4;16.0
48;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1997;968.0;0.6;16739.0;10.7;17.3
49;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1998;986.0;0.6;15793.0;10.1;16.0
50;Totaal mannen en vrouwen;Totaal alle leeftijden;2;1999;1006.0;0.6;16552.0;10.5;16.5
51;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2000;1028.0;0.6;14979.0;9.4;14.6
52;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2001;1048.0;0.7;13529.0;8.4;12.9
53;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2002;1120.0;0.7;16334.0;10.1;14.6
54;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2003;1122.0;0.7;15127.0;9.3;13.5
55;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2004;1151.0;0.7;15926.0;9.8;13.8
56;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2005;1099.0;0.7;14097.0;8.6;12.8
57;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2006;1208.0;0.7;14947.0;9.1;12.4
58;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2007;1202.0;0.7;14608.0;8.9;12.2
59;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2008;1417.0;0.9;16751.0;10.2;11.8
60;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2009;1469.0;0.9;17536.0;10.6;11.9
61;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2010;1637.0;1.0;17280.0;10.4;10.6
62;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2011;1718.0;1.0;16884.0;10.1;9.8
63;Totaal mannen en vrouwen;Totaal alle leeftijden;2;2012;1943.0;1.2;19287.0;11.5;9.9
64;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1981;43.0;0.0;1115.0;0.8;25.8
65;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1982;53.0;0.0;1472.0;1.0;27.7
66;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1983;44.0;0.0;1312.0;0.9;29.8
67;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1984;49.0;0.0;1917.0;1.3;39.1
68;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1985;40.0;0.0;1010.0;0.7;25.2
69;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1986;40.0;0.0;1001.0;0.7;25.0
70;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1987;39.0;0.0;1289.0;0.9;33.1
71;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1988;42.0;0.0;1080.0;0.7;25.7
72;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1989;48.0;0.0;1218.0;0.8;25.4
73;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1990;35.0;0.0;624.0;0.4;17.8
74;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1991;29.0;0.0;925.0;0.6;31.9
75;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1992;29.0;0.0;826.0;0.5;28.5
76;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1993;44.0;0.0;1116.0;0.7;25.4
77;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1994;47.0;0.0;1342.0;0.9;28.6
78;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1995;37.0;0.0;953.0;0.6;25.8
79;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1996;37.0;0.0;1112.0;0.7;30.1
80;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1997;43.0;0.0;1389.0;0.9;32.3
81;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1998;32.0;0.0;910.0;0.6;28.4
82;Totaal mannen en vrouwen;Totaal alle leeftijden;3;1999;43.0;0.0;1441.0;0.9;33.5
83;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2000;32.0;0.0;674.0;0.4;21.1
84;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2001;22.0;0.0;562.0;0.4;25.5
85;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2002;24.0;0.0;687.0;0.4;28.6
86;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2003;28.0;0.0;491.0;0.3;17.5
87;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2004;28.0;0.0;629.0;0.4;22.5
88;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2005;14.0;0.0;259.0;0.2;18.5
89;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2006;27.0;0.0;477.0;0.3;17.7
90;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2007;18.0;0.0;336.0;0.2;18.7
91;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2008;11.0;0.0;219.0;0.1;19.9
92;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2009;11.0;0.0;416.0;0.3;37.8
93;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2010;23.0;0.0;531.0;0.3;23.1
94;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2011;11.0;0.0;260.0;0.2;23.6
95;Totaal mannen en vrouwen;Totaal alle leeftijden;3;2012;7.0;0.0;203.0;0.1;29.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1981;17.0;0.0;70.0;0.0;4.1
97;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1982;20.0;0.0;113.0;0.1;5.6
98;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1983;5.0;0.0;12.0;0.0;2.4
99;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1984;20.0;0.0;38.0;0.0;1.9
100;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1985;17.0;0.0;31.0;0.0;1.8
101;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1986;27.0;0.0;136.0;0.1;5.0
102;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1987;35.0;0.0;194.0;0.1;5.5
103;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1988;41.0;0.0;203.0;0.1;5.0
104;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1989;52.0;0.0;157.0;0.1;3.0
105;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1990;34.0;0.0;105.0;0.1;3.1
106;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1991;52.0;0.0;169.0;0.1;3.2
107;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1992;41.0;0.0;146.0;0.1;3.6
108;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1993;44.0;0.0;243.0;0.2;5.5
109;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1994;39.0;0.0;118.0;0.1;3.0
110;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1995;49.0;0.0;184.0;0.1;3.8
111;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1996;33.0;0.0;53.0;0.0;1.6
112;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1997;39.0;0.0;313.0;0.2;8.0
113;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1998;48.0;0.0;179.0;0.1;3.7
114;Totaal mannen en vrouwen;Totaal alle leeftijden;4;1999;44.0;0.0;259.0;0.2;5.9
115;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2000;45.0;0.0;223.0;0.1;5.0
116;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2001;51.0;0.0;156.0;0.1;3.1
117;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2002;49.0;0.0;166.0;0.1;3.4
118;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2003;18.0;0.0;84.0;0.1;4.7
119;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2004;20.0;0.0;360.0;0.2;18.0
120;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2005;11.0;0.0;23.0;0.0;2.1
121;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2006;5.0;0.0;8.0;0.0;1.6
122;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2007;11.0;0.0;65.0;0.0;5.9
123;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2008;8.0;0.0;237.0;0.1;29.6
124;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2009;5.0;0.0;7.0;0.0;1.4
125;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2010;6.0;0.0;26.0;0.0;4.3
126;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2011;5.0;0.0;29.0;0.0;5.8
127;Totaal mannen en vrouwen;Totaal alle leeftijden;4;2012;;;;;
128;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1981;18.0;0.0;589.0;0.4;32.8
129;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1982;17.0;0.0;371.0;0.3;21.8
130;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1983;10.0;0.0;162.0;0.1;16.3
131;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1984;8.0;0.0;160.0;0.1;20.0
132;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1985;14.0;0.0;280.0;0.2;20.0
133;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1986;8.0;0.0;139.0;0.1;17.4
134;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1987;10.0;0.0;166.0;0.1;16.6
135;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1988;17.0;0.0;284.0;0.2;16.7
136;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1989;7.0;0.0;136.0;0.1;19.4
137;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1990;7.0;0.0;132.0;0.1;18.9
138;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1991;5.0;0.0;172.0;0.1;34.4
139;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1992;8.0;0.0;123.0;0.1;15.4
140;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1993;9.0;0.0;186.0;0.1;20.7
141;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1994;11.0;0.0;238.0;0.2;21.6
142;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1995;15.0;0.0;184.0;0.1;12.3
143;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1996;9.0;0.0;223.0;0.1;24.8
144;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1997;11.0;0.0;280.0;0.2;25.5
145;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1998;11.0;0.0;202.0;0.1;18.4
146;Totaal mannen en vrouwen;Totaal alle leeftijden;5;1999;9.0;0.0;119.0;0.1;13.2
147;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2000;9.0;0.0;167.0;0.1;18.6
148;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2001;12.0;0.0;174.0;0.1;14.5
149;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2002;5.0;0.0;36.0;0.0;7.2
150;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2003;7.0;0.0;153.0;0.1;21.9
151;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2004;6.0;0.0;130.0;0.1;21.7
152;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2005;6.0;0.0;110.0;0.1;18.3
153;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2006;7.0;0.0;156.0;0.1;22.3
154;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2007;9.0;0.0;108.0;0.1;12.0
155;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2008;7.0;0.0;90.0;0.1;12.9
156;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2009;6.0;0.0;116.0;0.1;19.3
157;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2010;;;;;
158;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2011;5.0;0.0;56.0;0.0;11.2
159;Totaal mannen en vrouwen;Totaal alle leeftijden;5;2012;8.0;0.0;160.0;0.1;20.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1981;;;;;
161;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1982;;;;;
162;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1983;;;;;
163;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1984;;;;;
164;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1985;;;;;
165;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1986;;;;;
166;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1987;;;;;
167;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1988;;;;;
168;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1989;;;;;
169;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1990;;;;;
170;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1991;;;;;
171;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1992;;;;;
172;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1993;;;;;
173;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1994;;;;;
174;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1995;;;;;
175;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1996;;;;;
176;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1997;;;;;
177;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1998;;;;;
178;Totaal mannen en vrouwen;Totaal alle leeftijden;6;1999;;;;;
179;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2000;;;;;
180;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2001;;;;;
181;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2002;;;;;
182;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2003;;;;;
183;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2004;;;;;
184;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2005;;;;;
185;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2006;;;;;
186;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2007;;;;;
187;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2008;;;;;
188;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2009;;;;;
189;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2010;;;;;
190;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2011;;;;;
191;Totaal mannen en vrouwen;Totaal alle leeftijden;6;2012;;;;;
192;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1981;352.0;0.2;8069.0;5.7;22.9
193;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1982;317.0;0.2;6114.0;4.3;19.3
194;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1983;352.0;0.2;7451.0;5.2;21.2
195;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1984;377.0;0.3;7315.0;5.1;19.4
196;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1985;428.0;0.3;8805.0;6.1;20.6
197;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1986;449.0;0.3;8279.0;5.7;18.4
198;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1987;468.0;0.3;10108.0;6.9;21.6
199;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1988;500.0;0.3;8771.0;5.9;17.5
200;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1989;615.0;0.4;13296.0;9.0;21.6
201;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1990;608.0;0.4;11273.0;7.5;18.5
202;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1991;700.0;0.5;13472.0;8.9;19.3
203;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1992;716.0;0.5;13922.0;9.2;19.4
204;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1993;825.0;0.5;13831.0;9.0;16.8
205;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1994;824.0;0.5;14182.0;9.2;17.2
206;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1995;869.0;0.6;13994.0;9.1;16.1
207;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1996;930.0;0.6;14713.0;9.5;15.8
208;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1997;874.0;0.6;14721.0;9.4;16.8
209;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1998;894.0;0.6;14471.0;9.2;16.2
210;Totaal mannen en vrouwen;Totaal alle leeftijden;7;1999;910.0;0.6;14733.0;9.3;16.2
211;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2000;941.0;0.6;13846.0;8.7;14.7
212;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2001;963.0;0.6;12637.0;7.9;13.1
213;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2002;1042.0;0.6;15445.0;9.6;14.8
214;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2003;1069.0;0.7;14399.0;8.9;13.5
215;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2004;1096.0;0.7;14798.0;9.1;13.5
216;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2005;1067.0;0.7;13686.0;8.4;12.8
217;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2006;1168.0;0.7;14276.0;8.7;12.2
218;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2007;1161.0;0.7;14011.0;8.6;12.1
219;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2008;1390.0;0.8;16187.0;9.8;11.6
220;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2009;1447.0;0.9;16997.0;10.3;11.7
221;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2010;1605.0;1.0;16643.0;10.0;10.4
222;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2011;1697.0;1.0;16539.0;9.9;9.7
223;Totaal mannen en vrouwen;Totaal alle leeftijden;7;2012;1925.0;1.1;18897.0;11.3;9.8
224;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1981;13068.0;9.2;353130.0;247.9;27.0
225;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1982;13090.0;9.1;345321.0;241.3;26.4
226;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1983;12986.0;9.0;327291.0;227.8;25.2
227;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1984;12868.0;8.9;318961.0;221.1;24.8
228;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1985;12669.0;8.7;303682.0;209.5;24.0
229;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1986;13013.0;8.9;315537.0;216.5;24.2
230;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1987;12952.0;8.8;308507.0;210.3;23.8
231;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1988;12463.0;8.4;293721.0;199.0;23.6
232;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1989;12220.0;8.2;277050.0;186.6;22.7
233;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1990;12007.0;8.0;267041.0;178.5;22.2
234;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1991;11706.0;7.8;259915.0;172.5;22.2
235;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1992;11816.0;7.8;252708.0;166.4;21.4
236;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1993;11884.0;7.8;248248.0;162.4;20.9
237;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1994;11292.0;7.3;228349.0;148.4;20.2
238;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1995;11357.0;7.3;219622.0;142.1;19.3
239;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1996;10929.0;7.0;216490.0;139.4;19.8
240;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1997;11068.0;7.1;222775.0;142.7;20.1
241;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1998;10626.0;6.8;211941.0;134.9;19.9
242;Totaal mannen en vrouwen;Totaal alle leeftijden;8;1999;10177.0;6.4;193257.0;122.2;19.0
243;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2000;10031.0;6.3;190486.0;119.6;19.0
244;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2001;10045.0;6.3;183265.0;114.2;18.2
245;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2002;9680.0;6.0;169689.0;105.1;17.5
246;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2003;9132.0;5.6;146538.0;90.3;16.0
247;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2004;8799.0;5.4;129838.0;79.8;14.8
248;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2005;8188.0;5.0;121413.0;74.4;14.8
249;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2006;8042.0;4.9;113919.0;69.7;14.2
250;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2007;7537.0;4.6;104273.0;63.7;13.8
251;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2008;7413.0;4.5;97439.0;59.2;13.1
252;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2009;7253.0;4.4;95067.0;57.5;13.1
253;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2010;7123.0;4.3;90253.0;54.3;12.7
254;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2011;6699.0;4.0;84658.0;50.7;12.6
255;Totaal mannen en vrouwen;Totaal alle leeftijden;8;2012;6010.0;3.6;72042.0;43.0;12.0
256;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1981;12669.0;8.9;342367.0;240.3;27.0
257;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1982;12707.0;8.9;334174.0;233.5;26.3
258;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1983;12647.0;8.8;317985.0;221.3;25.1
259;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1984;12571.0;8.7;310942.0;215.5;24.7
260;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1985;12336.0;8.5;295660.0;204.0;24.0
261;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1986;12694.0;8.7;307929.0;211.3;24.3
262;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1987;12682.0;8.6;301880.0;205.8;23.8
263;Totaal mannen en vrouwen;Totaal alle leeftijden;9;1988;12167.0;8.2;284927.0;193.0;23.4
