ID;InkomensgrensCN;CaribischNederland;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;Personen_3;PersonenRelatief_4;Kinderen_5;KinderenRelatief_6
44;Inkomen tot 50% ijkpunt sociaal minimum;Caribisch Nederland;2022;1000;9.0;1900;8.0;500;10.0
45;Inkomen tot 50% ijkpunt sociaal minimum;Bonaire;2018;750;10.0;1400;8.0;350;10.0
46;Inkomen tot 50% ijkpunt sociaal minimum;Bonaire;2019;750;9.0;1300;8.0;300;8.0
47;Inkomen tot 50% ijkpunt sociaal minimum;Bonaire;2020;650;8.0;1200;7.0;300;8.0
48;Inkomen tot 50% ijkpunt sociaal minimum;Bonaire;2021;750;9.0;1350;8.0;350;9.0
49;Inkomen tot 50% ijkpunt sociaal minimum;Bonaire;2022;850;9.0;1650;9.0;450;11.0
50;Inkomen tot 50% ijkpunt sociaal minimum;Sint Eustatius;2018;150;11.0;250;10.0;100;13.0
51;Inkomen tot 50% ijkpunt sociaal minimum;Sint Eustatius;2019;150;11.0;250;10.0;100;12.0
52;Inkomen tot 50% ijkpunt sociaal minimum;Sint Eustatius;2020;100;9.0;200;8.0;50;9.0
53;Inkomen tot 50% ijkpunt sociaal minimum;Sint Eustatius;2021;100;9.0;200;8.0;50;9.0
54;Inkomen tot 50% ijkpunt sociaal minimum;Sint Eustatius;2022;100;8.0;200;7.0;50;8.0
55;Inkomen tot 50% ijkpunt sociaal minimum;Saba;2018;50;8.0;100;7.0;50;9.0
56;Inkomen tot 50% ijkpunt sociaal minimum;Saba;2019;50;9.0;100;8.0;50;8.0
57;Inkomen tot 50% ijkpunt sociaal minimum;Saba;2020;50;6.0;100;5.0;0;6.0
58;Inkomen tot 50% ijkpunt sociaal minimum;Saba;2021;50;6.0;100;6.0;0;8.0
59;Inkomen tot 50% ijkpunt sociaal minimum;Saba;2022;50;7.0;100;6.0;50;8.0
60;Inkomen tot 75% ijkpunt sociaal minimum;Caribisch Nederland;2018;1750;18.0;3350;16.0;850;19.0
61;Inkomen tot 75% ijkpunt sociaal minimum;Caribisch Nederland;2019;1750;17.0;3250;15.0;800;18.0
62;Inkomen tot 75% ijkpunt sociaal minimum;Caribisch Nederland;2020;1450;14.0;2900;14.0;750;17.0
63;Inkomen tot 75% ijkpunt sociaal minimum;Caribisch Nederland;2021;1550;15.0;3050;14.0;800;17.0
64;Inkomen tot 75% ijkpunt sociaal minimum;Caribisch Nederland;2022;1650;14.0;3250;14.0;900;18.0
65;Inkomen tot 75% ijkpunt sociaal minimum;Bonaire;2018;1400;18.0;2650;16.0;650;19.0
66;Inkomen tot 75% ijkpunt sociaal minimum;Bonaire;2019;1400;17.0;2550;15.0;600;17.0
67;Inkomen tot 75% ijkpunt sociaal minimum;Bonaire;2020;1150;14.0;2350;13.0;600;16.0
68;Inkomen tot 75% ijkpunt sociaal minimum;Bonaire;2021;1300;15.0;2500;14.0;650;17.0
69;Inkomen tot 75% ijkpunt sociaal minimum;Bonaire;2022;1350;15.0;2750;15.0;750;19.0
70;Inkomen tot 75% ijkpunt sociaal minimum;Sint Eustatius;2018;250;19.0;500;19.0;150;22.0
71;Inkomen tot 75% ijkpunt sociaal minimum;Sint Eustatius;2019;250;20.0;500;19.0;150;23.0
72;Inkomen tot 75% ijkpunt sociaal minimum;Sint Eustatius;2020;200;16.0;400;15.0;100;19.0
73;Inkomen tot 75% ijkpunt sociaal minimum;Sint Eustatius;2021;200;15.0;400;14.0;100;17.0
74;Inkomen tot 75% ijkpunt sociaal minimum;Sint Eustatius;2022;150;13.0;300;12.0;100;14.0
75;Inkomen tot 75% ijkpunt sociaal minimum;Saba;2018;100;15.0;200;15.0;50;17.0
76;Inkomen tot 75% ijkpunt sociaal minimum;Saba;2019;100;14.0;200;13.0;50;17.0
77;Inkomen tot 75% ijkpunt sociaal minimum;Saba;2020;100;11.0;150;11.0;50;13.0
78;Inkomen tot 75% ijkpunt sociaal minimum;Saba;2021;50;10.0;150;10.0;50;14.0
79;Inkomen tot 75% ijkpunt sociaal minimum;Saba;2022;100;10.0;150;10.0;50;12.0
80;Inkomen tot 90% ijkpunt sociaal minimum;Caribisch Nederland;2018;2200;23.0;4400;21.0;1150;26.0
81;Inkomen tot 90% ijkpunt sociaal minimum;Caribisch Nederland;2019;2250;23.0;4400;21.0;1100;24.0
82;Inkomen tot 90% ijkpunt sociaal minimum;Caribisch Nederland;2020;2100;20.0;4200;20.0;1100;24.0
83;Inkomen tot 90% ijkpunt sociaal minimum;Caribisch Nederland;2021;2150;20.0;4250;19.0;1100;23.0
84;Inkomen tot 90% ijkpunt sociaal minimum;Caribisch Nederland;2022;2200;20.0;4400;19.0;1150;23.0
85;Inkomen tot 90% ijkpunt sociaal minimum;Bonaire;2018;1700;23.0;3450;21.0;900;25.0
86;Inkomen tot 90% ijkpunt sociaal minimum;Bonaire;2019;1750;22.0;3450;20.0;850;23.0
87;Inkomen tot 90% ijkpunt sociaal minimum;Bonaire;2020;1650;20.0;3350;19.0;850;23.0
88;Inkomen tot 90% ijkpunt sociaal minimum;Bonaire;2021;1800;21.0;3450;19.0;850;23.0
89;Inkomen tot 90% ijkpunt sociaal minimum;Bonaire;2022;1850;20.0;3700;19.0;950;23.0
90;Inkomen tot 90% ijkpunt sociaal minimum;Sint Eustatius;2018;350;27.0;650;26.0;200;31.0
91;Inkomen tot 90% ijkpunt sociaal minimum;Sint Eustatius;2019;350;27.0;700;26.0;200;32.0
92;Inkomen tot 90% ijkpunt sociaal minimum;Sint Eustatius;2020;300;23.0;600;22.0;200;28.0
93;Inkomen tot 90% ijkpunt sociaal minimum;Sint Eustatius;2021;250;21.0;550;21.0;150;26.0
94;Inkomen tot 90% ijkpunt sociaal minimum;Sint Eustatius;2022;250;18.0;450;17.0;150;21.0
95;Inkomen tot 90% ijkpunt sociaal minimum;Saba;2018;150;21.0;300;20.0;50;24.0
96;Inkomen tot 90% ijkpunt sociaal minimum;Saba;2019;150;20.0;250;19.0;50;24.0
97;Inkomen tot 90% ijkpunt sociaal minimum;Saba;2020;150;19.0;250;18.0;50;21.0
98;Inkomen tot 90% ijkpunt sociaal minimum;Saba;2021;150;17.0;250;17.0;50;21.0
99;Inkomen tot 90% ijkpunt sociaal minimum;Saba;2022;100;15.0;250;16.0;50;21.0
100;Inkomen tot 100% ijkpunt sociaal minimum;Caribisch Nederland;2018;2600;27.0;5300;26.0;1350;31.0
101;Inkomen tot 100% ijkpunt sociaal minimum;Caribisch Nederland;2019;2650;27.0;5300;25.0;1350;30.0
102;Inkomen tot 100% ijkpunt sociaal minimum;Caribisch Nederland;2020;2450;24.0;5050;23.0;1300;28.0
103;Inkomen tot 100% ijkpunt sociaal minimum;Caribisch Nederland;2021;2500;24.0;5000;22.0;1300;27.0
104;Inkomen tot 100% ijkpunt sociaal minimum;Caribisch Nederland;2022;2600;23.0;5250;23.0;1400;28.0
105;Inkomen tot 100% ijkpunt sociaal minimum;Bonaire;2018;2050;27.0;4200;25.0;1050;30.0
106;Inkomen tot 100% ijkpunt sociaal minimum;Bonaire;2019;2100;26.0;4200;25.0;1050;29.0
107;Inkomen tot 100% ijkpunt sociaal minimum;Bonaire;2020;1950;24.0;4050;23.0;1000;28.0
108;Inkomen tot 100% ijkpunt sociaal minimum;Bonaire;2021;2050;24.0;4050;22.0;1000;26.0
109;Inkomen tot 100% ijkpunt sociaal minimum;Bonaire;2022;2150;24.0;4350;23.0;1150;28.0
110;Inkomen tot 100% ijkpunt sociaal minimum;Sint Eustatius;2018;350;30.0;750;30.0;250;38.0
111;Inkomen tot 100% ijkpunt sociaal minimum;Sint Eustatius;2019;400;30.0;750;29.0;250;36.0
112;Inkomen tot 100% ijkpunt sociaal minimum;Sint Eustatius;2020;300;26.0;650;26.0;200;33.0
113;Inkomen tot 100% ijkpunt sociaal minimum;Sint Eustatius;2021;300;25.0;650;25.0;200;30.0
114;Inkomen tot 100% ijkpunt sociaal minimum;Sint Eustatius;2022;300;24.0;600;23.0;150;27.0
115;Inkomen tot 100% ijkpunt sociaal minimum;Saba;2018;200;27.0;350;25.0;100;27.0
116;Inkomen tot 100% ijkpunt sociaal minimum;Saba;2019;200;26.0;350;24.0;100;30.0
117;Inkomen tot 100% ijkpunt sociaal minimum;Saba;2020;150;23.0;300;22.0;100;27.0
118;Inkomen tot 100% ijkpunt sociaal minimum;Saba;2021;150;20.0;300;20.0;100;25.0
119;Inkomen tot 100% ijkpunt sociaal minimum;Saba;2022;150;20.0;300;20.0;100;26.0
120;Inkomen tot 110% ijkpunt sociaal minimum;Caribisch Nederland;2018;2950;31.0;6100;30.0;1550;35.0
121;Inkomen tot 110% ijkpunt sociaal minimum;Caribisch Nederland;2019;3050;31.0;6150;29.0;1550;34.0
122;Inkomen tot 110% ijkpunt sociaal minimum;Caribisch Nederland;2020;2950;29.0;6050;28.0;1550;33.0
123;Inkomen tot 110% ijkpunt sociaal minimum;Caribisch Nederland;2021;3000;28.0;6000;27.0;1550;32.0
124;Inkomen tot 110% ijkpunt sociaal minimum;Caribisch Nederland;2022;3050;27.0;6200;27.0;1600;32.0
125;Inkomen tot 110% ijkpunt sociaal minimum;Bonaire;2018;2300;30.0;4800;29.0;1200;34.0
126;Inkomen tot 110% ijkpunt sociaal minimum;Bonaire;2019;2400;30.0;4900;29.0;1200;33.0
127;Inkomen tot 110% ijkpunt sociaal minimum;Bonaire;2020;2350;29.0;4850;28.0;1200;32.0
128;Inkomen tot 110% ijkpunt sociaal minimum;Bonaire;2021;2400;28.0;4850;27.0;1200;32.0
129;Inkomen tot 110% ijkpunt sociaal minimum;Bonaire;2022;2500;27.0;5100;27.0;1300;32.0
130;Inkomen tot 110% ijkpunt sociaal minimum;Sint Eustatius;2018;400;34.0;850;33.0;250;41.0
131;Inkomen tot 110% ijkpunt sociaal minimum;Sint Eustatius;2019;400;33.0;850;32.0;250;40.0
132;Inkomen tot 110% ijkpunt sociaal minimum;Sint Eustatius;2020;400;31.0;800;31.0;250;39.0
133;Inkomen tot 110% ijkpunt sociaal minimum;Sint Eustatius;2021;400;32.0;800;31.0;250;37.0
134;Inkomen tot 110% ijkpunt sociaal minimum;Sint Eustatius;2022;350;27.0;700;27.0;200;32.0
135;Inkomen tot 110% ijkpunt sociaal minimum;Saba;2018;200;32.0;400;29.0;100;32.0
136;Inkomen tot 110% ijkpunt sociaal minimum;Saba;2019;200;30.0;400;28.0;100;36.0
137;Inkomen tot 110% ijkpunt sociaal minimum;Saba;2020;200;28.0;400;26.0;100;33.0
138;Inkomen tot 110% ijkpunt sociaal minimum;Saba;2021;200;27.0;350;25.0;100;30.0
139;Inkomen tot 110% ijkpunt sociaal minimum;Saba;2022;200;25.0;400;25.0;100;33.0
140;Inkomen tot 125% ijkpunt sociaal minimum;Caribisch Nederland;2018;3600;38.0;7450;36.0;1900;42.0
141;Inkomen tot 125% ijkpunt sociaal minimum;Caribisch Nederland;2019;3750;38.0;7600;36.0;1900;42.0
142;Inkomen tot 125% ijkpunt sociaal minimum;Caribisch Nederland;2020;3700;36.0;7550;35.0;1900;40.0
143;Inkomen tot 125% ijkpunt sociaal minimum;Caribisch Nederland;2021;3750;35.0;7450;34.0;1850;39.0
144;Inkomen tot 125% ijkpunt sociaal minimum;Caribisch Nederland;2022;3900;35.0;7850;34.0;2000;40.0
145;Inkomen tot 125% ijkpunt sociaal minimum;Bonaire;2018;2850;37.0;5900;36.0;1450;41.0
146;Inkomen tot 125% ijkpunt sociaal minimum;Bonaire;2019;3000;38.0;6100;36.0;1450;41.0
147;Inkomen tot 125% ijkpunt sociaal minimum;Bonaire;2020;3000;36.0;6150;35.0;1500;40.0
148;Inkomen tot 125% ijkpunt sociaal minimum;Bonaire;2021;3000;35.0;6000;33.0;1450;38.0
149;Inkomen tot 125% ijkpunt sociaal minimum;Bonaire;2022;3200;35.0;6450;34.0;1600;40.0
150;Inkomen tot 125% ijkpunt sociaal minimum;Sint Eustatius;2018;500;39.0;1000;38.0;300;47.0
151;Inkomen tot 125% ijkpunt sociaal minimum;Sint Eustatius;2019;500;39.0;1000;39.0;300;48.0
152;Inkomen tot 125% ijkpunt sociaal minimum;Sint Eustatius;2020;450;37.0;950;36.0;300;45.0
153;Inkomen tot 125% ijkpunt sociaal minimum;Sint Eustatius;2021;500;38.0;1000;37.0;250;43.0
154;Inkomen tot 125% ijkpunt sociaal minimum;Sint Eustatius;2022;450;34.0;900;34.0;250;40.0
155;Inkomen tot 125% ijkpunt sociaal minimum;Saba;2018;300;39.0;550;39.0;150;46.0
156;Inkomen tot 125% ijkpunt sociaal minimum;Saba;2019;250;37.0;500;35.0;150;42.0
157;Inkomen tot 125% ijkpunt sociaal minimum;Saba;2020;250;34.0;450;32.0;100;38.0
158;Inkomen tot 125% ijkpunt sociaal minimum;Saba;2021;250;33.0;450;31.0;100;36.0
159;Inkomen tot 125% ijkpunt sociaal minimum;Saba;2022;250;31.0;450;30.0;100;37.0
160;Niet ingedeeld;Caribisch Nederland;2018;600;;3250;;650;
161;Niet ingedeeld;Caribisch Nederland;2019;600;;3250;;600;
162;Niet ingedeeld;Caribisch Nederland;2020;650;;3600;;650;
163;Niet ingedeeld;Caribisch Nederland;2021;700;;3750;;650;
164;Niet ingedeeld;Caribisch Nederland;2022;700;;3700;;600;
165;Niet ingedeeld;Bonaire;2018;500;;2700;;550;
166;Niet ingedeeld;Bonaire;2019;550;;2800;;500;
167;Niet ingedeeld;Bonaire;2020;600;;3100;;550;
168;Niet ingedeeld;Bonaire;2021;600;;3200;;550;
169;Niet ingedeeld;Bonaire;2022;600;;3200;;500;
170;Niet ingedeeld;Sint Eustatius;2018;50;;350;;100;
171;Niet ingedeeld;Sint Eustatius;2019;50;;300;;50;
172;Niet ingedeeld;Sint Eustatius;2020;50;;350;;50;
173;Niet ingedeeld;Sint Eustatius;2021;50;;350;;100;
174;Niet ingedeeld;Sint Eustatius;2022;50;;350;;50;
175;Niet ingedeeld;Saba;2018;50;;150;;50;
176;Niet ingedeeld;Saba;2019;50;;150;;50;
177;Niet ingedeeld;Saba;2020;50;;150;;50;
178;Niet ingedeeld;Saba;2021;50;;150;;0;
179;Niet ingedeeld;Saba;2022;50;;150;;0;
