ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;SoortHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
26;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;50950.0;9030.0;41920.0;17.7
27;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;55130.0;9390.0;45740.0;17.0
28;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;55600.0;9490.0;46100.0;17.1
29;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;50760.0;7910.0;42850.0;15.6
30;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2004/'05;58610.0;13510.0;45100.0;23.1
31;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2005/'06;65480.0;13280.0;52200.0;20.3
32;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2006/'07;67310.0;12800.0;54510.0;19.0
33;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2007/'08;76110.0;14830.0;61290.0;19.5
34;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2008/'09;80340.0;13430.0;66900.0;16.7
35;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2004/'05;24440.0;3990.0;20450.0;16.3
36;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2005/'06;28160.0;4200.0;23970.0;14.9
37;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2006/'07;37310.0;4690.0;32620.0;12.6
38;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2007/'08;25080.0;3400.0;21670.0;13.6
39;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2008/'09;28920.0;3300.0;25620.0;11.4
40;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2004/'05;4160.0;940.0;3220.0;22.6
41;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2005/'06;4580.0;980.0;3600.0;21.5
42;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2006/'07;4770.0;1030.0;3740.0;21.6
43;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2007/'08;4990.0;1160.0;3830.0;23.3
44;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2008/'09;5240.0;1170.0;4070.0;22.4
45;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2004/'05;20280.0;3050.0;17230.0;15.1
46;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2005/'06;23590.0;3210.0;20370.0;13.6
47;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2006/'07;32540.0;3660.0;28880.0;11.2
48;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2007/'08;20090.0;2240.0;17840.0;11.2
49;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2008/'09;23680.0;2120.0;21550.0;9.0
50;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal soort huishouden;2004/'05;1249460.0;65670.0;1183790.0;5.3
51;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal soort huishouden;2005/'06;1336280.0;62810.0;1273470.0;4.7
52;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal soort huishouden;2006/'07;1348270.0;59740.0;1288530.0;4.4
53;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal soort huishouden;2007/'08;1357920.0;58540.0;1299380.0;4.3
54;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal soort huishouden;2008/'09;1357950.0;52170.0;1305780.0;3.8
55;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal thuiswonend;2004/'05;1133540.0;42520.0;1091010.0;3.8
56;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal thuiswonend;2005/'06;1204160.0;39880.0;1164280.0;3.3
57;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal thuiswonend;2006/'07;1203410.0;36980.0;1166420.0;3.1
58;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal thuiswonend;2007/'08;1215810.0;34750.0;1181060.0;2.9
59;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal thuiswonend;2008/'09;1212870.0;31230.0;1181640.0;2.6
60;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;959450.0;31540.0;927910.0;3.3
61;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;1013000.0;28930.0;984080.0;2.9
62;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;1011620.0;26400.0;985220.0;2.6
63;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;1017890.0;24490.0;993400.0;2.4
64;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;1017040.0;22200.0;994840.0;2.2
65;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;174090.0;10980.0;163100.0;6.3
66;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;191160.0;10950.0;180200.0;5.7
67;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;191790.0;10580.0;181210.0;5.5
68;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;197930.0;10260.0;187660.0;5.2
69;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;195830.0;9030.0;186800.0;4.6
70;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal eigen huishouden;2004/'05;94110.0;20020.0;74090.0;21.3
71;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal eigen huishouden;2005/'06;107330.0;19770.0;87560.0;18.4
72;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal eigen huishouden;2006/'07;111940.0;19290.0;92650.0;17.2
73;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal eigen huishouden;2007/'08;120370.0;21320.0;99050.0;17.7
74;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal eigen huishouden;2008/'09;119940.0;18600.0;101340.0;15.5
75;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;37790.0;7220.0;30570.0;19.1
76;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;44900.0;7350.0;37560.0;16.4
77;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;48160.0;7390.0;40760.0;15.3
78;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;48370.0;7500.0;40880.0;15.5
79;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;44110.0;6260.0;37860.0;14.2
80;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, overig;2004/'05;56320.0;12790.0;43520.0;22.7
81;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, overig;2005/'06;62430.0;12420.0;50010.0;19.9
82;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, overig;2006/'07;63790.0;11900.0;51890.0;18.7
83;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, overig;2007/'08;72000.0;13820.0;58170.0;19.2
84;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Eigen huishouden, overig;2008/'09;75830.0;12340.0;63490.0;16.3
85;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal overige huishoudens;2004/'05;21810.0;3130.0;18690.0;14.3
86;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal overige huishoudens;2005/'06;24790.0;3170.0;21630.0;12.8
87;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal overige huishoudens;2006/'07;32920.0;3460.0;29460.0;10.5
88;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal overige huishoudens;2007/'08;21740.0;2470.0;19270.0;11.4
89;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal overige huishoudens;2008/'09;25140.0;2340.0;22800.0;9.3
90;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;IIT-bewoner;2004/'05;3550.0;650.0;2900.0;18.4
91;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;IIT-bewoner;2005/'06;3780.0;650.0;3130.0;17.2
92;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;IIT-bewoner;2006/'07;3880.0;670.0;3210.0;17.4
93;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;IIT-bewoner;2007/'08;3980.0;750.0;3230.0;18.8
94;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;IIT-bewoner;2008/'09;4220.0;760.0;3450.0;18.1
95;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Overig en onbekend;2004/'05;18260.0;2480.0;15790.0;13.6
96;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Overig en onbekend;2005/'06;21010.0;2510.0;18500.0;12.0
97;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Overig en onbekend;2006/'07;29040.0;2790.0;26260.0;9.6
98;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Overig en onbekend;2007/'08;17760.0;1720.0;16040.0;9.7
99;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Overig en onbekend;2008/'09;20930.0;1580.0;19340.0;7.6
100;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal soort huishouden;2004/'05;50650.0;10480.0;40170.0;20.7
101;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal soort huishouden;2005/'06;63430.0;11700.0;51720.0;18.5
102;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal soort huishouden;2006/'07;71240.0;12870.0;58360.0;18.1
103;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal soort huishouden;2007/'08;76780.0;12940.0;63840.0;16.9
104;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal soort huishouden;2008/'09;77180.0;12100.0;65080.0;15.7
105;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal thuiswonend;2004/'05;41100.0;7470.0;33630.0;18.2
106;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal thuiswonend;2005/'06;50960.0;8130.0;42830.0;15.9
107;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal thuiswonend;2006/'07;56350.0;8740.0;47610.0;15.5
108;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal thuiswonend;2007/'08;62110.0;9000.0;53100.0;14.5
109;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal thuiswonend;2008/'09;62250.0;8390.0;53850.0;13.5
110;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;28880.0;4850.0;24030.0;16.8
111;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;35500.0;4980.0;30520.0;14.0
112;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;39330.0;5420.0;33910.0;13.8
113;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;43080.0;5430.0;37650.0;12.6
114;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;43540.0;5220.0;38320.0;12.0
115;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;12220.0;2620.0;9600.0;21.4
116;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;15450.0;3150.0;12310.0;20.4
117;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;17020.0;3330.0;13690.0;19.6
118;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;19030.0;3580.0;15450.0;18.8
119;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;18710.0;3170.0;15530.0;17.0
120;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal eigen huishouden;2004/'05;6920.0;2150.0;4770.0;31.1
121;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal eigen huishouden;2005/'06;9100.0;2550.0;6550.0;28.0
122;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal eigen huishouden;2006/'07;10500.0;2900.0;7600.0;27.6
123;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal eigen huishouden;2007/'08;11340.0;3000.0;8340.0;26.5
124;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal eigen huishouden;2008/'09;11160.0;2750.0;8400.0;24.7
125;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;4630.0;1430.0;3190.0;31.0
126;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;6050.0;1680.0;4360.0;27.9
127;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;6980.0;2000.0;4980.0;28.6
128;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;7220.0;2000.0;5230.0;27.6
129;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;6640.0;1660.0;4990.0;24.9
130;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, overig;2004/'05;2290.0;720.0;1580.0;31.3
131;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, overig;2005/'06;3050.0;860.0;2190.0;28.2
132;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, overig;2006/'07;3520.0;900.0;2620.0;25.6
133;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, overig;2007/'08;4120.0;1010.0;3110.0;24.4
134;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Eigen huishouden, overig;2008/'09;4510.0;1100.0;3420.0;24.3
135;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal overige huishoudens;2004/'05;2630.0;860.0;1760.0;32.8
136;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal overige huishoudens;2005/'06;3370.0;1030.0;2340.0;30.6
137;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal overige huishoudens;2006/'07;4390.0;1230.0;3160.0;28.1
138;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal overige huishoudens;2007/'08;3340.0;930.0;2400.0;28.0
139;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal overige huishoudens;2008/'09;3780.0;950.0;2820.0;25.2
140;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;IIT-bewoner;2004/'05;610.0;290.0;330.0;46.9
141;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;IIT-bewoner;2005/'06;800.0;330.0;470.0;41.6
142;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;IIT-bewoner;2006/'07;890.0;360.0;530.0;40.2
143;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;IIT-bewoner;2007/'08;1010.0;410.0;600.0;40.8
144;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;IIT-bewoner;2008/'09;1030.0;410.0;610.0;40.2
145;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Overig en onbekend;2004/'05;2010.0;580.0;1440.0;28.6
146;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Overig en onbekend;2005/'06;2570.0;700.0;1870.0;27.2
147;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Overig en onbekend;2006/'07;3500.0;870.0;2630.0;25.0
148;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Overig en onbekend;2007/'08;2320.0;520.0;1800.0;22.4
149;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Overig en onbekend;2008/'09;2750.0;540.0;2210.0;19.7
150;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal soort huishouden;2004/'05;37760.0;6670.0;31090.0;17.7
151;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal soort huishouden;2005/'06;46520.0;7270.0;39250.0;15.6
152;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal soort huishouden;2006/'07;51540.0;7750.0;43780.0;15.0
153;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal soort huishouden;2007/'08;55020.0;7640.0;47380.0;13.9
154;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal soort huishouden;2008/'09;55450.0;7060.0;48390.0;12.7
155;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal thuiswonend;2004/'05;30980.0;4740.0;26240.0;15.3
156;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal thuiswonend;2005/'06;37710.0;5030.0;32690.0;13.3
157;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal thuiswonend;2006/'07;41260.0;5230.0;36030.0;12.7
158;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal thuiswonend;2007/'08;44830.0;5230.0;39600.0;11.7
159;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal thuiswonend;2008/'09;44950.0;4750.0;40200.0;10.6
160;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;22360.0;3160.0;19190.0;14.1
161;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;27070.0;3190.0;23880.0;11.8
162;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;29630.0;3360.0;26270.0;11.3
163;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;31990.0;3260.0;28730.0;10.2
164;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;32310.0;3050.0;29260.0;9.4
165;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;8620.0;1580.0;7040.0;18.3
166;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;10640.0;1830.0;8810.0;17.2
167;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;11640.0;1870.0;9760.0;16.1
168;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;12840.0;1970.0;10870.0;15.4
169;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;12640.0;1700.0;10940.0;13.5
170;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal eigen huishouden;2004/'05;5060.0;1460.0;3600.0;28.8
171;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal eigen huishouden;2005/'06;6590.0;1640.0;4950.0;24.9
172;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal eigen huishouden;2006/'07;7420.0;1860.0;5570.0;25.0
173;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal eigen huishouden;2007/'08;8030.0;1910.0;6120.0;23.8
174;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal eigen huishouden;2008/'09;8060.0;1790.0;6270.0;22.2
175;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;3210.0;900.0;2310.0;28.0
176;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;4230.0;1050.0;3180.0;24.7
177;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;4710.0;1180.0;3520.0;25.1
178;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;4840.0;1190.0;3650.0;24.6
179;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;4600.0;1010.0;3580.0;22.0
180;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, overig;2004/'05;1850.0;560.0;1290.0;30.1
181;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, overig;2005/'06;2360.0;600.0;1770.0;25.2
182;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, overig;2006/'07;2720.0;670.0;2040.0;24.7
183;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Eigen huishouden, overig;2007/'08;3190.0;720.0;2470.0;22.5
