ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;PersonenMetPensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
52;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2020;237340.0;1377699.0;2825006.0
53;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2021;240880.0;1398214.0;2868685.0
54;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2022;244860.0;1504005.0;3243572.0
55;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2023;250140.0;1557481.0;3368186.0
56;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2020;1202110.0;2049865.0;6210112.0
57;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2021;1304930.0;2197000.0;6553763.0
58;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2022;1472900.0;2636635.0;8879922.0
59;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2023;1604610.0;2812484.0;9745555.0
60;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;237340.0;1377699.0;2825006.0
61;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;240880.0;1398214.0;2868685.0
62;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;244860.0;1504005.0;3243572.0
63;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;250140.0;1557481.0;3368186.0
64;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;;
65;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;;
66;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;;
67;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;;
68;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2020;;;
69;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2021;;;
70;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2022;;;
71;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2023;;;
72;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Totaal;2020;1743770.0;6060823.0;14842970.0
73;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Totaal;2021;1812250.0;6311836.0;15540764.0
74;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Totaal;2022;1918570.0;7087879.0;18942787.0
75;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Totaal;2023;2009440.0;7457763.0;20196165.0
76;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2020;658520.0;2620848.0;6854178.0
77;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2021;686170.0;2752957.0;7221006.0
78;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2022;719600.0;3103542.0;8561425.0
79;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2023;749750.0;3257601.0;9000569.0
80;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2020;1085250.0;3439975.0;7988792.0
81;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2021;1126080.0;3558880.0;8319758.0
82;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2022;1198980.0;3984337.0;10381361.0
83;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2023;1259700.0;4200162.0;11195595.0
84;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;658520.0;2620848.0;6854178.0
85;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;686170.0;2752957.0;7221006.0
86;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;719600.0;3103542.0;8561425.0
87;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;749750.0;3257601.0;9000569.0
88;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2020;;;
89;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2021;;;
90;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2022;;;
91;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2023;;;
92;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Onbekend;2020;;;
93;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Onbekend;2021;;;
94;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Onbekend;2022;;;
95;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Buiten Europa;Onbekend;2023;;;
96;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Totaal;2020;62000.0;22800.0;25225.0
97;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Totaal;2021;62060.0;22102.0;25011.0
98;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Totaal;2022;61470.0;22909.0;26934.0
99;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Totaal;2023;55420.0;18398.0;20908.0
100;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2020;0.0;0.0;0.0
101;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2021;0.0;0.0;0.0
102;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2022;0.0;0.0;0.0
103;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2023;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2020;23250.0;8659.0;9695.0
105;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2021;23060.0;8427.0;9289.0
106;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2022;22790.0;8704.0;9764.0
107;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2023;22560.0;9064.0;10221.0
108;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2020;;;
109;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2021;;;
110;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2022;;;
111;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023;;;
112;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2020;;;
113;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2021;;;
114;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2022;;;
115;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2023;;;
116;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Onbekend;2020;38750.0;14141.0;15530.0
117;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Onbekend;2021;39000.0;13676.0;15722.0
118;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Onbekend;2022;38680.0;14204.0;17171.0
119;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Onbekend herkomstland;Onbekend;2023;32860.0;9333.0;10687.0
120;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Totaal;2020;4296980.0;13990890.0;43179011.0
121;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Totaal;2021;4447040.0;14660913.0;44570411.0
122;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Totaal;2022;4678700.0;16565356.0;53236467.0
123;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Totaal;2023;4844770.0;17170427.0;55378450.0
124;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in Nederland;2020;3365330.0;12534174.0;37681836.0
125;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in Nederland;2021;3449240.0;13094453.0;38727283.0
126;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in Nederland;2022;3555970.0;14651394.0;45169548.0
127;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in Nederland;2023;3625590.0;15123561.0;46548317.0
128;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren buiten Nederland;2020;931510.0;1456001.0;5496251.0
129;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren buiten Nederland;2021;997690.0;1565944.0;5842445.0
130;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren buiten Nederland;2022;1122570.0;1913155.0;8065830.0
131;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren buiten Nederland;2023;1219180.0;2046867.0;8830133.0
132;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2020;486440.0;1178654.0;4182424.0
133;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2021;507740.0;1256078.0;4443488.0
134;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2022;541330.0;1463673.0;5480179.0
135;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouder(s) buiten NL;2023;564510.0;1527598.0;5736625.0
136;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouders in NL;2020;2878890.0;11355519.0;33499411.0
137;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouders in NL;2021;2941500.0;11838375.0;34283794.0
138;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouders in NL;2022;3014640.0;13187722.0;39689369.0
139;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Geboren in NL, ouders in NL;2023;3061080.0;13595962.0;40811692.0
140;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Onbekend;2020;140.0;716.0;925.0
141;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Onbekend;2021;120.0;515.0;683.0
142;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Onbekend;2022;150.0;807.0;1089.0
143;Totaal mannen en vrouwen;10000;Ongehuwd;Totaal;Onbekend;2023;0.0;0.0;0.0
144;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Totaal;2020;2878890.0;11355519.0;33499411.0
145;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Totaal;2021;2941500.0;11838375.0;34283794.0
146;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Totaal;2022;3014640.0;13187722.0;39689369.0
147;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Totaal;2023;3061080.0;13595962.0;40811692.0
148;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in Nederland;2020;2878890.0;11355519.0;33499411.0
149;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in Nederland;2021;2941500.0;11838375.0;34283794.0
150;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in Nederland;2022;3014640.0;13187722.0;39689369.0
151;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in Nederland;2023;3061080.0;13595962.0;40811692.0
152;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren buiten Nederland;2020;;;
153;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren buiten Nederland;2021;;;
154;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren buiten Nederland;2022;;;
155;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren buiten Nederland;2023;;;
156;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;;
157;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;;
158;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;;
159;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;;
160;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouders in NL;2020;2878890.0;11355519.0;33499411.0
161;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouders in NL;2021;2941500.0;11838375.0;34283794.0
162;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouders in NL;2022;3014640.0;13187722.0;39689369.0
163;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Geboren in NL, ouders in NL;2023;3061080.0;13595962.0;40811692.0
164;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Onbekend;2020;;;
165;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Onbekend;2021;;;
166;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Onbekend;2022;;;
167;Totaal mannen en vrouwen;10000;Ongehuwd;Nederland;Onbekend;2023;;;
168;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Totaal;2020;643050.0;1035973.0;4012285.0
169;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Totaal;2021;691980.0;1120191.0;4231524.0
170;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Totaal;2022;777360.0;1372610.0;5726141.0
171;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Totaal;2023;849310.0;1463821.0;6253082.0
172;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in Nederland;2020;115570.0;370094.0;1123792.0
173;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in Nederland;2021;119960.0;388806.0;1174873.0
174;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in Nederland;2022;126590.0;439722.0;1414043.0
175;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in Nederland;2023;131220.0;455530.0;1473285.0
176;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2020;527480.0;665879.0;2888493.0
177;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2021;572020.0;731385.0;3056651.0
178;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2022;650760.0;932889.0;4312097.0
179;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren buiten Nederland;2023;718090.0;1008291.0;4779797.0
180;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;115570.0;370094.0;1123792.0
181;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;119960.0;388806.0;1174873.0
182;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;126590.0;439722.0;1414043.0
183;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;131220.0;455530.0;1473285.0
184;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;;
185;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;;
186;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;;
187;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;;
188;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Onbekend;2020;;;
189;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Onbekend;2021;;;
190;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Onbekend;2022;;;
191;Totaal mannen en vrouwen;10000;Ongehuwd;Europa (exclusief Nederland);Onbekend;2023;;;
192;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Totaal;2020;774340.0;1598112.0;5665484.0
193;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Totaal;2021;812870.0;1701237.0;6053488.0
194;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Totaal;2022;885980.0;2003567.0;7818814.0
195;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Totaal;2023;933630.0;2109498.0;8312013.0
196;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in Nederland;2020;370870.0;808560.0;3058632.0
197;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in Nederland;2021;387780.0;867272.0;3268615.0
198;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in Nederland;2022;414740.0;1023951.0;4066135.0
199;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in Nederland;2023;433290.0;1072068.0;4263340.0
200;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren buiten Nederland;2020;403470.0;789551.0;2606851.0
201;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren buiten Nederland;2021;425090.0;833965.0;2784873.0
202;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren buiten Nederland;2022;471240.0;979616.0;3752678.0
203;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren buiten Nederland;2023;500340.0;1037430.0;4048673.0
204;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;370870.0;808560.0;3058632.0
205;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;387780.0;867272.0;3268615.0
206;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;414740.0;1023951.0;4066135.0
207;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;433290.0;1072068.0;4263340.0
208;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouders in NL;2020;;;
209;Totaal mannen en vrouwen;10000;Ongehuwd;Buiten Europa;Geboren in NL, ouders in NL;2021;;;
