ID;Vakantiekenmerken;Marges;RegioS;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
10;Totaal vakanties;Waarde;West-Nederland (LD);2022;3609.0;24.7;5272.0;1.5;27.7;7.7;5.2;22.4;6.2;4.2;1294.0;358.0;245.0;47.0
11;Totaal vakanties;Waarde;West-Nederland (LD);2023;3604.0;24.3;5235.0;1.5;27.0;7.5;5.2;21.8;6.0;4.2;1309.0;363.0;250.0;48.0
12;Totaal vakanties;Waarde;Zuid-Nederland (LD);2021;2995.0;20.6;4243.0;1.4;23.2;7.7;5.5;18.9;6.3;4.5;1109.0;370.0;261.0;48.0
13;Totaal vakanties;Waarde;Zuid-Nederland (LD);2022;2595.0;17.7;3419.0;1.3;17.6;6.8;5.2;14.2;5.5;4.2;835.0;322.0;244.0;47.0
14;Totaal vakanties;Waarde;Zuid-Nederland (LD);2023;2816.0;19.0;3722.0;1.3;18.8;6.7;5.0;15.0;5.3;4.0;936.0;332.0;251.0;50.0
15;Totaal vakanties;Waarde;Landsdeel onbekend (LD);2021;493.0;3.4;621.0;1.3;3.8;7.7;6.1;3.2;6.4;5.1;165.0;334.0;265.0;44.0
16;Totaal vakanties;Waarde;Landsdeel onbekend (LD);2022;98.0;0.7;105.0;1.1;0.6;6.4;6.0;0.5;5.3;5.0;29.0;299.0;279.0;47.0
17;Totaal vakanties;Waarde;Landsdeel onbekend (LD);2023;;;;;;;;;;;;;;
18;Totaal vakanties;Waarde;Groningen (PV);2021;404.0;2.8;491.0;1.2;2.6;6.5;5.4;2.1;5.3;4.4;128.0;317.0;261.0;49.0
19;Totaal vakanties;Waarde;Groningen (PV);2022;354.0;2.4;399.0;1.1;1.9;5.3;4.7;1.5;4.1;3.7;81.0;228.0;202.0;43.0
20;Totaal vakanties;Waarde;Groningen (PV);2023;392.0;2.6;444.0;1.1;1.9;4.7;4.2;1.4;3.6;3.2;94.0;239.0;211.0;50.0
21;Totaal vakanties;Waarde;Fryslân (PV);2021;1362.0;9.4;1809.0;1.3;11.7;8.6;6.5;9.9;7.3;5.5;571.0;419.0;316.0;49.0
22;Totaal vakanties;Waarde;Fryslân (PV);2022;1215.0;8.3;1585.0;1.3;9.7;8.0;6.1;8.1;6.7;5.1;460.0;378.0;290.0;48.0
23;Totaal vakanties;Waarde;Fryslân (PV);2023;1230.0;8.3;1592.0;1.3;9.9;8.0;6.2;8.3;6.7;5.2;500.0;407.0;314.0;51.0
24;Totaal vakanties;Waarde;Drenthe (PV);2021;1105.0;7.6;1331.0;1.2;8.4;7.6;6.3;7.1;6.4;5.3;380.0;344.0;286.0;45.0
25;Totaal vakanties;Waarde;Drenthe (PV);2022;1010.0;6.9;1176.0;1.2;7.0;7.0;6.0;5.8;5.8;5.0;294.0;291.0;250.0;42.0
26;Totaal vakanties;Waarde;Drenthe (PV);2023;870.0;5.9;973.0;1.1;6.3;7.2;6.5;5.3;6.1;5.5;276.0;317.0;283.0;44.0
27;Totaal vakanties;Waarde;Overijssel (PV);2021;1250.0;8.6;1689.0;1.4;9.9;7.9;5.9;8.2;6.6;4.9;410.0;328.0;243.0;41.0
28;Totaal vakanties;Waarde;Overijssel (PV);2022;1212.0;8.3;1447.0;1.2;8.1;6.7;5.6;6.6;5.5;4.6;349.0;288.0;241.0;43.0
29;Totaal vakanties;Waarde;Overijssel (PV);2023;1182.0;8.0;1369.0;1.2;9.2;7.8;6.7;7.8;6.6;5.7;408.0;345.0;298.0;44.0
30;Totaal vakanties;Waarde;Flevoland (PV);2021;256.0;1.8;307.0;1.2;1.6;6.4;5.3;1.3;5.2;4.3;67.0;260.0;217.0;41.0
31;Totaal vakanties;Waarde;Flevoland (PV);2022;282.0;1.9;297.0;1.1;1.7;6.1;5.8;1.4;5.1;4.8;70.0;247.0;234.0;40.0
32;Totaal vakanties;Waarde;Flevoland (PV);2023;321.0;2.2;346.0;1.1;1.6;4.8;4.5;1.2;3.8;3.5;70.0;217.0;202.0;45.0
33;Totaal vakanties;Waarde;Gelderland (PV);2021;2392.0;16.5;3445.0;1.4;19.0;7.9;5.5;15.5;6.5;4.5;808.0;338.0;234.0;43.0
34;Totaal vakanties;Waarde;Gelderland (PV);2022;2074.0;14.2;2798.0;1.3;15.6;7.5;5.6;12.8;6.2;4.6;635.0;306.0;227.0;41.0
35;Totaal vakanties;Waarde;Gelderland (PV);2023;2299.0;15.5;2958.0;1.3;16.5;7.2;5.6;13.5;5.9;4.6;735.0;320.0;249.0;45.0
36;Totaal vakanties;Waarde;Utrecht (PV);2021;652.0;4.5;842.0;1.3;3.8;5.9;4.5;3.0;4.6;3.5;200.0;307.0;238.0;52.0
37;Totaal vakanties;Waarde;Utrecht (PV);2022;608.0;4.2;744.0;1.2;3.4;5.7;4.6;2.7;4.4;3.6;130.0;213.0;174.0;38.0
38;Totaal vakanties;Waarde;Utrecht (PV);2023;655.0;4.4;782.0;1.2;3.6;5.6;4.7;2.9;4.4;3.7;164.0;250.0;209.0;45.0
39;Totaal vakanties;Waarde;Noord-Holland (PV);2021;2088.0;14.4;2799.0;1.3;14.9;7.1;5.3;12.1;5.8;4.3;804.0;385.0;287.0;54.0
40;Totaal vakanties;Waarde;Noord-Holland (PV);2022;1607.0;11.0;2053.0;1.3;10.9;6.8;5.3;8.9;5.5;4.3;552.0;343.0;269.0;51.0
41;Totaal vakanties;Waarde;Noord-Holland (PV);2023;1535.0;10.3;1956.0;1.3;9.6;6.3;4.9;7.7;5.0;3.9;547.0;356.0;280.0;57.0
42;Totaal vakanties;Waarde;Zuid-Holland (PV);2021;1470.0;10.1;1998.0;1.4;9.4;6.4;4.7;7.4;5.0;3.7;451.0;307.0;226.0;48.0
43;Totaal vakanties;Waarde;Zuid-Holland (PV);2022;1127.0;7.7;1395.0;1.2;6.1;5.4;4.4;4.7;4.2;3.4;275.0;244.0;197.0;45.0
44;Totaal vakanties;Waarde;Zuid-Holland (PV);2023;1266.0;8.5;1528.0;1.2;7.1;5.6;4.7;5.6;4.4;3.7;308.0;244.0;202.0;43.0
45;Totaal vakanties;Waarde;Zeeland (PV);2021;1382.0;9.5;1865.0;1.3;11.6;8.4;6.2;9.8;7.1;5.2;562.0;406.0;301.0;48.0
46;Totaal vakanties;Waarde;Zeeland (PV);2022;868.0;5.9;1081.0;1.2;7.2;8.3;6.7;6.2;7.1;5.7;337.0;388.0;312.0;47.0
47;Totaal vakanties;Waarde;Zeeland (PV);2023;809.0;5.4;969.0;1.2;6.6;8.2;6.9;5.7;7.0;5.9;290.0;358.0;299.0;44.0
48;Totaal vakanties;Waarde;Noord-Brabant (PV);2021;1487.0;10.2;2029.0;1.4;10.8;7.3;5.3;8.8;5.9;4.3;464.0;312.0;229.0;43.0
49;Totaal vakanties;Waarde;Noord-Brabant (PV);2022;1285.0;8.8;1621.0;1.3;7.9;6.1;4.9;6.2;4.9;3.9;315.0;245.0;194.0;40.0
50;Totaal vakanties;Waarde;Noord-Brabant (PV);2023;1452.0;9.8;1817.0;1.3;8.7;6.0;4.8;6.9;4.7;3.8;394.0;272.0;217.0;45.0
51;Totaal vakanties;Waarde;Limburg (PV);2021;1792.0;12.3;2215.0;1.2;12.3;6.9;5.6;10.1;5.7;4.6;644.0;359.0;291.0;52.0
52;Totaal vakanties;Waarde;Limburg (PV);2022;1546.0;10.6;1798.0;1.2;9.8;6.3;5.4;8.0;5.2;4.4;520.0;336.0;289.0;53.0
53;Totaal vakanties;Waarde;Limburg (PV);2023;1608.0;10.8;1905.0;1.2;10.1;6.3;5.3;8.2;5.1;4.3;542.0;337.0;284.0;54.0
54;Totaal vakanties;Waarde;Provincie onbekend (PV);2021;493.0;3.4;621.0;1.3;3.8;7.7;6.1;3.2;6.4;5.1;165.0;334.0;265.0;44.0
55;Totaal vakanties;Waarde;Provincie onbekend (PV);2022;98.0;0.7;105.0;1.1;0.6;6.4;6.0;0.5;5.3;5.0;29.0;299.0;279.0;47.0
56;Totaal vakanties;Waarde;Provincie onbekend (PV);2023;;;;;;;;;;;;;;
57;Totaal vakanties;Waarde;Kust (TG);2021;3159.0;21.7;4570.0;1.4;28.4;9.0;6.2;23.9;7.6;5.2;1522.0;482.0;333.0;54.0
58;Totaal vakanties;Waarde;Kust (TG);2022;2325.0;15.9;3137.0;1.3;19.6;8.4;6.3;16.5;7.1;5.3;953.0;410.0;304.0;49.0
59;Totaal vakanties;Waarde;Kust (TG);2023;2277.0;15.3;2987.0;1.3;19.3;8.5;6.5;16.3;7.2;5.5;946.0;415.0;317.0;49.0
60;Totaal vakanties;Waarde;Watersportgebieden (TG);2021;1778.0;12.2;2439.0;1.4;13.5;7.6;5.5;11.1;6.2;4.5;564.0;317.0;231.0;42.0
61;Totaal vakanties;Waarde;Watersportgebieden (TG);2022;1282.0;8.8;1621.0;1.3;8.5;6.6;5.2;6.8;5.3;4.2;368.0;287.0;227.0;43.0
62;Totaal vakanties;Waarde;Watersportgebieden (TG);2023;1383.0;9.3;1715.0;1.2;9.1;6.6;5.3;7.4;5.4;4.3;411.0;297.0;239.0;45.0
63;Totaal vakanties;Waarde;Bos en Heide Midden-Nederland (TG);2021;2443.0;16.8;3605.0;1.5;19.6;8.0;5.4;16.0;6.5;4.4;871.0;356.0;241.0;44.0
64;Totaal vakanties;Waarde;Bos en Heide Midden-Nederland (TG);2022;2073.0;14.2;2849.0;1.4;16.1;7.7;5.6;13.2;6.4;4.6;632.0;305.0;222.0;39.0
65;Totaal vakanties;Waarde;Bos en Heide Midden-Nederland (TG);2023;2303.0;15.5;3020.0;1.3;17.0;7.4;5.6;13.9;6.1;4.6;742.0;322.0;246.0;44.0
66;Totaal vakanties;Waarde;Bos en Heide Noordoost-Nederland (TG);2021;2148.0;14.8;3002.0;1.4;18.4;8.6;6.1;15.4;7.2;5.1;793.0;369.0;264.0;43.0
67;Totaal vakanties;Waarde;Bos en Heide Noordoost-Nederland (TG);2022;2043.0;14.0;2586.0;1.3;14.9;7.3;5.8;12.3;6.0;4.8;631.0;309.0;244.0;42.0
68;Totaal vakanties;Waarde;Bos en Heide Noordoost-Nederland (TG);2023;1914.0;12.9;2343.0;1.2;15.2;8.0;6.5;12.9;6.7;5.5;665.0;347.0;284.0;44.0
69;Totaal vakanties;Waarde;Bos en Heide Zuid-Nederland (TG);2021;3103.0;21.4;4426.0;1.4;24.2;7.8;5.5;19.8;6.4;4.5;1150.0;371.0;260.0;48.0
70;Totaal vakanties;Waarde;Bos en Heide Zuid-Nederland (TG);2022;2688.0;18.4;3531.0;1.3;18.0;6.7;5.1;14.5;5.4;4.1;857.0;319.0;243.0;48.0
71;Totaal vakanties;Waarde;Bos en Heide Zuid-Nederland (TG);2023;2866.0;19.3;3808.0;1.3;19.2;6.7;5.0;15.4;5.4;4.0;957.0;334.0;251.0;50.0
72;Totaal vakanties;Waarde;Overig Nederland (TG);2021;2043.0;14.1;2777.0;1.4;12.1;5.9;4.3;9.3;4.5;3.3;589.0;288.0;212.0;49.0
73;Totaal vakanties;Waarde;Overig Nederland (TG);2022;1783.0;12.2;2320.0;1.3;9.8;5.5;4.2;7.5;4.2;3.2;451.0;253.0;195.0;46.0
74;Totaal vakanties;Waarde;Overig Nederland (TG);2023;1840.0;12.4;2429.0;1.3;9.2;5.0;3.8;6.7;3.7;2.8;512.0;278.0;211.0;56.0
75;Totaal vakanties;Waarde;Toeristengebied (groep) onbekend (TG);2021;493.0;3.4;621.0;1.3;3.8;7.7;6.1;3.2;6.4;5.1;165.0;334.0;265.0;44.0
76;Totaal vakanties;Waarde;Toeristengebied (groep) onbekend (TG);2022;373.0;2.5;455.0;1.2;3.0;8.2;6.7;2.6;6.9;5.7;153.0;410.0;336.0;50.0
77;Totaal vakanties;Waarde;Toeristengebied (groep) onbekend (TG);2023;319.0;2.2;394.0;1.2;2.5;7.8;6.3;2.1;6.6;5.3;106.0;334.0;270.0;43.0
78;Totaal vakanties;Ondergrens 95%-interval;Nederland               ;2021;8749.0;60.5;20699.0;2.3;115.7;13.0;;94.8;10.6;;5434.0;610.0;;
79;Totaal vakanties;Ondergrens 95%-interval;Nederland               ;2022;7596.0;52.1;15957.0;2.1;86.7;11.2;;70.6;9.1;;3902.0;504.0;;
80;Totaal vakanties;Ondergrens 95%-interval;Nederland               ;2023;7719.0;52.4;15939.0;2.0;86.7;10.9;;70.5;8.9;;4132.0;520.0;;
81;Totaal vakanties;Ondergrens 95%-interval;Noord-Nederland (LD);2021;2446.0;16.9;3408.0;1.4;21.1;8.3;;17.7;7.0;;1000.0;395.0;;
82;Totaal vakanties;Ondergrens 95%-interval;Noord-Nederland (LD);2022;2229.0;15.3;2976.0;1.3;17.3;7.5;;14.2;6.2;;777.0;335.0;;
83;Totaal vakanties;Ondergrens 95%-interval;Noord-Nederland (LD);2023;2094.0;14.2;2761.0;1.3;16.1;7.3;;13.3;6.0;;778.0;355.0;;
84;Totaal vakanties;Ondergrens 95%-interval;Oost-Nederland (LD);2021;3370.0;23.2;5101.0;1.5;28.5;8.2;;23.3;6.7;;1201.0;345.0;;
85;Totaal vakanties;Ondergrens 95%-interval;Oost-Nederland (LD);2022;3023.0;20.7;4295.0;1.4;23.9;7.7;;19.5;6.3;;995.0;319.0;;
86;Totaal vakanties;Ondergrens 95%-interval;Oost-Nederland (LD);2023;3126.0;21.2;4354.0;1.4;24.5;7.5;;20.1;6.1;;1113.0;341.0;;
87;Totaal vakanties;Ondergrens 95%-interval;West-Nederland (LD);2021;4468.0;30.9;7084.0;1.5;37.3;8.1;;30.1;6.5;;1872.0;407.0;;
88;Totaal vakanties;Ondergrens 95%-interval;West-Nederland (LD);2022;3460.0;23.7;4993.0;1.4;25.9;7.2;;20.8;5.8;;1211.0;339.0;;
89;Totaal vakanties;Ondergrens 95%-interval;West-Nederland (LD);2023;3383.0;22.9;4858.0;1.4;24.6;6.9;;19.6;5.5;;1201.0;339.0;;
90;Totaal vakanties;Ondergrens 95%-interval;Zuid-Nederland (LD);2021;2851.0;19.7;3922.0;1.3;21.3;7.2;;17.3;5.9;;1012.0;343.0;;
91;Totaal vakanties;Ondergrens 95%-interval;Zuid-Nederland (LD);2022;2468.0;16.9;3218.0;1.3;16.4;6.4;;13.1;5.1;;769.0;300.0;;
92;Totaal vakanties;Ondergrens 95%-interval;Zuid-Nederland (LD);2023;2622.0;17.8;3399.0;1.2;16.9;6.1;;13.5;4.9;;854.0;310.0;;
93;Totaal vakanties;Ondergrens 95%-interval;Landsdeel onbekend (LD);2021;434.0;3.0;534.0;1.2;3.2;6.9;;2.7;5.6;;141.0;299.0;;
94;Totaal vakanties;Ondergrens 95%-interval;Landsdeel onbekend (LD);2022;68.0;0.5;74.0;1.0;0.4;4.6;;0.3;3.5;;17.0;221.0;;
95;Totaal vakanties;Ondergrens 95%-interval;Landsdeel onbekend (LD);2023;;;;;;;;;;;;;;
96;Totaal vakanties;Ondergrens 95%-interval;Groningen (PV);2021;350.0;2.4;407.0;1.1;2.1;5.6;;1.7;4.4;;93.0;238.0;;
97;Totaal vakanties;Ondergrens 95%-interval;Groningen (PV);2022;303.0;2.1;339.0;1.1;1.5;4.6;;1.1;3.4;;66.0;200.0;;
98;Totaal vakanties;Ondergrens 95%-interval;Groningen (PV);2023;320.0;2.2;362.0;1.1;1.5;4.0;;1.1;2.9;;74.0;202.0;;
99;Totaal vakanties;Ondergrens 95%-interval;Fryslân (PV);2021;1264.0;8.7;1650.0;1.3;10.5;7.9;;8.8;6.6;;520.0;392.0;;
100;Totaal vakanties;Ondergrens 95%-interval;Fryslân (PV);2022;1127.0;7.7;1458.0;1.3;8.7;7.4;;7.2;6.1;;413.0;348.0;;
101;Totaal vakanties;Ondergrens 95%-interval;Fryslân (PV);2023;1110.0;7.5;1409.0;1.2;8.3;7.1;;6.8;5.8;;423.0;359.0;;
102;Totaal vakanties;Ondergrens 95%-interval;Drenthe (PV);2021;1018.0;7.0;1215.0;1.2;7.5;7.0;;6.3;5.8;;334.0;311.0;;
103;Totaal vakanties;Ondergrens 95%-interval;Drenthe (PV);2022;924.0;6.3;1072.0;1.1;6.2;6.4;;5.1;5.3;;264.0;269.0;;
104;Totaal vakanties;Ondergrens 95%-interval;Drenthe (PV);2023;772.0;5.2;861.0;1.1;5.3;6.4;;4.4;5.2;;234.0;280.0;;
105;Totaal vakanties;Ondergrens 95%-interval;Overijssel (PV);2021;1159.0;8.0;1510.0;1.2;8.8;7.2;;7.3;5.9;;362.0;296.0;;
106;Totaal vakanties;Ondergrens 95%-interval;Overijssel (PV);2022;1124.0;7.7;1331.0;1.1;7.3;6.2;;6.0;5.0;;320.0;270.0;;
107;Totaal vakanties;Ondergrens 95%-interval;Overijssel (PV);2023;1066.0;7.2;1226.0;1.1;7.3;6.4;;6.0;5.3;;344.0;301.0;;
108;Totaal vakanties;Ondergrens 95%-interval;Flevoland (PV);2021;208.0;1.5;240.0;1.1;1.3;5.5;;1.0;4.4;;52.0;228.0;;
109;Totaal vakanties;Ondergrens 95%-interval;Flevoland (PV);2022;233.0;1.6;245.0;1.0;1.3;5.2;;1.1;4.1;;52.0;199.0;;
110;Totaal vakanties;Ondergrens 95%-interval;Flevoland (PV);2023;247.0;1.7;264.0;1.0;1.2;4.2;;0.9;3.1;;49.0;172.0;;
111;Totaal vakanties;Ondergrens 95%-interval;Gelderland (PV);2021;2264.0;15.6;3171.0;1.4;17.4;7.4;;14.1;6.0;;742.0;315.0;;
112;Totaal vakanties;Ondergrens 95%-interval;Gelderland (PV);2022;1965.0;13.4;2600.0;1.3;14.4;7.1;;11.8;5.7;;589.0;289.0;;
113;Totaal vakanties;Ondergrens 95%-interval;Gelderland (PV);2023;2126.0;14.4;2712.0;1.2;14.7;6.6;;11.9;5.3;;664.0;296.0;;
114;Totaal vakanties;Ondergrens 95%-interval;Utrecht (PV);2021;577.0;4.0;669.0;1.1;2.9;4.5;;2.2;3.4;;111.0;173.0;;
115;Totaal vakanties;Ondergrens 95%-interval;Utrecht (PV);2022;544.0;3.7;653.0;1.1;2.8;4.9;;2.2;3.7;;112.0;191.0;;
116;Totaal vakanties;Ondergrens 95%-interval;Utrecht (PV);2023;554.0;3.8;648.0;1.1;2.8;4.6;;2.1;3.4;;133.0;220.0;;
117;Totaal vakanties;Ondergrens 95%-interval;Noord-Holland (PV);2021;1964.0;13.6;2582.0;1.3;13.5;6.6;;10.8;5.3;;723.0;352.0;;
118;Totaal vakanties;Ondergrens 95%-interval;Noord-Holland (PV);2022;1502.0;10.3;1888.0;1.2;9.8;6.2;;7.8;5.0;;500.0;317.0;;
119;Totaal vakanties;Ondergrens 95%-interval;Noord-Holland (PV);2023;1388.0;9.4;1742.0;1.2;8.3;5.5;;6.5;4.3;;466.0;313.0;;
120;Totaal vakanties;Ondergrens 95%-interval;Zuid-Holland (PV);2021;1362.0;9.4;1786.0;1.3;8.3;5.8;;6.4;4.5;;399.0;278.0;;
121;Totaal vakanties;Ondergrens 95%-interval;Zuid-Holland (PV);2022;1036.0;7.1;1252.0;1.2;5.2;4.7;;3.9;3.5;;247.0;226.0;;
122;Totaal vakanties;Ondergrens 95%-interval;Zuid-Holland (PV);2023;1127.0;7.7;1338.0;1.1;5.8;4.8;;4.4;3.6;;269.0;221.0;;
123;Totaal vakanties;Ondergrens 95%-interval;Zeeland (PV);2021;1281.0;8.8;1663.0;1.2;10.4;7.7;;8.7;6.4;;506.0;378.0;;
124;Totaal vakanties;Ondergrens 95%-interval;Zeeland (PV);2022;797.0;5.5;977.0;1.2;6.4;7.5;;5.4;6.3;;286.0;335.0;;
125;Totaal vakanties;Ondergrens 95%-interval;Zeeland (PV);2023;709.0;4.8;846.0;1.1;5.5;7.0;;4.6;5.8;;250.0;322.0;;
126;Totaal vakanties;Ondergrens 95%-interval;Noord-Brabant (PV);2021;1380.0;9.5;1770.0;1.2;9.3;6.3;;7.4;5.1;;386.0;265.0;;
127;Totaal vakanties;Ondergrens 95%-interval;Noord-Brabant (PV);2022;1190.0;8.2;1473.0;1.2;6.9;5.5;;5.4;4.3;;281.0;225.0;;
128;Totaal vakanties;Ondergrens 95%-interval;Noord-Brabant (PV);2023;1305.0;8.9;1565.0;1.1;7.3;5.1;;5.7;4.0;;339.0;240.0;;
129;Totaal vakanties;Ondergrens 95%-interval;Limburg (PV);2021;1678.0;11.6;2033.0;1.2;11.3;6.5;;9.3;5.3;;588.0;337.0;;
130;Totaal vakanties;Ondergrens 95%-interval;Limburg (PV);2022;1449.0;9.9;1677.0;1.1;8.9;5.9;;7.2;4.8;;467.0;308.0;;
131;Totaal vakanties;Ondergrens 95%-interval;Limburg (PV);2023;1466.0;9.9;1715.0;1.1;8.9;5.8;;7.2;4.6;;482.0;311.0;;
132;Totaal vakanties;Ondergrens 95%-interval;Provincie onbekend (PV);2021;434.0;3.0;534.0;1.2;3.2;6.9;;2.7;5.6;;141.0;299.0;;
133;Totaal vakanties;Ondergrens 95%-interval;Provincie onbekend (PV);2022;68.0;0.5;74.0;1.0;0.4;4.6;;0.3;3.5;;17.0;221.0;;
134;Totaal vakanties;Ondergrens 95%-interval;Provincie onbekend (PV);2023;;;;;;;;;;;;;;
135;Totaal vakanties;Ondergrens 95%-interval;Kust (TG);2021;3013.0;20.8;4282.0;1.4;26.5;8.5;;22.1;7.1;;1417.0;455.0;;
136;Totaal vakanties;Ondergrens 95%-interval;Kust (TG);2022;2206.0;15.1;2941.0;1.3;18.2;8.0;;15.2;6.6;;889.0;388.0;;
137;Totaal vakanties;Ondergrens 95%-interval;Kust (TG);2023;2111.0;14.3;2742.0;1.3;17.1;7.7;;14.3;6.4;;856.0;385.0;;
138;Totaal vakanties;Ondergrens 95%-interval;Watersportgebieden (TG);2021;1662.0;11.5;2227.0;1.3;12.2;7.0;;9.9;5.7;;515.0;297.0;;
139;Totaal vakanties;Ondergrens 95%-interval;Watersportgebieden (TG);2022;1191.0;8.2;1485.0;1.2;7.5;6.0;;6.0;4.8;;327.0;261.0;;
140;Totaal vakanties;Ondergrens 95%-interval;Watersportgebieden (TG);2023;1242.0;8.4;1525.0;1.2;7.9;5.9;;6.3;4.7;;340.0;255.0;;
141;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2021;2314.0;16.0;3300.0;1.4;17.9;7.5;;14.6;6.0;;763.0;316.0;;
142;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2022;1963.0;13.4;2646.0;1.3;14.8;7.3;;12.1;5.9;;587.0;288.0;;
143;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Midden-Nederland (TG);2023;2131.0;14.4;2769.0;1.3;15.2;6.8;;12.3;5.5;;670.0;299.0;;
144;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2021;2031.0;14.0;2783.0;1.3;17.0;8.0;;14.1;6.7;;725.0;343.0;;
145;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2022;1928.0;13.2;2426.0;1.2;13.8;6.9;;11.3;5.6;;589.0;294.0;;
146;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Noordoost-Nederland (TG);2023;1770.0;12.0;2157.0;1.2;13.1;7.0;;10.9;5.8;;591.0;316.0;;
147;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2021;2956.0;20.4;4101.0;1.3;22.2;7.2;;18.0;5.9;;1053.0;344.0;;
148;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2022;2559.0;17.5;3330.0;1.3;16.7;6.3;;13.3;5.0;;791.0;298.0;;
149;Totaal vakanties;Ondergrens 95%-interval;Bos en Heide Zuid-Nederland (TG);2023;2670.0;18.1;3487.0;1.3;17.3;6.2;;13.8;4.9;;874.0;311.0;;
150;Totaal vakanties;Ondergrens 95%-interval;Overig Nederland (TG);2021;1916.0;13.2;2554.0;1.3;10.8;5.4;;8.2;4.1;;530.0;264.0;;
151;Totaal vakanties;Ondergrens 95%-interval;Overig Nederland (TG);2022;1668.0;11.4;2135.0;1.2;8.7;5.0;;6.5;3.7;;409.0;234.0;;
152;Totaal vakanties;Ondergrens 95%-interval;Overig Nederland (TG);2023;1671.0;11.3;2151.0;1.2;7.7;4.3;;5.5;3.0;;441.0;247.0;;
153;Totaal vakanties;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2021;434.0;3.0;534.0;1.2;3.2;6.9;;2.7;5.6;;141.0;299.0;;
154;Totaal vakanties;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2022;325.0;2.2;390.0;1.1;2.6;7.1;;2.1;6.0;;108.0;299.0;;
155;Totaal vakanties;Ondergrens 95%-interval;Toeristengebied (groep) onbekend (TG);2023;249.0;1.7;292.0;1.1;1.9;6.5;;1.6;5.3;;84.0;268.0;;
156;Totaal vakanties;Bovengrens 95%-interval;Nederland               ;2021;9164.0;62.8;22180.0;2.5;124.2;13.8;;102.2;11.4;;5874.0;653.0;;
157;Totaal vakanties;Bovengrens 95%-interval;Nederland               ;2022;7988.0;54.4;17038.0;2.2;93.1;11.9;;76.2;9.7;;4189.0;535.0;;
