ID;Landen;SITC;Perioden;TotaleInvoerwaarde_1;TotaleUitvoerwaarde_2
40;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 februari;297.0;237.0
41;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 maart;320.0;262.0
42;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 april;311.0;248.0
43;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 mei;337.0;280.0
44;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 juni;357.0;266.0
45;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 juli;327.0;260.0
46;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 augustus;296.0;252.0
47;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 september;325.0;242.0
48;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 oktober;381.0;283.0
49;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 november;349.0;278.0
50;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 december;302.0;222.0
51;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2018 ;3899.0;3073.0
52;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 januari;335.0;257.0
53;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 februari;335.0;243.0
54;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 maart;341.0;257.0
55;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 april;357.0;258.0
56;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 mei;368.0;279.0
57;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 juni;346.0;259.0
58;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 juli;356.0;256.0
59;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 augustus;299.0;249.0
60;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 september;335.0;272.0
61;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 oktober;386.0;284.0
62;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 november;345.0;264.0
63;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019 december;295.0;213.0
64;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2019;4097.0;3092.0
65;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 januari;341.0;265.0
66;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 februari;328.0;254.0
67;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 maart;347.0;263.0
68;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 april;310.0;209.0
69;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 mei;303.0;222.0
70;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 juni;340.0;249.0
71;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 juli;342.0;257.0
72;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 augustus;288.0;225.0
73;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 september;370.0;284.0
74;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 oktober;383.0;292.0
75;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 november;376.0;279.0
76;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020 december;320.0;242.0
77;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2020;4047.0;3043.0
78;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 januari;;
79;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 februari;;
80;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 maart;;
81;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 april;;
82;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 mei;;
83;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 juni;;
84;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 juli;;
85;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 augustus;;
86;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 september;;
87;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 oktober;;
88;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 november;;
89;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021 december;;
90;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2021;;
91;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 januari;392.0;351.0
92;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 februari;426.0;360.0
93;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 maart;525.0;423.0
94;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 april;467.0;367.0
95;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 mei;480.0;398.0
96;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 juni;482.0;398.0
97;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 juli;451.0;352.0
98;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 augustus;445.0;364.0
99;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 september;484.0;414.0
100;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 oktober;506.0;410.0
101;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 november;474.0;403.0
102;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022 december;435.0;345.0
103;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2022;5569.0;4586.0
104;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 januari;426.0;380.0
105;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 februari;433.0;371.0
106;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 maart;488.0;417.0
107;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 april;414.0;346.0
108;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 mei;463.0;381.0
109;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 juni;438.0;397.0
110;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 juli;422.0;354.0
111;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 augustus;362.0;335.0
112;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 september;424.0;368.0
113;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 oktober;432.0;371.0
114;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 november;416.0;380.0
115;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023 december;355.0;320.0
116;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2023;5072.0;4420.0
117;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 januari;374.0;356.0
118;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 februari;406.0;358.0
119;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 maart;438.0;380.0
120;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 april;419.0;375.0
121;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 mei;434.0;363.0
122;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 juni;425.0;359.0
123;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 juli;440.0;378.0
124;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 augustus;391.0;338.0
125;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 september;439.0;368.0
126;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 oktober;474.0;411.0
127;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 november;437.0;372.0
128;Totaal landen;66 Fabricaten van niet-metaalhoudende...;2024 januari-november;4677.0;4058.0
129;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 januari;36.0;13.0
130;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 februari;43.0;15.0
131;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 maart;46.0;19.0
132;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 april;49.0;18.0
133;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 mei;45.0;17.0
134;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 juni;53.0;19.0
135;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 juli;55.0;17.0
136;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 augustus;37.0;14.0
137;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 september;55.0;16.0
138;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 oktober;53.0;18.0
139;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 november;47.0;15.0
140;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 december;45.0;12.0
141;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2015 ;565.0;194.0
142;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 januari;38.0;14.0
143;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 februari;41.0;15.0
144;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 maart;55.0;18.0
145;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 april;48.0;17.0
146;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 mei;47.0;18.0
147;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 juni;53.0;19.0
148;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 juli;53.0;18.0
149;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 augustus;40.0;16.0
150;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 september;58.0;19.0
151;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 oktober;53.0;17.0
152;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 november;52.0;17.0
153;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016 december;41.0;13.0
154;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2016;577.0;201.0
155;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 januari;46.0;14.0
156;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 februari;47.0;18.0
157;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 maart;57.0;22.0
158;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 april;49.0;20.0
159;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 mei;57.0;22.0
160;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 juni;54.0;21.0
161;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 juli;54.0;19.0
162;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 augustus;44.0;19.0
163;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 september;57.0;22.0
164;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 oktober;60.0;21.0
165;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 november;64.0;20.0
166;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017 december;50.0;16.0
167;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2017;638.0;234.0
168;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 januari;45.0;17.0
169;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 februari;49.0;18.0
170;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 maart;57.0;22.0
171;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 april;53.0;20.0
172;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 mei;60.0;24.0
173;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 juni;72.0;25.0
174;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 juli;58.0;23.0
175;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 augustus;46.0;25.0
176;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 september;58.0;20.0
177;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 oktober;75.0;23.0
178;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 november;61.0;19.0
179;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 december;53.0;15.0
180;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2018 ;687.0;250.0
181;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 januari;55.0;17.0
182;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 februari;60.0;17.0
183;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 maart;62.0;20.0
184;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 april;72.0;21.0
185;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 mei;68.0;23.0
186;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 juni;59.0;20.0
187;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 juli;56.0;20.0
188;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 augustus;45.0;19.0
189;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 september;56.0;20.0
190;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 oktober;62.0;21.0
191;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 november;53.0;18.0
192;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019 december;43.0;12.0
193;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2019;692.0;229.0
194;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 januari;46.0;19.0
195;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 februari;48.0;17.0
196;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 maart;53.0;18.0
197;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 april;51.0;18.0
198;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 mei;49.0;18.0
199;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 juni;59.0;23.0
200;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 juli;60.0;19.0
201;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 augustus;47.0;18.0
202;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 september;62.0;23.0
203;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 oktober;62.0;20.0
204;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 november;62.0;20.0
205;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020 december;55.0;17.0
206;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2020;654.0;229.0
207;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 januari;;
208;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 februari;;
209;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 maart;;
210;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 april;;
211;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 mei;;
212;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 juni;;
213;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 juli;;
214;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 augustus;;
215;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 september;;
216;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 oktober;;
217;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 november;;
218;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021 december;;
219;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2021;;
220;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 januari;63.0;20.0
221;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 februari;76.0;25.0
222;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 maart;95.0;23.0
223;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 april;90.0;24.0
224;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 mei;90.0;22.0
225;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 juni;98.0;22.0
226;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 juli;86.0;19.0
227;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 augustus;70.0;18.0
228;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 september;87.0;20.0
229;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 oktober;88.0;19.0
230;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 november;88.0;18.0
231;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022 december;83.0;15.0
232;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2022;1014.0;246.0
233;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 januari;70.0;17.0
234;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 februari;81.0;18.0
235;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 maart;96.0;23.0
236;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 april;80.0;19.0
237;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 mei;81.0;21.0
238;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 juni;84.0;26.0
239;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 juli;77.0;20.0
240;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 augustus;54.0;17.0
241;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 september;78.0;19.0
242;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 oktober;72.0;21.0
243;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 november;74.0;19.0
244;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023 december;55.0;17.0
245;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2023;901.0;237.0
246;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 januari;58.0;18.0
247;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 februari;68.0;20.0
248;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 maart;72.0;23.0
249;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 april;75.0;26.0
250;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 mei;83.0;22.0
251;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 juni;82.0;25.0
252;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 juli;81.0;24.0
253;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 augustus;56.0;17.0
254;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 september;81.0;23.0
255;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 oktober;81.0;22.0
256;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 november;72.0;21.0
257;Totaal landen;661 Kalk, cement en vervaardigde bouw...;2024 januari-november;809.0;240.0
258;Totaal landen;66111 Ongebluste kalk;2015 januari;5.0;0.0
259;Totaal landen;66111 Ongebluste kalk;2015 februari;5.0;0.0
260;Totaal landen;66111 Ongebluste kalk;2015 maart;5.0;0.0
261;Totaal landen;66111 Ongebluste kalk;2015 april;6.0;0.0
262;Totaal landen;66111 Ongebluste kalk;2015 mei;5.0;0.0
263;Totaal landen;66111 Ongebluste kalk;2015 juni;5.0;0.0
264;Totaal landen;66111 Ongebluste kalk;2015 juli;10.0;0.0
265;Totaal landen;66111 Ongebluste kalk;2015 augustus;5.0;0.0
266;Totaal landen;66111 Ongebluste kalk;2015 september;5.0;0.0
267;Totaal landen;66111 Ongebluste kalk;2015 oktober;6.0;0.0
268;Totaal landen;66111 Ongebluste kalk;2015 november;6.0;0.0
269;Totaal landen;66111 Ongebluste kalk;2015 december;7.0;0.0
270;Totaal landen;66111 Ongebluste kalk;2015 ;71.0;1.0
271;Totaal landen;66111 Ongebluste kalk;2016 januari;5.0;0.0
272;Totaal landen;66111 Ongebluste kalk;2016 februari;4.0;0.0
273;Totaal landen;66111 Ongebluste kalk;2016 maart;9.0;0.0
274;Totaal landen;66111 Ongebluste kalk;2016 april;7.0;0.0
275;Totaal landen;66111 Ongebluste kalk;2016 mei;5.0;0.0
276;Totaal landen;66111 Ongebluste kalk;2016 juni;6.0;0.0
277;Totaal landen;66111 Ongebluste kalk;2016 juli;6.0;0.0
278;Totaal landen;66111 Ongebluste kalk;2016 augustus;6.0;0.0
279;Totaal landen;66111 Ongebluste kalk;2016 september;7.0;0.0
280;Totaal landen;66111 Ongebluste kalk;2016 oktober;6.0;0.0
281;Totaal landen;66111 Ongebluste kalk;2016 november;6.0;0.0
282;Totaal landen;66111 Ongebluste kalk;2016 december;6.0;0.0
283;Totaal landen;66111 Ongebluste kalk;2016;74.0;1.0
284;Totaal landen;66111 Ongebluste kalk;2017 januari;6.0;0.0
285;Totaal landen;66111 Ongebluste kalk;2017 februari;6.0;0.0
286;Totaal landen;66111 Ongebluste kalk;2017 maart;7.0;0.0
287;Totaal landen;66111 Ongebluste kalk;2017 april;6.0;0.0
288;Totaal landen;66111 Ongebluste kalk;2017 mei;6.0;0.0
289;Totaal landen;66111 Ongebluste kalk;2017 juni;6.0;0.0
290;Totaal landen;66111 Ongebluste kalk;2017 juli;6.0;0.0
291;Totaal landen;66111 Ongebluste kalk;2017 augustus;3.0;0.0
292;Totaal landen;66111 Ongebluste kalk;2017 september;8.0;0.0
293;Totaal landen;66111 Ongebluste kalk;2017 oktober;6.0;0.0
294;Totaal landen;66111 Ongebluste kalk;2017 november;6.0;0.0
295;Totaal landen;66111 Ongebluste kalk;2017 december;6.0;0.0
296;Totaal landen;66111 Ongebluste kalk;2017;74.0;0.0
297;Totaal landen;66111 Ongebluste kalk;2018 januari;5.0;0.0
298;Totaal landen;66111 Ongebluste kalk;2018 februari;6.0;0.0
299;Totaal landen;66111 Ongebluste kalk;2018 maart;7.0;0.0
300;Totaal landen;66111 Ongebluste kalk;2018 april;6.0;0.0
301;Totaal landen;66111 Ongebluste kalk;2018 mei;4.0;0.0
302;Totaal landen;66111 Ongebluste kalk;2018 juni;9.0;0.0
303;Totaal landen;66111 Ongebluste kalk;2018 juli;7.0;0.0
304;Totaal landen;66111 Ongebluste kalk;2018 augustus;7.0;0.0
305;Totaal landen;66111 Ongebluste kalk;2018 september;6.0;0.0
306;Totaal landen;66111 Ongebluste kalk;2018 oktober;6.0;0.0
307;Totaal landen;66111 Ongebluste kalk;2018 november;7.0;0.0
308;Totaal landen;66111 Ongebluste kalk;2018 december;6.0;0.0
309;Totaal landen;66111 Ongebluste kalk;2018 ;76.0;2.0
310;Totaal landen;66111 Ongebluste kalk;2019 januari;6.0;0.0
311;Totaal landen;66111 Ongebluste kalk;2019 februari;8.0;0.0
312;Totaal landen;66111 Ongebluste kalk;2019 maart;7.0;0.0
313;Totaal landen;66111 Ongebluste kalk;2019 april;6.0;0.0
314;Totaal landen;66111 Ongebluste kalk;2019 mei;6.0;0.0
315;Totaal landen;66111 Ongebluste kalk;2019 juni;7.0;0.0
316;Totaal landen;66111 Ongebluste kalk;2019 juli;6.0;0.0
317;Totaal landen;66111 Ongebluste kalk;2019 augustus;6.0;0.0
318;Totaal landen;66111 Ongebluste kalk;2019 september;5.0;0.0
319;Totaal landen;66111 Ongebluste kalk;2019 oktober;5.0;0.0
320;Totaal landen;66111 Ongebluste kalk;2019 november;5.0;0.0
321;Totaal landen;66111 Ongebluste kalk;2019 december;5.0;0.0
322;Totaal landen;66111 Ongebluste kalk;2019;71.0;2.0
323;Totaal landen;66111 Ongebluste kalk;2020 januari;5.0;0.0
324;Totaal landen;66111 Ongebluste kalk;2020 februari;6.0;0.0
325;Totaal landen;66111 Ongebluste kalk;2020 maart;5.0;0.0
326;Totaal landen;66111 Ongebluste kalk;2020 april;6.0;0.0
327;Totaal landen;66111 Ongebluste kalk;2020 mei;5.0;0.0
328;Totaal landen;66111 Ongebluste kalk;2020 juni;4.0;0.0
329;Totaal landen;66111 Ongebluste kalk;2020 juli;4.0;0.0
330;Totaal landen;66111 Ongebluste kalk;2020 augustus;5.0;0.0
331;Totaal landen;66111 Ongebluste kalk;2020 september;4.0;0.0
332;Totaal landen;66111 Ongebluste kalk;2020 oktober;3.0;0.0
333;Totaal landen;66111 Ongebluste kalk;2020 november;5.0;0.0
334;Totaal landen;66111 Ongebluste kalk;2020 december;8.0;0.0
