ID;Bestemmingen;Vakantiekenmerken;Marges;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
21;Buitenland;Seizoen: winter;Ondergrens 95%-interval;2021;2629.0;18.2;3125.0;1.2;27.9;10.3;;24.7;9.1;;2404.0;885.0;;
22;Buitenland;Seizoen: winter;Ondergrens 95%-interval;2022;4594.0;31.5;6891.0;1.5;60.7;12.9;;53.8;11.4;;5129.0;1088.0;;
23;Buitenland;Seizoen: winter;Ondergrens 95%-interval;2023;5062.0;34.5;7609.0;1.5;66.3;12.6;;58.5;11.2;;6162.0;1172.0;;
24;Buitenland;Seizoen: winter;Bovengrens 95%-interval;2021;2919.0;20.1;3526.0;1.2;32.8;11.6;;29.3;10.4;;2803.0;992.0;;
25;Buitenland;Seizoen: winter;Bovengrens 95%-interval;2022;4948.0;33.7;7565.0;1.6;67.6;14.0;;60.2;12.5;;5729.0;1188.0;;
26;Buitenland;Seizoen: winter;Bovengrens 95%-interval;2023;5640.0;37.7;8838.0;1.6;91.7;16.9;;83.0;15.3;;7200.0;1325.0;;
27;Buitenland;Accommodatie: hotel, pension, B&B;Waarde;2021;2886.0;19.9;3799.0;1.3;30.5;10.6;8.0;26.7;9.2;7.0;3640.0;1261.0;958.0;120.0
28;Buitenland;Accommodatie: hotel, pension, B&B;Waarde;2022;5286.0;36.1;8558.0;1.6;72.0;13.6;8.4;63.5;12.0;7.4;8139.0;1540.0;951.0;113.0
29;Buitenland;Accommodatie: hotel, pension, B&B;Waarde;2023;5844.0;39.4;9277.0;1.6;79.8;13.6;8.6;70.5;12.1;7.6;9262.0;1585.0;998.0;116.0
30;Buitenland;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2021;2737.0;18.9;3582.0;1.3;28.5;10.1;;24.9;8.8;;3388.0;1201.0;;
31;Buitenland;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2022;5100.0;35.0;8196.0;1.6;68.5;13.2;;60.3;11.6;;7721.0;1477.0;;
32;Buitenland;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2023;5545.0;37.8;8699.0;1.5;74.2;13.0;;65.4;11.4;;8630.0;1499.0;;
33;Buitenland;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2021;3035.0;20.9;4016.0;1.4;32.4;11.0;;28.4;9.6;;3893.0;1322.0;;
34;Buitenland;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2022;5472.0;37.2;8921.0;1.7;75.5;14.1;;66.7;12.5;;8558.0;1602.0;;
35;Buitenland;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2023;6142.0;41.0;9855.0;1.6;85.3;14.3;;75.6;12.7;;9895.0;1671.0;;
36;Buitenland;Accommodatie: vakantiehuis, stacaravan;Waarde;2021;1844.0;12.7;2339.0;1.3;29.6;16.0;12.6;27.2;14.8;11.6;1743.0;945.0;745.0;59.0
37;Buitenland;Accommodatie: vakantiehuis, stacaravan;Waarde;2022;3125.0;21.3;4076.0;1.3;48.5;15.5;11.9;44.4;14.2;10.9;2902.0;929.0;712.0;60.0
38;Buitenland;Accommodatie: vakantiehuis, stacaravan;Waarde;2023;3182.0;21.4;4331.0;1.4;49.0;15.4;11.3;44.6;14.0;10.3;3187.0;1001.0;736.0;65.0
39;Buitenland;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2021;1723.0;11.9;2149.0;1.2;27.0;15.1;;24.8;13.8;;1596.0;893.0;;
40;Buitenland;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2022;2977.0;20.4;3849.0;1.3;45.6;14.9;;41.7;13.6;;2719.0;885.0;;
41;Buitenland;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2023;2967.0;20.1;3986.0;1.3;45.0;14.5;;40.9;13.2;;2887.0;930.0;;
42;Buitenland;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2021;1965.0;13.5;2529.0;1.3;32.1;17.0;;29.6;15.7;;1891.0;998.0;;
43;Buitenland;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2022;3272.0;22.3;4303.0;1.3;51.5;16.2;;47.2;14.8;;3085.0;972.0;;
44;Buitenland;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2023;3397.0;22.8;4676.0;1.4;53.0;16.2;;48.4;14.8;;3486.0;1073.0;;
45;Buitenland;Accommodatie: appartement;Waarde;2021;1046.0;7.2;1154.0;1.1;12.8;12.2;11.1;11.6;11.1;10.1;1082.0;1035.0;938.0;85.0
46;Buitenland;Accommodatie: appartement;Waarde;2022;2210.0;15.1;2759.0;1.2;29.7;13.4;10.8;26.9;12.2;9.8;2247.0;1017.0;814.0;76.0
47;Buitenland;Accommodatie: appartement;Waarde;2023;2372.0;16.0;3051.0;1.3;33.3;14.1;10.9;30.3;12.8;9.9;2480.0;1046.0;813.0;74.0
48;Buitenland;Accommodatie: appartement;Ondergrens 95%-interval;2021;952.0;6.6;1047.0;1.1;11.4;11.3;;10.3;10.3;;973.0;971.0;;
49;Buitenland;Accommodatie: appartement;Ondergrens 95%-interval;2022;2080.0;14.3;2578.0;1.2;27.4;12.7;;24.7;11.4;;2087.0;965.0;;
50;Buitenland;Accommodatie: appartement;Ondergrens 95%-interval;2023;2178.0;14.8;2731.0;1.2;26.6;11.7;;23.8;10.5;;2225.0;968.0;;
51;Buitenland;Accommodatie: appartement;Bovengrens 95%-interval;2021;1139.0;7.9;1262.0;1.1;14.1;13.1;;12.9;11.9;;1192.0;1099.0;;
52;Buitenland;Accommodatie: appartement;Bovengrens 95%-interval;2022;2340.0;16.0;2941.0;1.3;32.0;14.2;;29.1;12.9;;2407.0;1069.0;;
53;Buitenland;Accommodatie: appartement;Bovengrens 95%-interval;2023;2566.0;17.3;3371.0;1.4;40.1;16.4;;36.8;15.1;;2736.0;1123.0;;
54;Buitenland;Accommodatie: kampeerverblijf;Waarde;2021;1177.0;8.1;1381.0;1.2;23.5;20.0;17.0;22.1;18.8;16.0;915.0;777.0;662.0;39.0
55;Buitenland;Accommodatie: kampeerverblijf;Waarde;2022;1574.0;10.8;1938.0;1.2;36.5;23.2;18.8;34.5;21.9;17.8;1631.0;1037.0;842.0;45.0
56;Buitenland;Accommodatie: kampeerverblijf;Waarde;2023;1565.0;10.5;1929.0;1.2;34.2;21.8;17.7;32.2;20.6;16.7;1659.0;1060.0;860.0;49.0
57;Buitenland;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2021;1085.0;7.5;1250.0;1.1;21.5;19.0;;20.2;17.8;;821.0;721.0;;
58;Buitenland;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2022;1475.0;10.1;1807.0;1.2;34.0;22.2;;32.1;21.0;;1485.0;962.0;;
59;Buitenland;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2023;1429.0;9.7;1744.0;1.2;31.1;20.6;;29.3;19.4;;1473.0;966.0;;
60;Buitenland;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2021;1269.0;8.8;1513.0;1.2;25.5;21.0;;24.0;19.8;;1008.0;833.0;;
61;Buitenland;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2022;1673.0;11.4;2070.0;1.3;39.0;24.2;;36.9;22.9;;1778.0;1111.0;;
62;Buitenland;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2023;1702.0;11.5;2114.0;1.3;37.2;23.1;;35.1;21.8;;1844.0;1153.0;;
63;Buitenland;Accommodatie: particulier (alle);Waarde;2021;1080.0;7.4;1362.0;1.3;17.9;16.6;13.2;16.6;15.3;12.2;855.0;791.0;628.0;48.0
64;Buitenland;Accommodatie: particulier (alle);Waarde;2022;1270.0;8.7;1585.0;1.2;17.9;14.1;11.3;16.3;12.8;10.3;996.0;784.0;628.0;56.0
65;Buitenland;Accommodatie: particulier (alle);Waarde;2023;1283.0;8.6;1595.0;1.2;18.4;14.3;11.5;16.8;13.1;10.5;936.0;730.0;587.0;51.0
66;Buitenland;Accommodatie: particulier (alle);Ondergrens 95%-interval;2021;975.0;6.8;1210.0;1.2;15.5;15.1;;14.2;13.9;;722.0;701.0;;
67;Buitenland;Accommodatie: particulier (alle);Ondergrens 95%-interval;2022;1159.0;8.0;1429.0;1.2;15.7;12.9;;14.2;11.7;;840.0;683.0;;
68;Buitenland;Accommodatie: particulier (alle);Ondergrens 95%-interval;2023;1100.0;7.5;1285.0;1.1;14.3;12.3;;12.9;11.1;;726.0;603.0;;
69;Buitenland;Accommodatie: particulier (alle);Bovengrens 95%-interval;2021;1185.0;8.2;1513.0;1.3;20.4;18.1;;18.9;16.8;;988.0;882.0;;
70;Buitenland;Accommodatie: particulier (alle);Bovengrens 95%-interval;2022;1382.0;9.4;1741.0;1.3;20.1;15.3;;18.4;14.0;;1151.0;885.0;;
71;Buitenland;Accommodatie: particulier (alle);Bovengrens 95%-interval;2023;1465.0;9.9;1905.0;1.4;22.5;16.4;;20.7;15.1;;1147.0;856.0;;
72;Buitenland;Accommodatie: overig, onbekend;Waarde;2021;188.0;1.3;210.0;1.1;2.7;14.5;13.0;2.5;13.4;12.0;243.0;1294.0;1157.0;89.0
73;Buitenland;Accommodatie: overig, onbekend;Waarde;2022;453.0;3.1;518.0;1.1;6.8;15.0;13.1;6.3;13.9;12.1;548.0;1209.0;1057.0;81.0
74;Buitenland;Accommodatie: overig, onbekend;Waarde;2023;616.0;4.2;674.0;1.1;11.1;18.0;16.4;10.4;16.9;15.4;973.0;1578.0;1443.0;88.0
75;Buitenland;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2021;146.0;1.0;160.0;1.0;1.9;11.4;;1.7;10.3;;155.0;917.0;;
76;Buitenland;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2022;392.0;2.7;442.0;1.1;5.5;12.9;;5.1;11.8;;446.0;1026.0;;
77;Buitenland;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2023;500.0;3.4;549.0;1.0;6.2;12.1;;5.6;11.0;;709.0;1291.0;;
78;Buitenland;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2021;230.0;1.6;261.0;1.2;3.6;17.6;;3.3;16.5;;332.0;1670.0;;
79;Buitenland;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2022;514.0;3.5;594.0;1.2;8.1;17.2;;7.5;16.0;;650.0;1392.0;;
80;Buitenland;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2023;733.0;5.0;798.0;1.1;15.9;23.9;;15.2;22.8;;1236.0;1865.0;;
81;Buitenland;Organisatie: eigen recreatieve accom.;Waarde;2021;203.0;1.4;533.0;2.6;7.8;38.5;14.6;7.3;35.8;13.6;252.0;1242.0;473.0;32.0
82;Buitenland;Organisatie: eigen recreatieve accom.;Waarde;2022;212.0;1.4;425.0;2.0;7.6;35.9;17.9;7.2;33.9;16.9;227.0;1069.0;532.0;30.0
83;Buitenland;Organisatie: eigen recreatieve accom.;Waarde;2023;219.0;1.5;479.0;2.2;7.9;36.2;16.5;7.4;34.0;15.5;245.0;1118.0;510.0;31.0
84;Buitenland;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2021;163.0;1.1;384.0;2.1;5.9;32.3;;5.5;29.9;;189.0;1024.0;;
85;Buitenland;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2022;174.0;1.2;340.0;1.7;6.1;31.4;;5.8;29.5;;181.0;934.0;;
86;Buitenland;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2023;157.0;1.1;338.0;1.7;5.9;27.8;;5.5;26.0;;179.0;913.0;;
87;Buitenland;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2021;243.0;1.7;681.0;3.2;9.7;44.6;;9.0;41.7;;314.0;1460.0;;
88;Buitenland;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2022;249.0;1.7;511.0;2.3;9.1;40.5;;8.6;38.3;;272.0;1205.0;;
89;Buitenland;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2023;281.0;2.0;620.0;2.7;9.9;44.6;;9.3;42.0;;310.0;1323.0;;
90;Buitenland;Organisatie: accommodatie en vervoer;Waarde;2021;2623.0;18.1;3365.0;1.3;33.2;12.6;9.9;29.8;11.4;8.9;4005.0;1527.0;1190.0;121.0
91;Buitenland;Organisatie: accommodatie en vervoer;Waarde;2022;5214.0;35.6;8236.0;1.6;84.1;16.1;10.2;75.9;14.6;9.2;9222.0;1769.0;1120.0;110.0
92;Buitenland;Organisatie: accommodatie en vervoer;Waarde;2023;5576.0;37.6;8761.0;1.6;91.7;16.4;10.5;82.9;14.9;9.5;10619.0;1904.0;1212.0;116.0
93;Buitenland;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2021;2476.0;17.1;3154.0;1.2;30.9;12.1;;27.7;10.8;;3725.0;1458.0;;
94;Buitenland;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2022;5021.0;34.5;7855.0;1.5;79.9;15.6;;72.0;14.0;;8755.0;1700.0;;
95;Buitenland;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2023;5285.0;36.0;8166.0;1.5;83.8;15.4;;75.5;13.9;;9861.0;1804.0;;
96;Buitenland;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2021;2771.0;19.0;3576.0;1.3;35.5;13.2;;31.9;11.9;;4285.0;1595.0;;
97;Buitenland;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2022;5408.0;36.8;8617.0;1.6;88.3;16.7;;79.8;15.1;;9689.0;1837.0;;
98;Buitenland;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2023;5867.0;39.2;9355.0;1.6;99.6;17.4;;90.4;15.8;;11377.0;2005.0;;
99;Buitenland;Organisatie: pakketreis;Waarde;2021;1028.0;7.1;1139.0;1.1;11.9;11.6;10.5;10.8;10.5;9.5;1628.0;1583.0;1429.0;137.0
100;Buitenland;Organisatie: pakketreis;Waarde;2022;2209.0;15.1;2696.0;1.2;29.2;13.2;10.8;26.5;12.0;9.8;3624.0;1640.0;1344.0;124.0
101;Buitenland;Organisatie: pakketreis;Waarde;2023;2508.0;16.9;3067.0;1.2;32.6;13.0;10.6;29.5;11.8;9.6;4210.0;1679.0;1372.0;129.0
102;Buitenland;Organisatie: pakketreis;Ondergrens 95%-interval;2021;937.0;6.5;1036.0;1.1;10.7;10.9;;9.7;9.8;;1459.0;1490.0;;
103;Buitenland;Organisatie: pakketreis;Ondergrens 95%-interval;2022;2088.0;14.3;2539.0;1.2;27.2;12.7;;24.7;11.5;;3378.0;1564.0;;
104;Buitenland;Organisatie: pakketreis;Ondergrens 95%-interval;2023;2323.0;15.7;2829.0;1.2;30.0;12.4;;27.1;11.2;;3840.0;1564.0;;
105;Buitenland;Organisatie: pakketreis;Bovengrens 95%-interval;2021;1120.0;7.7;1241.0;1.1;13.1;12.2;;11.9;11.1;;1796.0;1677.0;;
106;Buitenland;Organisatie: pakketreis;Bovengrens 95%-interval;2022;2330.0;15.9;2852.0;1.2;31.2;13.8;;28.4;12.6;;3870.0;1717.0;;
107;Buitenland;Organisatie: pakketreis;Bovengrens 95%-interval;2023;2692.0;18.1;3306.0;1.3;35.1;13.6;;31.9;12.4;;4579.0;1794.0;;
108;Buitenland;Organisatie: samengestelde reis;Waarde;2021;1761.0;12.1;2226.0;1.3;21.3;12.1;9.6;19.0;10.8;8.6;2378.0;1350.0;1068.0;112.0
109;Buitenland;Organisatie: samengestelde reis;Waarde;2022;3623.0;24.8;5540.0;1.5;54.9;15.2;9.9;49.4;13.6;8.9;5598.0;1545.0;1010.0;102.0
110;Buitenland;Organisatie: samengestelde reis;Waarde;2023;3777.0;25.5;5693.0;1.5;59.1;15.7;10.4;53.4;14.1;9.4;6409.0;1697.0;1126.0;108.0
111;Buitenland;Organisatie: samengestelde reis;Ondergrens 95%-interval;2021;1635.0;11.3;2048.0;1.2;19.4;11.4;;17.3;10.1;;2164.0;1272.0;;
112;Buitenland;Organisatie: samengestelde reis;Ondergrens 95%-interval;2022;3450.0;23.7;5207.0;1.5;51.4;14.5;;46.1;13.0;;5217.0;1463.0;;
113;Buitenland;Organisatie: samengestelde reis;Ondergrens 95%-interval;2023;3514.0;23.9;5180.0;1.4;51.8;14.2;;46.5;12.8;;5762.0;1572.0;;
114;Buitenland;Organisatie: samengestelde reis;Bovengrens 95%-interval;2021;1887.0;13.0;2405.0;1.3;23.2;12.8;;20.8;11.5;;2591.0;1428.0;;
115;Buitenland;Organisatie: samengestelde reis;Bovengrens 95%-interval;2022;3797.0;25.8;5874.0;1.6;58.4;15.8;;52.6;14.3;;5980.0;1627.0;;
116;Buitenland;Organisatie: samengestelde reis;Bovengrens 95%-interval;2023;4041.0;27.0;6207.0;1.6;66.5;17.1;;60.4;15.5;;7056.0;1822.0;;
117;Buitenland;Organisatie: alleen accommodatie;Waarde;2021;3533.0;24.3;4395.0;1.2;46.9;13.3;10.7;42.5;12.0;9.7;3097.0;876.0;705.0;66.0
118;Buitenland;Organisatie: alleen accommodatie;Waarde;2022;5513.0;37.7;8345.0;1.5;84.7;15.4;10.1;76.3;13.8;9.1;5456.0;990.0;654.0;64.0
119;Buitenland;Organisatie: alleen accommodatie;Waarde;2023;5888.0;39.7;9045.0;1.5;88.3;15.0;9.8;79.3;13.5;8.8;6063.0;1030.0;670.0;69.0
120;Buitenland;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2021;3377.0;23.3;4182.0;1.2;44.4;12.8;;40.2;11.6;;2921.0;843.0;;
121;Buitenland;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2022;5332.0;36.6;8033.0;1.5;81.2;14.9;;73.1;13.4;;5233.0;959.0;;
122;Buitenland;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2023;5603.0;38.1;8547.0;1.5;83.1;14.4;;74.5;12.9;;5709.0;985.0;;
123;Buitenland;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2021;3690.0;25.4;4608.0;1.3;49.4;13.7;;44.8;12.5;;3273.0;910.0;;
124;Buitenland;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2022;5694.0;38.8;8658.0;1.5;88.2;15.8;;79.6;14.3;;5680.0;1020.0;;
125;Buitenland;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2023;6172.0;41.3;9543.0;1.6;93.6;15.6;;84.1;14.1;;6417.0;1074.0;;
126;Buitenland;Organisatie: alleen vervoer;Waarde;2021;761.0;5.2;941.0;1.2;13.6;17.9;14.5;12.7;16.7;13.5;715.0;940.0;760.0;52.0
127;Buitenland;Organisatie: alleen vervoer;Waarde;2022;951.0;6.5;1149.0;1.2;14.7;15.5;12.8;13.5;14.2;11.8;815.0;857.0;709.0;55.0
128;Buitenland;Organisatie: alleen vervoer;Waarde;2023;1000.0;6.7;1338.0;1.3;18.3;18.3;13.7;16.9;16.9;12.7;873.0;873.0;653.0;48.0
129;Buitenland;Organisatie: alleen vervoer;Ondergrens 95%-interval;2021;670.0;4.7;812.0;1.2;11.4;16.0;;10.6;14.8;;585.0;815.0;;
130;Buitenland;Organisatie: alleen vervoer;Ondergrens 95%-interval;2022;851.0;5.9;1013.0;1.1;12.5;13.8;;11.5;12.6;;681.0;741.0;;
131;Buitenland;Organisatie: alleen vervoer;Ondergrens 95%-interval;2023;836.0;5.8;1023.0;1.2;10.9;12.3;;9.8;11.0;;713.0;762.0;;
132;Buitenland;Organisatie: alleen vervoer;Bovengrens 95%-interval;2021;852.0;5.9;1070.0;1.3;15.9;19.8;;14.8;18.5;;845.0;1064.0;;
133;Buitenland;Organisatie: alleen vervoer;Bovengrens 95%-interval;2022;1051.0;7.2;1285.0;1.3;16.9;17.1;;15.6;15.9;;949.0;972.0;;
134;Buitenland;Organisatie: alleen vervoer;Bovengrens 95%-interval;2023;1164.0;7.9;1652.0;1.5;25.7;24.3;;24.1;22.9;;1033.0;984.0;;
135;Buitenland;Organisatie: op de bonnefooi;Waarde;2021;850.0;5.9;1012.0;1.2;15.4;18.2;15.3;14.4;17.0;14.3;410.0;482.0;405.0;27.0
136;Buitenland;Organisatie: op de bonnefooi;Waarde;2022;1038.0;7.1;1279.0;1.2;20.3;19.6;15.9;19.0;18.4;14.9;743.0;716.0;581.0;37.0
137;Buitenland;Organisatie: op de bonnefooi;Waarde;2023;998.0;6.7;1235.0;1.2;19.5;19.5;15.8;18.2;18.3;14.8;697.0;698.0;564.0;36.0
138;Buitenland;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2021;770.0;5.3;908.0;1.1;13.7;16.8;;12.8;15.7;;361.0;441.0;;
139;Buitenland;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2022;955.0;6.5;1173.0;1.2;18.5;18.3;;17.3;17.1;;673.0;662.0;;
140;Buitenland;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2023;881.0;6.0;1074.0;1.2;16.7;17.5;;15.5;16.2;;609.0;627.0;;
141;Buitenland;Organisatie: op de bonnefooi;Bovengrens 95%-interval;2021;930.0;6.4;1116.0;1.2;17.2;19.5;;16.1;18.3;;459.0;524.0;;
142;Buitenland;Organisatie: op de bonnefooi;Bovengrens 95%-interval;2022;1120.0;7.7;1384.0;1.3;22.1;20.8;;20.8;19.6;;813.0;770.0;;
143;Buitenland;Organisatie: op de bonnefooi;Bovengrens 95%-interval;2023;1116.0;7.5;1396.0;1.3;22.3;21.6;;21.0;20.3;;786.0;770.0;;
144;Buitenland;Boeken accommodatie: geen boeking;Waarde;2021;1727.0;11.9;2486.0;1.4;36.9;21.3;14.8;34.4;19.9;13.8;1377.0;797.0;554.0;37.0
145;Buitenland;Boeken accommodatie: geen boeking;Waarde;2022;2078.0;14.2;2854.0;1.4;42.6;20.5;14.9;39.8;19.1;13.9;1784.0;859.0;625.0;42.0
146;Buitenland;Boeken accommodatie: geen boeking;Waarde;2023;1938.0;13.1;2881.0;1.5;42.8;22.1;14.9;39.9;20.6;13.9;1597.0;824.0;554.0;37.0
147;Buitenland;Boeken accommodatie: geen boeking;Ondergrens 95%-interval;2021;1605.0;11.1;2258.0;1.4;33.5;20.0;;31.1;18.6;;1224.0;730.0;;
148;Buitenland;Boeken accommodatie: geen boeking;Ondergrens 95%-interval;2022;1948.0;13.4;2654.0;1.3;39.4;19.4;;36.7;18.0;;1626.0;797.0;;
149;Buitenland;Boeken accommodatie: geen boeking;Ondergrens 95%-interval;2023;1743.0;11.9;2482.0;1.4;34.7;18.8;;32.1;17.4;;1419.0;759.0;;
150;Buitenland;Boeken accommodatie: geen boeking;Bovengrens 95%-interval;2021;1849.0;12.7;2713.0;1.5;40.3;22.7;;37.6;21.2;;1530.0;865.0;;
151;Buitenland;Boeken accommodatie: geen boeking;Bovengrens 95%-interval;2022;2207.0;15.1;3053.0;1.4;45.8;21.7;;42.8;20.3;;1942.0;920.0;;
152;Buitenland;Boeken accommodatie: geen boeking;Bovengrens 95%-interval;2023;2132.0;14.3;3281.0;1.6;50.9;25.4;;47.8;23.8;;1774.0;889.0;;
153;Buitenland;Boeken accommodatie: reisbureau;Waarde;2021;1153.0;7.9;1273.0;1.1;14.1;12.3;11.1;12.9;11.2;10.1;1686.0;1462.0;1324.0;119.0
154;Buitenland;Boeken accommodatie: reisbureau;Waarde;2022;2732.0;18.7;3446.0;1.3;38.7;14.2;11.2;35.2;12.9;10.2;4374.0;1601.0;1269.0;113.0
