ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
38;A-U Alle economische activiteiten;2005 3e kwartaal;75.7;79.2;75.2;78.2;8.7;9.4;27.0;27.1;20.5;21.3;60.9;58.6
39;A-U Alle economische activiteiten;2005 4e kwartaal;76.3;78.4;75.3;77.6;9.3;9.4;25.3;27.0;21.8;21.4;56.8;58.8
40;A-U Alle economische activiteiten;2006 1e kwartaal;74.5;78.6;72.5;77.9;8.9;9.4;24.1;27.0;21.5;21.3;56.3;58.6
41;A-U Alle economische activiteiten;2006 2e kwartaal;88.5;78.7;89.2;78.2;10.7;9.5;33.0;27.6;21.8;21.6;62.8;59.7
42;A-U Alle economische activiteiten;2006 3e kwartaal;75.4;79.1;75.4;78.4;8.7;9.5;27.7;27.5;20.8;21.5;62.1;59.4
43;A-U Alle economische activiteiten;2006 4e kwartaal;78.2;79.8;77.6;79.2;9.5;9.6;26.4;27.7;21.8;21.5;57.7;59.3
44;A-U Alle economische activiteiten;2007 1e kwartaal;76.3;79.9;74.7;79.5;9.2;9.6;25.2;27.8;21.7;21.6;57.1;59.3
45;A-U Alle economische activiteiten;2007 2e kwartaal;89.9;80.3;90.9;79.8;10.9;9.7;33.8;27.9;21.8;21.5;63.0;59.2
46;A-U Alle economische activiteiten;2007 3e kwartaal;76.3;80.7;76.5;80.3;8.9;9.8;28.4;28.3;21.0;21.6;62.8;59.8
47;A-U Alle economische activiteiten;2007 4e kwartaal;80.1;81.3;79.3;80.8;9.9;9.9;27.3;28.9;22.2;21.9;58.4;60.5
48;A-U Alle economische activiteiten;2008 1e kwartaal;78.9;82.2;77.2;81.5;9.6;10.1;26.6;29.1;21.9;21.9;58.5;60.4
49;A-U Alle economische activiteiten;2008 2e kwartaal;92.3;82.6;92.9;81.9;11.4;10.1;34.9;29.2;22.1;21.9;63.7;60.4
50;A-U Alle economische activiteiten;2008 3e kwartaal;78.7;83.6;78.6;83.1;9.3;10.2;29.1;29.6;21.2;21.8;62.7;60.4
51;A-U Alle economische activiteiten;2008 4e kwartaal;84.2;85.1;83.3;84.6;10.3;10.3;28.3;29.8;21.9;21.6;57.6;59.6
52;A-U Alle economische activiteiten;2009 1e kwartaal;83.6;87.1;81.9;86.4;9.8;10.3;27.4;29.8;21.0;21.1;56.6;58.5
53;A-U Alle economische activiteiten;2009 2e kwartaal;98.6;88.1;99.6;87.5;11.7;10.4;36.7;30.2;21.3;21.1;62.4;58.5
54;A-U Alle economische activiteiten;2009 3e kwartaal;82.4;88.0;82.2;87.5;9.5;10.4;29.7;30.6;20.7;21.2;61.3;59.1
55;A-U Alle economische activiteiten;2009 4e kwartaal;86.7;87.4;85.6;86.8;10.5;10.4;28.7;30.4;21.7;21.3;56.8;59.3
56;A-U Alle economische activiteiten;2010 1e kwartaal;82.7;86.4;81.5;86.2;9.9;10.4;28.1;30.6;21.4;21.5;58.4;60.1
57;A-U Alle economische activiteiten;2010 2e kwartaal;96.2;86.3;97.8;86.0;11.7;10.4;37.6;30.6;21.8;21.6;65.1;60.3
58;A-U Alle economische activiteiten;2010 3e kwartaal;81.2;86.8;80.9;86.3;9.5;10.4;29.3;30.4;21.1;21.6;61.4;59.6
59;A-U Alle economische activiteiten;2010 4e kwartaal;86.8;87.1;85.6;86.5;10.7;10.6;28.9;30.8;22.0;21.7;57.2;60.2
60;A-U Alle economische activiteiten;2011 1e kwartaal;83.0;86.6;81.5;86.4;10.1;10.6;28.3;31.1;21.8;21.9;58.9;61.0
61;A-U Alle economische activiteiten;2011 2e kwartaal;96.3;87.0;97.6;86.7;11.9;10.6;37.6;31.5;22.2;21.8;65.2;61.5
62;A-U Alle economische activiteiten;2011 3e kwartaal;82.3;87.7;81.7;87.1;9.7;10.7;29.9;31.1;21.2;21.8;61.9;60.4
63;A-U Alle economische activiteiten;2011 4e kwartaal;89.1;89.2;88.6;88.8;10.9;10.8;30.4;31.4;22.0;21.7;58.1;59.9
64;A-U Alle economische activiteiten;2012 1e kwartaal;85.6;89.3;83.7;88.8;10.3;10.8;28.5;31.6;21.5;21.6;57.7;60.3
65;A-U Alle economische activiteiten;2012 2e kwartaal;99.0;89.7;100.3;89.3;12.2;10.9;38.3;31.9;22.1;21.7;64.6;60.4
66;A-U Alle economische activiteiten;2012 3e kwartaal;84.8;90.5;84.5;89.8;10.0;10.9;31.3;32.2;21.1;21.6;62.7;60.7
67;A-U Alle economische activiteiten;2012 4e kwartaal;91.4;91.1;91.2;91.0;11.1;11.0;31.7;32.6;21.8;21.6;59.0;60.6
68;A-U Alle economische activiteiten;2013 1e kwartaal;88.5;91.9;86.6;91.0;10.6;11.1;30.1;32.6;21.5;21.7;59.0;60.7
69;A-U Alle economische activiteiten;2013 2e kwartaal;100.2;91.3;101.1;90.6;12.5;11.1;38.6;32.4;22.3;21.8;64.6;60.5
70;A-U Alle economische activiteiten;2013 3e kwartaal;85.7;91.2;85.6;91.1;10.2;11.2;31.6;32.8;21.4;22.0;62.6;61.0
71;A-U Alle economische activiteiten;2013 4e kwartaal;90.1;90.0;89.9;89.6;11.3;11.1;31.7;32.4;22.4;22.1;59.7;61.3
72;A-U Alle economische activiteiten;2014 1e kwartaal;87.8;90.9;86.2;90.3;10.7;11.3;30.2;32.7;21.9;22.2;59.3;61.3
73;A-U Alle economische activiteiten;2014 2e kwartaal;99.7;90.9;101.2;91.0;12.6;11.3;39.1;33.4;22.7;22.2;65.5;62.2
74;A-U Alle economische activiteiten;2014 3e kwartaal;85.7;91.5;85.2;90.7;10.4;11.4;31.6;32.7;21.8;22.2;62.9;61.1
75;A-U Alle economische activiteiten;2014 4e kwartaal;91.6;91.2;91.6;91.3;11.6;11.5;32.6;33.4;22.7;22.5;60.4;62.0
76;A-U Alle economische activiteiten;2015 1e kwartaal;86.3;89.5;85.0;89.1;10.7;11.3;30.4;32.9;22.3;22.5;60.6;62.4
77;A-U Alle economische activiteiten;2015 2e kwartaal;98.2;89.7;100.1;89.8;12.6;11.3;39.6;33.2;23.0;22.6;67.0;62.5
78;A-U Alle economische activiteiten;2015 3e kwartaal;84.3;89.7;84.9;90.1;10.4;11.3;32.1;33.1;22.1;22.6;64.1;62.3
79;A-U Alle economische activiteiten;2015 4e kwartaal;90.2;90.2;90.2;90.3;11.5;11.4;31.8;33.0;22.9;22.6;59.8;61.9
80;A-U Alle economische activiteiten;2016 1e kwartaal;87.2;90.7;86.5;91.1;10.9;11.5;31.1;33.4;22.5;22.7;60.8;62.1
81;A-U Alle economische activiteiten;2016 2e kwartaal;98.5;90.5;99.7;90.6;12.8;11.5;38.4;33.2;23.3;22.7;65.3;62.0
82;A-U Alle economische activiteiten;2016 3e kwartaal;85.3;90.6;85.8;90.8;10.6;11.5;32.8;33.8;22.3;22.8;64.8;63.0
83;A-U Alle economische activiteiten;2016 4e kwartaal;91.2;90.3;91.6;90.7;11.7;11.5;32.7;33.5;23.0;22.9;60.5;62.5
84;A-U Alle economische activiteiten;2017 1e kwartaal;86.8;90.2;85.4;90.3;11.0;11.5;30.4;33.5;22.7;22.9;60.3;62.7
85;A-U Alle economische activiteiten;2017 2e kwartaal;98.6;90.8;100.5;91.3;12.9;11.6;39.2;33.5;23.5;22.9;66.0;62.1
86;A-U Alle economische activiteiten;2017 3e kwartaal;85.7;90.9;86.5;91.3;10.7;11.6;33.1;33.6;22.3;22.9;64.8;62.4
87;A-U Alle economische activiteiten;2017 4e kwartaal;92.4;91.6;93.1;91.9;11.9;11.7;33.8;34.1;23.0;22.9;61.5;62.8
88;A-U Alle economische activiteiten;2018 1e kwartaal;89.2;92.3;88.2;92.6;11.3;11.8;31.5;34.2;22.6;22.9;60.6;62.6
89;A-U Alle economische activiteiten;2018 2e kwartaal;100.2;92.6;101.7;92.6;13.1;11.8;39.9;34.3;23.5;22.8;66.5;62.7
90;A-U Alle economische activiteiten;2018 3e kwartaal;88.7;94.0;89.6;94.6;11.0;11.9;34.0;34.6;22.2;22.7;64.3;62.0
91;A-U Alle economische activiteiten;2018 4e kwartaal;95.3;94.7;96.0;94.9;12.1;12.0;34.1;34.7;22.9;22.7;60.2;61.8
92;A-U Alle economische activiteiten;2019 1e kwartaal;92.2;95.1;91.6;95.6;11.6;12.1;32.7;35.0;22.5;22.8;60.5;62.0
93;A-U Alle economische activiteiten;2019 2e kwartaal;103.4;95.6;105.3;96.5;13.5;12.2;40.7;35.5;23.4;22.8;65.4;62.3
94;A-U Alle economische activiteiten;2019 3e kwartaal;90.6;96.2;90.8;96.2;11.3;12.3;34.4;35.5;22.4;22.8;64.1;62.4
95;A-U Alle economische activiteiten;2019 4e kwartaal;98.5;97.4;99.4;98.3;12.6;12.4;35.5;36.0;22.9;22.8;60.5;62.1
96;A-U Alle economische activiteiten;2020 1e kwartaal;96.3;99.2;95.8;100.0;11.9;12.5;35.2;38.1;22.2;22.5;62.3;64.5
97;A-U Alle economische activiteiten;2020 2e kwartaal;110.4;102.0;109.3;99.6;13.3;12.0;40.8;34.7;21.7;21.1;63.2;59.0
98;A-U Alle economische activiteiten;2020 3e kwartaal;94.2;100.2;95.5;100.7;11.4;12.4;37.3;37.3;21.7;22.2;66.2;62.7
99;A-U Alle economische activiteiten;2020 4e kwartaal;102.5;101.3;101.7;100.7;12.8;12.6;36.0;37.2;22.5;22.3;60.0;62.6
100;A-U Alle economische activiteiten;2021 1e kwartaal;97.7;100.6;97.0;100.9;12.1;12.6;34.0;36.7;22.2;22.5;59.4;61.6
101;A-U Alle economische activiteiten;2021 2e kwartaal;107.3;99.4;108.2;99.2;14.2;12.8;42.1;36.8;23.7;23.1;65.9;62.9
102;A-U Alle economische activiteiten;2021 3e kwartaal;93.8;99.4;94.6;99.7;11.9;12.9;38.4;38.6;22.7;23.2;68.8;65.5
103;A-U Alle economische activiteiten;2021 4e kwartaal;101.2;100.6;100.2;100.2;13.2;13.0;36.5;38.2;23.4;23.1;61.7;64.6
104;A-U Alle economische activiteiten;2022 1e kwartaal;99.9;102.3;99.1;102.8;12.6;13.2;35.7;38.8;22.7;23.1;61.1;64.0
105;A-U Alle economische activiteiten;2022 2e kwartaal;109.6;101.9;111.1;102.1;14.7;13.4;44.9;39.3;24.0;23.5;68.4;65.2
106;A-U Alle economische activiteiten;2022 3e kwartaal;99.4;105.2;99.7;105.0;12.6;13.7;39.0;39.4;22.8;23.3;66.3;63.5
107;A-U Alle economische activiteiten;2022 4e kwartaal;108.1;107.6;107.5;107.4;14.2;13.9;39.6;40.5;23.5;23.1;62.3;63.8
108;A-U Alle economische activiteiten;2023 1e kwartaal;107.2;109.2;105.9;109.3;13.5;14.0;37.6;41.2;22.5;23.0;60.1;63.7
109;A-U Alle economische activiteiten;2023 2e kwartaal;119.8;111.7;121.6;111.8;15.7;14.3;48.0;41.9;23.5;23.0;66.9;63.5
110;A-U Alle economische activiteiten;2023 3e kwartaal;107.8;114.3;108.2;114.2;13.4;14.5;41.9;42.1;22.3;22.8;65.7;62.4
111;A-U Alle economische activiteiten;2023 4e kwartaal;116.4;116.0;116.4;115.9;15.0;14.7;42.7;43.1;23.1;22.8;62.2;63.0
112;A-U Alle economische activiteiten;2024 1e kwartaal;116.3;118.6;114.8;118.3;14.4;15.0;40.5;43.8;22.1;22.6;59.7;62.6
113;A-U Alle economische activiteiten;2024 2e kwartaal;127.7;119.3;128.8;119.1;16.7;15.2;50.2;44.4;23.5;22.8;66.0;63.1
114;A-U Alle economische activiteiten;2024 3e kwartaal;113.6;120.3;113.4;119.9;14.3;15.4;44.2;45.0;22.5;23.0;66.0;63.6
115;A-U Alle economische activiteiten;2024 4e kwartaal;123.2;122.5;122.4;121.9;16.1;15.7;45.1;45.9;23.4;23.0;62.4;63.8
116;A Landbouw, bosbouw en visserij;1996 1e kwartaal;86.2;96.1;86.9;106.4;4.9;4.7;14.1;14.7;11.3;10.0;24.2;21.3
117;A Landbouw, bosbouw en visserij;1996 2e kwartaal;105.3;89.3;128.0;99.0;5.2;4.7;18.3;14.6;9.9;10.7;21.3;22.7
118;A Landbouw, bosbouw en visserij;1996 3e kwartaal;80.9;96.4;85.5;105.6;4.1;4.7;12.4;14.5;10.2;10.0;21.5;21.1
119;A Landbouw, bosbouw en visserij;1996 4e kwartaal;97.8;97.7;109.0;106.1;4.5;4.7;14.2;14.2;9.2;9.8;19.4;20.6
120;A Landbouw, bosbouw en visserij;1997 1e kwartaal;78.0;86.1;79.5;94.6;4.8;4.6;14.1;14.4;12.2;10.8;26.4;23.4
121;A Landbouw, bosbouw en visserij;1997 2e kwartaal;103.3;85.9;122.1;93.7;5.2;4.6;17.8;14.4;10.0;11.0;21.7;23.6
122;A Landbouw, bosbouw en visserij;1997 3e kwartaal;74.8;88.0;79.6;97.3;4.1;4.7;12.6;14.8;10.9;10.8;23.5;23.4
123;A Landbouw, bosbouw en visserij;1997 4e kwartaal;88.6;89.4;102.6;100.7;4.4;4.5;14.7;14.5;9.8;10.3;21.3;22.2
124;A Landbouw, bosbouw en visserij;1998 1e kwartaal;80.4;89.8;74.7;90.5;5.0;4.8;14.1;14.6;12.5;10.9;28.2;24.9
125;A Landbouw, bosbouw en visserij;1998 2e kwartaal;108.3;87.9;119.6;89.6;5.3;4.7;17.9;14.5;9.8;11.0;22.3;24.8
126;A Landbouw, bosbouw en visserij;1998 3e kwartaal;84.4;100.4;83.8;103.0;4.2;4.8;12.5;14.6;9.9;9.7;22.1;21.9
127;A Landbouw, bosbouw en visserij;1998 4e kwartaal;84.8;88.1;91.0;92.2;4.5;4.7;14.9;14.7;10.7;10.9;24.3;24.6
128;A Landbouw, bosbouw en visserij;1999 1e kwartaal;79.8;89.3;80.6;98.2;5.1;4.9;14.6;15.3;12.7;11.1;27.0;23.9
129;A Landbouw, bosbouw en visserij;1999 2e kwartaal;111.6;87.9;133.0;96.6;5.4;4.8;18.5;14.9;9.6;11.2;20.7;23.7
130;A Landbouw, bosbouw en visserij;1999 3e kwartaal;75.4;89.0;79.8;97.5;4.3;4.9;12.8;15.0;11.3;11.2;23.9;23.6
131;A Landbouw, bosbouw en visserij;1999 4e kwartaal;82.4;88.7;91.8;97.0;4.8;4.9;15.0;15.0;11.5;11.3;24.4;23.8
132;A Landbouw, bosbouw en visserij;2000 1e kwartaal;83.9;93.0;87.3;107.1;5.4;5.1;14.5;15.4;12.8;11.3;24.7;22.2
133;A Landbouw, bosbouw en visserij;2000 2e kwartaal;125.2;95.6;158.5;111.3;5.8;5.2;19.4;15.8;9.3;11.1;18.2;21.8
134;A Landbouw, bosbouw en visserij;2000 3e kwartaal;76.6;91.4;87.8;107.8;4.6;5.2;13.9;16.0;11.9;11.6;23.5;22.8
135;A Landbouw, bosbouw en visserij;2000 4e kwartaal;84.7;91.6;105.9;110.0;5.0;5.1;16.8;16.2;11.8;11.4;23.6;22.6
136;A Landbouw, bosbouw en visserij;2001 1e kwartaal;89.3;96.8;95.6;113.5;5.1;4.9;14.9;15.9;11.3;10.3;23.2;21.5
137;A Landbouw, bosbouw en visserij;2001 2e kwartaal;126.0;94.9;160.9;111.6;5.5;4.9;19.6;16.0;8.7;10.5;18.2;22.0
138;A Landbouw, bosbouw en visserij;2001 3e kwartaal;77.3;93.2;87.8;108.6;4.4;5.0;13.9;15.9;11.3;10.9;23.7;22.6
139;A Landbouw, bosbouw en visserij;2001 4e kwartaal;87.3;95.4;105.4;111.4;5.0;5.1;16.7;16.2;11.4;10.8;23.6;22.4
140;A Landbouw, bosbouw en visserij;2002 1e kwartaal;90.4;99.2;96.4;116.1;5.3;5.2;15.7;16.8;11.8;10.7;24.3;22.2
141;A Landbouw, bosbouw en visserij;2002 2e kwartaal;129.9;100.8;161.9;113.9;5.8;5.2;20.6;16.8;9.0;10.6;19.0;22.7
142;A Landbouw, bosbouw en visserij;2002 3e kwartaal;84.0;97.9;95.4;116.7;4.8;5.4;14.9;17.0;11.3;11.2;23.3;22.4
143;A Landbouw, bosbouw en visserij;2002 4e kwartaal;95.7;103.3;112.8;117.3;5.4;5.4;17.8;17.3;11.3;10.8;23.5;22.6
144;A Landbouw, bosbouw en visserij;2003 1e kwartaal;91.9;102.1;93.9;115.8;5.6;5.5;16.4;17.8;12.2;11.1;26.1;23.6
145;A Landbouw, bosbouw en visserij;2003 2e kwartaal;126.2;95.4;152.6;106.2;6.1;5.5;21.4;17.4;9.7;11.7;20.9;25.2
146;A Landbouw, bosbouw en visserij;2003 3e kwartaal;87.0;101.8;94.4;112.3;4.9;5.5;15.6;17.5;11.2;11.0;24.6;23.9
147;A Landbouw, bosbouw en visserij;2003 4e kwartaal;88.4;95.7;100.6;106.3;5.6;5.6;18.2;17.8;12.6;11.9;26.9;25.7
148;A Landbouw, bosbouw en visserij;2004 1e kwartaal;77.2;92.0;79.5;103.1;5.4;5.4;15.9;17.6;14.1;12.1;29.7;26.2
149;A Landbouw, bosbouw en visserij;2004 2e kwartaal;121.8;91.4;151.5;106.3;6.3;5.5;22.1;18.0;10.2;12.4;21.7;26.0
150;A Landbouw, bosbouw en visserij;2004 3e kwartaal;79.8;91.9;91.5;105.6;4.8;5.4;15.9;17.5;12.1;12.1;26.0;25.5
151;A Landbouw, bosbouw en visserij;2004 4e kwartaal;82.9;91.1;95.7;104.7;5.5;5.5;17.5;17.7;13.3;12.4;27.3;26.0
152;A Landbouw, bosbouw en visserij;2005 1e kwartaal;78.5;91.6;80.5;103.6;5.6;5.7;16.1;17.9;14.3;12.6;29.8;26.6
153;A Landbouw, bosbouw en visserij;2005 2e kwartaal;128.0;94.3;155.1;108.6;6.5;5.7;21.9;18.2;10.1;12.4;21.0;25.7
154;A Landbouw, bosbouw en visserij;2005 3e kwartaal;78.1;89.0;88.2;99.1;5.0;5.6;16.2;17.5;12.7;12.9;27.3;27.2
155;A Landbouw, bosbouw en visserij;2005 4e kwartaal;78.3;86.5;89.2;97.8;5.5;5.5;17.2;17.1;14.1;13.0;28.6;26.9
156;A Landbouw, bosbouw en visserij;2006 1e kwartaal;77.9;89.5;77.7;100.5;5.7;5.7;15.6;17.8;14.5;13.0;29.9;27.2
157;A Landbouw, bosbouw en visserij;2006 2e kwartaal;118.2;85.8;141.7;96.1;6.5;5.7;21.9;18.1;10.9;13.7;23.0;29.0
158;A Landbouw, bosbouw en visserij;2006 3e kwartaal;79.7;88.6;91.6;99.8;5.1;5.8;17.2;18.0;12.8;13.3;27.9;27.8
159;A Landbouw, bosbouw en visserij;2006 4e kwartaal;81.7;94.0;90.9;104.2;5.7;5.7;17.8;17.7;14.0;12.4;29.2;26.1
160;A Landbouw, bosbouw en visserij;2007 1e kwartaal;74.4;88.1;73.5;96.5;5.8;5.9;16.0;18.2;15.5;13.6;32.4;29.0
161;A Landbouw, bosbouw en visserij;2007 2e kwartaal;118.0;87.5;140.0;96.9;6.5;5.8;22.0;18.2;11.0;13.6;23.4;28.8
162;A Landbouw, bosbouw en visserij;2007 3e kwartaal;82.8;91.1;94.5;101.2;5.3;6.0;18.2;18.6;12.9;13.4;28.6;28.3
163;A Landbouw, bosbouw en visserij;2007 4e kwartaal;82.9;94.0;91.5;104.1;6.2;6.2;18.7;19.0;14.9;13.4;30.5;28.1
164;A Landbouw, bosbouw en visserij;2008 1e kwartaal;76.6;92.1;75.9;101.2;6.0;6.1;16.5;18.5;15.5;13.5;32.3;28.1
165;A Landbouw, bosbouw en visserij;2008 2e kwartaal;128.8;95.7;149.8;104.3;7.0;6.3;23.0;19.3;10.9;13.4;22.8;28.4
166;A Landbouw, bosbouw en visserij;2008 3e kwartaal;83.0;90.6;98.8;105.2;5.8;6.4;19.9;20.4;13.9;14.5;29.9;29.9
167;A Landbouw, bosbouw en visserij;2008 4e kwartaal;78.9;90.5;84.8;98.6;6.5;6.4;19.0;19.5;16.3;14.5;33.3;30.3
168;A Landbouw, bosbouw en visserij;2009 1e kwartaal;82.5;95.8;80.5;102.4;6.4;6.5;17.0;18.9;15.5;13.9;31.4;28.4
169;A Landbouw, bosbouw en visserij;2009 2e kwartaal;125.3;87.6;143.8;95.0;7.3;6.5;23.2;19.3;11.6;15.3;24.0;31.3
170;A Landbouw, bosbouw en visserij;2009 3e kwartaal;78.1;88.3;90.2;97.7;6.0;6.6;19.9;20.5;15.2;15.2;32.9;32.3
171;A Landbouw, bosbouw en visserij;2009 4e kwartaal;75.7;89.9;78.6;96.2;6.6;6.5;18.1;18.9;17.3;14.8;34.2;30.3
172;A Landbouw, bosbouw en visserij;2010 1e kwartaal;81.4;93.0;84.8;105.2;6.6;6.7;19.1;20.8;16.2;14.8;33.6;30.4
173;A Landbouw, bosbouw en visserij;2010 2e kwartaal;127.4;90.7;147.0;97.6;7.5;6.7;24.3;20.1;11.7;15.1;24.6;31.6
174;A Landbouw, bosbouw en visserij;2010 3e kwartaal;81.8;92.1;88.5;97.6;6.1;6.8;19.0;19.9;14.9;15.0;32.0;31.3
175;A Landbouw, bosbouw en visserij;2010 4e kwartaal;80.4;95.1;83.2;101.6;7.0;7.0;19.3;20.5;17.4;15.0;34.5;31.0
176;A Landbouw, bosbouw en visserij;2011 1e kwartaal;84.8;98.4;85.1;106.7;6.9;7.0;19.4;21.0;16.1;14.5;34.0;30.3
177;A Landbouw, bosbouw en visserij;2011 2e kwartaal;129.8;92.2;146.9;99.2;7.8;7.0;24.4;20.8;11.9;15.5;24.7;32.2
