ID;Populatie;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;GemiddeldGestandaardiseerdInkomen_3;MediaanGestandaardiseerdInkomen_4;GemiddeldBesteedbaarInkomen_5;MediaanBesteedbaarInkomen_6;GestandaardiseerdInkomen1e10Groep_7;GestandaardiseerdInkomen2e10Groep_8;GestandaardiseerdInkomen3e10Groep_9;GestandaardiseerdInkomen4e10Groep_10;GestandaardiseerdInkomen5e10Groep_11;GestandaardiseerdInkomen6e10Groep_12;GestandaardiseerdInkomen7e10Groep_13;GestandaardiseerdInkomen8e10Groep_14;GestandaardiseerdInkomen9e10Groep_15;GestandaardiseerdInkomen10e10Groep_16
25;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2011;274.6;100;22.1;20.2;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
26;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2012;277.3;100;22.2;20.4;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
27;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2013;279.6;100;22.3;20.5;30.9;26.6;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
28;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2014;280.1;100;23.3;21.1;32.2;27.3;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
29;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2015;282.9;100;23.3;21.3;32.2;27.3;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
30;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Friesland (PV);2011;279.8;100;23.7;21.5;34.0;30.1;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
31;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Friesland (PV);2012;281.1;100;23.8;21.8;34.1;30.3;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
32;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Friesland (PV);2013;282.5;100;24.1;22.0;34.4;30.4;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
33;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Friesland (PV);2014;283.3;100;25.2;22.6;36.0;30.9;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
34;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Friesland (PV);2015;284.6;100;25.1;23.0;35.7;31.2;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
35;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2011;208.8;100;24.8;22.5;35.8;32.0;7.0;10.0;11.0;12.0;11.0;11.0;11.0;10.0;9.0;8.0
36;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2012;209.9;100;25.0;22.7;36.0;32.1;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
37;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2013;210.7;100;25.1;23.0;36.1;32.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
38;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2014;210.6;100;26.3;23.7;37.9;32.9;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
39;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2015;211.5;100;26.3;24.0;37.7;33.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
40;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2011;474.6;100;24.3;22.2;35.6;31.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
41;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2012;477.9;100;24.5;22.4;35.8;31.7;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
42;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2013;481.0;100;24.7;22.6;36.0;31.8;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
43;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2014;480.0;100;26.0;23.3;38.0;32.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
44;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2015;483.4;100;25.8;23.6;37.6;32.9;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
45;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2011;157.4;100;25.2;23.0;37.4;33.6;8.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
46;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2012;159.9;100;25.1;23.1;37.0;33.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;8.0
47;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2013;161.4;100;25.4;23.3;37.5;33.4;9.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
48;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2014;162.2;100;26.5;24.0;39.2;34.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
49;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2015;163.9;100;26.6;24.4;39.2;34.7;8.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
50;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2011;850.9;100;25.4;22.9;37.0;32.5;9.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
51;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2012;859.1;100;25.6;23.1;37.1;32.5;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
52;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2013;867.6;100;25.7;23.3;37.2;32.5;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
53;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2014;871.5;100;27.1;24.0;39.3;33.2;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
54;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2015;880.2;100;26.7;24.3;38.5;33.4;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
55;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2011;542.1;100;27.3;24.3;39.3;33.4;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
56;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2012;546.9;100;27.5;24.5;39.5;33.5;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
57;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2013;551.9;100;27.7;24.7;39.7;33.6;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
58;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2014;555.6;100;29.3;25.5;42.1;34.4;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
59;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2015;562.2;100;29.1;25.9;41.6;34.8;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
60;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2011;1249.6;100;26.6;23.1;37.1;30.4;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
61;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2012;1261.3;100;26.8;23.3;37.3;30.5;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;10.0;12.0
62;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2013;1271.0;100;27.0;23.5;37.6;30.6;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
63;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2014;1280.8;100;28.6;24.3;39.9;31.5;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
64;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2015;1296.5;100;28.5;24.7;39.8;31.9;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
65;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2011;1583.6;100;25.9;22.9;36.7;30.6;11.0;11.0;10.0;9.0;9.0;9.0;10.0;10.0;10.0;11.0
66;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2012;1598.9;100;26.0;23.0;36.8;30.6;11.0;11.0;10.0;9.0;9.0;9.0;10.0;10.0;10.0;11.0
67;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2013;1609.0;100;26.1;23.1;37.0;30.6;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
68;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2014;1613.1;100;27.6;23.8;39.1;31.5;11.0;11.0;10.0;9.0;9.0;9.0;10.0;10.0;10.0;11.0
69;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2015;1630.1;100;27.3;24.2;38.6;31.8;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
70;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2011;167.2;100;25.6;23.2;36.6;32.2;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
71;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2012;168.4;100;25.8;23.5;36.6;32.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
72;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2013;169.4;100;26.1;23.6;37.0;32.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
73;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2014;169.6;100;27.3;24.3;38.8;33.0;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
74;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2015;170.1;100;27.2;24.7;38.5;33.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
75;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2011;1057.0;100;26.0;23.5;37.7;33.0;8.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
76;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2012;1066.9;100;26.2;23.7;37.9;33.0;8.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
77;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2013;1076.5;100;26.4;23.9;38.1;33.0;8.0;9.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0
78;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2014;1082.8;100;27.8;24.6;40.1;33.7;9.0;9.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0
79;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2015;1093.9;100;27.5;24.9;39.6;34.0;9.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
80;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Limburg (PV);2011;500.9;100;24.5;22.2;34.9;30.4;9.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;8.0
81;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Limburg (PV);2012;504.3;100;24.8;22.4;35.2;30.5;9.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;8.0
82;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Limburg (PV);2013;506.7;100;24.8;22.6;35.2;30.5;9.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;8.0
83;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Limburg (PV);2014;507.0;100;26.0;23.3;36.8;31.2;9.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;8.0
84;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Limburg (PV);2015;509.3;100;26.0;23.6;36.6;31.4;8.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;8.0
85;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Groningen (CR);2011;66.1;100;22.7;20.7;32.5;28.9;8.0;13.0;15.0;13.0;12.0;11.0;10.0;8.0;7.0;5.0
86;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Groningen (CR);2012;66.4;100;23.0;20.9;32.7;28.9;8.0;12.0;15.0;13.0;12.0;11.0;10.0;8.0;7.0;5.0
87;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Groningen (CR);2013;66.6;100;22.9;21.1;32.6;29.0;9.0;12.0;13.0;13.0;12.0;11.0;10.0;8.0;7.0;5.0
88;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Groningen (CR);2014;66.2;100;24.0;21.7;34.1;29.6;7.0;12.0;14.0;13.0;12.0;11.0;10.0;8.0;7.0;5.0
89;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Groningen (CR);2015;66.9;100;24.0;21.9;33.9;29.5;8.0;12.0;14.0;14.0;12.0;11.0;9.0;8.0;7.0;5.0
90;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Delfzijl en omgeving (CR);2011;21.6;100;23.4;21.3;33.2;29.7;8.0;11.0;14.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
91;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Delfzijl en omgeving (CR);2012;21.6;100;23.4;21.4;33.1;29.4;8.0;11.0;14.0;12.0;12.0;11.0;10.0;9.0;8.0;5.0
92;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Delfzijl en omgeving (CR);2013;21.6;100;23.7;21.7;33.5;29.4;9.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;7.0;6.0
93;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Delfzijl en omgeving (CR);2014;21.4;100;24.6;22.3;34.6;30.1;8.0;12.0;14.0;12.0;11.0;11.0;10.0;9.0;8.0;6.0
94;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Delfzijl en omgeving (CR);2015;21.4;100;24.7;22.5;34.7;30.1;8.0;12.0;13.0;12.0;11.0;11.0;10.0;8.0;7.0;6.0
95;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overig Groningen (CR);2011;186.9;100;21.7;19.8;29.8;25.1;21.0;11.0;10.0;10.0;9.0;9.0;8.0;8.0;7.0;7.0
96;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overig Groningen (CR);2012;189.3;100;21.8;20.0;29.8;25.2;21.0;11.0;10.0;10.0;9.0;9.0;8.0;8.0;7.0;7.0
97;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overig Groningen (CR);2013;191.4;100;22.0;20.1;30.0;25.3;21.0;11.0;10.0;9.0;9.0;9.0;8.0;8.0;7.0;7.0
98;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overig Groningen (CR);2014;192.5;100;22.9;20.6;31.3;25.9;21.0;11.0;10.0;9.0;9.0;9.0;8.0;8.0;7.0;7.0
99;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overig Groningen (CR);2015;194.6;100;23.0;20.8;31.3;26.1;21.0;11.0;10.0;9.0;9.0;9.0;8.0;8.0;7.0;7.0
100;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Friesland (CR);2011;142.6;100;23.1;21.2;32.9;29.2;11.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;7.0;6.0
101;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Friesland (CR);2012;143.5;100;23.1;21.4;32.8;29.2;11.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
102;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Friesland (CR);2013;144.3;100;23.4;21.6;33.2;29.3;11.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
103;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Friesland (CR);2014;145.0;100;24.4;22.1;34.6;29.8;11.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;7.0;6.0
104;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Friesland (CR);2015;145.6;100;24.4;22.4;34.5;30.1;11.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
105;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidwest-Friesland (CR);2011;57.2;100;24.8;22.2;35.9;31.6;7.0;10.0;12.0;12.0;12.0;11.0;11.0;10.0;8.0;7.0
106;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidwest-Friesland (CR);2012;57.3;100;25.0;22.5;36.2;32.0;7.0;10.0;12.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
107;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidwest-Friesland (CR);2013;57.6;100;25.1;22.7;36.3;31.9;7.0;10.0;12.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
108;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidwest-Friesland (CR);2014;57.9;100;26.5;23.4;38.3;32.6;7.0;10.0;12.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
109;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidwest-Friesland (CR);2015;58.1;100;26.1;23.8;37.5;33.0;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;7.0
110;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Friesland (CR);2011;79.9;100;24.0;21.7;34.6;30.8;8.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;7.0
111;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Friesland (CR);2012;80.3;100;24.2;22.1;34.9;30.9;8.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;7.0
112;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Friesland (CR);2013;80.5;100;24.6;22.3;35.4;31.0;7.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;7.0
113;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Friesland (CR);2014;80.5;100;25.7;22.9;36.9;31.7;7.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;7.0
114;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Friesland (CR);2015;80.9;100;25.6;23.3;36.6;32.0;7.0;11.0;12.0;12.0;12.0;11.0;11.0;9.0;8.0;7.0
115;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Drenthe (CR);2011;80.9;100;25.8;23.4;37.1;33.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
116;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Drenthe (CR);2012;81.4;100;26.1;23.7;37.4;33.6;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0
117;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Drenthe (CR);2013;81.8;100;26.2;23.9;37.6;33.5;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0
118;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Drenthe (CR);2014;81.6;100;27.5;24.8;39.5;34.5;6.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
119;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Drenthe (CR);2015;81.9;100;27.5;25.2;39.3;34.9;6.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0
120;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Drenthe (CR);2011;73.1;100;23.6;21.5;34.1;30.5;7.0;12.0;13.0;12.0;12.0;11.0;10.0;9.0;7.0;6.0
121;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Drenthe (CR);2012;73.3;100;23.8;21.7;34.4;30.7;7.0;11.0;13.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
122;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Drenthe (CR);2013;73.4;100;23.9;21.9;34.4;30.7;8.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
123;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuidoost-Drenthe (CR);2014;73.4;100;25.0;22.6;36.0;31.3;7.0;11.0;13.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
