ID;Geslacht;UitstromersHoMetEnZonderDiploma;BedrijfstakkenBranchesSBI2008;Studierichting;Peilmoment;Perioden;UitstromersHoMetWerk_1
40;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2014/'15;87980.0
41;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2015/'16;89080.0
42;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2016/'17;92320.0
43;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2017/'18;96050.0
44;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2018/'19;97580.0
45;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2019/'20;93930.0
46;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2020/'21;
47;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;2 jaar na verlaten onderwijs;2021/'22;
48;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2006/'07;68550.0
49;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2007/'08;68400.0
50;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2008/'09;66580.0
51;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2009/'10;69780.0
52;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2010/'11;75080.0
53;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2011/'12;82170.0
54;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2012/'13;75010.0
55;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2013/'14;81450.0
56;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2014/'15;86870.0
57;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2015/'16;87820.0
58;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2016/'17;90800.0
59;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2017/'18;95180.0
60;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2018/'19;95770.0
61;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2019/'20;
62;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2020/'21;
63;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;3 jaar na verlaten onderwijs;2021/'22;
64;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2006/'07;67100.0
65;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2007/'08;66580.0
66;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2008/'09;64940.0
67;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2009/'10;68390.0
68;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2010/'11;73870.0
69;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2011/'12;81100.0
70;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2012/'13;74420.0
71;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2013/'14;80540.0
72;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2014/'15;85750.0
73;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2015/'16;86620.0
74;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2016/'17;90040.0
75;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2017/'18;93510.0
76;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2018/'19;
77;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2019/'20;
78;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2020/'21;
79;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;4 jaar na verlaten onderwijs;2021/'22;
80;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2006/'07;65510.0
81;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2007/'08;64970.0
82;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2008/'09;63870.0
83;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2009/'10;67430.0
84;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2010/'11;73110.0
85;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2011/'12;80740.0
86;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2012/'13;73800.0
87;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2013/'14;79690.0
88;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2014/'15;84820.0
89;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2015/'16;86170.0
90;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2016/'17;88660.0
91;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2017/'18;
92;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2018/'19;
93;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2019/'20;
94;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2020/'21;
95;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;5 jaar na verlaten onderwijs;2021/'22;
96;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2006/'07;62780.0
97;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2007/'08;63110.0
98;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2008/'09;62160.0
99;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2009/'10;66020.0
100;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2010/'11;71760.0
101;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2011/'12;78860.0
102;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2012/'13;
103;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2013/'14;
104;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2014/'15;
105;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2015/'16;
106;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2016/'17;
107;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2017/'18;
108;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2018/'19;
109;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2019/'20;
110;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2020/'21;
111;Totaal;Totaal;A-U Alle economische activiteiten;Totaal;10 jaar na verlaten onderwijs;2021/'22;
112;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2006/'07;9690.0
113;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2007/'08;9700.0
114;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2008/'09;8680.0
115;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2009/'10;8970.0
116;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2010/'11;9430.0
117;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2011/'12;9300.0
118;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2012/'13;7900.0
119;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2013/'14;8310.0
120;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2014/'15;8770.0
121;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2015/'16;7890.0
122;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2016/'17;7940.0
123;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2017/'18;8410.0
124;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2018/'19;7850.0
125;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2019/'20;7270.0
126;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2020/'21;8020.0
127;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;Direct na verlaten onderwijs;2021/'22;7970.0
128;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2006/'07;8640.0
129;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2007/'08;8330.0
130;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2008/'09;7870.0
131;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2009/'10;7970.0
132;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2010/'11;8240.0
133;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2011/'12;8050.0
134;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2012/'13;7070.0
135;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2013/'14;7450.0
136;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2014/'15;7830.0
137;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2015/'16;6980.0
138;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2016/'17;7080.0
139;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2017/'18;7470.0
140;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2018/'19;7000.0
141;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2019/'20;6660.0
142;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2020/'21;7170.0
143;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;1 jaar na verlaten onderwijs;2021/'22;
144;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2006/'07;7950.0
145;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2007/'08;7820.0
146;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2008/'09;7340.0
147;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2009/'10;7380.0
148;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2010/'11;7650.0
149;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2011/'12;7610.0
150;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2012/'13;6620.0
151;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2013/'14;7090.0
152;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2014/'15;7450.0
153;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2015/'16;6680.0
154;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2016/'17;6690.0
155;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2017/'18;7060.0
156;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2018/'19;6600.0
157;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2019/'20;6290.0
158;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
159;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;2 jaar na verlaten onderwijs;2021/'22;
160;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2006/'07;7580.0
161;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2007/'08;7470.0
162;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2008/'09;6970.0
163;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2009/'10;6960.0
164;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2010/'11;7200.0
165;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2011/'12;7270.0
166;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2012/'13;6400.0
167;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2013/'14;6870.0
168;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2014/'15;7210.0
169;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2015/'16;6460.0
170;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2016/'17;6520.0
171;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2017/'18;6800.0
172;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2018/'19;6310.0
173;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
174;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
175;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
176;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2006/'07;7310.0
177;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2007/'08;7140.0
178;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2008/'09;6700.0
179;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2009/'10;6750.0
180;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2010/'11;7060.0
181;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2011/'12;7090.0
182;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2012/'13;6260.0
183;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2013/'14;6760.0
184;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2014/'15;7020.0
185;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2015/'16;6310.0
186;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2016/'17;6350.0
187;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2017/'18;6590.0
188;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
189;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
190;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
191;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
192;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2006/'07;7030.0
193;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2007/'08;6870.0
194;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2008/'09;6460.0
195;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2009/'10;6550.0
196;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2010/'11;6890.0
197;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2011/'12;7000.0
198;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2012/'13;6180.0
199;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2013/'14;6580.0
200;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2014/'15;6900.0
201;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2015/'16;6200.0
202;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2016/'17;6210.0
203;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
204;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
205;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
206;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
207;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
208;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2006/'07;6500.0
209;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2007/'08;6400.0
210;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2008/'09;6020.0
211;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2009/'10;6140.0
212;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2010/'11;6540.0
213;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2011/'12;6590.0
214;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
215;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
216;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
217;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
218;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
219;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
220;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
221;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
222;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
223;Totaal;Totaal;A-U Alle economische activiteiten;Onderwijs;10 jaar na verlaten onderwijs;2021/'22;
224;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2006/'07;1820.0
225;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2007/'08;1890.0
226;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2008/'09;1700.0
227;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2009/'10;1770.0
228;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2010/'11;1800.0
229;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2011/'12;2030.0
230;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2012/'13;1850.0
231;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2013/'14;2040.0
232;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2014/'15;2220.0
233;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2015/'16;2380.0
234;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2016/'17;2690.0
235;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2017/'18;3090.0
236;Totaal;Totaal;A-U Alle economische activiteiten;Landbouw en natuurlijke omgeving;Direct na verlaten onderwijs;2018/'19;3180.0
