ID;Geslacht;Leeftijd;TypeInstelling;Herkomstgroepering;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Westerse allochtoon;2009;4480;0.35;4770.0;0.39;1615.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2004;1880;0.17;2080.0;0.19;659.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2005;2145;0.19;2350.0;0.21;731.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2006;2445;0.21;2685.0;0.24;848.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2007;2885;0.24;;;
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2008;3170;0.26;3540.0;0.3;1139.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2009;3545;0.28;3955.0;0.32;1260.0
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2004;170;0.09;205.0;0.11;60.0
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2005;195;0.1;230.0;0.12;67.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2006;230;0.11;270.0;0.13;81.0
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2007;280;0.13;;;
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2008;300;0.14;355.0;0.17;111.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Marokko;2009;340;0.15;405.0;0.19;118.0
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2004;255;0.11;285.0;0.13;89.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2005;290;0.12;320.0;0.14;98.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2006;320;0.13;355.0;0.15;112.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2007;370;0.15;;;
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2008;425;0.17;480.0;0.19;153.0
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Turkije;2009;475;0.18;545.0;0.21;174.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2004;720;0.3;780.0;0.33;253.0
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2005;805;0.33;870.0;0.36;277.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2006;890;0.36;960.0;0.4;310.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2007;1050;0.42;;;
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2008;1145;0.45;1260.0;0.51;408.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Suriname;2009;1255;0.48;1350.0;0.53;444.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2004;360;0.4;385.0;0.46;127.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2005;410;0.46;430.0;0.5;139.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2006;470;0.53;505.0;0.59;160.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2007;545;0.59;;;
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2008;570;0.6;640.0;0.72;207.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederlandse Antillen en Aruba;2009;635;0.65;705.0;0.76;225.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2004;380;0.1;420.0;0.12;130.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2005;445;0.12;505.0;0.14;150.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2006;535;0.14;600.0;0.17;184.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2007;635;0.16;;;
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2008;730;0.17;805.0;0.21;260.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overig niet-westers;2009;835;0.19;950.0;0.23;299.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2004;15770;0.12;18425.0;0.14;5540.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2005;17070;0.13;19990.0;0.16;5985.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2006;18725;0.15;21545.0;0.17;6555.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2007;18845;0.15;;;
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2008;20025;0.15;23230.0;0.18;7035.0
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Totaal herkomstgroepering;2009;21690;0.17;25350.0;0.19;7593.0
