ID;FinancieringsregelingenZorg;Perioden;TotaalFinancieringsbronnen_1;Overheid_2;Totaal_3;VennootschappenWerkgevers_4;Huishoudens_5;Buitenland_6;SaldiFondsen_7;OverigeVerschillen_8
103;HF122: Verplichte premiegebonden verz.;2006;26865.0;2485.0;22640.0;8997.0;13642.0;-122.0;1207.0;655.0
104;HF122: Verplichte premiegebonden verz.;2007;27908.0;2390.0;24167.0;9262.0;14906.0;-168.0;1136.0;383.0
105;HF122: Verplichte premiegebonden verz.;2008;31467.0;3095.0;29260.0;11700.0;17560.0;-92.0;-211.0;-585.0
106;HF122: Verplichte premiegebonden verz.;2009;33248.0;3199.0;28853.0;11378.0;17475.0;-111.0;766.0;541.0
107;HF122: Verplichte premiegebonden verz.;2010;34633.0;3324.0;30247.0;11636.0;18611.0;-123.0;2274.0;-1088.0
108;HF122: Verplichte premiegebonden verz.;2011;35229.0;3578.0;33734.0;12986.0;20748.0;-178.0;66.0;-1970.0
109;HF122: Verplichte premiegebonden verz.;2012;35531.0;3594.0;35268.0;13938.0;21330.0;-182.0;-1159.0;-1990.0
110;HF122: Verplichte premiegebonden verz.;2013;37223.0;4667.0;36485.0;14781.0;21705.0;-179.0;-1930.0;-1820.0
111;HF122: Verplichte premiegebonden verz.;2014;37468.0;4635.0;34756.0;14634.0;20122.0;20.0;-333.0;-1609.0
112;HF122: Verplichte premiegebonden verz.;2015;40573.0;6245.0;34645.0;13884.0;20761.0;-115.0;239.0;-440.0
113;HF122: Verplichte premiegebonden verz.;2016;41705.0;5468.0;36703.0;13913.0;22790.0;-128.0;-1691.0;1354.0
114;HF2+HF3: Vrijwil. regelingen, eigen bet.;1998;11849.0;;11495.0;3200.0;8296.0;;;353.0
115;HF2+HF3: Vrijwil. regelingen, eigen bet.;1999;13038.0;;12556.0;3525.0;9032.0;;;482.0
116;HF2+HF3: Vrijwil. regelingen, eigen bet.;2000;13649.0;;13338.0;3845.0;9493.0;;;311.0
117;HF2+HF3: Vrijwil. regelingen, eigen bet.;2001;15114.0;;14682.0;4352.0;10330.0;;;432.0
118;HF2+HF3: Vrijwil. regelingen, eigen bet.;2002;16951.0;;16541.0;5221.0;11320.0;;;410.0
119;HF2+HF3: Vrijwil. regelingen, eigen bet.;2003;18396.0;;18018.0;5736.0;12282.0;;;378.0
120;HF2+HF3: Vrijwil. regelingen, eigen bet.;2004;19902.0;;19887.0;6048.0;13839.0;;;15.0
121;HF2+HF3: Vrijwil. regelingen, eigen bet.;2005;20872.0;;20888.0;5145.0;15743.0;;;-17.0
122;HF2+HF3: Vrijwil. regelingen, eigen bet.;2006;13278.0;;13176.0;1394.0;11782.0;;;102.0
123;HF2+HF3: Vrijwil. regelingen, eigen bet.;2007;14048.0;;13970.0;1507.0;12464.0;;;77.0
124;HF2+HF3: Vrijwil. regelingen, eigen bet.;2008;16145.0;;16409.0;1509.0;14900.0;;;-264.0
125;HF2+HF3: Vrijwil. regelingen, eigen bet.;2009;16577.0;;16737.0;1580.0;15157.0;;;-161.0
126;HF2+HF3: Vrijwil. regelingen, eigen bet.;2010;17156.0;;17395.0;1607.0;15788.0;;;-239.0
127;HF2+HF3: Vrijwil. regelingen, eigen bet.;2011;18095.0;;18262.0;1541.0;16720.0;;;-167.0
128;HF2+HF3: Vrijwil. regelingen, eigen bet.;2012;18614.0;;18831.0;1448.0;17383.0;;;-217.0
129;HF2+HF3: Vrijwil. regelingen, eigen bet.;2013;19033.0;;19196.0;1431.0;17765.0;;;-163.0
130;HF2+HF3: Vrijwil. regelingen, eigen bet.;2014;19298.0;;19298.0;1409.0;17889.0;;;0.0
131;HF2+HF3: Vrijwil. regelingen, eigen bet.;2015;19044.0;;19170.0;1391.0;17779.0;;;-126.0
132;HF2+HF3: Vrijwil. regelingen, eigen bet.;2016;19330.0;;19331.0;1420.0;17911.0;;;-1.0
133;HF211: Particuliere verzekeringen;1998;1968.0;;1891.0;726.0;1165.0;;;77.0
134;HF211: Particuliere verzekeringen;1999;2198.0;;2046.0;769.0;1276.0;;;152.0
135;HF211: Particuliere verzekeringen;2000;2211.0;;2300.0;880.0;1420.0;;;-89.0
136;HF211: Particuliere verzekeringen;2001;2551.0;;2529.0;932.0;1597.0;;;22.0
137;HF211: Particuliere verzekeringen;2002;2954.0;;2901.0;1077.0;1824.0;;;53.0
138;HF211: Particuliere verzekeringen;2003;3392.0;;3344.0;1286.0;2058.0;;;48.0
139;HF211: Particuliere verzekeringen;2004;3569.0;;3647.0;1388.0;2259.0;;;-78.0
140;HF211: Particuliere verzekeringen;2005;3410.0;;3611.0;1386.0;2225.0;;;-201.0
141;HF211: Particuliere verzekeringen;2006;;;;;;;;
142;HF211: Particuliere verzekeringen;2007;;;;;;;;
143;HF211: Particuliere verzekeringen;2008;;;;;;;;
144;HF211: Particuliere verzekeringen;2009;;;;;;;;
145;HF211: Particuliere verzekeringen;2010;;;;;;;;
146;HF211: Particuliere verzekeringen;2011;;;;;;;;
147;HF211: Particuliere verzekeringen;2012;;;;;;;;
148;HF211: Particuliere verzekeringen;2013;;;;;;;;
149;HF211: Particuliere verzekeringen;2014;;;;;;;;
150;HF211: Particuliere verzekeringen;2015;;;;;;;;
151;HF211: Particuliere verzekeringen;2016;;;;;;;;
152;HF212: Aanvullende verzekering;1998;3654.0;;3378.0;1227.0;2151.0;;;276.0
153;HF212: Aanvullende verzekering;1999;3963.0;;3633.0;1323.0;2310.0;;;330.0
154;HF212: Aanvullende verzekering;2000;4104.0;;3703.0;1324.0;2379.0;;;401.0
155;HF212: Aanvullende verzekering;2001;4563.0;;4153.0;1501.0;2652.0;;;410.0
156;HF212: Aanvullende verzekering;2002;5172.0;;4815.0;1733.0;3082.0;;;357.0
157;HF212: Aanvullende verzekering;2003;5547.0;;5217.0;1862.0;3355.0;;;330.0
158;HF212: Aanvullende verzekering;2004;6355.0;;6262.0;2031.0;4231.0;;;93.0
159;HF212: Aanvullende verzekering;2005;6874.0;;6690.0;2200.0;4490.0;;;184.0
160;HF212: Aanvullende verzekering;2006;3418.0;;3316.0;;3316.0;;;102.0
161;HF212: Aanvullende verzekering;2007;3667.0;;3590.0;;3590.0;;;77.0
162;HF212: Aanvullende verzekering;2008;3668.0;;3932.0;;3932.0;;;-264.0
163;HF212: Aanvullende verzekering;2009;3943.0;;4104.0;;4104.0;;;-161.0
164;HF212: Aanvullende verzekering;2010;3986.0;;4225.0;;4225.0;;;-239.0
165;HF212: Aanvullende verzekering;2011;4337.0;;4504.0;;4504.0;;;-167.0
166;HF212: Aanvullende verzekering;2012;4452.0;;4669.0;;4669.0;;;-217.0
167;HF212: Aanvullende verzekering;2013;4251.0;;4413.0;;4413.0;;;-163.0
168;HF212: Aanvullende verzekering;2014;4303.0;;4303.0;;4303.0;;;0.0
169;HF212: Aanvullende verzekering;2015;4224.0;;4350.0;;4350.0;;;-126.0
170;HF212: Aanvullende verzekering;2016;4466.0;;4467.0;;4467.0;;;-1.0
171;HF23: Regelingen door ondernemingen;1998;1247.0;;1247.0;1247.0;;;;
172;HF23: Regelingen door ondernemingen;1999;1432.0;;1432.0;1432.0;;;;
173;HF23: Regelingen door ondernemingen;2000;1641.0;;1641.0;1641.0;;;;
174;HF23: Regelingen door ondernemingen;2001;1919.0;;1919.0;1919.0;;;;
175;HF23: Regelingen door ondernemingen;2002;2411.0;;2411.0;2411.0;;;;
176;HF23: Regelingen door ondernemingen;2003;2588.0;;2588.0;2588.0;;;;
177;HF23: Regelingen door ondernemingen;2004;2629.0;;2629.0;2629.0;;;;
178;HF23: Regelingen door ondernemingen;2005;1560.0;;1560.0;1560.0;;;;
179;HF23: Regelingen door ondernemingen;2006;1394.0;;1394.0;1394.0;;;;
180;HF23: Regelingen door ondernemingen;2007;1507.0;;1507.0;1507.0;;;;
181;HF23: Regelingen door ondernemingen;2008;1509.0;;1509.0;1509.0;;;;
182;HF23: Regelingen door ondernemingen;2009;1580.0;;1580.0;1580.0;;;;
183;HF23: Regelingen door ondernemingen;2010;1607.0;;1607.0;1607.0;;;;
184;HF23: Regelingen door ondernemingen;2011;1541.0;;1541.0;1541.0;;;;
185;HF23: Regelingen door ondernemingen;2012;1448.0;;1448.0;1448.0;;;;
186;HF23: Regelingen door ondernemingen;2013;1431.0;;1431.0;1431.0;;;;
187;HF23: Regelingen door ondernemingen;2014;1409.0;;1409.0;1409.0;;;;
188;HF23: Regelingen door ondernemingen;2015;1391.0;;1391.0;1391.0;;;;
189;HF23: Regelingen door ondernemingen;2016;1420.0;;1420.0;1420.0;;;;
190;HF3: Eigen betalingen;1998;4979.0;;4979.0;;4979.0;;;
191;HF3: Eigen betalingen;1999;5445.0;;5445.0;;5445.0;;;
192;HF3: Eigen betalingen;2000;5694.0;;5694.0;;5694.0;;;
193;HF3: Eigen betalingen;2001;6081.0;;6081.0;;6081.0;;;
194;HF3: Eigen betalingen;2002;6414.0;;6414.0;;6414.0;;;
195;HF3: Eigen betalingen;2003;6869.0;;6869.0;;6869.0;;;
196;HF3: Eigen betalingen;2004;7349.0;;7349.0;;7349.0;;;
197;HF3: Eigen betalingen;2005;9027.0;;9027.0;;9027.0;;;
198;HF3: Eigen betalingen;2006;8466.0;;8466.0;;8466.0;;;
199;HF3: Eigen betalingen;2007;8874.0;;8874.0;;8874.0;;;
200;HF3: Eigen betalingen;2008;10968.0;;10968.0;;10968.0;;;
201;HF3: Eigen betalingen;2009;11053.0;;11053.0;;11053.0;;;
202;HF3: Eigen betalingen;2010;11563.0;;11563.0;;11563.0;;;
203;HF3: Eigen betalingen;2011;12216.0;;12216.0;;12216.0;;;
204;HF3: Eigen betalingen;2012;12714.0;;12714.0;;12714.0;;;
205;HF3: Eigen betalingen;2013;13352.0;;13352.0;;13352.0;;;
206;HF3: Eigen betalingen;2014;13586.0;;13586.0;;13586.0;;;
207;HF3: Eigen betalingen;2015;13429.0;;13429.0;;13429.0;;;
208;HF3: Eigen betalingen;2016;13444.0;;13444.0;;13444.0;;;
209;"Buitenland; uitvoer";1998;60.0;;;;;60.0;;
210;"Buitenland; uitvoer";1999;59.0;;;;;59.0;;
211;"Buitenland; uitvoer";2000;69.0;;;;;69.0;;
212;"Buitenland; uitvoer";2001;76.0;;;;;76.0;;
213;"Buitenland; uitvoer";2002;99.0;;;;;99.0;;
214;"Buitenland; uitvoer";2003;95.0;;;;;95.0;;
215;"Buitenland; uitvoer";2004;97.0;;;;;97.0;;
216;"Buitenland; uitvoer";2005;105.0;;;;;105.0;;
217;"Buitenland; uitvoer";2006;95.0;;;;;95.0;;
218;"Buitenland; uitvoer";2007;87.0;;;;;87.0;;
219;"Buitenland; uitvoer";2008;90.0;;;;;90.0;;
220;"Buitenland; uitvoer";2009;84.0;;;;;84.0;;
221;"Buitenland; uitvoer";2010;107.0;;;;;107.0;;
222;"Buitenland; uitvoer";2011;103.0;;;;;103.0;;
223;"Buitenland; uitvoer";2012;103.0;;;;;103.0;;
224;"Buitenland; uitvoer";2013;107.0;;;;;107.0;;
225;"Buitenland; uitvoer";2014;110.0;;;;;110.0;;
226;"Buitenland; uitvoer";2015;115.0;;;;;115.0;;
227;"Buitenland; uitvoer";2016;115.0;;;;;115.0;;
