ID;Geslacht;Leeftijd;Herkomstgroepering;DiagnoseIndelingISHMT;Cijfersoort;Perioden;TotaalOpnamen_1;TotaalOpnamenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemVerpleegduurPerKlinischeOpname_5
14;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;0;Aantallen;2009;3848546.0;2328.5;11051523.0;6686.6;5.8
15;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;0;Aantallen;2010;4050247.0;2437.7;10982216.0;6609.7;5.6
16;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;0;Aantallen;Totaal 1996-2000;11618864.0;1478.4;68033877.0;8656.5;8.9
17;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;0;Aantallen;Totaal 2001-2005;13963065.0;1723.6;58305211.0;7197.2;7.4
18;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;0;Aantallen;Totaal 2006-2010;18326746.0;2226.4;55894644.0;6790.3;6.0
19;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;1995;21682.0;14.0;220171.0;142.5;12.1
20;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;1996;22813.0;14.7;229563.0;147.8;12.0
21;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;1997;22577.0;14.5;226812.0;145.3;12.2
22;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;1998;22180.0;14.1;207750.0;132.2;11.3
23;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;1999;21901.0;13.9;195480.0;123.6;11.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2000;22394.0;14.1;187851.0;117.9;10.4
25;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2001;22048.0;13.7;189312.0;118.0;10.6
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2002;22914.0;14.2;187928.0;116.4;10.2
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2003;23925.0;14.8;179831.0;110.8;9.8
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2004;25454.0;15.6;187936.0;115.5;9.6
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2005;27103.0;16.6;188346.0;115.4;9.3
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2006;28935.0;17.7;197624.0;120.9;8.8
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2007;29264.0;17.9;195205.0;119.2;8.8
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2008;32049.0;19.5;209809.0;127.6;8.6
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2009;32520.0;19.7;216930.0;131.3;8.4
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;2010;35964.0;21.7;230940.0;139.0;8.3
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;Totaal 1996-2000;111864.0;14.2;1047457.0;133.3;11.4
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;Totaal 2001-2005;121444.0;15.0;933354.0;115.2;9.9
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;1;Aantallen;Totaal 2006-2010;158733.0;19.3;1050508.0;127.6;8.6
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;1995;;;;;
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;1996;;;;;
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;1997;;;;;
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;1998;;;;;
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;1999;;;;;
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2000;;;;;
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2001;;;;;
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2002;;;;;
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2003;;;;;
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2004;;;;;
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2005;;;;;
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2006;;;;;
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2007;;;;;
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2008;;;;;
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2009;;;;;
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;2010;;;;;
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;Totaal 1996-2000;20536.0;2.6;140472.0;17.9;6.9
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;Totaal 2001-2005;21958.0;2.7;127545.0;15.7;5.9
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;101;Aantallen;Totaal 2006-2010;31978.0;3.9;172382.0;20.9;5.5
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;1995;;;;;
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;1996;;;;;
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;1997;;;;;
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;1998;;;;;
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;1999;;;;;
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2000;;;;;
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2001;;;;;
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2002;;;;;
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2003;;;;;
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2004;;;;;
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2005;;;;;
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2006;;;;;
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2007;;;;;
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2008;;;;;
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2009;;;;;
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;2010;;;;;
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;Totaal 1996-2000;1610.0;0.2;11686.0;1.5;7.4
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;Totaal 2001-2005;1975.0;0.2;11287.0;1.4;6.0
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;102;Aantallen;Totaal 2006-2010;4215.0;0.5;20316.0;2.5;5.2
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;1995;;;;;
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;1996;;;;;
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;1997;;;;;
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;1998;;;;;
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;1999;;;;;
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2000;;;;;
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2001;;;;;
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2002;;;;;
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2003;;;;;
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2004;;;;;
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2005;;;;;
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2006;;;;;
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2007;;;;;
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2008;;;;;
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2009;;;;;
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;2010;;;;;
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;Totaal 1996-2000;3718.0;0.5;91594.0;11.7;26.7
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;Totaal 2001-2005;3066.0;0.4;52346.0;6.5;21.4
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;103;Aantallen;Totaal 2006-2010;2579.0;0.3;41932.0;5.1;20.0
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;1995;;;;;
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;1996;;;;;
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;1997;;;;;
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;1998;;;;;
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;1999;;;;;
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2000;;;;;
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2001;;;;;
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2002;;;;;
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2003;;;;;
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2004;;;;;
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2005;;;;;
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2006;;;;;
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2007;;;;;
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2008;;;;;
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2009;;;;;
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;2010;;;;;
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;Totaal 1996-2000;12314.0;1.6;205561.0;26.2;16.8
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;Totaal 2001-2005;14155.0;1.8;211014.0;26.1;15.2
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;104;Aantallen;Totaal 2006-2010;20349.0;2.5;272394.0;33.1;13.7
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;1995;;;;;
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;1996;;;;;
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;1997;;;;;
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;1998;;;;;
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;1999;;;;;
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2000;;;;;
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2001;;;;;
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2002;;;;;
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2003;;;;;
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2004;;;;;
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2005;;;;;
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2006;;;;;
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2007;;;;;
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2008;;;;;
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2009;;;;;
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;2010;;;;;
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;Totaal 1996-2000;3943.0;0.5;53678.0;6.8;17.9
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;Totaal 2001-2005;2446.0;0.3;32093.0;4.0;16.7
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;105;Aantallen;Totaal 2006-2010;3661.0;0.4;27399.0;3.3;12.9
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;1995;;;;;
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;1996;;;;;
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;1997;;;;;
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;1998;;;;;
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;1999;;;;;
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2000;;;;;
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2001;;;;;
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2002;;;;;
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2003;;;;;
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2004;;;;;
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2005;;;;;
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2006;;;;;
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2007;;;;;
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2008;;;;;
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2009;;;;;
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;2010;;;;;
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;Totaal 1996-2000;69744.0;8.9;544466.0;69.3;10.6
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;Totaal 2001-2005;77844.0;9.6;499069.0;61.6;9.5
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;106;Aantallen;Totaal 2006-2010;95952.0;11.7;516085.0;62.7;8.1
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;1995;195317.0;126.4;1757908.0;1137.3;11.9
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;1996;200772.0;129.3;1750001.0;1126.9;11.8
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;1997;196188.0;125.7;1635008.0;1047.3;11.6
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;1998;207068.0;131.8;1593211.0;1014.1;11.2
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;1999;213462.0;135.0;1522513.0;962.9;10.8
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2000;221376.0;139.0;1451210.0;911.1;10.4
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2001;234753.0;146.3;1437789.0;896.2;10.1
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2002;249916.0;154.8;1412271.0;874.6;9.8
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2003;264669.0;163.1;1388240.0;855.7;9.4
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2004;300757.0;184.8;1414749.0;869.1;8.9
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2005;321412.0;197.0;1379856.0;845.7;8.5
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2006;347987.0;212.9;1374883.0;841.2;8.1
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2007;362299.0;221.2;1355866.0;827.8;7.8
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2008;383372.0;233.1;1311842.0;797.6;7.5
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2009;403538.0;244.2;1310280.0;792.8;7.3
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;2010;437092.0;263.1;1285129.0;773.5;7.1
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;Totaal 1996-2000;1038866.0;132.2;7951944.0;1011.8;11.1
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;Totaal 2001-2005;1371507.0;169.3;7032904.0;868.1;9.3
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;2;Aantallen;Totaal 2006-2010;1934288.0;235.0;6638001.0;806.4;7.6
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;1995;;;;;
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;1996;;;;;
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;1997;;;;;
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;1998;;;;;
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;1999;;;;;
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2000;;;;;
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2001;;;;;
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2002;;;;;
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2003;;;;;
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2004;;;;;
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2005;;;;;
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2006;;;;;
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2007;;;;;
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2008;;;;;
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2009;;;;;
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;2010;;;;;
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;Totaal 1996-2000;74149.0;9.4;1032822.0;131.4;18.6
188;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;Totaal 2001-2005;97985.0;12.1;1045921.0;129.1;15.2
189;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;201;Aantallen;Totaal 2006-2010;143921.0;17.5;1056126.0;128.3;12.1
190;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;1995;;;;;
191;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;1996;;;;;
192;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;1997;;;;;
193;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;1998;;;;;
194;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;1999;;;;;
195;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2000;;;;;
196;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2001;;;;;
197;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2002;;;;;
198;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2003;;;;;
199;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2004;;;;;
200;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2005;;;;;
201;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2006;;;;;
202;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2007;;;;;
203;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2008;;;;;
204;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2009;;;;;
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;2010;;;;;
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;Totaal 1996-2000;98976.0;12.6;875545.0;111.4;11.4
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;Totaal 2001-2005;125843.0;15.5;764778.0;94.4;9.1
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;202;Aantallen;Totaal 2006-2010;168980.0;20.5;731222.0;88.8;7.0
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;1995;;;;;
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;1996;;;;;
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;1997;;;;;
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;1998;;;;;
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;1999;;;;;
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2000;;;;;
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2001;;;;;
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2002;;;;;
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2003;;;;;
218;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2004;;;;;
219;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2005;;;;;
220;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2006;;;;;
221;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2007;;;;;
222;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2008;;;;;
223;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2009;;;;;
224;Totaal mannen en vrouwen;Totaal alle leeftijden;Bevolking totaal;203;Aantallen;2010;;;;;
