ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;SoortHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
75;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, alleenstaand;2004/'05;26130.0;4280.0;21850.0;16.4
76;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, alleenstaand;2005/'06;31200.0;4460.0;26740.0;14.3
77;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, alleenstaand;2006/'07;33210.0;4540.0;28670.0;13.7
78;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, alleenstaand;2007/'08;31410.0;4220.0;27190.0;13.4
79;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, alleenstaand;2008/'09;26820.0;3170.0;23650.0;11.8
80;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, overig;2004/'05;8900.0;1450.0;7450.0;16.3
81;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, overig;2005/'06;10730.0;1480.0;9250.0;13.8
82;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, overig;2006/'07;10910.0;1390.0;9530.0;12.7
83;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, overig;2007/'08;11150.0;1400.0;9760.0;12.5
84;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Eigen huishouden, overig;2008/'09;11490.0;1300.0;10190.0;11.3
85;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal overige huishoudens;2004/'05;20990.0;3020.0;17980.0;14.4
86;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal overige huishoudens;2005/'06;23850.0;3120.0;20730.0;13.1
87;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal overige huishoudens;2006/'07;31640.0;3490.0;28150.0;11.0
88;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal overige huishoudens;2007/'08;20650.0;2410.0;18240.0;11.7
89;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal overige huishoudens;2008/'09;24350.0;2370.0;21980.0;9.7
90;Totaal mannen en vrouwen;0;0;22 jaar of jonger;IIT-bewoner;2004/'05;3740.0;760.0;2980.0;20.3
91;Totaal mannen en vrouwen;0;0;22 jaar of jonger;IIT-bewoner;2005/'06;4110.0;770.0;3340.0;18.8
92;Totaal mannen en vrouwen;0;0;22 jaar of jonger;IIT-bewoner;2006/'07;4240.0;830.0;3410.0;19.5
93;Totaal mannen en vrouwen;0;0;22 jaar of jonger;IIT-bewoner;2007/'08;4330.0;890.0;3440.0;20.6
94;Totaal mannen en vrouwen;0;0;22 jaar of jonger;IIT-bewoner;2008/'09;4470.0;860.0;3610.0;19.2
95;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Overig en onbekend;2004/'05;17250.0;2260.0;15000.0;13.1
96;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Overig en onbekend;2005/'06;19740.0;2350.0;17390.0;11.9
97;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Overig en onbekend;2006/'07;27410.0;2660.0;24740.0;9.7
98;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Overig en onbekend;2007/'08;16320.0;1520.0;14800.0;9.3
99;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Overig en onbekend;2008/'09;19890.0;1520.0;18370.0;7.6
100;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal soort huishouden;2004/'05;852410.0;19490.0;832920.0;2.3
101;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal soort huishouden;2005/'06;895660.0;18780.0;876880.0;2.1
102;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal soort huishouden;2006/'07;899580.0;17150.0;882430.0;1.9
103;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal soort huishouden;2007/'08;892610.0;13310.0;879300.0;1.5
104;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal soort huishouden;2008/'09;883120.0;11010.0;872110.0;1.2
105;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal thuiswonend;2004/'05;840330.0;18300.0;822030.0;2.2
106;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal thuiswonend;2005/'06;883050.0;17580.0;865470.0;2.0
107;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal thuiswonend;2006/'07;882660.0;15860.0;866800.0;1.8
108;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal thuiswonend;2007/'08;880540.0;12430.0;868110.0;1.4
109;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal thuiswonend;2008/'09;870940.0;10320.0;860610.0;1.2
110;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 2 ouders/verzorgers;2004/'05;710980.0;12810.0;698160.0;1.8
111;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 2 ouders/verzorgers;2005/'06;743370.0;12170.0;731200.0;1.6
112;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 2 ouders/verzorgers;2006/'07;743070.0;10930.0;732140.0;1.5
113;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 2 ouders/verzorgers;2007/'08;739160.0;8390.0;730770.0;1.1
114;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 2 ouders/verzorgers;2008/'09;733390.0;7160.0;726230.0;1.0
115;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 1 ouder/verzorger;2004/'05;129360.0;5490.0;123870.0;4.2
116;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 1 ouder/verzorger;2005/'06;139680.0;5400.0;134270.0;3.9
117;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 1 ouder/verzorger;2006/'07;139580.0;4930.0;134660.0;3.5
118;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 1 ouder/verzorger;2007/'08;141380.0;4050.0;137340.0;2.9
119;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Thuiswonend, 1 ouder/verzorger;2008/'09;137540.0;3160.0;134380.0;2.3
120;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal eigen huishouden;2004/'05;2780.0;380.0;2400.0;13.6
121;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal eigen huishouden;2005/'06;2660.0;350.0;2310.0;13.3
122;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal eigen huishouden;2006/'07;3010.0;380.0;2630.0;12.7
123;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal eigen huishouden;2007/'08;2830.0;270.0;2550.0;9.7
124;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal eigen huishouden;2008/'09;860.0;110.0;750.0;12.8
125;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, alleenstaand;2004/'05;2340.0;310.0;2030.0;13.3
126;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, alleenstaand;2005/'06;2210.0;290.0;1920.0;13.3
127;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, alleenstaand;2006/'07;2550.0;320.0;2230.0;12.7
128;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, alleenstaand;2007/'08;2400.0;240.0;2160.0;10.0
129;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, alleenstaand;2008/'09;690.0;90.0;600.0;13.5
130;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, overig;2004/'05;440.0;70.0;370.0;15.4
131;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, overig;2005/'06;450.0;60.0;390.0;13.3
132;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, overig;2006/'07;460.0;60.0;400.0;12.7
133;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, overig;2007/'08;430.0;40.0;400.0;8.1
134;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Eigen huishouden, overig;2008/'09;170.0;20.0;150.0;10.1
135;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal overige huishoudens;2004/'05;9300.0;810.0;8490.0;8.7
136;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal overige huishoudens;2005/'06;9950.0;850.0;9100.0;8.5
137;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal overige huishoudens;2006/'07;13920.0;910.0;13010.0;6.5
138;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal overige huishoudens;2007/'08;9240.0;600.0;8640.0;6.5
139;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal overige huishoudens;2008/'09;11320.0;580.0;10740.0;5.1
140;Totaal mannen en vrouwen;0;0;17 jaar of jonger;IIT-bewoner;2004/'05;2150.0;320.0;1830.0;14.9
141;Totaal mannen en vrouwen;0;0;17 jaar of jonger;IIT-bewoner;2005/'06;2300.0;340.0;1960.0;14.6
142;Totaal mannen en vrouwen;0;0;17 jaar of jonger;IIT-bewoner;2006/'07;2290.0;340.0;1960.0;14.7
143;Totaal mannen en vrouwen;0;0;17 jaar of jonger;IIT-bewoner;2007/'08;2120.0;270.0;1850.0;12.8
144;Totaal mannen en vrouwen;0;0;17 jaar of jonger;IIT-bewoner;2008/'09;2180.0;240.0;1940.0;11.1
145;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Overig en onbekend;2004/'05;7150.0;490.0;6660.0;6.9
146;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Overig en onbekend;2005/'06;7650.0;510.0;7140.0;6.7
147;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Overig en onbekend;2006/'07;11620.0;570.0;11050.0;4.9
148;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Overig en onbekend;2007/'08;7130.0;330.0;6790.0;4.7
149;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Overig en onbekend;2008/'09;9140.0;340.0;8810.0;3.7
150;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal soort huishouden;2004/'05;359550.0;35570.0;323980.0;9.9
151;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal soort huishouden;2005/'06;403920.0;34810.0;369110.0;8.6
152;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal soort huishouden;2006/'07;413540.0;34830.0;378710.0;8.4
153;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal soort huishouden;2007/'08;422490.0;35140.0;387350.0;8.3
154;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal soort huishouden;2008/'09;426940.0;32330.0;394620.0;7.6
155;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal thuiswonend;2004/'05;315610.0;28010.0;287600.0;8.9
156;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal thuiswonend;2005/'06;350750.0;26950.0;323800.0;7.7
157;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal thuiswonend;2006/'07;354700.0;26700.0;328000.0;7.5
158;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal thuiswonend;2007/'08;371350.0;27990.0;343360.0;7.5
159;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal thuiswonend;2008/'09;376460.0;26170.0;350290.0;7.0
160;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 2 ouders/verzorgers;2004/'05;262570.0;20810.0;241760.0;7.9
161;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 2 ouders/verzorgers;2005/'06;288430.0;19210.0;269210.0;6.7
162;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 2 ouders/verzorgers;2006/'07;290550.0;18650.0;271910.0;6.4
163;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 2 ouders/verzorgers;2007/'08;301840.0;19280.0;282560.0;6.4
164;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 2 ouders/verzorgers;2008/'09;306000.0;18140.0;287860.0;5.9
165;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 1 ouder/verzorger;2004/'05;53030.0;7200.0;45840.0;13.6
166;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 1 ouder/verzorger;2005/'06;62320.0;7740.0;54580.0;12.4
167;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 1 ouder/verzorger;2006/'07;64150.0;8060.0;56090.0;12.6
168;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 1 ouder/verzorger;2007/'08;69510.0;8710.0;60800.0;12.5
169;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Thuiswonend, 1 ouder/verzorger;2008/'09;70460.0;8030.0;62430.0;11.4
170;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal eigen huishouden;2004/'05;32250.0;5350.0;26900.0;16.6
171;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal eigen huishouden;2005/'06;39270.0;5590.0;33680.0;14.2
172;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal eigen huishouden;2006/'07;41110.0;5550.0;35570.0;13.5
173;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal eigen huishouden;2007/'08;39730.0;5340.0;34390.0;13.4
174;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal eigen huishouden;2008/'09;37450.0;4360.0;33090.0;11.6
175;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, alleenstaand;2004/'05;23790.0;3970.0;19820.0;16.7
176;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, alleenstaand;2005/'06;28990.0;4170.0;24820.0;14.4
177;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, alleenstaand;2006/'07;30660.0;4220.0;26440.0;13.8
178;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, alleenstaand;2007/'08;29010.0;3980.0;25030.0;13.7
179;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, alleenstaand;2008/'09;26130.0;3080.0;23050.0;11.8
180;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, overig;2004/'05;8460.0;1380.0;7080.0;16.3
181;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, overig;2005/'06;10280.0;1420.0;8860.0;13.8
182;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, overig;2006/'07;10450.0;1330.0;9130.0;12.7
183;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, overig;2007/'08;10720.0;1360.0;9360.0;12.7
184;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Eigen huishouden, overig;2008/'09;11320.0;1280.0;10040.0;11.3
185;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal overige huishoudens;2004/'05;11690.0;2200.0;9490.0;18.8
186;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal overige huishoudens;2005/'06;13900.0;2270.0;11630.0;16.4
187;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal overige huishoudens;2006/'07;17730.0;2580.0;15140.0;14.6
188;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal overige huishoudens;2007/'08;11400.0;1810.0;9600.0;15.9
189;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal overige huishoudens;2008/'09;13030.0;1790.0;11240.0;13.8
190;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;IIT-bewoner;2004/'05;1590.0;440.0;1150.0;27.7
191;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;IIT-bewoner;2005/'06;1810.0;440.0;1380.0;24.1
192;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;IIT-bewoner;2006/'07;1940.0;490.0;1450.0;25.2
193;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;IIT-bewoner;2007/'08;2210.0;620.0;1590.0;28.0
194;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;IIT-bewoner;2008/'09;2290.0;620.0;1670.0;26.9
195;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Overig en onbekend;2004/'05;10100.0;1760.0;8340.0;17.5
196;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Overig en onbekend;2005/'06;12090.0;1840.0;10250.0;15.2
197;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Overig en onbekend;2006/'07;15790.0;2090.0;13690.0;13.3
198;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Overig en onbekend;2007/'08;9190.0;1190.0;8010.0;12.9
199;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Overig en onbekend;2008/'09;10750.0;1180.0;9570.0;11.0
200;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal soort huishouden;2004/'05;88140.0;21090.0;67050.0;23.9
201;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal soort huishouden;2005/'06;100130.0;20920.0;79210.0;20.9
202;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal soort huishouden;2006/'07;106380.0;20630.0;85760.0;19.4
203;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal soort huishouden;2007/'08;119610.0;23030.0;96580.0;19.3
204;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal soort huishouden;2008/'09;125070.0;20930.0;104140.0;16.7
205;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal thuiswonend;2004/'05;18700.0;3680.0;15020.0;19.7
