ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;InkomstenUitEenBaan;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
12;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;472900.0;38190.0;434710.0;8.1
13;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;528870.0;41630.0;487240.0;7.9
14;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;542370.0;37430.0;504940.0;6.9
15;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;218620.0;11710.0;206910.0;5.4
16;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;238500.0;11580.0;226920.0;4.9
17;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;231100.0;10840.0;220260.0;4.7
18;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;256110.0;10560.0;245550.0;4.1
19;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;266460.0;8810.0;257640.0;3.3
20;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;70450.0;7060.0;63390.0;10.0
21;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;75750.0;6710.0;69040.0;8.9
22;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;93520.0;7500.0;86020.0;8.0
23;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;104840.0;7980.0;96860.0;7.6
24;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;110770.0;7770.0;102990.0;7.0
25;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2004/'05;129190.0;22710.0;106490.0;17.6
26;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2005/'06;134710.0;19900.0;114810.0;14.8
27;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2006/'07;148280.0;19850.0;128430.0;13.4
28;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2007/'08;167920.0;23090.0;144830.0;13.7
29;Totaal mannen en vrouwen;0;0;Totaal wel en niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2008/'09;165150.0;20850.0;144310.0;12.6
30;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal populatie;2004/'05;1249460.0;65670.0;1183790.0;5.3
31;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal populatie;2005/'06;1336280.0;62810.0;1273470.0;4.7
32;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal populatie;2006/'07;1348270.0;59740.0;1288530.0;4.4
33;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal populatie;2007/'08;1357920.0;58540.0;1299380.0;4.3
34;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Totaal populatie;2008/'09;1357950.0;52170.0;1305780.0;3.8
35;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen inkomsten uit een baan;2004/'05;853340.0;28700.0;824640.0;3.4
36;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen inkomsten uit een baan;2005/'06;914470.0;29290.0;885180.0;3.2
37;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen inkomsten uit een baan;2006/'07;907540.0;26930.0;880610.0;3.0
38;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen inkomsten uit een baan;2007/'08;867140.0;23030.0;844110.0;2.7
39;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Geen inkomsten uit een baan;2008/'09;855130.0;20570.0;834560.0;2.4
40;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel inkomsten uit een baan;2004/'05;396120.0;36970.0;359150.0;9.3
41;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel inkomsten uit een baan;2005/'06;421810.0;33520.0;388290.0;7.9
42;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;440730.0;32800.0;407920.0;7.4
43;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;490780.0;35510.0;455270.0;7.2
44;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;502820.0;31600.0;471220.0;6.3
45;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;210730.0;10420.0;200310.0;4.9
46;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;227920.0;10110.0;217820.0;4.4
47;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;219600.0;9200.0;210400.0;4.2
48;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;242810.0;8880.0;233940.0;3.7
49;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;253090.0;7370.0;245720.0;2.9
50;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;66690.0;6320.0;60360.0;9.5
51;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;71130.0;5830.0;65310.0;8.2
52;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;87370.0;6380.0;80990.0;7.3
53;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;97480.0;6730.0;90750.0;6.9
54;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;102450.0;6500.0;95950.0;6.3
55;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2004/'05;118710.0;20230.0;98480.0;17.0
56;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2005/'06;122750.0;17590.0;105170.0;14.3
57;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2006/'07;133760.0;17230.0;116530.0;12.9
58;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2007/'08;150490.0;19900.0;130590.0;13.2
59;Totaal mannen en vrouwen;0;0;Niet verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2008/'09;147280.0;17720.0;129560.0;12.0
60;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal populatie;2004/'05;50650.0;10480.0;40170.0;20.7
61;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal populatie;2005/'06;63430.0;11700.0;51720.0;18.5
62;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal populatie;2006/'07;71240.0;12870.0;58360.0;18.1
63;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal populatie;2007/'08;76780.0;12940.0;63840.0;16.9
64;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Totaal populatie;2008/'09;77180.0;12100.0;65080.0;15.7
65;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen inkomsten uit een baan;2004/'05;28510.0;5970.0;22530.0;21.0
66;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen inkomsten uit een baan;2005/'06;36280.0;7030.0;29250.0;19.4
67;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen inkomsten uit een baan;2006/'07;39060.0;7490.0;31580.0;19.2
68;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen inkomsten uit een baan;2007/'08;38700.0;6820.0;31870.0;17.6
69;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Geen inkomsten uit een baan;2008/'09;37630.0;6260.0;31360.0;16.6
70;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel inkomsten uit een baan;2004/'05;22140.0;4510.0;17630.0;20.4
71;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel inkomsten uit een baan;2005/'06;27150.0;4670.0;22470.0;17.2
72;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;32170.0;5390.0;26790.0;16.7
73;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;38090.0;6120.0;31970.0;16.1
74;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;39550.0;5830.0;33720.0;14.8
75;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;7890.0;1290.0;6600.0;16.4
76;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;10580.0;1480.0;9100.0;14.0
77;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;11500.0;1650.0;9860.0;14.3
78;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;13300.0;1680.0;11620.0;12.7
79;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;13370.0;1440.0;11930.0;10.8
80;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;3760.0;740.0;3030.0;19.6
81;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;4620.0;880.0;3730.0;19.1
82;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;6150.0;1120.0;5030.0;18.2
83;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;7360.0;1250.0;6110.0;17.0
84;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;8320.0;1270.0;7040.0;15.3
85;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2004/'05;10490.0;2480.0;8010.0;23.7
86;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2005/'06;11950.0;2310.0;9640.0;19.4
87;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2006/'07;14520.0;2620.0;11900.0;18.1
88;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2007/'08;17430.0;3190.0;14240.0;18.3
89;Totaal mannen en vrouwen;0;0;Wel verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2008/'09;17870.0;3120.0;14750.0;17.5
90;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal populatie;2004/'05;37760.0;6670.0;31090.0;17.7
91;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal populatie;2005/'06;46520.0;7270.0;39250.0;15.6
92;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal populatie;2006/'07;51540.0;7750.0;43780.0;15.0
93;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal populatie;2007/'08;55020.0;7640.0;47380.0;13.9
94;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Totaal populatie;2008/'09;55450.0;7060.0;48390.0;12.7
95;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen inkomsten uit een baan;2004/'05;20540.0;3500.0;17040.0;17.0
96;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen inkomsten uit een baan;2005/'06;25820.0;4070.0;21750.0;15.8
97;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen inkomsten uit een baan;2006/'07;27460.0;4190.0;23270.0;15.3
98;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen inkomsten uit een baan;2007/'08;26860.0;3680.0;23170.0;13.7
99;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Geen inkomsten uit een baan;2008/'09;26210.0;3350.0;22850.0;12.8
100;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel inkomsten uit een baan;2004/'05;17220.0;3170.0;14050.0;18.4
101;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel inkomsten uit een baan;2005/'06;20700.0;3200.0;17500.0;15.5
102;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;24080.0;3570.0;20520.0;14.8
103;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;28160.0;3960.0;24210.0;14.0
104;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;29250.0;3710.0;25540.0;12.7
105;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;6290.0;880.0;5410.0;14.0
106;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;8220.0;1010.0;7210.0;12.3
107;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;8740.0;1050.0;7690.0;12.0
108;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;10160.0;1080.0;9080.0;10.6
109;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;10190.0;900.0;9290.0;8.8
110;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;2920.0;510.0;2410.0;17.4
111;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;3510.0;590.0;2920.0;16.9
112;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;4630.0;740.0;3890.0;16.0
113;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;5470.0;840.0;4630.0;15.3
114;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;6220.0;840.0;5380.0;13.4
115;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2004/'05;8010.0;1780.0;6230.0;22.2
116;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2005/'06;8970.0;1600.0;7370.0;17.8
117;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2006/'07;10710.0;1770.0;8940.0;16.5
118;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2007/'08;12530.0;2040.0;10490.0;16.3
119;Totaal mannen en vrouwen;0;0;1 keer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2008/'09;12830.0;1970.0;10860.0;15.4
120;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal populatie;2004/'05;12890.0;3820.0;9070.0;29.6
121;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal populatie;2005/'06;16910.0;4430.0;12480.0;26.2
122;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal populatie;2006/'07;19700.0;5120.0;14580.0;26.0
123;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal populatie;2007/'08;21760.0;5300.0;16460.0;24.4
124;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Totaal populatie;2008/'09;21720.0;5030.0;16690.0;23.2
125;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen inkomsten uit een baan;2004/'05;7970.0;2480.0;5490.0;31.1
126;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen inkomsten uit een baan;2005/'06;10460.0;2960.0;7500.0;28.3
127;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen inkomsten uit een baan;2006/'07;11610.0;3300.0;8310.0;28.4
128;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen inkomsten uit een baan;2007/'08;11840.0;3140.0;8700.0;26.5
129;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Geen inkomsten uit een baan;2008/'09;11420.0;2910.0;8510.0;25.5
130;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel inkomsten uit een baan;2004/'05;4920.0;1340.0;3580.0;27.2
131;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel inkomsten uit een baan;2005/'06;6450.0;1470.0;4980.0;22.8
132;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;8090.0;1820.0;6270.0;22.5
133;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;9930.0;2160.0;7760.0;21.8
134;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;10300.0;2120.0;8180.0;20.6
135;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;1600.0;410.0;1190.0;25.7
136;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;2360.0;470.0;1890.0;19.8
137;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;2760.0;590.0;2170.0;21.5
138;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;3140.0;610.0;2530.0;19.4
139;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;3170.0;540.0;2630.0;17.1
140;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;850.0;230.0;620.0;27.2
141;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;1100.0;290.0;810.0;26.2
142;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;1520.0;380.0;1140.0;24.8
143;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;1890.0;410.0;1480.0;21.9
144;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;2100.0;440.0;1660.0;20.8
145;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2004/'05;2470.0;700.0;1770.0;28.3
146;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2005/'06;2990.0;720.0;2270.0;24.0
147;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2006/'07;3810.0;850.0;2960.0;22.3
148;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2007/'08;4900.0;1140.0;3750.0;23.3
149;Totaal mannen en vrouwen;0;0;2 keer of meer verdacht van misdrijf;>= 0,9 keer minimum(jeugd)loon;2008/'09;5030.0;1150.0;3890.0;22.8
150;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal populatie;2004/'05;1211960.0;55060.0;1156900.0;4.5
151;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal populatie;2005/'06;1299580.0;53590.0;1245980.0;4.1
152;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal populatie;2006/'07;1313120.0;51980.0;1261140.0;4.0
153;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal populatie;2007/'08;1315100.0;48450.0;1266650.0;3.7
154;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal populatie;2008/'09;1310060.0;43340.0;1266720.0;3.3
155;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen inkomsten uit een baan;2004/'05;867040.0;30040.0;837000.0;3.5
156;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen inkomsten uit een baan;2005/'06;931580.0;30900.0;900690.0;3.3
157;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen inkomsten uit een baan;2006/'07;926670.0;29430.0;897240.0;3.2
158;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen inkomsten uit een baan;2007/'08;886710.0;25480.0;861230.0;2.9
159;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Geen inkomsten uit een baan;2008/'09;873130.0;22650.0;850480.0;2.6
160;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2004/'05;344920.0;25020.0;319910.0;7.3
161;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2005/'06;367990.0;22700.0;345300.0;6.2
162;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2006/'07;386450.0;22550.0;363900.0;5.8
163;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2007/'08;428380.0;22970.0;405420.0;5.4
164;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Wel inkomsten uit een baan;2008/'09;436930.0;20690.0;416240.0;4.7
165;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2004/'05;211870.0;10370.0;201500.0;4.9
166;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2005/'06;229400.0;10150.0;219260.0;4.4
167;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2006/'07;221330.0;9440.0;211900.0;4.3
168;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2007/'08;245180.0;9180.0;236000.0;3.7
169;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;< 0,5 keer minimum(jeugd)loon;2008/'09;256050.0;7820.0;248240.0;3.1
170;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;62190.0;5160.0;57030.0;8.3
171;Totaal mannen en vrouwen;0;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;66710.0;4890.0;61810.0;7.3
