ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
129;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 January;302.0;402.0
130;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 February;274.0;355.0
131;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 March;311.0;391.0
132;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 April;255.0;392.0
133;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 May;363.0;419.0
134;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 June;370.0;473.0
135;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 July;323.0;473.0
136;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 August;271.0;432.0
137;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 September;248.0;391.0
138;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 October;249.0;451.0
139;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 November;185.0;425.0
140;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015 December;218.0;398.0
141;Total countries;511 Hydrocarbons, n.e.s., and their h...;2015;3369.0;5003.0
142;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 January;;395.0
143;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 February;;354.0
144;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 March;;409.0
145;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 April;;448.0
146;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 May;;411.0
147;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 June;;407.0
148;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 July;;421.0
149;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 August;;422.0
150;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 September;;422.0
151;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 October;;441.0
152;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 November;;473.0
153;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016 December;;449.0
154;Total countries;511 Hydrocarbons, n.e.s., and their h...;2016;;5052.0
155;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 January;;520.0
156;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 February;;578.0
157;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 March;;591.0
158;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 April;;432.0
159;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 May;;486.0
160;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 June;;508.0
161;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 July;;450.0
162;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 August;;440.0
163;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 September;;531.0
164;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 October;;490.0
165;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 November;;542.0
166;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017 December;;541.0
167;Total countries;511 Hydrocarbons, n.e.s., and their h...;2017;;6108.0
168;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 January;;592.0
169;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 February;;524.0
170;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 March;;597.0
171;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 April;;521.0
172;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 May;;555.0
173;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 June;;549.0
174;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 July;;520.0
175;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 August;;592.0
176;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 September;;591.0
177;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 October;;615.0
178;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 November;;534.0
179;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018 December;;543.0
180;Total countries;511 Hydrocarbons, n.e.s., and their h...;2018;;6734.0
181;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 January;284.0;511.0
182;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 February;257.0;483.0
183;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 March;249.0;504.0
184;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 April;280.0;517.0
185;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 May;331.0;544.0
186;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 June;337.0;502.0
187;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 July;345.0;465.0
188;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 August;325.0;392.0
189;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 September;295.0;370.0
190;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 October;248.0;358.0
191;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 November;232.0;388.0
192;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019 December;230.0;409.0
193;Total countries;511 Hydrocarbons, n.e.s., and their h...;2019;3413.0;5443.0
194;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 January;221.0;442.0
195;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 February;243.0;379.0
196;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 March;259.0;423.0
197;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 April;197.0;256.0
198;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 May;148.0;218.0
199;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 June;146.0;268.0
200;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 July;155.0;290.0
201;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 August;183.0;264.0
202;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 September;183.0;302.0
203;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 October;180.0;329.0
204;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 November;201.0;342.0
205;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020 December;239.0;394.0
206;Total countries;511 Hydrocarbons, n.e.s., and their h...;2020;2355.0;3906.0
207;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 January;;
208;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 February;;
209;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 March;;
210;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 April;;
211;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 May;;
212;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 June;;
213;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 July;;
214;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 August;;
215;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 September;;
216;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 October;;
217;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 November;;
218;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021 December;;
219;Total countries;511 Hydrocarbons, n.e.s., and their h...;2021;;
220;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 January;292.0;488.0
221;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 February;407.0;535.0
222;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 March;476.0;712.0
223;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 April;444.0;677.0
224;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 May;445.0;771.0
225;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 June;450.0;727.0
226;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 July;388.0;694.0
227;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 August;432.0;545.0
228;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 September;371.0;578.0
229;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 October;298.0;530.0
230;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 November;326.0;624.0
231;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022 December;273.0;467.0
232;Total countries;511 Hydrocarbons, n.e.s., and their h...;2022;4604.0;7349.0
233;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 January;287.0;497.0
234;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 February;273.0;515.0
235;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 March;313.0;560.0
236;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 April;311.0;506.0
237;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 May;310.0;529.0
238;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 June;267.0;480.0
239;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 July;227.0;419.0
240;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 August;264.0;478.0
241;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 September;311.0;458.0
242;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 October;268.0;498.0
243;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 November;235.0;461.0
244;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023 December;236.0;433.0
245;Total countries;511 Hydrocarbons, n.e.s., and their h...;2023;3301.0;5836.0
246;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 January;244.0;496.0
247;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 February;242.0;540.0
248;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 March;254.0;568.0
249;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 April;298.0;559.0
250;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 May;340.0;522.0
251;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 June;300.0;506.0
252;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 July;319.0;556.0
253;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 August;286.0;492.0
254;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 September;315.0;489.0
255;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 October;220.0;420.0
256;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 November;243.0;475.0
257;Total countries;511 Hydrocarbons, n.e.s., and their h...;2024 January-November;3060.0;5622.0
258;Total countries;51111 Ethylene;2015 January;46.0;74.0
259;Total countries;51111 Ethylene;2015 February;52.0;53.0
260;Total countries;51111 Ethylene;2015 March;76.0;43.0
261;Total countries;51111 Ethylene;2015 April;57.0;35.0
262;Total countries;51111 Ethylene;2015 May;69.0;72.0
263;Total countries;51111 Ethylene;2015 June;77.0;84.0
264;Total countries;51111 Ethylene;2015 July;61.0;85.0
265;Total countries;51111 Ethylene;2015 August;27.0;76.0
266;Total countries;51111 Ethylene;2015 September;22.0;58.0
267;Total countries;51111 Ethylene;2015 October;25.0;76.0
268;Total countries;51111 Ethylene;2015 November;22.0;85.0
269;Total countries;51111 Ethylene;2015 December;32.0;55.0
270;Total countries;51111 Ethylene;2015;567.0;796.0
271;Total countries;51111 Ethylene;2016 January;26.0;93.0
272;Total countries;51111 Ethylene;2016 February;16.0;59.0
273;Total countries;51111 Ethylene;2016 March;12.0;63.0
274;Total countries;51111 Ethylene;2016 April;16.0;82.0
275;Total countries;51111 Ethylene;2016 May;6.0;71.0
276;Total countries;51111 Ethylene;2016 June;8.0;64.0
277;Total countries;51111 Ethylene;2016 July;15.0;57.0
278;Total countries;51111 Ethylene;2016 August;16.0;66.0
279;Total countries;51111 Ethylene;2016 September;13.0;58.0
280;Total countries;51111 Ethylene;2016 October;13.0;74.0
281;Total countries;51111 Ethylene;2016 November;13.0;77.0
282;Total countries;51111 Ethylene;2016 December;12.0;69.0
283;Total countries;51111 Ethylene;2016;166.0;832.0
284;Total countries;51111 Ethylene;2017 January;12.0;83.0
285;Total countries;51111 Ethylene;2017 February;16.0;71.0
286;Total countries;51111 Ethylene;2017 March;34.0;47.0
287;Total countries;51111 Ethylene;2017 April;29.0;58.0
288;Total countries;51111 Ethylene;2017 May;48.0;66.0
289;Total countries;51111 Ethylene;2017 June;23.0;84.0
290;Total countries;51111 Ethylene;2017 July;20.0;60.0
291;Total countries;51111 Ethylene;2017 August;15.0;68.0
292;Total countries;51111 Ethylene;2017 September;33.0;72.0
293;Total countries;51111 Ethylene;2017 October;29.0;64.0
294;Total countries;51111 Ethylene;2017 November;33.0;99.0
295;Total countries;51111 Ethylene;2017 December;26.0;103.0
296;Total countries;51111 Ethylene;2017;318.0;875.0
297;Total countries;51111 Ethylene;2018 January;27.0;99.0
298;Total countries;51111 Ethylene;2018 February;20.0;71.0
299;Total countries;51111 Ethylene;2018 March;16.0;80.0
300;Total countries;51111 Ethylene;2018 April;28.0;83.0
301;Total countries;51111 Ethylene;2018 May;21.0;108.0
302;Total countries;51111 Ethylene;2018 June;39.0;86.0
303;Total countries;51111 Ethylene;2018 July;23.0;88.0
304;Total countries;51111 Ethylene;2018 August;26.0;95.0
305;Total countries;51111 Ethylene;2018 September;23.0;117.0
306;Total countries;51111 Ethylene;2018 October;56.0;125.0
307;Total countries;51111 Ethylene;2018 November;35.0;107.0
308;Total countries;51111 Ethylene;2018 December;37.0;107.0
309;Total countries;51111 Ethylene;2018;350.0;1168.0
310;Total countries;51111 Ethylene;2019 January;33.0;88.0
311;Total countries;51111 Ethylene;2019 February;29.0;74.0
312;Total countries;51111 Ethylene;2019 March;23.0;81.0
313;Total countries;51111 Ethylene;2019 April;46.0;83.0
314;Total countries;51111 Ethylene;2019 May;48.0;108.0
315;Total countries;51111 Ethylene;2019 June;74.0;91.0
316;Total countries;51111 Ethylene;2019 July;95.0;73.0
317;Total countries;51111 Ethylene;2019 August;63.0;69.0
318;Total countries;51111 Ethylene;2019 September;50.0;51.0
319;Total countries;51111 Ethylene;2019 October;29.0;54.0
320;Total countries;51111 Ethylene;2019 November;11.0;48.0
321;Total countries;51111 Ethylene;2019 December;7.0;73.0
322;Total countries;51111 Ethylene;2019;508.0;894.0
323;Total countries;51111 Ethylene;2020 January;17.0;93.0
324;Total countries;51111 Ethylene;2020 February;8.0;49.0
325;Total countries;51111 Ethylene;2020 March;19.0;58.0
326;Total countries;51111 Ethylene;2020 April;31.0;53.0
327;Total countries;51111 Ethylene;2020 May;13.0;40.0
328;Total countries;51111 Ethylene;2020 June;14.0;49.0
329;Total countries;51111 Ethylene;2020 July;13.0;52.0
330;Total countries;51111 Ethylene;2020 August;15.0;45.0
331;Total countries;51111 Ethylene;2020 September;11.0;54.0
332;Total countries;51111 Ethylene;2020 October;18.0;62.0
333;Total countries;51111 Ethylene;2020 November;25.0;58.0
334;Total countries;51111 Ethylene;2020 December;24.0;54.0
335;Total countries;51111 Ethylene;2020;207.0;668.0
336;Total countries;51111 Ethylene;2021 January;;
337;Total countries;51111 Ethylene;2021 February;;
338;Total countries;51111 Ethylene;2021 March;;
339;Total countries;51111 Ethylene;2021 April;;
340;Total countries;51111 Ethylene;2021 May;;
341;Total countries;51111 Ethylene;2021 June;;
342;Total countries;51111 Ethylene;2021 July;;
343;Total countries;51111 Ethylene;2021 August;;
344;Total countries;51111 Ethylene;2021 September;;
345;Total countries;51111 Ethylene;2021 October;;
346;Total countries;51111 Ethylene;2021 November;;
347;Total countries;51111 Ethylene;2021 December;;
348;Total countries;51111 Ethylene;2021;;
349;Total countries;51111 Ethylene;2022 January;17.0;36.0
350;Total countries;51111 Ethylene;2022 February;35.0;78.0
351;Total countries;51111 Ethylene;2022 March;18.0;133.0
352;Total countries;51111 Ethylene;2022 April;54.0;126.0
353;Total countries;51111 Ethylene;2022 May;27.0;129.0
354;Total countries;51111 Ethylene;2022 June;23.0;126.0
355;Total countries;51111 Ethylene;2022 July;20.0;93.0
356;Total countries;51111 Ethylene;2022 August;13.0;76.0
357;Total countries;51111 Ethylene;2022 September;11.0;92.0
358;Total countries;51111 Ethylene;2022 October;6.0;55.0
359;Total countries;51111 Ethylene;2022 November;13.0;121.0
360;Total countries;51111 Ethylene;2022 December;19.0;66.0
361;Total countries;51111 Ethylene;2022;255.0;1133.0
362;Total countries;51111 Ethylene;2023 January;21.0;92.0
363;Total countries;51111 Ethylene;2023 February;17.0;85.0
364;Total countries;51111 Ethylene;2023 March;36.0;87.0
365;Total countries;51111 Ethylene;2023 April;22.0;67.0
366;Total countries;51111 Ethylene;2023 May;18.0;100.0
367;Total countries;51111 Ethylene;2023 June;30.0;70.0
368;Total countries;51111 Ethylene;2023 July;12.0;73.0
369;Total countries;51111 Ethylene;2023 August;5.0;107.0
370;Total countries;51111 Ethylene;2023 September;10.0;85.0
371;Total countries;51111 Ethylene;2023 October;23.0;81.0
372;Total countries;51111 Ethylene;2023 November;28.0;81.0
373;Total countries;51111 Ethylene;2023 December;35.0;96.0
374;Total countries;51111 Ethylene;2023;257.0;1023.0
375;Total countries;51111 Ethylene;2024 January;19.0;101.0
376;Total countries;51111 Ethylene;2024 February;29.0;86.0
377;Total countries;51111 Ethylene;2024 March;6.0;96.0
378;Total countries;51111 Ethylene;2024 April;13.0;90.0
379;Total countries;51111 Ethylene;2024 May;15.0;85.0
380;Total countries;51111 Ethylene;2024 June;23.0;72.0
381;Total countries;51111 Ethylene;2024 July;38.0;70.0
382;Total countries;51111 Ethylene;2024 August;11.0;78.0
383;Total countries;51111 Ethylene;2024 September;46.0;87.0
384;Total countries;51111 Ethylene;2024 October;27.0;68.0
385;Total countries;51111 Ethylene;2024 November;27.0;71.0
386;Total countries;51111 Ethylene;2024 January-November;254.0;905.0
387;Total countries;51112 Propene (propylene);2015 January;47.0;47.0
388;Total countries;51112 Propene (propylene);2015 February;42.0;33.0
389;Total countries;51112 Propene (propylene);2015 March;41.0;19.0
390;Total countries;51112 Propene (propylene);2015 April;36.0;20.0
391;Total countries;51112 Propene (propylene);2015 May;57.0;37.0
392;Total countries;51112 Propene (propylene);2015 June;50.0;41.0
393;Total countries;51112 Propene (propylene);2015 July;46.0;43.0
394;Total countries;51112 Propene (propylene);2015 August;32.0;57.0
395;Total countries;51112 Propene (propylene);2015 September;39.0;43.0
396;Total countries;51112 Propene (propylene);2015 October;30.0;51.0
397;Total countries;51112 Propene (propylene);2015 November;19.0;34.0
398;Total countries;51112 Propene (propylene);2015 December;23.0;45.0
399;Total countries;51112 Propene (propylene);2015;462.0;470.0
400;Total countries;51112 Propene (propylene);2016 January;18.0;39.0
401;Total countries;51112 Propene (propylene);2016 February;20.0;27.0
402;Total countries;51112 Propene (propylene);2016 March;16.0;29.0
403;Total countries;51112 Propene (propylene);2016 April;22.0;38.0
404;Total countries;51112 Propene (propylene);2016 May;14.0;31.0
405;Total countries;51112 Propene (propylene);2016 June;25.0;30.0
406;Total countries;51112 Propene (propylene);2016 July;20.0;30.0
407;Total countries;51112 Propene (propylene);2016 August;32.0;30.0
408;Total countries;51112 Propene (propylene);2016 September;22.0;35.0
409;Total countries;51112 Propene (propylene);2016 October;23.0;45.0
410;Total countries;51112 Propene (propylene);2016 November;32.0;42.0
411;Total countries;51112 Propene (propylene);2016 December;20.0;32.0
412;Total countries;51112 Propene (propylene);2016;264.0;408.0
413;Total countries;51112 Propene (propylene);2017 January;26.0;36.0
414;Total countries;51112 Propene (propylene);2017 February;19.0;36.0
415;Total countries;51112 Propene (propylene);2017 March;26.0;36.0
416;Total countries;51112 Propene (propylene);2017 April;29.0;31.0
417;Total countries;51112 Propene (propylene);2017 May;32.0;35.0
418;Total countries;51112 Propene (propylene);2017 June;39.0;45.0
419;Total countries;51112 Propene (propylene);2017 July;30.0;28.0
420;Total countries;51112 Propene (propylene);2017 August;39.0;42.0
