ID;Geslacht;Leeftijd;GeboortelandOuders;Herkomstland;Onderwijsniveau;Perioden;Bevolking_1
145;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2018 1e kwartaal;1305
146;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2018 2e kwartaal;1311
147;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2018 3e kwartaal;1243
148;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2018 4e kwartaal;1229
149;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2018;1272
150;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2019 1e kwartaal;1265
151;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2019 2e kwartaal;1262
152;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2019 3e kwartaal;1197
153;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2019 4e kwartaal;1203
154;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2019;1232
155;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2020 1e kwartaal;1224
156;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2020 2e kwartaal;1209
157;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2020 3e kwartaal;1142
158;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2020 4e kwartaal;1139
159;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2020;1179
160;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2021 1e kwartaal;1372
161;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2021 2e kwartaal;1318
162;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2021 3e kwartaal;1279
163;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2021 4e kwartaal;1250
164;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2021;1305
165;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2022 1e kwartaal;1285
166;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2022 2e kwartaal;1267
167;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2022 3e kwartaal;1218
168;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2022 4e kwartaal;1218
169;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2022;1247
170;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2023 1e kwartaal;1297
171;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2023 2e kwartaal;1345
172;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2023 3e kwartaal;1342
173;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2023 4e kwartaal;1363
174;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2023;1337
175;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2024 1e kwartaal;1386
176;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2024 2e kwartaal;1383
177;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2024 3e kwartaal;1308
178;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2024 4e kwartaal;1318
179;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;11 Basisonderwijs;2024;1349
180;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2013 1e kwartaal;1488
181;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2013 2e kwartaal;1448
182;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2013 3e kwartaal;1363
183;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2013 4e kwartaal;1330
184;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2013;1407
185;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2014 1e kwartaal;1349
186;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2014 2e kwartaal;1349
187;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2014 3e kwartaal;1300
188;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2014 4e kwartaal;1333
189;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2014;1333
190;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2015 1e kwartaal;1376
191;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2015 2e kwartaal;1401
192;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2015 3e kwartaal;1331
193;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2015 4e kwartaal;1336
194;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2015;1361
195;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2016 1e kwartaal;1368
196;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2016 2e kwartaal;1356
197;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2016 3e kwartaal;1269
198;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2016 4e kwartaal;1274
199;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2016;1317
200;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2017 1e kwartaal;1312
201;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2017 2e kwartaal;1317
202;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2017 3e kwartaal;1246
203;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2017 4e kwartaal;1277
204;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2017;1288
205;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2018 1e kwartaal;1305
206;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2018 2e kwartaal;1311
207;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2018 3e kwartaal;1243
208;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2018 4e kwartaal;1229
209;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2018;1272
210;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2019 1e kwartaal;1265
211;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2019 2e kwartaal;1262
212;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2019 3e kwartaal;1197
213;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2019 4e kwartaal;1203
214;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2019;1232
215;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2020 1e kwartaal;1224
216;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2020 2e kwartaal;1209
217;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2020 3e kwartaal;1142
218;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2020 4e kwartaal;1139
219;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2020;1179
220;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2021 1e kwartaal;1372
221;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2021 2e kwartaal;1318
222;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2021 3e kwartaal;1279
223;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2021 4e kwartaal;1250
224;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2021;1305
225;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2022 1e kwartaal;1285
226;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2022 2e kwartaal;1267
227;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2022 3e kwartaal;1218
228;Totaal mannen en vrouwen;15 jaar of ouder;Totaal;Totaal;111 Basisonderwijs;2022 4e kwartaal;1218
