ID;Inkomensgroepen;DuurInkomenspositie;KenmerkenVanHetHuishouden;RegioS;Perioden;AantalHuishoudens_1;AantalPersonen_2;AantalMinderjarigeKinderen_3;HuishoudensInVanDeDoelpopulatie_4;PersonenInVanDeDoelpopulatie_5;MinderjarigeKinderenInDoelpopulatie_6
21;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Nederland (LD);2014;776.9;1674.2;332.2;107.0;104.0;101.4
22;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2005;1418.2;3390.9;775.8;106.1;103.5;101.9
23;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2006;1430.6;3402.1;774.1;105.1;102.6;101.1
24;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2007;1444.0;3415.8;770.6;105.3;102.7;101.1
25;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2008;1459.0;3434.2;767.2;105.1;102.6;101.0
26;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2009 voor methodewijziging;1476.3;3452.1;764.1;105.1;102.6;101.0
27;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2009 na methodewijziging;1469.7;3443.1;772.1;104.8;102.6;101.0
28;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2010;1481.1;3458.5;768.7;104.8;102.6;101.0
29;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2011;1495.6;3472.2;763.8;104.8;102.6;101.0
30;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2012;1508.4;3482.3;757.1;104.7;102.6;101.0
31;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2013;1511.4;3480.9;751.4;104.9;102.7;101.1
32;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Nederland (LD);2014;1525.6;3491.8;745.6;105.2;102.9;101.3
33;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2005;3394.6;7453.6;1593.6;107.7;104.7;102.8
34;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2006;3415.7;7471.5;1586.4;106.3;103.6;101.5
35;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2007;3442.1;7508.1;1581.2;106.4;103.7;101.5
36;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2008;3478.3;7561.0;1578.5;106.5;103.7;101.6
37;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2009 voor methodewijziging;3519.3;7621.2;1578.6;106.4;103.7;101.5
38;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2009 na methodewijziging;3508.8;7600.1;1597.9;106.1;103.6;101.5
39;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2010;3538.1;7654.7;1598.5;106.2;103.7;101.5
40;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2011;3572.7;7705.3;1596.9;106.3;103.8;101.6
41;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2012;3596.4;7738.0;1592.3;106.3;103.8;101.7
42;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2013;3609.5;7761.8;1589.4;106.5;104.0;101.9
43;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;West-Nederland (LD);2014;3652.4;7821.7;1590.3;106.9;104.2;102.1
44;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2005;1500.2;3478.5;725.1;105.7;103.5;102.3
45;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2006;1510.2;3477.3;717.6;104.6;102.6;101.3
46;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2007;1522.0;3481.5;709.4;104.7;102.7;101.3
47;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2008;1536.7;3492.3;701.6;104.6;102.6;101.2
48;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2009 voor methodewijziging;1550.5;3500.4;694.5;104.6;102.6;101.2
49;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2009 na methodewijziging;1544.9;3491.5;704.0;104.4;102.6;101.2
50;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2010;1555.9;3501.1;696.8;104.4;102.6;101.2
51;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2011;1570.5;3511.2;690.1;104.4;102.6;101.2
52;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2012;1582.0;3516.2;680.9;104.3;102.6;101.3
53;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2013;1587.6;3515.0;673.6;104.6;102.8;101.4
54;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Nederland (LD);2014;1601.4;3523.0;666.7;104.9;103.0;101.6
55;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2005;265.7;560.9;109.8;114.0;107.8;102.6
56;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2006;267.2;560.7;108.8;113.0;106.9;101.6
57;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2007;269.0;561.1;108.1;113.5;107.1;101.3
58;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2008;270.4;561.2;106.8;113.5;107.1;101.4
59;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2009 voor methodewijziging;273.3;563.9;106.3;113.6;107.2;101.5
60;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2009 na methodewijziging;272.6;561.9;107.8;113.2;107.3;101.4
61;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2010;274.2;563.7;107.0;113.4;107.5;101.4
62;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2011;277.0;565.1;106.5;113.6;107.6;101.4
63;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2012;278.6;565.2;105.4;113.4;107.5;101.3
64;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2013;279.0;564.0;104.2;113.7;107.8;101.6
65;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groningen (PV);2014;281.4;564.8;103.2;114.2;108.1;101.8
66;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2005;271.8;630.1;140.5;105.3;103.3;101.9
67;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2006;273.2;630.7;139.7;104.1;102.3;101.0
68;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2007;274.9;631.4;138.9;104.3;102.5;101.1
69;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2008;277.2;633.2;137.8;104.2;102.4;101.0
70;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2009 voor methodewijziging;279.4;635.0;137.1;104.1;102.3;101.0
71;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2009 na methodewijziging;277.5;632.3;138.5;103.9;102.3;101.0
72;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2010;279.3;633.5;137.5;103.8;102.3;101.0
73;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2011;280.8;633.6;136.3;103.9;102.3;101.0
74;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2012;282.1;633.3;135.0;103.9;102.4;101.1
75;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2013;282.9;632.0;133.4;104.1;102.5;101.2
76;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Friesland (PV);2014;284.1;631.8;131.9;104.4;102.7;101.4
77;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2005;201.1;475.1;103.1;103.0;102.2;101.9
78;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2006;203.0;476.7;102.7;102.2;101.4;101.1
79;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2007;204.8;478.5;102.7;102.2;101.4;101.1
80;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2008;206.5;480.1;102.1;102.1;101.3;101.0
81;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2009 voor methodewijziging;208.6;481.7;101.8;102.0;101.3;100.9
82;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2009 na methodewijziging;207.7;480.3;103.1;101.9;101.2;100.9
83;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2010;208.6;481.0;102.4;101.8;101.2;100.8
84;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2011;209.8;480.7;101.2;101.8;101.2;100.9
85;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2012;210.6;479.8;99.9;101.7;101.1;100.9
86;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2013;210.4;477.8;98.5;101.8;101.2;101.0
87;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Drenthe (PV);2014;211.4;477.6;97.1;102.0;101.3;101.1
88;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2005;455.9;1093.1;250.1;106.3;103.6;101.9
89;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2006;459.6;1096.8;250.1;105.2;102.7;101.0
90;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2007;463.7;1100.8;249.2;105.4;102.8;101.0
91;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2008;468.6;1106.9;248.6;105.0;102.6;100.9
92;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2009 voor methodewijziging;473.3;1112.0;247.9;105.0;102.6;100.8
93;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2009 na methodewijziging;471.3;1108.8;250.3;104.7;102.6;100.9
94;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2010;474.2;1112.9;249.4;104.6;102.5;100.9
95;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2011;477.5;1116.2;247.9;104.6;102.5;100.9
96;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2012;480.5;1118.4;246.1;104.4;102.4;101.0
97;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2013;479.4;1115.9;244.7;104.5;102.5;101.0
98;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Overijssel (PV);2014;482.7;1117.5;242.6;104.7;102.7;101.2
99;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2005;145.7;365.8;96.3;105.3;103.4;102.9
100;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2006;147.8;369.5;95.9;103.8;102.2;101.6
101;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2007;150.4;373.9;95.9;104.1;102.4;101.6
102;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2008;153.1;378.2;95.6;104.0;102.4;101.6
103;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2009 voor methodewijziging;156.4;382.8;95.5;104.1;102.4;101.5
104;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2009 na methodewijziging;155.0;381.0;96.8;103.8;102.3;101.6
105;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2010;156.9;385.0;96.8;103.7;102.2;101.6
106;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2011;159.6;388.6;96.6;103.6;102.2;101.6
107;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2012;161.3;391.4;95.8;103.6;102.3;101.8
108;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2013;162.0;392.1;94.9;103.8;102.4;101.9
109;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Flevoland (PV);2014;163.8;394.1;94.4;104.2;102.7;102.2
110;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2005;816.5;1932.0;429.4;106.1;103.4;101.7
111;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2006;823.1;1935.8;428.1;105.2;102.7;101.0
112;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2007;829.8;1941.0;425.5;105.4;102.8;101.0
113;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2008;837.3;1949.0;423.0;105.3;102.7;100.9
114;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2009 voor methodewijziging;846.6;1957.3;420.7;105.3;102.7;100.9
115;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2009 na methodewijziging;843.4;1953.3;424.9;105.0;102.6;100.9
116;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2010;850.0;1960.6;422.4;105.0;102.7;100.9
117;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2011;858.5;1967.3;419.3;105.1;102.7;100.9
118;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2012;866.6;1972.5;415.1;105.1;102.7;100.9
119;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2013;870.0;1972.9;411.8;105.3;102.9;101.0
120;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Gelderland (PV);2014;879.0;1980.2;408.5;105.6;103.1;101.2
121;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2005;512.2;1157.1;258.9;109.4;105.0;101.9
122;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2006;519.2;1166.5;259.6;108.7;104.4;101.1
123;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2007;527.1;1179.4;261.1;108.8;104.3;100.9
124;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2008;532.7;1189.5;261.9;108.7;104.3;100.9
125;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2009 voor methodewijziging;539.4;1199.8;262.8;108.6;104.3;100.9
126;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2009 na methodewijziging;538.7;1196.7;265.2;108.4;104.3;100.9
127;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2010;542.0;1205.5;266.3;108.3;104.3;100.9
128;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2011;546.8;1213.9;266.7;108.1;104.2;100.9
129;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2012;551.4;1221.2;266.9;108.0;104.2;101.0
130;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2013;554.6;1227.0;267.4;108.2;104.3;101.1
131;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (PV);2014;561.5;1237.0;267.9;108.5;104.5;101.1
132;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2005;1195.9;2546.7;531.5;107.6;104.8;102.8
133;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2006;1204.2;2556.1;530.2;106.2;103.7;101.6
134;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2007;1213.4;2570.4;529.1;106.3;103.7;101.4
135;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2008;1226.5;2591.9;528.9;106.5;103.8;101.5
136;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2009 voor methodewijziging;1241.2;2616.3;530.1;106.5;103.8;101.4
137;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2009 na methodewijziging;1236.9;2608.3;536.6;106.1;103.7;101.4
138;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2010;1248.3;2631.6;537.5;106.2;103.7;101.4
139;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2011;1260.5;2650.8;536.7;106.3;103.8;101.4
140;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2012;1269.9;2665.5;535.2;106.3;103.8;101.5
141;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2013;1277.9;2678.3;534.2;106.5;104.0;101.6
142;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Holland (PV);2014;1294.7;2701.6;534.2;106.9;104.2;101.7
143;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2005;1524.3;3377.5;723.7;107.5;104.8;103.1
144;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2006;1529.1;3376.5;717.7;106.0;103.5;101.7
145;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2007;1537.4;3385.3;712.8;106.1;103.6;101.7
146;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2008;1553.7;3405.9;710.2;106.1;103.6;101.9
147;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2009 voor methodewijziging;1572.0;3430.9;709.1;106.0;103.5;101.7
148;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2009 na methodewijziging;1567.3;3422.0;718.5;105.8;103.5;101.8
149;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2010;1581.1;3444.3;718.0;105.8;103.6;101.8
150;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2011;1597.4;3467.1;717.3;106.1;103.8;102.0
151;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2012;1606.1;3478.0;715.0;106.1;103.8;102.2
152;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2013;1607.9;3484.3;713.7;106.3;104.0;102.5
153;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuid-Holland (PV);2014;1626.5;3510.7;715.0;106.7;104.3;102.6
154;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2005;162.1;372.4;79.5;104.3;103.1;102.8
155;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2006;163.2;372.5;78.9;103.2;102.3;101.7
156;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2007;164.2;373.0;78.3;103.4;102.3;101.9
157;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2008;165.3;373.7;77.5;103.2;102.3;101.9
158;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2009 voor methodewijziging;166.7;374.3;76.6;103.3;102.3;101.9
159;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2009 na methodewijziging;166.0;373.1;77.6;103.2;102.2;101.9
160;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2010;166.7;373.3;76.8;103.1;102.2;101.9
161;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2011;168.0;373.5;76.2;103.2;102.3;102.1
162;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2012;169.0;373.3;75.1;103.2;102.3;102.1
163;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2013;169.1;372.2;74.2;103.5;102.6;102.5
164;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeland (PV);2014;169.7;372.3;73.2;103.8;102.9;102.8
165;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2005;1011.5;2373.5;509.0;105.6;103.3;101.9
166;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2006;1019.6;2375.9;505.4;104.6;102.5;101.1
167;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2007;1029.1;2382.9;501.0;104.7;102.5;101.1
168;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2008;1039.9;2393.9;497.5;104.6;102.4;101.0
169;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2009 voor methodewijziging;1050.8;2403.1;494.2;104.7;102.5;101.0
170;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2009 na methodewijziging;1047.5;2397.4;500.9;104.4;102.5;101.0
171;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2010;1055.9;2407.7;497.1;104.4;102.5;101.0
172;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2011;1066.6;2417.9;493.8;104.4;102.5;101.0
173;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2012;1075.8;2425.4;488.4;104.3;102.5;101.1
174;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2013;1081.5;2428.6;484.3;104.6;102.7;101.2
175;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Noord-Brabant (PV);2014;1092.8;2438.8;480.6;105.0;102.9;101.4
176;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Limburg (PV);2005;488.7;1105.0;216.1;105.9;104.1;103.2
177;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Limburg (PV);2006;490.6;1101.4;212.1;104.6;103.0;101.8
